RevisionColumn,GenderID,NUTS,periods,Units,ValueColumn
"r_7","0","BG412","2010","perc","8"
"r_7","0","BG412","2011","perc","9.7"
"r_7","0","BG412","2012","perc","6.4"
"r_7","0","BG412","2013","perc","10"
"r_7","0","BG412","2014","perc","12.7"
"r_7","0","BG412","2015","perc","9.4"
"r_7","0","BG412","2016","perc","6.8"
"r_7","0","BG412","2017","perc","(2.6)"
"r_7","0","BG411","2003","perc","11.7"
"r_7","0","BG411","2004","perc","10"
"r_7","0","BG411","2005","perc","7.6"
"r_7","0","BG411","2006","perc","6.2"
"r_7","0","BG411","2007","perc","3.6"
"r_7","0","BG411","2008","perc","2.5"
"r_7","0","BG411","2009","perc","3.9"
"r_7","0","BG411","2010","perc","6.8"
"r_7","0","BG411","2011","perc","6.1"
"r_7","0","BG411","2012","perc","7.3"
"r_7","0","BG411","2013","perc","8.2"
"r_7","0","BG411","2014","perc","6.3"
"r_7","0","BG411","2015","perc","4.3"
"r_7","0","BG411","2016","perc","3.8"
"r_7","0","BG411","2017","perc","2.8"
"r_7","0","BG42","2003","perc","11"
"r_7","0","BG42","2004","perc","11"
"r_7","0","BG42","2005","perc","11"
"r_7","0","BG42","2006","perc","8.2"
"r_7","0","BG42","2007","perc","5.6"
"r_7","0","BG42","2008","perc","5.1"
"r_7","0","BG42","2009","perc","7.3"
"r_7","0","BG42","2010","perc","11.5"
"r_7","0","BG42","2011","perc","12.9"
"r_7","0","BG42","2012","perc","13.8"
"r_7","0","BG42","2013","perc","13.5"
"r_7","0","BG42","2014","perc","12"
"r_7","0","BG42","2015","perc","9.2"
"r_7","0","BG42","2016","perc","7.1"
"r_7","0","BG42","2017","perc","5.2"
"r_7","0","BG425","2003","perc","(4.9)"
"r_7","0","BG425","2004","perc","(4.7)"
"r_7","0","BG425","2005","perc","8"
"r_7","0","BG425","2006","perc","(3.3)"
"r_7","0","BG425","2007","perc","(2.3)"
"r_7","0","BG425","2008","perc","(1.5)"
"r_7","0","BG425","2009","perc","(2.7)"
"r_7","0","BG425","2010","perc","(4.9)"
"r_7","0","BG425","2011","perc","(5.1)"
"r_7","0","BG425","2012","perc","9"
"r_7","0","BG425","2013","perc","7"
"r_7","0","BG425","2014","perc","(4.9)"
"r_7","0","BG425","2015","perc","(2.3)"
"r_7","0","BG425","2016","perc","(1.7)"
"r_7","0","BG425","2017","perc","(1.6)"
"r_7","0","BG423","2003","perc","15.3"
"r_7","0","BG423","2004","perc","18.3"
"r_7","0","BG423","2005","perc","17.7"
"r_7","0","BG423","2006","perc","11.1"
"r_7","0","BG423","2007","perc","5.4"
"r_7","0","BG423","2008","perc","5.3"
"r_7","0","BG423","2009","perc","9.4"
"r_7","0","BG423","2010","perc","15.8"
"r_7","0","BG423","2011","perc","18.1"
"r_7","0","BG423","2012","perc","18.3"
"r_7","0","BG423","2013","perc","13"
"r_7","0","BG423","2014","perc","10.4"
"r_7","0","BG423","2015","perc","8.6"
"r_7","0","BG423","2016","perc","7.6"
"r_7","0","BG423","2017","perc","6.2"
"r_7","0","BG421","2003","perc","9.3"
"r_7","0","BG421","2004","perc","7.6"
"r_7","0","BG421","2005","perc","7.2"
"r_7","0","BG421","2006","perc","6.1"
"r_7","0","BG421","2007","perc","3.1"
"r_7","0","BG421","2008","perc","3.9"
"r_7","0","BG421","2009","perc","5.1"
"r_7","0","BG421","2010","perc","8.7"
"r_7","0","BG421","2011","perc","8.8"
"r_7","0","BG421","2012","perc","11.2"
"r_7","0","BG421","2013","perc","13.4"
"r_7","0","BG421","2014","perc","13.1"
"r_7","0","BG421","2015","perc","9.6"
"r_7","0","BG421","2016","perc","6.7"
"r_7","0","BG421","2017","perc","4.7"
"r_7","0","BG424","2003","perc","20.4"
"r_7","0","BG424","2004","perc","20.7"
"r_7","0","BG424","2005","perc","19.6"
"r_7","0","BG424","2006","perc","16.2"
"r_7","0","BG424","2007","perc","13.9"
"r_7","0","BG424","2008","perc","10.9"
"r_7","0","BG424","2009","perc","14.9"
"r_7","0","BG424","2010","perc","19.1"
"r_7","0","BG424","2011","perc","25"
"r_7","0","BG424","2012","perc","21.9"
"r_7","0","BG424","2013","perc","20.3"
"r_7","0","BG424","2014","perc","19.4"
"r_7","0","BG424","2015","perc","17.2"
"r_7","0","BG424","2016","perc","14.2"
"r_7","0","BG424","2017","perc","11.2"
"r_7","0","BG422","2003","perc","9.3"
"r_7","0","BG422","2004","perc","9.8"
"r_7","0","BG422","2005","perc","9.3"
"r_7","0","BG422","2006","perc","8.1"
"r_7","0","BG422","2007","perc","9.2"
"r_7","0","BG422","2008","perc","6.4"
"r_7","0","BG422","2009","perc","8.5"
"r_7","0","BG422","2010","perc","13.3"
"r_7","0","BG422","2011","perc","15.9"
"r_7","0","BG422","2012","perc","14.9"
"r_7","0","BG422","2013","perc","14.3"
"r_7","0","BG422","2014","perc","10.4"
"r_7","0","BG422","2015","perc","8.6"
"r_7","0","BG422","2016","perc","7"
"r_7","0","BG422","2017","perc","4.7"
"r_7","1","BG","2003","perc","14.1"
"r_7","1","BG","2004","perc","12.5"
"r_7","1","BG","2005","perc","10.3"
"r_7","1","BG","2006","perc","8.6"
"r_7","1","BG","2007","perc","6.5"
"r_7","1","BG","2008","perc","5.5"
"r_7","1","BG","2009","perc","7"
"r_7","1","BG","2010","perc","10.9"
"r_7","1","BG","2011","perc","12.3"
"r_7","1","BG","2012","perc","13.5"
"r_7","1","BG","2013","perc","13.9"
"r_7","1","BG","2014","perc","12.3"
"r_7","1","BG","2015","perc","9.8"
"r_7","1","BG","2016","perc","8.1"
"r_7","1","BG","2017","perc","6.4"
"r_7","1","BG31","2003","perc","15.3"
"r_7","1","BG31","2004","perc","14.1"
"r_7","1","BG31","2005","perc","13"
"r_7","1","BG31","2006","perc","10.6"
"r_7","1","BG31","2007","perc","8.7"
"r_7","1","BG31","2008","perc","7.6"
"r_7","1","BG31","2009","perc","8.3"
"r_7","1","BG31","2010","perc","12.4"
"r_7","1","BG31","2011","perc","14"
"r_7","1","BG31","2012","perc","13.3"
"r_7","1","BG31","2013","perc","16"
"r_7","1","BG31","2014","perc","16.6"
"r_7","1","BG31","2015","perc","13.5"
"r_7","1","BG31","2016","perc","10.7"
"r_7","1","BG31","2017","perc","12"
"r_7","1","BG311","2003","perc","21.9"
"r_7","1","BG311","2004","perc","28.1"
"r_7","1","BG311","2005","perc","26.1"
"r_7","1","BG311","2006","perc","(14.2)"
"r_7","1","BG311","2007","perc","(15.8)"
"r_7","1","BG311","2008","perc","(12.2)"
"r_7","1","BG311","2009","perc","(11.2)"
"r_7","1","BG311","2010","perc","(14.2)"
"r_7","1","BG311","2011","perc","19.4"
"r_7","1","BG311","2012","perc","(15.7)"
"r_7","1","BG311","2013","perc","20.1"
"r_7","1","BG311","2014","perc","27.3"
"r_7","1","BG311","2015","perc","22.6"
"r_7","1","BG311","2016","perc","(17.4)"
"r_7","1","BG311","2017","perc","20.7"
"r_7","1","BG313","2003","perc","17.3"
"r_7","1","BG313","2004","perc","13.7"
"r_7","1","BG313","2005","perc","11.2"
"r_7","1","BG313","2006","perc","10.5"
"r_7","1","BG313","2007","perc","8.9"
"r_7","1","BG313","2008","perc","10.2"
"r_7","1","BG313","2009","perc","(8.0)"
"r_7","1","BG313","2010","perc","(9.3)"
"r_7","1","BG313","2011","perc","10.4"
"r_7","1","BG313","2012","perc","(9.9)"
"r_7","1","BG313","2013","perc","16.9"
"r_7","1","BG313","2014","perc","20.4"
"r_7","1","BG313","2015","perc","18.7"
"r_7","1","BG313","2016","perc","11.3"
"r_7","1","BG313","2017","perc","10.8"
"r_7","1","BG315","2003","perc","16.1"
"r_7","1","BG315","2004","perc","(12.0)"
"r_7","1","BG315","2005","perc","19.2"
"r_7","1","BG315","2006","perc","13.1"
"r_7","1","BG315","2007","perc","(5.5)"
"r_7","1","BG315","2008","perc","(3.0)"
"r_7","1","BG315","2009","perc","(3.5)"
"r_7","1","BG315","2010","perc","(10.2)"
"r_7","1","BG315","2011","perc","14.3"
"r_7","1","BG315","2012","perc","15.9"
"r_7","1","BG315","2013","perc","(10.5)"
"r_7","1","BG315","2014","perc","(11.6)"
"r_7","1","BG315","2015","perc","(10.6)"
"r_7","1","BG315","2016","perc","(7.2)"
"r_7","1","BG315","2017","perc","(11.7)"
"r_7","1","BG312","2003","perc","16.2"
"r_7","1","BG312","2004","perc","12.7"
"r_7","1","BG312","2005","perc","(10.4)"
"r_7","1","BG312","2006","perc","(11.2)"
"r_7","1","BG312","2007","perc","(11.7)"
"r_7","1","BG312","2008","perc","(10.7)"
"r_7","1","BG312","2009","perc","12.6"
"r_7","1","BG312","2010","perc","15.3"
"r_7","1","BG312","2011","perc","17.1"
"r_7","1","BG312","2012","perc","19"
"r_7","1","BG312","2013","perc","20.3"
"r_7","1","BG312","2014","perc","17.5"
"r_7","1","BG312","2015","perc","(9.1)"
"r_7","1","BG312","2016","perc","(6.5)"
"r_7","1","BG312","2017","perc","(11.1)"
"r_7","1","BG314","2003","perc","10.6"
"r_7","1","BG314","2004","perc","11.3"
"r_7","1","BG314","2005","perc","7.3"
"r_7","1","BG314","2006","perc","7.5"
"r_7","1","BG314","2007","perc","6.3"
"r_7","1","BG314","2008","perc","(5.2)"
"r_7","1","BG314","2009","perc","7.8"
"r_7","1","BG314","2010","perc","13.3"
"r_7","1","BG314","2011","perc","12.6"
"r_7","1","BG314","2012","perc","10.3"
"r_7","1","BG314","2013","perc","13.9"
"r_7","1","BG314","2014","perc","11.2"
"r_7","1","BG314","2015","perc","10"
"r_7","1","BG314","2016","perc","11.4"
"r_7","1","BG314","2017","perc","10.4"
"r_7","1","BG32","2003","perc","15.8"
"r_7","1","BG32","2004","perc","15.1"
"r_7","1","BG32","2005","perc","13.6"
"r_7","1","BG32","2006","perc","12.8"
"r_7","1","BG32","2007","perc","11.2"
"r_7","1","BG32","2008","perc","8.7"
"r_7","1","BG32","2009","perc","8.5"
"r_7","1","BG32","2010","perc","12.8"
"r_7","1","BG32","2011","perc","13.8"
"r_7","1","BG32","2012","perc","16.7"
"r_7","1","BG32","2013","perc","16.5"
"r_7","1","BG32","2014","perc","14.5"
"r_7","1","BG32","2015","perc","11.2"
"r_7","1","BG32","2016","perc","10.1"
"r_7","1","BG32","2017","perc","7.7"
"r_7","1","BG321","2003","perc","11.2"
"r_7","1","BG321","2004","perc","9.4"
"r_7","1","BG321","2005","perc","14"
"r_7","1","BG321","2006","perc","11.6"
"r_7","1","BG321","2007","perc","7.8"
"r_7","1","BG321","2008","perc","8"
"r_7","1","BG321","2009","perc","9.6"
"r_7","1","BG321","2010","perc","14.2"
"r_7","1","BG321","2011","perc","10.8"
"r_7","1","BG321","2012","perc","16.5"
"r_7","1","BG321","2013","perc","17.3"
"r_7","1","BG321","2014","perc","12.4"
"r_7","1","BG321","2015","perc","(5.8)"
"r_7","1","BG321","2016","perc","6.9"
"r_7","1","BG321","2017","perc","(5.1)"
"r_7","1","BG322","2003","perc","13.6"
"r_7","1","BG322","2004","perc","(10.7)"
"r_7","1","BG322","2005","perc","(4.4)"
"r_7","1","BG322","2006","perc","(4.4)"
"r_7","1","BG322","2007","perc","(1.4)"
"r_7","1","BG322","2008","perc","(2.4)"
"r_7","1","BG322","2009","perc","(5.2)"
"r_7","1","BG322","2010","perc","(9.2)"
"r_7","1","BG322","2011","perc","(11.8)"
"r_7","1","BG322","2012","perc","(12.3)"
"r_7","1","BG322","2013","perc","(9.7)"
"r_7","1","BG322","2014","perc","(10.2)"
"r_7","1","BG322","2015","perc","(9.0)"
"r_7","1","BG322","2016","perc","(7.6)"
"r_7","1","BG322","2017","perc","(7.6)"
"r_7","1","BG324","2003","perc","17.8"
"r_7","1","BG324","2004","perc","19.7"
"r_7","1","BG324","2005","perc","18.9"
"r_7","1","BG324","2006","perc","19.8"
"r_7","1","BG324","2007","perc","23.4"
"r_7","1","BG324","2008","perc","14.8"
"r_7","1","BG324","2009","perc","17.9"
"r_7","1","BG324","2010","perc","23.2"
"r_7","1","BG324","2011","perc","19.7"
"r_7","1","BG324","2012","perc","22.8"
"r_7","1","BG324","2013","perc","21.1"
"r_7","1","BG324","2014","perc","17.9"
"r_7","1","BG324","2015","perc","17.1"
"r_7","1","BG324","2016","perc","16"
"r_7","1","BG324","2017","perc","(9.2)"
"r_7","1","BG323","2003","perc","20.6"
"r_7","1","BG323","2004","perc","18.1"
"r_7","1","BG323","2005","perc","13.2"
"r_7","1","BG323","2006","perc","15"
"r_7","1","BG323","2007","perc","11.3"
"r_7","1","BG323","2008","perc","8.7"
"r_7","1","BG323","2009","perc","(5.0)"
"r_7","1","BG323","2010","perc","8.4"
"r_7","1","BG323","2011","perc","14.7"
"r_7","1","BG323","2012","perc","14.7"
"r_7","1","BG323","2013","perc","12.9"
"r_7","1","BG323","2014","perc","12"
"r_7","1","BG323","2015","perc","9.4"
"r_7","1","BG323","2016","perc","(7.0)"
"r_7","1","BG323","2017","perc","(6.3)"
"r_7","1","BG325","2003","perc","15.8"
"r_7","1","BG325","2004","perc","18.8"
"r_7","1","BG325","2005","perc","17.4"
"r_7","1","BG325","2006","perc","13.2"
"r_7","1","BG325","2007","perc","15.6"
"r_7","1","BG325","2008","perc","(10.6)"
"r_7","1","BG325","2009","perc","(6.9)"
"r_7","1","BG325","2010","perc","(11.2)"
"r_7","1","BG325","2011","perc","(13.3)"
"r_7","1","BG325","2012","perc","19"
"r_7","1","BG325","2013","perc","24.6"
"r_7","1","BG325","2014","perc","24.1"
"r_7","1","BG325","2015","perc","23.6"
"r_7","1","BG325","2016","perc","20.2"
"r_7","1","BG325","2017","perc","14.8"
"r_7","1","BG33","2003","perc","18.9"
"r_7","1","BG33","2004","perc","16.3"
"r_7","1","BG33","2005","perc","10.8"
"r_7","1","BG33","2006","perc","9.7"
"r_7","1","BG33","2007","perc","9.1"
"r_7","1","BG33","2008","perc","7.4"
"r_7","1","BG33","2009","perc","10.6"
"r_7","1","BG33","2010","perc","14.9"
"r_7","1","BG33","2011","perc","16.1"
"r_7","1","BG33","2012","perc","19.1"
"r_7","1","BG33","2013","perc","17.1"
"r_7","1","BG33","2014","perc","13"
"r_7","1","BG33","2015","perc","9.7"
"r_7","1","BG33","2016","perc","9.3"
"r_7","1","BG33","2017","perc","8.3"
"r_7","1","BG331","2003","perc","15.2"
"r_7","1","BG331","2004","perc","12.8"
"r_7","1","BG331","2005","perc","7.1"
"r_7","1","BG331","2006","perc","4.8"
"r_7","1","BG331","2007","perc","4.2"
"r_7","1","BG331","2008","perc","(3.0)"
"r_7","1","BG331","2009","perc","4.1"
"r_7","1","BG331","2010","perc","7.9"
"r_7","1","BG331","2011","perc","11.3"
"r_7","1","BG331","2012","perc","16.8"
"r_7","1","BG331","2013","perc","12.3"
"r_7","1","BG331","2014","perc","8.3"
"r_7","1","BG331","2015","perc","4.8"
"r_7","1","BG331","2016","perc","6.5"
"r_7","1","BG331","2017","perc","6"
"r_7","1","BG332","2003","perc","18.1"
"r_7","1","BG332","2004","perc","19.2"
"r_7","1","BG332","2005","perc","15.9"
"r_7","1","BG332","2006","perc","15.7"
"r_7","1","BG332","2007","perc","11.5"
"r_7","1","BG332","2008","perc","7.5"
"r_7","1","BG332","2009","perc","14.1"
"r_7","1","BG332","2010","perc","18.5"
"r_7","1","BG332","2011","perc","17.4"
"r_7","1","BG332","2012","perc","17.1"
"r_7","1","BG332","2013","perc","18.7"
"r_7","1","BG332","2014","perc","15.8"
"r_7","1","BG332","2015","perc","12.3"
"r_7","1","BG332","2016","perc","9.3"
"r_7","1","BG332","2017","perc","(6.2)"
"r_7","1","BG334","2003","perc","29.5"
"r_7","1","BG334","2004","perc","24.7"
"r_7","1","BG334","2005","perc","(9.0)"
"r_7","1","BG334","2006","perc","(12.6)"
"r_7","1","BG334","2007","perc","(12.9)"
"r_7","1","BG334","2008","perc","(9.0)"
"r_7","1","BG334","2009","perc","(11.2)"
"r_7","1","BG334","2010","perc","14"
"r_7","1","BG334","2011","perc","13.8"
"r_7","1","BG334","2012","perc","18"
"r_7","1","BG334","2013","perc","(15.3)"
"r_7","1","BG334","2014","perc","(13.1)"
"r_7","1","BG334","2015","perc","(11.0)"
"r_7","1","BG334","2016","perc","(10.9)"
"r_7","1","BG334","2017","perc","(13.4)"
"r_7","1","BG333","2003","perc","22.3"
"r_7","1","BG333","2004","perc","17.9"
"r_7","1","BG333","2005","perc","16.6"
"r_7","1","BG333","2006","perc","14.7"
"r_7","1","BG333","2007","perc","16.6"
"r_7","1","BG333","2008","perc","16.9"
"r_7","1","BG333","2009","perc","22.9"
"r_7","1","BG333","2010","perc","29.3"
"r_7","1","BG333","2011","perc","27.1"
"r_7","1","BG333","2012","perc","27.6"
"r_7","1","BG333","2013","perc","27.7"
"r_7","1","BG333","2014","perc","21.9"
"r_7","1","BG333","2015","perc","20.1"
"r_7","1","BG333","2016","perc","15.9"
"r_7","1","BG333","2017","perc","13"
"r_7","1","BG34","2003","perc","14"
"r_7","1","BG34","2004","perc","11.5"
"r_7","1","BG34","2005","perc","7.9"
"r_7","1","BG34","2006","perc","7.5"
"r_7","1","BG34","2007","perc","6.2"
"r_7","1","BG34","2008","perc","5.6"
"r_7","1","BG34","2009","perc","6.2"
"r_7","1","BG34","2010","perc","10.6"
"r_7","1","BG34","2011","perc","12.2"
"r_7","1","BG34","2012","perc","12.6"
"r_7","1","BG34","2013","perc","13"
"r_7","1","BG34","2014","perc","11.7"
"r_7","1","BG34","2015","perc","10.6"
"r_7","1","BG34","2016","perc","7.9"
"r_7","1","BG34","2017","perc","7.2"
"r_7","1","BG341","2003","perc","13.1"
"r_7","1","BG341","2004","perc","10.8"
"r_7","1","BG341","2005","perc","5.8"
"r_7","1","BG341","2006","perc","5.3"
"r_7","1","BG341","2007","perc","(3.9)"
"r_7","1","BG341","2008","perc","(3.1)"
"r_7","1","BG341","2009","perc","(3.6)"
"r_7","1","BG341","2010","perc","10.5"
"r_7","1","BG341","2011","perc","13"
"r_7","1","BG341","2012","perc","10.8"
"r_7","1","BG341","2013","perc","12.2"
"r_7","1","BG341","2014","perc","10.5"
"r_7","1","BG341","2015","perc","10.4"
"r_7","1","BG341","2016","perc","8.8"
"r_7","1","BG341","2017","perc","7.6"
"r_7","1","BG342","2003","perc","24"
"r_7","1","BG342","2004","perc","19.7"
"r_7","1","BG342","2005","perc","16.2"
"r_7","1","BG342","2006","perc","16.4"
"r_7","1","BG342","2007","perc","10.1"
"r_7","1","BG342","2008","perc","12.5"
"r_7","1","BG342","2009","perc","13.9"
"r_7","1","BG342","2010","perc","15.8"
"r_7","1","BG342","2011","perc","16.9"
"r_7","1","BG342","2012","perc","20.5"
"r_7","1","BG342","2013","perc","15.6"
"r_7","1","BG342","2014","perc","15.1"
"r_7","1","BG342","2015","perc","11.7"
"r_7","1","BG342","2016","perc","10.1"
"r_7","1","BG342","2017","perc","11.7"
"r_7","1","BG344","2003","perc","11.2"
"r_7","1","BG344","2004","perc","8.4"
"r_7","1","BG344","2005","perc","5.7"
"r_7","1","BG344","2006","perc","(4.1)"
"r_7","1","BG344","2007","perc","5.9"
"r_7","1","BG344","2008","perc","(4.0)"
"r_7","1","BG344","2009","perc","(3.5)"
"r_7","1","BG344","2010","perc","6.4"
"r_7","1","BG344","2011","perc","7.2"
"r_7","1","BG344","2012","perc","8.3"
"r_7","1","BG344","2013","perc","10.9"
"r_7","1","BG344","2014","perc","9.8"
"r_7","1","BG344","2015","perc","9.9"
"r_7","1","BG344","2016","perc","5.6"
"r_7","1","BG344","2017","perc","(3.2)"
"r_7","1","BG343","2003","perc","11"
"r_7","1","BG343","2004","perc","10.9"
"r_7","1","BG343","2005","perc","(7.8)"
"r_7","1","BG343","2006","perc","(9.6)"
"r_7","1","BG343","2007","perc","(8.2)"
"r_7","1","BG343","2008","perc","(6.1)"
"r_7","1","BG343","2009","perc","(8.3)"
"r_7","1","BG343","2010","perc","13.5"
"r_7","1","BG343","2011","perc","14.6"
"r_7","1","BG343","2012","perc","17.1"
"r_7","1","BG343","2013","perc","16.7"
"r_7","1","BG343","2014","perc","15.7"
"r_7","1","BG343","2015","perc","(11.6)"
"r_7","1","BG343","2016","perc","(7.7)"
"r_7","1","BG343","2017","perc","(9.5)"
"r_7","1","BG41","2003","perc","11.8"
"r_7","1","BG41","2004","perc","10"
"r_7","1","BG41","2005","perc","8.1"
"r_7","1","BG41","2006","perc","6.8"
"r_7","1","BG41","2007","perc","3.9"
"r_7","1","BG41","2008","perc","2.9"
"r_7","1","BG41","2009","perc","4.3"
"r_7","1","BG41","2010","perc","7.2"
"r_7","1","BG41","2011","perc","8.6"
"r_7","1","BG41","2012","perc","9"
"r_7","1","BG41","2013","perc","10.9"
"r_7","1","BG41","2014","perc","10.1"
"r_7","1","BG41","2015","perc","7.9"
"r_7","1","BG41","2016","perc","6.3"
"r_7","1","BG41","2017","perc","3.4"
"r_7","1","BG413","2003","perc","10.6"
"r_7","1","BG413","2004","perc","5.5"
"r_7","1","BG413","2005","perc","(3.0)"
"r_7","1","BG413","2006","perc","(4.2)"
"r_7","1","BG413","2007","perc","(2.5)"
"r_7","1","BG413","2008","perc","(2.3)"
"r_7","1","BG413","2009","perc","(4.2)"
"r_7","1","BG413","2010","perc","7.3"
"r_7","1","BG413","2011","perc","9.8"
"r_7","1","BG413","2012","perc","12.6"
"r_7","1","BG413","2013","perc","16.7"
"r_7","1","BG413","2014","perc","17.7"
"r_7","1","BG413","2015","perc","13.3"
"r_7","1","BG413","2016","perc","9.6"
"r_7","1","BG413","2017","perc","5.3"
"r_7","1","BG415","2003","perc","18.8"
"r_7","1","BG415","2004","perc","15.1"
"r_7","1","BG415","2005","perc","19.7"
"r_7","1","BG415","2006","perc","12"
"r_7","1","BG415","2007","perc","(4.4)"
"r_7","1","BG415","2008","perc","(8.8)"
"r_7","1","BG415","2009","perc","(10.3)"
"r_7","1","BG415","2010","perc","(9.7)"
"r_7","1","BG415","2011","perc","18.2"
"r_7","1","BG415","2012","perc","17.8"
"r_7","1","BG415","2013","perc","17"
"r_7","1","BG415","2014","perc","16.8"
"r_7","1","BG415","2015","perc","14"
"r_7","1","BG415","2016","perc","(10.1)"
"r_7","1","BG415","2017","perc","(3.7)"
"r_7","1","BG414","2003","perc","(12.8)"
"r_7","1","BG414","2004","perc","(10.5)"
"r_7","1","BG414","2005","perc","(7.1)"
"r_7","1","BG414","2006","perc","(8.5)"
"r_7","1","BG414","2007","perc","(6.5)"
"r_7","1","BG414","2008","perc","(4.2)"
"r_7","1","BG414","2009","perc","(5.2)"
"r_7","1","BG414","2010","perc","(7.4)"
"r_7","1","BG414","2011","perc","(9.1)"
"r_7","1","BG414","2012","perc","(11.2)"
"r_7","1","BG414","2013","perc","13.4"
"r_7","1","BG414","2014","perc","14"
"r_7","1","BG414","2015","perc","16.7"
"r_7","1","BG414","2016","perc","14.2"
"r_7","1","BG414","2017","perc","(7.4)"
"r_7","1","BG412","2003","perc","11"
"r_7","1","BG412","2004","perc","12"
"r_7","1","BG412","2005","perc","10.2"
"r_7","1","BG412","2006","perc","9.7"
"r_7","1","BG412","2007","perc","(4.8)"
"r_7","1","BG412","2008","perc","(2.4)"
"r_7","1","BG412","2009","perc","(3.3)"
"r_7","1","BG412","2010","perc","8.2"
"r_7","1","BG412","2011","perc","10"
"r_7","1","BG412","2012","perc","(5.6)"
"r_7","1","BG412","2013","perc","9.5"
"r_7","1","BG412","2014","perc","12.3"
"r_7","1","BG412","2015","perc","10.7"
"r_7","1","BG412","2016","perc","8.2"
"r_7","1","BG412","2017","perc","(2.9)"
"r_7","1","BG411","2003","perc","11.5"
"r_7","1","BG411","2004","perc","10.1"
"r_7","1","BG411","2005","perc","7.7"
"r_7","1","BG411","2006","perc","6.2"
"r_7","1","BG411","2007","perc","3.7"
"r_7","1","BG411","2008","perc","2.4"
"r_7","1","BG411","2009","perc","3.8"
"r_7","1","BG411","2010","perc","6.8"
"r_7","1","BG411","2011","perc","7.1"
"r_7","1","BG411","2012","perc","7.7"
"r_7","1","BG411","2013","perc","9"
"r_7","1","BG411","2014","perc","7"
"r_7","1","BG411","2015","perc","5"
"r_7","1","BG411","2016","perc","4.3"
"r_7","1","BG411","2017","perc","2.7"
"r_7","1","BG42","2003","perc","12.3"
"r_7","1","BG42","2004","perc","11.8"
"r_7","1","BG42","2005","perc","11.6"
"r_7","1","BG42","2006","perc","7.9"
"r_7","1","BG42","2007","perc","4.9"
"r_7","1","BG42","2008","perc","4.9"
"r_7","1","BG42","2009","perc","7.6"
"r_7","1","BG42","2010","perc","12.2"
"r_7","1","BG42","2011","perc","13.8"
"r_7","1","BG42","2012","perc","15.7"
"r_7","1","BG42","2013","perc","14.6"
"r_7","1","BG42","2014","perc","12.4"
"r_7","1","BG42","2015","perc","9.6"
"r_7","1","BG42","2016","perc","8"
"r_7","1","BG42","2017","perc","5.7"
"r_7","1","BG425","2003","perc","(4.3)"
"r_7","1","BG425","2004","perc","(6.0)"
"r_7","1","BG425","2005","perc","(9.6)"
"r_7","1","BG425","2006","perc","(3.6)"
"r_7","1","BG425","2007","perc","(2.4)"
"r_7","1","BG425","2008","perc","(1.4)"
"r_7","1","BG425","2009","perc","(2.1)"
"r_7","1","BG425","2010","perc","(5.7)"
"r_7","1","BG425","2011","perc","(6.9)"
"r_7","1","BG425","2012","perc","(9.1)"
"r_7","1","BG425","2013","perc","(6.0)"
"r_7","1","BG425","2014","perc","(5.6)"
"r_7","1","BG425","2015","perc","(3.0)"
"r_7","1","BG425","2016","perc","(2.7)"
"r_7","1","BG425","2017","perc","(2.4)"
"r_7","1","BG423","2003","perc","17.3"
"r_7","1","BG423","2004","perc","19.4"
"r_7","1","BG423","2005","perc","19"
"r_7","1","BG423","2006","perc","10.3"
"r_7","1","BG423","2007","perc","(4.2)"
"r_7","1","BG423","2008","perc","4.8"
"r_7","1","BG423","2009","perc","10"
"r_7","1","BG423","2010","perc","16.1"
"r_7","1","BG423","2011","perc","18.2"
"r_7","1","BG423","2012","perc","20.8"
"r_7","1","BG423","2013","perc","14"
"r_7","1","BG423","2014","perc","10.3"
"r_7","1","BG423","2015","perc","7.3"
"r_7","1","BG423","2016","perc","7.4"
"r_7","1","BG423","2017","perc","7.2"
"r_7","1","BG421","2003","perc","10.7"
"r_7","1","BG421","2004","perc","7.9"
"r_7","1","BG421","2005","perc","7.3"
"r_7","1","BG421","2006","perc","6.1"
"r_7","1","BG421","2007","perc","3.1"
"r_7","1","BG421","2008","perc","4.4"
"r_7","1","BG421","2009","perc","5.3"
"r_7","1","BG421","2010","perc","9.9"
"r_7","1","BG421","2011","perc","9.8"
"r_7","1","BG421","2012","perc","13"
"r_7","1","BG421","2013","perc","14.8"
"r_7","1","BG421","2014","perc","14.4"
"r_7","1","BG421","2015","perc","10.7"
"r_7","1","BG421","2016","perc","8.3"
"r_7","1","BG421","2017","perc","5.1"
"r_7","1","BG424","2003","perc","21.1"
"r_7","1","BG424","2004","perc","22.4"
"r_7","1","BG424","2005","perc","21.1"
"r_7","1","BG424","2006","perc","16"
"r_7","1","BG424","2007","perc","12"
"r_7","1","BG424","2008","perc","10.9"
"r_7","1","BG424","2009","perc","17.4"
"r_7","1","BG424","2010","perc","18.7"
"r_7","1","BG424","2011","perc","26.4"
"r_7","1","BG424","2012","perc","24.7"
"r_7","1","BG424","2013","perc","21.9"
"r_7","1","BG424","2014","perc","17.7"
"r_7","1","BG424","2015","perc","15.5"
"r_7","1","BG424","2016","perc","14.9"
"r_7","1","BG424","2017","perc","(10.3)"
"r_7","1","BG422","2003","perc","11"
"r_7","1","BG422","2004","perc","10.8"
"r_7","1","BG422","2005","perc","9"
"r_7","1","BG422","2006","perc","7.7"
"r_7","1","BG422","2007","perc","7.7"
