RevisionColumn,EKATTE,Units,Edu_schYear,ValueColumn
"r_1","SLS01","num","2014/2015","9"
"r_1","SLS07","num","2000/2001","59"
"r_1","SLS07","num","2001/2002","59"
"r_1","SLS07","num","2002/2003","57"
"r_1","SLS07","num","2003/2004","57"
"r_1","SLS07","num","2004/2005","56"
"r_1","SLS07","num","2005/2006","59"
"r_1","SLS07","num","2006/2007","59"
"r_1","SLS07","num","2007/2008","59"
"r_1","SLS07","num","2008/2009","40"
"r_1","SLS07","num","2009/2010","39"
"r_1","SLS07","num","2010/2011","37"
"r_1","SLS07","num","2011/2012","35"
"r_1","SLS07","num","2012/2013","35"
"r_1","SLS07","num","2013/2014","35"
"r_1","SLS07","num","2014/2015","35"
"r_1","SLS10","num","2000/2001","71"
"r_1","SLS10","num","2001/2002","69"
"r_1","SLS10","num","2002/2003","69"
"r_1","SLS10","num","2003/2004","71"
"r_1","SLS10","num","2004/2005","73"
"r_1","SLS10","num","2005/2006","79"
"r_1","SLS10","num","2006/2007","85"
"r_1","SLS10","num","2007/2008","85"
"r_1","SLS10","num","2008/2009","91"
"r_1","SLS10","num","2009/2010","92"
"r_1","SLS10","num","2010/2011","92"
"r_1","SLS10","num","2011/2012","92"
"r_1","SLS10","num","2012/2013","92"
"r_1","SLS10","num","2013/2014","92"
"r_1","SLS10","num","2014/2015","92"
"r_1","SLS15","num","2000/2001","14"
"r_1","SLS15","num","2001/2002","14"
"r_1","SLS15","num","2002/2003","14"
"r_1","SLS15","num","2003/2004","14"
"r_1","SLS15","num","2004/2005","14"
"r_1","SLS15","num","2005/2006","16"
"r_1","SLS15","num","2006/2007","15"
"r_1","SLS15","num","2007/2008","17"
"r_1","SLS15","num","2008/2009","18"
"r_1","SLS15","num","2009/2010","17"
"r_1","SLS15","num","2010/2011","17"
"r_1","SLS15","num","2011/2012","17"
"r_1","SLS15","num","2012/2013","17"
"r_1","SLS15","num","2013/2014","17"
"r_1","SLS15","num","2014/2015","17"
"r_1","SLS31","num","2000/2001","137"
"r_1","SLS31","num","2001/2002","137"
"r_1","SLS31","num","2002/2003","122"
"r_1","SLS31","num","2003/2004","123"
"r_1","SLS31","num","2004/2005","131"
"r_1","SLS31","num","2005/2006","136"
"r_1","SLS31","num","2006/2007","137"
"r_1","SLS31","num","2007/2008","129"
"r_1","SLS31","num","2008/2009","128"
"r_1","SLS31","num","2009/2010","120"
"r_1","SLS31","num","2010/2011","115"
"r_1","SLS31","num","2011/2012","112"
"r_1","SLS31","num","2012/2013","110"
"r_1","SLS31","num","2013/2014","109"
"r_1","SLS31","num","2014/2015","107"
"r_1","SLS32","num","2000/2001","23"
"r_1","SLS32","num","2001/2002","23"
"r_1","SLS32","num","2002/2003","23"
"r_1","SLS32","num","2003/2004","23"
"r_1","SLS32","num","2004/2005","23"
"r_1","SLS32","num","2005/2006","23"
"r_1","SLS32","num","2006/2007","23"
"r_1","SLS32","num","2007/2008","23"
"r_1","SLS32","num","2008/2009","21"
"r_1","SLS32","num","2009/2010","20"
"r_1","SLS32","num","2010/2011","18"
"r_1","SLS32","num","2011/2012","16"
"r_1","SLS32","num","2012/2013","14"
"r_1","SLS32","num","2013/2014","14"
"r_1","SLS32","num","2014/2015","14"
"r_1","SLS34","num","2000/2001","47"
"r_1","SLS34","num","2001/2002","45"
"r_1","SLS34","num","2002/2003","45"
"r_1","SLS34","num","2003/2004","49"
"r_1","SLS34","num","2004/2005","48"
"r_1","SLS34","num","2005/2006","49"
"r_1","SLS34","num","2006/2007","48"
"r_1","SLS34","num","2007/2008","51"
"r_1","SLS34","num","2008/2009","46"
"r_1","SLS34","num","2009/2010","43"
"r_1","SLS34","num","2010/2011","39"
"r_1","SLS34","num","2011/2012","39"
"r_1","SLS34","num","2012/2013","39"
"r_1","SLS34","num","2013/2014","36"
"r_1","SLS34","num","2014/2015","35"
"r_1","BG33","num","2000/2001","2543"
"r_1","BG33","num","2001/2002","2544"
"r_1","BG33","num","2002/2003","2496"
"r_1","BG33","num","2003/2004","2603"
"r_1","BG33","num","2004/2005","2662"
"r_1","BG33","num","2005/2006","3586"
"r_1","BG33","num","2006/2007","3583"
"r_1","BG33","num","2007/2008","3610"
"r_1","BG33","num","2008/2009","2759"
"r_1","BG33","num","2009/2010","2798"
"r_1","BG33","num","2010/2011","2853"
"r_1","BG33","num","2011/2012","2871"
"r_1","BG33","num","2012/2013","2886"
"r_1","BG33","num","2013/2014","2927"
"r_1","BG33","num","2014/2015","2974"
"r_1","VAR","num","2000/2001","971"
"r_1","VAR","num","2001/2002","972"
"r_1","VAR","num","2002/2003","976"
"r_1","VAR","num","2003/2004","1032"
"r_1","VAR","num","2004/2005","1078"
"r_1","VAR","num","2005/2006","1097"
"r_1","VAR","num","2006/2007","1111"
"r_1","VAR","num","2007/2008","1162"
"r_1","VAR","num","2008/2009","1175"
"r_1","VAR","num","2009/2010","1228"
"r_1","VAR","num","2010/2011","1286"
"r_1","VAR","num","2011/2012","1317"
"r_1","VAR","num","2012/2013","1357"
"r_1","VAR","num","2013/2014","1398"
"r_1","VAR","num","2014/2015","1463"
"r_1","VAR01","num","2000/2001","16"
"r_1","VAR01","num","2001/2002","14"
"r_1","VAR01","num","2002/2003","15"
"r_1","VAR01","num","2003/2004","16"
"r_1","VAR01","num","2004/2005","20"
"r_1","VAR01","num","2005/2006","19"
"r_1","VAR01","num","2006/2007","21"
"r_1","VAR01","num","2007/2008","21"
"r_1","VAR01","num","2008/2009","20"
"r_1","VAR01","num","2009/2010","22"
"r_1","VAR01","num","2010/2011","30"
"r_1","VAR01","num","2011/2012","30"
"r_1","VAR01","num","2012/2013","27"
"r_1","VAR01","num","2013/2014","33"
"r_1","VAR01","num","2014/2015","35"
"r_1","VAR02","num","2000/2001","51"
"r_1","VAR02","num","2001/2002","56"
"r_1","VAR02","num","2002/2003","56"
"r_1","VAR02","num","2003/2004","56"
"r_1","VAR02","num","2004/2005","61"
"r_1","VAR02","num","2005/2006","62"
"r_1","VAR02","num","2006/2007","64"
"r_1","VAR02","num","2007/2008","60"
"r_1","VAR02","num","2008/2009","64"
"r_1","VAR02","num","2009/2010","70"
"r_1","VAR02","num","2010/2011","70"
"r_1","VAR02","num","2011/2012","68"
"r_1","VAR02","num","2012/2013","66"
"r_1","VAR02","num","2013/2014","72"
"r_1","VAR02","num","2014/2015","73"
"r_1","VAR04","num","2000/2001","28"
"r_1","VAR04","num","2001/2002","25"
"r_1","VAR04","num","2002/2003","24"
"r_1","VAR04","num","2003/2004","26"
"r_1","VAR04","num","2004/2005","28"
"r_1","VAR04","num","2005/2006","28"
"r_1","VAR04","num","2006/2007","33"
"r_1","VAR04","num","2007/2008","34"
"r_1","VAR04","num","2008/2009","34"
"r_1","VAR04","num","2009/2010","34"
"r_1","VAR04","num","2010/2011","36"
"r_1","VAR04","num","2011/2012","36"
"r_1","VAR04","num","2012/2013","36"
"r_1","VAR04","num","2013/2014","36"
"r_1","VAR04","num","2014/2015","38"
"r_1","VAR05","num","2000/2001","8"
"r_1","VAR05","num","2001/2002","8"
"r_1","VAR05","num","2002/2003","8"
"r_1","VAR05","num","2003/2004","8"
"r_1","VAR05","num","2004/2005","8"
"r_1","VAR05","num","2005/2006","9"
"r_1","VAR05","num","2006/2007","10"
"r_1","VAR05","num","2007/2008","12"
"r_1","VAR05","num","2008/2009","10"
"r_1","VAR05","num","2009/2010","10"
"r_1","VAR05","num","2010/2011","11"
"r_1","VAR05","num","2011/2012","11"
"r_1","VAR05","num","2012/2013","11"
"r_1","VAR05","num","2013/2014","11"
"r_1","VAR05","num","2014/2015","11"
"r_1","VAR06","num","2000/2001","649"
"r_1","VAR06","num","2001/2002","651"
"r_1","VAR06","num","2002/2003","661"
"r_1","VAR06","num","2003/2004","692"
"r_1","VAR06","num","2004/2005","716"
"r_1","VAR06","num","2005/2006","731"
"r_1","VAR06","num","2006/2007","738"
"r_1","VAR06","num","2007/2008","786"
"r_1","VAR06","num","2008/2009","799"
"r_1","VAR06","num","2009/2010","836"
"r_1","VAR06","num","2010/2011","877"
"r_1","VAR06","num","2011/2012","911"
"r_1","VAR06","num","2012/2013","956"
"r_1","VAR06","num","2013/2014","983"
"r_1","VAR06","num","2014/2015","1036"
"r_1","VAR08","num","2000/2001","20"
"r_1","VAR08","num","2001/2002","19"
"r_1","VAR08","num","2002/2003","15"
"r_1","VAR08","num","2003/2004","16"
"r_1","VAR08","num","2004/2005","15"
"r_1","VAR08","num","2005/2006","16"
"r_1","VAR08","num","2006/2007","16"
"r_1","VAR08","num","2007/2008","16"
"r_1","VAR08","num","2008/2009","16"
"r_1","VAR08","num","2009/2010","15"
"r_1","VAR08","num","2010/2011","16"
"r_1","VAR08","num","2011/2012","15"
"r_1","VAR08","num","2012/2013","15"
"r_1","VAR08","num","2013/2014","15"
"r_1","VAR08","num","2014/2015","15"
"r_1","VAR09","num","2000/2001","21"
"r_1","VAR09","num","2001/2002","20"
"r_1","VAR09","num","2002/2003","20"
"r_1","VAR09","num","2003/2004","22"
"r_1","VAR09","num","2004/2005","26"
"r_1","VAR09","num","2005/2006","26"
"r_1","VAR09","num","2006/2007","26"
"r_1","VAR09","num","2007/2008","26"
"r_1","VAR09","num","2008/2009","24"
"r_1","VAR09","num","2009/2010","25"
"r_1","VAR09","num","2010/2011","24"
"r_1","VAR09","num","2011/2012","25"
"r_1","VAR09","num","2012/2013","25"
"r_1","VAR09","num","2013/2014","25"
"r_1","VAR09","num","2014/2015","26"
"r_1","VAR14","num","2000/2001","28"
"r_1","VAR14","num","2001/2002","28"
"r_1","VAR14","num","2002/2003","28"
"r_1","VAR14","num","2003/2004","30"
"r_1","VAR14","num","2004/2005","31"
"r_1","VAR14","num","2005/2006","28"
"r_1","VAR14","num","2006/2007","28"
"r_1","VAR14","num","2007/2008","27"
"r_1","VAR14","num","2008/2009","27"
"r_1","VAR14","num","2009/2010","29"
"r_1","VAR14","num","2010/2011","29"
"r_1","VAR14","num","2011/2012","29"
"r_1","VAR14","num","2012/2013","29"
"r_1","VAR14","num","2013/2014","29"
"r_1","VAR14","num","2014/2015","28"
"r_1","VAR13","num","2000/2001","47"
"r_1","VAR13","num","2001/2002","47"
"r_1","VAR13","num","2002/2003","46"
"r_1","VAR13","num","2003/2004","53"
"r_1","VAR13","num","2004/2005","56"
"r_1","VAR13","num","2005/2006","57"
"r_1","VAR13","num","2006/2007","57"
"r_1","VAR13","num","2007/2008","61"
"r_1","VAR13","num","2008/2009","60"
"r_1","VAR13","num","2009/2010","66"
"r_1","VAR13","num","2010/2011","66"
"r_1","VAR13","num","2011/2012","64"
"r_1","VAR13","num","2012/2013","63"
"r_1","VAR13","num","2013/2014","66"
"r_1","VAR13","num","2014/2015","69"
"r_1","VAR16","num","2000/2001","36"
"r_1","VAR16","num","2001/2002","36"
"r_1","VAR16","num","2002/2003","35"
"r_1","VAR16","num","2003/2004","35"
"r_1","VAR16","num","2004/2005","40"
"r_1","VAR16","num","2005/2006","41"
"r_1","VAR16","num","2006/2007","39"
"r_1","VAR16","num","2007/2008","40"
"r_1","VAR16","num","2008/2009","42"
"r_1","VAR16","num","2009/2010","42"
"r_1","VAR16","num","2010/2011","44"
"r_1","VAR16","num","2011/2012","46"
"r_1","VAR16","num","2012/2013","46"
"r_1","VAR16","num","2013/2014","46"
"r_1","VAR16","num","2014/2015","48"
"r_1","VAR24","num","2000/2001","51"
"r_1","VAR24","num","2001/2002","52"
"r_1","VAR24","num","2002/2003","52"
"r_1","VAR24","num","2003/2004","58"
"r_1","VAR24","num","2004/2005","58"
"r_1","VAR24","num","2005/2006","60"
"r_1","VAR24","num","2006/2007","59"
"r_1","VAR24","num","2007/2008","59"
"r_1","VAR24","num","2008/2009","58"
"r_1","VAR24","num","2009/2010","58"
"r_1","VAR24","num","2010/2011","61"
"r_1","VAR24","num","2011/2012","59"
"r_1","VAR24","num","2012/2013","61"
"r_1","VAR24","num","2013/2014","60"
"r_1","VAR24","num","2014/2015","60"
"r_1","VAR26","num","2000/2001","16"
"r_1","VAR26","num","2001/2002","16"
"r_1","VAR26","num","2002/2003","16"
"r_1","VAR26","num","2003/2004","20"
"r_1","VAR26","num","2004/2005","19"
"r_1","VAR26","num","2005/2006","20"
"r_1","VAR26","num","2006/2007","20"
"r_1","VAR26","num","2007/2008","20"
"r_1","VAR26","num","2008/2009","21"
"r_1","VAR26","num","2009/2010","21"
"r_1","VAR26","num","2010/2011","22"
"r_1","VAR26","num","2011/2012","23"
"r_1","VAR26","num","2012/2013","22"
"r_1","VAR26","num","2013/2014","22"
"r_1","VAR26","num","2014/2015","24"
"r_1","DOB","num","2000/2001","639"
"r_1","DOB","num","2001/2002","633"
"r_1","DOB","num","2002/2003","603"
"r_1","DOB","num","2003/2004","595"
"r_1","DOB","num","2004/2005","585"
"r_1","DOB","num","2005/2006","597"
"r_1","DOB","num","2006/2007","593"
"r_1","DOB","num","2007/2008","593"
"r_1","DOB","num","2008/2009","596"
"r_1","DOB","num","2009/2010","592"
"r_1","DOB","num","2010/2011","586"
"r_1","DOB","num","2011/2012","580"
"r_1","DOB","num","2012/2013","578"
"r_1","DOB","num","2013/2014","580"
"r_1","DOB","num","2014/2015","565"
"r_1","DOB03","num","2000/2001","75"
"r_1","DOB03","num","2001/2002","75"
"r_1","DOB03","num","2002/2003","75"
"r_1","DOB03","num","2003/2004","76"
"r_1","DOB03","num","2004/2005","76"
"r_1","DOB03","num","2005/2006","77"
"r_1","DOB03","num","2006/2007","76"
"r_1","DOB03","num","2007/2008","73"
"r_1","DOB03","num","2008/2009","74"
"r_1","DOB03","num","2009/2010","75"
"r_1","DOB03","num","2010/2011","75"
"r_1","DOB03","num","2011/2012","75"
"r_1","DOB03","num","2012/2013","75"
"r_1","DOB03","num","2013/2014","75"
"r_1","DOB03","num","2014/2015","73"
"r_1","DOB12","num","2000/2001","54"
"r_1","DOB12","num","2001/2002","52"
"r_1","DOB12","num","2002/2003","50"
"r_1","DOB12","num","2003/2004","49"
"r_1","DOB12","num","2004/2005","48"
"r_1","DOB12","num","2005/2006","48"
"r_1","DOB12","num","2006/2007","47"
"r_1","DOB12","num","2007/2008","47"
"r_1","DOB12","num","2008/2009","47"
"r_1","DOB12","num","2009/2010","47"
"r_1","DOB12","num","2010/2011","47"
"r_1","DOB12","num","2011/2012","47"
"r_1","DOB12","num","2012/2013","47"
"r_1","DOB12","num","2013/2014","47"
"r_1","DOB12","num","2014/2015","41"
"r_1","DOB28","num","2000/2001","250"
"r_1","DOB28","num","2001/2002","247"
"r_1","DOB28","num","2002/2003","226"
"r_1","DOB28","num","2003/2004","226"
"r_1","DOB28","num","2004/2005","218"
"r_1","DOB28","num","2005/2006","223"
"r_1","DOB28","num","2006/2007","223"
"r_1","DOB28","num","2007/2008","223"
"r_1","DOB28","num","2008/2009","227"
"r_1","DOB28","num","2009/2010","225"
"r_1","DOB28","num","2010/2011","225"
"r_1","DOB28","num","2011/2012","226"
"r_1","DOB28","num","2012/2013","226"
"r_1","DOB28","num","2013/2014","228"
"r_1","DOB28","num","2014/2015","225"
"r_1","DOB15","num","2000/2001","85"
"r_1","DOB15","num","2001/2002","84"
"r_1","DOB15","num","2002/2003","84"
"r_1","DOB15","num","2003/2004","72"
"r_1","DOB15","num","2004/2005","71"
"r_1","DOB15","num","2005/2006","73"
"r_1","DOB15","num","2006/2007","75"
"r_1","DOB15","num","2007/2008","76"
"r_1","DOB15","num","2008/2009","75"
"r_1","DOB15","num","2009/2010","74"
"r_1","DOB15","num","2010/2011","76"
"r_1","DOB15","num","2011/2012","74"
"r_1","DOB15","num","2012/2013","73"
"r_1","DOB15","num","2013/2014","74"
"r_1","DOB15","num","2014/2015","79"
"r_1","DOB17","num","2000/2001","51"
"r_1","DOB17","num","2001/2002","51"
"r_1","DOB17","num","2002/2003","51"
"r_1","DOB17","num","2003/2004","53"
"r_1","DOB17","num","2004/2005","54"
"r_1","DOB17","num","2005/2006","54"
"r_1","DOB17","num","2006/2007","54"
"r_1","DOB17","num","2007/2008","55"
"r_1","DOB17","num","2008/2009","56"
"r_1","DOB17","num","2009/2010","54"
"r_1","DOB17","num","2010/2011","54"
"r_1","DOB17","num","2011/2012","52"
"r_1","DOB17","num","2012/2013","52"
"r_1","DOB17","num","2013/2014","52"
"r_1","DOB17","num","2014/2015","50"
"r_1","DOB20","num","2000/2001","26"
"r_1","DOB20","num","2001/2002","26"
"r_1","DOB20","num","2002/2003","26"
"r_1","DOB20","num","2003/2004","26"
"r_1","DOB20","num","2004/2005","26"
"r_1","DOB20","num","2005/2006","25"
"r_1","DOB20","num","2006/2007","23"
"r_1","DOB20","num","2007/2008","26"
"r_1","DOB20","num","2008/2009","24"
"r_1","DOB20","num","2009/2010","24"
"r_1","DOB20","num","2010/2011","17"
"r_1","DOB20","num","2011/2012","15"
"r_1","DOB20","num","2012/2013","15"
"r_1","DOB20","num","2013/2014","15"
"r_1","DOB20","num","2014/2015","15"
"r_1","DOB27","num","2000/2001","76"
"r_1","DOB27","num","2001/2002","76"
"r_1","DOB27","num","2002/2003","74"
"r_1","DOB27","num","2003/2004","75"
"r_1","DOB27","num","2004/2005","73"
"r_1","DOB27","num","2005/2006","76"
"r_1","DOB27","num","2006/2007","75"
"r_1","DOB27","num","2007/2008","73"
"r_1","DOB27","num","2008/2009","75"
"r_1","DOB27","num","2009/2010","75"
"r_1","DOB27","num","2010/2011","76"
"r_1","DOB27","num","2011/2012","75"
"r_1","DOB27","num","2012/2013","74"
"r_1","DOB27","num","2013/2014","73"
"r_1","DOB27","num","2014/2015","68"
"r_1","DOB29","num","2000/2001","22"
"r_1","DOB29","num","2001/2002","22"
"r_1","DOB29","num","2002/2003","17"
"r_1","DOB29","num","2003/2004","18"
"r_1","DOB29","num","2004/2005","19"
"r_1","DOB29","num","2005/2006","21"
"r_1","DOB29","num","2006/2007","20"
"r_1","DOB29","num","2007/2008","20"
"r_1","DOB29","num","2008/2009","18"
"r_1","DOB29","num","2009/2010","18"
"r_1","DOB29","num","2010/2011","16"
"r_1","DOB29","num","2011/2012","16"
"r_1","DOB29","num","2012/2013","16"
"r_1","DOB29","num","2013/2014","16"
"r_1","DOB29","num","2014/2015","14"
"r_1","TGV","num","2000/2001","400"
"r_1","TGV","num","2001/2002","404"
"r_1","TGV","num","2002/2003","419"
"r_1","TGV","num","2003/2004","439"
"r_1","TGV","num","2004/2005","445"
"r_1","TGV","num","2005/2006","447"
"r_1","TGV","num","2006/2007","439"
"r_1","TGV","num","2007/2008","420"
"r_1","TGV","num","2008/2009","411"
"r_1","TGV","num","2009/2010","404"
"r_1","TGV","num","2010/2011","404"
"r_1","TGV","num","2011/2012","404"
"r_1","TGV","num","2012/2013","383"
"r_1","TGV","num","2013/2014","379"
"r_1","TGV","num","2014/2015","373"
"r_1","TGV02","num","2000/2001","19"
"r_1","TGV02","num","2001/2002","18"
"r_1","TGV02","num","2002/2003","18"
"r_1","TGV02","num","2003/2004","16"
"r_1","TGV02","num","2004/2005","16"
"r_1","TGV02","num","2005/2006","16"
"r_1","TGV02","num","2006/2007","16"
"r_1","TGV02","num","2007/2008","16"
"r_1","TGV02","num","2008/2009","16"
"r_1","TGV02","num","2009/2010","14"
"r_1","TGV02","num","2010/2011","12"
"r_1","TGV02","num","2011/2012","12"
"r_1","TGV02","num","2012/2013","15"
"r_1","TGV02","num","2013/2014","15"
"r_1","TGV02","num","2014/2015","17"
"r_1","TGV22","num","2000/2001","79"
"r_1","TGV22","num","2001/2002","79"
"r_1","TGV22","num","2002/2003","87"
"r_1","TGV22","num","2003/2004","96"
"r_1","TGV22","num","2004/2005","94"
"r_1","TGV22","num","2005/2006","94"
"r_1","TGV22","num","2006/2007","91"
"r_1","TGV22","num","2007/2008","85"
"r_1","TGV22","num","2008/2009","80"
"r_1","TGV22","num","2009/2010","78"
"r_1","TGV22","num","2010/2011","80"
"r_1","TGV22","num","2011/2012","80"
"r_1","TGV22","num","2012/2013","73"
"r_1","TGV22","num","2013/2014","69"
"r_1","TGV22","num","2014/2015","67"
"r_1","TGV23","num","2000/2001","19"
"r_1","TGV23","num","2001/2002","19"
"r_1","TGV23","num","2002/2003","19"
"r_1","TGV23","num","2003/2004","21"
"r_1","TGV23","num","2004/2005","22"
"r_1","TGV23","num","2005/2006","20"
"r_1","TGV23","num","2006/2007","20"
"r_1","TGV23","num","2007/2008","20"
"r_1","TGV23","num","2008/2009","22"
"r_1","TGV23","num","2009/2010","24"
"r_1","TGV23","num","2010/2011","25"
"r_1","TGV23","num","2011/2012","24"
"r_1","TGV23","num","2012/2013","21"
"r_1","TGV23","num","2013/2014","22"
"r_1","TGV23","num","2014/2015","22"
"r_1","TGV24","num","2000/2001","88"
"r_1","TGV24","num","2001/2002","91"
"r_1","TGV24","num","2002/2003","97"
"r_1","TGV24","num","2003/2004","108"
"r_1","TGV24","num","2004/2005","112"
"r_1","TGV24","num","2005/2006","112"
"r_1","TGV24","num","2006/2007","108"
"r_1","TGV24","num","2007/2008","108"
"r_1","TGV24","num","2008/2009","105"
"r_1","TGV24","num","2009/2010","101"
"r_1","TGV24","num","2010/2011","100"
"r_1","TGV24","num","2011/2012","102"
"r_1","TGV24","num","2012/2013","93"
"r_1","TGV24","num","2013/2014","95"
"r_1","TGV24","num","2014/2015","89"
"r_1","TGV35","num","2000/2001","195"
"r_1","TGV35","num","2001/2002","197"
"r_1","TGV35","num","2002/2003","198"
"r_1","TGV35","num","2003/2004","198"
"r_1","TGV35","num","2004/2005","201"
"r_1","TGV35","num","2005/2006","205"
"r_1","TGV35","num","2006/2007","204"
"r_1","TGV35","num","2007/2008","191"
"r_1","TGV35","num","2008/2009","188"
"r_1","TGV35","num","2009/2010","187"
"r_1","TGV35","num","2010/2011","187"
"r_1","TGV35","num","2011/2012","186"
"r_1","TGV35","num","2012/2013","181"
"r_1","TGV35","num","2013/2014","178"
"r_1","TGV35","num","2014/2015","178"
"r_1","SHU","num","2000/2001","533"
"r_1","SHU","num","2001/2002","535"
"r_1","SHU","num","2002/2003","498"
"r_1","SHU","num","2003/2004","537"
"r_1","SHU","num","2004/2005","554"
"r_1","SHU","num","2005/2006","578"
"r_1","SHU","num","2006/2007","576"
"r_1","SHU","num","2007/2008","582"
"r_1","SHU","num","2008/2009","577"
"r_1","SHU","num","2009/2010","574"
"r_1","SHU","num","2010/2011","577"
"r_1","SHU","num","2011/2012","570"
"r_1","SHU","num","2012/2013","568"
"r_1","SHU","num","2013/2014","570"
"r_1","SHU","num","2014/2015","573"
"r_1","SHU23","num","2000/2001","34"
"r_1","SHU23","num","2001/2002","34"
"r_1","SHU23","num","2002/2003","13"
"r_1","SHU23","num","2003/2004","37"
"r_1","SHU23","num","2004/2005","38"
"r_1","SHU23","num","2005/2006","40"
"r_1","SHU23","num","2006/2007","39"
"r_1","SHU23","num","2007/2008","39"
"r_1","SHU23","num","2008/2009","37"
"r_1","SHU23","num","2009/2010","37"
"r_1","SHU23","num","2010/2011","36"
"r_1","SHU23","num","2011/2012","33"
"r_1","SHU23","num","2012/2013","32"
"r_1","SHU23","num","2013/2014","34"
"r_1","SHU23","num","2014/2015","34"
"r_1","SHU07","num","2000/2001","30"
"r_1","SHU07","num","2001/2002","30"
"r_1","SHU07","num","2002/2003","26"
"r_1","SHU07","num","2003/2004","27"
"r_1","SHU07","num","2004/2005","27"
"r_1","SHU07","num","2005/2006","27"
"r_1","SHU07","num","2006/2007","29"
"r_1","SHU07","num","2007/2008","29"
"r_1","SHU07","num","2008/2009","27"
"r_1","SHU07","num","2009/2010","28"
"r_1","SHU07","num","2010/2011","28"
"r_1","SHU07","num","2011/2012","28"
"r_1","SHU07","num","2012/2013","28"
"r_1","SHU07","num","2013/2014","26"
"r_1","SHU07","num","2014/2015","26"
"r_1","SHU10","num","2000/2001","32"
"r_1","SHU10","num","2001/2002","32"
"r_1","SHU10","num","2002/2003","33"
"r_1","SHU10","num","2003/2004","36"
"r_1","SHU10","num","2004/2005","44"
"r_1","SHU10","num","2005/2006","43"
"r_1","SHU10","num","2006/2007","43"
"r_1","SHU10","num","2007/2008","45"
"r_1","SHU10","num","2008/2009","43"
"r_1","SHU10","num","2009/2010","43"
"r_1","SHU10","num","2010/2011","43"
"r_1","SHU10","num","2011/2012","43"
"r_1","SHU10","num","2012/2013","45"
"r_1","SHU10","num","2013/2014","43"
"r_1","SHU10","num","2014/2015","41"
"r_1","SHU18","num","2000/2001","36"
"r_1","SHU18","num","2001/2002","36"
"r_1","SHU18","num","2002/2003","36"
"r_1","SHU18","num","2003/2004","36"
"r_1","SHU18","num","2004/2005","38"
"r_1","SHU18","num","2005/2006","52"
"r_1","SHU18","num","2006/2007","51"
"r_1","SHU18","num","2007/2008","51"
"r_1","SHU18","num","2008/2009","49"
"r_1","SHU18","num","2009/2010","46"
"r_1","SHU18","num","2010/2011","46"
"r_1","SHU18","num","2011/2012","46"
"r_1","SHU18","num","2012/2013","45"
"r_1","SHU18","num","2013/2014","46"
"r_1","SHU18","num","2014/2015","47"
"r_1","SHU19","num","2000/2001","28"
"r_1","SHU19","num","2001/2002","28"
"r_1","SHU19","num","2002/2003","28"
"r_1","SHU19","num","2003/2004","27"
"r_1","SHU19","num","2004/2005","27"
"r_1","SHU19","num","2005/2006","25"
"r_1","SHU19","num","2006/2007","24"
"r_1","SHU19","num","2007/2008","27"
"r_1","SHU19","num","2008/2009","26"
"r_1","SHU19","num","2009/2010","26"
"r_1","SHU19","num","2010/2011","26"
"r_1","SHU19","num","2011/2012","26"
"r_1","SHU19","num","2012/2013","24"
"r_1","SHU19","num","2013/2014","24"
"r_1","SHU19","num","2014/2015","24"
"r_1","SHU21","num","2000/2001","22"
"r_1","SHU21","num","2001/2002","22"
"r_1","SHU21","num","2002/2003","22"
"r_1","SHU21","num","2003/2004","22"
"r_1","SHU21","num","2004/2005","22"
"r_1","SHU21","num","2005/2006","22"
"r_1","SHU21","num","2006/2007","22"
"r_1","SHU21","num","2007/2008","24"
"r_1","SHU21","num","2008/2009","24"
"r_1","SHU21","num","2009/2010","26"
"r_1","SHU21","num","2010/2011","24"
"r_1","SHU21","num","2011/2012","24"
"r_1","SHU21","num","2012/2013","22"
"r_1","SHU21","num","2013/2014","22"
"r_1","SHU21","num","2014/2015","22"
"r_1","SHU22","num","2000/2001","49"
"r_1","SHU22","num","2001/2002","49"
"r_1","SHU22","num","2002/2003","49"
"r_1","SHU22","num","2003/2004","49"
"r_1","SHU22","num","2004/2005","53"
"r_1","SHU22","num","2005/2006","54"
"r_1","SHU22","num","2006/2007","54"
"r_1","SHU22","num","2007/2008","54"
"r_1","SHU22","num","2008/2009","53"
"r_1","SHU22","num","2009/2010","54"
"r_1","SHU22","num","2010/2011","52"
"r_1","SHU22","num","2011/2012","49"
"r_1","SHU22","num","2012/2013","51"
"r_1","SHU22","num","2013/2014","50"
"r_1","SHU22","num","2014/2015","50"
"r_1","SHU25","num","2000/2001","17"
"r_1","SHU25","num","2001/2002","17"
"r_1","SHU25","num","2002/2003","17"
"r_1","SHU25","num","2003/2004","17"
"r_1","SHU25","num","2004/2005","21"
"r_1","SHU25","num","2005/2006","21"
"r_1","SHU25","num","2006/2007","21"
"r_1","SHU25","num","2007/2008","21"
"r_1","SHU25","num","2008/2009","21"
"r_1","SHU25","num","2009/2010","21"
"r_1","SHU25","num","2010/2011","21"
"r_1","SHU25","num","2011/2012","21"
"r_1","SHU25","num","2012/2013","19"
"r_1","SHU25","num","2013/2014","19"
"r_1","SHU25","num","2014/2015","19"
"r_1","SHU11","num","2000/2001","34"
"r_1","SHU11","num","2001/2002","31"
"r_1","SHU11","num","2002/2003","29"
"r_1","SHU11","num","2003/2004","29"
"r_1","SHU11","num","2004/2005","22"
"r_1","SHU11","num","2005/2006","24"
