RevisionColumn,periods,Indicators,Units,Countries_TOUR,ValueColumn
"r_25","2017VI","3.5.2.1.2","num","EE","4197"
"r_25","2017VI","3.5.2.2.2","num","IE","18645"
"r_25","2017VI","3.5.2.1.2","num","IE","3339"
"r_25","2017VI","3.5.2.2.2","num","ES","11784"
"r_25","2017VI","3.5.2.1.2","num","ES","5781"
"r_25","2017VI","3.5.2.2.2","num","IT","19077"
"r_25","2017VI","3.5.2.1.2","num","IT","8743"
"r_25","2017VI","3.5.2.2.2","num","CY","1039"
"r_25","2017VI","3.5.2.1.2","num","CY","398"
"r_25","2017VI","3.5.2.2.2","num","LV","14293"
"r_25","2017VI","3.5.2.1.2","num","LV","2375"
"r_25","2017VI","3.5.2.2.2","num","LT","29870"
"r_25","2017VI","3.5.2.1.2","num","LT","5148"
"r_25","2017VI","3.5.2.2.2","num","LU","2097"
"r_25","2017VI","3.5.2.1.2","num","LU","351"
"r_25","2017VI","3.5.2.2.2","num","MT","425"
"r_25","2017VI","3.5.2.1.2","num","MT","138"
"r_25","2017VI","3.5.2.2.2","num","NL","35322"
"r_25","2017VI","3.5.2.1.2","num","NL","7111"
"r_25","2017VI","3.5.2.2.2","num","GB","290168"
"r_25","2017VI","3.5.2.1.2","num","GB","47289"
"r_25","2017VI","3.5.2.2.2","num","PL","283859"
"r_25","2017VI","3.5.2.1.2","num","PL","49273"
"r_25","2017VI","3.5.2.2.2","num","PT","2450"
"r_25","2017VI","3.5.2.1.2","num","PT","1023"
"r_25","2017VI","3.5.2.2.2","num","RO","248199"
"r_25","2017VI","3.5.2.1.2","num","RO","64432"
"r_25","2017VI","3.5.2.2.2","num","SK","18110"
"r_25","2017VI","3.5.2.1.2","num","SK","3607"
"r_25","2017VI","3.5.2.2.2","num","SI","4032"
"r_25","2017VI","3.5.2.1.2","num","SI","1436"
"r_25","2017VI","3.5.2.2.2","num","HU","27282"
"r_25","2017VI","3.5.2.1.2","num","HU","5670"
"r_25","2017VI","3.5.2.2.2","num","FI","29890"
"r_25","2017VI","3.5.2.1.2","num","FI","4855"
"r_25","2017VI","3.5.2.2.2","num","FR","59970"
"r_25","2017VI","3.5.2.1.2","num","FR","16442"
"r_25","2017VI","3.5.2.2.2","num","HR","2609"
"r_25","2017VI","3.5.2.1.2","num","HR","1001"
"r_25","2017VI","3.5.2.2.2","num","CZ","103862"
"r_25","2017VI","3.5.2.1.2","num","CZ","17441"
"r_25","2017VI","3.5.2.2.2","num","SE","48702"
"r_25","2017VI","3.5.2.1.2","num","SE","8151"
"r_25","2017VI","3.5.2.2.2","num","OTH_EUR","633762"
"r_25","2017VI","3.5.2.1.2","num","OTH_EUR","99466"
"r_25","2017VI","3.5.2.2.2","num","MK","9871"
"r_25","2017VI","3.5.2.1.2","num","MK","4195"
"r_25","2017VI","3.5.2.2.2","num","NO","81150"
"r_25","2017VI","3.5.2.1.2","num","NO","12137"
"r_25","2017VI","3.5.2.2.2","num","RU","402895"
"r_25","2017VI","3.5.2.1.2","num","RU","50383"
"r_25","2017VI","3.5.2.2.2","num","RS","11067"
"r_25","2017VI","3.5.2.1.2","num","RS","3503"
"r_25","2017VI","3.5.2.2.2","num","TR","17531"
"r_25","2017VI","3.5.2.1.2","num","TR","9793"
"r_25","2017VI","3.5.2.2.2","num","UA","106067"
"r_25","2017VI","3.5.2.1.2","num","UA","17521"
"r_25","2017VI","3.5.2.2.2","num","CH","5181"
"r_25","2017VI","3.5.2.1.2","num","CH","1934"
"r_25","2017VI","3.5.2.2.2","num","OTH","91138"
"r_25","2017VI","3.5.2.1.2","num","OTH","28090"
"r_25","2017VI","3.5.2.2.2","num","IL","62495"
"r_25","2017VI","3.5.2.1.2","num","IL","16988"
"r_25","2017VI","3.5.2.2.2","num","US","23491"
"r_25","2017VI","3.5.2.1.2","num","US","7606"
"r_25","2017VI","3.5.2.2.2","num","JP","5152"
"r_25","2017VI","3.5.2.1.2","num","JP","3496"
"r_25","2017VI","3.5.2.2.2","num","RoW","236530"
"r_25","2017VI","3.5.2.1.2","num","RoW","52142"
"r_26","2017VII","3.5.2.2.2","num","total","4500298"
"r_26","2017VII","3.5.2.1.2","num","total","762865"
"r_26","2017VII","3.5.2.2.2","num","EU","3152200"
"r_26","2017VII","3.5.2.1.2","num","EU","534395"
"r_26","2017VII","3.5.2.2.2","num","AT","55284"
"r_26","2017VII","3.5.2.1.2","num","AT","10107"
"r_26","2017VII","3.5.2.2.2","num","BE","98656"
"r_26","2017VII","3.5.2.1.2","num","BE","15451"
"r_26","2017VII","3.5.2.2.2","num","DE","839745"
"r_26","2017VII","3.5.2.1.2","num","DE","119700"
"r_26","2017VII","3.5.2.2.2","num","GR","16705"
"r_26","2017VII","3.5.2.1.2","num","GR","7355"
"r_26","2017VII","3.5.2.2.2","num","DK","100143"
"r_26","2017VII","3.5.2.1.2","num","DK","15332"
"r_26","2017VII","3.5.2.2.2","num","EE","35911"
"r_26","2017VII","3.5.2.1.2","num","EE","5459"
"r_26","2017VII","3.5.2.2.2","num","IE","20623"
"r_26","2017VII","3.5.2.1.2","num","IE","3596"
"r_26","2017VII","3.5.2.2.2","num","ES","14363"
"r_26","2017VII","3.5.2.1.2","num","ES","7989"
"r_26","2017VII","3.5.2.2.2","num","IT","27422"
"r_26","2017VII","3.5.2.1.2","num","IT","9424"
"r_26","2017VII","3.5.2.2.2","num","CY","2973"
"r_26","2017VII","3.5.2.1.2","num","CY","1008"
"r_26","2017VII","3.5.2.2.2","num","LV","19896"
"r_26","2017VII","3.5.2.1.2","num","LV","3419"
"r_26","2017VII","3.5.2.2.2","num","LT","40276"
"r_26","2017VII","3.5.2.1.2","num","LT","6853"
"r_26","2017VII","3.5.2.2.2","num","LU","2114"
"r_26","2017VII","3.5.2.1.2","num","LU","340"
"r_26","2017VII","3.5.2.2.2","num","MT","516"
"r_26","2017VII","3.5.2.1.2","num","MT","205"
"r_26","2017VII","3.5.2.2.2","num","NL","58737"
"r_26","2017VII","3.5.2.1.2","num","NL","10651"
"r_26","2017VII","3.5.2.2.2","num","GB","278626"
"r_26","2017VII","3.5.2.1.2","num","GB","44797"
"r_26","2017VII","3.5.2.2.2","num","PL","478132"
"r_26","2017VII","3.5.2.1.2","num","PL","71838"
"r_26","2017VII","3.5.2.2.2","num","PT","3937"
"r_26","2017VII","3.5.2.1.2","num","PT","1699"
"r_26","2017VII","3.5.2.2.2","num","RO","463292"
"r_26","2017VII","3.5.2.1.2","num","RO","100296"
"r_26","2017VII","3.5.2.2.2","num","SK","100068"
"r_26","2017VII","3.5.2.1.2","num","SK","15096"
"r_26","2017VII","3.5.2.2.2","num","SI","10485"
"r_26","2017VII","3.5.2.1.2","num","SI","2208"
"r_26","2017VII","3.5.2.2.2","num","HU","62036"
"r_26","2017VII","3.5.2.1.2","num","HU","11599"
"r_26","2017VII","3.5.2.2.2","num","FI","32233"
"r_26","2017VII","3.5.2.1.2","num","FI","4885"
"r_26","2017VII","3.5.2.2.2","num","FR","80880"
"r_26","2017VII","3.5.2.1.2","num","FR","16488"
"r_26","2017VII","3.5.2.2.2","num","HR","2817"
"r_26","2017VII","3.5.2.1.2","num","HR","1009"
"r_26","2017VII","3.5.2.2.2","num","CZ","242359"
"r_26","2017VII","3.5.2.1.2","num","CZ","36866"
"r_26","2017VII","3.5.2.2.2","num","SE","63971"
"r_26","2017VII","3.5.2.1.2","num","SE","10725"
"r_26","2017VII","3.5.2.2.2","num","OTH_EUR","863226"
"r_26","2017VII","3.5.2.1.2","num","OTH_EUR","129118"
"r_26","2017VII","3.5.2.2.2","num","MK","21530"
"r_26","2017VII","3.5.2.1.2","num","MK","5879"
"r_26","2017VII","3.5.2.2.2","num","NO","143447"
"r_26","2017VII","3.5.2.1.2","num","NO","19707"
"r_26","2017VII","3.5.2.2.2","num","RU","521027"
"r_26","2017VII","3.5.2.1.2","num","RU","61544"
"r_26","2017VII","3.5.2.2.2","num","RS","23926"
"r_26","2017VII","3.5.2.1.2","num","RS","5242"
"r_26","2017VII","3.5.2.2.2","num","TR","25287"
"r_26","2017VII","3.5.2.1.2","num","TR","14800"
"r_26","2017VII","3.5.2.2.2","num","UA","111290"
"r_26","2017VII","3.5.2.1.2","num","UA","18335"
"r_26","2017VII","3.5.2.2.2","num","CH","16719"
"r_26","2017VII","3.5.2.1.2","num","CH","3611"
"r_26","2017VII","3.5.2.2.2","num","OTH","131715"
"r_26","2017VII","3.5.2.1.2","num","OTH","35645"
"r_26","2017VII","3.5.2.2.2","num","IL","107360"
"r_26","2017VII","3.5.2.1.2","num","IL","25858"
"r_26","2017VII","3.5.2.2.2","num","US","21746"
"r_26","2017VII","3.5.2.1.2","num","US","8517"
"r_26","2017VII","3.5.2.2.2","num","JP","2609"
"r_26","2017VII","3.5.2.1.2","num","JP","1270"
"r_26","2017VII","3.5.2.2.2","num","RoW","353157"
"r_26","2017VII","3.5.2.1.2","num","RoW","63707"
"r_30","2017XI","3.5.2.2.2","num","total","212752"
"r_30","2017XI","3.5.2.1.2","num","total","100774"
"r_30","2017XI","3.5.2.2.2","num","EU","118411"
"r_30","2017XI","3.5.2.1.2","num","EU","55476"
"r_30","2017XI","3.5.2.2.2","num","AT","3082"
"r_30","2017XI","3.5.2.1.2","num","AT","1600"
"r_30","2017XI","3.5.2.2.2","num","BE","4041"
"r_30","2017XI","3.5.2.1.2","num","BE","1913"
"r_30","2017XI","3.5.2.2.2","num","DE","14118"
"r_30","2017XI","3.5.2.1.2","num","DE","6615"
"r_30","2017XI","3.5.2.2.2","num","GR","14881"
"r_30","2017XI","3.5.2.1.2","num","GR","8401"
"r_30","2017XI","3.5.2.2.2","num","DK","1083"
"r_30","2017XI","3.5.2.1.2","num","DK","465"
"r_30","2017XI","3.5.2.2.2","num","EE","352"
"r_30","2017XI","3.5.2.1.2","num","EE","106"
"r_30","2017XI","3.5.2.2.2","num","IE","1578"
"r_30","2017XI","3.5.2.1.2","num","IE","731"
"r_30","2017XI","3.5.2.2.2","num","ES","4834"
"r_30","2017XI","3.5.2.1.2","num","ES","2112"
"r_30","2017XI","3.5.2.2.2","num","IT","17213"
"r_30","2017XI","3.5.2.1.2","num","IT","7037"
"r_30","2017XI","3.5.2.2.2","num","CY","1539"
"r_30","2017XI","3.5.2.1.2","num","CY","622"
"r_30","2017XI","3.5.2.2.2","num","LV","610"
"r_30","2017XI","3.5.2.1.2","num","LV","214"
"r_30","2017XI","3.5.2.2.2","num","LT","540"
"r_30","2017XI","3.5.2.1.2","num","LT","249"
"r_30","2017XI","3.5.2.2.2","num","LU","89"
"r_30","2017XI","3.5.2.1.2","num","LU","45"
"r_30","2017XI","3.5.2.2.2","num","MT","297"
"r_30","2017XI","3.5.2.1.2","num","MT","152"
"r_30","2017XI","3.5.2.2.2","num","NL","4527"
"r_30","2017XI","3.5.2.1.2","num","NL","2183"
"r_30","2017XI","3.5.2.2.2","num","GB","11733"
"r_30","2017XI","3.5.2.1.2","num","GB","5302"
"r_30","2017XI","3.5.2.2.2","num","PL","5100"
"r_30","2017XI","3.5.2.1.2","num","PL","1684"
"r_30","2017XI","3.5.2.2.2","num","PT","2015"
"r_30","2017XI","3.5.2.1.2","num","PT","759"
"r_30","2017XI","3.5.2.2.2","num","RO","15529"
"r_30","2017XI","3.5.2.1.2","num","RO","8153"
"r_30","2017XI","3.5.2.2.2","num","SK","867"
"r_30","2017XI","3.5.2.1.2","num","SK","371"
"r_30","2017XI","3.5.2.2.2","num","SI","1083"
"r_30","2017XI","3.5.2.1.2","num","SI","528"
"r_30","2017XI","3.5.2.2.2","num","HU","2176"
"r_30","2017XI","3.5.2.1.2","num","HU","1015"
"r_30","2017XI","3.5.2.2.2","num","FI","828"
"r_30","2017XI","3.5.2.1.2","num","FI","431"
"r_30","2017XI","3.5.2.2.2","num","FR","5576"
"r_30","2017XI","3.5.2.1.2","num","FR","2631"
"r_30","2017XI","3.5.2.2.2","num","HR","1380"
"r_30","2017XI","3.5.2.1.2","num","HR","653"
"r_30","2017XI","3.5.2.2.2","num","CZ","2014"
"r_30","2017XI","3.5.2.1.2","num","CZ","880"
"r_30","2017XI","3.5.2.2.2","num","SE","1326"
"r_30","2017XI","3.5.2.1.2","num","SE","624"
"r_30","2017XI","3.5.2.2.2","num","OTH_EUR","44607"
"r_30","2017XI","3.5.2.1.2","num","OTH_EUR","22244"
"r_30","2017XI","3.5.2.2.2","num","MK","11693"
"r_30","2017XI","3.5.2.1.2","num","MK","5617"
"r_30","2017XI","3.5.2.2.2","num","NO","548"
"r_30","2017XI","3.5.2.1.2","num","NO","282"
"r_30","2017XI","3.5.2.2.2","num","RU","7800"
"r_30","2017XI","3.5.2.1.2","num","RU","2863"
"r_30","2017XI","3.5.2.2.2","num","RS","5463"
"r_30","2017XI","3.5.2.1.2","num","RS","2523"
"r_30","2017XI","3.5.2.2.2","num","TR","13249"
"r_30","2017XI","3.5.2.1.2","num","TR","8264"
"r_30","2017XI","3.5.2.2.2","num","UA","4245"
"r_30","2017XI","3.5.2.1.2","num","UA","2076"
"r_30","2017XI","3.5.2.2.2","num","CH","1609"
"r_30","2017XI","3.5.2.1.2","num","CH","619"
"r_30","2017XI","3.5.2.2.2","num","OTH","21547"
"r_30","2017XI","3.5.2.1.2","num","OTH","9653"
"r_30","2017XI","3.5.2.2.2","num","IL","11964"
"r_30","2017XI","3.5.2.1.2","num","IL","5034"
"r_30","2017XI","3.5.2.2.2","num","US","7688"
"r_30","2017XI","3.5.2.1.2","num","US","3809"
"r_30","2017XI","3.5.2.2.2","num","JP","1895"
"r_30","2017XI","3.5.2.1.2","num","JP","810"
"r_30","2017XI","3.5.2.2.2","num","RoW","28187"
"r_30","2017XI","3.5.2.1.2","num","RoW","13401"
"r_31","2017VIII","3.5.2.2.2","num","total","4326124"
"r_31","2017VIII","3.5.2.1.2","num","total","762800"
"r_31","2017VIII","3.5.2.2.2","num","EU","3216251"
"r_31","2017VIII","3.5.2.1.2","num","EU","559012"
"r_31","2017VIII","3.5.2.2.2","num","AT","50972"
"r_31","2017VIII","3.5.2.1.2","num","AT","9438"
"r_31","2017VIII","3.5.2.2.2","num","BE","77801"
"r_31","2017VIII","3.5.2.1.2","num","BE","13092"
"r_31","2017VIII","3.5.2.2.2","num","DE","896249"
"r_31","2017VIII","3.5.2.1.2","num","DE","130190"
"r_31","2017VIII","3.5.2.2.2","num","GR","16752"
"r_31","2017VIII","3.5.2.1.2","num","GR","8344"
"r_31","2017VIII","3.5.2.2.2","num","DK","35496"
"r_31","2017VIII","3.5.2.1.2","num","DK","6008"
"r_31","2017VIII","3.5.2.2.2","num","EE","34720"
"r_31","2017VIII","3.5.2.1.2","num","EE","5354"
"r_31","2017VIII","3.5.2.2.2","num","IE","19837"
"r_31","2017VIII","3.5.2.1.2","num","IE","3381"
"r_31","2017VIII","3.5.2.2.2","num","ES","18260"
"r_31","2017VIII","3.5.2.1.2","num","ES","10352"
"r_31","2017VIII","3.5.2.2.2","num","IT","40654"
"r_31","2017VIII","3.5.2.1.2","num","IT","13501"
"r_31","2017VIII","3.5.2.2.2","num","CY","4733"
"r_31","2017VIII","3.5.2.1.2","num","CY","1807"
"r_31","2017VIII","3.5.2.2.2","num","LV","20060"
"r_31","2017VIII","3.5.2.1.2","num","LV","3142"
"r_31","2017VIII","3.5.2.2.2","num","LT","38402"
"r_31","2017VIII","3.5.2.1.2","num","LT","6322"
"r_31","2017VIII","3.5.2.2.2","num","LU","4518"
"r_31","2017VIII","3.5.2.1.2","num","LU","756"
"r_31","2017VIII","3.5.2.2.2","num","MT","873"
"r_31","2017VIII","3.5.2.1.2","num","MT","313"
"r_31","2017VIII","3.5.2.2.2","num","NL","76835"
"r_31","2017VIII","3.5.2.1.2","num","NL","12818"
"r_31","2017VIII","3.5.2.2.2","num","GB","331749"
"r_31","2017VIII","3.5.2.1.2","num","GB","46870"
"r_31","2017VIII","3.5.2.2.2","num","PL","438923"
"r_31","2017VIII","3.5.2.1.2","num","PL","66624"
"r_31","2017VIII","3.5.2.2.2","num","PT","5609"
"r_31","2017VIII","3.5.2.1.2","num","PT","2337"
"r_31","2017VIII","3.5.2.2.2","num","RO","538962"
"r_31","2017VIII","3.5.2.1.2","num","RO","116467"
"r_31","2017VIII","3.5.2.2.2","num","SK","89261"
"r_31","2017VIII","3.5.2.1.2","num","SK","14275"
"r_31","2017VIII","3.5.2.2.2","num","SI","10999"
"r_31","2017VIII","3.5.2.1.2","num","SI","2384"
"r_31","2017VIII","3.5.2.2.2","num","HU","62120"
"r_31","2017VIII","3.5.2.1.2","num","HU","11181"
"r_31","2017VIII","3.5.2.2.2","num","FI","26275"
"r_31","2017VIII","3.5.2.1.2","num","FI","4538"
"r_31","2017VIII","3.5.2.2.2","num","FR","111511"
"r_31","2017VIII","3.5.2.1.2","num","FR","25871"
"r_31","2017VIII","3.5.2.2.2","num","HR","3251"
"r_31","2017VIII","3.5.2.1.2","num","HR","1066"
"r_31","2017VIII","3.5.2.2.2","num","CZ","216369"
"r_31","2017VIII","3.5.2.1.2","num","CZ","34365"
"r_31","2017VIII","3.5.2.2.2","num","SE","45060"
"r_31","2017VIII","3.5.2.1.2","num","SE","8216"
"r_31","2017VIII","3.5.2.2.2","num","OTH_EUR","657161"
"r_31","2017VIII","3.5.2.1.2","num","OTH_EUR","107464"
"r_31","2017VIII","3.5.2.2.2","num","MK","31349"
"r_31","2017VIII","3.5.2.1.2","num","MK","9160"
"r_31","2017VIII","3.5.2.2.2","num","NO","71797"
"r_31","2017VIII","3.5.2.1.2","num","NO","10556"
"r_31","2017VIII","3.5.2.2.2","num","RU","409204"
"r_31","2017VIII","3.5.2.1.2","num","RU","50424"
"r_31","2017VIII","3.5.2.2.2","num","RS","19645"
"r_31","2017VIII","3.5.2.1.2","num","RS","4556"
"r_31","2017VIII","3.5.2.2.2","num","TR","26125"
"r_31","2017VIII","3.5.2.1.2","num","TR","14097"
"r_31","2017VIII","3.5.2.2.2","num","UA","87907"
"r_31","2017VIII","3.5.2.1.2","num","UA","15893"
"r_31","2017VIII","3.5.2.2.2","num","CH","11134"
"r_31","2017VIII","3.5.2.1.2","num","CH","2778"
"r_31","2017VIII","3.5.2.2.2","num","OTH","137732"
"r_31","2017VIII","3.5.2.1.2","num","OTH","36666"
"r_31","2017VIII","3.5.2.2.2","num","IL","119626"
"r_31","2017VIII","3.5.2.1.2","num","IL","29018"
"r_31","2017VIII","3.5.2.2.2","num","US","14603"
"r_31","2017VIII","3.5.2.1.2","num","US","6150"
"r_31","2017VIII","3.5.2.2.2","num","JP","3503"
"r_31","2017VIII","3.5.2.1.2","num","JP","1498"
"r_31","2017VIII","3.5.2.2.2","num","RoW","314980"
"r_31","2017VIII","3.5.2.1.2","num","RoW","59658"
"r_28","2017IX","3.5.2.2.2","num","total","2191531"
"r_28","2017IX","3.5.2.1.2","num","total","436242"
"r_28","2017IX","3.5.2.2.2","num","EU","1699889"
"r_28","2017IX","3.5.2.1.2","num","EU","313196"
"r_28","2017IX","3.5.2.2.2","num","AT","17282"
"r_28","2017IX","3.5.2.1.2","num","AT","4907"
"r_28","2017IX","3.5.2.2.2","num","BE","57340"
"r_28","2017IX","3.5.2.1.2","num","BE","9972"
"r_28","2017IX","3.5.2.2.2","num","DE","642183"
"r_28","2017IX","3.5.2.1.2","num","DE","90634"
"r_28","2017IX","3.5.2.2.2","num","GR","18469"
"r_28","2017IX","3.5.2.1.2","num","GR","9493"
"r_28","2017IX","3.5.2.2.2","num","DK","9694"
"r_28","2017IX","3.5.2.1.2","num","DK","1964"
"r_28","2017IX","3.5.2.2.2","num","EE","13649"
"r_28","2017IX","3.5.2.1.2","num","EE","2518"
"r_28","2017IX","3.5.2.2.2","num","IE","12593"
"r_28","2017IX","3.5.2.1.2","num","IE","2688"
"r_28","2017IX","3.5.2.2.2","num","ES","10973"
"r_28","2017IX","3.5.2.1.2","num","ES","6047"
"r_28","2017IX","3.5.2.2.2","num","IT","21326"
"r_28","2017IX","3.5.2.1.2","num","IT","7839"
"r_28","2017IX","3.5.2.2.2","num","CY","1914"
"r_28","2017IX","3.5.2.1.2","num","CY","665"
"r_28","2017IX","3.5.2.2.2","num","LV","9398"
"r_28","2017IX","3.5.2.1.2","num","LV","1713"
"r_28","2017IX","3.5.2.2.2","num","LT","16270"
"r_28","2017IX","3.5.2.1.2","num","LT","2922"
"r_28","2017IX","3.5.2.2.2","num","LU","4101"
"r_28","2017IX","3.5.2.1.2","num","LU","629"
"r_28","2017IX","3.5.2.2.2","num","MT","816"
"r_28","2017IX","3.5.2.1.2","num","MT","285"
"r_28","2017IX","3.5.2.2.2","num","NL","26884"
"r_28","2017IX","3.5.2.1.2","num","NL","6699"
"r_28","2017IX","3.5.2.2.2","num","GB","236301"
"r_28","2017IX","3.5.2.1.2","num","GB","37759"
"r_28","2017IX","3.5.2.2.2","num","PL","253805"
"r_28","2017IX","3.5.2.1.2","num","PL","40492"
"r_28","2017IX","3.5.2.2.2","num","PT","2907"
"r_28","2017IX","3.5.2.1.2","num","PT","1107"
"r_28","2017IX","3.5.2.2.2","num","RO","147624"
"r_28","2017IX","3.5.2.1.2","num","RO","42625"
"r_28","2017IX","3.5.2.2.2","num","SK","12243"
"r_28","2017IX","3.5.2.1.2","num","SK","2688"
"r_28","2017IX","3.5.2.2.2","num","SI","3741"
"r_28","2017IX","3.5.2.1.2","num","SI","1095"
"r_28","2017IX","3.5.2.2.2","num","HU","16601"
"r_28","2017IX","3.5.2.1.2","num","HU","4138"
"r_28","2017IX","3.5.2.2.2","num","FI","15734"
"r_28","2017IX","3.5.2.1.2","num","FI","2968"
"r_28","2017IX","3.5.2.2.2","num","FR","52321"
"r_28","2017IX","3.5.2.1.2","num","FR","13081"
"r_28","2017IX","3.5.2.2.2","num","HR","2364"
"r_28","2017IX","3.5.2.1.2","num","HR","945"
"r_28","2017IX","3.5.2.2.2","num","CZ","79772"
"r_28","2017IX","3.5.2.1.2","num","CZ","14153"
"r_28","2017IX","3.5.2.2.2","num","SE","13584"
"r_28","2017IX","3.5.2.1.2","num","SE","3170"
"r_28","2017IX","3.5.2.2.2","num","OTH_EUR","261447"
"r_28","2017IX","3.5.2.1.2","num","OTH_EUR","58698"
"r_28","2017IX","3.5.2.2.2","num","MK","13540"
"r_28","2017IX","3.5.2.1.2","num","MK","5911"
"r_28","2017IX","3.5.2.2.2","num","NO","14502"
"r_28","2017IX","3.5.2.1.2","num","NO","2618"
"r_28","2017IX","3.5.2.2.2","num","RU","163067"
"r_28","2017IX","3.5.2.1.2","num","RU","24681"
"r_28","2017IX","3.5.2.2.2","num","RS","8153"
"r_28","2017IX","3.5.2.1.2","num","RS","2831"
"r_28","2017IX","3.5.2.2.2","num","TR","19759"
"r_28","2017IX","3.5.2.1.2","num","TR","11927"
"r_28","2017IX","3.5.2.2.2","num","UA","36378"
"r_28","2017IX","3.5.2.1.2","num","UA","8350"
"r_28","2017IX","3.5.2.2.2","num","CH","6048"
"r_28","2017IX","3.5.2.1.2","num","CH","2380"
"r_28","2017IX","3.5.2.2.2","num","OTH","88864"
"r_28","2017IX","3.5.2.1.2","num","OTH","28593"
"r_28","2017IX","3.5.2.2.2","num","IL","71245"
"r_28","2017IX","3.5.2.1.2","num","IL","19605"
"r_28","2017IX","3.5.2.2.2","num","US","14701"
"r_28","2017IX","3.5.2.1.2","num","US","7305"
"r_28","2017IX","3.5.2.2.2","num","JP","2918"
"r_28","2017IX","3.5.2.1.2","num","JP","1683"
"r_28","2017IX","3.5.2.2.2","num","RoW","141331"
"r_28","2017IX","3.5.2.1.2","num","RoW","35755"
"r_32","2017XII","3.5.2.2.2","num","total","268129"
"r_32","2017XII","3.5.2.1.2","num","total","116656"
"r_32","2017XII","3.5.2.2.2","num","EU","160018"
"r_32","2017XII","3.5.2.1.2","num","EU","68233"
"r_32","2017XII","3.5.2.2.2","num","AT","1892"
"r_32","2017XII","3.5.2.1.2","num","AT","1115"
"r_32","2017XII","3.5.2.2.2","num","BE","1924"
"r_32","2017XII","3.5.2.1.2","num","BE","999"
"r_32","2017XII","3.5.2.2.2","num","DE","9776"
"r_32","2017XII","3.5.2.1.2","num","DE","4628"
"r_32","2017XII","3.5.2.2.2","num","GR","53691"
"r_32","2017XII","3.5.2.1.2","num","GR","23931"
"r_32","2017XII","3.5.2.2.2","num","DK","576"
"r_32","2017XII","3.5.2.1.2","num","DK","261"
"r_32","2017XII","3.5.2.2.2","num","EE","348"
"r_32","2017XII","3.5.2.1.2","num","EE","98"
"r_32","2017XII","3.5.2.2.2","num","IE","2379"
"r_32","2017XII","3.5.2.1.2","num","IE","763"
"r_32","2017XII","3.5.2.2.2","num","ES","3637"
"r_32","2017XII","3.5.2.1.2","num","ES","1736"
"r_32","2017XII","3.5.2.2.2","num","IT","15102"
"r_32","2017XII","3.5.2.1.2","num","IT","6676"
"r_32","2017XII","3.5.2.2.2","num","CY","1678"
"r_32","2017XII","3.5.2.1.2","num","CY","700"
"r_32","2017XII","3.5.2.2.2","num","LV","353"
"r_32","2017XII","3.5.2.1.2","num","LV","144"
"r_32","2017XII","3.5.2.2.2","num","LT","430"
"r_32","2017XII","3.5.2.1.2","num","LT","167"
"r_32","2017XII","3.5.2.2.2","num","LU","105"
"r_32","2017XII","3.5.2.1.2","num","LU","39"
"r_32","2017XII","3.5.2.2.2","num","MT","602"
"r_32","2017XII","3.5.2.1.2","num","MT","263"
"r_32","2017XII","3.5.2.2.2","num","NL","3360"
"r_32","2017XII","3.5.2.1.2","num","NL","1678"
"r_32","2017XII","3.5.2.2.2","num","GB","19158"
"r_32","2017XII","3.5.2.1.2","num","GB","6311"
"r_32","2017XII","3.5.2.2.2","num","PL","2522"
"r_32","2017XII","3.5.2.1.2","num","PL","861"
"r_32","2017XII","3.5.2.2.2","num","PT","775"
"r_32","2017XII","3.5.2.1.2","num","PT","318"
"r_32","2017XII","3.5.2.2.2","num","RO","31330"
"r_32","2017XII","3.5.2.1.2","num","RO","12553"
"r_32","2017XII","3.5.2.2.2","num","SK","529"
"r_32","2017XII","3.5.2.1.2","num","SK","230"
"r_32","2017XII","3.5.2.2.2","num","SI","570"
"r_32","2017XII","3.5.2.1.2","num","SI","253"
"r_32","2017XII","3.5.2.2.2","num","HU","1099"
"r_32","2017XII","3.5.2.1.2","num","HU","493"
"r_32","2017XII","3.5.2.2.2","num","FI","302"
"r_32","2017XII","3.5.2.1.2","num","FI","196"
"r_32","2017XII","3.5.2.2.2","num","FR","4587"
"r_32","2017XII","3.5.2.1.2","num","FR","2283"
"r_32","2017XII","3.5.2.2.2","num","HR","1297"
"r_32","2017XII","3.5.2.1.2","num","HR","634"
"r_32","2017XII","3.5.2.2.2","num","CZ","1187"
"r_32","2017XII","3.5.2.1.2","num","CZ","505"
"r_32","2017XII","3.5.2.2.2","num","SE","809"
"r_32","2017XII","3.5.2.1.2","num","SE","398"
"r_32","2017XII","3.5.2.2.2","num","OTH_EUR","57915"
"r_32","2017XII","3.5.2.1.2","num","OTH_EUR","26825"
"r_32","2017XII","3.5.2.2.2","num","MK","17844"
"r_32","2017XII","3.5.2.1.2","num","MK","7894"
"r_32","2017XII","3.5.2.2.2","num","NO","567"
"r_32","2017XII","3.5.2.1.2","num","NO","235"
"r_32","2017XII","3.5.2.2.2","num","RU","9973"
"r_32","2017XII","3.5.2.1.2","num","RU","3664"
"r_32","2017XII","3.5.2.2.2","num","RS","7487"
"r_32","2017XII","3.5.2.1.2","num","RS","3335"
"r_32","2017XII","3.5.2.2.2","num","TR","16451"
"r_32","2017XII","3.5.2.1.2","num","TR","9174"
"r_32","2017XII","3.5.2.2.2","num","UA","4230"
"r_32","2017XII","3.5.2.1.2","num","UA","1955"
"r_32","2017XII","3.5.2.2.2","num","CH","1363"
