RevisionColumn,NUTS,GenderID,SILC_Age,Units,periods,ValueColumn
"r_5","BG41","0","5","1000cp","2017","95.1"
"r_5","BG41","0","5","perc_pop_fig","2017","6"
"r_5","BG413","0","4","1000cp","2017","13.7"
"r_5","BG413","0","4","perc_pop_fig","2017","7.6"
"r_5","BG415","0","4","1000cp","2017","4.4"
"r_5","BG415","0","4","perc_pop_fig","2017","7.1"
"r_5","BG414","0","4","1000cp","2017","9.1"
"r_5","BG414","0","4","perc_pop_fig","2017","12.2"
"r_5","BG412","0","4","1000cp","2017","14.9"
"r_5","BG412","0","4","perc_pop_fig","2017","11.2"
"r_5","BG411","0","4","1000cp","2017","33.7"
"r_5","BG411","0","4","perc_pop_fig","2017","4.2"
"r_5","BG42","0","1","1000cp","2017","36.8"
"r_5","BG42","0","1","perc_pop_fig","2017","14.2"
"r_5","BG42","0","4","1000cp","2017","96.1"
"r_5","BG42","0","4","perc_pop_fig","2017","12.3"
"r_5","BG42","0","5","1000cp","2017","132.9"
"r_5","BG42","0","5","perc_pop_fig","2017","12.7"
"r_5","BG425","0","4","1000cp","2017","8.5"
"r_5","BG425","0","4","perc_pop_fig","2017","9.4"
"r_5","BG423","0","4","1000cp","2017","18.5"
"r_5","BG423","0","4","perc_pop_fig","2017","12.1"
"r_5","BG421","0","4","1000cp","2017","37.7"
"r_5","BG421","0","4","perc_pop_fig","2017","10.2"
"r_5","BG424","0","4","1000cp","2017","11.8"
"r_5","BG424","0","4","perc_pop_fig","2017","20.3"
"r_5","BG422","0","4","1000cp","2017","19.6"
"r_5","BG422","0","4","perc_pop_fig","2017","17.7"
"r_6","BG","0","1","1000cp","2008","119.9"
"r_6","BG","0","1","perc_pop_fig","2008","9.4"
"r_6","BG","0","1","1000cp","2009","95.9"
"r_6","BG","0","1","perc_pop_fig","2009","7.5"
"r_6","BG","0","1","1000cp","2010","130.9"
"r_6","BG","0","1","perc_pop_fig","2010","10.3"
"r_6","BG","0","1","1000cp","2011","178.9"
"r_6","BG","0","1","perc_pop_fig","2011","14"
"r_6","BG","0","1","1000cp","2012","202.5"
"r_6","BG","0","1","perc_pop_fig","2012","16.6"
"r_6","BG","0","1","1000cp","2013","213.2"
"r_6","BG","0","1","perc_pop_fig","2013","18.2"
"r_6","BG","0","1","1000cp","2014","179.1"
"r_6","BG","0","1","perc_pop_fig","2014","15.2"
"r_6","BG","0","4","1000cp","2008","350.3"
"r_6","BG","0","4","perc_pop_fig","2008","7.7"
"r_6","BG","0","4","1000cp","2009","303.1"
"r_6","BG","0","4","perc_pop_fig","2009","6.7"
"r_6","BG","0","4","1000cp","2010","322.7"
"r_6","BG","0","4","perc_pop_fig","2010","7.3"
"r_6","BG","0","4","1000cp","2011","444.4"
"r_6","BG","0","4","perc_pop_fig","2011","10.1"
"r_6","BG","0","4","1000cp","2012","473.8"
"r_6","BG","0","4","perc_pop_fig","2012","11.2"
"r_6","BG","0","4","1000cp","2013","482.1"
"r_6","BG","0","4","perc_pop_fig","2013","11.6"
"r_6","BG","0","4","1000cp","2014","461.4"
"r_6","BG","0","4","perc_pop_fig","2014","11.2"
"r_6","BG","1","4","1000cp","2008","163.1"
"r_6","BG","1","4","perc_pop_fig","2008","7.1"
"r_6","BG","1","4","1000cp","2009","150.4"
"r_6","BG","1","4","perc_pop_fig","2009","6.7"
"r_6","BG","1","4","1000cp","2010","155.5"
"r_6","BG","1","4","perc_pop_fig","2010","7"
"r_6","BG","1","4","1000cp","2011","224"
"r_6","BG","1","4","perc_pop_fig","2011","10.2"
"r_6","BG","1","4","1000cp","2012","242.4"
"r_6","BG","1","4","perc_pop_fig","2012","11.3"
"r_6","BG","1","4","1000cp","2013","254.3"
"r_6","BG","1","4","perc_pop_fig","2013","12"
"r_6","BG","1","4","1000cp","2014","242.2"
"r_6","BG","1","4","perc_pop_fig","2014","11.6"
"r_6","BG","2","4","1000cp","2008","187.2"
"r_6","BG","2","4","perc_pop_fig","2008","8.2"
"r_6","BG","2","4","1000cp","2009","152.7"
"r_6","BG","2","4","perc_pop_fig","2009","6.8"
"r_6","BG","2","4","1000cp","2010","167.2"
"r_6","BG","2","4","perc_pop_fig","2010","7.6"
"r_6","BG","2","4","1000cp","2011","220.3"
"r_6","BG","2","4","perc_pop_fig","2011","10.1"
"r_6","BG","2","4","1000cp","2012","231.4"
"r_6","BG","2","4","perc_pop_fig","2012","11.1"
"r_6","BG","2","4","1000cp","2013","227.8"
"r_6","BG","2","4","perc_pop_fig","2013","11.1"
"r_6","BG","2","4","1000cp","2014","219.2"
"r_6","BG","2","4","perc_pop_fig","2014","10.9"
"r_6","BG","0","5","1000cp","2008","470.3"
"r_6","BG","0","5","perc_pop_fig","2008","8.1"
"r_6","BG","0","5","1000cp","2009","398.9"
"r_6","BG","0","5","perc_pop_fig","2009","6.9"
"r_6","BG","0","5","1000cp","2010","453.5"
"r_6","BG","0","5","perc_pop_fig","2010","7.9"
"r_6","BG","0","5","1000cp","2011","623.3"
"r_6","BG","0","5","perc_pop_fig","2011","11"
"r_6","BG","0","5","1000cp","2012","676.4"
"r_6","BG","0","5","perc_pop_fig","2012","12.5"
"r_6","BG","0","5","1000cp","2013","695.3"
"r_6","BG","0","5","perc_pop_fig","2013","13"
"r_6","BG","0","5","1000cp","2014","640.5"
"r_6","BG","0","5","perc_pop_fig","2014","12.1"
"r_6","BG","1","5","1000cp","2008","229.6"
"r_6","BG","1","5","perc_pop_fig","2008","7.8"
"r_6","BG","1","5","1000cp","2009","203.7"
"r_6","BG","1","5","perc_pop_fig","2009","7"
"r_6","BG","1","5","1000cp","2010","223.1"
"r_6","BG","1","5","perc_pop_fig","2010","7.7"
"r_6","BG","1","5","1000cp","2011","316.5"
"r_6","BG","1","5","perc_pop_fig","2011","11.1"
"r_6","BG","1","5","1000cp","2012","345.8"
"r_6","BG","1","5","perc_pop_fig","2012","12.5"
"r_6","BG","1","5","1000cp","2013","350.4"
"r_6","BG","1","5","perc_pop_fig","2013","12.9"
"r_6","BG","1","5","1000cp","2014","326.5"
"r_6","BG","1","5","perc_pop_fig","2014","12.1"
"r_6","BG","2","5","1000cp","2008","240.7"
"r_6","BG","2","5","perc_pop_fig","2008","8.3"
"r_6","BG","2","5","1000cp","2009","195.2"
"r_6","BG","2","5","perc_pop_fig","2009","6.8"
"r_6","BG","2","5","1000cp","2010","230.6"
"r_6","BG","2","5","perc_pop_fig","2010","8.1"
"r_6","BG","2","5","1000cp","2011","306.8"
"r_6","BG","2","5","perc_pop_fig","2011","10.9"
"r_6","BG","2","5","1000cp","2012","330.6"
"r_6","BG","2","5","perc_pop_fig","2012","12.4"
"r_6","BG","2","5","1000cp","2013","344.9"
"r_6","BG","2","5","perc_pop_fig","2013","13.2"
"r_6","BG","2","5","1000cp","2014","313.9"
"r_6","BG","2","5","perc_pop_fig","2014","12.1"
"r_6","BG31","0","1","1000cp","2008","33.1"
"r_6","BG31","0","1","perc_pop_fig","2008","20.3"
"r_6","BG31","0","1","1000cp","2009","26"
"r_6","BG31","0","1","perc_pop_fig","2009","16.8"
"r_6","BG31","0","1","1000cp","2010","20.6"
"r_6","BG31","0","1","perc_pop_fig","2010","13.7"
"r_6","BG31","0","1","1000cp","2011","35.1"
"r_6","BG31","0","1","perc_pop_fig","2011","14.4"
"r_6","BG31","0","1","1000cp","2012","30"
"r_6","BG31","0","1","perc_pop_fig","2012","22.3"
"r_6","BG31","0","1","1000cp","2013","25.4"
"r_6","BG31","0","1","perc_pop_fig","2013","21.3"
"r_6","BG31","0","1","1000cp","2014","26.9"
"r_6","BG31","0","1","perc_pop_fig","2014","21.2"
"r_6","BG31","0","4","1000cp","2008","72.5"
"r_6","BG31","0","4","perc_pop_fig","2008","13.5"
"r_6","BG31","0","4","1000cp","2009","81.2"
"r_6","BG31","0","4","perc_pop_fig","2009","15.4"
"r_6","BG31","0","4","1000cp","2010","68.2"
"r_6","BG31","0","4","perc_pop_fig","2010","13.8"
"r_6","BG31","0","4","1000cp","2011","72.6"
"r_6","BG31","0","4","perc_pop_fig","2011","14.7"
"r_6","BG31","0","4","1000cp","2012","74.8"
"r_6","BG31","0","4","perc_pop_fig","2012","16.5"
"r_6","BG31","0","4","1000cp","2013","71.5"
"r_6","BG31","0","4","perc_pop_fig","2013","16.2"
"r_6","BG31","0","4","1000cp","2014","66.1"
"r_6","BG31","0","4","perc_pop_fig","2014","15.4"
"r_6","BG31","0","5","1000cp","2008","105.6"
"r_6","BG31","0","5","perc_pop_fig","2008","15.1"
"r_6","BG31","0","5","1000cp","2009","107.2"
"r_6","BG31","0","5","perc_pop_fig","2009","15.7"
"r_6","BG31","0","5","1000cp","2010","88.8"
"r_6","BG31","0","5","perc_pop_fig","2010","13.8"
"r_6","BG31","0","5","1000cp","2011","37.5"
"r_6","BG31","0","5","perc_pop_fig","2011","15"
"r_6","BG31","0","5","1000cp","2012","104.7"
"r_6","BG31","0","5","perc_pop_fig","2012","17.8"
"r_6","BG31","0","5","1000cp","2013","96.9"
"r_6","BG31","0","5","perc_pop_fig","2013","17.3"
"r_6","BG31","0","5","1000cp","2014","93"
"r_6","BG31","0","5","perc_pop_fig","2014","16.7"
"r_6","BG311","0","4","1000cp","2008","12.3"
"r_6","BG311","0","4","perc_pop_fig","2008","15.4"
"r_6","BG311","0","4","1000cp","2009","16.6"
"r_6","BG311","0","4","perc_pop_fig","2009","20.1"
"r_6","BG311","0","4","1000cp","2010","7.1"
"r_6","BG311","0","4","perc_pop_fig","2010","10.9"
"r_6","BG311","0","4","1000cp","2011","14.9"
"r_6","BG311","0","4","perc_pop_fig","2011","23.7"
"r_6","BG311","0","4","1000cp","2012","15.8"
"r_6","BG311","0","4","perc_pop_fig","2012","31.1"
"r_6","BG311","0","4","1000cp","2013","12.5"
"r_6","BG311","0","4","perc_pop_fig","2013","27.2"
"r_6","BG311","0","4","1000cp","2014","15.7"
"r_6","BG311","0","4","perc_pop_fig","2014","36"
"r_6","BG313","0","4","1000cp","2008","19.2"
"r_6","BG313","0","4","perc_pop_fig","2008","17.6"
"r_6","BG313","0","4","1000cp","2009","21.9"
"r_6","BG313","0","4","perc_pop_fig","2009","18"
"r_6","BG313","0","4","1000cp","2010","18"
"r_6","BG313","0","4","perc_pop_fig","2010","15.4"
"r_6","BG313","0","4","1000cp","2011","12"
"r_6","BG313","0","4","perc_pop_fig","2011","10.3"
"r_6","BG313","0","4","1000cp","2012","14.7"
"r_6","BG313","0","4","perc_pop_fig","2012","13.6"
"r_6","BG313","0","4","1000cp","2013","18.3"
"r_6","BG313","0","4","perc_pop_fig","2013","17.9"
"r_6","BG313","0","4","1000cp","2014","14.4"
"r_6","BG313","0","4","perc_pop_fig","2014","14.4"
"r_6","BG315","0","4","1000cp","2008","10"
"r_6","BG315","0","4","perc_pop_fig","2008","10.2"
"r_6","BG315","0","4","1000cp","2009","14.1"
"r_6","BG315","0","4","perc_pop_fig","2009","18.5"
"r_6","BG315","0","4","1000cp","2010","16.6"
"r_6","BG315","0","4","perc_pop_fig","2010","20.5"
"r_6","BG315","0","4","1000cp","2011","8.5"
"r_6","BG315","0","4","perc_pop_fig","2011","10.6"
"r_6","BG315","0","4","1000cp","2012","10.6"
"r_6","BG315","0","4","perc_pop_fig","2012","14.4"
"r_6","BG315","0","4","1000cp","2013","10.3"
"r_6","BG315","0","4","perc_pop_fig","2013","13.5"
"r_6","BG315","0","4","1000cp","2014","14.9"
"r_6","BG315","0","4","perc_pop_fig","2014","21.4"
"r_6","BG312","0","4","1000cp","2008","19.2"
"r_6","BG312","0","4","perc_pop_fig","2008","19.4"
"r_6","BG312","0","4","1000cp","2009","17.7"
