RevisionColumn,periods,Units,NUTS,GenderID,COD_Shortlist,ValueColumn
"r_1","2007","cp/100000","BG42","0","2.1.13","4.838734651533685"
"r_1","2007","cp/100000","BG42","1","2.1.13","-"
"r_1","2007","cp/100000","BG42","2","2.1.13","9.396694618700925"
"r_1","2007","cp/100000","BG425","0","2.1.13","5.093692099046843"
"r_1","2007","cp/100000","BG425","1","2.1.13","-"
"r_1","2007","cp/100000","BG425","2","2.1.13","10.033109260559847"
"r_1","2007","cp/100000","BG423","0","2.1.13","4.742804488048133"
"r_1","2007","cp/100000","BG423","1","2.1.13","-"
"r_1","2007","cp/100000","BG423","2","2.1.13","9.30022453399232"
"r_1","2007","cp/100000","BG421","0","2.1.13","4.534074276638041"
"r_1","2007","cp/100000","BG421","1","2.1.13","-"
"r_1","2007","cp/100000","BG421","2","2.1.13","8.740685706793698"
"r_1","2007","cp/100000","BG424","0","2.1.13","3.8770208971426356"
"r_1","2007","cp/100000","BG424","1","2.1.13","-"
"r_1","2007","cp/100000","BG424","2","2.1.13","7.52117209945998"
"r_1","2007","cp/100000","BG422","0","2.1.13","6.083210718617286"
"r_1","2007","cp/100000","BG422","1","2.1.13","-"
"r_1","2007","cp/100000","BG422","2","2.1.13","11.825572801182558"
"r_1","2008","cp/100000","BG","0","2.1.13","5.5880614870408785"
"r_1","2008","cp/100000","BG","1","2.1.13","-"
"r_1","2008","cp/100000","BG","2","2.1.13","10.831674256466586"
"r_1","2008","cp/100000","BG31","0","2.1.13","4.550566545534919"
"r_1","2008","cp/100000","BG31","1","2.1.13","-"
"r_1","2008","cp/100000","BG31","2","2.1.13","8.846593745458222"
"r_1","2008","cp/100000","BG311","0","2.1.13","9.869276940883031"
"r_1","2008","cp/100000","BG311","1","2.1.13","-"
"r_1","2008","cp/100000","BG311","2","2.1.13","19.051907788766304"
"r_1","2008","cp/100000","BG313","0","2.1.13","3.976024571831854"
"r_1","2008","cp/100000","BG313","1","2.1.13","-"
"r_1","2008","cp/100000","BG313","2","2.1.13","7.727527384425168"
"r_1","2008","cp/100000","BG315","0","2.1.13","4.531594927203164"
"r_1","2008","cp/100000","BG315","1","2.1.13","-"
"r_1","2008","cp/100000","BG315","2","2.1.13","8.858404727857152"
"r_1","2008","cp/100000","BG312","0","2.1.13","2.5042885942175976"
"r_1","2008","cp/100000","BG312","1","2.1.13","-"
"r_1","2008","cp/100000","BG312","2","2.1.13","4.8430254379911135"
"r_1","2008","cp/100000","BG314","0","2.1.13","4.052657530175412"
"r_1","2008","cp/100000","BG314","1","2.1.13","-"
"r_1","2008","cp/100000","BG314","2","2.1.13","7.900870412557116"
"r_1","2008","cp/100000","BG32","0","2.1.13","7.326701949764684"
"r_1","2008","cp/100000","BG32","1","2.1.13","-"
"r_1","2008","cp/100000","BG32","2","2.1.13","14.199147215923091"
"r_1","2008","cp/100000","BG321","0","2.1.13","6.47151455012188"
"r_1","2008","cp/100000","BG321","1","2.1.13","-"
"r_1","2008","cp/100000","BG321","2","2.1.13","12.43574863206765"
"r_1","2008","cp/100000","BG322","0","2.1.13","12.823994447964756"
"r_1","2008","cp/100000","BG322","1","2.1.13","-"
"r_1","2008","cp/100000","BG322","2","2.1.13","24.744909098848634"
"r_1","2008","cp/100000","BG324","0","2.1.13","5.913922852876384"
"r_1","2008","cp/100000","BG324","1","2.1.13","-"
"r_1","2008","cp/100000","BG324","2","2.1.13","11.507810926666476"
"r_1","2008","cp/100000","BG323","0","2.1.13","8.329300894011629"
"r_1","2008","cp/100000","BG323","1","2.1.13","-"
"r_1","2008","cp/100000","BG323","2","2.1.13","16.167526368465623"
"r_1","2008","cp/100000","BG325","0","2.1.13","3.0766864087377894"
"r_1","2008","cp/100000","BG325","1","2.1.13","-"
"r_1","2008","cp/100000","BG325","2","2.1.13","6.056109857832821"
"r_1","2008","cp/100000","BG33","0","2.1.13","5.545601480978083"
"r_1","2008","cp/100000","BG33","1","2.1.13","-"
"r_1","2008","cp/100000","BG33","2","2.1.13","10.809366020856181"
"r_1","2008","cp/100000","BG331","0","2.1.13","6.718143538554559"
"r_1","2008","cp/100000","BG331","1","2.1.13","-"
"r_1","2008","cp/100000","BG331","2","2.1.13","13.100122972122094"
"r_1","2008","cp/100000","BG332","0","2.1.13","5.436958466580005"
"r_1","2008","cp/100000","BG332","1","2.1.13","-"
"r_1","2008","cp/100000","BG332","2","2.1.13","10.623195263986403"
"r_1","2008","cp/100000","BG334","0","2.1.13","3.0302571173164043"
"r_1","2008","cp/100000","BG334","1","2.1.13","-"
"r_1","2008","cp/100000","BG334","2","2.1.13","5.910776823844074"
"r_1","2008","cp/100000","BG333","0","2.1.13","4.591391650809361"
"r_1","2008","cp/100000","BG333","1","2.1.13","-"
"r_1","2008","cp/100000","BG333","2","2.1.13","8.914509850533385"
"r_1","2008","cp/100000","BG34","0","2.1.13","4.894213793496212"
"r_1","2008","cp/100000","BG34","1","2.1.13","-"
"r_1","2008","cp/100000","BG34","2","2.1.13","9.535598991653751"
"r_1","2008","cp/100000","BG341","0","2.1.13","3.5674534090584777"
"r_1","2008","cp/100000","BG341","1","2.1.13","-"
"r_1","2008","cp/100000","BG341","2","2.1.13","6.9612352015741665"
"r_1","2008","cp/100000","BG342","0","2.1.13","6.27485809167085"
"r_1","2008","cp/100000","BG342","1","2.1.13","-"
"r_1","2008","cp/100000","BG342","2","2.1.13","12.211273823725566"
"r_1","2008","cp/100000","BG344","0","2.1.13","6.2048736462093865"
"r_1","2008","cp/100000","BG344","1","2.1.13","-"
"r_1","2008","cp/100000","BG344","2","2.1.13","12.063850671462962"
"r_1","2008","cp/100000","BG343","0","2.1.13","3.5317718192862997"
"r_1","2008","cp/100000","BG343","1","2.1.13","-"
"r_1","2008","cp/100000","BG343","2","2.1.13","6.8979788921845895"
"r_1","2008","cp/100000","BG41","0","2.1.13","5.437851036927264"
"r_1","2008","cp/100000","BG41","1","2.1.13","-"
"r_1","2008","cp/100000","BG41","2","2.1.13","10.461925867703034"
"r_1","2008","cp/100000","BG413","0","2.1.13","4.862542015402102"
"r_1","2008","cp/100000","BG413","1","2.1.13","-"
"r_1","2008","cp/100000","BG413","2","2.1.13","9.517521161613457"
"r_1","2008","cp/100000","BG415","0","2.1.13","2.6961626864565007"
"r_1","2008","cp/100000","BG415","1","2.1.13","-"
"r_1","2008","cp/100000","BG415","2","2.1.13","5.239236643221083"
"r_1","2008","cp/100000","BG414","0","2.1.13","4.344331733171145"
"r_1","2008","cp/100000","BG414","1","2.1.13","-"
"r_1","2008","cp/100000","BG414","2","2.1.13","8.396893149534673"
"r_1","2008","cp/100000","BG412","0","2.1.13","3.524353281172905"
"r_1","2008","cp/100000","BG412","1","2.1.13","-"
"r_1","2008","cp/100000","BG412","2","2.1.13","6.890690676895514"
"r_1","2008","cp/100000","BG411","0","2.1.13","6.431261073827662"
"r_1","2008","cp/100000","BG411","1","2.1.13","-"
"r_1","2008","cp/100000","BG411","2","2.1.13","12.256779531178184"
"r_1","2008","cp/100000","BG42","0","2.1.13","5.901572152880551"
"r_1","2008","cp/100000","BG42","1","2.1.13","-"
"r_1","2008","cp/100000","BG42","2","2.1.13","11.45488349376464"
"r_1","2008","cp/100000","BG425","0","2.1.13","5.757052389176741"
"r_1","2008","cp/100000","BG425","1","2.1.13","-"
"r_1","2008","cp/100000","BG425","2","2.1.13","11.333014329967007"
"r_1","2008","cp/100000","BG423","0","2.1.13","5.795915584194197"
"r_1","2008","cp/100000","BG423","1","2.1.13","-"
"r_1","2008","cp/100000","BG423","2","2.1.13","11.355286887983434"
"r_1","2008","cp/100000","BG421","0","2.1.13","6.102848611034234"
"r_1","2008","cp/100000","BG421","1","2.1.13","-"
"r_1","2008","cp/100000","BG421","2","2.1.13","11.75994398984816"
"r_1","2008","cp/100000","BG424","0","2.1.13","5.495885936813014"
"r_1","2008","cp/100000","BG424","1","2.1.13","-"
"r_1","2008","cp/100000","BG424","2","2.1.13","10.652058129802937"
"r_1","2008","cp/100000","BG422","0","2.1.13","5.7611430107733375"
"r_1","2008","cp/100000","BG422","1","2.1.13","-"
"r_1","2008","cp/100000","BG422","2","2.1.13","11.199546045066972"
"r_1","2009","cp/100000","BG","0","2.1.13","5.207556731716301"
"r_1","2009","cp/100000","BG","1","2.1.13","-"
"r_1","2009","cp/100000","BG","2","2.1.13","10.089824986238245"
"r_1","2009","cp/100000","BG31","0","2.1.13","4.399017259544218"
"r_1","2009","cp/100000","BG31","1","2.1.13","-"
"r_1","2009","cp/100000","BG31","2","2.1.13","8.543594760213335"
"r_1","2009","cp/100000","BG311","0","2.1.13","5.495109352676118"
"r_1","2009","cp/100000","BG311","1","2.1.13","-"
"r_1","2009","cp/100000","BG311","2","2.1.13","10.606890943482949"
"r_1","2009","cp/100000","BG313","0","2.1.13","2.017501828361032"
"r_1","2009","cp/100000","BG313","1","2.1.13","-"
"r_1","2009","cp/100000","BG313","2","2.1.13","3.9161551189042596"
"r_1","2009","cp/100000","BG315","0","2.1.13","6.565427770446384"
"r_1","2009","cp/100000","BG315","1","2.1.13","-"
"r_1","2009","cp/100000","BG315","2","2.1.13","12.823143208863357"
"r_1","2009","cp/100000","BG312","0","2.1.13","4.455902479391451"
"r_1","2009","cp/100000","BG312","1","2.1.13","-"
"r_1","2009","cp/100000","BG312","2","2.1.13","8.608180230699231"
"r_1","2009","cp/100000","BG314","0","2.1.13","4.4454627213754945"
"r_1","2009","cp/100000","BG314","1","2.1.13","-"
"r_1","2009","cp/100000","BG314","2","2.1.13","8.65645205324384"
"r_1","2009","cp/100000","BG32","0","2.1.13","3.914715742703133"
"r_1","2009","cp/100000","BG32","1","2.1.13","-"
"r_1","2009","cp/100000","BG32","2","2.1.13","7.582858527029731"
"r_1","2009","cp/100000","BG321","0","2.1.13","3.978904571399634"
"r_1","2009","cp/100000","BG321","1","2.1.13","-"
"r_1","2009","cp/100000","BG321","2","2.1.13","7.638994986041474"
"r_1","2009","cp/100000","BG322","0","2.1.13","6.108922080698861"
"r_1","2009","cp/100000","BG322","1","2.1.13","-"
"r_1","2009","cp/100000","BG322","2","2.1.13","11.794539128383558"
"r_1","2009","cp/100000","BG324","0","2.1.13","1.4968603354464012"
"r_1","2009","cp/100000","BG324","1","2.1.13","-"
"r_1","2009","cp/100000","BG324","2","2.1.13","2.909514111143439"
"r_1","2009","cp/100000","BG323","0","2.1.13","4.396658539509972"
"r_1","2009","cp/100000","BG323","1","2.1.13","-"
"r_1","2009","cp/100000","BG323","2","2.1.13","8.532886520366448"
"r_1","2009","cp/100000","BG325","0","2.1.13","3.1155074382740087"
"r_1","2009","cp/100000","BG325","1","2.1.13","-"
"r_1","2009","cp/100000","BG325","2","2.1.13","6.127826459954655"
"r_1","2009","cp/100000","BG33","0","2.1.13","6.160352978126707"
"r_1","2009","cp/100000","BG33","1","2.1.13","-"
"r_1","2009","cp/100000","BG33","2","2.1.13","12.002723240813982"
"r_1","2009","cp/100000","BG331","0","2.1.13","6.675826187327989"
"r_1","2009","cp/100000","BG331","1","2.1.13","-"
"r_1","2009","cp/100000","BG331","2","2.1.13","13.01547582060476"
"r_1","2009","cp/100000","BG332","0","2.1.13","4.98499516455469"
"r_1","2009","cp/100000","BG332","1","2.1.13","-"
"r_1","2009","cp/100000","BG332","2","2.1.13","9.732644262119575"
"r_1","2009","cp/100000","BG334","0","2.1.13","3.0662149110031125"
"r_1","2009","cp/100000","BG334","1","2.1.13","-"
"r_1","2009","cp/100000","BG334","2","2.1.13","5.9733588196642975"
"r_1","2009","cp/100000","BG333","0","2.1.13","8.214184870498242"
"r_1","2009","cp/100000","BG333","1","2.1.13","-"
"r_1","2009","cp/100000","BG333","2","2.1.13","15.94753261768781"
"r_1","2009","cp/100000","BG34","0","2.1.13","5.093542460484834"
"r_1","2009","cp/100000","BG34","1","2.1.13","-"
"r_1","2009","cp/100000","BG34","2","2.1.13","9.918580633710297"
"r_1","2009","cp/100000","BG341","0","2.1.13","4.269652260543669"
"r_1","2009","cp/100000","BG341","1","2.1.13","-"
"r_1","2009","cp/100000","BG341","2","2.1.13","8.325893992867485"
"r_1","2009","cp/100000","BG342","0","2.1.13","5.346917744961745"
"r_1","2009","cp/100000","BG342","1","2.1.13","-"
"r_1","2009","cp/100000","BG342","2","2.1.13","10.39913781693736"
"r_1","2009","cp/100000","BG344","0","2.1.13","6.246291264561667"
"r_1","2009","cp/100000","BG344","1","2.1.13","-"
"r_1","2009","cp/100000","BG344","2","2.1.13","12.141414364396958"
"r_1","2009","cp/100000","BG343","0","2.1.13","4.299565027338068"
"r_1","2009","cp/100000","BG343","1","2.1.13","-"
"r_1","2009","cp/100000","BG343","2","2.1.13","8.3904349042092"
"r_1","2009","cp/100000","BG41","0","2.1.13","5.345870740630178"
"r_1","2009","cp/100000","BG41","1","2.1.13","-"
"r_1","2009","cp/100000","BG41","2","2.1.13","10.284086513740176"
"r_1","2009","cp/100000","BG413","0","2.1.13","4.568518642601741"
"r_1","2009","cp/100000","BG413","1","2.1.13","-"
"r_1","2009","cp/100000","BG413","2","2.1.13","8.933836010506191"
"r_1","2009","cp/100000","BG415","0","2.1.13","5.458738758409869"
"r_1","2009","cp/100000","BG415","1","2.1.13","-"
"r_1","2009","cp/100000","BG415","2","2.1.13","10.601643254704479"
"r_1","2009","cp/100000","BG414","0","2.1.13","6.57659171787883"
"r_1","2009","cp/100000","BG414","1","2.1.13","-"
"r_1","2009","cp/100000","BG414","2","2.1.13","12.702355581273904"
"r_1","2009","cp/100000","BG412","0","2.1.13","5.914476667389548"
"r_1","2009","cp/100000","BG412","1","2.1.13","-"
"r_1","2009","cp/100000","BG412","2","2.1.13","11.557219795206064"
"r_1","2009","cp/100000","BG411","0","2.1.13","5.286644254499055"
"r_1","2009","cp/100000","BG411","1","2.1.13","-"
"r_1","2009","cp/100000","BG411","2","2.1.13","10.079690645130746"
"r_1","2009","cp/100000","BG42","0","2.1.13","5.739696917913203"
"r_1","2009","cp/100000","BG42","1","2.1.13","-"
"r_1","2009","cp/100000","BG42","2","2.1.13","11.136266136512907"
"r_1","2009","cp/100000","BG425","0","2.1.13","6.436538944278882"
"r_1","2009","cp/100000","BG425","1","2.1.13","-"
"r_1","2009","cp/100000","BG425","2","2.1.13","12.661112658580436"
"r_1","2009","cp/100000","BG423","0","2.1.13","3.772627188981185"
"r_1","2009","cp/100000","BG423","1","2.1.13","-"
"r_1","2009","cp/100000","BG423","2","2.1.13","7.384681485260847"
"r_1","2009","cp/100000","BG421","0","2.1.13","5.1218502399444565"
"r_1","2009","cp/100000","BG421","1","2.1.13","-"
"r_1","2009","cp/100000","BG421","2","2.1.13","9.870287965651398"
"r_1","2009","cp/100000","BG424","0","2.1.13","10.34488246621998"
"r_1","2009","cp/100000","BG424","1","2.1.13","-"
"r_1","2009","cp/100000","BG424","2","2.1.13","20.021561681811182"
"r_1","2009","cp/100000","BG422","0","2.1.13","6.984649292998277"
"r_1","2009","cp/100000","BG422","1","2.1.13","-"
"r_1","2009","cp/100000","BG422","2","2.1.13","13.573534623824571"
"r_1","2010","cp/100000","BG","0","2.1.13","5.20287979396596"
"r_1","2010","cp/100000","BG","1","2.1.13","-"
"r_1","2010","cp/100000","BG","2","2.1.13","10.077822902315303"
"r_1","2010","cp/100000","BG31","0","2.1.13","4.805951332477949"
"r_1","2010","cp/100000","BG31","1","2.1.13","-"
"r_1","2010","cp/100000","BG31","2","2.1.13","9.328702247349456"
"r_1","2010","cp/100000","BG311","0","2.1.13","-"
"r_1","2010","cp/100000","BG311","1","2.1.13","-"
"r_1","2010","cp/100000","BG311","2","2.1.13","-"
"r_1","2010","cp/100000","BG313","0","2.1.13","7.1724250993893195"
"r_1","2010","cp/100000","BG313","1","2.1.13","-"
"r_1","2010","cp/100000","BG313","2","2.1.13","13.91608600141149"
"r_1","2010","cp/100000","BG315","0","2.1.13","4.011901975861724"
"r_1","2010","cp/100000","BG315","1","2.1.13","-"
"r_1","2010","cp/100000","BG315","2","2.1.13","7.832591412868947"
"r_1","2010","cp/100000","BG312","0","2.1.13","3.8839476443857537"
"r_1","2010","cp/100000","BG312","1","2.1.13","-"
"r_1","2010","cp/100000","BG312","2","2.1.13","7.499625018749063"
"r_1","2010","cp/100000","BG314","0","2.1.13","5.89166952585923"
"r_1","2010","cp/100000","BG314","1","2.1.13","-"
"r_1","2010","cp/100000","BG314","2","2.1.13","11.460545387130482"
"r_1","2010","cp/100000","BG32","0","2.1.13","6.164610512202076"
"r_1","2010","cp/100000","BG32","1","2.1.13","-"
"r_1","2010","cp/100000","BG32","2","2.1.13","11.93742232681678"
"r_1","2010","cp/100000","BG321","0","2.1.13","5.852295379978566"
"r_1","2010","cp/100000","BG321","1","2.1.13","-"
"r_1","2010","cp/100000","BG321","2","2.1.13","11.234456076787506"
"r_1","2010","cp/100000","BG322","0","2.1.13","13.96702230843841"
"r_1","2010","cp/100000","BG322","1","2.1.13","-"
"r_1","2010","cp/100000","BG322","2","2.1.13","26.962656720442187"
"r_1","2010","cp/100000","BG324","0","2.1.13","0.7605198913977594"
"r_1","2010","cp/100000","BG324","1","2.1.13","-"
"r_1","2010","cp/100000","BG324","2","2.1.13","1.4763198299279556"
"r_1","2010","cp/100000","BG323","0","2.1.13","7.260787311370796"
"r_1","2010","cp/100000","BG323","1","2.1.13","-"
"r_1","2010","cp/100000","BG323","2","2.1.13","14.093991261725417"
"r_1","2010","cp/100000","BG325","0","2.1.13","2.366994626922197"
"r_1","2010","cp/100000","BG325","1","2.1.13","-"
"r_1","2010","cp/100000","BG325","2","2.1.13","4.6522447080716445"
"r_1","2010","cp/100000","BG33","0","2.1.13","4.970844475464317"
"r_1","2010","cp/100000","BG33","1","2.1.13","-"
"r_1","2010","cp/100000","BG33","2","2.1.13","9.683679640162369"
"r_1","2010","cp/100000","BG331","0","2.1.13","5.802919943346307"
"r_1","2010","cp/100000","BG331","1","2.1.13","-"
"r_1","2010","cp/100000","BG331","2","2.1.13","11.314065898148264"
"r_1","2010","cp/100000","BG332","0","2.1.13","2.5180798130577546"
"r_1","2010","cp/100000","BG332","1","2.1.13","-"
"r_1","2010","cp/100000","BG332","2","2.1.13","4.912604761296534"
"r_1","2010","cp/100000","BG334","0","2.1.13","1.553349798841201"
"r_1","2010","cp/100000","BG334","1","2.1.13","-"
"r_1","2010","cp/100000","BG334","2","2.1.13","3.0244374546334383"
"r_1","2010","cp/100000","BG333","0","2.1.13","7.76610560868147"
"r_1","2010","cp/100000","BG333","1","2.1.13","-"
"r_1","2010","cp/100000","BG333","2","2.1.13","15.081743047316454"
"r_1","2010","cp/100000","BG34","0","2.1.13","5.578022590991493"
"r_1","2010","cp/100000","BG34","1","2.1.13","-"
"r_1","2010","cp/100000","BG34","2","2.1.13","10.858485906736114"
"r_1","2010","cp/100000","BG341","0","2.1.13","6.401350447857444"
"r_1","2010","cp/100000","BG341","1","2.1.13","-"
"r_1","2010","cp/100000","BG341","2","2.1.13","12.47827855214996"
"r_1","2010","cp/100000","BG342","0","2.1.13","2.4578599904635032"
"r_1","2010","cp/100000","BG342","1","2.1.13","-"
"r_1","2010","cp/100000","BG342","2","2.1.13","4.778424457887745"
"r_1","2010","cp/100000","BG344","0","2.1.13","7.446250955840869"
"r_1","2010","cp/100000","BG344","1","2.1.13","-"
"r_1","2010","cp/100000","BG344","2","2.1.13","14.470330257460569"
"r_1","2010","cp/100000","BG343","0","2.1.13","2.9171315845129486"
"r_1","2010","cp/100000","BG343","1","2.1.13","-"
"r_1","2010","cp/100000","BG343","2","2.1.13","5.690628956765446"
"r_1","2010","cp/100000","BG41","0","2.1.13","4.637876496188423"
"r_1","2010","cp/100000","BG41","1","2.1.13","-"
"r_1","2010","cp/100000","BG41","2","2.1.13","8.920598481131568"
"r_1","2010","cp/100000","BG413","0","2.1.13","3.6711056452427058"
"r_1","2010","cp/100000","BG413","1","2.1.13","-"
"r_1","2010","cp/100000","BG413","2","2.1.13","7.172957948534027"
"r_1","2010","cp/100000","BG415","0","2.1.13","3.4643072424807215"
"r_1","2010","cp/100000","BG415","1","2.1.13","-"
"r_1","2010","cp/100000","BG415","2","2.1.13","6.721333512568894"
"r_1","2010","cp/100000","BG414","0","2.1.13","2.952661455219198"
"r_1","2010","cp/100000","BG414","1","2.1.13","-"
"r_1","2010","cp/100000","BG414","2","2.1.13","5.703449160880043"
"r_1","2010","cp/100000","BG412","0","2.1.13","1.986199883211447"
"r_1","2010","cp/100000","BG412","1","2.1.13","-"
"r_1","2010","cp/100000","BG412","2","2.1.13","3.8809932237858313"
"r_1","2010","cp/100000","BG411","0","2.1.13","5.738780286014433"
"r_1","2010","cp/100000","BG411","1","2.1.13","-"
"r_1","2010","cp/100000","BG411","2","2.1.13","10.94341343303999"
"r_1","2010","cp/100000","BG42","0","2.1.13","5.523172668185539"
"r_1","2010","cp/100000","BG42","1","2.1.13","-"
"r_1","2010","cp/100000","BG42","2","2.1.13","10.712864619999387"
"r_1","2010","cp/100000","BG425","0","2.1.13","6.487398228940284"
"r_1","2010","cp/100000","BG425","1","2.1.13","-"
"r_1","2010","cp/100000","BG425","2","2.1.13","12.752824750682276"
"r_1","2010","cp/100000","BG423","0","2.1.13","4.494195573563068"
"r_1","2010","cp/100000","BG423","1","2.1.13","-"
"r_1","2010","cp/100000","BG423","2","2.1.13","8.791506052613784"
"r_1","2010","cp/100000","BG421","0","2.1.13","6.151715613340353"
"r_1","2010","cp/100000","BG421","1","2.1.13","-"
"r_1","2010","cp/100000","BG421","2","2.1.13","11.855691421166544"
"r_1","2010","cp/100000","BG424","0","2.1.13","9.700967671525236"
"r_1","2010","cp/100000","BG424","1","2.1.13","-"
"r_1","2010","cp/100000","BG424","2","2.1.13","18.764659890539484"
"r_1","2010","cp/100000","BG422","0","2.1.13","2.3550930850541865"
"r_1","2010","cp/100000","BG422","1","2.1.13","-"
"r_1","2010","cp/100000","BG422","2","2.1.13","4.574042309891366"
"r_1","2011","cp/100000","BG","0","2.1.13","5.4297179486062905"
"r_1","2011","cp/100000","BG","1","2.1.13","-"
"r_1","2011","cp/100000","BG","2","2.1.13","10.582145295241853"
"r_1","2011","cp/100000","BG31","0","2.1.13","4.3919833247076365"
"r_1","2011","cp/100000","BG31","1","2.1.13","-"
"r_1","2011","cp/100000","BG31","2","2.1.13","8.632999524018404"
"r_1","2011","cp/100000","BG311","0","2.1.13","3.98628717212788"
"r_1","2011","cp/100000","BG311","1","2.1.13","-"
"r_1","2011","cp/100000","BG311","2","2.1.13","7.789678675754625"
"r_1","2011","cp/100000","BG313","0","2.1.13","5.917891939293188"
"r_1","2011","cp/100000","BG313","1","2.1.13","-"
"r_1","2011","cp/100000","BG313","2","2.1.13","11.678274163410906"
"r_1","2011","cp/100000","BG315","0","2.1.13","3.556263647161746"
"r_1","2011","cp/100000","BG315","1","2.1.13","-"
"r_1","2011","cp/100000","BG315","2","2.1.13","6.973792487830732"
"r_1","2011","cp/100000","BG312","0","2.1.13","3.398285904589725"
"r_1","2011","cp/100000","BG312","1","2.1.13","-"
"r_1","2011","cp/100000","BG312","2","2.1.13","6.682437218502332"
"r_1","2011","cp/100000","BG314","0","2.1.13","4.469390263433311"
"r_1","2011","cp/100000","BG314","1","2.1.13","-"
"r_1","2011","cp/100000","BG314","2","2.1.13","8.78953459414324"
"r_1","2011","cp/100000","BG32","0","2.1.13","5.012911160722092"
"r_1","2011","cp/100000","BG32","1","2.1.13","-"
"r_1","2011","cp/100000","BG32","2","2.1.13","9.770484502421036"
"r_1","2011","cp/100000","BG321","0","2.1.13","5.047367603665165"
"r_1","2011","cp/100000","BG321","1","2.1.13","-"
"r_1","2011","cp/100000","BG321","2","2.1.13","9.765404926271191"
"r_1","2011","cp/100000","BG322","0","2.1.13","9.826641663322878"
"r_1","2011","cp/100000","BG322","1","2.1.13","-"
"r_1","2011","cp/100000","BG322","2","2.1.13","19.003278065466294"
"r_1","2011","cp/100000","BG324","0","2.1.13","0.8033999887524003"
"r_1","2011","cp/100000","BG324","1","2.1.13","-"
"r_1","2011","cp/100000","BG324","2","2.1.13","1.5751752382452548"
"r_1","2011","cp/100000","BG323","0","2.1.13","6.819218261866505"
"r_1","2011","cp/100000","BG323","1","2.1.13","-"
"r_1","2011","cp/100000","BG323","2","2.1.13","13.290581961357633"
"r_1","2011","cp/100000","BG325","0","2.1.13","0.8402937667008387"
"r_1","2011","cp/100000","BG325","1","2.1.13","-"
"r_1","2011","cp/100000","BG325","2","2.1.13","1.667778519012675"
"r_1","2011","cp/100000","BG33","0","2.1.13","5.600753405050635"
"r_1","2011","cp/100000","BG33","1","2.1.13","-"
"r_1","2011","cp/100000","BG33","2","2.1.13","10.984048720358324"
"r_1","2011","cp/100000","BG331","0","2.1.13","6.321458824124373"
"r_1","2011","cp/100000","BG331","1","2.1.13","-"
"r_1","2011","cp/100000","BG331","2","2.1.13","12.383952049337665"
"r_1","2011","cp/100000","BG332","0","2.1.13","3.1750399525860695"
"r_1","2011","cp/100000","BG332","1","2.1.13","-"
"r_1","2011","cp/100000","BG332","2","2.1.13","6.2420673727138425"
"r_1","2011","cp/100000","BG334","0","2.1.13","8.304268393954493"
"r_1","2011","cp/100000","BG334","1","2.1.13","-"
"r_1","2011","cp/100000","BG334","2","2.1.13","16.32066849458154"
"r_1","2011","cp/100000","BG333","0","2.1.13","4.439807312362643"
"r_1","2011","cp/100000","BG333","1","2.1.13","-"
"r_1","2011","cp/100000","BG333","2","2.1.13","8.697637504212917"
"r_1","2011","cp/100000","BG34","0","2.1.13","5.2984761768426845"
"r_1","2011","cp/100000","BG34","1","2.1.13","-"
"r_1","2011","cp/100000","BG34","2","2.1.13","10.374595709285627"
"r_1","2011","cp/100000","BG341","0","2.1.13","5.054662565169043"
"r_1","2011","cp/100000","BG341","1","2.1.13","-"
"r_1","2011","cp/100000","BG341","2","2.1.13","9.904632538132836"
"r_1","2011","cp/100000","BG342","0","2.1.13","3.0429512569924486"
"r_1","2011","cp/100000","BG342","1","2.1.13","-"
"r_1","2011","cp/100000","BG342","2","2.1.13","5.95291246242224"
"r_1","2011","cp/100000","BG344","0","2.1.13","6.318830113738942"
"r_1","2011","cp/100000","BG344","1","2.1.13","-"
"r_1","2011","cp/100000","BG344","2","2.1.13","12.34829240756421"
"r_1","2011","cp/100000","BG343","0","2.1.13","6.8804183294344305"
"r_1","2011","cp/100000","BG343","1","2.1.13","-"
"r_1","2011","cp/100000","BG343","2","2.1.13","13.525292296594634"
"r_1","2011","cp/100000","BG41","0","2.1.13","5.064499686047913"
"r_1","2011","cp/100000","BG41","1","2.1.13","-"
"r_1","2011","cp/100000","BG41","2","2.1.13","9.779074410607036"
"r_1","2011","cp/100000","BG413","0","2.1.13","4.955432082706161"
"r_1","2011","cp/100000","BG413","1","2.1.13","-"
"r_1","2011","cp/100000","BG413","2","2.1.13","9.715694489986761"
"r_1","2011","cp/100000","BG415","0","2.1.13","1.4711831990878663"
"r_1","2011","cp/100000","BG415","1","2.1.13","-"
"r_1","2011","cp/100000","BG415","2","2.1.13","2.87836048586725"
"r_1","2011","cp/100000","BG414","0","2.1.13","7.5282497572139455"
"r_1","2011","cp/100000","BG414","1","2.1.13","-"
"r_1","2011","cp/100000","BG414","2","2.1.13","14.755573918047544"
"r_1","2011","cp/100000","BG412","0","2.1.13","3.649028344841288"
"r_1","2011","cp/100000","BG412","1","2.1.13","-"
"r_1","2011","cp/100000","BG412","2","2.1.13","7.186604169827441"
"r_1","2011","cp/100000","BG411","0","2.1.13","5.4860399600059955"
"r_1","2011","cp/100000","BG411","1","2.1.13","-"
"r_1","2011","cp/100000","BG411","2","2.1.13","10.483898356390526"
"r_1","2011","cp/100000","BG42","0","2.1.13","6.776027228787816"
"r_1","2011","cp/100000","BG42","1","2.1.13","-"
