RevisionColumn,Units,periods,GenderID,Age10_LFS,ValueColumn
"r_17","1000cp","2009Q2","0","55 - 64","29.9"
"r_17","1000cp","2009Q2","0","65+","(1.3)"
"r_17","1000cp","2009Q2","1","0","117.3"
"r_17","1000cp","2009Q2","1","15 - 64","116.2"
"r_17","1000cp","2009Q2","1","20 - 64","109.8"
"r_17","1000cp","2009Q2","1","15 - 29","38.9"
"r_17","1000cp","2009Q2","1","15 - 24","27.7"
"r_17","1000cp","2009Q2","1","25 - 34","23.2"
"r_17","1000cp","2009Q2","1","35 - 44","26.9"
"r_17","1000cp","2009Q2","1","45 - 54","25.5"
"r_17","1000cp","2009Q2","1","55 - 64","12.8"
"r_17","1000cp","2009Q2","1","65+","(1.2)"
"r_17","1000cp","2009Q2","2","0","105.2"
"r_17","1000cp","2009Q2","2","15 - 64","105.1"
"r_17","1000cp","2009Q2","2","20 - 64","101.3"
"r_17","1000cp","2009Q2","2","15 - 29","26.7"
"r_17","1000cp","2009Q2","2","15 - 24","14.6"
"r_17","1000cp","2009Q2","2","25 - 34","24.5"
"r_17","1000cp","2009Q2","2","35 - 44","23.3"
"r_17","1000cp","2009Q2","2","45 - 54","25.5"
"r_17","1000cp","2009Q2","2","55 - 64","17.1"
"r_17","1000cp","2009Q2","2","65+","(0.2)"
"r_17","1000cp","2009Q3","0","0","234.5"
"r_17","1000cp","2009Q3","0","15 - 64","233.4"
"r_17","1000cp","2009Q3","0","20 - 64","217"
"r_17","1000cp","2009Q3","0","15 - 29","72.7"
"r_17","1000cp","2009Q3","0","15 - 24","48.1"
"r_17","1000cp","2009Q3","0","25 - 34","47.2"
"r_17","1000cp","2009Q3","0","35 - 44","57.6"
"r_17","1000cp","2009Q3","0","45 - 54","52.5"
"r_17","1000cp","2009Q3","0","55 - 64","28"
"r_17","1000cp","2009Q3","0","65+","(1.0)"
"r_17","1000cp","2009Q3","1","0","127"
"r_17","1000cp","2009Q3","1","15 - 64","126.6"
"r_17","1000cp","2009Q3","1","20 - 64","119.4"
"r_17","1000cp","2009Q3","1","15 - 29","41.7"
"r_17","1000cp","2009Q3","1","15 - 24","29"
"r_17","1000cp","2009Q3","1","25 - 34","24.8"
"r_17","1000cp","2009Q3","1","35 - 44","30.8"
"r_17","1000cp","2009Q3","1","45 - 54","28.4"
"r_17","1000cp","2009Q3","1","55 - 64","13.7"
"r_17","1000cp","2009Q3","1","65+","(0.4)"
"r_17","1000cp","2009Q3","2","0","107.5"
"r_17","1000cp","2009Q3","2","15 - 64","106.8"
"r_17","1000cp","2009Q3","2","20 - 64","97.6"
"r_17","1000cp","2009Q3","2","15 - 29","31"
"r_17","1000cp","2009Q3","2","15 - 24","19"
"r_17","1000cp","2009Q3","2","25 - 34","22.4"
"r_17","1000cp","2009Q3","2","35 - 44","26.8"
"r_17","1000cp","2009Q3","2","45 - 54","24.1"
"r_17","1000cp","2009Q3","2","55 - 64","14.4"
"r_17","1000cp","2009Q3","2","65+","(0.7)"
"r_17","1000cp","2009Q4","0","0","272.8"
"r_17","1000cp","2009Q4","0","15 - 64","271.7"
"r_17","1000cp","2009Q4","0","20 - 64","255.8"
"r_17","1000cp","2009Q4","0","15 - 29","85.8"
"r_17","1000cp","2009Q4","0","15 - 24","53.2"
"r_17","1000cp","2009Q4","0","25 - 34","61"
"r_17","1000cp","2009Q4","0","35 - 44","68.6"
"r_17","1000cp","2009Q4","0","45 - 54","55.6"
"r_17","1000cp","2009Q4","0","55 - 64","33.3"
"r_17","1000cp","2009Q4","0","65+","(1.1)"
"r_17","1000cp","2009Q4","1","0","154.2"
"r_17","1000cp","2009Q4","1","15 - 64","154.1"
"r_17","1000cp","2009Q4","1","20 - 64","145.3"
"r_17","1000cp","2009Q4","1","15 - 29","54.7"
"r_17","1000cp","2009Q4","1","15 - 24","34.8"
"r_17","1000cp","2009Q4","1","25 - 34","36"
"r_17","1000cp","2009Q4","1","35 - 44","36.1"
"r_17","1000cp","2009Q4","1","45 - 54","28.3"
"r_17","1000cp","2009Q4","1","55 - 64","18.8"
"r_17","1000cp","2009Q4","1","65+","(0.1)"
"r_17","1000cp","2009Q4","2","0","118.6"
"r_17","1000cp","2009Q4","2","15 - 64","117.6"
"r_17","1000cp","2009Q4","2","20 - 64","110.5"
"r_17","1000cp","2009Q4","2","15 - 29","31.1"
"r_17","1000cp","2009Q4","2","15 - 24","18.3"
"r_17","1000cp","2009Q4","2","25 - 34","24.9"
"r_17","1000cp","2009Q4","2","35 - 44","32.5"
"r_17","1000cp","2009Q4","2","45 - 54","27.3"
"r_17","1000cp","2009Q4","2","55 - 64","14.5"
"r_17","1000cp","2009Q4","2","65+","(0.9)"
"r_17","1000cp","2010Q1","0","0","344.5"
"r_17","1000cp","2010Q1","0","15 - 64","342.7"
"r_17","1000cp","2010Q1","0","20 - 64","331"
"r_17","1000cp","2010Q1","0","15 - 29","110.3"
"r_17","1000cp","2010Q1","0","15 - 24","58.2"
"r_17","1000cp","2010Q1","0","25 - 34","98.6"
"r_17","1000cp","2010Q1","0","35 - 44","73.5"
"r_17","1000cp","2010Q1","0","45 - 54","71.2"
"r_17","1000cp","2010Q1","0","55 - 64","41.2"
"r_17","1000cp","2010Q1","0","65+","(1.8)"
"r_17","1000cp","2010Q1","1","0","196.1"
"r_17","1000cp","2010Q1","1","15 - 64","195.5"
"r_17","1000cp","2010Q1","1","20 - 64","187.7"
"r_17","1000cp","2010Q1","1","15 - 29","69.9"
"r_17","1000cp","2010Q1","1","15 - 24","37.7"
"r_17","1000cp","2010Q1","1","25 - 34","57.3"
"r_17","1000cp","2010Q1","1","35 - 44","40.9"
"r_17","1000cp","2010Q1","1","45 - 54","37.6"
"r_17","1000cp","2010Q1","1","55 - 64","21.9"
"r_17","1000cp","2010Q1","1","65+","(0.6)"
"r_17","1000cp","2010Q1","2","0","148.4"
"r_17","1000cp","2010Q1","2","15 - 64","147.2"
"r_17","1000cp","2010Q1","2","20 - 64","143.4"
"r_17","1000cp","2010Q1","2","15 - 29","40.3"
"r_17","1000cp","2010Q1","2","15 - 24","20.5"
"r_17","1000cp","2010Q1","2","25 - 34","41.3"
"r_17","1000cp","2010Q1","2","35 - 44","32.6"
"r_17","1000cp","2010Q1","2","45 - 54","33.6"
"r_17","1000cp","2010Q1","2","55 - 64","19.3"
"r_17","1000cp","2010Q1","2","65+","(1.1)"
"r_17","1000cp","2010Q2","0","0","345"
"r_17","1000cp","2010Q2","0","15 - 64","342.8"
"r_17","1000cp","2010Q2","0","20 - 64","332.5"
"r_17","1000cp","2010Q2","0","15 - 29","101"
"r_17","1000cp","2010Q2","0","15 - 24","57.6"
"r_17","1000cp","2010Q2","0","25 - 34","90.6"
"r_17","1000cp","2010Q2","0","35 - 44","74"
"r_17","1000cp","2010Q2","0","45 - 54","73.3"
"r_17","1000cp","2010Q2","0","55 - 64","47.3"
"r_17","1000cp","2010Q2","0","65+","(2.1)"
"r_17","1000cp","2010Q2","1","0","194.4"
"r_17","1000cp","2010Q2","1","15 - 64","193.3"
"r_17","1000cp","2010Q2","1","20 - 64","187.6"
"r_17","1000cp","2010Q2","1","15 - 29","63.6"
"r_17","1000cp","2010Q2","1","15 - 24","35.9"
"r_17","1000cp","2010Q2","1","25 - 34","51.2"
"r_17","1000cp","2010Q2","1","35 - 44","41.6"
"r_17","1000cp","2010Q2","1","45 - 54","39.8"
"r_17","1000cp","2010Q2","1","55 - 64","24.7"
"r_17","1000cp","2010Q2","1","65+","(1.2)"
"r_17","1000cp","2010Q2","2","0","150.5"
"r_17","1000cp","2010Q2","2","15 - 64","149.5"
"r_17","1000cp","2010Q2","2","20 - 64","144.9"
"r_17","1000cp","2010Q2","2","15 - 29","37.4"
"r_17","1000cp","2010Q2","2","15 - 24","21.7"
"r_17","1000cp","2010Q2","2","25 - 34","39.3"
"r_17","1000cp","2010Q2","2","35 - 44","32.4"
"r_17","1000cp","2010Q2","2","45 - 54","33.4"
"r_17","1000cp","2010Q2","2","55 - 64","22.6"
"r_17","1000cp","2010Q2","2","65+","(1.0)"
"r_17","1000cp","2010Q3","0","0","330.5"
"r_17","1000cp","2010Q3","0","15 - 64","328.6"
"r_17","1000cp","2010Q3","0","20 - 64","313.8"
"r_17","1000cp","2010Q3","0","15 - 29","103.8"
"r_17","1000cp","2010Q3","0","15 - 24","61.3"
"r_17","1000cp","2010Q3","0","25 - 34","83.6"
"r_17","1000cp","2010Q3","0","35 - 44","65.9"
"r_17","1000cp","2010Q3","0","45 - 54","70.4"
"r_17","1000cp","2010Q3","0","55 - 64","47.4"
"r_17","1000cp","2010Q3","0","65+","(1.9)"
"r_17","1000cp","2010Q3","1","0","186.9"
"r_17","1000cp","2010Q3","1","15 - 64","185.5"
"r_17","1000cp","2010Q3","1","20 - 64","177.9"
"r_17","1000cp","2010Q3","1","15 - 29","62.9"
"r_17","1000cp","2010Q3","1","15 - 24","34.6"
"r_17","1000cp","2010Q3","1","25 - 34","49.4"
"r_17","1000cp","2010Q3","1","35 - 44","35.9"
"r_17","1000cp","2010Q3","1","45 - 54","38.5"
"r_17","1000cp","2010Q3","1","55 - 64","27.2"
"r_17","1000cp","2010Q3","1","65+","(1.3)"
"r_17","1000cp","2010Q3","2","0","143.6"
"r_17","1000cp","2010Q3","2","15 - 64","143.1"
"r_17","1000cp","2010Q3","2","20 - 64","136"
"r_17","1000cp","2010Q3","2","15 - 29","40.9"
"r_17","1000cp","2010Q3","2","15 - 24","26.7"
"r_17","1000cp","2010Q3","2","25 - 34","34.2"
"r_17","1000cp","2010Q3","2","35 - 44","30"
"r_17","1000cp","2010Q3","2","45 - 54","31.9"
"r_17","1000cp","2010Q3","2","55 - 64","20.2"
"r_17","1000cp","2010Q3","2","65+","(0.6)"
"r_17","1000cp","2010Q4","0","0","389.4"
"r_17","1000cp","2010Q4","0","15 - 64","387.5"
"r_17","1000cp","2010Q4","0","20 - 64","371.4"
"r_17","1000cp","2010Q4","0","15 - 29","122.9"
"r_17","1000cp","2010Q4","0","15 - 24","68.8"
"r_17","1000cp","2010Q4","0","25 - 34","108.9"
"r_17","1000cp","2010Q4","0","35 - 44","79.9"
"r_17","1000cp","2010Q4","0","45 - 54","77.8"
"r_17","1000cp","2010Q4","0","55 - 64","52.1"
"r_17","1000cp","2010Q4","0","65+","(1.9)"
"r_17","1000cp","2010Q4","1","0","221.7"
"r_17","1000cp","2010Q4","1","15 - 64","220.7"
"r_17","1000cp","2010Q4","1","20 - 64","210.1"
"r_17","1000cp","2010Q4","1","15 - 29","75.2"
"r_17","1000cp","2010Q4","1","15 - 24","44.1"
"r_17","1000cp","2010Q4","1","25 - 34","62.1"
"r_17","1000cp","2010Q4","1","35 - 44","40.1"
"r_17","1000cp","2010Q4","1","45 - 54","43.8"
"r_17","1000cp","2010Q4","1","55 - 64","30.6"
"r_17","1000cp","2010Q4","1","65+","(1.0)"
"r_17","1000cp","2010Q4","2","0","167.8"
"r_17","1000cp","2010Q4","2","15 - 64","166.8"
"r_17","1000cp","2010Q4","2","20 - 64","161.4"
"r_17","1000cp","2010Q4","2","15 - 29","47.8"
"r_17","1000cp","2010Q4","2","15 - 24","24.7"
"r_17","1000cp","2010Q4","2","25 - 34","46.8"
"r_17","1000cp","2010Q4","2","35 - 44","39.8"
"r_17","1000cp","2010Q4","2","45 - 54","34"
"r_17","1000cp","2010Q4","2","55 - 64","21.4"
"r_17","1000cp","2010Q4","2","65+","(1.0)"
"r_17","1000cp","2011Q1","0","0","402"
"r_17","1000cp","2011Q1","0","15 - 64","400.4"
"r_17","1000cp","2011Q1","0","20 - 64","388.4"
"r_17","1000cp","2011Q1","0","15 - 29","128.9"
"r_17","1000cp","2011Q1","0","15 - 24","64.8"
"r_17","1000cp","2011Q1","0","25 - 34","125.1"
"r_17","1000cp","2011Q1","0","35 - 44","79.7"
"r_17","1000cp","2011Q1","0","45 - 54","82.7"
"r_17","1000cp","2011Q1","0","55 - 64","48"
"r_17","1000cp","2011Q1","0","65+","(1.6)"
"r_17","1000cp","2011Q1","1","0","234.1"
"r_17","1000cp","2011Q1","1","15 - 64","233.6"
"r_17","1000cp","2011Q1","1","20 - 64","226.2"
"r_17","1000cp","2011Q1","1","15 - 29","78.8"
"r_17","1000cp","2011Q1","1","15 - 24","41.2"
"r_17","1000cp","2011Q1","1","25 - 34","75.4"
"r_17","1000cp","2011Q1","1","35 - 44","45"
"r_17","1000cp","2011Q1","1","45 - 54","46.4"
"r_17","1000cp","2011Q1","1","55 - 64","25.6"
"r_17","1000cp","2011Q1","1","65+","(0.5)"
"r_17","1000cp","2011Q1","2","0","167.9"
"r_17","1000cp","2011Q1","2","15 - 64","166.7"
"r_17","1000cp","2011Q1","2","20 - 64","162.1"
"r_17","1000cp","2011Q1","2","15 - 29","50.1"
"r_17","1000cp","2011Q1","2","15 - 24","23.6"
"r_17","1000cp","2011Q1","2","25 - 34","49.7"
"r_17","1000cp","2011Q1","2","35 - 44","34.7"
"r_17","1000cp","2011Q1","2","45 - 54","36.3"
"r_17","1000cp","2011Q1","2","55 - 64","22.4"
"r_17","1000cp","2011Q1","2","65+","(1.1)"
"r_17","1000cp","2011Q2","0","0","372.3"
"r_17","1000cp","2011Q2","0","15 - 64","370.8"
"r_17","1000cp","2011Q2","0","20 - 64","361"
"r_17","1000cp","2011Q2","0","15 - 29","115.1"
"r_17","1000cp","2011Q2","0","15 - 24","59.8"
"r_17","1000cp","2011Q2","0","25 - 34","103.1"
"r_17","1000cp","2011Q2","0","35 - 44","83.8"
"r_17","1000cp","2011Q2","0","45 - 54","77.2"
"r_17","1000cp","2011Q2","0","55 - 64","47"
"r_17","1000cp","2011Q2","0","65+","(1.4)"
"r_17","1000cp","2011Q2","1","0","215.9"
"r_17","1000cp","2011Q2","1","15 - 64","215.3"
"r_17","1000cp","2011Q2","1","20 - 64","210"
"r_17","1000cp","2011Q2","1","15 - 29","67"
"r_17","1000cp","2011Q2","1","15 - 24","36.9"
"r_17","1000cp","2011Q2","1","25 - 34","58"
"r_17","1000cp","2011Q2","1","35 - 44","50"
"r_17","1000cp","2011Q2","1","45 - 54","44.9"
"r_17","1000cp","2011Q2","1","55 - 64","25.5"
"r_17","1000cp","2011Q2","1","65+","(0.6)"
"r_17","1000cp","2011Q2","2","0","156.4"
"r_17","1000cp","2011Q2","2","15 - 64","155.6"
"r_17","1000cp","2011Q2","2","20 - 64","151"
"r_17","1000cp","2011Q2","2","15 - 29","48.2"
"r_17","1000cp","2011Q2","2","15 - 24","22.8"
"r_17","1000cp","2011Q2","2","25 - 34","45.1"
"r_17","1000cp","2011Q2","2","35 - 44","33.8"
"r_17","1000cp","2011Q2","2","45 - 54","32.3"
"r_17","1000cp","2011Q2","2","55 - 64","21.5"
"r_17","1000cp","2011Q2","2","65+","(0.8)"
"r_17","1000cp","2011Q3","0","0","346.5"
"r_17","1000cp","2011Q3","0","15 - 64","345.5"
"r_17","1000cp","2011Q3","0","20 - 64","330.4"
"r_17","1000cp","2011Q3","0","15 - 29","104.3"
"r_17","1000cp","2011Q3","0","15 - 24","59.3"
"r_17","1000cp","2011Q3","0","25 - 34","92.8"
"r_17","1000cp","2011Q3","0","35 - 44","81.2"
"r_17","1000cp","2011Q3","0","45 - 54","71.5"
"r_17","1000cp","2011Q3","0","55 - 64","40.7"
"r_17","1000cp","2011Q3","0","65+","(1.0)"
"r_17","1000cp","2011Q3","1","0","199.3"
"r_17","1000cp","2011Q3","1","15 - 64","198.7"
"r_17","1000cp","2011Q3","1","20 - 64","189.8"
"r_17","1000cp","2011Q3","1","15 - 29","59.9"
"r_17","1000cp","2011Q3","1","15 - 24","35"
"r_17","1000cp","2011Q3","1","25 - 34","51.5"
"r_17","1000cp","2011Q3","1","35 - 44","45.7"
"r_17","1000cp","2011Q3","1","45 - 54","41.9"
"r_17","1000cp","2011Q3","1","55 - 64","24.6"
"r_17","1000cp","2011Q3","1","65+","(0.6)"
"r_17","1000cp","2011Q3","2","0","147.2"
"r_17","1000cp","2011Q3","2","15 - 64","146.8"
"r_17","1000cp","2011Q3","2","20 - 64","140.6"
"r_17","1000cp","2011Q3","2","15 - 29","44.3"
"r_17","1000cp","2011Q3","2","15 - 24","24.4"
"r_17","1000cp","2011Q3","2","25 - 34","41.2"
"r_17","1000cp","2011Q3","2","35 - 44","35.5"
"r_17","1000cp","2011Q3","2","45 - 54","29.6"
"r_17","1000cp","2011Q3","2","55 - 64","16.1"
"r_17","1000cp","2011Q3","2","65+","(0.4)"
"r_17","1000cp","2011Q4","0","0","384.2"
"r_17","1000cp","2011Q4","0","15 - 64","382.6"
"r_17","1000cp","2011Q4","0","20 - 64","367.6"
"r_17","1000cp","2011Q4","0","15 - 29","125.8"
"r_17","1000cp","2011Q4","0","15 - 24","70"
"r_17","1000cp","2011Q4","0","25 - 34","106.9"
"r_17","1000cp","2011Q4","0","35 - 44","83"
"r_17","1000cp","2011Q4","0","45 - 54","75"
"r_17","1000cp","2011Q4","0","55 - 64","47.7"
"r_17","1000cp","2011Q4","0","65+","(1.7)"
"r_17","1000cp","2011Q4","1","0","226.8"
"r_17","1000cp","2011Q4","1","15 - 64","226.5"
"r_17","1000cp","2011Q4","1","20 - 64","217.8"
"r_17","1000cp","2011Q4","1","15 - 29","75.4"
"r_17","1000cp","2011Q4","1","15 - 24","42.5"
"r_17","1000cp","2011Q4","1","25 - 34","63.8"
"r_17","1000cp","2011Q4","1","35 - 44","48"
"r_17","1000cp","2011Q4","1","45 - 54","42.7"
"r_17","1000cp","2011Q4","1","55 - 64","29.5"
"r_17","1000cp","2011Q4","1","65+","(0.4)"
"r_17","1000cp","2011Q4","2","0","157.4"
"r_17","1000cp","2011Q4","2","15 - 64","156.1"
"r_17","1000cp","2011Q4","2","20 - 64","149.8"
"r_17","1000cp","2011Q4","2","15 - 29","50.4"
"r_17","1000cp","2011Q4","2","15 - 24","27.5"
"r_17","1000cp","2011Q4","2","25 - 34","43.2"
"r_17","1000cp","2011Q4","2","35 - 44","35"
"r_17","1000cp","2011Q4","2","45 - 54","32.3"
"r_17","1000cp","2011Q4","2","55 - 64","18.1"
"r_17","1000cp","2011Q4","2","65+","(1.3)"
"r_17","1000cp","2012Q1","0","0","421.4"
"r_17","1000cp","2012Q1","0","15 - 64","419.7"
"r_17","1000cp","2012Q1","0","20 - 64","405.2"
"r_17","1000cp","2012Q1","0","15 - 29","139.9"
"r_17","1000cp","2012Q1","0","15 - 24","74.8"
"r_17","1000cp","2012Q1","0","25 - 34","115.5"
"r_17","1000cp","2012Q1","0","35 - 44","89.2"
"r_17","1000cp","2012Q1","0","45 - 54","88.9"
"r_17","1000cp","2012Q1","0","55 - 64","51.3"
"r_17","1000cp","2012Q1","0","65+","(1.7)"
"r_17","1000cp","2012Q1","1","0","252.3"
"r_17","1000cp","2012Q1","1","15 - 64","251.9"
"r_17","1000cp","2012Q1","1","20 - 64","244.3"
"r_17","1000cp","2012Q1","1","15 - 29","83"
"r_17","1000cp","2012Q1","1","15 - 24","46"
"r_17","1000cp","2012Q1","1","25 - 34","69.8"
"r_17","1000cp","2012Q1","1","35 - 44","54.8"
"r_17","1000cp","2012Q1","1","45 - 54","51.5"
"r_17","1000cp","2012Q1","1","55 - 64","29.9"
"r_17","1000cp","2012Q1","1","65+","(0.5)"
"r_17","1000cp","2012Q1","2","0","169"
"r_17","1000cp","2012Q1","2","15 - 64","167.8"
"r_17","1000cp","2012Q1","2","20 - 64","161"
"r_17","1000cp","2012Q1","2","15 - 29","56.9"
"r_17","1000cp","2012Q1","2","15 - 24","28.8"
"r_17","1000cp","2012Q1","2","25 - 34","45.8"
"r_17","1000cp","2012Q1","2","35 - 44","34.4"
"r_17","1000cp","2012Q1","2","45 - 54","37.5"
"r_17","1000cp","2012Q1","2","55 - 64","21.4"
"r_17","1000cp","2012Q1","2","65+","(1.2)"
"r_17","1000cp","2012Q2","0","0","409.5"
"r_17","1000cp","2012Q2","0","15 - 64","407.9"
"r_17","1000cp","2012Q2","0","20 - 64","393.6"
"r_17","1000cp","2012Q2","0","15 - 29","124.5"
"r_17","1000cp","2012Q2","0","15 - 24","67.7"
"r_17","1000cp","2012Q2","0","25 - 34","109.1"
"r_17","1000cp","2012Q2","0","35 - 44","94.3"
"r_17","1000cp","2012Q2","0","45 - 54","82.1"
"r_17","1000cp","2012Q2","0","55 - 64","54.8"
"r_17","1000cp","2012Q2","0","65+","(1.6)"
"r_17","1000cp","2012Q2","1","0","242.7"
"r_17","1000cp","2012Q2","1","15 - 64","241.8"
"r_17","1000cp","2012Q2","1","20 - 64","233.5"
"r_17","1000cp","2012Q2","1","15 - 29","79.2"
"r_17","1000cp","2012Q2","1","15 - 24","44.1"
"r_17","1000cp","2012Q2","1","25 - 34","63.6"
"r_17","1000cp","2012Q2","1","35 - 44","58.2"
"r_17","1000cp","2012Q2","1","45 - 54","44.6"
"r_17","1000cp","2012Q2","1","55 - 64","31.3"
"r_17","1000cp","2012Q2","1","65+","(0.9)"
"r_17","1000cp","2012Q2","2","0","166.8"
"r_17","1000cp","2012Q2","2","15 - 64","166.1"
"r_17","1000cp","2012Q2","2","20 - 64","160.1"
"r_17","1000cp","2012Q2","2","15 - 29","45.4"
"r_17","1000cp","2012Q2","2","15 - 24","23.6"
"r_17","1000cp","2012Q2","2","25 - 34","45.5"
"r_17","1000cp","2012Q2","2","35 - 44","36.1"
"r_17","1000cp","2012Q2","2","45 - 54","37.5"
"r_17","1000cp","2012Q2","2","55 - 64","23.5"
"r_17","1000cp","2012Q2","2","65+","(0.7)"
"r_17","1000cp","2012Q3","0","0","393.2"
"r_17","1000cp","2012Q3","0","15 - 64","392.3"
"r_17","1000cp","2012Q3","0","20 - 64","375.7"
"r_17","1000cp","2012Q3","0","15 - 29","121.6"
"r_17","1000cp","2012Q3","0","15 - 24","65.3"
"r_17","1000cp","2012Q3","0","25 - 34","104"
"r_17","1000cp","2012Q3","0","35 - 44","90.7"
"r_17","1000cp","2012Q3","0","45 - 54","76.3"
"r_17","1000cp","2012Q3","0","55 - 64","55.9"
"r_17","1000cp","2012Q3","0","65+","(0.9)"
"r_17","1000cp","2012Q3","1","0","231.5"
"r_17","1000cp","2012Q3","1","15 - 64","231.1"
"r_17","1000cp","2012Q3","1","20 - 64","221"
"r_17","1000cp","2012Q3","1","15 - 29","75.3"
"r_17","1000cp","2012Q3","1","15 - 24","42.3"
"r_17","1000cp","2012Q3","1","25 - 34","58.8"
"r_17","1000cp","2012Q3","1","35 - 44","52.8"
"r_17","1000cp","2012Q3","1","45 - 54","43.9"
"r_17","1000cp","2012Q3","1","55 - 64","33.4"
"r_17","1000cp","2012Q3","1","65+","(0.3)"
"r_17","1000cp","2012Q3","2","0","161.8"
"r_17","1000cp","2012Q3","2","15 - 64","161.2"
"r_17","1000cp","2012Q3","2","20 - 64","154.8"
"r_17","1000cp","2012Q3","2","15 - 29","46.3"
"r_17","1000cp","2012Q3","2","15 - 24","23"
"r_17","1000cp","2012Q3","2","25 - 34","45.2"
"r_17","1000cp","2012Q3","2","35 - 44","38"
"r_17","1000cp","2012Q3","2","45 - 54","32.5"
"r_17","1000cp","2012Q3","2","55 - 64","22.6"
"r_17","1000cp","2012Q3","2","65+","(0.6)"
"r_17","1000cp","2012Q4","0","0","417.3"
"r_17","1000cp","2012Q4","0","15 - 64","416.1"
"r_17","1000cp","2012Q4","0","20 - 64","397.7"
"r_17","1000cp","2012Q4","0","15 - 29","127.8"
"r_17","1000cp","2012Q4","0","15 - 24","70.8"
"r_17","1000cp","2012Q4","0","25 - 34","106.9"
"r_17","1000cp","2012Q4","0","35 - 44","94.1"
"r_17","1000cp","2012Q4","0","45 - 54","83.4"
"r_17","1000cp","2012Q4","0","55 - 64","60.9"
"r_17","1000cp","2012Q4","0","65+","(1.2)"
"r_17","1000cp","2012Q4","1","0","237.8"
"r_17","1000cp","2012Q4","1","15 - 64","237.1"
"r_17","1000cp","2012Q4","1","20 - 64","227.2"
"r_17","1000cp","2012Q4","1","15 - 29","75.8"
"r_17","1000cp","2012Q4","1","15 - 24","41.9"
"r_17","1000cp","2012Q4","1","25 - 34","62.9"
"r_17","1000cp","2012Q4","1","35 - 44","53.2"
"r_17","1000cp","2012Q4","1","45 - 54","44.3"
"r_17","1000cp","2012Q4","1","55 - 64","34.8"
"r_17","1000cp","2012Q4","1","65+","(0.7)"
"r_17","1000cp","2012Q4","2","0","179.5"
"r_17","1000cp","2012Q4","2","15 - 64","178.9"
"r_17","1000cp","2012Q4","2","20 - 64","170.5"
"r_17","1000cp","2012Q4","2","15 - 29","52"
"r_17","1000cp","2012Q4","2","15 - 24","29"
"r_17","1000cp","2012Q4","2","25 - 34","44"
"r_17","1000cp","2012Q4","2","35 - 44","40.9"
"r_17","1000cp","2012Q4","2","45 - 54","39"
"r_17","1000cp","2012Q4","2","55 - 64","26"
"r_17","1000cp","2012Q4","2","65+","(0.5)"
"r_17","1000cp","2013Q1","0","0","456.4"
"r_17","1000cp","2013Q1","0","15 - 64","452.6"
"r_17","1000cp","2013Q1","0","20 - 64","438.9"
"r_17","1000cp","2013Q1","0","15 - 29","139.3"
"r_17","1000cp","2013Q1","0","15 - 24","68.1"
"r_17","1000cp","2013Q1","0","25 - 34","121.6"
"r_17","1000cp","2013Q1","0","35 - 44","106.3"
"r_17","1000cp","2013Q1","0","45 - 54","91.1"
"r_17","1000cp","2013Q1","0","55 - 64","65.5"
"r_17","1000cp","2013Q1","0","65+","(3.7)"
"r_17","1000cp","2013Q1","1","0","267.5"
"r_17","1000cp","2013Q1","1","15 - 64","265.4"
"r_17","1000cp","2013Q1","1","20 - 64","257"
"r_17","1000cp","2013Q1","1","15 - 29","82.1"
"r_17","1000cp","2013Q1","1","15 - 24","41.9"
"r_17","1000cp","2013Q1","1","25 - 34","71.6"
"r_17","1000cp","2013Q1","1","35 - 44","62.3"
"r_17","1000cp","2013Q1","1","45 - 54","50.5"
"r_17","1000cp","2013Q1","1","55 - 64","39.1"
"r_17","1000cp","2013Q1","1","65+","(2.1)"
"r_17","1000cp","2013Q1","2","0","188.8"
"r_17","1000cp","2013Q1","2","15 - 64","187.2"
"r_17","1000cp","2013Q1","2","20 - 64","181.9"
"r_17","1000cp","2013Q1","2","15 - 29","57.1"
"r_17","1000cp","2013Q1","2","15 - 24","26.3"
"r_17","1000cp","2013Q1","2","25 - 34","50"
"r_17","1000cp","2013Q1","2","35 - 44","44"
"r_17","1000cp","2013Q1","2","45 - 54","40.5"
"r_17","1000cp","2013Q1","2","55 - 64","26.4"
"r_17","1000cp","2013Q1","2","65+","(1.6)"
"r_17","1000cp","2013Q2","0","0","437.3"
"r_17","1000cp","2013Q2","0","15 - 64","434"
"r_17","1000cp","2013Q2","0","20 - 64","422.5"
"r_17","1000cp","2013Q2","0","15 - 29","126.1"
"r_17","1000cp","2013Q2","0","15 - 24","65.9"
"r_17","1000cp","2013Q2","0","25 - 34","119.2"
"r_17","1000cp","2013Q2","0","35 - 44","94.7"
"r_17","1000cp","2013Q2","0","45 - 54","83.9"
"r_17","1000cp","2013Q2","0","55 - 64","70.2"
"r_17","1000cp","2013Q2","0","65+","(3.3)"
"r_17","1000cp","2013Q2","1","0","251.7"
"r_17","1000cp","2013Q2","1","15 - 64","250"
"r_17","1000cp","2013Q2","1","20 - 64","241.9"
"r_17","1000cp","2013Q2","1","15 - 29","72.1"
"r_17","1000cp","2013Q2","1","15 - 24","40.9"
"r_17","1000cp","2013Q2","1","25 - 34","67"
"r_17","1000cp","2013Q2","1","35 - 44","56.4"
"r_17","1000cp","2013Q2","1","45 - 54","46.5"
"r_17","1000cp","2013Q2","1","55 - 64","39.1"
"r_17","1000cp","2013Q2","1","65+","(1.7)"
"r_17","1000cp","2013Q2","2","0","185.6"
