RevisionColumn,Units,periods,GenderID,Age10_LFS,ValueColumn
"r_17","1000cp","2013Q2","2","15 - 64","184.1"
"r_17","1000cp","2013Q2","2","20 - 64","180.6"
"r_17","1000cp","2013Q2","2","15 - 29","54"
"r_17","1000cp","2013Q2","2","15 - 24","25"
"r_17","1000cp","2013Q2","2","25 - 34","52.2"
"r_17","1000cp","2013Q2","2","35 - 44","38.3"
"r_17","1000cp","2013Q2","2","45 - 54","37.4"
"r_17","1000cp","2013Q2","2","55 - 64","31.2"
"r_17","1000cp","2013Q2","2","65+","(1.5)"
"r_17","1000cp","2013Q3","0","0","411.6"
"r_17","1000cp","2013Q3","0","15 - 64","409"
"r_17","1000cp","2013Q3","0","20 - 64","396.5"
"r_17","1000cp","2013Q3","0","15 - 29","120.6"
"r_17","1000cp","2013Q3","0","15 - 24","64.7"
"r_17","1000cp","2013Q3","0","25 - 34","109.8"
"r_17","1000cp","2013Q3","0","35 - 44","92.1"
"r_17","1000cp","2013Q3","0","45 - 54","74.8"
"r_17","1000cp","2013Q3","0","55 - 64","67.6"
"r_17","1000cp","2013Q3","0","65+","(2.6)"
"r_17","1000cp","2013Q3","1","0","230.3"
"r_17","1000cp","2013Q3","1","15 - 64","229.1"
"r_17","1000cp","2013Q3","1","20 - 64","219.6"
"r_17","1000cp","2013Q3","1","15 - 29","71.2"
"r_17","1000cp","2013Q3","1","15 - 24","42.4"
"r_17","1000cp","2013Q3","1","25 - 34","58.3"
"r_17","1000cp","2013Q3","1","35 - 44","53.5"
"r_17","1000cp","2013Q3","1","45 - 54","38.3"
"r_17","1000cp","2013Q3","1","55 - 64","36.7"
"r_17","1000cp","2013Q3","1","65+","(1.2)"
"r_17","1000cp","2013Q3","2","0","181.3"
"r_17","1000cp","2013Q3","2","15 - 64","179.9"
"r_17","1000cp","2013Q3","2","20 - 64","176.9"
"r_17","1000cp","2013Q3","2","15 - 29","49.5"
"r_17","1000cp","2013Q3","2","15 - 24","22.3"
"r_17","1000cp","2013Q3","2","25 - 34","51.5"
"r_17","1000cp","2013Q3","2","35 - 44","38.6"
"r_17","1000cp","2013Q3","2","45 - 54","36.5"
"r_17","1000cp","2013Q3","2","55 - 64","30.9"
"r_17","1000cp","2013Q3","2","65+","(1.4)"
"r_17","1000cp","2013Q4","0","0","439.8"
"r_17","1000cp","2013Q4","0","15 - 64","437.4"
"r_17","1000cp","2013Q4","0","20 - 64","424.8"
"r_17","1000cp","2013Q4","0","15 - 29","129.6"
"r_17","1000cp","2013Q4","0","15 - 24","61.7"
"r_17","1000cp","2013Q4","0","25 - 34","124.3"
"r_17","1000cp","2013Q4","0","35 - 44","95.2"
"r_17","1000cp","2013Q4","0","45 - 54","81.8"
"r_17","1000cp","2013Q4","0","55 - 64","74.3"
"r_17","1000cp","2013Q4","0","65+","(2.4)"
"r_17","1000cp","2013Q4","1","0","249.5"
"r_17","1000cp","2013Q4","1","15 - 64","248.5"
"r_17","1000cp","2013Q4","1","20 - 64","239.6"
"r_17","1000cp","2013Q4","1","15 - 29","77.4"
"r_17","1000cp","2013Q4","1","15 - 24","39.7"
"r_17","1000cp","2013Q4","1","25 - 34","70"
"r_17","1000cp","2013Q4","1","35 - 44","54.8"
"r_17","1000cp","2013Q4","1","45 - 54","43.1"
"r_17","1000cp","2013Q4","1","55 - 64","40.9"
"r_17","1000cp","2013Q4","1","65+","(1.0)"
"r_17","1000cp","2013Q4","2","0","190.3"
"r_17","1000cp","2013Q4","2","15 - 64","188.9"
"r_17","1000cp","2013Q4","2","20 - 64","185.2"
"r_17","1000cp","2013Q4","2","15 - 29","52.2"
"r_17","1000cp","2013Q4","2","15 - 24","22"
"r_17","1000cp","2013Q4","2","25 - 34","54.3"
"r_17","1000cp","2013Q4","2","35 - 44","40.4"
"r_17","1000cp","2013Q4","2","45 - 54","38.8"
"r_17","1000cp","2013Q4","2","55 - 64","33.4"
"r_17","1000cp","2013Q4","2","65+","(1.4)"
"r_17","1000cp","2014Q1","0","0","433"
"r_17","1000cp","2014Q1","0","15 - 64","430.3"
"r_17","1000cp","2014Q1","0","20 - 64","420.3"
"r_17","1000cp","2014Q1","0","15 - 29","116.2"
"r_17","1000cp","2014Q1","0","15 - 24","51.1"
"r_17","1000cp","2014Q1","0","25 - 34","118.8"
"r_17","1000cp","2014Q1","0","35 - 44","97.2"
"r_17","1000cp","2014Q1","0","45 - 54","87.8"
"r_17","1000cp","2014Q1","0","55 - 64","75.5"
"r_17","1000cp","2014Q1","0","65+","(2.7)"
"r_17","1000cp","2014Q1","1","0","247.1"
"r_17","1000cp","2014Q1","1","15 - 64","246.4"
"r_17","1000cp","2014Q1","1","20 - 64","241.2"
"r_17","1000cp","2014Q1","1","15 - 29","66.6"
"r_17","1000cp","2014Q1","1","15 - 24","29.7"
"r_17","1000cp","2014Q1","1","25 - 34","67.1"
"r_17","1000cp","2014Q1","1","35 - 44","56.5"
"r_17","1000cp","2014Q1","1","45 - 54","50.7"
"r_17","1000cp","2014Q1","1","55 - 64","42.4"
"r_17","1000cp","2014Q1","1","65+","(0.8)"
"r_17","1000cp","2014Q1","2","0","185.8"
"r_17","1000cp","2014Q1","2","15 - 64","183.9"
"r_17","1000cp","2014Q1","2","20 - 64","179.2"
"r_17","1000cp","2014Q1","2","15 - 29","49.5"
"r_17","1000cp","2014Q1","2","15 - 24","21.4"
"r_17","1000cp","2014Q1","2","25 - 34","51.6"
"r_17","1000cp","2014Q1","2","35 - 44","40.7"
"r_17","1000cp","2014Q1","2","45 - 54","37.1"
"r_17","1000cp","2014Q1","2","55 - 64","33.2"
"r_17","1000cp","2014Q1","2","65+","(1.9)"
"r_17","1000cp","2014Q2","0","0","381.8"
"r_17","1000cp","2014Q2","0","15 - 64","378.5"
"r_17","1000cp","2014Q2","0","20 - 64","370.9"
"r_17","1000cp","2014Q2","0","15 - 29","94.9"
"r_17","1000cp","2014Q2","0","15 - 24","47"
"r_17","1000cp","2014Q2","0","25 - 34","95.5"
"r_17","1000cp","2014Q2","0","35 - 44","92.3"
"r_17","1000cp","2014Q2","0","45 - 54","77.4"
"r_17","1000cp","2014Q2","0","55 - 64","66.3"
"r_17","1000cp","2014Q2","0","65+","(3.3)"
"r_17","1000cp","2014Q2","1","0","224"
"r_17","1000cp","2014Q2","1","15 - 64","222.3"
"r_17","1000cp","2014Q2","1","20 - 64","217.8"
"r_17","1000cp","2014Q2","1","15 - 29","57.1"
"r_17","1000cp","2014Q2","1","15 - 24","28.3"
"r_17","1000cp","2014Q2","1","25 - 34","55.8"
"r_17","1000cp","2014Q2","1","35 - 44","54.4"
"r_17","1000cp","2014Q2","1","45 - 54","46.2"
"r_17","1000cp","2014Q2","1","55 - 64","37.5"
"r_17","1000cp","2014Q2","1","65+","(1.7)"
"r_17","1000cp","2014Q2","2","0","157.8"
"r_17","1000cp","2014Q2","2","15 - 64","156.2"
"r_17","1000cp","2014Q2","2","20 - 64","153.1"
"r_17","1000cp","2014Q2","2","15 - 29","37.9"
"r_17","1000cp","2014Q2","2","15 - 24","18.7"
"r_17","1000cp","2014Q2","2","25 - 34","39.7"
"r_17","1000cp","2014Q2","2","35 - 44","37.9"
"r_17","1000cp","2014Q2","2","45 - 54","31.2"
"r_17","1000cp","2014Q2","2","55 - 64","28.7"
"r_17","1000cp","2014Q2","2","65+","(1.6)"
"r_17","1000cp","2014Q3","0","0","368.8"
"r_17","1000cp","2014Q3","0","15 - 64","365.1"
"r_17","1000cp","2014Q3","0","20 - 64","356.4"
"r_17","1000cp","2014Q3","0","15 - 29","92.3"
"r_17","1000cp","2014Q3","0","15 - 24","47.2"
"r_17","1000cp","2014Q3","0","25 - 34","88.5"
"r_17","1000cp","2014Q3","0","35 - 44","89.9"
"r_17","1000cp","2014Q3","0","45 - 54","75.7"
"r_17","1000cp","2014Q3","0","55 - 64","63.7"
"r_17","1000cp","2014Q3","0","65+","(3.8)"
"r_17","1000cp","2014Q3","1","0","211.6"
"r_17","1000cp","2014Q3","1","15 - 64","209.5"
"r_17","1000cp","2014Q3","1","20 - 64","204.4"
"r_17","1000cp","2014Q3","1","15 - 29","52"
"r_17","1000cp","2014Q3","1","15 - 24","28.6"
"r_17","1000cp","2014Q3","1","25 - 34","49.4"
"r_17","1000cp","2014Q3","1","35 - 44","49.3"
"r_17","1000cp","2014Q3","1","45 - 54","43.8"
"r_17","1000cp","2014Q3","1","55 - 64","38.4"
"r_17","1000cp","2014Q3","1","65+","(2.2)"
"r_17","1000cp","2014Q3","2","0","157.2"
"r_17","1000cp","2014Q3","2","15 - 64","155.6"
"r_17","1000cp","2014Q3","2","20 - 64","152"
"r_17","1000cp","2014Q3","2","15 - 29","40.3"
"r_17","1000cp","2014Q3","2","15 - 24","18.7"
"r_17","1000cp","2014Q3","2","25 - 34","39.1"
"r_17","1000cp","2014Q3","2","35 - 44","40.6"
"r_17","1000cp","2014Q3","2","45 - 54","31.9"
"r_17","1000cp","2014Q3","2","55 - 64","25.3"
"r_17","1000cp","2014Q3","2","65+","(1.6)"
"r_17","1000cp","2014Q4","0","0","354.5"
"r_17","1000cp","2014Q4","0","15 - 64","351.4"
"r_17","1000cp","2014Q4","0","20 - 64","343.2"
"r_17","1000cp","2014Q4","0","15 - 29","97.1"
"r_17","1000cp","2014Q4","0","15 - 24","45.2"
"r_17","1000cp","2014Q4","0","25 - 34","91.3"
"r_17","1000cp","2014Q4","0","35 - 44","81.3"
"r_17","1000cp","2014Q4","0","45 - 54","69"
"r_17","1000cp","2014Q4","0","55 - 64","64.6"
"r_17","1000cp","2014Q4","0","65+","(3.1)"
"r_17","1000cp","2014Q4","1","0","203"
"r_17","1000cp","2014Q4","1","15 - 64","201.1"
"r_17","1000cp","2014Q4","1","20 - 64","196.9"
"r_17","1000cp","2014Q4","1","15 - 29","57.5"
"r_17","1000cp","2014Q4","1","15 - 24","26.9"
"r_17","1000cp","2014Q4","1","25 - 34","55.9"
"r_17","1000cp","2014Q4","1","35 - 44","45.3"
"r_17","1000cp","2014Q4","1","45 - 54","36.5"
"r_17","1000cp","2014Q4","1","55 - 64","36.4"
"r_17","1000cp","2014Q4","1","65+","(1.9)"
"r_17","1000cp","2014Q4","2","0","151.5"
"r_17","1000cp","2014Q4","2","15 - 64","150.3"
"r_17","1000cp","2014Q4","2","20 - 64","146.3"
"r_17","1000cp","2014Q4","2","15 - 29","39.6"
"r_17","1000cp","2014Q4","2","15 - 24","18.3"
"r_17","1000cp","2014Q4","2","25 - 34","35.4"
"r_17","1000cp","2014Q4","2","35 - 44","36"
"r_17","1000cp","2014Q4","2","45 - 54","32.5"
"r_17","1000cp","2014Q4","2","55 - 64","28.1"
"r_17","1000cp","2014Q4","2","65+","(1.1)"
"r_17","1000cp","2015Q1","0","0","349.2"
"r_17","1000cp","2015Q1","0","15 - 64","346.1"
"r_17","1000cp","2015Q1","0","20 - 64","339.5"
"r_17","1000cp","2015Q1","0","15 - 29","91.2"
"r_17","1000cp","2015Q1","0","15 - 24","42.7"
"r_17","1000cp","2015Q1","0","25 - 34","92.1"
"r_17","1000cp","2015Q1","0","35 - 44","79.2"
"r_17","1000cp","2015Q1","0","45 - 54","71.4"
"r_17","1000cp","2015Q1","0","55 - 64","60.6"
"r_17","1000cp","2015Q1","0","65+","(3.2)"
"r_17","1000cp","2015Q1","1","0","200.4"
"r_17","1000cp","2015Q1","1","15 - 64","198.3"
"r_17","1000cp","2015Q1","1","20 - 64","194.5"
"r_17","1000cp","2015Q1","1","15 - 29","56.6"
"r_17","1000cp","2015Q1","1","15 - 24","25.5"
"r_17","1000cp","2015Q1","1","25 - 34","56.1"
"r_17","1000cp","2015Q1","1","35 - 44","43.4"
"r_17","1000cp","2015Q1","1","45 - 54","38.9"
"r_17","1000cp","2015Q1","1","55 - 64","34.3"
"r_17","1000cp","2015Q1","1","65+","(2.1)"
"r_17","1000cp","2015Q1","2","0","148.9"
"r_17","1000cp","2015Q1","2","15 - 64","147.8"
"r_17","1000cp","2015Q1","2","20 - 64","145.1"
"r_17","1000cp","2015Q1","2","15 - 29","34.5"
"r_17","1000cp","2015Q1","2","15 - 24","17.2"
"r_17","1000cp","2015Q1","2","25 - 34","36"
"r_17","1000cp","2015Q1","2","35 - 44","35.8"
"r_17","1000cp","2015Q1","2","45 - 54","32.5"
"r_17","1000cp","2015Q1","2","55 - 64","26.3"
"r_17","1000cp","2015Q1","2","65+","(1.1)"
"r_17","1000cp","2015Q2","0","0","330.9"
"r_17","1000cp","2015Q2","0","15 - 64","328"
"r_17","1000cp","2015Q2","0","20 - 64","321.6"
"r_17","1000cp","2015Q2","0","15 - 29","76.4"
"r_17","1000cp","2015Q2","0","15 - 24","40.8"
"r_17","1000cp","2015Q2","0","25 - 34","79.8"
"r_17","1000cp","2015Q2","0","35 - 44","84.1"
"r_17","1000cp","2015Q2","0","45 - 54","70.4"
"r_17","1000cp","2015Q2","0","55 - 64","52.8"
"r_17","1000cp","2015Q2","0","65+","(2.9)"
"r_17","1000cp","2015Q2","1","0","195"
"r_17","1000cp","2015Q2","1","15 - 64","193"
"r_17","1000cp","2015Q2","1","20 - 64","189.3"
"r_17","1000cp","2015Q2","1","15 - 29","45.8"
"r_17","1000cp","2015Q2","1","15 - 24","25.1"
"r_17","1000cp","2015Q2","1","25 - 34","47"
"r_17","1000cp","2015Q2","1","35 - 44","50.2"
"r_17","1000cp","2015Q2","1","45 - 54","41"
"r_17","1000cp","2015Q2","1","55 - 64","29.8"
"r_17","1000cp","2015Q2","1","65+","(1.9)"
"r_17","1000cp","2015Q2","2","0","135.9"
"r_17","1000cp","2015Q2","2","15 - 64","135"
"r_17","1000cp","2015Q2","2","20 - 64","132.3"
"r_17","1000cp","2015Q2","2","15 - 29","30.6"
"r_17","1000cp","2015Q2","2","15 - 24","15.7"
"r_17","1000cp","2015Q2","2","25 - 34","32.8"
"r_17","1000cp","2015Q2","2","35 - 44","33.9"
"r_17","1000cp","2015Q2","2","45 - 54","29.5"
"r_17","1000cp","2015Q2","2","55 - 64","23"
"r_17","1000cp","2015Q2","2","65+","(1.0)"
"r_17","1000cp","2015Q3","0","0","279.3"
"r_17","1000cp","2015Q3","0","15 - 64","276.6"
"r_17","1000cp","2015Q3","0","20 - 64","267.8"
"r_17","1000cp","2015Q3","0","15 - 29","70.3"
"r_17","1000cp","2015Q3","0","15 - 24","37.7"
"r_17","1000cp","2015Q3","0","25 - 34","66"
"r_17","1000cp","2015Q3","0","35 - 44","68.9"
"r_17","1000cp","2015Q3","0","45 - 54","61.1"
"r_17","1000cp","2015Q3","0","55 - 64","42.9"
"r_17","1000cp","2015Q3","0","65+","(2.6)"
"r_17","1000cp","2015Q3","1","0","159.1"
"r_17","1000cp","2015Q3","1","15 - 64","157.5"
"r_17","1000cp","2015Q3","1","20 - 64","152.6"
"r_17","1000cp","2015Q3","1","15 - 29","39.2"
"r_17","1000cp","2015Q3","1","15 - 24","22.8"
"r_17","1000cp","2015Q3","1","25 - 34","37.3"
"r_17","1000cp","2015Q3","1","35 - 44","39.9"
"r_17","1000cp","2015Q3","1","45 - 54","34.5"
"r_17","1000cp","2015Q3","1","55 - 64","22.9"
"r_17","1000cp","2015Q3","1","65+","(1.7)"
"r_17","1000cp","2015Q3","2","0","120.1"
"r_17","1000cp","2015Q3","2","15 - 64","119.2"
"r_17","1000cp","2015Q3","2","20 - 64","115.2"
"r_17","1000cp","2015Q3","2","15 - 29","31.1"
"r_17","1000cp","2015Q3","2","15 - 24","14.9"
"r_17","1000cp","2015Q3","2","25 - 34","28.7"
"r_17","1000cp","2015Q3","2","35 - 44","29"
"r_17","1000cp","2015Q3","2","45 - 54","26.5"
"r_17","1000cp","2015Q3","2","55 - 64","20"
"r_17","1000cp","2015Q3","2","65+","(1.0)"
"r_17","1000cp","2015Q4","0","0","261"
"r_17","1000cp","2015Q4","0","15 - 64","259.3"
"r_17","1000cp","2015Q4","0","20 - 64","251.5"
"r_17","1000cp","2015Q4","0","15 - 29","75.8"
"r_17","1000cp","2015Q4","0","15 - 24","37"
"r_17","1000cp","2015Q4","0","25 - 34","65.3"
"r_17","1000cp","2015Q4","0","35 - 44","54.5"
"r_17","1000cp","2015Q4","0","45 - 54","57.1"
"r_17","1000cp","2015Q4","0","55 - 64","45.5"
"r_17","1000cp","2015Q4","0","65+","(1.7)"
"r_17","1000cp","2015Q4","1","0","142.4"
"r_17","1000cp","2015Q4","1","15 - 64","141.5"
"r_17","1000cp","2015Q4","1","20 - 64","136.9"
"r_17","1000cp","2015Q4","1","15 - 29","43.8"
"r_17","1000cp","2015Q4","1","15 - 24","20.3"
"r_17","1000cp","2015Q4","1","25 - 34","38.8"
"r_17","1000cp","2015Q4","1","35 - 44","29.4"
"r_17","1000cp","2015Q4","1","45 - 54","28.2"
"r_17","1000cp","2015Q4","1","55 - 64","24.7"
"r_17","1000cp","2015Q4","1","65+","(0.9)"
"r_17","1000cp","2015Q4","2","0","118.7"
"r_17","1000cp","2015Q4","2","15 - 64","117.9"
"r_17","1000cp","2015Q4","2","20 - 64","114.6"
"r_17","1000cp","2015Q4","2","15 - 29","32"
"r_17","1000cp","2015Q4","2","15 - 24","16.7"
"r_17","1000cp","2015Q4","2","25 - 34","26.5"
"r_17","1000cp","2015Q4","2","35 - 44","25.1"
"r_17","1000cp","2015Q4","2","45 - 54","28.8"
"r_17","1000cp","2015Q4","2","55 - 64","20.8"
"r_17","1000cp","2015Q4","2","65+","(0.8)"
"r_17","1000cp","2016Q1","0","0","279.6"
"r_17","1000cp","2016Q1","0","15 - 64","278"
"r_17","1000cp","2016Q1","0","20 - 64","272.9"
"r_17","1000cp","2016Q1","0","15 - 29","70"
"r_17","1000cp","2016Q1","0","15 - 24","29.9"
"r_17","1000cp","2016Q1","0","25 - 34","74.4"
"r_17","1000cp","2016Q1","0","35 - 44","64.6"
"r_17","1000cp","2016Q1","0","45 - 54","60.6"
"r_17","1000cp","2016Q1","0","55 - 64","48.4"
"r_17","1000cp","2016Q1","0","65+","(1.6)"
"r_17","1000cp","2016Q1","1","0","162.7"
"r_17","1000cp","2016Q1","1","15 - 64","162"
"r_17","1000cp","2016Q1","1","20 - 64","158.7"
"r_17","1000cp","2016Q1","1","15 - 29","46.6"
"r_17","1000cp","2016Q1","1","15 - 24","18.5"
"r_17","1000cp","2016Q1","1","25 - 34","47.8"
"r_17","1000cp","2016Q1","1","35 - 44","36.7"
"r_17","1000cp","2016Q1","1","45 - 54","31.2"
"r_17","1000cp","2016Q1","1","55 - 64","27.8"
"r_17","1000cp","2016Q1","1","65+","(0.8)"
"r_17","1000cp","2016Q1","2","0","116.9"
"r_17","1000cp","2016Q1","2","15 - 64","116"
"r_17","1000cp","2016Q1","2","20 - 64","114.2"
"r_17","1000cp","2016Q1","2","15 - 29","23.4"
"r_17","1000cp","2016Q1","2","15 - 24","11.4"
"r_17","1000cp","2016Q1","2","25 - 34","26.7"
"r_17","1000cp","2016Q1","2","35 - 44","28"
"r_17","1000cp","2016Q1","2","45 - 54","29.4"
"r_17","1000cp","2016Q1","2","55 - 64","20.6"
"r_17","1000cp","2016Q1","2","65+","(0.8)"
"r_17","1000cp","2016Q2","0","0","265.6"
"r_17","1000cp","2016Q2","0","15 - 64","264"
"r_17","1000cp","2016Q2","0","20 - 64","259"
"r_17","1000cp","2016Q2","0","15 - 29","56.2"
"r_17","1000cp","2016Q2","0","15 - 24","24.3"
"r_17","1000cp","2016Q2","0","25 - 34","65"
"r_17","1000cp","2016Q2","0","35 - 44","66"
"r_17","1000cp","2016Q2","0","45 - 54","62.3"
"r_17","1000cp","2016Q2","0","55 - 64","46.3"
"r_17","1000cp","2016Q2","0","65+","(1.5)"
"r_17","1000cp","2016Q2","1","0","155.7"
"r_17","1000cp","2016Q2","1","15 - 64","154.6"
"r_17","1000cp","2016Q2","1","20 - 64","150.2"
"r_17","1000cp","2016Q2","1","15 - 29","38.5"
"r_17","1000cp","2016Q2","1","15 - 24","15.9"
"r_17","1000cp","2016Q2","1","25 - 34","42.3"
"r_17","1000cp","2016Q2","1","35 - 44","37.5"
"r_17","1000cp","2016Q2","1","45 - 54","32.8"
"r_17","1000cp","2016Q2","1","55 - 64","26.2"
"r_17","1000cp","2016Q2","1","65+","(1.1)"
"r_17","1000cp","2016Q2","2","0","109.9"
"r_17","1000cp","2016Q2","2","15 - 64","109.4"
"r_17","1000cp","2016Q2","2","20 - 64","108.7"
"r_17","1000cp","2016Q2","2","15 - 29","17.7"
"r_17","1000cp","2016Q2","2","15 - 24","8.4"
"r_17","1000cp","2016Q2","2","25 - 34","22.8"
"r_17","1000cp","2016Q2","2","35 - 44","28.6"
"r_17","1000cp","2016Q2","2","45 - 54","29.5"
"r_17","1000cp","2016Q2","2","55 - 64","20.2"
"r_17","1000cp","2016Q2","2","65+","(0.5)"
"r_17","1000cp","2016Q3","0","0","229"
"r_17","1000cp","2016Q3","0","15 - 64","227.3"
"r_17","1000cp","2016Q3","0","20 - 64","221.8"
"r_17","1000cp","2016Q3","0","15 - 29","59.6"
"r_17","1000cp","2016Q3","0","15 - 24","30.4"
"r_17","1000cp","2016Q3","0","25 - 34","56.2"
"r_17","1000cp","2016Q3","0","35 - 44","51.6"
"r_17","1000cp","2016Q3","0","45 - 54","51.7"
"r_17","1000cp","2016Q3","0","55 - 64","37.3"
"r_17","1000cp","2016Q3","0","65+","(1.7)"
"r_17","1000cp","2016Q3","1","0","130.1"
"r_17","1000cp","2016Q3","1","15 - 64","128.8"
"r_17","1000cp","2016Q3","1","20 - 64","125.5"
"r_17","1000cp","2016Q3","1","15 - 29","37.2"
"r_17","1000cp","2016Q3","1","15 - 24","18.5"
"r_17","1000cp","2016Q3","1","25 - 34","34.4"
"r_17","1000cp","2016Q3","1","35 - 44","27.7"
"r_17","1000cp","2016Q3","1","45 - 54","28"
"r_17","1000cp","2016Q3","1","55 - 64","20.2"
"r_17","1000cp","2016Q3","1","65+","(1.2)"
"r_17","1000cp","2016Q3","2","0","98.9"
"r_17","1000cp","2016Q3","2","15 - 64","98.4"
"r_17","1000cp","2016Q3","2","20 - 64","96.2"
"r_17","1000cp","2016Q3","2","15 - 29","22.3"
"r_17","1000cp","2016Q3","2","15 - 24","11.8"
"r_17","1000cp","2016Q3","2","25 - 34","21.8"
"r_17","1000cp","2016Q3","2","35 - 44","23.9"
"r_17","1000cp","2016Q3","2","45 - 54","23.7"
"r_17","1000cp","2016Q3","2","55 - 64","17.1"
"r_17","1000cp","2016Q3","2","65+","(0.5)"
"r_17","1000cp","2016Q4","0","0","214.9"
"r_17","1000cp","2016Q4","0","15 - 64","211.9"
"r_17","1000cp","2016Q4","0","20 - 64","208.3"
"r_17","1000cp","2016Q4","0","15 - 29","59.8"
"r_17","1000cp","2016Q4","0","15 - 24","26.4"
"r_17","1000cp","2016Q4","0","25 - 34","56.1"
"r_17","1000cp","2016Q4","0","35 - 44","49.2"
"r_17","1000cp","2016Q4","0","45 - 54","42.4"
"r_17","1000cp","2016Q4","0","55 - 64","37.8"
"r_17","1000cp","2016Q4","0","65+","(3.0)"
"r_17","1000cp","2016Q4","1","0","118.3"
"r_17","1000cp","2016Q4","1","15 - 64","116.8"
"r_17","1000cp","2016Q4","1","20 - 64","114.9"
"r_17","1000cp","2016Q4","1","15 - 29","33.9"
"r_17","1000cp","2016Q4","1","15 - 24","14.7"
"r_17","1000cp","2016Q4","1","25 - 34","33.6"
"r_17","1000cp","2016Q4","1","35 - 44","26.2"
"r_17","1000cp","2016Q4","1","45 - 54","21.4"
"r_17","1000cp","2016Q4","1","55 - 64","21"
"r_17","1000cp","2016Q4","1","65+","(1.5)"
"r_17","1000cp","2016Q4","2","0","96.6"
"r_17","1000cp","2016Q4","2","15 - 64","95.1"
"r_17","1000cp","2016Q4","2","20 - 64","93.4"
"r_17","1000cp","2016Q4","2","15 - 29","25.9"
"r_17","1000cp","2016Q4","2","15 - 24","11.8"
"r_17","1000cp","2016Q4","2","25 - 34","22.5"
"r_17","1000cp","2016Q4","2","35 - 44","23.1"
"r_17","1000cp","2016Q4","2","45 - 54","20.9"
"r_17","1000cp","2016Q4","2","55 - 64","16.8"
"r_17","1000cp","2016Q4","2","65+","(1.5)"
"r_17","1000cp","2017Q1","0","0","224.4"
"r_17","1000cp","2017Q1","0","15 - 64","222.2"
"r_17","1000cp","2017Q1","0","20 - 64","217.8"
"r_17","1000cp","2017Q1","0","15 - 29","52.5"
"r_17","1000cp","2017Q1","0","15 - 24","19.6"
"r_17","1000cp","2017Q1","0","25 - 34","55.7"
"r_17","1000cp","2017Q1","0","35 - 44","56.6"
"r_17","1000cp","2017Q1","0","45 - 54","50.3"
"r_17","1000cp","2017Q1","0","55 - 64","40"
"r_17","1000cp","2017Q1","0","65+","(2.2)"
"r_17","1000cp","2017Q1","1","0","119"
"r_17","1000cp","2017Q1","1","15 - 64","118.2"
"r_17","1000cp","2017Q1","1","20 - 64","116.2"
"r_17","1000cp","2017Q1","1","15 - 29","31.8"
"r_17","1000cp","2017Q1","1","15 - 24","10.8"
"r_17","1000cp","2017Q1","1","25 - 34","32.7"
"r_17","1000cp","2017Q1","1","35 - 44","28.6"
"r_17","1000cp","2017Q1","1","45 - 54","24.5"
"r_17","1000cp","2017Q1","1","55 - 64","21.6"
"r_17","1000cp","2017Q1","1","65+","(0.7)"
"r_17","1000cp","2017Q1","2","0","105.4"
"r_17","1000cp","2017Q1","2","15 - 64","103.9"
"r_17","1000cp","2017Q1","2","20 - 64","101.6"
"r_17","1000cp","2017Q1","2","15 - 29","20.7"
"r_17","1000cp","2017Q1","2","15 - 24","8.7"
"r_17","1000cp","2017Q1","2","25 - 34","22.9"
"r_17","1000cp","2017Q1","2","35 - 44","27.9"
"r_17","1000cp","2017Q1","2","45 - 54","25.8"
"r_17","1000cp","2017Q1","2","55 - 64","18.5"
"r_17","1000cp","2017Q1","2","65+","(1.5)"
"r_17","1000cp","2017Q2","0","0","213.9"
"r_17","1000cp","2017Q2","0","15 - 64","211"
"r_17","1000cp","2017Q2","0","20 - 64","205.7"
"r_17","1000cp","2017Q2","0","15 - 29","49.9"
"r_17","1000cp","2017Q2","0","15 - 24","23"
"r_17","1000cp","2017Q2","0","25 - 34","51.5"
"r_17","1000cp","2017Q2","0","35 - 44","52.9"
"r_17","1000cp","2017Q2","0","45 - 54","48.1"
"r_17","1000cp","2017Q2","0","55 - 64","35.5"
"r_17","1000cp","2017Q2","0","65+","(2.9)"
"r_17","1000cp","2017Q2","1","0","123.9"
"r_17","1000cp","2017Q2","1","15 - 64","121.8"
"r_17","1000cp","2017Q2","1","20 - 64","118.7"
"r_17","1000cp","2017Q2","1","15 - 29","31"
"r_17","1000cp","2017Q2","1","15 - 24","14.4"
"r_17","1000cp","2017Q2","1","25 - 34","29.7"
"r_17","1000cp","2017Q2","1","35 - 44","29.6"
"r_17","1000cp","2017Q2","1","45 - 54","27.6"
"r_17","1000cp","2017Q2","1","55 - 64","20.6"
"r_17","1000cp","2017Q2","1","65+","(2.1)"
"r_17","1000cp","2017Q2","2","0","90"
"r_17","1000cp","2017Q2","2","15 - 64","89.3"
"r_17","1000cp","2017Q2","2","20 - 64","87"
"r_17","1000cp","2017Q2","2","15 - 29","18.9"
"r_17","1000cp","2017Q2","2","15 - 24","8.7"
"r_17","1000cp","2017Q2","2","25 - 34","21.9"
"r_17","1000cp","2017Q2","2","35 - 44","23.3"
"r_17","1000cp","2017Q2","2","45 - 54","20.5"
"r_17","1000cp","2017Q2","2","55 - 64","14.9"
"r_17","1000cp","2017Q2","2","65+","(0.7)"
"r_17","1000cp","2017Q3","0","0","200.2"
"r_17","1000cp","2017Q3","0","15 - 64","197.5"
"r_17","1000cp","2017Q3","0","20 - 64","189.9"
"r_17","1000cp","2017Q3","0","15 - 29","53.4"
