RevisionColumn,periods,Units,Age10_LFS,GenderID,ValueColumn
"r_17","2007Q1","perc","15 - 24","1","16.6"
"r_17","2007Q1","perc","25 - 34","1","7.6"
"r_17","2007Q1","perc","35 - 44","1","6.7"
"r_17","2007Q1","perc","45 - 54","1","6.3"
"r_17","2007Q1","perc","55 - 64","1","6.8"
"r_17","2007Q1","perc","65+","1","(4.4)"
"r_17","2007Q1","perc","0","2","8.4"
"r_17","2007Q1","perc","15 - 64","2","8.4"
"r_17","2007Q1","perc","20 - 64","2","8.1"
"r_17","2007Q1","perc","15 - 29","2","11.6"
"r_17","2007Q1","perc","15 - 24","2","15.3"
"r_17","2007Q1","perc","25 - 34","2","7.4"
"r_17","2007Q1","perc","35 - 44","2","7.6"
"r_17","2007Q1","perc","45 - 54","2","8"
"r_17","2007Q1","perc","55 - 64","2","8.9"
"r_17","2007Q1","perc","65+","2","(1.9)"
"r_17","2007Q2","perc","0","0","6.8"
"r_17","2007Q2","perc","15 - 64","0","6.9"
"r_17","2007Q2","perc","20 - 64","0","6.7"
"r_17","2007Q2","perc","15 - 29","0","10.4"
"r_17","2007Q2","perc","15 - 24","0","12.6"
"r_17","2007Q2","perc","25 - 34","0","7.4"
"r_17","2007Q2","perc","35 - 44","0","5.7"
"r_17","2007Q2","perc","45 - 54","0","5.8"
"r_17","2007Q2","perc","55 - 64","0","7.1"
"r_17","2007Q2","perc","65+","0","(2.4)"
"r_17","2007Q2","perc","0","1","6.8"
"r_17","2007Q2","perc","15 - 64","1","6.8"
"r_17","2007Q2","perc","20 - 64","1","6.6"
"r_17","2007Q2","perc","15 - 29","1","10.7"
"r_17","2007Q2","perc","15 - 24","1","13.4"
"r_17","2007Q2","perc","25 - 34","1","7.7"
"r_17","2007Q2","perc","35 - 44","1","5.3"
"r_17","2007Q2","perc","45 - 54","1","5.5"
"r_17","2007Q2","perc","55 - 64","1","6.8"
"r_17","2007Q2","perc","65+","1","(3.3)"
"r_17","2007Q2","perc","0","2","6.9"
"r_17","2007Q2","perc","15 - 64","2","6.9"
"r_17","2007Q2","perc","20 - 64","2","6.8"
"r_17","2007Q2","perc","15 - 29","2","10.1"
"r_17","2007Q2","perc","15 - 24","2","11.7"
"r_17","2007Q2","perc","25 - 34","2","7.1"
"r_17","2007Q2","perc","35 - 44","2","6.2"
"r_17","2007Q2","perc","45 - 54","2","6"
"r_17","2007Q2","perc","55 - 64","2","7.6"
"r_17","2007Q2","perc","65+","2","-"
"r_17","2007Q3","perc","0","0","6.6"
"r_17","2007Q3","perc","15 - 64","0","6.7"
"r_17","2007Q3","perc","20 - 64","0","6.3"
"r_17","2007Q3","perc","15 - 29","0","11.9"
"r_17","2007Q3","perc","15 - 24","0","17.2"
"r_17","2007Q3","perc","25 - 34","0","6.6"
"r_17","2007Q3","perc","35 - 44","0","5"
"r_17","2007Q3","perc","45 - 54","0","5.4"
"r_17","2007Q3","perc","55 - 64","0","6.2"
"r_17","2007Q3","perc","65+","0","(1.7)"
"r_17","2007Q3","perc","0","1","6"
"r_17","2007Q3","perc","15 - 64","1","6.1"
"r_17","2007Q3","perc","20 - 64","1","5.7"
"r_17","2007Q3","perc","15 - 29","1","11.2"
"r_17","2007Q3","perc","15 - 24","1","15.8"
"r_17","2007Q3","perc","25 - 34","1","6.4"
"r_17","2007Q3","perc","35 - 44","1","4.6"
"r_17","2007Q3","perc","45 - 54","1","4.4"
"r_17","2007Q3","perc","55 - 64","1","5.6"
"r_17","2007Q3","perc","65+","1","(1.7)"
"r_17","2007Q3","perc","0","2","7.3"
"r_17","2007Q3","perc","15 - 64","2","7.3"
"r_17","2007Q3","perc","20 - 64","2","7"
"r_17","2007Q3","perc","15 - 29","2","12.9"
"r_17","2007Q3","perc","15 - 24","2","18.9"
"r_17","2007Q3","perc","25 - 34","2","6.9"
"r_17","2007Q3","perc","35 - 44","2","5.4"
"r_17","2007Q3","perc","45 - 54","2","6.5"
"r_17","2007Q3","perc","55 - 64","2","6.9"
"r_17","2007Q3","perc","65+","2","(1.6)"
"r_17","2007Q4","perc","0","0","6.1"
"r_17","2007Q4","perc","15 - 64","0","6.2"
"r_17","2007Q4","perc","20 - 64","0","5.9"
"r_17","2007Q4","perc","15 - 29","0","9.8"
"r_17","2007Q4","perc","15 - 24","0","14.5"
"r_17","2007Q4","perc","25 - 34","0","5.2"
"r_17","2007Q4","perc","35 - 44","0","5.2"
"r_17","2007Q4","perc","45 - 54","0","5.3"
"r_17","2007Q4","perc","55 - 64","0","6.3"
"r_17","2007Q4","perc","65+","0","(2.4)"
"r_17","2007Q4","perc","0","1","5.6"
"r_17","2007Q4","perc","15 - 64","1","5.7"
"r_17","2007Q4","perc","20 - 64","1","5.4"
"r_17","2007Q4","perc","15 - 29","1","8.8"
"r_17","2007Q4","perc","15 - 24","1","12.3"
"r_17","2007Q4","perc","25 - 34","1","4.8"
"r_17","2007Q4","perc","35 - 44","1","5"
"r_17","2007Q4","perc","45 - 54","1","4.5"
"r_17","2007Q4","perc","55 - 64","1","6.4"
"r_17","2007Q4","perc","65+","1","(2.1)"
"r_17","2007Q4","perc","0","2","6.7"
"r_17","2007Q4","perc","15 - 64","2","6.7"
"r_17","2007Q4","perc","20 - 64","2","6.4"
"r_17","2007Q4","perc","15 - 29","2","11.1"
"r_17","2007Q4","perc","15 - 24","2","17.5"
"r_17","2007Q4","perc","25 - 34","2","5.7"
"r_17","2007Q4","perc","35 - 44","2","5.3"
"r_17","2007Q4","perc","45 - 54","2","6.1"
"r_17","2007Q4","perc","55 - 64","2","6.3"
"r_17","2007Q4","perc","65+","2","(3.0)"
"r_17","2008Q1","perc","0","0","6.5"
"r_17","2008Q1","perc","15 - 64","0","6.6"
"r_17","2008Q1","perc","20 - 64","0","6.3"
"r_17","2008Q1","perc","15 - 29","0","10.5"
"r_17","2008Q1","perc","15 - 24","0","14.4"
"r_17","2008Q1","perc","25 - 34","0","6.4"
"r_17","2008Q1","perc","35 - 44","0","5.1"
"r_17","2008Q1","perc","45 - 54","0","5.6"
"r_17","2008Q1","perc","55 - 64","0","6.8"
"r_17","2008Q1","perc","65+","0","(3.0)"
"r_17","2008Q1","perc","0","1","6.4"
"r_17","2008Q1","perc","15 - 64","1","6.4"
"r_17","2008Q1","perc","20 - 64","1","6.2"
"r_17","2008Q1","perc","15 - 29","1","11"
"r_17","2008Q1","perc","15 - 24","1","15.3"
"r_17","2008Q1","perc","25 - 34","1","6.2"
"r_17","2008Q1","perc","35 - 44","1","4.5"
"r_17","2008Q1","perc","45 - 54","1","5.7"
"r_17","2008Q1","perc","55 - 64","1","6.1"
"r_17","2008Q1","perc","65+","1","(3.3)"
"r_17","2008Q1","perc","0","2","6.7"
"r_17","2008Q1","perc","15 - 64","2","6.7"
"r_17","2008Q1","perc","20 - 64","2","6.5"
"r_17","2008Q1","perc","15 - 29","2","9.8"
"r_17","2008Q1","perc","15 - 24","2","13.1"
"r_17","2008Q1","perc","25 - 34","2","6.6"
"r_17","2008Q1","perc","35 - 44","2","5.8"
"r_17","2008Q1","perc","45 - 54","2","5.6"
"r_17","2008Q1","perc","55 - 64","2","7.6"
"r_17","2008Q1","perc","65+","2","(2.3)"
"r_17","2008Q2","perc","0","0","5.8"
"r_17","2008Q2","perc","15 - 64","0","5.9"
"r_17","2008Q2","perc","20 - 64","0","5.6"
"r_17","2008Q2","perc","15 - 29","0","9.7"
"r_17","2008Q2","perc","15 - 24","0","13.1"
"r_17","2008Q2","perc","25 - 34","0","6"
"r_17","2008Q2","perc","35 - 44","0","4"
"r_17","2008Q2","perc","45 - 54","0","5.4"
"r_17","2008Q2","perc","55 - 64","0","5.7"
"r_17","2008Q2","perc","65+","0","(1.9)"
"r_17","2008Q2","perc","0","1","5.6"
"r_17","2008Q2","perc","15 - 64","1","5.7"
"r_17","2008Q2","perc","20 - 64","1","5.4"
"r_17","2008Q2","perc","15 - 29","1","10.6"
"r_17","2008Q2","perc","15 - 24","1","14.3"
"r_17","2008Q2","perc","25 - 34","1","6.2"
"r_17","2008Q2","perc","35 - 44","1","3.2"
"r_17","2008Q2","perc","45 - 54","1","5"
"r_17","2008Q2","perc","55 - 64","1","5.1"
"r_17","2008Q2","perc","65+","1","(1.8)"
"r_17","2008Q2","perc","0","2","6"
"r_17","2008Q2","perc","15 - 64","2","6"
"r_17","2008Q2","perc","20 - 64","2","5.9"
"r_17","2008Q2","perc","15 - 29","2","8.4"
"r_17","2008Q2","perc","15 - 24","2","11.3"
"r_17","2008Q2","perc","25 - 34","2","5.7"
"r_17","2008Q2","perc","35 - 44","2","4.9"
"r_17","2008Q2","perc","45 - 54","2","5.9"
"r_17","2008Q2","perc","55 - 64","2","6.4"
"r_17","2008Q2","perc","65+","2","(2.0)"
"r_17","2008Q3","perc","0","0","5.1"
"r_17","2008Q3","perc","15 - 64","0","5.2"
"r_17","2008Q3","perc","20 - 64","0","5"
"r_17","2008Q3","perc","15 - 29","0","8.3"
"r_17","2008Q3","perc","15 - 24","0","11.4"
"r_17","2008Q3","perc","25 - 34","0","5.3"
"r_17","2008Q3","perc","35 - 44","0","4"
"r_17","2008Q3","perc","45 - 54","0","4.6"
"r_17","2008Q3","perc","55 - 64","0","4.9"
"r_17","2008Q3","perc","65+","0","(1.3)"
"r_17","2008Q3","perc","0","1","5"
"r_17","2008Q3","perc","15 - 64","1","5.1"
"r_17","2008Q3","perc","20 - 64","1","4.8"
"r_17","2008Q3","perc","15 - 29","1","9.6"
"r_17","2008Q3","perc","15 - 24","1","13.1"
"r_17","2008Q3","perc","25 - 34","1","5.6"
"r_17","2008Q3","perc","35 - 44","1","3.4"
"r_17","2008Q3","perc","45 - 54","1","4.1"
"r_17","2008Q3","perc","55 - 64","1","4.4"
"r_17","2008Q3","perc","65+","1","-"
"r_17","2008Q3","perc","0","2","5.3"
"r_17","2008Q3","perc","15 - 64","2","5.3"
"r_17","2008Q3","perc","20 - 64","2","5.1"
"r_17","2008Q3","perc","15 - 29","2","6.6"
"r_17","2008Q3","perc","15 - 24","2","9.2"
"r_17","2008Q3","perc","25 - 34","2","4.8"
"r_17","2008Q3","perc","35 - 44","2","4.6"
"r_17","2008Q3","perc","45 - 54","2","5.2"
"r_17","2008Q3","perc","55 - 64","2","5.6"
"r_17","2008Q3","perc","65+","2","(4.0)"
"r_17","2008Q4","perc","0","0","5"
"r_17","2008Q4","perc","15 - 64","0","5.1"
"r_17","2008Q4","perc","20 - 64","0","4.8"
"r_17","2008Q4","perc","15 - 29","0","8.9"
"r_17","2008Q4","perc","15 - 24","0","12.1"
"r_17","2008Q4","perc","25 - 34","0","5"
"r_17","2008Q4","perc","35 - 44","0","4.1"
"r_17","2008Q4","perc","45 - 54","0","4"
"r_17","2008Q4","perc","55 - 64","0","4.7"
"r_17","2008Q4","perc","65+","0","(2.9)"
"r_17","2008Q4","perc","0","1","4.9"
"r_17","2008Q4","perc","15 - 64","1","5"
"r_17","2008Q4","perc","20 - 64","1","4.7"
"r_17","2008Q4","perc","15 - 29","1","9.3"
"r_17","2008Q4","perc","15 - 24","1","12.1"
"r_17","2008Q4","perc","25 - 34","1","5.5"
"r_17","2008Q4","perc","35 - 44","1","4"
"r_17","2008Q4","perc","45 - 54","1","3.4"
"r_17","2008Q4","perc","55 - 64","1","4.5"
"r_17","2008Q4","perc","65+","1","(1.4)"
"r_17","2008Q4","perc","0","2","5.1"
"r_17","2008Q4","perc","15 - 64","2","5.1"
"r_17","2008Q4","perc","20 - 64","2","4.9"
"r_17","2008Q4","perc","15 - 29","2","8.4"
"r_17","2008Q4","perc","15 - 24","2","12.1"
"r_17","2008Q4","perc","25 - 34","2","4.5"
"r_17","2008Q4","perc","35 - 44","2","4.2"
"r_17","2008Q4","perc","45 - 54","2","4.7"
"r_17","2008Q4","perc","55 - 64","2","5"
"r_17","2008Q4","perc","65+","2","(6.4)"
"r_17","2009Q1","perc","0","0","6.4"
"r_17","2009Q1","perc","15 - 64","0","6.4"
"r_17","2009Q1","perc","20 - 64","0","6.2"
"r_17","2009Q1","perc","15 - 29","0","10.7"
"r_17","2009Q1","perc","15 - 24","0","14.2"
"r_17","2009Q1","perc","25 - 34","0","6.6"
"r_17","2009Q1","perc","35 - 44","0","4.9"
"r_17","2009Q1","perc","45 - 54","0","5.6"
"r_17","2009Q1","perc","55 - 64","0","6.3"
"r_17","2009Q1","perc","65+","0","(3.7)"
"r_17","2009Q1","perc","0","1","6.5"
"r_17","2009Q1","perc","15 - 64","1","6.6"
"r_17","2009Q1","perc","20 - 64","1","6.3"
"r_17","2009Q1","perc","15 - 29","1","12.2"
"r_17","2009Q1","perc","15 - 24","1","16.8"
"r_17","2009Q1","perc","25 - 34","1","6.8"
"r_17","2009Q1","perc","35 - 44","1","4.6"
"r_17","2009Q1","perc","45 - 54","1","5.3"
"r_17","2009Q1","perc","55 - 64","1","5.9"
"r_17","2009Q1","perc","65+","1","(3.9)"
"r_17","2009Q1","perc","0","2","6.2"
"r_17","2009Q1","perc","15 - 64","2","6.2"
"r_17","2009Q1","perc","20 - 64","2","6.1"
"r_17","2009Q1","perc","15 - 29","2","8.6"
"r_17","2009Q1","perc","15 - 24","2","10.5"
"r_17","2009Q1","perc","25 - 34","2","6.3"
"r_17","2009Q1","perc","35 - 44","2","5.1"
"r_17","2009Q1","perc","45 - 54","2","5.9"
"r_17","2009Q1","perc","55 - 64","2","6.7"
"r_17","2009Q1","perc","65+","2","(3.4)"
"r_17","2009Q2","perc","0","0","6.3"
"r_17","2009Q2","perc","15 - 64","0","6.4"
"r_17","2009Q2","perc","20 - 64","0","6.2"
"r_17","2009Q2","perc","15 - 29","0","10.6"
"r_17","2009Q2","perc","15 - 24","0","14.6"
"r_17","2009Q2","perc","25 - 34","0","6.4"
"r_17","2009Q2","perc","35 - 44","0","4.9"
"r_17","2009Q2","perc","45 - 54","0","5.6"
"r_17","2009Q2","perc","55 - 64","0","6.1"
"r_17","2009Q2","perc","65+","0","(2.5)"
"r_17","2009Q2","perc","0","1","6.3"
"r_17","2009Q2","perc","15 - 64","1","6.3"
"r_17","2009Q2","perc","20 - 64","1","6.1"
"r_17","2009Q2","perc","15 - 29","1","10.8"
"r_17","2009Q2","perc","15 - 24","1","16.5"
"r_17","2009Q2","perc","25 - 34","1","5.5"
"r_17","2009Q2","perc","35 - 44","1","5"
"r_17","2009Q2","perc","45 - 54","1","5.6"
"r_17","2009Q2","perc","55 - 64","1","5"
"r_17","2009Q2","perc","65+","1","(3.3)"
"r_17","2009Q2","perc","0","2","6.4"
"r_17","2009Q2","perc","15 - 64","2","6.4"
"r_17","2009Q2","perc","20 - 64","2","6.3"
"r_17","2009Q2","perc","15 - 29","2","10.5"
"r_17","2009Q2","perc","15 - 24","2","12"
"r_17","2009Q2","perc","25 - 34","2","7.5"
"r_17","2009Q2","perc","35 - 44","2","4.7"
"r_17","2009Q2","perc","45 - 54","2","5.6"
"r_17","2009Q2","perc","55 - 64","2","7.3"
"r_17","2009Q2","perc","65+","2","(0.9)"
"r_17","2009Q3","perc","0","0","6.7"
"r_17","2009Q3","perc","15 - 64","0","6.7"
"r_17","2009Q3","perc","20 - 64","0","6.3"
"r_17","2009Q3","perc","15 - 29","0","11.7"
"r_17","2009Q3","perc","15 - 24","0","16.5"
"r_17","2009Q3","perc","25 - 34","0","6.3"
"r_17","2009Q3","perc","35 - 44","0","5.7"
"r_17","2009Q3","perc","45 - 54","0","5.6"
"r_17","2009Q3","perc","55 - 64","0","5.8"
"r_17","2009Q3","perc","65+","0","(2.1)"
"r_17","2009Q3","perc","0","1","6.8"
"r_17","2009Q3","perc","15 - 64","1","6.9"
"r_17","2009Q3","perc","20 - 64","1","6.6"
"r_17","2009Q3","perc","15 - 29","1","11.5"
"r_17","2009Q3","perc","15 - 24","1","16.9"
"r_17","2009Q3","perc","25 - 34","1","5.9"
"r_17","2009Q3","perc","35 - 44","1","6"
"r_17","2009Q3","perc","45 - 54","1","6.1"
"r_17","2009Q3","perc","55 - 64","1","5.2"
"r_17","2009Q3","perc","65+","1","(1.1)"
"r_17","2009Q3","perc","0","2","6.5"
"r_17","2009Q3","perc","15 - 64","2","6.6"
"r_17","2009Q3","perc","20 - 64","2","6.1"
"r_17","2009Q3","perc","15 - 29","2","11.9"
"r_17","2009Q3","perc","15 - 24","2","15.9"
"r_17","2009Q3","perc","25 - 34","2","6.9"
"r_17","2009Q3","perc","35 - 44","2","5.4"
"r_17","2009Q3","perc","45 - 54","2","5.2"
"r_17","2009Q3","perc","55 - 64","2","6.4"
"r_17","2009Q3","perc","65+","2","(4.0)"
"r_17","2009Q4","perc","0","0","7.9"
"r_17","2009Q4","perc","15 - 64","0","8"
"r_17","2009Q4","perc","20 - 64","0","7.6"
"r_17","2009Q4","perc","15 - 29","0","14.5"
"r_17","2009Q4","perc","15 - 24","0","19.5"
"r_17","2009Q4","perc","25 - 34","0","8.3"
"r_17","2009Q4","perc","35 - 44","0","6.7"
"r_17","2009Q4","perc","45 - 54","0","6.2"
"r_17","2009Q4","perc","55 - 64","0","7"
"r_17","2009Q4","perc","65+","0","(2.2)"
"r_17","2009Q4","perc","0","1","8.4"
"r_17","2009Q4","perc","15 - 64","1","8.5"
"r_17","2009Q4","perc","20 - 64","1","8.1"
"r_17","2009Q4","perc","15 - 29","1","15.6"
"r_17","2009Q4","perc","15 - 24","1","20.9"
"r_17","2009Q4","perc","25 - 34","1","8.6"
"r_17","2009Q4","perc","35 - 44","1","7"
"r_17","2009Q4","perc","45 - 54","1","6.4"
"r_17","2009Q4","perc","55 - 64","1","7.2"
"r_17","2009Q4","perc","65+","1","(0.4)"
"r_17","2009Q4","perc","0","2","7.4"
"r_17","2009Q4","perc","15 - 64","2","7.4"
"r_17","2009Q4","perc","20 - 64","2","7.1"
"r_17","2009Q4","perc","15 - 29","2","13.1"
"r_17","2009Q4","perc","15 - 24","2","17.3"
"r_17","2009Q4","perc","25 - 34","2","8"
"r_17","2009Q4","perc","35 - 44","2","6.5"
"r_17","2009Q4","perc","45 - 54","2","6"
"r_17","2009Q4","perc","55 - 64","2","6.8"
"r_17","2009Q4","perc","65+","2","(6.8)"
"r_17","2010Q1","perc","0","0","10.2"
"r_17","2010Q1","perc","15 - 64","0","10.3"
"r_17","2010Q1","perc","20 - 64","0","10"
"r_17","2010Q1","perc","15 - 29","0","17.1"
"r_17","2010Q1","perc","15 - 24","0","21.7"
"r_17","2010Q1","perc","25 - 34","0","12.1"
"r_17","2010Q1","perc","35 - 44","0","8.3"
"r_17","2010Q1","perc","45 - 54","0","8.5"
"r_17","2010Q1","perc","55 - 64","0","7.9"
"r_17","2010Q1","perc","65+","0","(4.4)"
"r_17","2010Q1","perc","0","1","10.8"
"r_17","2010Q1","perc","15 - 64","1","10.9"
"r_17","2010Q1","perc","20 - 64","1","10.6"
"r_17","2010Q1","perc","15 - 29","1","18.9"
"r_17","2010Q1","perc","15 - 24","1","23.7"
"r_17","2010Q1","perc","25 - 34","1","12.5"
"r_17","2010Q1","perc","35 - 44","1","8.7"
"r_17","2010Q1","perc","45 - 54","1","8.9"
"r_17","2010Q1","perc","55 - 64","1","7.8"
"r_17","2010Q1","perc","65+","1","(2.3)"
"r_17","2010Q1","perc","0","2","9.5"
"r_17","2010Q1","perc","15 - 64","2","9.5"
"r_17","2010Q1","perc","20 - 64","2","9.3"
"r_17","2010Q1","perc","15 - 29","2","14.7"
"r_17","2010Q1","perc","15 - 24","2","18.8"
"r_17","2010Q1","perc","25 - 34","2","11.5"
"r_17","2010Q1","perc","35 - 44","2","7.8"
"r_17","2010Q1","perc","45 - 54","2","8"
"r_17","2010Q1","perc","55 - 64","2","8.1"
"r_17","2010Q1","perc","65+","2","(9.2)"
"r_17","2010Q2","perc","0","0","10"
"r_17","2010Q2","perc","15 - 64","0","10.1"
"r_17","2010Q2","perc","20 - 64","0","9.8"
"r_17","2010Q2","perc","15 - 29","0","15.1"
"r_17","2010Q2","perc","15 - 24","0","20.4"
"r_17","2010Q2","perc","25 - 34","0","10.8"
"r_17","2010Q2","perc","35 - 44","0","8.2"
"r_17","2010Q2","perc","45 - 54","0","8.6"
"r_17","2010Q2","perc","55 - 64","0","9"
"r_17","2010Q2","perc","65+","0","(5.6)"
"r_17","2010Q2","perc","0","1","10.5"
"r_17","2010Q2","perc","15 - 64","1","10.6"
"r_17","2010Q2","perc","20 - 64","1","10.4"
"r_17","2010Q2","perc","15 - 29","1","16.5"
"r_17","2010Q2","perc","15 - 24","1","21.6"
"r_17","2010Q2","perc","25 - 34","1","10.9"
"r_17","2010Q2","perc","35 - 44","1","8.7"
"r_17","2010Q2","perc","45 - 54","1","9.3"
"r_17","2010Q2","perc","55 - 64","1","8.6"
"r_17","2010Q2","perc","65+","1","(4.6)"
"r_17","2010Q2","perc","0","2","9.5"
"r_17","2010Q2","perc","15 - 64","2","9.5"
"r_17","2010Q2","perc","20 - 64","2","9.3"
"r_17","2010Q2","perc","15 - 29","2","13.2"
"r_17","2010Q2","perc","15 - 24","2","18.7"
"r_17","2010Q2","perc","25 - 34","2","10.7"
"r_17","2010Q2","perc","35 - 44","2","7.6"
"r_17","2010Q2","perc","45 - 54","2","7.8"
"r_17","2010Q2","perc","55 - 64","2","9.4"
"r_17","2010Q2","perc","65+","2","(7.6)"
"r_17","2010Q3","perc","0","0","9.6"
"r_17","2010Q3","perc","15 - 64","0","9.6"
"r_17","2010Q3","perc","20 - 64","0","9.3"
"r_17","2010Q3","perc","15 - 29","0","15.4"
"r_17","2010Q3","perc","15 - 24","0","20.5"
"r_17","2010Q3","perc","25 - 34","0","10.1"
"r_17","2010Q3","perc","35 - 44","0","7.3"
"r_17","2010Q3","perc","45 - 54","0","8.2"
"r_17","2010Q3","perc","55 - 64","0","9.1"
"r_17","2010Q3","perc","65+","0","(4.7)"
"r_17","2010Q3","perc","0","1","10.1"
"r_17","2010Q3","perc","15 - 64","1","10.1"
"r_17","2010Q3","perc","20 - 64","1","9.8"
"r_17","2010Q3","perc","15 - 29","1","16.2"
"r_17","2010Q3","perc","15 - 24","1","20.1"
"r_17","2010Q3","perc","25 - 34","1","10.5"
"r_17","2010Q3","perc","35 - 44","1","7.6"
"r_17","2010Q3","perc","45 - 54","1","8.8"
"r_17","2010Q3","perc","55 - 64","1","9.7"
"r_17","2010Q3","perc","65+","1","(4.9)"
"r_17","2010Q3","perc","0","2","9"
"r_17","2010Q3","perc","15 - 64","2","9"
"r_17","2010Q3","perc","20 - 64","2","8.6"
"r_17","2010Q3","perc","15 - 29","2","14.4"
"r_17","2010Q3","perc","15 - 24","2","21.1"
"r_17","2010Q3","perc","25 - 34","2","9.5"
"r_17","2010Q3","perc","35 - 44","2","6.9"
"r_17","2010Q3","perc","45 - 54","2","7.5"
"r_17","2010Q3","perc","55 - 64","2","8.4"
"r_17","2010Q3","perc","65+","2","(4.3)"
"r_17","2010Q4","perc","0","0","11.3"
"r_17","2010Q4","perc","15 - 64","0","11.4"
"r_17","2010Q4","perc","20 - 64","0","11"
"r_17","2010Q4","perc","15 - 29","0","18.8"
"r_17","2010Q4","perc","15 - 24","0","25.3"
"r_17","2010Q4","perc","25 - 34","0","12.9"
"r_17","2010Q4","perc","35 - 44","0","8.9"
"r_17","2010Q4","perc","45 - 54","0","9.1"
"r_17","2010Q4","perc","55 - 64","0","9.9"
"r_17","2010Q4","perc","65+","0","(4.6)"
"r_17","2010Q4","perc","0","1","12.1"
"r_17","2010Q4","perc","15 - 64","1","12.3"
"r_17","2010Q4","perc","20 - 64","1","11.8"
"r_17","2010Q4","perc","15 - 29","1","20.3"
"r_17","2010Q4","perc","15 - 24","1","27.9"
"r_17","2010Q4","perc","25 - 34","1","13.3"
"r_17","2010Q4","perc","35 - 44","1","8.5"
"r_17","2010Q4","perc","45 - 54","1","10.2"
"r_17","2010Q4","perc","55 - 64","1","11.1"
"r_17","2010Q4","perc","65+","1","(3.5)"
"r_17","2010Q4","perc","0","2","10.5"
"r_17","2010Q4","perc","15 - 64","2","10.5"
"r_17","2010Q4","perc","20 - 64","2","10.2"
"r_17","2010Q4","perc","15 - 29","2","17"
"r_17","2010Q4","perc","15 - 24","2","21.7"
"r_17","2010Q4","perc","25 - 34","2","12.4"
"r_17","2010Q4","perc","35 - 44","2","9.3"
"r_17","2010Q4","perc","45 - 54","2","8"
"r_17","2010Q4","perc","55 - 64","2","8.7"
"r_17","2010Q4","perc","65+","2","(7.1)"
"r_17","2011Q1","perc","0","0","12.2"
"r_17","2011Q1","perc","15 - 64","0","12.3"
"r_17","2011Q1","perc","20 - 64","0","12"
"r_17","2011Q1","perc","15 - 29","0","21.3"
"r_17","2011Q1","perc","15 - 24","0","27.2"
"r_17","2011Q1","perc","25 - 34","0","15.7"
"r_17","2011Q1","perc","35 - 44","0","8.9"
"r_17","2011Q1","perc","45 - 54","0","10.1"
"r_17","2011Q1","perc","55 - 64","0","9.3"
"r_17","2011Q1","perc","65+","0","(4.1)"
"r_17","2011Q1","perc","0","1","13.2"
"r_17","2011Q1","perc","15 - 64","1","13.4"
"r_17","2011Q1","perc","20 - 64","1","13"
"r_17","2011Q1","perc","15 - 29","1","22.8"
"r_17","2011Q1","perc","15 - 24","1","29.9"
"r_17","2011Q1","perc","25 - 34","1","16.8"
"r_17","2011Q1","perc","35 - 44","1","9.5"
"r_17","2011Q1","perc","45 - 54","1","11.3"
"r_17","2011Q1","perc","55 - 64","1","9.2"
"r_17","2011Q1","perc","65+","1","(1.7)"
"r_17","2011Q1","perc","0","2","10.9"
"r_17","2011Q1","perc","15 - 64","2","11"
"r_17","2011Q1","perc","20 - 64","2","10.7"
"r_17","2011Q1","perc","15 - 29","2","19.3"
"r_17","2011Q1","perc","15 - 24","2","23.5"
"r_17","2011Q1","perc","25 - 34","2","14.2"
"r_17","2011Q1","perc","35 - 44","2","8.3"
"r_17","2011Q1","perc","45 - 54","2","8.9"
"r_17","2011Q1","perc","55 - 64","2","9.3"
"r_17","2011Q1","perc","65+","2","(9.0)"
"r_17","2011Q2","perc","0","0","11.2"
"r_17","2011Q2","perc","15 - 64","0","11.3"
"r_17","2011Q2","perc","20 - 64","0","11.1"
"r_17","2011Q2","perc","15 - 29","0","19"
"r_17","2011Q2","perc","15 - 24","0","24.4"
"r_17","2011Q2","perc","25 - 34","0","13.1"
"r_17","2011Q2","perc","35 - 44","0","9.3"
"r_17","2011Q2","perc","45 - 54","0","9.3"
"r_17","2011Q2","perc","55 - 64","0","9"
"r_17","2011Q2","perc","65+","0","(3.9)"
"r_17","2011Q2","perc","0","1","12.2"
"r_17","2011Q2","perc","15 - 64","1","12.3"
"r_17","2011Q2","perc","20 - 64","1","12.1"
"r_17","2011Q2","perc","15 - 29","1","19.5"
"r_17","2011Q2","perc","15 - 24","1","25.5"
"r_17","2011Q2","perc","25 - 34","1","13.3"
"r_17","2011Q2","perc","35 - 44","1","10.6"
"r_17","2011Q2","perc","45 - 54","1","10.9"
"r_17","2011Q2","perc","55 - 64","1","8.9"
"r_17","2011Q2","perc","65+","1","(2.4)"
"r_17","2011Q2","perc","0","2","10.1"
"r_17","2011Q2","perc","15 - 64","2","10.2"
"r_17","2011Q2","perc","20 - 64","2","9.9"
"r_17","2011Q2","perc","15 - 29","2","18.4"
"r_17","2011Q2","perc","15 - 24","2","22.8"
"r_17","2011Q2","perc","25 - 34","2","12.9"
"r_17","2011Q2","perc","35 - 44","2","7.9"
"r_17","2011Q2","perc","45 - 54","2","7.8"
"r_17","2011Q2","perc","55 - 64","2","9"
"r_17","2011Q2","perc","65+","2","(7.4)"
"r_17","2011Q3","perc","0","0","10.2"
"r_17","2011Q3","perc","15 - 64","0","10.3"
"r_17","2011Q3","perc","20 - 64","0","10"
"r_17","2011Q3","perc","15 - 29","0","16.2"
