RevisionColumn,periods,Units,Age10_LFS,GenderID,ValueColumn
"r_17","2011Q3","perc","15 - 24","0","21.9"
"r_17","2011Q3","perc","25 - 34","0","11.5"
"r_17","2011Q3","perc","35 - 44","0","9"
"r_17","2011Q3","perc","45 - 54","0","8.5"
"r_17","2011Q3","perc","55 - 64","0","7.9"
"r_17","2011Q3","perc","65+","0","(2.4)"
"r_17","2011Q3","perc","0","1","11"
"r_17","2011Q3","perc","15 - 64","1","11.1"
"r_17","2011Q3","perc","20 - 64","1","10.7"
"r_17","2011Q3","perc","15 - 29","1","16.2"
"r_17","2011Q3","perc","15 - 24","1","21.6"
"r_17","2011Q3","perc","25 - 34","1","11.5"
"r_17","2011Q3","perc","35 - 44","1","9.7"
"r_17","2011Q3","perc","45 - 54","1","9.9"
"r_17","2011Q3","perc","55 - 64","1","8.8"
"r_17","2011Q3","perc","65+","1","(2.2)"
"r_17","2011Q3","perc","0","2","9.4"
"r_17","2011Q3","perc","15 - 64","2","9.4"
"r_17","2011Q3","perc","20 - 64","2","9.1"
"r_17","2011Q3","perc","15 - 29","2","16.2"
"r_17","2011Q3","perc","15 - 24","2","57.5"
"r_17","2011Q3","perc","25 - 34","2","11.5"
"r_17","2011Q3","perc","35 - 44","2","8.2"
"r_17","2011Q3","perc","45 - 54","2","7.1"
"r_17","2011Q3","perc","55 - 64","2","6.7"
"r_17","2011Q3","perc","65+","2","(2.7)"
"r_17","2011Q4","perc","0","0","11.4"
"r_17","2011Q4","perc","15 - 64","0","11.5"
"r_17","2011Q4","perc","20 - 64","0","11.2"
"r_17","2011Q4","perc","15 - 29","0","20"
"r_17","2011Q4","perc","15 - 24","0","26.9"
"r_17","2011Q4","perc","25 - 34","0","13.3"
"r_17","2011Q4","perc","35 - 44","0","9.2"
"r_17","2011Q4","perc","45 - 54","0","9"
"r_17","2011Q4","perc","55 - 64","0","9.2"
"r_17","2011Q4","perc","65+","0","(4.2)"
"r_17","2011Q4","perc","0","1","12.7"
"r_17","2011Q4","perc","15 - 64","1","12.9"
"r_17","2011Q4","perc","20 - 64","1","12.5"
"r_17","2011Q4","perc","15 - 29","1","21.1"
"r_17","2011Q4","perc","15 - 24","1","27.7"
"r_17","2011Q4","perc","25 - 34","1","14.3"
"r_17","2011Q4","perc","35 - 44","1","10.2"
"r_17","2011Q4","perc","45 - 54","1","10.2"
"r_17","2011Q4","perc","55 - 64","1","10.8"
"r_17","2011Q4","perc","65+","1","(1.3)"
"r_17","2011Q4","perc","0","2","10"
"r_17","2011Q4","perc","15 - 64","2","10"
"r_17","2011Q4","perc","20 - 64","2","9.7"
"r_17","2011Q4","perc","15 - 29","2","18.5"
"r_17","2011Q4","perc","15 - 24","2","25.8"
"r_17","2011Q4","perc","25 - 34","2","12"
"r_17","2011Q4","perc","35 - 44","2","8.1"
"r_17","2011Q4","perc","45 - 54","2","7.8"
"r_17","2011Q4","perc","55 - 64","2","7.3"
"r_17","2011Q4","perc","65+","2","(9.9)"
"r_17","2012Q1","perc","0","0","12.9"
"r_17","2012Q1","perc","15 - 64","0","13"
"r_17","2012Q1","perc","20 - 64","0","12.6"
"r_17","2012Q1","perc","15 - 29","0","23"
"r_17","2012Q1","perc","15 - 24","0","31.4"
"r_17","2012Q1","perc","25 - 34","0","14.7"
"r_17","2012Q1","perc","35 - 44","0","9.9"
"r_17","2012Q1","perc","45 - 54","0","11.1"
"r_17","2012Q1","perc","55 - 64","0","10"
"r_17","2012Q1","perc","65+","0","(4.3)"
"r_17","2012Q1","perc","0","1","14.5"
"r_17","2012Q1","perc","15 - 64","1","14.6"
"r_17","2012Q1","perc","20 - 64","1","14.3"
"r_17","2012Q1","perc","15 - 29","1","24"
"r_17","2012Q1","perc","15 - 24","1","33.2"
"r_17","2012Q1","perc","25 - 34","1","15.8"
"r_17","2012Q1","perc","35 - 44","1","11.7"
"r_17","2012Q1","perc","45 - 54","1","12.8"
"r_17","2012Q1","perc","55 - 64","1","11"
"r_17","2012Q1","perc","65+","1","(1.9)"
"r_17","2012Q1","perc","0","2","11"
"r_17","2012Q1","perc","15 - 64","2","11.1"
"r_17","2012Q1","perc","20 - 64","2","10.7"
"r_17","2012Q1","perc","15 - 29","2","21.7"
"r_17","2012Q1","perc","15 - 24","2","28.8"
"r_17","2012Q1","perc","25 - 34","2","13.3"
"r_17","2012Q1","perc","35 - 44","2","8"
"r_17","2012Q1","perc","45 - 54","2","9.3"
"r_17","2012Q1","perc","55 - 64","2","8.8"
"r_17","2012Q1","perc","65+","2","(8.7)"
"r_17","2012Q2","perc","0","0","12.3"
"r_17","2012Q2","perc","15 - 64","0","12.4"
"r_17","2012Q2","perc","20 - 64","0","12.1"
"r_17","2012Q2","perc","15 - 29","0","20.7"
"r_17","2012Q2","perc","15 - 24","0","28.4"
"r_17","2012Q2","perc","25 - 34","0","14"
"r_17","2012Q2","perc","35 - 44","0","10.3"
"r_17","2012Q2","perc","45 - 54","0","10.1"
"r_17","2012Q2","perc","55 - 64","0","10.2"
"r_17","2012Q2","perc","65+","0","(4.0)"
"r_17","2012Q2","perc","0","1","13.7"
"r_17","2012Q2","perc","15 - 64","1","13.8"
"r_17","2012Q2","perc","20 - 64","1","13.4"
"r_17","2012Q2","perc","15 - 29","1","22.7"
"r_17","2012Q2","perc","15 - 24","1","31"
"r_17","2012Q2","perc","25 - 34","1","14.6"
"r_17","2012Q2","perc","35 - 44","1","12.2"
"r_17","2012Q2","perc","45 - 54","1","11"
"r_17","2012Q2","perc","55 - 64","1","11"
"r_17","2012Q2","perc","65+","1","(3.8)"
"r_17","2012Q2","perc","0","2","10.8"
"r_17","2012Q2","perc","15 - 64","2","10.8"
"r_17","2012Q2","perc","20 - 64","2","10.5"
"r_17","2012Q2","perc","15 - 29","2","18"
"r_17","2012Q2","perc","15 - 24","2","24.5"
"r_17","2012Q2","perc","25 - 34","2","13.3"
"r_17","2012Q2","perc","35 - 44","2","8.2"
"r_17","2012Q2","perc","45 - 54","2","9.2"
"r_17","2012Q2","perc","55 - 64","2","9.4"
"r_17","2012Q2","perc","65+","2","(4.3)"
"r_17","2012Q3","perc","0","0","11.5"
"r_17","2012Q3","perc","15 - 64","0","11.6"
"r_17","2012Q3","perc","20 - 64","0","11.3"
"r_17","2012Q3","perc","15 - 29","0","18.9"
"r_17","2012Q3","perc","15 - 24","0","24.6"
"r_17","2012Q3","perc","25 - 34","0","13"
"r_17","2012Q3","perc","35 - 44","0","9.7"
"r_17","2012Q3","perc","45 - 54","0","9.3"
"r_17","2012Q3","perc","55 - 64","0","10.2"
"r_17","2012Q3","perc","65+","0","(2.3)"
"r_17","2012Q3","perc","0","1","12.7"
"r_17","2012Q3","perc","15 - 64","1","12.9"
"r_17","2012Q3","perc","20 - 64","1","12.5"
"r_17","2012Q3","perc","15 - 29","1","20.4"
"r_17","2012Q3","perc","15 - 24","1","26.4"
"r_17","2012Q3","perc","25 - 34","1","13.3"
"r_17","2012Q3","perc","35 - 44","1","10.8"
"r_17","2012Q3","perc","45 - 54","1","10.6"
"r_17","2012Q3","perc","55 - 64","1","11.5"
"r_17","2012Q3","perc","65+","1","(1.4)"
"r_17","2012Q3","perc","0","2","10.1"
"r_17","2012Q3","perc","15 - 64","2","10.2"
"r_17","2012Q3","perc","20 - 64","2","9.9"
"r_17","2012Q3","perc","15 - 29","2","16.9"
"r_17","2012Q3","perc","15 - 24","2","21.7"
"r_17","2012Q3","perc","25 - 34","2","12.5"
"r_17","2012Q3","perc","35 - 44","2","8.5"
"r_17","2012Q3","perc","45 - 54","2","8"
"r_17","2012Q3","perc","55 - 64","2","8.7"
"r_17","2012Q3","perc","65+","2","(3.8)"
"r_17","2012Q4","perc","0","0","12.4"
"r_17","2012Q4","perc","15 - 64","0","12.5"
"r_17","2012Q4","perc","20 - 64","0","12.1"
"r_17","2012Q4","perc","15 - 29","0","20.7"
"r_17","2012Q4","perc","15 - 24","0","28.5"
"r_17","2012Q4","perc","25 - 34","0","13.5"
"r_17","2012Q4","perc","35 - 44","0","10.1"
"r_17","2012Q4","perc","45 - 54","0","10.2"
"r_17","2012Q4","perc","55 - 64","0","11.2"
"r_17","2012Q4","perc","65+","0","(2.8)"
"r_17","2012Q4","perc","0","1","13.2"
"r_17","2012Q4","perc","15 - 64","1","13.4"
"r_17","2012Q4","perc","20 - 64","1","13"
"r_17","2012Q4","perc","15 - 29","1","21.3"
"r_17","2012Q4","perc","15 - 24","1","28"
"r_17","2012Q4","perc","25 - 34","1","14.3"
"r_17","2012Q4","perc","35 - 44","1","10.9"
"r_17","2012Q4","perc","45 - 54","1","10.9"
"r_17","2012Q4","perc","55 - 64","1","12.3"
"r_17","2012Q4","perc","65+","1","(2.5)"
"r_17","2012Q4","perc","0","2","11.4"
"r_17","2012Q4","perc","15 - 64","2","11.5"
"r_17","2012Q4","perc","20 - 64","2","11.1"
"r_17","2012Q4","perc","15 - 29","2","20"
"r_17","2012Q4","perc","15 - 24","2","29.2"
"r_17","2012Q4","perc","25 - 34","2","12.6"
"r_17","2012Q4","perc","35 - 44","2","9.3"
"r_17","2012Q4","perc","45 - 54","2","9.6"
"r_17","2012Q4","perc","55 - 64","2","10.1"
"r_17","2012Q4","perc","65+","2","(3.3)"
"r_17","2013Q1","perc","0","0","13.8"
"r_17","2013Q1","perc","15 - 64","0","13.8"
"r_17","2013Q1","perc","20 - 64","0","13.5"
"r_17","2013Q1","perc","15 - 29","0","23.6"
"r_17","2013Q1","perc","15 - 24","0","29.5"
"r_17","2013Q1","perc","25 - 34","0","15.8"
"r_17","2013Q1","perc","35 - 44","0","11.5"
"r_17","2013Q1","perc","45 - 54","0","11.3"
"r_17","2013Q1","perc","55 - 64","0","12.1"
"r_17","2013Q1","perc","65+","0","(8.6)"
"r_17","2013Q1","perc","0","1","15.1"
"r_17","2013Q1","perc","15 - 64","1","15.3"
"r_17","2013Q1","perc","20 - 64","1","14.9"
"r_17","2013Q1","perc","15 - 29","1","24.4"
"r_17","2013Q1","perc","15 - 24","1","30.3"
"r_17","2013Q1","perc","25 - 34","1","16.7"
"r_17","2013Q1","perc","35 - 44","1","12.9"
"r_17","2013Q1","perc","45 - 54","1","12.5"
"r_17","2013Q1","perc","55 - 64","1","13.8"
"r_17","2013Q1","perc","65+","1","(8.0)"
"r_17","2013Q1","perc","0","2","12.2"
"r_17","2013Q1","perc","15 - 64","2","12.3"
"r_17","2013Q1","perc","20 - 64","2","12"
"r_17","2013Q1","perc","15 - 29","2","22.6"
"r_17","2013Q1","perc","15 - 24","2","28.4"
"r_17","2013Q1","perc","25 - 34","2","14.8"
"r_17","2013Q1","perc","35 - 44","2","9.9"
"r_17","2013Q1","perc","45 - 54","2","10.2"
"r_17","2013Q1","perc","55 - 64","2","10.3"
"r_17","2013Q1","perc","65+","2","(9.6)"
"r_17","2013Q2","perc","0","0","12.9"
"r_17","2013Q2","perc","15 - 64","0","13"
"r_17","2013Q2","perc","20 - 64","0","12.8"
"r_17","2013Q2","perc","15 - 29","0","21.4"
"r_17","2013Q2","perc","15 - 24","0","28.7"
"r_17","2013Q2","perc","25 - 34","0","15.3"
"r_17","2013Q2","perc","35 - 44","0","10.1"
"r_17","2013Q2","perc","45 - 54","0","10.2"
"r_17","2013Q2","perc","55 - 64","0","12.5"
"r_17","2013Q2","perc","65+","0","(7.0)"
"r_17","2013Q2","perc","0","1","14"
"r_17","2013Q2","perc","15 - 64","1","14.2"
"r_17","2013Q2","perc","20 - 64","1","13.8"
"r_17","2013Q2","perc","15 - 29","1","21.7"
"r_17","2013Q2","perc","15 - 24","1","30.2"
"r_17","2013Q2","perc","25 - 34","1","15.6"
"r_17","2013Q2","perc","35 - 44","1","11.4"
"r_17","2013Q2","perc","45 - 54","1","11.3"
"r_17","2013Q2","perc","55 - 64","1","13.3"
"r_17","2013Q2","perc","65+","1","(6.0)"
"r_17","2013Q2","perc","0","2","11.7"
"r_17","2013Q2","perc","15 - 64","2","11.7"
"r_17","2013Q2","perc","20 - 64","2","11.6"
"r_17","2013Q2","perc","15 - 29","2","21"
"r_17","2013Q2","perc","15 - 24","2","26.6"
"r_17","2013Q2","perc","25 - 34","2","14.9"
"r_17","2013Q2","perc","35 - 44","2","8.6"
"r_17","2013Q2","perc","45 - 54","2","9.1"
"r_17","2013Q2","perc","55 - 64","2","11.6"
"r_17","2013Q2","perc","65+","2","(8.6)"
"r_17","2013Q3","perc","0","0","12"
"r_17","2013Q3","perc","15 - 64","0","12.1"
"r_17","2013Q3","perc","20 - 64","0","11.8"
"r_17","2013Q3","perc","15 - 29","0","19.9"
"r_17","2013Q3","perc","15 - 24","0","26.8"
"r_17","2013Q3","perc","25 - 34","0","13.9"
"r_17","2013Q3","perc","35 - 44","0","9.7"
"r_17","2013Q3","perc","45 - 54","0","9.1"
"r_17","2013Q3","perc","55 - 64","0","11.8"
"r_17","2013Q3","perc","65+","0","(5.2)"
"r_17","2013Q3","perc","0","1","12.6"
"r_17","2013Q3","perc","15 - 64","1","12.8"
"r_17","2013Q3","perc","20 - 64","1","12.4"
"r_17","2013Q3","perc","15 - 29","1","20.5"
"r_17","2013Q3","perc","15 - 24","1","30.1"
"r_17","2013Q3","perc","25 - 34","1","13.3"
"r_17","2013Q3","perc","35 - 44","1","10.6"
"r_17","2013Q3","perc","45 - 54","1","9.4"
"r_17","2013Q3","perc","55 - 64","1","12.3"
"r_17","2013Q3","perc","65+","1","(3.6)"
"r_17","2013Q3","perc","0","2","11.3"
"r_17","2013Q3","perc","15 - 64","2","11.4"
"r_17","2013Q3","perc","20 - 64","2","11.2"
"r_17","2013Q3","perc","15 - 29","2","19"
"r_17","2013Q3","perc","15 - 24","2","22.2"
"r_17","2013Q3","perc","25 - 34","2","14.7"
"r_17","2013Q3","perc","35 - 44","2","8.7"
"r_17","2013Q3","perc","45 - 54","2","8.9"
"r_17","2013Q3","perc","55 - 64","2","11.2"
"r_17","2013Q3","perc","65+","2","(8.1)"
"r_17","2013Q4","perc","0","0","13"
"r_17","2013Q4","perc","15 - 64","0","13.2"
"r_17","2013Q4","perc","20 - 64","0","12.9"
"r_17","2013Q4","perc","15 - 29","0","22.2"
"r_17","2013Q4","perc","15 - 24","0","28.4"
"r_17","2013Q4","perc","25 - 34","0","16"
"r_17","2013Q4","perc","35 - 44","0","10.1"
"r_17","2013Q4","perc","45 - 54","0","10.1"
"r_17","2013Q4","perc","55 - 64","0","13.1"
"r_17","2013Q4","perc","65+","0","(4.5)"
"r_17","2013Q4","perc","0","1","13.8"
"r_17","2013Q4","perc","15 - 64","1","14"
"r_17","2013Q4","perc","20 - 64","1","13.6"
"r_17","2013Q4","perc","15 - 29","1","22.8"
"r_17","2013Q4","perc","15 - 24","1","30.2"
"r_17","2013Q4","perc","25 - 34","1","16"
"r_17","2013Q4","perc","35 - 44","1","11"
"r_17","2013Q4","perc","45 - 54","1","10.5"
"r_17","2013Q4","perc","55 - 64","1","13.9"
"r_17","2013Q4","perc","65+","1","(3.0)"
"r_17","2013Q4","perc","0","2","12.2"
"r_17","2013Q4","perc","15 - 64","2","12.2"
"r_17","2013Q4","perc","20 - 64","2","12"
"r_17","2013Q4","perc","15 - 29","2","21.5"
"r_17","2013Q4","perc","15 - 24","2","25.7"
"r_17","2013Q4","perc","25 - 34","2","16"
"r_17","2013Q4","perc","35 - 44","2","9.1"
"r_17","2013Q4","perc","45 - 54","2","9.6"
"r_17","2013Q4","perc","55 - 64","2","12.3"
"r_17","2013Q4","perc","65+","2","(7.2)"
"r_17","2014Q1","perc","0","0","13"
"r_17","2014Q1","perc","15 - 64","0","13.1"
"r_17","2014Q1","perc","20 - 64","0","12.9"
"r_17","2014Q1","perc","15 - 29","0","20.8"
"r_17","2014Q1","perc","15 - 24","0","26.9"
"r_17","2014Q1","perc","25 - 34","0","15.4"
"r_17","2014Q1","perc","35 - 44","0","10.4"
"r_17","2014Q1","perc","45 - 54","0","10.8"
"r_17","2014Q1","perc","55 - 64","0","13.3"
"r_17","2014Q1","perc","65+","0","(4.9)"
"r_17","2014Q1","perc","0","1","13.9"
"r_17","2014Q1","perc","15 - 64","1","14.1"
"r_17","2014Q1","perc","20 - 64","1","13.9"
"r_17","2014Q1","perc","15 - 29","1","21"
"r_17","2014Q1","perc","15 - 24","1","26.3"
"r_17","2014Q1","perc","25 - 34","1","15.6"
"r_17","2014Q1","perc","35 - 44","1","11.4"
"r_17","2014Q1","perc","45 - 54","1","12.3"
"r_17","2014Q1","perc","55 - 64","1","14.3"
"r_17","2014Q1","perc","65+","1","(2.3)"
"r_17","2014Q1","perc","0","2","12"
"r_17","2014Q1","perc","15 - 64","2","12.1"
"r_17","2014Q1","perc","20 - 64","2","11.8"
"r_17","2014Q1","perc","15 - 29","2","20.5"
"r_17","2014Q1","perc","15 - 24","2","27.8"
"r_17","2014Q1","perc","25 - 34","2","15.2"
"r_17","2014Q1","perc","35 - 44","2","9.3"
"r_17","2014Q1","perc","45 - 54","2","9.3"
"r_17","2014Q1","perc","55 - 64","2","12.2"
"r_17","2014Q1","perc","65+","2","(9.4)"
"r_17","2014Q2","perc","0","0","11.4"
"r_17","2014Q2","perc","15 - 64","0","11.5"
"r_17","2014Q2","perc","20 - 64","0","11.3"
"r_17","2014Q2","perc","15 - 29","0","16.8"
"r_17","2014Q2","perc","15 - 24","0","23.3"
"r_17","2014Q2","perc","25 - 34","0","12.5"
"r_17","2014Q2","perc","35 - 44","0","9.8"
"r_17","2014Q2","perc","45 - 54","0","9.4"
"r_17","2014Q2","perc","55 - 64","0","11.6"
"r_17","2014Q2","perc","65+","0","(5.8)"
"r_17","2014Q2","perc","0","1","12.4"
"r_17","2014Q2","perc","15 - 64","1","12.6"
"r_17","2014Q2","perc","20 - 64","1","12.4"
"r_17","2014Q2","perc","15 - 29","1","17.5"
"r_17","2014Q2","perc","15 - 24","1","23.2"
"r_17","2014Q2","perc","25 - 34","1","13"
"r_17","2014Q2","perc","35 - 44","1","10.9"
"r_17","2014Q2","perc","45 - 54","1","11.1"
"r_17","2014Q2","perc","55 - 64","1","12.5"
"r_17","2014Q2","perc","65+","1","(4.7)"
"r_17","2014Q2","perc","0","2","10.1"
"r_17","2014Q2","perc","15 - 64","2","10.1"
"r_17","2014Q2","perc","20 - 64","2","10"
"r_17","2014Q2","perc","15 - 29","2","15.9"
"r_17","2014Q2","perc","15 - 24","2","23.3"
"r_17","2014Q2","perc","25 - 34","2","11.9"
"r_17","2014Q2","perc","35 - 44","2","8.5"
"r_17","2014Q2","perc","45 - 54","2","7.6"
"r_17","2014Q2","perc","55 - 64","2","10.6"
"r_17","2014Q2","perc","65+","2","(7.7)"
"r_17","2014Q3","perc","0","0","10.8"
"r_17","2014Q3","perc","15 - 64","0","10.8"
"r_17","2014Q3","perc","20 - 64","0","10.6"
"r_17","2014Q3","perc","15 - 29","0","15.7"
"r_17","2014Q3","perc","15 - 24","0","21.4"
"r_17","2014Q3","perc","25 - 34","0","11.4"
"r_17","2014Q3","perc","35 - 44","0","9.4"
"r_17","2014Q3","perc","45 - 54","0","9.1"
"r_17","2014Q3","perc","55 - 64","0","10.8"
"r_17","2014Q3","perc","65+","0","(6.4)"
"r_17","2014Q3","perc","0","1","11.5"
"r_17","2014Q3","perc","15 - 64","1","11.6"
"r_17","2014Q3","perc","20 - 64","1","11.4"
"r_17","2014Q3","perc","15 - 29","1","15.3"
"r_17","2014Q3","perc","15 - 24","1","21.5"
"r_17","2014Q3","perc","25 - 34","1","11.5"
"r_17","2014Q3","perc","35 - 44","1","9.8"
"r_17","2014Q3","perc","45 - 54","1","10.4"
"r_17","2014Q3","perc","55 - 64","1","12.4"
"r_17","2014Q3","perc","65+","1","(5.9)"
"r_17","2014Q3","perc","0","2","9.9"
"r_17","2014Q3","perc","15 - 64","2","9.9"
"r_17","2014Q3","perc","20 - 64","2","9.7"
"r_17","2014Q3","perc","15 - 29","2","16.2"
"r_17","2014Q3","perc","15 - 24","2","21.2"
"r_17","2014Q3","perc","25 - 34","2","11.4"
"r_17","2014Q3","perc","35 - 44","2","9"
"r_17","2014Q3","perc","45 - 54","2","7.8"
"r_17","2014Q3","perc","55 - 64","2","9"
"r_17","2014Q3","perc","65+","2","(7.2)"
"r_17","2014Q4","perc","0","0","10.6"
"r_17","2014Q4","perc","15 - 64","0","10.7"
"r_17","2014Q4","perc","20 - 64","0","10.5"
"r_17","2014Q4","perc","15 - 29","0","17.6"
"r_17","2014Q4","perc","15 - 24","0","24"
"r_17","2014Q4","perc","25 - 34","0","12"
"r_17","2014Q4","perc","35 - 44","0","8.7"
"r_17","2014Q4","perc","45 - 54","0","8.5"
"r_17","2014Q4","perc","55 - 64","0","11"
"r_17","2014Q4","perc","65+","0","(5.2)"
"r_17","2014Q4","perc","0","1","11.4"
"r_17","2014Q4","perc","15 - 64","1","11.5"
"r_17","2014Q4","perc","20 - 64","1","11.4"
"r_17","2014Q4","perc","15 - 29","1","18.5"
"r_17","2014Q4","perc","15 - 24","1","24.7"
"r_17","2014Q4","perc","25 - 34","1","13.2"
"r_17","2014Q4","perc","35 - 44","1","9.1"
"r_17","2014Q4","perc","45 - 54","1","8.9"
"r_17","2014Q4","perc","55 - 64","1","12"
"r_17","2014Q4","perc","65+","1","(5.5)"
"r_17","2014Q4","perc","0","2","9.7"
"r_17","2014Q4","perc","15 - 64","2","9.7"
"r_17","2014Q4","perc","20 - 64","2","9.5"
"r_17","2014Q4","perc","15 - 29","2","16.5"
"r_17","2014Q4","perc","15 - 24","2","23.1"
"r_17","2014Q4","perc","25 - 34","2","10.4"
"r_17","2014Q4","perc","35 - 44","2","8.2"
"r_17","2014Q4","perc","45 - 54","2","8.1"
"r_17","2014Q4","perc","55 - 64","2","9.9"
"r_17","2014Q4","perc","65+","2","(4.8)"
"r_17","2015Q1","perc","0","0","10.6"
"r_17","2015Q1","perc","15 - 64","0","10.7"
"r_17","2015Q1","perc","20 - 64","0","10.5"
"r_17","2015Q1","perc","15 - 29","0","16.9"
"r_17","2015Q1","perc","15 - 24","0","23.2"
"r_17","2015Q1","perc","25 - 34","0","12.3"
"r_17","2015Q1","perc","35 - 44","0","8.6"
"r_17","2015Q1","perc","45 - 54","0","8.7"
"r_17","2015Q1","perc","55 - 64","0","10.7"
"r_17","2015Q1","perc","65+","0","(5.5)"
"r_17","2015Q1","perc","0","1","11.4"
"r_17","2015Q1","perc","15 - 64","1","11.5"
"r_17","2015Q1","perc","20 - 64","1","11.3"
"r_17","2015Q1","perc","15 - 29","1","18.4"
"r_17","2015Q1","perc","15 - 24","1","23.1"
"r_17","2015Q1","perc","25 - 34","1","13.5"
"r_17","2015Q1","perc","35 - 44","1","8.9"
"r_17","2015Q1","perc","45 - 54","1","9.3"
"r_17","2015Q1","perc","55 - 64","1","11.7"
"r_17","2015Q1","perc","65+","1","(5.8)"
"r_17","2015Q1","perc","0","2","9.7"
"r_17","2015Q1","perc","15 - 64","2","9.8"
"r_17","2015Q1","perc","20 - 64","2","9.6"
"r_17","2015Q1","perc","15 - 29","2","15"
"r_17","2015Q1","perc","15 - 24","2","23.4"
"r_17","2015Q1","perc","25 - 34","2","10.8"
"r_17","2015Q1","perc","35 - 44","2","8.3"
"r_17","2015Q1","perc","45 - 54","2","8.1"
"r_17","2015Q1","perc","55 - 64","2","9.6"
"r_17","2015Q1","perc","65+","2","(4.9)"
"r_17","2015Q2","perc","0","0","9.9"
"r_17","2015Q2","perc","15 - 64","0","10"
"r_17","2015Q2","perc","20 - 64","0","9.8"
"r_17","2015Q2","perc","15 - 29","0","13.9"
"r_17","2015Q2","perc","15 - 24","0","21.9"
"r_17","2015Q2","perc","25 - 34","0","10.4"
"r_17","2015Q2","perc","35 - 44","0","9.1"
"r_17","2015Q2","perc","45 - 54","0","8.5"
"r_17","2015Q2","perc","55 - 64","0","9.3"
"r_17","2015Q2","perc","65+","0","(4.9)"
"r_17","2015Q2","perc","0","1","10.9"
"r_17","2015Q2","perc","15 - 64","1","11"
"r_17","2015Q2","perc","20 - 64","1","10.9"
"r_17","2015Q2","perc","15 - 29","1","14.2"
"r_17","2015Q2","perc","15 - 24","1","21.5"
"r_17","2015Q2","perc","25 - 34","1","10.9"
"r_17","2015Q2","perc","35 - 44","1","10.2"
"r_17","2015Q2","perc","45 - 54","1","9.7"
"r_17","2015Q2","perc","55 - 64","1","10.2"
"r_17","2015Q2","perc","65+","1","(5.1)"
"r_17","2015Q2","perc","0","2","8.8"
"r_17","2015Q2","perc","15 - 64","2","8.8"
"r_17","2015Q2","perc","20 - 64","2","8.7"
"r_17","2015Q2","perc","15 - 29","2","13.3"
"r_17","2015Q2","perc","15 - 24","2","22.7"
"r_17","2015Q2","perc","25 - 34","2","9.7"
"r_17","2015Q2","perc","35 - 44","2","7.8"
"r_17","2015Q2","perc","45 - 54","2","7.2"
"r_17","2015Q2","perc","55 - 64","2","8.3"
"r_17","2015Q2","perc","65+","2","(4.6)"
"r_17","2015Q3","perc","0","0","8.3"
"r_17","2015Q3","perc","15 - 64","0","8.3"
"r_17","2015Q3","perc","20 - 64","0","8.1"
"r_17","2015Q3","perc","15 - 29","0","12.4"
"r_17","2015Q3","perc","15 - 24","0","19.2"
"r_17","2015Q3","perc","25 - 34","0","8.6"
"r_17","2015Q3","perc","35 - 44","0","7.4"
"r_17","2015Q3","perc","45 - 54","0","7.3"
"r_17","2015Q3","perc","55 - 64","0","7.3"
"r_17","2015Q3","perc","65+","0","(4.1)"
"r_17","2015Q3","perc","0","1","8.8"
"r_17","2015Q3","perc","15 - 64","1","8.9"
"r_17","2015Q3","perc","20 - 64","1","8.7"
"r_17","2015Q3","perc","15 - 29","1","12.1"
"r_17","2015Q3","perc","15 - 24","1","19.3"
"r_17","2015Q3","perc","25 - 34","1","8.7"
"r_17","2015Q3","perc","35 - 44","1","8"
"r_17","2015Q3","perc","45 - 54","1","8.2"
"r_17","2015Q3","perc","55 - 64","1","7.6"
"r_17","2015Q3","perc","65+","1","(4.3)"
"r_17","2015Q3","perc","0","2","7.6"
"r_17","2015Q3","perc","15 - 64","2","7.7"
"r_17","2015Q3","perc","20 - 64","2","7.5"
"r_17","2015Q3","perc","15 - 29","2","12.9"
"r_17","2015Q3","perc","15 - 24","2","19.1"
"r_17","2015Q3","perc","25 - 34","2","8.5"
"r_17","2015Q3","perc","35 - 44","2","6.7"
"r_17","2015Q3","perc","45 - 54","2","6.3"
"r_17","2015Q3","perc","55 - 64","2","7"
"r_17","2015Q3","perc","65+","2","(4.0)"
"r_17","2015Q4","perc","0","0","7.9"
"r_17","2015Q4","perc","15 - 64","0","8"
"r_17","2015Q4","perc","20 - 64","0","7.8"
"r_17","2015Q4","perc","15 - 29","0","14.5"
"r_17","2015Q4","perc","15 - 24","0","22.4"
"r_17","2015Q4","perc","25 - 34","0","8.7"
"r_17","2015Q4","perc","35 - 44","0","6"
"r_17","2015Q4","perc","45 - 54","0","6.9"
"r_17","2015Q4","perc","55 - 64","0","7.6"
"r_17","2015Q4","perc","65+","0","(2.7)"
"r_17","2015Q4","perc","0","1","8"
"r_17","2015Q4","perc","15 - 64","1","8.2"
"r_17","2015Q4","perc","20 - 64","1","7.9"
"r_17","2015Q4","perc","15 - 29","1","15"
"r_17","2015Q4","perc","15 - 24","1","21.2"
"r_17","2015Q4","perc","25 - 34","1","9.3"
"r_17","2015Q4","perc","35 - 44","1","6"
"r_17","2015Q4","perc","45 - 54","1","6.6"
"r_17","2015Q4","perc","55 - 64","1","8.2"
"r_17","2015Q4","perc","65+","1","(2.4)"
"r_17","2015Q4","perc","0","2","7.6"
"r_17","2015Q4","perc","15 - 64","2","7.7"
"r_17","2015Q4","perc","20 - 64","2","7.5"
"r_17","2015Q4","perc","15 - 29","2","13.9"
"r_17","2015Q4","perc","15 - 24","2","24.1"
