RevisionColumn,periods,Units,Indicators,ValueColumn
"r_3","2010","1000BGN","3.1.2.4.3.2.1.3","22035"
"r_3","2011","1000BGN","3.1.2.4.3.2.1.3","31999"
"r_3","2012","1000BGN","3.1.2.4.3.2.1.3","48692"
"r_3","2013","1000BGN","3.1.2.4.3.2.1.3","67112"
"r_3","2014","1000BGN","3.1.2.4.3.2.1.3","68427"
"r_3","2015","1000BGN","3.1.2.4.3.2.1.3","90155"
"r_3","2016","1000BGN","3.1.2.4.3.2.1.3","117069"
"r_3","2017","1000BGN","3.1.2.4.3.2.1.3","141960"
"r_3","2018","1000BGN","3.1.2.4.3.2.1.3","178641"
"r_3","2019","1000BGN","3.1.2.4.3.2.1.3","195500"
"r_3","2020","1000BGN","3.1.2.4.3.2.1.3","168994"
"r_3","2021","1000BGN","3.1.2.4.3.2.1.3","197416"
"r_3","2005","1000BGN","3.1.2.4.3.2.1.3.1","-24271"
"r_3","2006","1000BGN","3.1.2.4.3.2.1.3.1","-23022"
"r_3","2007","1000BGN","3.1.2.4.3.2.1.3.1","-11654"
"r_3","2008","1000BGN","3.1.2.4.3.2.1.3.1","13062"
"r_3","2009","1000BGN","3.1.2.4.3.2.1.3.1","-1924"
"r_3","2010","1000BGN","3.1.2.4.3.2.1.3.1","2116"
"r_3","2011","1000BGN","3.1.2.4.3.2.1.3.1","9291"
"r_3","2012","1000BGN","3.1.2.4.3.2.1.3.1","17038"
"r_3","2013","1000BGN","3.1.2.4.3.2.1.3.1","30197"
"r_3","2014","1000BGN","3.1.2.4.3.2.1.3.1","27852"
"r_3","2015","1000BGN","3.1.2.4.3.2.1.3.1","41726"
"r_3","2016","1000BGN","3.1.2.4.3.2.1.3.1","58517"
"r_3","2017","1000BGN","3.1.2.4.3.2.1.3.1","80456"
"r_3","2018","1000BGN","3.1.2.4.3.2.1.3.1","119498"
"r_3","2019","1000BGN","3.1.2.4.3.2.1.3.1","141506"
"r_3","2020","1000BGN","3.1.2.4.3.2.1.3.1","113039"
"r_3","2021","1000BGN","3.1.2.4.3.2.1.3.1","124446"
"r_3","2005","1000BGN","3.1.2.4.3.2.1.3.2","2898"
"r_3","2006","1000BGN","3.1.2.4.3.2.1.3.2","10630"
"r_3","2007","1000BGN","3.1.2.4.3.2.1.3.2","33121"
"r_3","2008","1000BGN","3.1.2.4.3.2.1.3.2","-7412"
"r_3","2009","1000BGN","3.1.2.4.3.2.1.3.2","16597"
"r_3","2010","1000BGN","3.1.2.4.3.2.1.3.2","19919"
"r_3","2011","1000BGN","3.1.2.4.3.2.1.3.2","22708"
"r_3","2012","1000BGN","3.1.2.4.3.2.1.3.2","31654"
"r_3","2013","1000BGN","3.1.2.4.3.2.1.3.2","36915"
"r_3","2014","1000BGN","3.1.2.4.3.2.1.3.2","40575"
"r_3","2015","1000BGN","3.1.2.4.3.2.1.3.2","48429"
"r_3","2016","1000BGN","3.1.2.4.3.2.1.3.2","58552"
"r_3","2017","1000BGN","3.1.2.4.3.2.1.3.2","61504"
"r_3","2018","1000BGN","3.1.2.4.3.2.1.3.2","59143"
"r_3","2019","1000BGN","3.1.2.4.3.2.1.3.2","53994"
"r_3","2020","1000BGN","3.1.2.4.3.2.1.3.2","55955"
"r_3","2021","1000BGN","3.1.2.4.3.2.1.3.2","72970"
"r_3","2005","1000BGN","3.1.2.4.3.2.2","4292"
"r_3","2006","1000BGN","3.1.2.4.3.2.2","8718"
"r_3","2007","1000BGN","3.1.2.4.3.2.2","17943"
"r_3","2008","1000BGN","3.1.2.4.3.2.2","20056"
"r_3","2009","1000BGN","3.1.2.4.3.2.2","29610"
"r_3","2010","1000BGN","3.1.2.4.3.2.2","38063"
"r_3","2011","1000BGN","3.1.2.4.3.2.2","43557"
"r_3","2012","1000BGN","3.1.2.4.3.2.2","58919"
"r_3","2013","1000BGN","3.1.2.4.3.2.2","73018"
"r_3","2014","1000BGN","3.1.2.4.3.2.2","91252"
"r_3","2015","1000BGN","3.1.2.4.3.2.2","103893"
"r_3","2016","1000BGN","3.1.2.4.3.2.2","121651"
"r_3","2017","1000BGN","3.1.2.4.3.2.2","142133"
"r_3","2018","1000BGN","3.1.2.4.3.2.2","146210"
"r_3","2019","1000BGN","3.1.2.4.3.2.2","174389"
"r_3","2020","1000BGN","3.1.2.4.3.2.2","193793"
"r_3","2021","1000BGN","3.1.2.4.3.2.2","207085"
"r_3","2005","1000BGN","3.1.2.4.3.2.2.1","52"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.1","146"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.1","147"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.1","790"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.1","987"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.1","1142"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.1","1190"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.1","1425"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.1",".."
"r_3","2014","1000BGN","3.1.2.4.3.2.2.1",".."
"r_3","2015","1000BGN","3.1.2.4.3.2.2.1","1790"
"r_3","2016","1000BGN","3.1.2.4.3.2.2.1","2046"
"r_3","2017","1000BGN","3.1.2.4.3.2.2.1","2423"
"r_3","2018","1000BGN","3.1.2.4.3.2.2.1","2803"
"r_3","2019","1000BGN","3.1.2.4.3.2.2.1","3501"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.1","3728"
"r_3","2021","1000BGN","3.1.2.4.3.2.2.1",".."
"r_3","2005","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2014","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2015","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2016","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2017","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2018","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2019","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.2","-"
"r_3","2021","1000BGN","3.1.2.4.3.2.2.2",".."
"r_3","2005","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2014","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2015","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2016","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2017","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2018","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2019","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.3","-"
"r_3","2021","1000BGN","3.1.2.4.3.2.2.3","83718"
"r_3","2005","1000BGN","3.1.2.4.3.2.2.1.1","0"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.1.1","1"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.1.1","1"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.1.1","6"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.1.1","21"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.1.1","52"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.1.1","79"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.1.1","110"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.1.1","158"
"r_3","2014","1000BGN","3.1.2.4.3.2.2.1.1","251"
"r_3","2015","1000BGN","3.1.2.4.3.2.2.1.1",".."
"r_3","2016","1000BGN","3.1.2.4.3.2.2.1.1",".."
"r_3","2017","1000BGN","3.1.2.4.3.2.2.1.1",".."
"r_3","2018","1000BGN","3.1.2.4.3.2.2.1.1",".."
"r_3","2019","1000BGN","3.1.2.4.3.2.2.1.1","1512"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.1.1",".."
"r_3","2021","1000BGN","3.1.2.4.3.2.2.1.1","#"
"r_3","2005","1000BGN","3.1.2.4.3.2.2.1.2","52"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.1.2","145"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.1.2","146"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.1.2","784"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.1.2","966"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.1.2","1090"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.1.2","1111"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.1.2","1315"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.1.2",".."
"r_3","2014","1000BGN","3.1.2.4.3.2.2.1.2",".."
"r_3","2015","1000BGN","3.1.2.4.3.2.2.1.2",".."
"r_3","2016","1000BGN","3.1.2.4.3.2.2.1.2",".."
"r_3","2017","1000BGN","3.1.2.4.3.2.2.1.2",".."
"r_3","2018","1000BGN","3.1.2.4.3.2.2.1.2",".."
"r_3","2019","1000BGN","3.1.2.4.3.2.2.1.2","1989"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.1.2",".."
"r_3","2021","1000BGN","3.1.2.4.3.2.2.1.2","#"
"r_3","2005","1000BGN","3.1.2.4.3.2.2.4","4240"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.4","8572"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.4","17796"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.4","19266"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.4","28623"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.4","36921"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.4","42367"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.4","57494"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.4",".."
"r_3","2014","1000BGN","3.1.2.4.3.2.2.4",".."
"r_3","2015","1000BGN","3.1.2.4.3.2.2.4","102103"
"r_3","2016","1000BGN","3.1.2.4.3.2.2.4","119605"
"r_3","2017","1000BGN","3.1.2.4.3.2.2.4","139710"
"r_3","2018","1000BGN","3.1.2.4.3.2.2.4","143407"
"r_3","2019","1000BGN","3.1.2.4.3.2.2.4","170888"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.4","190065"
"r_3","2021","1000BGN","3.1.2.4.3.2.2.4","118906"
"r_3","2005","1000BGN","3.1.2.4.3.2.2.2.1","2703"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.2.1","5914"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.2.1","13222"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.2.1","15207"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.2.1","23764"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.2.1","31307"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.2.1","37034"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.2.1","50786"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.2.1","63544"
"r_3","2014","1000BGN","3.1.2.4.3.2.2.2.1","80133"
"r_3","2015","1000BGN","3.1.2.4.3.2.2.2.1","91709"
"r_3","2016","1000BGN","3.1.2.4.3.2.2.2.1","107989"
"r_3","2017","1000BGN","3.1.2.4.3.2.2.2.1","126200"
"r_3","2018","1000BGN","3.1.2.4.3.2.2.2.1","129971"
"r_3","2019","1000BGN","3.1.2.4.3.2.2.2.1","155670"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.2.1","173991"
"r_3","2021","1000BGN","3.1.2.4.3.2.2.2.1","107269"
"r_3","2005","1000BGN","3.1.2.4.3.2.2.2.2","1537"
"r_3","2006","1000BGN","3.1.2.4.3.2.2.2.2","2658"
"r_3","2007","1000BGN","3.1.2.4.3.2.2.2.2","4574"
"r_3","2008","1000BGN","3.1.2.4.3.2.2.2.2","4059"
"r_3","2009","1000BGN","3.1.2.4.3.2.2.2.2","4859"
"r_3","2010","1000BGN","3.1.2.4.3.2.2.2.2","5614"
"r_3","2011","1000BGN","3.1.2.4.3.2.2.2.2","5333"
"r_3","2012","1000BGN","3.1.2.4.3.2.2.2.2","6708"
"r_3","2013","1000BGN","3.1.2.4.3.2.2.2.2",".."
"r_3","2014","1000BGN","3.1.2.4.3.2.2.2.2",".."
"r_3","2015","1000BGN","3.1.2.4.3.2.2.2.2","10394"
"r_3","2016","1000BGN","3.1.2.4.3.2.2.2.2","11616"
"r_3","2017","1000BGN","3.1.2.4.3.2.2.2.2","13510"
"r_3","2018","1000BGN","3.1.2.4.3.2.2.2.2","13436"
"r_3","2019","1000BGN","3.1.2.4.3.2.2.2.2","15218"
"r_3","2020","1000BGN","3.1.2.4.3.2.2.2.2","16074"
"r_3","2021","1000BGN","3.1.2.4.3.2.2.2.2","11637"
"r_3","2005","1000BGN","3.1.2.4.3.2.3","36"
"r_3","2006","1000BGN","3.1.2.4.3.2.3","1366"
"r_3","2007","1000BGN","3.1.2.4.3.2.3","863"
"r_3","2008","1000BGN","3.1.2.4.3.2.3","500"
"r_3","2009","1000BGN","3.1.2.4.3.2.3","400"
"r_3","2010","1000BGN","3.1.2.4.3.2.3","368"
"r_3","2011","1000BGN","3.1.2.4.3.2.3","305"
"r_3","2012","1000BGN","3.1.2.4.3.2.3","303"
"r_3","2013","1000BGN","3.1.2.4.3.2.3","380"
"r_3","2014","1000BGN","3.1.2.4.3.2.3","376"
"r_3","2015","1000BGN","3.1.2.4.3.2.3","314"
"r_3","2016","1000BGN","3.1.2.4.3.2.3","286"
"r_3","2017","1000BGN","3.1.2.4.3.2.3","306"
"r_3","2018","1000BGN","3.1.2.4.3.2.3","508"
"r_3","2019","1000BGN","3.1.2.4.3.2.3","8604"
"r_3","2020","1000BGN","3.1.2.4.3.2.3","9239"
"r_3","2021","1000BGN","3.1.2.4.3.2.3","12810"
"r_3","2005","1000BGN","3.1.2.4.3.2.3.1","36"
"r_3","2006","1000BGN","3.1.2.4.3.2.3.1","1366"
"r_3","2007","1000BGN","3.1.2.4.3.2.3.1","804"
"r_3","2008","1000BGN","3.1.2.4.3.2.3.1","436"
"r_3","2009","1000BGN","3.1.2.4.3.2.3.1","340"
"r_3","2010","1000BGN","3.1.2.4.3.2.3.1","326"
"r_3","2011","1000BGN","3.1.2.4.3.2.3.1","256"
"r_3","2012","1000BGN","3.1.2.4.3.2.3.1","253"
"r_3","2013","1000BGN","3.1.2.4.3.2.3.1","317"
"r_3","2014","1000BGN","3.1.2.4.3.2.3.1","309"
"r_3","2015","1000BGN","3.1.2.4.3.2.3.1","245"
"r_3","2016","1000BGN","3.1.2.4.3.2.3.1","214"
"r_3","2017","1000BGN","3.1.2.4.3.2.3.1",".."
"r_3","2018","1000BGN","3.1.2.4.3.2.3.1","337"
"r_3","2019","1000BGN","3.1.2.4.3.2.3.1",".."
"r_3","2020","1000BGN","3.1.2.4.3.2.3.1",".."
"r_3","2021","1000BGN","3.1.2.4.3.2.3.1",".."
"r_3","2005","1000BGN","3.1.2.4.3.2.3.2","0"
"r_3","2006","1000BGN","3.1.2.4.3.2.3.2","0"
"r_3","2007","1000BGN","3.1.2.4.3.2.3.2","59"
"r_3","2008","1000BGN","3.1.2.4.3.2.3.2","64"
"r_3","2009","1000BGN","3.1.2.4.3.2.3.2","60"
"r_3","2010","1000BGN","3.1.2.4.3.2.3.2","42"
"r_3","2011","1000BGN","3.1.2.4.3.2.3.2","49"
"r_3","2012","1000BGN","3.1.2.4.3.2.3.2","50"
"r_3","2013","1000BGN","3.1.2.4.3.2.3.2","63"
"r_3","2014","1000BGN","3.1.2.4.3.2.3.2","67"
"r_3","2015","1000BGN","3.1.2.4.3.2.3.2","69"
"r_3","2016","1000BGN","3.1.2.4.3.2.3.2","72"
"r_3","2017","1000BGN","3.1.2.4.3.2.3.2",".."
"r_3","2018","1000BGN","3.1.2.4.3.2.3.2","171"
"r_3","2019","1000BGN","3.1.2.4.3.2.3.2",".."
"r_3","2020","1000BGN","3.1.2.4.3.2.3.2",".."
"r_3","2021","1000BGN","3.1.2.4.3.2.3.2",".."
"r_3","2005","1000BGN","3.1.2.4.3.2.4","2530"
"r_3","2006","1000BGN","3.1.2.4.3.2.4","2429"
"r_3","2007","1000BGN","3.1.2.4.3.2.4","6046"
"r_3","2008","1000BGN","3.1.2.4.3.2.4","4480"
"r_3","2009","1000BGN","3.1.2.4.3.2.4","5102"
"r_3","2010","1000BGN","3.1.2.4.3.2.4","7912"
"r_3","2011","1000BGN","3.1.2.4.3.2.4","7433"
"r_3","2012","1000BGN","3.1.2.4.3.2.4","7661"
"r_3","2013","1000BGN","3.1.2.4.3.2.4","11743"
"r_3","2014","1000BGN","3.1.2.4.3.2.4","12270"
"r_3","2015","1000BGN","3.1.2.4.3.2.4","10611"
"r_3","2016","1000BGN","3.1.2.4.3.2.4","27843"
"r_3","2017","1000BGN","3.1.2.4.3.2.4","12662"
"r_3","2018","1000BGN","3.1.2.4.3.2.4","15534"
"r_3","2019","1000BGN","3.1.2.4.3.2.4","16579"
"r_3","2020","1000BGN","3.1.2.4.3.2.4","16008"
"r_3","2021","1000BGN","3.1.2.4.3.2.4","15213"
"r_3","2005","1000BGN","3.1.2.4.3.2.4.1","2530"
"r_3","2006","1000BGN","3.1.2.4.3.2.4.1","2429"
"r_3","2007","1000BGN","3.1.2.4.3.2.4.1","6046"
"r_3","2008","1000BGN","3.1.2.4.3.2.4.1","4480"
"r_3","2009","1000BGN","3.1.2.4.3.2.4.1","5102"
"r_3","2010","1000BGN","3.1.2.4.3.2.4.1","7900"
"r_3","2011","1000BGN","3.1.2.4.3.2.4.1","7431"
"r_3","2012","1000BGN","3.1.2.4.3.2.4.1","4659"
"r_3","2013","1000BGN","3.1.2.4.3.2.4.1","11743"
"r_3","2014","1000BGN","3.1.2.4.3.2.4.1","12270"
"r_3","2015","1000BGN","3.1.2.4.3.2.4.1",".."
"r_3","2016","1000BGN","3.1.2.4.3.2.4.1","27843"
"r_3","2017","1000BGN","3.1.2.4.3.2.4.1","12662"
"r_3","2018","1000BGN","3.1.2.4.3.2.4.1",".."
"r_3","2019","1000BGN","3.1.2.4.3.2.4.1",".."
"r_3","2020","1000BGN","3.1.2.4.3.2.4.1",".."
"r_3","2021","1000BGN","3.1.2.4.3.2.4.1",".."
"r_3","2005","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2006","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2007","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2008","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2009","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2010","1000BGN","3.1.2.4.3.2.4.2","12"
"r_3","2011","1000BGN","3.1.2.4.3.2.4.2","2"
"r_3","2012","1000BGN","3.1.2.4.3.2.4.2","2"
"r_3","2013","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2014","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2015","1000BGN","3.1.2.4.3.2.4.2",".."
"r_3","2016","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2017","1000BGN","3.1.2.4.3.2.4.2","0"
"r_3","2018","1000BGN","3.1.2.4.3.2.4.2",".."
"r_3","2019","1000BGN","3.1.2.4.3.2.4.2",".."
"r_3","2020","1000BGN","3.1.2.4.3.2.4.2",".."
"r_3","2021","1000BGN","3.1.2.4.3.2.4.2",".."
"r_3","2005","1000BGN","3.1.2.4.3.2","48969"
"r_3","2006","1000BGN","3.1.2.4.3.2","72042"
"r_3","2007","1000BGN","3.1.2.4.3.2","115702"
"r_3","2008","1000BGN","3.1.2.4.3.2","105719"
"r_3","2009","1000BGN","3.1.2.4.3.2","127505"
"r_3","2010","1000BGN","3.1.2.4.3.2","145900"
"r_3","2011","1000BGN","3.1.2.4.3.2","161319"
"r_3","2012","1000BGN","3.1.2.4.3.2","194863"
"r_3","2013","1000BGN","3.1.2.4.3.2","231867"
"r_3","2014","1000BGN","3.1.2.4.3.2","257839"
"r_3","2015","1000BGN","3.1.2.4.3.2","286905"
"r_3","2016","1000BGN","3.1.2.4.3.2","349187"
"r_3","2017","1000BGN","3.1.2.4.3.2","380036"
"r_3","2018","1000BGN","3.1.2.4.3.2","421045"
"r_3","2019","1000BGN","3.1.2.4.3.2","475447"
"r_3","2020","1000BGN","3.1.2.4.3.2","469245"
"r_3","2021","1000BGN","3.1.2.4.3.2","538304"
"r_4","2022","1000BGN","3.1.2.4.3.1.1","116849"
"r_4","2022","1000BGN","3.1.2.4.3.1.1.1","7608"
"r_4","2022","1000BGN","3.1.2.4.3.1.1.2","2407"
"r_4","2022","1000BGN","3.1.2.4.3.1.1.3","102680"
"r_4","2022","1000BGN","3.1.2.4.3.1.1.4","2770"
"r_4","2022","1000BGN","3.1.2.4.3.1.1.5","1384"
"r_4","2022","1000BGN","3.1.2.4.3.1.2","10359"
"r_4","2022","1000BGN","3.1.2.4.3.1.3","48824"
"r_4","2022","1000BGN","3.1.2.4.3.1.4","365449"
"r_4","2022","1000BGN","3.1.2.4.3.1.4.1",".."
"r_4","2022","1000BGN","3.1.2.4.3.1.4.2",".."
"r_4","2022","1000BGN","3.1.2.4.3.1.4.3","269586"
"r_4","2022","1000BGN","3.1.2.4.3.1.4.4","73613"
"r_4","2022","1000BGN","3.1.2.4.3.1.4.5","#"
"r_4","2022","1000BGN","3.1.2.4.3.1","542587"
"r_4","2022","1000BGN","3.1.2.4.3.2.1","312642"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.1","101234"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.1.1","101234"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.1.2","#"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.1.3","0"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.2","10551"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.2.1",".."
"r_4","2022","1000BGN","3.1.2.4.3.2.1.2.2",".."
"r_4","2022","1000BGN","3.1.2.4.3.2.1.2.3","8149"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.3","200857"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.3.1","132195"
"r_4","2022","1000BGN","3.1.2.4.3.2.1.3.2","68662"
"r_4","2022","1000BGN","3.1.2.4.3.2.2","201590"
"r_4","2022","1000BGN","3.1.2.4.3.2.2.1",".."
"r_4","2022","1000BGN","3.1.2.4.3.2.2.2",".."
"r_4","2022","1000BGN","3.1.2.4.3.2.2.3","82751"
"r_4","2022","1000BGN","3.1.2.4.3.2.2.1.1","#"
"r_4","2022","1000BGN","3.1.2.4.3.2.2.1.2","#"
"r_4","2022","1000BGN","3.1.2.4.3.2.2.4","114496"
"r_4","2022","1000BGN","3.1.2.4.3.2.2.2.1","104050"
"r_4","2022","1000BGN","3.1.2.4.3.2.2.2.2","10446"
"r_4","2022","1000BGN","3.1.2.4.3.2.3","11868"
"r_4","2022","1000BGN","3.1.2.4.3.2.3.1",".."
"r_4","2022","1000BGN","3.1.2.4.3.2.3.2",".."
"r_4","2022","1000BGN","3.1.2.4.3.2.4","16487"
"r_4","2022","1000BGN","3.1.2.4.3.2.4.1",".."
"r_4","2022","1000BGN","3.1.2.4.3.2.4.2",".."
"r_4","2022","1000BGN","3.1.2.4.3.2","542587"
"r_5","2023","1000BGN","3.1.2.4.3.1.1","128208"
"r_5","2023","1000BGN","3.1.2.4.3.1.1.1","7621"
"r_5","2023","1000BGN","3.1.2.4.3.1.1.2","2245"
"r_5","2023","1000BGN","3.1.2.4.3.1.1.3","113648"
"r_5","2023","1000BGN","3.1.2.4.3.1.1.4","2846"
"r_5","2023","1000BGN","3.1.2.4.3.1.1.5","1848"
"r_5","2023","1000BGN","3.1.2.4.3.1.2","8724"
"r_5","2023","1000BGN","3.1.2.4.3.1.3","56155"
"r_5","2023","1000BGN","3.1.2.4.3.1.4","426725"
"r_5","2023","1000BGN","3.1.2.4.3.1.4.1",".."
"r_5","2023","1000BGN","3.1.2.4.3.1.4.2",".."
"r_5","2023","1000BGN","3.1.2.4.3.1.4.3","327948"
"r_5","2023","1000BGN","3.1.2.4.3.1.4.4","68642"
"r_5","2023","1000BGN","3.1.2.4.3.1.4.5","#"
"r_5","2023","1000BGN","3.1.2.4.3.1","621412"
"r_5","2023","1000BGN","3.1.2.4.3.2.1","348685"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.1","101264"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.1.1","101264"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.1.2","#"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.1.3","0"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.2","11068"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.2.1",".."
"r_5","2023","1000BGN","3.1.2.4.3.2.1.2.2",".."
"r_5","2023","1000BGN","3.1.2.4.3.2.1.2.3","8723"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.3","236353"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.3.1","141587"
"r_5","2023","1000BGN","3.1.2.4.3.2.1.3.2","94766"
"r_5","2023","1000BGN","3.1.2.4.3.2.2","243417"
"r_5","2023","1000BGN","3.1.2.4.3.2.2.1",".."
"r_5","2023","1000BGN","3.1.2.4.3.2.2.2",".."
"r_5","2023","1000BGN","3.1.2.4.3.2.2.3","99670"
"r_5","2023","1000BGN","3.1.2.4.3.2.2.1.1","#"
"r_5","2023","1000BGN","3.1.2.4.3.2.2.1.2","#"
"r_5","2023","1000BGN","3.1.2.4.3.2.2.4","139802"
"r_5","2023","1000BGN","3.1.2.4.3.2.2.2.1","128002"
"r_5","2023","1000BGN","3.1.2.4.3.2.2.2.2","11800"
"r_5","2023","1000BGN","3.1.2.4.3.2.3","11000"
"r_5","2023","1000BGN","3.1.2.4.3.2.3.1",".."
"r_5","2023","1000BGN","3.1.2.4.3.2.3.2",".."
"r_5","2023","1000BGN","3.1.2.4.3.2.4","18310"
"r_5","2023","1000BGN","3.1.2.4.3.2.4.1",".."
"r_5","2023","1000BGN","3.1.2.4.3.2.4.2",".."
"r_5","2023","1000BGN","3.1.2.4.3.2","621412"
"r_6","2024","1000BGN","3.1.2.4.3.1.1","157762"
"r_6","2024","1000BGN","3.1.2.4.3.1.1.1","8683"
"r_6","2024","1000BGN","3.1.2.4.3.1.1.2",".."
"r_6","2024","1000BGN","3.1.2.4.3.1.1.3","141267"
"r_6","2024","1000BGN","3.1.2.4.3.1.1.4",".."
"r_6","2024","1000BGN","3.1.2.4.3.1.1.5","2204"
"r_6","2024","1000BGN","3.1.2.4.3.1.2","8966"
"r_6","2024","1000BGN","3.1.2.4.3.1.3","62476"
"r_6","2024","1000BGN","3.1.2.4.3.1.4","479192"
"r_6","2024","1000BGN","3.1.2.4.3.1.4.1",".."
"r_6","2024","1000BGN","3.1.2.4.3.1.4.2",".."
