RevisionColumn,NKPD2011_CLS,Units,periods,GenderID,ValueColumn
"r_2","9","1000cp","2012Q1","1","145.6"
"r_2","9","1000cp","2012Q1","2","127.4"
"r_2","9","1000cp","2012Q2","0","302.5"
"r_2","9","1000cp","2012Q2","1","163"
"r_2","9","1000cp","2012Q2","2","139.5"
"r_2","9","1000cp","2012Q3","0","310.4"
"r_2","9","1000cp","2012Q3","1","182.6"
"r_2","9","1000cp","2012Q3","2","127.8"
"r_2","9","1000cp","2012Q4","0","292.6"
"r_2","9","1000cp","2012Q4","1","172"
"r_2","9","1000cp","2012Q4","2","120.6"
"r_2","9","1000cp","2013Q1","0","289.5"
"r_2","9","1000cp","2013Q1","1","160.3"
"r_2","9","1000cp","2013Q1","2","129.2"
"r_2","9","1000cp","2013Q2","0","315.5"
"r_2","9","1000cp","2013Q2","1","183.7"
"r_2","9","1000cp","2013Q2","2","131.9"
"r_2","9","1000cp","2013Q3","0","327.7"
"r_2","9","1000cp","2013Q3","1","198.9"
"r_2","9","1000cp","2013Q3","2","128.8"
"r_2","9","1000cp","2013Q4","0","301.1"
"r_2","9","1000cp","2013Q4","1","175.9"
"r_2","9","1000cp","2013Q4","2","125.2"
"r_2","9","1000cp","2014Q1","0","295"
"r_2","9","1000cp","2014Q1","1","172.1"
"r_2","9","1000cp","2014Q1","2","122.9"
"r_2","9","1000cp","2014Q2","0","317.1"
"r_2","9","1000cp","2014Q2","1","191.7"
"r_2","9","1000cp","2014Q2","2","125.4"
"r_2","9","1000cp","2014Q3","0","339.2"
"r_2","9","1000cp","2014Q3","1","201.8"
"r_2","9","1000cp","2014Q3","2","137.4"
"r_2","9","1000cp","2014Q4","0","293.5"
"r_2","9","1000cp","2014Q4","1","176.2"
"r_2","9","1000cp","2014Q4","2","117.3"
"r_2","9","1000cp","2015Q1","0","285.4"
"r_2","9","1000cp","2015Q1","1","173.4"
"r_2","9","1000cp","2015Q1","2","112"
"r_2","9","1000cp","2015Q2","0","309.2"
"r_2","9","1000cp","2015Q2","1","188.2"
"r_2","9","1000cp","2015Q2","2","121"
"r_2","9","1000cp","2015Q3","0","328"
"r_2","9","1000cp","2015Q3","1","196"
"r_2","9","1000cp","2015Q3","2","132"
"r_2","9","1000cp","2015Q4","0","315.1"
"r_2","9","1000cp","2015Q4","1","190.9"
"r_2","9","1000cp","2015Q4","2","124.2"
"r_3","total","1000cp","2016Q1","0","2975.1"
"r_3","total","1000cp","2016Q1","1","1586.1"
"r_3","total","1000cp","2016Q1","2","1389.1"
"r_3","1","1000cp","2016Q1","0","179.1"
"r_3","1","1000cp","2016Q1","1","114.3"
"r_3","1","1000cp","2016Q1","2","64.9"
"r_3","2","1000cp","2016Q1","0","518"
"r_3","2","1000cp","2016Q1","1","175.8"
"r_3","2","1000cp","2016Q1","2","342.1"
"r_3","3","1000cp","2016Q1","0","276.9"
"r_3","3","1000cp","2016Q1","1","142.1"
"r_3","3","1000cp","2016Q1","2","134.8"
"r_3","4","1000cp","2016Q1","0","179.8"
"r_3","4","1000cp","2016Q1","1","51.1"
"r_3","4","1000cp","2016Q1","2","128.7"
"r_3","5","1000cp","2016Q1","0","618.5"
"r_3","5","1000cp","2016Q1","1","246.8"
"r_3","5","1000cp","2016Q1","2","371.7"
"r_3","6","1000cp","2016Q1","0","95.6"
"r_3","6","1000cp","2016Q1","1","63.6"
"r_3","6","1000cp","2016Q1","2","32.1"
"r_3","7","1000cp","2016Q1","0","389.9"
"r_3","7","1000cp","2016Q1","1","288.1"
"r_3","7","1000cp","2016Q1","2","101.8"
"r_3","8","1000cp","2016Q1","0","390.3"
"r_3","8","1000cp","2016Q1","1","294.7"
"r_3","8","1000cp","2016Q1","2","95.6"
"r_3","9","1000cp","2016Q1","0","300.2"
"r_3","9","1000cp","2016Q1","1","186.8"
"r_3","9","1000cp","2016Q1","2","113.4"
"r_4","total","1000cp","2016Q2","0","3033.4"
"r_4","total","1000cp","2016Q2","1","1608.3"
"r_4","total","1000cp","2016Q2","2","1425.1"
"r_4","1","1000cp","2016Q2","0","184.3"
"r_4","1","1000cp","2016Q2","1","115.4"
"r_4","1","1000cp","2016Q2","2","68.9"
"r_4","2","1000cp","2016Q2","0","510.1"
"r_4","2","1000cp","2016Q2","1","170.6"
"r_4","2","1000cp","2016Q2","2","339.5"
"r_4","3","1000cp","2016Q2","0","269"
"r_4","3","1000cp","2016Q2","1","140.1"
"r_4","3","1000cp","2016Q2","2","129"
"r_4","4","1000cp","2016Q2","0","181.1"
"r_4","4","1000cp","2016Q2","1","50"
"r_4","4","1000cp","2016Q2","2","131.1"
"r_4","5","1000cp","2016Q2","0","650.5"
"r_4","5","1000cp","2016Q2","1","259.2"
"r_4","5","1000cp","2016Q2","2","391.2"
"r_4","6","1000cp","2016Q2","0","120.6"
"r_4","6","1000cp","2016Q2","1","77.5"
"r_4","6","1000cp","2016Q2","2","43"
"r_4","7","1000cp","2016Q2","0","390.2"
"r_4","7","1000cp","2016Q2","1","293"
"r_4","7","1000cp","2016Q2","2","97.2"
"r_4","8","1000cp","2016Q2","0","381"
"r_4","8","1000cp","2016Q2","1","283.9"
"r_4","8","1000cp","2016Q2","2","97.1"
"r_4","9","1000cp","2016Q2","0","323.7"
"r_4","9","1000cp","2016Q2","1","198.9"
"r_4","9","1000cp","2016Q2","2","124.8"
"r_5","total","1000cp","2016Q3","0","3052.7"
"r_5","total","1000cp","2016Q3","1","1623.7"
"r_5","total","1000cp","2016Q3","2","1429.1"
"r_5","1","1000cp","2016Q3","0","181.9"
"r_5","1","1000cp","2016Q3","1","109.3"
"r_5","1","1000cp","2016Q3","2","72.6"
"r_5","2","1000cp","2016Q3","0","509.7"
"r_5","2","1000cp","2016Q3","1","167.5"
"r_5","2","1000cp","2016Q3","2","342.2"
"r_5","3","1000cp","2016Q3","0","291.7"
"r_5","3","1000cp","2016Q3","1","151.9"
"r_5","3","1000cp","2016Q3","2","139.8"
"r_5","4","1000cp","2016Q3","0","178.8"
"r_5","4","1000cp","2016Q3","1","51.7"
"r_5","4","1000cp","2016Q3","2","127.1"
"r_5","5","1000cp","2016Q3","0","653.5"
"r_5","5","1000cp","2016Q3","1","263.5"
"r_5","5","1000cp","2016Q3","2","389.9"
"r_5","6","1000cp","2016Q3","0","111.4"
"r_5","6","1000cp","2016Q3","1","69.6"
"r_5","6","1000cp","2016Q3","2","41.7"
"r_5","7","1000cp","2016Q3","0","389.7"
"r_5","7","1000cp","2016Q3","1","299.5"
"r_5","7","1000cp","2016Q3","2","90.3"
"r_5","8","1000cp","2016Q3","0","390.4"
"r_5","8","1000cp","2016Q3","1","293.1"
"r_5","8","1000cp","2016Q3","2","97.3"
"r_5","9","1000cp","2016Q3","0","323.1"
"r_5","9","1000cp","2016Q3","1","197.8"
"r_5","9","1000cp","2016Q3","2","125.3"
"r_6","total","1000cp","2016Q4","0","3005.9"
"r_6","total","1000cp","2016Q4","1","1612.6"
"r_6","total","1000cp","2016Q4","2","1393.4"
"r_6","1","1000cp","2016Q4","0","185.1"
"r_6","1","1000cp","2016Q4","1","114.8"
"r_6","1","1000cp","2016Q4","2","70.2"
"r_6","2","1000cp","2016Q4","0","510"
"r_6","2","1000cp","2016Q4","1","166.3"
"r_6","2","1000cp","2016Q4","2","343.7"
"r_6","3","1000cp","2016Q4","0","299.4"
"r_6","3","1000cp","2016Q4","1","155.4"
"r_6","3","1000cp","2016Q4","2","144"
"r_6","4","1000cp","2016Q4","0","172.7"
"r_6","4","1000cp","2016Q4","1","48.9"
"r_6","4","1000cp","2016Q4","2","123.8"
"r_6","5","1000cp","2016Q4","0","618.2"
"r_6","5","1000cp","2016Q4","1","251.9"
"r_6","5","1000cp","2016Q4","2","366.3"
"r_6","6","1000cp","2016Q4","0","92"
"r_6","6","1000cp","2016Q4","1","60.5"
"r_6","6","1000cp","2016Q4","2","31.4"
"r_6","7","1000cp","2016Q4","0","404.7"
"r_6","7","1000cp","2016Q4","1","305.1"
"r_6","7","1000cp","2016Q4","2","99.6"
"r_6","8","1000cp","2016Q4","0","395.8"
"r_6","8","1000cp","2016Q4","1","299.8"
"r_6","8","1000cp","2016Q4","2","96"
"r_6","9","1000cp","2016Q4","0","299.5"
"r_6","9","1000cp","2016Q4","1","186"
"r_6","9","1000cp","2016Q4","2","113.5"
"r_7","total","1000cp","2017Q1","0","3036.7"
"r_7","total","1000cp","2017Q1","1","1624.7"
"r_7","total","1000cp","2017Q1","2","1412"
"r_7","1","1000cp","2017Q1","0","182.1"
"r_7","1","1000cp","2017Q1","1","114.5"
"r_7","1","1000cp","2017Q1","2","67.6"
"r_7","2","1000cp","2017Q1","0","502.1"
"r_7","2","1000cp","2017Q1","1","169.1"
"r_7","2","1000cp","2017Q1","2","333"
"r_7","3","1000cp","2017Q1","0","297.3"
"r_7","3","1000cp","2017Q1","1","159.9"
"r_7","3","1000cp","2017Q1","2","137.4"
"r_7","4","1000cp","2017Q1","0","176.8"
"r_7","4","1000cp","2017Q1","1","50"
"r_7","4","1000cp","2017Q1","2","126.9"
"r_7","5","1000cp","2017Q1","0","641.6"
"r_7","5","1000cp","2017Q1","1","249.6"
"r_7","5","1000cp","2017Q1","2","392"
"r_7","6","1000cp","2017Q1","0","101.8"
"r_7","6","1000cp","2017Q1","1","69.2"
"r_7","6","1000cp","2017Q1","2","32.7"
"r_7","7","1000cp","2017Q1","0","405.5"
"r_7","7","1000cp","2017Q1","1","300.9"
"r_7","7","1000cp","2017Q1","2","104.6"
"r_7","8","1000cp","2017Q1","0","400.2"
"r_7","8","1000cp","2017Q1","1","305.4"
"r_7","8","1000cp","2017Q1","2","94.8"
"r_7","9","1000cp","2017Q1","0","302.9"
"r_7","9","1000cp","2017Q1","1","185"
"r_7","9","1000cp","2017Q1","2","117.9"
"r_8","total","1000cp","2017Q2","0","3171.7"
"r_8","total","1000cp","2017Q2","1","1681.4"
"r_8","total","1000cp","2017Q2","2","1490.4"
"r_8","1","1000cp","2017Q2","0","186.7"
"r_8","1","1000cp","2017Q2","1","114.5"
"r_8","1","1000cp","2017Q2","2","72.2"
"r_8","2","1000cp","2017Q2","0","504.8"
"r_8","2","1000cp","2017Q2","1","169.2"
"r_8","2","1000cp","2017Q2","2","335.6"
"r_8","3","1000cp","2017Q2","0","295.6"
"r_8","3","1000cp","2017Q2","1","161.7"
"r_8","3","1000cp","2017Q2","2","133.8"
"r_8","4","1000cp","2017Q2","0","203.4"
"r_8","4","1000cp","2017Q2","1","55.3"
"r_8","4","1000cp","2017Q2","2","148.1"
"r_8","5","1000cp","2017Q2","0","681"
"r_8","5","1000cp","2017Q2","1","262.9"
"r_8","5","1000cp","2017Q2","2","418.1"
"r_8","6","1000cp","2017Q2","0","118.3"
"r_8","6","1000cp","2017Q2","1","77.7"
"r_8","6","1000cp","2017Q2","2","40.6"
"r_8","7","1000cp","2017Q2","0","406.3"
"r_8","7","1000cp","2017Q2","1","304.8"
"r_8","7","1000cp","2017Q2","2","101.5"
"r_8","8","1000cp","2017Q2","0","407.1"
"r_8","8","1000cp","2017Q2","1","305"
"r_8","8","1000cp","2017Q2","2","102.2"
"r_8","9","1000cp","2017Q2","0","348.2"
"r_8","9","1000cp","2017Q2","1","213.6"
"r_8","9","1000cp","2017Q2","2","134.7"
"r_9","total","1000cp","2017Q3","0","3225"
"r_9","total","1000cp","2017Q3","1","1719.9"
"r_9","total","1000cp","2017Q3","2","1505.1"
"r_9","1","1000cp","2017Q3","0","181.2"
"r_9","1","1000cp","2017Q3","1","107.8"
"r_9","1","1000cp","2017Q3","2","73.5"
"r_9","2","1000cp","2017Q3","0","508.8"
"r_9","2","1000cp","2017Q3","1","170.1"
"r_9","2","1000cp","2017Q3","2","338.6"
"r_9","3","1000cp","2017Q3","0","305"
"r_9","3","1000cp","2017Q3","1","167.6"
"r_9","3","1000cp","2017Q3","2","137.4"
"r_9","4","1000cp","2017Q3","0","204.9"
"r_9","4","1000cp","2017Q3","1","55.3"
"r_9","4","1000cp","2017Q3","2","149.6"
"r_9","5","1000cp","2017Q3","0","676.6"
"r_9","5","1000cp","2017Q3","1","262.7"
"r_9","5","1000cp","2017Q3","2","413.8"
"r_9","6","1000cp","2017Q3","0","116.6"
"r_9","6","1000cp","2017Q3","1","75.4"
"r_9","6","1000cp","2017Q3","2","41.3"
"r_9","7","1000cp","2017Q3","0","422.1"
"r_9","7","1000cp","2017Q3","1","318.8"
"r_9","7","1000cp","2017Q3","2","103.3"
"r_9","8","1000cp","2017Q3","0","409"
"r_9","8","1000cp","2017Q3","1","303"
"r_9","8","1000cp","2017Q3","2","106"
"r_9","9","1000cp","2017Q3","0","376.8"
"r_9","9","1000cp","2017Q3","1","240.6"
"r_9","9","1000cp","2017Q3","2","136.3"
"r_10","total","1000cp","2017Q4","0","3167.6"
"r_10","total","1000cp","2017Q4","1","1704.3"
"r_10","total","1000cp","2017Q4","2","1463.3"
"r_10","1","1000cp","2017Q4","0","175.4"
"r_10","1","1000cp","2017Q4","1","104.3"
"r_10","1","1000cp","2017Q4","2","71.1"
"r_10","2","1000cp","2017Q4","0","514.5"
"r_10","2","1000cp","2017Q4","1","170.1"
"r_10","2","1000cp","2017Q4","2","344.4"
"r_10","3","1000cp","2017Q4","0","301.3"
"r_10","3","1000cp","2017Q4","1","164.9"
"r_10","3","1000cp","2017Q4","2","136.4"
"r_10","4","1000cp","2017Q4","0","189.9"
"r_10","4","1000cp","2017Q4","1","49.9"
"r_10","4","1000cp","2017Q4","2","140"
"r_10","5","1000cp","2017Q4","0","667.4"
"r_10","5","1000cp","2017Q4","1","269.9"
"r_10","5","1000cp","2017Q4","2","397.5"
"r_10","6","1000cp","2017Q4","0","102"
"r_10","6","1000cp","2017Q4","1","65.5"
"r_10","6","1000cp","2017Q4","2","36.6"
"r_10","7","1000cp","2017Q4","0","424.1"
"r_10","7","1000cp","2017Q4","1","315.7"
"r_10","7","1000cp","2017Q4","2","108.4"
"r_10","8","1000cp","2017Q4","0","423.2"
"r_10","8","1000cp","2017Q4","1","321.2"
"r_10","8","1000cp","2017Q4","2","102"
"r_10","9","1000cp","2017Q4","0","342.7"
"r_10","9","1000cp","2017Q4","1","220.9"
"r_10","9","1000cp","2017Q4","2","121.8"
"r_11","total","1000cp","2018Q1","0","3099.3"
"r_11","total","1000cp","2018Q1","1","1655.8"
"r_11","total","1000cp","2018Q1","2","1443.6"
"r_11","1","1000cp","2018Q1","0","181"
"r_11","1","1000cp","2018Q1","1","115.1"
"r_11","1","1000cp","2018Q1","2","65.8"
"r_11","2","1000cp","2018Q1","0","521.3"
"r_11","2","1000cp","2018Q1","1","177.2"
"r_11","2","1000cp","2018Q1","2","344.2"
"r_11","3","1000cp","2018Q1","0","310.2"
"r_11","3","1000cp","2018Q1","1","165"
"r_11","3","1000cp","2018Q1","2","145.2"
"r_11","4","1000cp","2018Q1","0","185"
"r_11","4","1000cp","2018Q1","1","47.8"
"r_11","4","1000cp","2018Q1","2","137.2"
"r_11","5","1000cp","2018Q1","0","647.9"
"r_11","5","1000cp","2018Q1","1","252.8"
"r_11","5","1000cp","2018Q1","2","395.1"
"r_11","6","1000cp","2018Q1","0","94.3"
"r_11","6","1000cp","2018Q1","1","63.8"
"r_11","6","1000cp","2018Q1","2","30.5"
"r_11","7","1000cp","2018Q1","0","401"
"r_11","7","1000cp","2018Q1","1","297.4"
"r_11","7","1000cp","2018Q1","2","103.7"
"r_11","8","1000cp","2018Q1","0","411.4"
"r_11","8","1000cp","2018Q1","1","313.8"
"r_11","8","1000cp","2018Q1","2","97.7"
"r_11","9","1000cp","2018Q1","0","323.4"
"r_11","9","1000cp","2018Q1","1","202.6"
"r_11","9","1000cp","2018Q1","2","120.8"
"r_12","total","1000cp","2018Q2","0","3157.1"
"r_12","total","1000cp","2018Q2","1","1678.1"
"r_12","total","1000cp","2018Q2","2","1479"
"r_12","1","1000cp","2018Q2","0","180.3"
"r_12","1","1000cp","2018Q2","1","114.2"
"r_12","1","1000cp","2018Q2","2","66.1"
"r_12","2","1000cp","2018Q2","0","517.9"
"r_12","2","1000cp","2018Q2","1","187.5"
"r_12","2","1000cp","2018Q2","2","330.4"
"r_12","3","1000cp","2018Q2","0","312.8"
"r_12","3","1000cp","2018Q2","1","165.5"
"r_12","3","1000cp","2018Q2","2","147.3"
"r_12","4","1000cp","2018Q2","0","200.8"
"r_12","4","1000cp","2018Q2","1","55.2"
"r_12","4","1000cp","2018Q2","2","145.6"
"r_12","5","1000cp","2018Q2","0","669.6"
"r_12","5","1000cp","2018Q2","1","249.2"
"r_12","5","1000cp","2018Q2","2","420.3"
"r_12","6","1000cp","2018Q2","0","102.7"
"r_12","6","1000cp","2018Q2","1","67.4"
"r_12","6","1000cp","2018Q2","2","35.3"
"r_12","7","1000cp","2018Q2","0","405.3"
"r_12","7","1000cp","2018Q2","1","302.2"
"r_12","7","1000cp","2018Q2","2","103.1"
"r_12","8","1000cp","2018Q2","0","399.9"
"r_12","8","1000cp","2018Q2","1","304.6"
"r_12","8","1000cp","2018Q2","2","95.3"
"r_12","9","1000cp","2018Q2","0","345.4"
"r_12","9","1000cp","2018Q2","1","213.9"
"r_12","9","1000cp","2018Q2","2","131.5"
"r_13","total","1000cp","2018Q3","0","3205.3"
"r_13","total","1000cp","2018Q3","1","1712.2"
"r_13","total","1000cp","2018Q3","2","1493.2"
"r_13","1","1000cp","2018Q3","0","171.7"
"r_13","1","1000cp","2018Q3","1","100.9"
"r_13","1","1000cp","2018Q3","2","70.8"
"r_13","2","1000cp","2018Q3","0","528.2"
"r_13","2","1000cp","2018Q3","1","183.9"
"r_13","2","1000cp","2018Q3","2","344.4"
"r_13","3","1000cp","2018Q3","0","283.9"
"r_13","3","1000cp","2018Q3","1","154.4"
"r_13","3","1000cp","2018Q3","2","129.5"
"r_13","4","1000cp","2018Q3","0","198"
"r_13","4","1000cp","2018Q3","1","57.7"
"r_13","4","1000cp","2018Q3","2","140.3"
"r_13","5","1000cp","2018Q3","0","680.8"
"r_13","5","1000cp","2018Q3","1","267.8"
"r_13","5","1000cp","2018Q3","2","412.9"
"r_13","6","1000cp","2018Q3","0","109"
"r_13","6","1000cp","2018Q3","1","69.2"
"r_13","6","1000cp","2018Q3","2","39.8"
"r_13","7","1000cp","2018Q3","0","418"
"r_13","7","1000cp","2018Q3","1","308.1"
"r_13","7","1000cp","2018Q3","2","109.9"
"r_13","8","1000cp","2018Q3","0","402.9"
"r_13","8","1000cp","2018Q3","1","307.1"
"r_13","8","1000cp","2018Q3","2","95.8"
"r_13","9","1000cp","2018Q3","0","390.8"
"r_13","9","1000cp","2018Q3","1","245.5"
"r_13","9","1000cp","2018Q3","2","145.3"
"r_14","total","1000cp","2018Q4","0","3148.9"
"r_14","total","1000cp","2018Q4","1","1695.3"
"r_14","total","1000cp","2018Q4","2","1453.6"
"r_14","1","1000cp","2018Q4","0","164"
"r_14","1","1000cp","2018Q4","1","97.9"
"r_14","1","1000cp","2018Q4","2","66.1"
"r_14","2","1000cp","2018Q4","0","531.7"
"r_14","2","1000cp","2018Q4","1","177.2"
"r_14","2","1000cp","2018Q4","2","354.5"
"r_14","3","1000cp","2018Q4","0","280.8"
"r_14","3","1000cp","2018Q4","1","156.1"
"r_14","3","1000cp","2018Q4","2","124.7"
"r_14","4","1000cp","2018Q4","0","190.9"
"r_14","4","1000cp","2018Q4","1","52.5"
"r_14","4","1000cp","2018Q4","2","138.5"
"r_14","5","1000cp","2018Q4","0","677.4"
"r_14","5","1000cp","2018Q4","1","279.7"
"r_14","5","1000cp","2018Q4","2","397.7"
"r_14","6","1000cp","2018Q4","0","95"
"r_14","6","1000cp","2018Q4","1","61.3"
"r_14","6","1000cp","2018Q4","2","33.7"
"r_14","7","1000cp","2018Q4","0","411.4"
"r_14","7","1000cp","2018Q4","1","306.9"
"r_14","7","1000cp","2018Q4","2","104.5"
"r_14","8","1000cp","2018Q4","0","406.8"
"r_14","8","1000cp","2018Q4","1","309.7"
"r_14","8","1000cp","2018Q4","2","97"
"r_14","9","1000cp","2018Q4","0","366.9"
"r_14","9","1000cp","2018Q4","1","233.6"
"r_14","9","1000cp","2018Q4","2","133.2"
"r_15","total","1000cp","2019Q1","0","3147.8"
"r_15","total","1000cp","2019Q1","1","1681.4"
"r_15","total","1000cp","2019Q1","2","1466.4"
"r_15","1","1000cp","2019Q1","0","165.7"
"r_15","1","1000cp","2019Q1","1","101.9"
"r_15","1","1000cp","2019Q1","2","63.8"
"r_15","2","1000cp","2019Q1","0","525.5"
"r_15","2","1000cp","2019Q1","1","186.3"
"r_15","2","1000cp","2019Q1","2","339.2"
"r_15","3","1000cp","2019Q1","0","299.8"
"r_15","3","1000cp","2019Q1","1","160.6"
"r_15","3","1000cp","2019Q1","2","139.2"
"r_15","4","1000cp","2019Q1","0","192.7"
"r_15","4","1000cp","2019Q1","1","55"
"r_15","4","1000cp","2019Q1","2","137.7"
"r_15","5","1000cp","2019Q1","0","687"
"r_15","5","1000cp","2019Q1","1","267.9"
"r_15","5","1000cp","2019Q1","2","419.1"
"r_15","6","1000cp","2019Q1","0","98.5"
"r_15","6","1000cp","2019Q1","1","65"
"r_15","6","1000cp","2019Q1","2","33.5"
"r_15","7","1000cp","2019Q1","0","398.7"
"r_15","7","1000cp","2019Q1","1","297.8"
"r_15","7","1000cp","2019Q1","2","100.9"
"r_15","8","1000cp","2019Q1","0","404.3"
"r_15","8","1000cp","2019Q1","1","308.3"
"r_15","8","1000cp","2019Q1","2","96"
"r_15","9","1000cp","2019Q1","0","351.9"
"r_15","9","1000cp","2019Q1","1","218.4"
"r_15","9","1000cp","2019Q1","2","133.4"
"r_16","total","1000cp","2019Q2","0","3262.8"
"r_16","total","1000cp","2019Q2","1","1733.2"
"r_16","total","1000cp","2019Q2","2","1529.7"
"r_16","1","1000cp","2019Q2","0","169.8"
"r_16","1","1000cp","2019Q2","1","108.1"
"r_16","1","1000cp","2019Q2","2","61.7"
"r_16","2","1000cp","2019Q2","0","545.4"
"r_16","2","1000cp","2019Q2","1","194.9"
"r_16","2","1000cp","2019Q2","2","350.4"
"r_16","3","1000cp","2019Q2","0","313.2"
"r_16","3","1000cp","2019Q2","1","161.7"
"r_16","3","1000cp","2019Q2","2","151.5"
"r_16","4","1000cp","2019Q2","0","207.8"
"r_16","4","1000cp","2019Q2","1","62.6"
"r_16","4","1000cp","2019Q2","2","145.3"
"r_16","5","1000cp","2019Q2","0","695.2"
"r_16","5","1000cp","2019Q2","1","259.7"
"r_16","5","1000cp","2019Q2","2","435.5"
"r_16","6","1000cp","2019Q2","0","109.9"
"r_16","6","1000cp","2019Q2","1","73.1"
"r_16","6","1000cp","2019Q2","2","36.8"
"r_16","7","1000cp","2019Q2","0","413.8"
"r_16","7","1000cp","2019Q2","1","306.8"
"r_16","7","1000cp","2019Q2","2","107"
"r_16","8","1000cp","2019Q2","0","403.6"
"r_16","8","1000cp","2019Q2","1","309.4"
"r_16","8","1000cp","2019Q2","2","94.2"
"r_16","9","1000cp","2019Q2","0","381.6"
"r_16","9","1000cp","2019Q2","1","237.9"
"r_16","9","1000cp","2019Q2","2","143.6"
"r_17","total","1000cp","2019Q3","0","3299.2"
"r_17","total","1000cp","2019Q3","1","1771.3"
"r_17","total","1000cp","2019Q3","2","1527.9"
"r_17","1","1000cp","2019Q3","0","177"
"r_17","1","1000cp","2019Q3","1","108"
"r_17","1","1000cp","2019Q3","2","68.9"
"r_17","2","1000cp","2019Q3","0","545.4"
"r_17","2","1000cp","2019Q3","1","188.8"
"r_17","2","1000cp","2019Q3","2","356.6"
"r_17","3","1000cp","2019Q3","0","297.6"
"r_17","3","1000cp","2019Q3","1","160.6"
"r_17","3","1000cp","2019Q3","2","137"
"r_17","4","1000cp","2019Q3","0","193.4"
"r_17","4","1000cp","2019Q3","1","53.2"
"r_17","4","1000cp","2019Q3","2","140.2"
"r_17","5","1000cp","2019Q3","0","694.9"
"r_17","5","1000cp","2019Q3","1","265.6"
"r_17","5","1000cp","2019Q3","2","429.2"
"r_17","6","1000cp","2019Q3","0","111.6"
"r_17","6","1000cp","2019Q3","1","73"
"r_17","6","1000cp","2019Q3","2","38.6"
"r_17","7","1000cp","2019Q3","0","417.5"
"r_17","7","1000cp","2019Q3","1","309.7"
"r_17","7","1000cp","2019Q3","2","107.8"
"r_17","8","1000cp","2019Q3","0","418.4"
"r_17","8","1000cp","2019Q3","1","322.3"
"r_17","8","1000cp","2019Q3","2","96.1"
"r_17","9","1000cp","2019Q3","0","417.5"
"r_17","9","1000cp","2019Q3","1","267.7"
"r_17","9","1000cp","2019Q3","2","149.7"
"r_18","total","1000cp","2019Q4","0","3222.7"
"r_18","total","1000cp","2019Q4","1","1742.3"
"r_18","total","1000cp","2019Q4","2","1480.4"
"r_18","1","1000cp","2019Q4","0","160.7"
"r_18","1","1000cp","2019Q4","1","92.6"
"r_18","1","1000cp","2019Q4","2","68.1"
"r_18","2","1000cp","2019Q4","0","540.8"
"r_18","2","1000cp","2019Q4","1","190.4"
"r_18","2","1000cp","2019Q4","2","350.4"
"r_18","3","1000cp","2019Q4","0","281.7"
"r_18","3","1000cp","2019Q4","1","153.6"
"r_18","3","1000cp","2019Q4","2","128.2"
"r_18","4","1000cp","2019Q4","0","190.9"
"r_18","4","1000cp","2019Q4","1","53.9"
"r_18","4","1000cp","2019Q4","2","137"
"r_18","5","1000cp","2019Q4","0","694.3"
"r_18","5","1000cp","2019Q4","1","279.3"
"r_18","5","1000cp","2019Q4","2","415.1"
"r_18","6","1000cp","2019Q4","0","105.1"
"r_18","6","1000cp","2019Q4","1","71"
"r_18","6","1000cp","2019Q4","2","34.1"
"r_18","7","1000cp","2019Q4","0","416.4"
"r_18","7","1000cp","2019Q4","1","315.6"
"r_18","7","1000cp","2019Q4","2","100.7"
"r_18","8","1000cp","2019Q4","0","417.2"
"r_18","8","1000cp","2019Q4","1","315.1"
"r_18","8","1000cp","2019Q4","2","102.1"
"r_18","9","1000cp","2019Q4","0","388.1"
"r_18","9","1000cp","2019Q4","1","247.8"
"r_18","9","1000cp","2019Q4","2","140.4"
"r_19","total","1000cp","2020Q1","0","3107.2"
"r_19","total","1000cp","2020Q1","1","1667.1"
"r_19","total","1000cp","2020Q1","2","1440.1"
"r_19","1","1000cp","2020Q1","0","147.9"
"r_19","1","1000cp","2020Q1","1","86.5"
"r_19","1","1000cp","2020Q1","2","61.4"
"r_19","2","1000cp","2020Q1","0","526"
"r_19","2","1000cp","2020Q1","1","192.4"
"r_19","2","1000cp","2020Q1","2","333.6"
"r_19","3","1000cp","2020Q1","0","288.6"
"r_19","3","1000cp","2020Q1","1","142.3"
"r_19","3","1000cp","2020Q1","2","146.3"
"r_19","4","1000cp","2020Q1","0","190"
"r_19","4","1000cp","2020Q1","1","56"
"r_19","4","1000cp","2020Q1","2","134.1"
"r_19","5","1000cp","2020Q1","0","689.5"
"r_19","5","1000cp","2020Q1","1","276"
"r_19","5","1000cp","2020Q1","2","413.6"
"r_19","6","1000cp","2020Q1","0","98.5"
"r_19","6","1000cp","2020Q1","1","66.2"
"r_19","6","1000cp","2020Q1","2","32.2"
"r_19","7","1000cp","2020Q1","0","391.3"
"r_19","7","1000cp","2020Q1","1","296.7"
"r_19","7","1000cp","2020Q1","2","94.6"
"r_19","8","1000cp","2020Q1","0","409.5"
"r_19","8","1000cp","2020Q1","1","314"
"r_19","8","1000cp","2020Q1","2","95.5"
"r_19","9","1000cp","2020Q1","0","344.5"
"r_19","9","1000cp","2020Q1","1","219.4"
"r_19","9","1000cp","2020Q1","2","125.1"
"r_20","total","1000cp","2020Q2","0","3079.6"
"r_20","total","1000cp","2020Q2","1","1642"
"r_20","total","1000cp","2020Q2","2","1437.6"
"r_20","1","1000cp","2020Q2","0","179.2"
