RevisionColumn,NUTS,Units,periods,GenderID,ValueColumn
"r_2","BG31","1000cp","2012Q1","2","136"
"r_2","BG31","1000cp","2012Q2","0","272.9"
"r_2","BG31","1000cp","2012Q2","1","144.6"
"r_2","BG31","1000cp","2012Q2","2","128.2"
"r_2","BG31","1000cp","2012Q3","0","283.8"
"r_2","BG31","1000cp","2012Q3","1","154.6"
"r_2","BG31","1000cp","2012Q3","2","129.2"
"r_2","BG31","1000cp","2012Q4","0","293.7"
"r_2","BG31","1000cp","2012Q4","1","157.1"
"r_2","BG31","1000cp","2012Q4","2","136.5"
"r_2","BG31","1000cp","2013Q1","0","281.8"
"r_2","BG31","1000cp","2013Q1","1","148.4"
"r_2","BG31","1000cp","2013Q1","2","133.4"
"r_2","BG31","1000cp","2013Q2","0","276"
"r_2","BG31","1000cp","2013Q2","1","144.6"
"r_2","BG31","1000cp","2013Q2","2","131.4"
"r_2","BG31","1000cp","2013Q3","0","293.6"
"r_2","BG31","1000cp","2013Q3","1","152.8"
"r_2","BG31","1000cp","2013Q3","2","140.9"
"r_2","BG31","1000cp","2013Q4","0","286.1"
"r_2","BG31","1000cp","2013Q4","1","154.8"
"r_2","BG31","1000cp","2013Q4","2","131.4"
"r_2","BG31","1000cp","2014Q1","0","274.9"
"r_2","BG31","1000cp","2014Q1","1","146.7"
"r_2","BG31","1000cp","2014Q1","2","128.1"
"r_2","BG31","1000cp","2014Q2","0","275"
"r_2","BG31","1000cp","2014Q2","1","139.3"
"r_2","BG31","1000cp","2014Q2","2","135.7"
"r_2","BG31","1000cp","2014Q3","0","286"
"r_2","BG31","1000cp","2014Q3","1","145.2"
"r_2","BG31","1000cp","2014Q3","2","140.8"
"r_2","BG31","1000cp","2014Q4","0","283"
"r_2","BG31","1000cp","2014Q4","1","149.2"
"r_2","BG31","1000cp","2014Q4","2","133.8"
"r_2","BG31","1000cp","2015Q1","0","271.2"
"r_2","BG31","1000cp","2015Q1","1","144.9"
"r_2","BG31","1000cp","2015Q1","2","126.4"
"r_2","BG31","1000cp","2015Q2","0","282.3"
"r_2","BG31","1000cp","2015Q2","1","148.9"
"r_2","BG31","1000cp","2015Q2","2","133.4"
"r_2","BG31","1000cp","2015Q3","0","289"
"r_2","BG31","1000cp","2015Q3","1","151.2"
"r_2","BG31","1000cp","2015Q3","2","137.9"
"r_2","BG31","1000cp","2015Q4","0","279.2"
"r_2","BG31","1000cp","2015Q4","1","149.6"
"r_2","BG31","1000cp","2015Q4","2","129.5"
"r_2","BG311","1000cp","2003Q1","0","30.6"
"r_2","BG311","1000cp","2003Q1","1","15.4"
"r_2","BG311","1000cp","2003Q1","2","15.2"
"r_2","BG311","1000cp","2003Q2","0","35.6"
"r_2","BG311","1000cp","2003Q2","1","18"
"r_2","BG311","1000cp","2003Q2","2","17.6"
"r_2","BG311","1000cp","2003Q3","0","36.2"
"r_2","BG311","1000cp","2003Q3","1","18.1"
"r_2","BG311","1000cp","2003Q3","2","18.2"
"r_2","BG311","1000cp","2003Q4","0","32.3"
"r_2","BG311","1000cp","2003Q4","1","16.8"
"r_2","BG311","1000cp","2003Q4","2","15.5"
"r_2","BG311","1000cp","2004Q1","0","33.1"
"r_2","BG311","1000cp","2004Q1","1","17.1"
"r_2","BG311","1000cp","2004Q1","2","16"
"r_2","BG311","1000cp","2004Q2","0","33.9"
"r_2","BG311","1000cp","2004Q2","1","17"
"r_2","BG311","1000cp","2004Q2","2","16.9"
"r_2","BG311","1000cp","2004Q3","0","31.9"
"r_2","BG311","1000cp","2004Q3","1","15.7"
"r_2","BG311","1000cp","2004Q3","2","16.2"
"r_2","BG311","1000cp","2004Q4","0","30.5"
"r_2","BG311","1000cp","2004Q4","1","15.7"
"r_2","BG311","1000cp","2004Q4","2","14.8"
"r_2","BG311","1000cp","2005Q1","0","29.3"
"r_2","BG311","1000cp","2005Q1","1","15.5"
"r_2","BG311","1000cp","2005Q1","2","13.9"
"r_2","BG311","1000cp","2005Q2","0","32.6"
"r_2","BG311","1000cp","2005Q2","1","17.2"
"r_2","BG311","1000cp","2005Q2","2","15.4"
"r_2","BG311","1000cp","2005Q3","0","32.3"
"r_2","BG311","1000cp","2005Q3","1","15.3"
"r_2","BG311","1000cp","2005Q3","2","17.1"
"r_2","BG311","1000cp","2005Q4","0","30.1"
"r_2","BG311","1000cp","2005Q4","1","16.8"
"r_2","BG311","1000cp","2005Q4","2","13.3"
"r_2","BG311","1000cp","2006Q1","0","29.7"
"r_2","BG311","1000cp","2006Q1","1","15.5"
"r_2","BG311","1000cp","2006Q1","2","14.1"
"r_2","BG311","1000cp","2006Q2","0","33.5"
"r_2","BG311","1000cp","2006Q2","1","16.4"
"r_2","BG311","1000cp","2006Q2","2","17.1"
"r_2","BG311","1000cp","2006Q3","0","34.7"
"r_2","BG311","1000cp","2006Q3","1","19.3"
"r_2","BG311","1000cp","2006Q3","2","15.4"
"r_2","BG311","1000cp","2006Q4","0","36.4"
"r_2","BG311","1000cp","2006Q4","1","20.1"
"r_2","BG311","1000cp","2006Q4","2","16.4"
"r_2","BG311","1000cp","2007Q1","0","33.6"
"r_2","BG311","1000cp","2007Q1","1","17.3"
"r_2","BG311","1000cp","2007Q1","2","16.3"
"r_2","BG311","1000cp","2007Q2","0","37.6"
"r_2","BG311","1000cp","2007Q2","1","18.6"
"r_2","BG311","1000cp","2007Q2","2","19"
"r_2","BG311","1000cp","2007Q3","0","40.7"
"r_2","BG311","1000cp","2007Q3","1","20.9"
"r_2","BG311","1000cp","2007Q3","2","19.8"
"r_2","BG311","1000cp","2007Q4","0","38.8"
"r_2","BG311","1000cp","2007Q4","1","20.9"
"r_2","BG311","1000cp","2007Q4","2","17.9"
"r_2","BG311","1000cp","2008Q1","0","37.9"
"r_2","BG311","1000cp","2008Q1","1","20.4"
"r_2","BG311","1000cp","2008Q1","2","17.5"
"r_2","BG311","1000cp","2008Q2","0","37.6"
"r_2","BG311","1000cp","2008Q2","1","19.8"
"r_2","BG311","1000cp","2008Q2","2","17.8"
"r_2","BG311","1000cp","2008Q3","0","40.4"
"r_2","BG311","1000cp","2008Q3","1","20.6"
"r_2","BG311","1000cp","2008Q3","2","19.8"
"r_2","BG311","1000cp","2008Q4","0","38.9"
"r_2","BG311","1000cp","2008Q4","1","20.5"
"r_2","BG311","1000cp","2008Q4","2","18.4"
"r_2","BG311","1000cp","2009Q1","0","34.9"
"r_2","BG311","1000cp","2009Q1","1","19.3"
"r_2","BG311","1000cp","2009Q1","2","15.5"
"r_2","BG311","1000cp","2009Q2","0","34.5"
"r_2","BG311","1000cp","2009Q2","1","19.1"
"r_2","BG311","1000cp","2009Q2","2","15.5"
"r_2","BG311","1000cp","2009Q3","0","35.1"
"r_2","BG311","1000cp","2009Q3","1","18.2"
"r_2","BG311","1000cp","2009Q3","2","16.9"
"r_2","BG311","1000cp","2009Q4","0","36.8"
"r_2","BG311","1000cp","2009Q4","1","19.5"
"r_2","BG311","1000cp","2009Q4","2","17.3"
"r_2","BG311","1000cp","2010Q1","0","33.3"
"r_2","BG311","1000cp","2010Q1","1","18.1"
"r_2","BG311","1000cp","2010Q1","2","15.3"
"r_2","BG311","1000cp","2010Q2","0","32"
"r_2","BG311","1000cp","2010Q2","1","18.5"
"r_2","BG311","1000cp","2010Q2","2","13.4"
"r_2","BG311","1000cp","2010Q3","0","32.5"
"r_2","BG311","1000cp","2010Q3","1","17.6"
"r_2","BG311","1000cp","2010Q3","2","14.9"
"r_2","BG311","1000cp","2010Q4","0","33.5"
"r_2","BG311","1000cp","2010Q4","1","16.8"
"r_2","BG311","1000cp","2010Q4","2","16.7"
"r_2","BG311","1000cp","2011Q1","0","33"
"r_2","BG311","1000cp","2011Q1","1","17.3"
"r_2","BG311","1000cp","2011Q1","2","15.7"
"r_2","BG311","1000cp","2011Q2","0","29.7"
"r_2","BG311","1000cp","2011Q2","1","16.3"
"r_2","BG311","1000cp","2011Q2","2","13.4"
"r_2","BG311","1000cp","2011Q3","0","30.6"
"r_2","BG311","1000cp","2011Q3","1","17.1"
"r_2","BG311","1000cp","2011Q3","2","13.4"
"r_2","BG311","1000cp","2011Q4","0","33.6"
"r_2","BG311","1000cp","2011Q4","1","17.3"
"r_2","BG311","1000cp","2011Q4","2","16.3"
"r_2","BG311","1000cp","2012Q1","0","32.9"
"r_2","BG311","1000cp","2012Q1","1","17.5"
"r_2","BG311","1000cp","2012Q1","2","15.4"
"r_2","BG311","1000cp","2012Q2","0","32.2"
"r_2","BG311","1000cp","2012Q2","1","18.9"
"r_2","BG311","1000cp","2012Q2","2","13.2"
"r_2","BG311","1000cp","2012Q3","0","30.8"
"r_2","BG311","1000cp","2012Q3","1","18.6"
"r_2","BG311","1000cp","2012Q3","2","12.2"
"r_2","BG311","1000cp","2012Q4","0","31.8"
"r_2","BG311","1000cp","2012Q4","1","17.8"
"r_2","BG311","1000cp","2012Q4","2","13.9"
"r_2","BG311","1000cp","2013Q1","0","33.7"
"r_2","BG311","1000cp","2013Q1","1","17.5"
"r_2","BG311","1000cp","2013Q1","2","16.2"
"r_2","BG311","1000cp","2013Q2","0","34.3"
"r_2","BG311","1000cp","2013Q2","1","18.6"
"r_2","BG311","1000cp","2013Q2","2","15.7"
"r_2","BG311","1000cp","2013Q3","0","32.7"
"r_2","BG311","1000cp","2013Q3","1","17.9"
"r_2","BG311","1000cp","2013Q3","2","14.8"
"r_2","BG311","1000cp","2013Q4","0","33.7"
"r_2","BG311","1000cp","2013Q4","1","18.1"
"r_2","BG311","1000cp","2013Q4","2","15.7"
"r_2","BG311","1000cp","2014Q1","0","34.9"
"r_2","BG311","1000cp","2014Q1","1","17.9"
"r_2","BG311","1000cp","2014Q1","2","17"
"r_2","BG311","1000cp","2014Q2","0","32.3"
"r_2","BG311","1000cp","2014Q2","1","16.5"
"r_2","BG311","1000cp","2014Q2","2","15.8"
"r_2","BG311","1000cp","2014Q3","0","30.5"
"r_2","BG311","1000cp","2014Q3","1","16"
"r_2","BG311","1000cp","2014Q3","2","14.5"
"r_2","BG311","1000cp","2014Q4","0","30.8"
"r_2","BG311","1000cp","2014Q4","1","15.6"
"r_2","BG311","1000cp","2014Q4","2","15.2"
"r_2","BG311","1000cp","2015Q1","0","32.9"
"r_2","BG311","1000cp","2015Q1","1","16.9"
"r_2","BG311","1000cp","2015Q1","2","16"
"r_2","BG311","1000cp","2015Q2","0","33.8"
"r_2","BG311","1000cp","2015Q2","1","18.1"
"r_2","BG311","1000cp","2015Q2","2","15.7"
"r_2","BG311","1000cp","2015Q3","0","33.2"
"r_2","BG311","1000cp","2015Q3","1","16.9"
"r_2","BG311","1000cp","2015Q3","2","16.3"
"r_2","BG311","1000cp","2015Q4","0","33.1"
"r_2","BG311","1000cp","2015Q4","1","16.2"
"r_2","BG311","1000cp","2015Q4","2","16.8"
"r_2","BG313","1000cp","2003Q1","0","70.6"
"r_2","BG313","1000cp","2003Q1","1","38.8"
"r_2","BG313","1000cp","2003Q1","2","31.8"
"r_2","BG313","1000cp","2003Q2","0","62.6"
"r_2","BG313","1000cp","2003Q2","1","34.4"
"r_2","BG313","1000cp","2003Q2","2","28.2"
"r_2","BG313","1000cp","2003Q3","0","63.4"
"r_2","BG313","1000cp","2003Q3","1","34.8"
"r_2","BG313","1000cp","2003Q3","2","28.7"
