RevisionColumn,NUTS,Age10_LFS,GenderID,Units,periods,ValueColumn
"r_2","BG31","15 - 64_gr","0","1000cp","2008Q2","379.4"
"r_2","BG31","15 - 64_gr","1","1000cp","2008Q2","200.8"
"r_2","BG31","15 - 64_gr","2","1000cp","2008Q2","178.6"
"r_2","BG32","0","0","1000cp","2008Q2","412.6"
"r_2","BG32","0","1","1000cp","2008Q2","225"
"r_2","BG32","0","2","1000cp","2008Q2","187.6"
"r_2","BG32","15 - 64_gr","0","1000cp","2008Q2","406.3"
"r_2","BG32","15 - 64_gr","1","1000cp","2008Q2","220.7"
"r_2","BG32","15 - 64_gr","2","1000cp","2008Q2","185.6"
"r_2","BG33","0","0","1000cp","2008Q2","469"
"r_2","BG33","0","1","1000cp","2008Q2","256.7"
"r_2","BG33","0","2","1000cp","2008Q2","212.2"
"r_2","BG33","15 - 64_gr","0","1000cp","2008Q2","465.6"
"r_2","BG33","15 - 64_gr","1","1000cp","2008Q2","254.7"
"r_2","BG33","15 - 64_gr","2","1000cp","2008Q2","210.9"
"r_2","BG34","0","0","1000cp","2008Q2","503.9"
"r_2","BG34","0","1","1000cp","2008Q2","275.6"
"r_2","BG34","0","2","1000cp","2008Q2","228.3"
"r_2","BG34","15 - 64_gr","0","1000cp","2008Q2","495.1"
"r_2","BG34","15 - 64_gr","1","1000cp","2008Q2","269.4"
"r_2","BG34","15 - 64_gr","2","1000cp","2008Q2","225.8"
"r_2","BG41","0","0","1000cp","2008Q2","1088.6"
"r_2","BG41","0","1","1000cp","2008Q2","561"
"r_2","BG41","0","2","1000cp","2008Q2","527.6"
"r_2","BG41","15 - 64_gr","0","1000cp","2008Q2","1068.2"
"r_2","BG41","15 - 64_gr","1","1000cp","2008Q2","547.5"
"r_2","BG41","15 - 64_gr","2","1000cp","2008Q2","520.7"
"r_2","BG42","0","0","1000cp","2008Q2","721"
"r_2","BG42","0","1","1000cp","2008Q2","379.2"
"r_2","BG42","0","2","1000cp","2008Q2","341.8"
"r_2","BG42","15 - 64_gr","0","1000cp","2008Q2","707.1"
"r_2","BG42","15 - 64_gr","1","1000cp","2008Q2","369.6"
"r_2","BG42","15 - 64_gr","2","1000cp","2008Q2","337.5"
"r_2","BG","0","0","1000cp","2008Q3","3602.4"
"r_2","BG","0","1","1000cp","2008Q3","1922.4"
"r_2","BG","0","2","1000cp","2008Q3","1679.9"
"r_2","BG","15 - 64_gr","0","1000cp","2008Q3","3544.7"
"r_2","BG","15 - 64_gr","1","1000cp","2008Q3","1883.7"
"r_2","BG","15 - 64_gr","2","1000cp","2008Q3","1661"
"r_2","BG31","0","0","1000cp","2008Q3","392"
"r_2","BG31","0","1","1000cp","2008Q3","206.9"
"r_2","BG31","0","2","1000cp","2008Q3","185"
"r_2","BG31","15 - 64_gr","0","1000cp","2008Q3","387.6"
"r_2","BG31","15 - 64_gr","1","1000cp","2008Q3","205"
"r_2","BG31","15 - 64_gr","2","1000cp","2008Q3","182.7"
"r_2","BG32","0","0","1000cp","2008Q3","417.4"
"r_2","BG32","0","1","1000cp","2008Q3","223.3"
"r_2","BG32","0","2","1000cp","2008Q3","194.1"
"r_2","BG32","15 - 64_gr","0","1000cp","2008Q3","411.9"
"r_2","BG32","15 - 64_gr","1","1000cp","2008Q3","219.5"
"r_2","BG32","15 - 64_gr","2","1000cp","2008Q3","192.4"
"r_2","BG33","0","0","1000cp","2008Q3","472.3"
"r_2","BG33","0","1","1000cp","2008Q3","261.3"
"r_2","BG33","0","2","1000cp","2008Q3","211"
"r_2","BG33","15 - 64_gr","0","1000cp","2008Q3","467"
"r_2","BG33","15 - 64_gr","1","1000cp","2008Q3","257.8"
"r_2","BG33","15 - 64_gr","2","1000cp","2008Q3","209.2"
"r_2","BG34","0","0","1000cp","2008Q3","500.8"
"r_2","BG34","0","1","1000cp","2008Q3","274"
"r_2","BG34","0","2","1000cp","2008Q3","226.8"
"r_2","BG34","15 - 64_gr","0","1000cp","2008Q3","495"
"r_2","BG34","15 - 64_gr","1","1000cp","2008Q3","270"
"r_2","BG34","15 - 64_gr","2","1000cp","2008Q3","225"
"r_2","BG41","0","0","1000cp","2008Q3","1104.2"
"r_2","BG41","0","1","1000cp","2008Q3","577.6"
"r_2","BG41","0","2","1000cp","2008Q3","526.6"
"r_2","BG41","15 - 64_gr","0","1000cp","2008Q3","1079.1"
"r_2","BG41","15 - 64_gr","1","1000cp","2008Q3","560.3"
"r_2","BG41","15 - 64_gr","2","1000cp","2008Q3","518.7"
"r_2","BG42","0","0","1000cp","2008Q3","715.7"
"r_2","BG42","0","1","1000cp","2008Q3","379.3"
"r_2","BG42","0","2","1000cp","2008Q3","336.4"
"r_2","BG42","15 - 64_gr","0","1000cp","2008Q3","704.1"
"r_2","BG42","15 - 64_gr","1","1000cp","2008Q3","371.1"
"r_2","BG42","15 - 64_gr","2","1000cp","2008Q3","333"
"r_2","BG","0","0","1000cp","2008Q4","3541.3"
"r_2","BG","0","1","1000cp","2008Q4","1895.7"
"r_2","BG","0","2","1000cp","2008Q4","1645.5"
"r_2","BG","15 - 64_gr","0","1000cp","2008Q4","3486.4"
"r_2","BG","15 - 64_gr","1","1000cp","2008Q4","1858"
"r_2","BG","15 - 64_gr","2","1000cp","2008Q4","1628.4"
"r_2","BG31","0","0","1000cp","2008Q4","390"
"r_2","BG31","0","1","1000cp","2008Q4","206.5"
"r_2","BG31","0","2","1000cp","2008Q4","183.5"
"r_2","BG31","15 - 64_gr","0","1000cp","2008Q4","386"
"r_2","BG31","15 - 64_gr","1","1000cp","2008Q4","204"
"r_2","BG31","15 - 64_gr","2","1000cp","2008Q4","181.9"
"r_2","BG32","0","0","1000cp","2008Q4","408.6"
"r_2","BG32","0","1","1000cp","2008Q4","215.4"
"r_2","BG32","0","2","1000cp","2008Q4","193.2"
"r_2","BG32","15 - 64_gr","0","1000cp","2008Q4","404.6"
"r_2","BG32","15 - 64_gr","1","1000cp","2008Q4","212.1"
"r_2","BG32","15 - 64_gr","2","1000cp","2008Q4","192.4"
"r_2","BG33","0","0","1000cp","2008Q4","467.8"
"r_2","BG33","0","1","1000cp","2008Q4","254.7"
"r_2","BG33","0","2","1000cp","2008Q4","213.1"
"r_2","BG33","15 - 64_gr","0","1000cp","2008Q4","462.4"
"r_2","BG33","15 - 64_gr","1","1000cp","2008Q4","250.9"
"r_2","BG33","15 - 64_gr","2","1000cp","2008Q4","211.5"
"r_2","BG34","0","0","1000cp","2008Q4","494.9"
"r_2","BG34","0","1","1000cp","2008Q4","274"
"r_2","BG34","0","2","1000cp","2008Q4","220.9"
"r_2","BG34","15 - 64_gr","0","1000cp","2008Q4","487"
"r_2","BG34","15 - 64_gr","1","1000cp","2008Q4","268.8"
"r_2","BG34","15 - 64_gr","2","1000cp","2008Q4","218.1"
"r_2","BG41","0","0","1000cp","2008Q4","1090.1"
"r_2","BG41","0","1","1000cp","2008Q4","573"
"r_2","BG41","0","2","1000cp","2008Q4","517.1"
"r_2","BG41","15 - 64_gr","0","1000cp","2008Q4","1066.5"
"r_2","BG41","15 - 64_gr","1","1000cp","2008Q4","556.9"
"r_2","BG41","15 - 64_gr","2","1000cp","2008Q4","509.6"
"r_2","BG42","0","0","1000cp","2008Q4","689.8"
"r_2","BG42","0","1","1000cp","2008Q4","372.1"
"r_2","BG42","0","2","1000cp","2008Q4","317.7"
"r_2","BG42","15 - 64_gr","0","1000cp","2008Q4","680.1"
"r_2","BG42","15 - 64_gr","1","1000cp","2008Q4","365.2"
"r_2","BG42","15 - 64_gr","2","1000cp","2008Q4","314.9"
"r_2","BG","0","0","1000cp","2009Q1","3485"
"r_2","BG","0","1","1000cp","2009Q1","1860.5"
"r_2","BG","0","2","1000cp","2009Q1","1624.5"
"r_2","BG","15 - 64_gr","0","1000cp","2009Q1","3434.3"
"r_2","BG","15 - 64_gr","1","1000cp","2009Q1","1824.3"
"r_2","BG","15 - 64_gr","2","1000cp","2009Q1","1610.1"
"r_2","BG31","0","0","1000cp","2009Q1","378.7"
"r_2","BG31","0","1","1000cp","2009Q1","199.1"
"r_2","BG31","0","2","1000cp","2009Q1","179.5"
"r_2","BG31","15 - 64_gr","0","1000cp","2009Q1","373.6"
"r_2","BG31","15 - 64_gr","1","1000cp","2009Q1","195.8"
"r_2","BG31","15 - 64_gr","2","1000cp","2009Q1","177.8"
"r_2","BG32","0","0","1000cp","2009Q1","400.7"
"r_2","BG32","0","1","1000cp","2009Q1","212.8"
"r_2","BG32","0","2","1000cp","2009Q1","187.9"
"r_2","BG32","15 - 64_gr","0","1000cp","2009Q1","395.3"
"r_2","BG32","15 - 64_gr","1","1000cp","2009Q1","208.9"
"r_2","BG32","15 - 64_gr","2","1000cp","2009Q1","186.3"
"r_2","BG33","0","0","1000cp","2009Q1","467.7"
"r_2","BG33","0","1","1000cp","2009Q1","255.3"
"r_2","BG33","0","2","1000cp","2009Q1","212.4"
"r_2","BG33","15 - 64_gr","0","1000cp","2009Q1","461.8"
"r_2","BG33","15 - 64_gr","1","1000cp","2009Q1","251.2"
"r_2","BG33","15 - 64_gr","2","1000cp","2009Q1","210.5"
"r_2","BG34","0","0","1000cp","2009Q1","488.3"
"r_2","BG34","0","1","1000cp","2009Q1","272"
"r_2","BG34","0","2","1000cp","2009Q1","216.3"
"r_2","BG34","15 - 64_gr","0","1000cp","2009Q1","480.2"
"r_2","BG34","15 - 64_gr","1","1000cp","2009Q1","266.3"
"r_2","BG34","15 - 64_gr","2","1000cp","2009Q1","214"
"r_2","BG41","0","0","1000cp","2009Q1","1081.8"
"r_2","BG41","0","1","1000cp","2009Q1","561"
"r_2","BG41","0","2","1000cp","2009Q1","520.8"
"r_2","BG41","15 - 64_gr","0","1000cp","2009Q1","1062.8"
"r_2","BG41","15 - 64_gr","1","1000cp","2009Q1","547.2"
"r_2","BG41","15 - 64_gr","2","1000cp","2009Q1","515.6"
"r_2","BG42","0","0","1000cp","2009Q1","667.9"
"r_2","BG42","0","1","1000cp","2009Q1","360.4"
"r_2","BG42","0","2","1000cp","2009Q1","307.5"
"r_2","BG42","15 - 64_gr","0","1000cp","2009Q1","660.6"
"r_2","BG42","15 - 64_gr","1","1000cp","2009Q1","354.8"
"r_2","BG42","15 - 64_gr","2","1000cp","2009Q1","305.8"
"r_2","BG","0","0","1000cp","2009Q2","3522.6"
"r_2","BG","0","1","1000cp","2009Q2","1871.8"
"r_2","BG","0","2","1000cp","2009Q2","1650.8"
"r_2","BG","15 - 64_gr","0","1000cp","2009Q2","3470.4"
"r_2","BG","15 - 64_gr","1","1000cp","2009Q2","1837.3"
"r_2","BG","15 - 64_gr","2","1000cp","2009Q2","1633.1"
"r_2","BG31","0","0","1000cp","2009Q2","367.7"
"r_2","BG31","0","1","1000cp","2009Q2","190.9"
"r_2","BG31","0","2","1000cp","2009Q2","176.8"
"r_2","BG31","15 - 64_gr","0","1000cp","2009Q2","363.2"
"r_2","BG31","15 - 64_gr","1","1000cp","2009Q2","187.9"
"r_2","BG31","15 - 64_gr","2","1000cp","2009Q2","175.3"
"r_2","BG32","0","0","1000cp","2009Q2","402.8"
"r_2","BG32","0","1","1000cp","2009Q2","217.9"
"r_2","BG32","0","2","1000cp","2009Q2","184.8"
"r_2","BG32","15 - 64_gr","0","1000cp","2009Q2","397.7"
"r_2","BG32","15 - 64_gr","1","1000cp","2009Q2","214.8"
"r_2","BG32","15 - 64_gr","2","1000cp","2009Q2","182.9"
"r_2","BG33","0","0","1000cp","2009Q2","465.3"
"r_2","BG33","0","1","1000cp","2009Q2","255.3"
"r_2","BG33","0","2","1000cp","2009Q2","210"
"r_2","BG33","15 - 64_gr","0","1000cp","2009Q2","458.8"
"r_2","BG33","15 - 64_gr","1","1000cp","2009Q2","251.4"
"r_2","BG33","15 - 64_gr","2","1000cp","2009Q2","207.4"
"r_2","BG34","0","0","1000cp","2009Q2","488"
"r_2","BG34","0","1","1000cp","2009Q2","267.1"
"r_2","BG34","0","2","1000cp","2009Q2","220.9"
"r_2","BG34","15 - 64_gr","0","1000cp","2009Q2","481.9"
"r_2","BG34","15 - 64_gr","1","1000cp","2009Q2","262.3"
"r_2","BG34","15 - 64_gr","2","1000cp","2009Q2","219.6"
"r_2","BG41","0","0","1000cp","2009Q2","1103.5"
"r_2","BG41","0","1","1000cp","2009Q2","569.1"
"r_2","BG41","0","2","1000cp","2009Q2","534.5"
"r_2","BG41","15 - 64_gr","0","1000cp","2009Q2","1081.1"
"r_2","BG41","15 - 64_gr","1","1000cp","2009Q2","554.5"
"r_2","BG41","15 - 64_gr","2","1000cp","2009Q2","526.6"
"r_2","BG42","0","0","1000cp","2009Q2","695.4"
"r_2","BG42","0","1","1000cp","2009Q2","371.6"
"r_2","BG42","0","2","1000cp","2009Q2","323.8"
"r_2","BG42","15 - 64_gr","0","1000cp","2009Q2","687.6"
"r_2","BG42","15 - 64_gr","1","1000cp","2009Q2","366.4"
"r_2","BG42","15 - 64_gr","2","1000cp","2009Q2","321.2"
"r_2","BG","0","0","1000cp","2009Q3","3514.5"
"r_2","BG","0","1","1000cp","2009Q3","1871.6"
"r_2","BG","0","2","1000cp","2009Q3","1642.9"
"r_2","BG","15 - 64_gr","0","1000cp","2009Q3","3465.1"
"r_2","BG","15 - 64_gr","1","1000cp","2009Q3","1839.3"
"r_2","BG","15 - 64_gr","2","1000cp","2009Q3","1625.8"
"r_2","BG31","0","0","1000cp","2009Q3","370"
"r_2","BG31","0","1","1000cp","2009Q3","195.2"
"r_2","BG31","0","2","1000cp","2009Q3","174.8"
"r_2","BG31","15 - 64_gr","0","1000cp","2009Q3","366.2"
"r_2","BG31","15 - 64_gr","1","1000cp","2009Q3","192.6"
"r_2","BG31","15 - 64_gr","2","1000cp","2009Q3","173.5"
"r_2","BG32","0","0","1000cp","2009Q3","399.6"
"r_2","BG32","0","1","1000cp","2009Q3","217.8"
"r_2","BG32","0","2","1000cp","2009Q3","181.8"
"r_2","BG32","15 - 64_gr","0","1000cp","2009Q3","396.4"
"r_2","BG32","15 - 64_gr","1","1000cp","2009Q3","216.2"
"r_2","BG32","15 - 64_gr","2","1000cp","2009Q3","180.2"
"r_2","BG33","0","0","1000cp","2009Q3","451.7"
"r_2","BG33","0","1","1000cp","2009Q3","247.1"
"r_2","BG33","0","2","1000cp","2009Q3","204.6"
"r_2","BG33","15 - 64_gr","0","1000cp","2009Q3","445.8"
"r_2","BG33","15 - 64_gr","1","1000cp","2009Q3","242.9"
"r_2","BG33","15 - 64_gr","2","1000cp","2009Q3","202.8"
"r_2","BG34","0","0","1000cp","2009Q3","493.5"
"r_2","BG34","0","1","1000cp","2009Q3","267.2"
"r_2","BG34","0","2","1000cp","2009Q3","226.3"
"r_2","BG34","15 - 64_gr","0","1000cp","2009Q3","487.8"
"r_2","BG34","15 - 64_gr","1","1000cp","2009Q3","263.2"
"r_2","BG34","15 - 64_gr","2","1000cp","2009Q3","224.6"
"r_2","BG41","0","0","1000cp","2009Q3","1092.7"
"r_2","BG41","0","1","1000cp","2009Q3","569.7"
"r_2","BG41","0","2","1000cp","2009Q3","523"
"r_2","BG41","15 - 64_gr","0","1000cp","2009Q3","1072.3"
"r_2","BG41","15 - 64_gr","1","1000cp","2009Q3","556.4"
"r_2","BG41","15 - 64_gr","2","1000cp","2009Q3","515.8"
"r_2","BG42","0","0","1000cp","2009Q3","707"
"r_2","BG42","0","1","1000cp","2009Q3","374.5"
"r_2","BG42","0","2","1000cp","2009Q3","332.5"
"r_2","BG42","15 - 64_gr","0","1000cp","2009Q3","696.7"
"r_2","BG42","15 - 64_gr","1","1000cp","2009Q3","367.9"
"r_2","BG42","15 - 64_gr","2","1000cp","2009Q3","328.8"
"r_2","BG","0","0","1000cp","2009Q4","3444.4"
"r_2","BG","0","1","1000cp","2009Q4","1845.8"
"r_2","BG","0","2","1000cp","2009Q4","1598.6"
"r_2","BG","15 - 64_gr","0","1000cp","2009Q4","3396.1"
"r_2","BG","15 - 64_gr","1","1000cp","2009Q4","1811.3"
"r_2","BG","15 - 64_gr","2","1000cp","2009Q4","1584.8"
"r_2","BG31","0","0","1000cp","2009Q4","368.4"
"r_2","BG31","0","1","1000cp","2009Q4","195.4"
"r_2","BG31","0","2","1000cp","2009Q4","172.9"
"r_2","BG31","15 - 64_gr","0","1000cp","2009Q4","365.3"
"r_2","BG31","15 - 64_gr","1","1000cp","2009Q4","193.4"
"r_2","BG31","15 - 64_gr","2","1000cp","2009Q4","172"
"r_2","BG32","0","0","1000cp","2009Q4","392.4"
"r_2","BG32","0","1","1000cp","2009Q4","213.1"
"r_2","BG32","0","2","1000cp","2009Q4","179.3"
"r_2","BG32","15 - 64_gr","0","1000cp","2009Q4","388.2"
"r_2","BG32","15 - 64_gr","1","1000cp","2009Q4","210.5"
"r_2","BG32","15 - 64_gr","2","1000cp","2009Q4","177.7"
"r_2","BG33","0","0","1000cp","2009Q4","443.9"
"r_2","BG33","0","1","1000cp","2009Q4","243.8"
"r_2","BG33","0","2","1000cp","2009Q4","200.1"
"r_2","BG33","15 - 64_gr","0","1000cp","2009Q4","437.8"
"r_2","BG33","15 - 64_gr","1","1000cp","2009Q4","238.9"
"r_2","BG33","15 - 64_gr","2","1000cp","2009Q4","198.9"
"r_2","BG34","0","0","1000cp","2009Q4","481.2"
"r_2","BG34","0","1","1000cp","2009Q4","267.4"
"r_2","BG34","0","2","1000cp","2009Q4","213.8"
"r_2","BG34","15 - 64_gr","0","1000cp","2009Q4","473.4"
"r_2","BG34","15 - 64_gr","1","1000cp","2009Q4","262.1"
"r_2","BG34","15 - 64_gr","2","1000cp","2009Q4","211.4"
"r_2","BG41","0","0","1000cp","2009Q4","1071.4"
"r_2","BG41","0","1","1000cp","2009Q4","560.8"
"r_2","BG41","0","2","1000cp","2009Q4","510.6"
"r_2","BG41","15 - 64_gr","0","1000cp","2009Q4","1053.1"
"r_2","BG41","15 - 64_gr","1","1000cp","2009Q4","547.3"
"r_2","BG41","15 - 64_gr","2","1000cp","2009Q4","505.8"
"r_2","BG42","0","0","1000cp","2009Q4","687.1"
"r_2","BG42","0","1","1000cp","2009Q4","365.3"
"r_2","BG42","0","2","1000cp","2009Q4","321.8"
"r_2","BG42","15 - 64_gr","0","1000cp","2009Q4","678.2"
"r_2","BG42","15 - 64_gr","1","1000cp","2009Q4","359.2"
"r_2","BG42","15 - 64_gr","2","1000cp","2009Q4","319"
"r_2","BG","0","0","1000cp","2010Q1","3375.4"
"r_2","BG","0","1","1000cp","2010Q1","1818.7"
"r_2","BG","0","2","1000cp","2010Q1","1556.7"
"r_2","BG","15 - 64_gr","0","1000cp","2010Q1","3335.1"
"r_2","BG","15 - 64_gr","1","1000cp","2010Q1","1790.5"
"r_2","BG","15 - 64_gr","2","1000cp","2010Q1","1544.6"
"r_2","BG31","0","0","1000cp","2010Q1","345"
"r_2","BG31","0","1","1000cp","2010Q1","184.1"
"r_2","BG31","0","2","1000cp","2010Q1","160.9"
"r_2","BG31","15 - 64_gr","0","1000cp","2010Q1","341"
"r_2","BG31","15 - 64_gr","1","1000cp","2010Q1","181.6"
"r_2","BG31","15 - 64_gr","2","1000cp","2010Q1","159.4"
"r_2","BG32","0","0","1000cp","2010Q1","370.2"
"r_2","BG32","0","1","1000cp","2010Q1","202.7"
"r_2","BG32","0","2","1000cp","2010Q1","167.5"
"r_2","BG32","15 - 64_gr","0","1000cp","2010Q1","365.8"
"r_2","BG32","15 - 64_gr","1","1000cp","2010Q1","199.9"
"r_2","BG32","15 - 64_gr","2","1000cp","2010Q1","166"
"r_2","BG33","0","0","1000cp","2010Q1","440.1"
"r_2","BG33","0","1","1000cp","2010Q1","242.4"
"r_2","BG33","0","2","1000cp","2010Q1","197.7"
"r_2","BG33","15 - 64_gr","0","1000cp","2010Q1","434.2"
"r_2","BG33","15 - 64_gr","1","1000cp","2010Q1","238.5"
"r_2","BG33","15 - 64_gr","2","1000cp","2010Q1","195.8"
"r_2","BG34","0","0","1000cp","2010Q1","476.6"
"r_2","BG34","0","1","1000cp","2010Q1","269.2"
"r_2","BG34","0","2","1000cp","2010Q1","207.5"
"r_2","BG34","15 - 64_gr","0","1000cp","2010Q1","471.7"
"r_2","BG34","15 - 64_gr","1","1000cp","2010Q1","265.2"
"r_2","BG34","15 - 64_gr","2","1000cp","2010Q1","206.5"
"r_2","BG41","0","0","1000cp","2010Q1","1095.4"
"r_2","BG41","0","1","1000cp","2010Q1","569.8"
"r_2","BG41","0","2","1000cp","2010Q1","525.6"
"r_2","BG41","15 - 64_gr","0","1000cp","2010Q1","1080"
"r_2","BG41","15 - 64_gr","1","1000cp","2010Q1","559"
"r_2","BG41","15 - 64_gr","2","1000cp","2010Q1","521"
"r_2","BG42","0","0","1000cp","2010Q1","648.1"
"r_2","BG42","0","1","1000cp","2010Q1","350.5"
"r_2","BG42","0","2","1000cp","2010Q1","297.6"
"r_2","BG42","15 - 64_gr","0","1000cp","2010Q1","642.2"
"r_2","BG42","15 - 64_gr","1","1000cp","2010Q1","346.3"
"r_2","BG42","15 - 64_gr","2","1000cp","2010Q1","295.9"
"r_2","BG","0","0","1000cp","2010Q2","3441.1"
"r_2","BG","0","1","1000cp","2010Q2","1851.8"
"r_2","BG","0","2","1000cp","2010Q2","1589.4"
"r_2","BG","15 - 64_gr","0","1000cp","2010Q2","3403.2"
"r_2","BG","15 - 64_gr","1","1000cp","2010Q2","1826.5"
"r_2","BG","15 - 64_gr","2","1000cp","2010Q2","1576.7"
"r_2","BG31","0","0","1000cp","2010Q2","349"
"r_2","BG31","0","1","1000cp","2010Q2","189.7"
"r_2","BG31","0","2","1000cp","2010Q2","159.4"
"r_2","BG31","15 - 64_gr","0","1000cp","2010Q2","345.7"
"r_2","BG31","15 - 64_gr","1","1000cp","2010Q2","187.4"
"r_2","BG31","15 - 64_gr","2","1000cp","2010Q2","158.3"
"r_2","BG32","0","0","1000cp","2010Q2","377.8"
"r_2","BG32","0","1","1000cp","2010Q2","208.3"
"r_2","BG32","0","2","1000cp","2010Q2","169.5"
"r_2","BG32","15 - 64_gr","0","1000cp","2010Q2","374.2"
"r_2","BG32","15 - 64_gr","1","1000cp","2010Q2","205.9"
"r_2","BG32","15 - 64_gr","2","1000cp","2010Q2","168.3"
"r_2","BG33","0","0","1000cp","2010Q2","454.7"
"r_2","BG33","0","1","1000cp","2010Q2","248.7"
"r_2","BG33","0","2","1000cp","2010Q2","206"
"r_2","BG33","15 - 64_gr","0","1000cp","2010Q2","448.6"
"r_2","BG33","15 - 64_gr","1","1000cp","2010Q2","244.8"
"r_2","BG33","15 - 64_gr","2","1000cp","2010Q2","203.9"
"r_2","BG34","0","0","1000cp","2010Q2","493.8"
"r_2","BG34","0","1","1000cp","2010Q2","270.6"
"r_2","BG34","0","2","1000cp","2010Q2","223.2"
"r_2","BG34","15 - 64_gr","0","1000cp","2010Q2","490.4"
"r_2","BG34","15 - 64_gr","1","1000cp","2010Q2","268"
"r_2","BG34","15 - 64_gr","2","1000cp","2010Q2","222.3"
"r_2","BG41","0","0","1000cp","2010Q2","1096.7"
"r_2","BG41","0","1","1000cp","2010Q2","571.8"
"r_2","BG41","0","2","1000cp","2010Q2","524.8"
"r_2","BG41","15 - 64_gr","0","1000cp","2010Q2","1080.7"
"r_2","BG41","15 - 64_gr","1","1000cp","2010Q2","561.4"
"r_2","BG41","15 - 64_gr","2","1000cp","2010Q2","519.4"
"r_2","BG42","0","0","1000cp","2010Q2","669.2"
"r_2","BG42","0","1","1000cp","2010Q2","362.7"
"r_2","BG42","0","2","1000cp","2010Q2","306.5"
"r_2","BG42","15 - 64_gr","0","1000cp","2010Q2","663.5"
"r_2","BG42","15 - 64_gr","1","1000cp","2010Q2","358.9"
"r_2","BG42","15 - 64_gr","2","1000cp","2010Q2","304.5"
"r_2","BG","0","0","1000cp","2010Q3","3460.3"
"r_2","BG","0","1","1000cp","2010Q3","1858.9"
"r_2","BG","0","2","1000cp","2010Q3","1601.4"
"r_2","BG","15 - 64_gr","0","1000cp","2010Q3","3419.9"
"r_2","BG","15 - 64_gr","1","1000cp","2010Q3","1831.8"
"r_2","BG","15 - 64_gr","2","1000cp","2010Q3","1588.1"
"r_2","BG31","0","0","1000cp","2010Q3","344.8"
"r_2","BG31","0","1","1000cp","2010Q3","186.8"
"r_2","BG31","0","2","1000cp","2010Q3","158"
"r_2","BG31","15 - 64_gr","0","1000cp","2010Q3","341.6"
"r_2","BG31","15 - 64_gr","1","1000cp","2010Q3","184.2"
"r_2","BG31","15 - 64_gr","2","1000cp","2010Q3","157.4"
"r_2","BG32","0","0","1000cp","2010Q3","376.6"
"r_2","BG32","0","1","1000cp","2010Q3","205.9"
"r_2","BG32","0","2","1000cp","2010Q3","170.7"
"r_2","BG32","15 - 64_gr","0","1000cp","2010Q3","373.7"
"r_2","BG32","15 - 64_gr","1","1000cp","2010Q3","203.9"
"r_2","BG32","15 - 64_gr","2","1000cp","2010Q3","169.8"
"r_2","BG33","0","0","1000cp","2010Q3","463.2"
"r_2","BG33","0","1","1000cp","2010Q3","255.1"
"r_2","BG33","0","2","1000cp","2010Q3","208.1"
"r_2","BG33","15 - 64_gr","0","1000cp","2010Q3","457.9"
"r_2","BG33","15 - 64_gr","1","1000cp","2010Q3","251.5"
"r_2","BG33","15 - 64_gr","2","1000cp","2010Q3","206.5"
"r_2","BG34","0","0","1000cp","2010Q3","494.9"
"r_2","BG34","0","1","1000cp","2010Q3","270.5"
"r_2","BG34","0","2","1000cp","2010Q3","224.4"
"r_2","BG34","15 - 64_gr","0","1000cp","2010Q3","488.7"
"r_2","BG34","15 - 64_gr","1","1000cp","2010Q3","266.9"
"r_2","BG34","15 - 64_gr","2","1000cp","2010Q3","221.9"
"r_2","BG41","0","0","1000cp","2010Q3","1106.5"
"r_2","BG41","0","1","1000cp","2010Q3","576"
"r_2","BG41","0","2","1000cp","2010Q3","530.5"
"r_2","BG41","15 - 64_gr","0","1000cp","2010Q3","1089.5"
"r_2","BG41","15 - 64_gr","1","1000cp","2010Q3","564.4"
"r_2","BG41","15 - 64_gr","2","1000cp","2010Q3","525.1"
"r_2","BG42","0","0","1000cp","2010Q3","674.4"
"r_2","BG42","0","1","1000cp","2010Q3","364.5"
"r_2","BG42","0","2","1000cp","2010Q3","309.9"
"r_2","BG42","15 - 64_gr","0","1000cp","2010Q3","668.5"
"r_2","BG42","15 - 64_gr","1","1000cp","2010Q3","360.9"
"r_2","BG42","15 - 64_gr","2","1000cp","2010Q3","307.5"
"r_2","BG","0","0","1000cp","2010Q4","3433.6"
"r_2","BG","0","1","1000cp","2010Q4","1829.3"
"r_2","BG","0","2","1000cp","2010Q4","1604.3"
"r_2","BG","15 - 64_gr","0","1000cp","2010Q4","3391.4"
"r_2","BG","15 - 64_gr","1","1000cp","2010Q4","1800.7"
"r_2","BG","15 - 64_gr","2","1000cp","2010Q4","1590.7"
"r_2","BG31","0","0","1000cp","2010Q4","350.3"
"r_2","BG31","0","1","1000cp","2010Q4","186.7"
"r_2","BG31","0","2","1000cp","2010Q4","163.6"
"r_2","BG31","15 - 64_gr","0","1000cp","2010Q4","346.5"
"r_2","BG31","15 - 64_gr","1","1000cp","2010Q4","184"
"r_2","BG31","15 - 64_gr","2","1000cp","2010Q4","162.5"
"r_2","BG32","0","0","1000cp","2010Q4","372.6"
"r_2","BG32","0","1","1000cp","2010Q4","202.2"
"r_2","BG32","0","2","1000cp","2010Q4","170.3"
"r_2","BG32","15 - 64_gr","0","1000cp","2010Q4","368.9"
"r_2","BG32","15 - 64_gr","1","1000cp","2010Q4","200.1"
"r_2","BG32","15 - 64_gr","2","1000cp","2010Q4","168.8"
"r_2","BG33","0","0","1000cp","2010Q4","455.4"
"r_2","BG33","0","1","1000cp","2010Q4","250"
