RevisionColumn,NUTS,Age10_LFS,GenderID,Units,periods,ValueColumn
"r_2","BG42","15 - 64_gr","1","1000cp","2014Q2","364.9"
"r_2","BG42","15 - 64_gr","2","1000cp","2014Q2","315.9"
"r_2","BG","0","0","1000cp","2014Q3","3430.7"
"r_2","BG","0","1","1000cp","2014Q3","1835.8"
"r_2","BG","0","2","1000cp","2014Q3","1594.9"
"r_2","BG","15 - 64_gr","0","1000cp","2014Q3","3372.2"
"r_2","BG","15 - 64_gr","1","1000cp","2014Q3","1799.4"
"r_2","BG","15 - 64_gr","2","1000cp","2014Q3","1572.8"
"r_2","BG31","0","0","1000cp","2014Q3","330.9"
"r_2","BG31","0","1","1000cp","2014Q3","172.8"
"r_2","BG31","0","2","1000cp","2014Q3","158.1"
"r_2","BG31","15 - 64_gr","0","1000cp","2014Q3","326"
"r_2","BG31","15 - 64_gr","1","1000cp","2014Q3","169.7"
"r_2","BG31","15 - 64_gr","2","1000cp","2014Q3","156.2"
"r_2","BG32","0","0","1000cp","2014Q3","375.8"
"r_2","BG32","0","1","1000cp","2014Q3","208"
"r_2","BG32","0","2","1000cp","2014Q3","167.7"
"r_2","BG32","15 - 64_gr","0","1000cp","2014Q3","368.9"
"r_2","BG32","15 - 64_gr","1","1000cp","2014Q3","203.5"
"r_2","BG32","15 - 64_gr","2","1000cp","2014Q3","165.3"
"r_2","BG33","0","0","1000cp","2014Q3","465.4"
"r_2","BG33","0","1","1000cp","2014Q3","252.3"
"r_2","BG33","0","2","1000cp","2014Q3","213.1"
"r_2","BG33","15 - 64_gr","0","1000cp","2014Q3","457.6"
"r_2","BG33","15 - 64_gr","1","1000cp","2014Q3","247.3"
"r_2","BG33","15 - 64_gr","2","1000cp","2014Q3","210.3"
"r_2","BG34","0","0","1000cp","2014Q3","472.8"
"r_2","BG34","0","1","1000cp","2014Q3","258.9"
"r_2","BG34","0","2","1000cp","2014Q3","213.9"
"r_2","BG34","15 - 64_gr","0","1000cp","2014Q3","464.8"
"r_2","BG34","15 - 64_gr","1","1000cp","2014Q3","253.1"
"r_2","BG34","15 - 64_gr","2","1000cp","2014Q3","211.7"
"r_2","BG41","0","0","1000cp","2014Q3","1086.6"
"r_2","BG41","0","1","1000cp","2014Q3","567"
"r_2","BG41","0","2","1000cp","2014Q3","519.6"
"r_2","BG41","15 - 64_gr","0","1000cp","2014Q3","1067.4"
"r_2","BG41","15 - 64_gr","1","1000cp","2014Q3","555.5"
"r_2","BG41","15 - 64_gr","2","1000cp","2014Q3","511.9"
"r_2","BG42","0","0","1000cp","2014Q3","699.2"
"r_2","BG42","0","1","1000cp","2014Q3","376.7"
"r_2","BG42","0","2","1000cp","2014Q3","322.5"
"r_2","BG42","15 - 64_gr","0","1000cp","2014Q3","687.5"
"r_2","BG42","15 - 64_gr","1","1000cp","2014Q3","370.2"
"r_2","BG42","15 - 64_gr","2","1000cp","2014Q3","317.3"
"r_2","BG","0","0","1000cp","2014Q4","3344.2"
"r_2","BG","0","1","1000cp","2014Q4","1777.4"
"r_2","BG","0","2","1000cp","2014Q4","1566.7"
"r_2","BG","15 - 64_gr","0","1000cp","2014Q4","3285.4"
"r_2","BG","15 - 64_gr","1","1000cp","2014Q4","1742.4"
"r_2","BG","15 - 64_gr","2","1000cp","2014Q4","1543"
"r_2","BG31","0","0","1000cp","2014Q4","323.4"
"r_2","BG31","0","1","1000cp","2014Q4","174.7"
"r_2","BG31","0","2","1000cp","2014Q4","148.7"
"r_2","BG31","15 - 64_gr","0","1000cp","2014Q4","316.6"
"r_2","BG31","15 - 64_gr","1","1000cp","2014Q4","170.3"
"r_2","BG31","15 - 64_gr","2","1000cp","2014Q4","146.4"
"r_2","BG32","0","0","1000cp","2014Q4","361.4"
"r_2","BG32","0","1","1000cp","2014Q4","195.9"
"r_2","BG32","0","2","1000cp","2014Q4","165.5"
"r_2","BG32","15 - 64_gr","0","1000cp","2014Q4","355.3"
"r_2","BG32","15 - 64_gr","1","1000cp","2014Q4","191.8"
"r_2","BG32","15 - 64_gr","2","1000cp","2014Q4","163.5"
"r_2","BG33","0","0","1000cp","2014Q4","456.5"
"r_2","BG33","0","1","1000cp","2014Q4","246.9"
"r_2","BG33","0","2","1000cp","2014Q4","209.6"
"r_2","BG33","15 - 64_gr","0","1000cp","2014Q4","447.2"
"r_2","BG33","15 - 64_gr","1","1000cp","2014Q4","241.8"
"r_2","BG33","15 - 64_gr","2","1000cp","2014Q4","205.4"
"r_2","BG34","0","0","1000cp","2014Q4","462"
"r_2","BG34","0","1","1000cp","2014Q4","250.6"
"r_2","BG34","0","2","1000cp","2014Q4","211.5"
"r_2","BG34","15 - 64_gr","0","1000cp","2014Q4","456.1"
"r_2","BG34","15 - 64_gr","1","1000cp","2014Q4","246.8"
"r_2","BG34","15 - 64_gr","2","1000cp","2014Q4","209.3"
"r_2","BG41","0","0","1000cp","2014Q4","1069.2"
"r_2","BG41","0","1","1000cp","2014Q4","548.5"
"r_2","BG41","0","2","1000cp","2014Q4","520.7"
"r_2","BG41","15 - 64_gr","0","1000cp","2014Q4","1051.3"
"r_2","BG41","15 - 64_gr","1","1000cp","2014Q4","538.4"
"r_2","BG41","15 - 64_gr","2","1000cp","2014Q4","512.9"
"r_2","BG42","0","0","1000cp","2014Q4","671.6"
"r_2","BG42","0","1","1000cp","2014Q4","360.9"
"r_2","BG42","0","2","1000cp","2014Q4","310.7"
"r_2","BG42","15 - 64_gr","0","1000cp","2014Q4","658.9"
"r_2","BG42","15 - 64_gr","1","1000cp","2014Q4","353.4"
"r_2","BG42","15 - 64_gr","2","1000cp","2014Q4","305.5"
"r_2","BG","0","0","1000cp","2015Q1","3299"
"r_2","BG","0","1","1000cp","2015Q1","1761.7"
"r_2","BG","0","2","1000cp","2015Q1","1537.3"
"r_2","BG","15 - 64_gr","0","1000cp","2015Q1","3240.9"
"r_2","BG","15 - 64_gr","1","1000cp","2015Q1","1725.7"
"r_2","BG","15 - 64_gr","2","1000cp","2015Q1","1515.2"
"r_2","BG31","0","0","1000cp","2015Q1","308.8"
"r_2","BG31","0","1","1000cp","2015Q1","168.7"
"r_2","BG31","0","2","1000cp","2015Q1","140.1"
"r_2","BG31","15 - 64_gr","0","1000cp","2015Q1","301.6"
"r_2","BG31","15 - 64_gr","1","1000cp","2015Q1","163.6"
"r_2","BG31","15 - 64_gr","2","1000cp","2015Q1","138.1"
"r_2","BG32","0","0","1000cp","2015Q1","354.4"
"r_2","BG32","0","1","1000cp","2015Q1","195"
"r_2","BG32","0","2","1000cp","2015Q1","159.4"
"r_2","BG32","15 - 64_gr","0","1000cp","2015Q1","348.4"
"r_2","BG32","15 - 64_gr","1","1000cp","2015Q1","191.1"
"r_2","BG32","15 - 64_gr","2","1000cp","2015Q1","157.4"
"r_2","BG33","0","0","1000cp","2015Q1","444.5"
"r_2","BG33","0","1","1000cp","2015Q1","244"
"r_2","BG33","0","2","1000cp","2015Q1","200.5"
"r_2","BG33","15 - 64_gr","0","1000cp","2015Q1","435.1"
"r_2","BG33","15 - 64_gr","1","1000cp","2015Q1","239.4"
"r_2","BG33","15 - 64_gr","2","1000cp","2015Q1","195.7"
"r_2","BG34","0","0","1000cp","2015Q1","470.9"
"r_2","BG34","0","1","1000cp","2015Q1","259.4"
"r_2","BG34","0","2","1000cp","2015Q1","211.4"
"r_2","BG34","15 - 64_gr","0","1000cp","2015Q1","463.5"
"r_2","BG34","15 - 64_gr","1","1000cp","2015Q1","254.5"
"r_2","BG34","15 - 64_gr","2","1000cp","2015Q1","209"
"r_2","BG41","0","0","1000cp","2015Q1","1062.5"
"r_2","BG41","0","1","1000cp","2015Q1","542.7"
"r_2","BG41","0","2","1000cp","2015Q1","519.8"
"r_2","BG41","15 - 64_gr","0","1000cp","2015Q1","1045.7"
"r_2","BG41","15 - 64_gr","1","1000cp","2015Q1","532.9"
"r_2","BG41","15 - 64_gr","2","1000cp","2015Q1","512.8"
"r_2","BG42","0","0","1000cp","2015Q1","658"
"r_2","BG42","0","1","1000cp","2015Q1","351.8"
"r_2","BG42","0","2","1000cp","2015Q1","306.2"
"r_2","BG42","15 - 64_gr","0","1000cp","2015Q1","646.5"
"r_2","BG42","15 - 64_gr","1","1000cp","2015Q1","344.3"
"r_2","BG42","15 - 64_gr","2","1000cp","2015Q1","302.2"
"r_2","BG","0","0","1000cp","2015Q2","3342.1"
"r_2","BG","0","1","1000cp","2015Q2","1790.4"
"r_2","BG","0","2","1000cp","2015Q2","1551.7"
"r_2","BG","15 - 64_gr","0","1000cp","2015Q2","3283.5"
"r_2","BG","15 - 64_gr","1","1000cp","2015Q2","1753.2"
"r_2","BG","15 - 64_gr","2","1000cp","2015Q2","1530.3"
"r_2","BG31","0","0","1000cp","2015Q2","328.6"
"r_2","BG31","0","1","1000cp","2015Q2","177.6"
"r_2","BG31","0","2","1000cp","2015Q2","150.9"
"r_2","BG31","15 - 64_gr","0","1000cp","2015Q2","320.6"
"r_2","BG31","15 - 64_gr","1","1000cp","2015Q2","172.5"
"r_2","BG31","15 - 64_gr","2","1000cp","2015Q2","148.1"
"r_2","BG32","0","0","1000cp","2015Q2","367.9"
"r_2","BG32","0","1","1000cp","2015Q2","206"
"r_2","BG32","0","2","1000cp","2015Q2","161.9"
"r_2","BG32","15 - 64_gr","0","1000cp","2015Q2","360.8"
"r_2","BG32","15 - 64_gr","1","1000cp","2015Q2","201.1"
"r_2","BG32","15 - 64_gr","2","1000cp","2015Q2","159.7"
"r_2","BG33","0","0","1000cp","2015Q2","455.6"
"r_2","BG33","0","1","1000cp","2015Q2","247"
"r_2","BG33","0","2","1000cp","2015Q2","208.6"
"r_2","BG33","15 - 64_gr","0","1000cp","2015Q2","447.9"
"r_2","BG33","15 - 64_gr","1","1000cp","2015Q2","242.2"
"r_2","BG33","15 - 64_gr","2","1000cp","2015Q2","205.7"
"r_2","BG34","0","0","1000cp","2015Q2","460.8"
"r_2","BG34","0","1","1000cp","2015Q2","254"
"r_2","BG34","0","2","1000cp","2015Q2","206.8"
"r_2","BG34","15 - 64_gr","0","1000cp","2015Q2","454.4"
"r_2","BG34","15 - 64_gr","1","1000cp","2015Q2","249"
"r_2","BG34","15 - 64_gr","2","1000cp","2015Q2","205.4"
"r_2","BG41","0","0","1000cp","2015Q2","1074.1"
"r_2","BG41","0","1","1000cp","2015Q2","556.7"
"r_2","BG41","0","2","1000cp","2015Q2","517.4"
"r_2","BG41","15 - 64_gr","0","1000cp","2015Q2","1056.2"
"r_2","BG41","15 - 64_gr","1","1000cp","2015Q2","546"
"r_2","BG41","15 - 64_gr","2","1000cp","2015Q2","510.2"
"r_2","BG42","0","0","1000cp","2015Q2","655.1"
"r_2","BG42","0","1","1000cp","2015Q2","349"
"r_2","BG42","0","2","1000cp","2015Q2","306"
"r_2","BG42","15 - 64_gr","0","1000cp","2015Q2","643.5"
"r_2","BG42","15 - 64_gr","1","1000cp","2015Q2","342.5"
"r_2","BG42","15 - 64_gr","2","1000cp","2015Q2","301.1"
"r_2","BG","0","0","1000cp","2015Q3","3384"
"r_2","BG","0","1","1000cp","2015Q3","1805.1"
"r_2","BG","0","2","1000cp","2015Q3","1578.9"
"r_2","BG","15 - 64_gr","0","1000cp","2015Q3","3320.8"
"r_2","BG","15 - 64_gr","1","1000cp","2015Q3","1766"
"r_2","BG","15 - 64_gr","2","1000cp","2015Q3","1554.7"
"r_2","BG31","0","0","1000cp","2015Q3","328.4"
"r_2","BG31","0","1","1000cp","2015Q3","173.5"
"r_2","BG31","0","2","1000cp","2015Q3","154.9"
"r_2","BG31","15 - 64_gr","0","1000cp","2015Q3","320.5"
"r_2","BG31","15 - 64_gr","1","1000cp","2015Q3","168.5"
"r_2","BG31","15 - 64_gr","2","1000cp","2015Q3","152"
"r_2","BG32","0","0","1000cp","2015Q3","376.7"
"r_2","BG32","0","1","1000cp","2015Q3","202.2"
"r_2","BG32","0","2","1000cp","2015Q3","174.6"
"r_2","BG32","15 - 64_gr","0","1000cp","2015Q3","369.6"
"r_2","BG32","15 - 64_gr","1","1000cp","2015Q3","197.1"
"r_2","BG32","15 - 64_gr","2","1000cp","2015Q3","172.5"
"r_2","BG33","0","0","1000cp","2015Q3","461.5"
"r_2","BG33","0","1","1000cp","2015Q3","252.1"
"r_2","BG33","0","2","1000cp","2015Q3","209.4"
"r_2","BG33","15 - 64_gr","0","1000cp","2015Q3","453.7"
"r_2","BG33","15 - 64_gr","1","1000cp","2015Q3","246.8"
"r_2","BG33","15 - 64_gr","2","1000cp","2015Q3","206.9"
"r_2","BG34","0","0","1000cp","2015Q3","475.7"
"r_2","BG34","0","1","1000cp","2015Q3","259.9"
"r_2","BG34","0","2","1000cp","2015Q3","215.8"
"r_2","BG34","15 - 64_gr","0","1000cp","2015Q3","470.1"
"r_2","BG34","15 - 64_gr","1","1000cp","2015Q3","256.1"
"r_2","BG34","15 - 64_gr","2","1000cp","2015Q3","214"
"r_2","BG41","0","0","1000cp","2015Q3","1076.7"
"r_2","BG41","0","1","1000cp","2015Q3","557.7"
"r_2","BG41","0","2","1000cp","2015Q3","519"
"r_2","BG41","15 - 64_gr","0","1000cp","2015Q3","1055.3"
"r_2","BG41","15 - 64_gr","1","1000cp","2015Q3","546.3"
"r_2","BG41","15 - 64_gr","2","1000cp","2015Q3","509"
"r_2","BG42","0","0","1000cp","2015Q3","665"
"r_2","BG42","0","1","1000cp","2015Q3","359.8"
"r_2","BG42","0","2","1000cp","2015Q3","305.2"
"r_2","BG42","15 - 64_gr","0","1000cp","2015Q3","651.6"
"r_2","BG42","15 - 64_gr","1","1000cp","2015Q3","351.3"
"r_2","BG42","15 - 64_gr","2","1000cp","2015Q3","300.3"
"r_2","BG","0","0","1000cp","2015Q4","3322.8"
"r_2","BG","0","1","1000cp","2015Q4","1769.6"
"r_2","BG","0","2","1000cp","2015Q4","1553.1"
"r_2","BG","15 - 64_gr","0","1000cp","2015Q4","3258.9"
"r_2","BG","15 - 64_gr","1","1000cp","2015Q4","1732"
"r_2","BG","15 - 64_gr","2","1000cp","2015Q4","1526.9"
"r_2","BG31","0","0","1000cp","2015Q4","310"
"r_2","BG31","0","1","1000cp","2015Q4","167.2"
"r_2","BG31","0","2","1000cp","2015Q4","142.8"
"r_2","BG31","15 - 64_gr","0","1000cp","2015Q4","301.8"
"r_2","BG31","15 - 64_gr","1","1000cp","2015Q4","161.8"
"r_2","BG31","15 - 64_gr","2","1000cp","2015Q4","140"
"r_2","BG32","0","0","1000cp","2015Q4","368.3"
"r_2","BG32","0","1","1000cp","2015Q4","194.3"
"r_2","BG32","0","2","1000cp","2015Q4","174"
"r_2","BG32","15 - 64_gr","0","1000cp","2015Q4","360.2"
"r_2","BG32","15 - 64_gr","1","1000cp","2015Q4","188.7"
"r_2","BG32","15 - 64_gr","2","1000cp","2015Q4","171.5"
"r_2","BG33","0","0","1000cp","2015Q4","447.3"
"r_2","BG33","0","1","1000cp","2015Q4","245.4"
"r_2","BG33","0","2","1000cp","2015Q4","201.9"
"r_2","BG33","15 - 64_gr","0","1000cp","2015Q4","438.5"
"r_2","BG33","15 - 64_gr","1","1000cp","2015Q4","240.7"
"r_2","BG33","15 - 64_gr","2","1000cp","2015Q4","197.8"
"r_2","BG34","0","0","1000cp","2015Q4","470.7"
"r_2","BG34","0","1","1000cp","2015Q4","254.4"
"r_2","BG34","0","2","1000cp","2015Q4","216.3"
"r_2","BG34","15 - 64_gr","0","1000cp","2015Q4","464.6"
"r_2","BG34","15 - 64_gr","1","1000cp","2015Q4","250.5"
"r_2","BG34","15 - 64_gr","2","1000cp","2015Q4","214.1"
"r_2","BG41","0","0","1000cp","2015Q4","1071.1"
"r_2","BG41","0","1","1000cp","2015Q4","550"
"r_2","BG41","0","2","1000cp","2015Q4","521.1"
"r_2","BG41","15 - 64_gr","0","1000cp","2015Q4","1051"
"r_2","BG41","15 - 64_gr","1","1000cp","2015Q4","539.4"
"r_2","BG41","15 - 64_gr","2","1000cp","2015Q4","511.6"
"r_2","BG42","0","0","1000cp","2015Q4","655.3"
"r_2","BG42","0","1","1000cp","2015Q4","358.3"
"r_2","BG42","0","2","1000cp","2015Q4","297"
"r_2","BG42","15 - 64_gr","0","1000cp","2015Q4","642.7"
"r_2","BG42","15 - 64_gr","1","1000cp","2015Q4","350.8"
"r_2","BG42","15 - 64_gr","2","1000cp","2015Q4","291.9"
"r_3","BG","0","0","1000cp","2016Q1","3254.7"
"r_3","BG","0","1","1000cp","2016Q1","1748.8"
"r_3","BG","0","2","1000cp","2016Q1","1505.9"
"r_3","BG","15 - 64_gr","0","1000cp","2016Q1","3193.3"
"r_3","BG","15 - 64_gr","1","1000cp","2016Q1","1711.3"
"r_3","BG","15 - 64_gr","2","1000cp","2016Q1","1482"
"r_3","BG31","0","0","1000cp","2016Q1","295"
"r_3","BG31","0","1","1000cp","2016Q1","162.7"
"r_3","BG31","0","2","1000cp","2016Q1","132.2"
"r_3","BG31","15 - 64_gr","0","1000cp","2016Q1","286.6"
"r_3","BG31","15 - 64_gr","1","1000cp","2016Q1","158"
"r_3","BG31","15 - 64_gr","2","1000cp","2016Q1","128.6"
"r_3","BG32","0","0","1000cp","2016Q1","355.2"
"r_3","BG32","0","1","1000cp","2016Q1","190.8"
"r_3","BG32","0","2","1000cp","2016Q1","164.4"
"r_3","BG32","15 - 64_gr","0","1000cp","2016Q1","351"
"r_3","BG32","15 - 64_gr","1","1000cp","2016Q1","188.2"
"r_3","BG32","15 - 64_gr","2","1000cp","2016Q1","162.8"
"r_3","BG33","0","0","1000cp","2016Q1","448.6"
"r_3","BG33","0","1","1000cp","2016Q1","250.9"
"r_3","BG33","0","2","1000cp","2016Q1","197.7"
"r_3","BG33","15 - 64_gr","0","1000cp","2016Q1","438.9"
"r_3","BG33","15 - 64_gr","1","1000cp","2016Q1","245.1"
"r_3","BG33","15 - 64_gr","2","1000cp","2016Q1","193.8"
"r_3","BG34","0","0","1000cp","2016Q1","466.6"
"r_3","BG34","0","1","1000cp","2016Q1","250.5"
"r_3","BG34","0","2","1000cp","2016Q1","216.1"
"r_3","BG34","15 - 64_gr","0","1000cp","2016Q1","458.4"
"r_3","BG34","15 - 64_gr","1","1000cp","2016Q1","244.7"
"r_3","BG34","15 - 64_gr","2","1000cp","2016Q1","213.7"
"r_3","BG41","0","0","1000cp","2016Q1","1056.1"
"r_3","BG41","0","1","1000cp","2016Q1","549.3"
"r_3","BG41","0","2","1000cp","2016Q1","506.8"
"r_3","BG41","15 - 64_gr","0","1000cp","2016Q1","1037.9"
"r_3","BG41","15 - 64_gr","1","1000cp","2016Q1","538.6"
"r_3","BG41","15 - 64_gr","2","1000cp","2016Q1","499.2"
"r_3","BG42","0","0","1000cp","2016Q1","633.2"
"r_3","BG42","0","1","1000cp","2016Q1","344.5"
"r_3","BG42","0","2","1000cp","2016Q1","288.7"
"r_3","BG42","15 - 64_gr","0","1000cp","2016Q1","620.4"
"r_3","BG42","15 - 64_gr","1","1000cp","2016Q1","336.6"
"r_3","BG42","15 - 64_gr","2","1000cp","2016Q1","283.8"
"r_4","BG","0","0","1000cp","2016Q2","3298.9"
"r_4","BG","0","1","1000cp","2016Q2","1763.9"
"r_4","BG","0","2","1000cp","2016Q2","1535"
"r_4","BG","15 - 64_gr","0","1000cp","2016Q2","3236.1"
"r_4","BG","15 - 64_gr","1","1000cp","2016Q2","1725.3"
"r_4","BG","15 - 64_gr","2","1000cp","2016Q2","1510.8"
"r_4","BG31","0","0","1000cp","2016Q2","301.1"
"r_4","BG31","0","1","1000cp","2016Q2","161.9"
"r_4","BG31","0","2","1000cp","2016Q2","139.2"
"r_4","BG31","15 - 64_gr","0","1000cp","2016Q2","294.2"
"r_4","BG31","15 - 64_gr","1","1000cp","2016Q2","158.6"
"r_4","BG31","15 - 64_gr","2","1000cp","2016Q2","135.5"
"r_4","BG32","0","0","1000cp","2016Q2","362.3"
"r_4","BG32","0","1","1000cp","2016Q2","196.2"
"r_4","BG32","0","2","1000cp","2016Q2","166.1"
"r_4","BG32","15 - 64_gr","0","1000cp","2016Q2","357.3"
"r_4","BG32","15 - 64_gr","1","1000cp","2016Q2","192.7"
"r_4","BG32","15 - 64_gr","2","1000cp","2016Q2","164.6"
"r_4","BG33","0","0","1000cp","2016Q2","454.2"
"r_4","BG33","0","1","1000cp","2016Q2","249.9"
"r_4","BG33","0","2","1000cp","2016Q2","204.4"
"r_4","BG33","15 - 64_gr","0","1000cp","2016Q2","445.9"
"r_4","BG33","15 - 64_gr","1","1000cp","2016Q2","244.6"
"r_4","BG33","15 - 64_gr","2","1000cp","2016Q2","201.3"
"r_4","BG34","0","0","1000cp","2016Q2","465.7"
"r_4","BG34","0","1","1000cp","2016Q2","254.7"
"r_4","BG34","0","2","1000cp","2016Q2","211"
"r_4","BG34","15 - 64_gr","0","1000cp","2016Q2","458.1"
"r_4","BG34","15 - 64_gr","1","1000cp","2016Q2","249.1"
"r_4","BG34","15 - 64_gr","2","1000cp","2016Q2","209"
"r_4","BG41","0","0","1000cp","2016Q2","1068.7"
"r_4","BG41","0","1","1000cp","2016Q2","550.2"
"r_4","BG41","0","2","1000cp","2016Q2","518.5"
"r_4","BG41","15 - 64_gr","0","1000cp","2016Q2","1047.7"
"r_4","BG41","15 - 64_gr","1","1000cp","2016Q2","538.7"
"r_4","BG41","15 - 64_gr","2","1000cp","2016Q2","509"
"r_4","BG42","0","0","1000cp","2016Q2","646.8"
"r_4","BG42","0","1","1000cp","2016Q2","351.1"
"r_4","BG42","0","2","1000cp","2016Q2","295.7"
"r_4","BG42","15 - 64_gr","0","1000cp","2016Q2","632.8"
"r_4","BG42","15 - 64_gr","1","1000cp","2016Q2","341.5"
"r_4","BG42","15 - 64_gr","2","1000cp","2016Q2","291.3"
"r_5","BG","0","0","1000cp","2016Q3","3281.7"
"r_5","BG","0","1","1000cp","2016Q3","1753.8"
"r_5","BG","0","2","1000cp","2016Q3","1528"
"r_5","BG","15 - 64_gr","0","1000cp","2016Q3","3215.4"
"r_5","BG","15 - 64_gr","1","1000cp","2016Q3","1713.4"
"r_5","BG","15 - 64_gr","2","1000cp","2016Q3","1501.9"
"r_5","BG31","0","0","1000cp","2016Q3","304.5"
"r_5","BG31","0","1","1000cp","2016Q3","162.9"
"r_5","BG31","0","2","1000cp","2016Q3","141.6"
"r_5","BG31","15 - 64_gr","0","1000cp","2016Q3","297.8"
"r_5","BG31","15 - 64_gr","1","1000cp","2016Q3","159.4"
"r_5","BG31","15 - 64_gr","2","1000cp","2016Q3","138.3"
"r_5","BG32","0","0","1000cp","2016Q3","367.9"
"r_5","BG32","0","1","1000cp","2016Q3","199.1"
"r_5","BG32","0","2","1000cp","2016Q3","168.8"
"r_5","BG32","15 - 64_gr","0","1000cp","2016Q3","359.8"
"r_5","BG32","15 - 64_gr","1","1000cp","2016Q3","193.4"
"r_5","BG32","15 - 64_gr","2","1000cp","2016Q3","166.4"
"r_5","BG33","0","0","1000cp","2016Q3","442.6"
"r_5","BG33","0","1","1000cp","2016Q3","238.7"
"r_5","BG33","0","2","1000cp","2016Q3","203.8"
"r_5","BG33","15 - 64_gr","0","1000cp","2016Q3","434.4"
"r_5","BG33","15 - 64_gr","1","1000cp","2016Q3","233.5"
"r_5","BG33","15 - 64_gr","2","1000cp","2016Q3","200.9"
"r_5","BG34","0","0","1000cp","2016Q3","465.8"
"r_5","BG34","0","1","1000cp","2016Q3","257.5"
"r_5","BG34","0","2","1000cp","2016Q3","208.4"
"r_5","BG34","15 - 64_gr","0","1000cp","2016Q3","459.3"
"r_5","BG34","15 - 64_gr","1","1000cp","2016Q3","253.5"
"r_5","BG34","15 - 64_gr","2","1000cp","2016Q3","205.8"
"r_5","BG41","0","0","1000cp","2016Q3","1052"
"r_5","BG41","0","1","1000cp","2016Q3","543.8"
"r_5","BG41","0","2","1000cp","2016Q3","508.2"
"r_5","BG41","15 - 64_gr","0","1000cp","2016Q3","1028.7"
"r_5","BG41","15 - 64_gr","1","1000cp","2016Q3","531.4"
"r_5","BG41","15 - 64_gr","2","1000cp","2016Q3","497.3"
"r_5","BG42","0","0","1000cp","2016Q3","649"
"r_5","BG42","0","1","1000cp","2016Q3","351.8"
"r_5","BG42","0","2","1000cp","2016Q3","297.1"
"r_5","BG42","15 - 64_gr","0","1000cp","2016Q3","635.4"
"r_5","BG42","15 - 64_gr","1","1000cp","2016Q3","342.3"
"r_5","BG42","15 - 64_gr","2","1000cp","2016Q3","293.1"
"r_6","BG","0","0","1000cp","2016Q4","3220.8"
"r_6","BG","0","1","1000cp","2016Q4","1730.9"
"r_6","BG","0","2","1000cp","2016Q4","1489.9"
"r_6","BG","15 - 64_gr","0","1000cp","2016Q4","3153.8"
"r_6","BG","15 - 64_gr","1","1000cp","2016Q4","1689.4"
"r_6","BG","15 - 64_gr","2","1000cp","2016Q4","1464.4"
"r_6","BG31","0","0","1000cp","2016Q4","296.1"
"r_6","BG31","0","1","1000cp","2016Q4","162.7"
"r_6","BG31","0","2","1000cp","2016Q4","133.4"
"r_6","BG31","15 - 64_gr","0","1000cp","2016Q4","289.2"
"r_6","BG31","15 - 64_gr","1","1000cp","2016Q4","158.9"
"r_6","BG31","15 - 64_gr","2","1000cp","2016Q4","130.3"
"r_6","BG32","0","0","1000cp","2016Q4","355.5"
"r_6","BG32","0","1","1000cp","2016Q4","190.8"
"r_6","BG32","0","2","1000cp","2016Q4","164.7"
"r_6","BG32","15 - 64_gr","0","1000cp","2016Q4","346.8"
"r_6","BG32","15 - 64_gr","1","1000cp","2016Q4","184.7"
"r_6","BG32","15 - 64_gr","2","1000cp","2016Q4","162.1"
"r_6","BG33","0","0","1000cp","2016Q4","426.1"
"r_6","BG33","0","1","1000cp","2016Q4","232.9"
"r_6","BG33","0","2","1000cp","2016Q4","193.2"
"r_6","BG33","15 - 64_gr","0","1000cp","2016Q4","418"
"r_6","BG33","15 - 64_gr","1","1000cp","2016Q4","227.6"
"r_6","BG33","15 - 64_gr","2","1000cp","2016Q4","190.4"
"r_6","BG34","0","0","1000cp","2016Q4","458.2"
"r_6","BG34","0","1","1000cp","2016Q4","251.9"
"r_6","BG34","0","2","1000cp","2016Q4","206.2"
"r_6","BG34","15 - 64_gr","0","1000cp","2016Q4","451.2"
"r_6","BG34","15 - 64_gr","1","1000cp","2016Q4","247.2"
"r_6","BG34","15 - 64_gr","2","1000cp","2016Q4","204"
"r_6","BG41","0","0","1000cp","2016Q4","1060.1"
"r_6","BG41","0","1","1000cp","2016Q4","553.7"
"r_6","BG41","0","2","1000cp","2016Q4","506.4"
"r_6","BG41","15 - 64_gr","0","1000cp","2016Q4","1037.9"
"r_6","BG41","15 - 64_gr","1","1000cp","2016Q4","541.6"
"r_6","BG41","15 - 64_gr","2","1000cp","2016Q4","496.3"
"r_6","BG42","0","0","1000cp","2016Q4","624.8"
"r_6","BG42","0","1","1000cp","2016Q4","338.7"
"r_6","BG42","0","2","1000cp","2016Q4","286.1"
"r_6","BG42","15 - 64_gr","0","1000cp","2016Q4","610.7"
"r_6","BG42","15 - 64_gr","1","1000cp","2016Q4","329.5"
"r_6","BG42","15 - 64_gr","2","1000cp","2016Q4","281.2"
"r_7","BG","0","0","1000cp","2017Q1","3261.1"
"r_7","BG","0","1","1000cp","2017Q1","1743.6"
"r_7","BG","0","2","1000cp","2017Q1","1517.4"
"r_7","BG","15 - 64_gr","0","1000cp","2017Q1","3189.4"
"r_7","BG","15 - 64_gr","1","1000cp","2017Q1","1702.8"
"r_7","BG","15 - 64_gr","2","1000cp","2017Q1","1486.6"
"r_7","BG31","0","0","1000cp","2017Q1","302.4"
"r_7","BG31","0","1","1000cp","2017Q1","164.5"
"r_7","BG31","0","2","1000cp","2017Q1","137.9"
