RevisionColumn,periods,Units,GenderID,Residence,ValueColumn
"r_12","2018Q2","1000cp","2","1","43.6"
"r_12","2018Q2","1000cp","0","2","70.7"
"r_12","2018Q2","1000cp","1","2","41.9"
"r_12","2018Q2","1000cp","2","2","28.8"
"r_13","2018Q3","1000cp","0","0","168.3"
"r_13","2018Q3","1000cp","1","0","97.2"
"r_13","2018Q3","1000cp","2","0","71.1"
"r_13","2018Q3","1000cp","0","1","102.7"
"r_13","2018Q3","1000cp","1","1","60.8"
"r_13","2018Q3","1000cp","2","1","41.9"
"r_13","2018Q3","1000cp","0","2","65.6"
"r_13","2018Q3","1000cp","1","2","36.4"
"r_13","2018Q3","1000cp","2","2","29.2"
"r_14","2018Q4","1000cp","0","0","154.1"
"r_14","2018Q4","1000cp","1","0","88.2"
"r_14","2018Q4","1000cp","2","0","65.9"
"r_14","2018Q4","1000cp","0","1","98.7"
"r_14","2018Q4","1000cp","1","1","53.5"
"r_14","2018Q4","1000cp","2","1","45.2"
"r_14","2018Q4","1000cp","0","2","55.4"
"r_14","2018Q4","1000cp","1","2","34.7"
"r_14","2018Q4","1000cp","2","2","20.7"
"r_15","2019Q1","1000cp","0","0","165.3"
"r_15","2019Q1","1000cp","1","0","95"
"r_15","2019Q1","1000cp","2","0","70.3"
"r_15","2019Q1","1000cp","0","1","101.5"
"r_15","2019Q1","1000cp","1","1","54.8"
"r_15","2019Q1","1000cp","2","1","46.7"
"r_15","2019Q1","1000cp","0","2","63.8"
"r_15","2019Q1","1000cp","1","2","40.2"
"r_15","2019Q1","1000cp","2","2","23.6"
"r_16","2019Q2","1000cp","0","0","142"
"r_16","2019Q2","1000cp","1","0","82.7"
"r_16","2019Q2","1000cp","2","0","59.3"
"r_16","2019Q2","1000cp","0","1","83.6"
"r_16","2019Q2","1000cp","1","1","47.7"
"r_16","2019Q2","1000cp","2","1","35.9"
"r_16","2019Q2","1000cp","0","2","58.4"
"r_16","2019Q2","1000cp","1","2","35"
"r_16","2019Q2","1000cp","2","2","23.4"
"r_17","2019Q3","1000cp","0","0","125.4"
"r_17","2019Q3","1000cp","1","0","70.9"
"r_17","2019Q3","1000cp","2","0","54.5"
"r_17","2019Q3","1000cp","0","1","73.7"
"r_17","2019Q3","1000cp","1","1","41.8"
"r_17","2019Q3","1000cp","2","1","31.9"
"r_17","2019Q3","1000cp","0","2","51.6"
"r_17","2019Q3","1000cp","1","2","29.1"
"r_17","2019Q3","1000cp","2","2","22.6"
"r_18","2019Q4","1000cp","0","0","138.5"
"r_18","2019Q4","1000cp","1","0","80.6"
"r_18","2019Q4","1000cp","2","0","57.9"
"r_18","2019Q4","1000cp","0","1","78.1"
"r_18","2019Q4","1000cp","1","1","45.3"
"r_18","2019Q4","1000cp","2","1","32.8"
"r_18","2019Q4","1000cp","0","2","60.4"
"r_18","2019Q4","1000cp","1","2","35.3"
"r_18","2019Q4","1000cp","2","2","25.2"
"r_19","2020Q1","1000cp","0","0","148.9"
"r_19","2020Q1","1000cp","1","0","86"
"r_19","2020Q1","1000cp","2","0","62.9"
"r_19","2020Q1","1000cp","0","1","80.6"
"r_19","2020Q1","1000cp","1","1","46.2"
"r_19","2020Q1","1000cp","2","1","34.5"
"r_19","2020Q1","1000cp","0","2","68.2"
"r_19","2020Q1","1000cp","1","2","39.8"
"r_19","2020Q1","1000cp","2","2","28.4"
"r_20","2020Q2","1000cp","0","0","192.2"
"r_20","2020Q2","1000cp","1","0","108.1"
"r_20","2020Q2","1000cp","2","0","84.1"
"r_20","2020Q2","1000cp","0","1","126.1"
"r_20","2020Q2","1000cp","1","1","67.6"
"r_20","2020Q2","1000cp","2","1","58.4"
"r_20","2020Q2","1000cp","0","2","66.1"
"r_20","2020Q2","1000cp","1","2","40.5"
"r_20","2020Q2","1000cp","2","2","25.6"
"r_21","2020Q3","1000cp","0","0","160.4"
"r_21","2020Q3","1000cp","1","0","95.4"
"r_21","2020Q3","1000cp","2","0","65"
"r_21","2020Q3","1000cp","0","1","99.8"
"r_21","2020Q3","1000cp","1","1","58.3"
"r_21","2020Q3","1000cp","2","1","41.6"
"r_21","2020Q3","1000cp","0","2","60.6"
"r_21","2020Q3","1000cp","1","2","37.1"
"r_21","2020Q3","1000cp","2","2","23.4"
"r_22","2020Q4","1000cp","0","0","173.1"
"r_22","2020Q4","1000cp","1","0","95.7"
"r_22","2020Q4","1000cp","2","0","77.4"
"r_22","2020Q4","1000cp","0","1","104.4"
"r_22","2020Q4","1000cp","1","1","55.6"
"r_22","2020Q4","1000cp","2","1","48.8"
"r_22","2020Q4","1000cp","0","2","68.6"
"r_22","2020Q4","1000cp","1","2","40.1"
"r_22","2020Q4","1000cp","2","2","28.5"
"r_31","2023Q1","1000cp","0","0","134.9"
"r_31","2023Q1","1000cp","1","0","72.8"
"r_31","2023Q1","1000cp","2","0","62.1"
"r_31","2023Q1","1000cp","0","1","86.1"
"r_31","2023Q1","1000cp","1","1","46.6"
"r_31","2023Q1","1000cp","2","1","39.5"
"r_31","2023Q1","1000cp","0","2","48.8"
"r_31","2023Q1","1000cp","1","2","26.2"
"r_31","2023Q1","1000cp","2","2","22.6"
"r_32","2023Q2","1000cp","0","0","141"
"r_32","2023Q2","1000cp","1","0","75.1"
"r_32","2023Q2","1000cp","2","0","65.9"
"r_32","2023Q2","1000cp","0","1","89.6"
"r_32","2023Q2","1000cp","1","1","47.1"
"r_32","2023Q2","1000cp","2","1","42.5"
"r_32","2023Q2","1000cp","0","2","51.3"
"r_32","2023Q2","1000cp","1","2","27.9"
"r_32","2023Q2","1000cp","2","2","23.4"
"r_33","2023Q3","1000cp","0","0","125"
"r_33","2023Q3","1000cp","1","0","69.9"
"r_33","2023Q3","1000cp","2","0","55.1"
"r_33","2023Q3","1000cp","0","1","77.2"
"r_33","2023Q3","1000cp","1","1","43.9"
"r_33","2023Q3","1000cp","2","1","33.2"
"r_33","2023Q3","1000cp","0","2","47.8"
"r_33","2023Q3","1000cp","1","2","25.9"
"r_33","2023Q3","1000cp","2","2","21.9"
"r_34","2022Q1","1000cp","0","0","143.6"
"r_34","2022Q1","1000cp","1","0","76.5"
"r_34","2022Q1","1000cp","2","0","67.1"
"r_34","2022Q1","1000cp","0","1","86.6"
"r_34","2022Q1","1000cp","1","1","45.4"
"r_34","2022Q1","1000cp","2","1","41.2"
"r_34","2022Q1","1000cp","0","2","57"
"r_34","2022Q1","1000cp","1","2","31.1"
"r_34","2022Q1","1000cp","2","2","25.9"
"r_35","2022Q2","1000cp","0","0","138.8"
"r_35","2022Q2","1000cp","1","0","79.3"
"r_35","2022Q2","1000cp","2","0","59.5"
"r_35","2022Q2","1000cp","0","1","81.9"
"r_35","2022Q2","1000cp","1","1","48"
"r_35","2022Q2","1000cp","2","1","33.8"
"r_35","2022Q2","1000cp","0","2","56.9"
"r_35","2022Q2","1000cp","1","2","31.2"
"r_35","2022Q2","1000cp","2","2","25.7"
"r_36","2022Q3","1000cp","0","0","111"
"r_36","2022Q3","1000cp","1","0","63.9"
"r_36","2022Q3","1000cp","2","0","47.1"
"r_36","2022Q3","1000cp","0","1","72.4"
"r_36","2022Q3","1000cp","1","1","43.4"
"r_36","2022Q3","1000cp","2","1","29.1"
"r_36","2022Q3","1000cp","0","2","38.5"
"r_36","2022Q3","1000cp","1","2","20.5"
"r_36","2022Q3","1000cp","2","2","18"
"r_37","2022Q4","1000cp","0","0","115.6"
"r_37","2022Q4","1000cp","1","0","63.7"
"r_37","2022Q4","1000cp","2","0","51.9"
"r_37","2022Q4","1000cp","0","1","75.2"
"r_37","2022Q4","1000cp","1","1","41.8"
"r_37","2022Q4","1000cp","2","1","33.4"
"r_37","2022Q4","1000cp","0","2","40.4"
"r_37","2022Q4","1000cp","1","2","21.9"
"r_37","2022Q4","1000cp","2","2","18.5"
"r_38","2023Q4","1000cp","0","0","128.6"
"r_38","2023Q4","1000cp","1","0","68.9"
"r_38","2023Q4","1000cp","2","0","59.7"
"r_38","2023Q4","1000cp","0","1","77.5"
"r_38","2023Q4","1000cp","1","1","40.4"
"r_38","2023Q4","1000cp","2","1","37.1"
"r_38","2023Q4","1000cp","0","2","51"
"r_38","2023Q4","1000cp","1","2","28.5"
"r_38","2023Q4","1000cp","2","2","22.6"
"r_39","2024Q1","1000cp","0","0","152.5"
"r_39","2024Q1","1000cp","1","0","81.2"
"r_39","2024Q1","1000cp","2","0","71.3"
"r_39","2024Q1","1000cp","0","1","83.3"
"r_39","2024Q1","1000cp","1","1","43.7"
"r_39","2024Q1","1000cp","2","1","39.7"
"r_39","2024Q1","1000cp","0","2","69.2"
"r_39","2024Q1","1000cp","1","2","37.5"
"r_39","2024Q1","1000cp","2","2","31.7"
"r_40","2021Q1","1000cp","0","0","188.4"
"r_40","2021Q1","1000cp","1","0","105"
"r_40","2021Q1","1000cp","2","0","83.4"
"r_40","2021Q1","1000cp","0","1","116.3"
"r_40","2021Q1","1000cp","1","1","65.5"
"r_40","2021Q1","1000cp","2","1","50.8"
"r_40","2021Q1","1000cp","0","2","72.1"
"r_40","2021Q1","1000cp","1","2","39.5"
"r_40","2021Q1","1000cp","2","2","32.6"
"r_41","2021Q2","1000cp","0","0","168.4"
"r_41","2021Q2","1000cp","1","0","90.1"
"r_41","2021Q2","1000cp","2","0","78.3"
"r_41","2021Q2","1000cp","0","1","104.9"
"r_41","2021Q2","1000cp","1","1","53.3"
"r_41","2021Q2","1000cp","2","1","51.5"
"r_41","2021Q2","1000cp","0","2","63.6"
"r_41","2021Q2","1000cp","1","2","36.8"
"r_41","2021Q2","1000cp","2","2","26.8"
"r_42","2021Q3","1000cp","0","0","137.5"
"r_42","2021Q3","1000cp","1","0","77.8"
"r_42","2021Q3","1000cp","2","0","59.8"
"r_42","2021Q3","1000cp","0","1","88.8"
"r_42","2021Q3","1000cp","1","1","48.2"
"r_42","2021Q3","1000cp","2","1","40.6"
"r_42","2021Q3","1000cp","0","2","48.8"
"r_42","2021Q3","1000cp","1","2","29.6"
"r_42","2021Q3","1000cp","2","2","19.2"
"r_43","2021Q4","1000cp","0","0","132.7"
"r_43","2021Q4","1000cp","1","0","76.5"
"r_43","2021Q4","1000cp","2","0","56.2"
"r_43","2021Q4","1000cp","0","1","79.8"
"r_43","2021Q4","1000cp","1","1","45.9"
"r_43","2021Q4","1000cp","2","1","34"
"r_43","2021Q4","1000cp","0","2","52.8"
"r_43","2021Q4","1000cp","1","2","30.6"
"r_43","2021Q4","1000cp","2","2","22.3"
"r_44","2024Q2","1000cp","0","0","130.3"
"r_44","2024Q2","1000cp","1","0","71.8"
"r_44","2024Q2","1000cp","2","0","58.5"
"r_44","2024Q2","1000cp","0","1","76.2"
"r_44","2024Q2","1000cp","1","1","40.5"
"r_44","2024Q2","1000cp","2","1","35.7"
"r_44","2024Q2","1000cp","0","2","54.1"
"r_44","2024Q2","1000cp","1","2","31.3"
"r_44","2024Q2","1000cp","2","2","22.8"
"r_45","2024Q3","1000cp","0","0","110.3"
"r_45","2024Q3","1000cp","1","0","62"
"r_45","2024Q3","1000cp","2","0","48.4"
"r_45","2024Q3","1000cp","0","1","71.4"
"r_45","2024Q3","1000cp","1","1","37.6"
"r_45","2024Q3","1000cp","2","1","33.8"
"r_45","2024Q3","1000cp","0","2","39"
"r_45","2024Q3","1000cp","1","2","24.4"
"r_45","2024Q3","1000cp","2","2","14.6"
"r_46","2024Q4","1000cp","0","0","116.7"
"r_46","2024Q4","1000cp","1","0","70.6"
"r_46","2024Q4","1000cp","2","0","46"
"r_46","2024Q4","1000cp","0","1","69.3"
"r_46","2024Q4","1000cp","1","1","41.5"
"r_46","2024Q4","1000cp","2","1","27.9"
"r_46","2024Q4","1000cp","0","2","47.3"
"r_46","2024Q4","1000cp","1","2","29.2"
"r_46","2024Q4","1000cp","2","2","18.2"
"r_47","2025Q1","1000cp","0","0","116.7"
"r_47","2025Q1","1000cp","1","0","63"
"r_47","2025Q1","1000cp","2","0","53.7"
"r_47","2025Q1","1000cp","0","1","65.4"
"r_47","2025Q1","1000cp","1","1","35"
"r_47","2025Q1","1000cp","2","1","30.4"
"r_47","2025Q1","1000cp","0","2","51.3"
"r_47","2025Q1","1000cp","1","2","27.9"
"r_47","2025Q1","1000cp","2","2","23.4"
"r_48","2025Q2","1000cp","0","0","110.5"
"r_48","2025Q2","1000cp","1","0","60.8"
"r_48","2025Q2","1000cp","2","0","49.7"
"r_48","2025Q2","1000cp","0","1","67.5"
"r_48","2025Q2","1000cp","1","1","36.9"
"r_48","2025Q2","1000cp","2","1","30.6"
"r_48","2025Q2","1000cp","0","2","43"
"r_48","2025Q2","1000cp","1","2","23.9"
"r_48","2025Q2","1000cp","2","2","19.1"
"r_49","2025Q3","1000cp","0","0","104.5"
"r_49","2025Q3","1000cp","1","0","59.5"
"r_49","2025Q3","1000cp","2","0","45"
"r_49","2025Q3","1000cp","0","1","68.8"
"r_49","2025Q3","1000cp","1","1","38.1"
"r_49","2025Q3","1000cp","2","1","30.7"
"r_49","2025Q3","1000cp","0","2","35.7"
"r_49","2025Q3","1000cp","1","2","21.4"
"r_49","2025Q3","1000cp","2","2","14.2"
