RevisionColumn,periods,BUILD_Permit,BUILD_Permit1,District_Projection,periods_name,ValueColumn
"r_42","2008","2","4","PVN","Q1","3"
"r_42","2008","2","6","PVN","Q1","3415"
"r_42","2008","3","4","PVN","Q1","27"
"r_42","2008","3","6","PVN","Q1","8523"
"r_42","2008","1","4","PVN","Q2","37"
"r_42","2008","1","5","PVN","Q2","441"
"r_42","2008","1","6","PVN","Q2","40371"
"r_42","2008","2","4","PVN","Q2","3"
"r_42","2008","2","6","PVN","Q2","5528"
"r_42","2008","3","4","PVN","Q2","42"
"r_42","2008","3","6","PVN","Q2","91110"
"r_42","2008","1","4","PVN","Q3","44"
"r_42","2008","1","5","PVN","Q3","438"
"r_42","2008","1","6","PVN","Q3","63613"
"r_42","2008","2","4","PVN","Q3",".."
"r_42","2008","2","6","PVN","Q3",".."
"r_42","2008","3","4","PVN","Q3","34"
"r_42","2008","3","6","PVN","Q3","3498"
"r_42","2008","1","4","PVN","Q4","34"
"r_42","2008","1","5","PVN","Q4","224"
"r_42","2008","1","6","PVN","Q4","24282"
"r_42","2008","2","4","PVN","Q4","5"
"r_42","2008","2","6","PVN","Q4","2611"
"r_42","2008","3","4","PVN","Q4","34"
"r_42","2008","3","6","PVN","Q4","13702"
"r_42","2008","1","4","PDV","Q1","204"
"r_42","2008","1","5","PDV","Q1","874"
"r_42","2008","1","6","PDV","Q1","246336"
"r_42","2008","2","4","PDV","Q1","9"
"r_42","2008","2","6","PDV","Q1","73583"
"r_42","2008","3","4","PDV","Q1","107"
"r_42","2008","3","6","PDV","Q1","108009"
"r_42","2008","1","4","PDV","Q2","289"
"r_42","2008","1","5","PDV","Q2","1250"
"r_42","2008","1","6","PDV","Q2","188467"
"r_42","2008","2","4","PDV","Q2","18"
"r_42","2008","2","6","PDV","Q2","37733"
"r_42","2008","3","4","PDV","Q2","221"
"r_42","2008","3","6","PDV","Q2","150486"
"r_42","2008","1","4","PDV","Q3","274"
"r_42","2008","1","5","PDV","Q3","1210"
"r_42","2008","1","6","PDV","Q3","165877"
"r_42","2008","2","4","PDV","Q3","18"
"r_42","2008","2","6","PDV","Q3","26666"
"r_42","2008","3","4","PDV","Q3","134"
"r_42","2008","3","6","PDV","Q3","137674"
"r_42","2008","1","4","PDV","Q4","253"
"r_42","2008","1","5","PDV","Q4","2332"
"r_42","2008","1","6","PDV","Q4","370164"
"r_42","2008","2","4","PDV","Q4","6"
"r_42","2008","2","6","PDV","Q4","5132"
"r_42","2008","3","4","PDV","Q4","154"
"r_42","2008","3","6","PDV","Q4","305745"
"r_42","2008","1","4","RAZ","Q1","9"
"r_42","2008","1","5","RAZ","Q1","31"
"r_42","2008","1","6","RAZ","Q1","5629"
"r_42","2008","2","4","RAZ","Q1","-"
"r_42","2008","2","6","RAZ","Q1","-"
"r_42","2008","3","4","RAZ","Q1","12"
"r_42","2008","3","6","RAZ","Q1","2212"
"r_42","2008","1","4","RAZ","Q2","43"
"r_42","2008","1","5","RAZ","Q2","86"
"r_42","2008","1","6","RAZ","Q2","10968"
"r_42","2008","2","4","RAZ","Q2",".."
"r_42","2008","2","6","RAZ","Q2",".."
"r_42","2008","3","4","RAZ","Q2","45"
"r_42","2008","3","6","RAZ","Q2","13961"
"r_42","2008","1","4","RAZ","Q3","28"
"r_42","2008","1","5","RAZ","Q3","186"
"r_42","2008","1","6","RAZ","Q3","20740"
"r_42","2008","2","4","RAZ","Q3","-"
"r_42","2008","2","6","RAZ","Q3","-"
"r_42","2008","3","4","RAZ","Q3","16"
"r_42","2008","3","6","RAZ","Q3","2552"
"r_42","2008","1","4","RAZ","Q4","13"
"r_42","2008","1","5","RAZ","Q4","35"
"r_42","2008","1","6","RAZ","Q4","3383"
"r_42","2008","2","4","RAZ","Q4",".."
"r_42","2008","2","6","RAZ","Q4",".."
"r_42","2008","3","4","RAZ","Q4","21"
"r_42","2008","3","6","RAZ","Q4","2078"
"r_42","2008","1","4","RSE","Q1","19"
"r_42","2008","1","5","RSE","Q1","140"
"r_42","2008","1","6","RSE","Q1","21806"
"r_42","2008","2","4","RSE","Q1","7"
"r_42","2008","2","6","RSE","Q1","4724"
"r_42","2008","3","4","RSE","Q1","25"
"r_42","2008","3","6","RSE","Q1","3961"
"r_42","2008","1","4","RSE","Q2","49"
"r_42","2008","1","5","RSE","Q2","330"
"r_42","2008","1","6","RSE","Q2","32650"
"r_42","2008","2","4","RSE","Q2","6"
"r_42","2008","2","6","RSE","Q2","2136"
"r_42","2008","3","4","RSE","Q2","56"
"r_42","2008","3","6","RSE","Q2","78995"
"r_42","2008","1","4","RSE","Q3","49"
"r_42","2008","1","5","RSE","Q3","315"
"r_42","2008","1","6","RSE","Q3","31581"
"r_42","2008","2","4","RSE","Q3","5"
"r_42","2008","2","6","RSE","Q3","1186"
"r_42","2008","3","4","RSE","Q3","52"
"r_42","2008","3","6","RSE","Q3","96150"
"r_42","2008","1","4","RSE","Q4","44"
"r_42","2008","1","5","RSE","Q4","128"
"r_42","2008","1","6","RSE","Q4","18254"
"r_42","2008","2","4","RSE","Q4","3"
"r_42","2008","2","6","RSE","Q4","1296"
"r_42","2008","3","4","RSE","Q4","46"
"r_42","2008","3","6","RSE","Q4","23211"
"r_42","2008","1","4","SLS","Q1",".."
"r_42","2008","1","5","SLS","Q1",".."
"r_42","2008","1","6","SLS","Q1",".."
"r_42","2008","2","4","SLS","Q1","-"
"r_42","2008","2","6","SLS","Q1","-"
"r_42","2008","3","4","SLS","Q1","12"
"r_42","2008","3","6","SLS","Q1","5838"
"r_42","2008","1","4","SLS","Q2","22"
"r_42","2008","1","5","SLS","Q2","37"
"r_42","2008","1","6","SLS","Q2","7108"
"r_42","2008","2","4","SLS","Q2","3"
"r_42","2008","2","6","SLS","Q2","1577"
"r_42","2008","3","4","SLS","Q2","34"
"r_42","2008","3","6","SLS","Q2","15312"
"r_42","2008","1","4","SLS","Q3","22"
"r_42","2008","1","5","SLS","Q3","34"
"r_42","2008","1","6","SLS","Q3","8147"
"r_42","2008","2","4","SLS","Q3",".."
"r_42","2008","2","6","SLS","Q3",".."
"r_42","2008","3","4","SLS","Q3","39"
"r_42","2008","3","6","SLS","Q3","10364"
"r_42","2008","1","4","SLS","Q4","7"
"r_42","2008","1","5","SLS","Q4","48"
"r_42","2008","1","6","SLS","Q4","6530"
"r_42","2008","2","4","SLS","Q4","3"
"r_42","2008","2","6","SLS","Q4","1526"
"r_42","2008","3","4","SLS","Q4","27"
"r_42","2008","3","6","SLS","Q4","10130"
"r_42","2008","1","4","SLV","Q1","50"
"r_42","2008","1","5","SLV","Q1","183"
"r_42","2008","1","6","SLV","Q1","27586"
"r_42","2008","2","4","SLV","Q1","3"
"r_42","2008","2","6","SLV","Q1","1014"
"r_42","2008","3","4","SLV","Q1","40"
"r_42","2008","3","6","SLV","Q1","11667"
"r_42","2008","1","4","SLV","Q2","47"
"r_42","2008","1","5","SLV","Q2","245"
"r_42","2008","1","6","SLV","Q2","33892"
"r_42","2008","2","4","SLV","Q2",".."
"r_42","2008","2","6","SLV","Q2",".."
"r_42","2008","3","4","SLV","Q2","49"
"r_42","2008","3","6","SLV","Q2","12307"
"r_42","2008","1","4","SLV","Q3","48"
"r_42","2008","1","5","SLV","Q3","220"
"r_42","2008","1","6","SLV","Q3","31367"
"r_42","2008","2","4","SLV","Q3","3"
"r_42","2008","2","6","SLV","Q3","733"
"r_42","2008","3","4","SLV","Q3","33"
"r_42","2008","3","6","SLV","Q3","14332"
"r_42","2008","1","4","SLV","Q4","32"
"r_42","2008","1","5","SLV","Q4","181"
"r_42","2008","1","6","SLV","Q4","22880"
"r_42","2008","2","4","SLV","Q4","3"
"r_42","2008","2","6","SLV","Q4","3803"
"r_42","2008","3","4","SLV","Q4","23"
"r_42","2008","3","6","SLV","Q4","4953"
"r_42","2008","1","4","SML","Q1","22"
"r_42","2008","1","5","SML","Q1","67"
"r_42","2008","1","6","SML","Q1","10154"
"r_42","2008","2","4","SML","Q1","-"
"r_42","2008","2","6","SML","Q1","-"
"r_42","2008","3","4","SML","Q1","85"
"r_42","2008","3","6","SML","Q1","21205"
"r_42","2008","1","4","SML","Q2","30"
"r_42","2008","1","5","SML","Q2","196"
"r_42","2008","1","6","SML","Q2","23739"
"r_42","2008","2","4","SML","Q2",".."
"r_42","2008","2","6","SML","Q2",".."
"r_42","2008","3","4","SML","Q2","43"
"r_42","2008","3","6","SML","Q2","22729"
"r_42","2008","1","4","SML","Q3","26"
"r_42","2008","1","5","SML","Q3","126"
"r_42","2008","1","6","SML","Q3","15842"
"r_42","2008","2","4","SML","Q3",".."
"r_42","2008","2","6","SML","Q3",".."
"r_42","2008","3","4","SML","Q3","51"
"r_42","2008","3","6","SML","Q3","29822"
"r_42","2008","1","4","SML","Q4","15"
"r_42","2008","1","5","SML","Q4","51"
"r_42","2008","1","6","SML","Q4","6204"
"r_42","2008","2","4","SML","Q4",".."
"r_42","2008","2","6","SML","Q4",".."
"r_42","2008","3","4","SML","Q4","77"
"r_42","2008","3","6","SML","Q4","29437"
"r_42","2008","1","4","SFO","Q1","137"
"r_42","2008","1","5","SFO","Q1","317"
"r_42","2008","1","6","SFO","Q1","35560"
"r_42","2008","2","4","SFO","Q1","3"
"r_42","2008","2","6","SFO","Q1","2087"
"r_42","2008","3","4","SFO","Q1","83"
"r_42","2008","3","6","SFO","Q1","50153"
"r_42","2008","1","4","SFO","Q2","194"
"r_42","2008","1","5","SFO","Q2","243"
"r_42","2008","1","6","SFO","Q2","42162"
"r_42","2008","2","4","SFO","Q2","7"
"r_42","2008","2","6","SFO","Q2","4449"
"r_42","2008","3","4","SFO","Q2","84"
"r_42","2008","3","6","SFO","Q2","75832"
"r_42","2008","1","4","SFO","Q3","188"
"r_42","2008","1","5","SFO","Q3","702"
"r_42","2008","1","6","SFO","Q3","74130"
"r_42","2008","2","4","SFO","Q3","6"
"r_42","2008","2","6","SFO","Q3","10778"
"r_42","2008","3","4","SFO","Q3","90"
"r_42","2008","3","6","SFO","Q3","73308"
"r_42","2008","1","4","SFO","Q4","278"
"r_42","2008","1","5","SFO","Q4","419"
"r_42","2008","1","6","SFO","Q4","61785"
"r_42","2008","2","4","SFO","Q4","6"
"r_42","2008","2","6","SFO","Q4","4688"
"r_42","2008","3","4","SFO","Q4","108"
"r_42","2008","3","6","SFO","Q4","90005"
"r_42","2008","1","4","SOF","Q1","311"
"r_42","2008","1","5","SOF","Q1","1161"
"r_42","2008","1","6","SOF","Q1","223925"
"r_42","2008","2","4","SOF","Q1","5"
"r_42","2008","2","6","SOF","Q1","2245"
"r_42","2008","3","4","SOF","Q1","26"
"r_42","2008","3","6","SOF","Q1","22968"
"r_42","2008","1","4","SOF","Q2","319"
"r_42","2008","1","5","SOF","Q2","1308"
"r_42","2008","1","6","SOF","Q2","248335"
"r_42","2008","2","4","SOF","Q2","5"
"r_42","2008","2","6","SOF","Q2","1993"
"r_42","2008","3","4","SOF","Q2","34"
"r_42","2008","3","6","SOF","Q2","4352"
"r_42","2008","1","4","SOF","Q3","287"
"r_42","2008","1","5","SOF","Q3","1774"
"r_42","2008","1","6","SOF","Q3","193402"
"r_42","2008","2","4","SOF","Q3","22"
"r_42","2008","2","6","SOF","Q3","26366"
"r_42","2008","3","4","SOF","Q3","82"
"r_42","2008","3","6","SOF","Q3","27255"
"r_42","2008","1","4","SOF","Q4","232"
"r_42","2008","1","5","SOF","Q4","1502"
"r_42","2008","1","6","SOF","Q4","181545"
"r_42","2008","2","4","SOF","Q4","10"
"r_42","2008","2","6","SOF","Q4","12612"
"r_42","2008","3","4","SOF","Q4","64"
"r_42","2008","3","6","SOF","Q4","21388"
"r_42","2008","1","4","SZR","Q1","67"
"r_42","2008","1","5","SZR","Q1","406"
"r_42","2008","1","6","SZR","Q1","54911"
"r_42","2008","2","4","SZR","Q1","4"
"r_42","2008","2","6","SZR","Q1","1156"
"r_42","2008","3","4","SZR","Q1","100"
"r_42","2008","3","6","SZR","Q1","77810"
"r_42","2008","1","4","SZR","Q2","92"
"r_42","2008","1","5","SZR","Q2","558"
"r_42","2008","1","6","SZR","Q2","68984"
"r_42","2008","2","4","SZR","Q2","4"
"r_42","2008","2","6","SZR","Q2","4117"
"r_42","2008","3","4","SZR","Q2","95"
"r_42","2008","3","6","SZR","Q2","100953"
"r_42","2008","1","4","SZR","Q3","104"
"r_42","2008","1","5","SZR","Q3","466"
"r_42","2008","1","6","SZR","Q3","56922"
"r_42","2008","2","4","SZR","Q3",".."
"r_42","2008","2","6","SZR","Q3",".."
"r_42","2008","3","4","SZR","Q3","84"
"r_42","2008","3","6","SZR","Q3","78190"
"r_42","2008","1","4","SZR","Q4","105"
"r_42","2008","1","5","SZR","Q4","573"
"r_42","2008","1","6","SZR","Q4","83814"
"r_42","2008","2","4","SZR","Q4","8"
"r_42","2008","2","6","SZR","Q4","3592"
"r_42","2008","3","4","SZR","Q4","80"
"r_42","2008","3","6","SZR","Q4","25442"
"r_42","2008","1","4","TGV","Q1","12"
"r_42","2008","1","5","TGV","Q1","61"
"r_42","2008","1","6","TGV","Q1","7549"
"r_42","2008","2","4","TGV","Q1",".."
"r_42","2008","2","6","TGV","Q1",".."
"r_42","2008","3","4","TGV","Q1","10"
"r_42","2008","3","6","TGV","Q1","1697"
"r_42","2008","1","4","TGV","Q2","22"
"r_42","2008","1","5","TGV","Q2","123"
"r_42","2008","1","6","TGV","Q2","13337"
"r_42","2008","2","4","TGV","Q2",".."
"r_42","2008","2","6","TGV","Q2",".."
"r_42","2008","3","4","TGV","Q2","15"
"r_42","2008","3","6","TGV","Q2","3569"
"r_42","2008","1","4","TGV","Q3","15"
"r_42","2008","1","5","TGV","Q3","80"
"r_42","2008","1","6","TGV","Q3","10084"
"r_42","2008","2","4","TGV","Q3",".."
"r_42","2008","2","6","TGV","Q3",".."
"r_42","2008","3","4","TGV","Q3","20"
"r_42","2008","3","6","TGV","Q3","13972"
"r_42","2008","1","4","TGV","Q4","14"
"r_42","2008","1","5","TGV","Q4","80"
"r_42","2008","1","6","TGV","Q4","5597"
"r_42","2008","2","4","TGV","Q4",".."
"r_42","2008","2","6","TGV","Q4",".."
"r_42","2008","3","4","TGV","Q4","11"
"r_42","2008","3","6","TGV","Q4","3791"
"r_42","2008","1","4","HKV","Q1","39"
"r_42","2008","1","5","HKV","Q1","101"
"r_42","2008","1","6","HKV","Q1","14520"
"r_42","2008","2","4","HKV","Q1","-"
"r_42","2008","2","6","HKV","Q1","-"
"r_42","2008","3","4","HKV","Q1","58"
"r_42","2008","3","6","HKV","Q1","26812"
"r_42","2008","1","4","HKV","Q2","64"
"r_42","2008","1","5","HKV","Q2","173"
"r_42","2008","1","6","HKV","Q2","25581"
"r_42","2008","2","4","HKV","Q2","6"
"r_42","2008","2","6","HKV","Q2","17354"
"r_42","2008","3","4","HKV","Q2","62"
"r_42","2008","3","6","HKV","Q2","15474"
"r_42","2008","1","4","HKV","Q3","52"
"r_42","2008","1","5","HKV","Q3","292"
"r_42","2008","1","6","HKV","Q3","30270"
"r_42","2008","2","4","HKV","Q3","6"
"r_42","2008","2","6","HKV","Q3","5548"
"r_42","2008","3","4","HKV","Q3","65"
"r_42","2008","3","6","HKV","Q3","21812"
"r_42","2008","1","4","HKV","Q4","58"
"r_42","2008","1","5","HKV","Q4","237"
"r_42","2008","1","6","HKV","Q4","29105"
"r_42","2008","2","4","HKV","Q4",".."
"r_42","2008","2","6","HKV","Q4",".."
"r_42","2008","3","4","HKV","Q4","64"
"r_42","2008","3","6","HKV","Q4","16880"
"r_42","2008","1","4","SHU","Q1","27"
"r_42","2008","1","5","SHU","Q1","116"
"r_42","2008","1","6","SHU","Q1","15195"
"r_42","2008","2","4","SHU","Q1","3"
"r_42","2008","2","6","SHU","Q1","1004"
"r_42","2008","3","4","SHU","Q1","34"
"r_42","2008","3","6","SHU","Q1","8813"
"r_42","2008","1","4","SHU","Q2","41"
"r_42","2008","1","5","SHU","Q2","102"
"r_42","2008","1","6","SHU","Q2","12936"
"r_42","2008","2","4","SHU","Q2",".."
"r_42","2008","2","6","SHU","Q2",".."
"r_42","2008","3","4","SHU","Q2","53"
"r_42","2008","3","6","SHU","Q2","9517"
"r_42","2008","1","4","SHU","Q3","46"
"r_42","2008","1","5","SHU","Q3","180"
"r_42","2008","1","6","SHU","Q3","20729"
"r_42","2008","2","4","SHU","Q3","8"
"r_42","2008","2","6","SHU","Q3","1978"
"r_42","2008","3","4","SHU","Q3","34"
"r_42","2008","3","6","SHU","Q3","39940"
"r_42","2008","1","4","SHU","Q4","25"
"r_42","2008","1","5","SHU","Q4","116"
"r_42","2008","1","6","SHU","Q4","17602"
"r_42","2008","2","4","SHU","Q4","8"
"r_42","2008","2","6","SHU","Q4","1116"
"r_42","2008","3","4","SHU","Q4","48"
"r_42","2008","3","6","SHU","Q4","18067"
"r_42","2008","1","4","JAM","Q1","21"
"r_42","2008","1","5","JAM","Q1","81"
"r_42","2008","1","6","JAM","Q1","9435"
"r_42","2008","2","4","JAM","Q1",".."
"r_42","2008","2","6","JAM","Q1",".."
"r_42","2008","3","4","JAM","Q1","14"
"r_42","2008","3","6","JAM","Q1","2499"
"r_42","2008","1","4","JAM","Q2","32"
"r_42","2008","1","5","JAM","Q2","114"
"r_42","2008","1","6","JAM","Q2","10582"
"r_42","2008","2","4","JAM","Q2",".."
"r_42","2008","2","6","JAM","Q2",".."
"r_42","2008","3","4","JAM","Q2","26"
"r_42","2008","3","6","JAM","Q2","13785"
"r_42","2008","1","4","JAM","Q3","18"
"r_42","2008","1","5","JAM","Q3","83"
"r_42","2008","1","6","JAM","Q3","9733"
"r_42","2008","2","4","JAM","Q3",".."
"r_42","2008","2","6","JAM","Q3",".."
"r_42","2008","3","4","JAM","Q3","16"
"r_42","2008","3","6","JAM","Q3","3929"
"r_42","2008","1","4","JAM","Q4","15"
"r_42","2008","1","5","JAM","Q4","109"
"r_42","2008","1","6","JAM","Q4","11825"
"r_42","2008","2","4","JAM","Q4",".."
"r_42","2008","2","6","JAM","Q4",".."
"r_42","2008","3","4","JAM","Q4","20"
"r_42","2008","3","6","JAM","Q4","7953"
"r_42","2009","1","4","BG","Q1","1470"
"r_42","2009","1","5","BG","Q1","6530"
"r_42","2009","1","6","BG","Q1","895173"
"r_42","2009","2","4","BG","Q1","79"
"r_42","2009","2","6","BG","Q1","133761"
"r_42","2009","3","4","BG","Q1","978"
"r_42","2009","3","6","BG","Q1","711048"
"r_42","2009","1","4","BG","Q2","1832"
"r_42","2009","1","5","BG","Q2","4506"
"r_42","2009","1","6","BG","Q2","637484"
"r_42","2009","2","4","BG","Q2","79"
"r_42","2009","2","6","BG","Q2","88598"
"r_42","2009","3","4","BG","Q2","1160"
"r_42","2009","3","6","BG","Q2","661355"
"r_42","2009","1","4","BG","Q3","1783"
"r_42","2009","1","5","BG","Q3","5209"
"r_42","2009","1","6","BG","Q3","674192"
"r_42","2009","2","4","BG","Q3","84"
"r_42","2009","2","6","BG","Q3","54588"
"r_42","2009","3","4","BG","Q3","1289"
"r_42","2009","3","6","BG","Q3","617892"
"r_42","2009","1","4","BG","Q4","1343"
"r_42","2009","1","5","BG","Q4","3921"
"r_42","2009","1","6","BG","Q4","513059"
"r_42","2009","2","4","BG","Q4","63"
"r_42","2009","2","6","BG","Q4","28903"
"r_42","2009","3","4","BG","Q4","1142"
"r_42","2009","3","6","BG","Q4","745449"
"r_42","2009","1","4","BLG","Q1","82"
"r_42","2009","1","5","BLG","Q1","668"
"r_42","2009","1","6","BLG","Q1","66257"
"r_42","2009","2","4","BLG","Q1","3"
"r_42","2009","2","6","BLG","Q1","633"
"r_42","2009","3","4","BLG","Q1","68"
"r_42","2009","3","6","BLG","Q1","18031"
"r_42","2009","1","4","BLG","Q2","105"
"r_42","2009","1","5","BLG","Q2","343"
"r_42","2009","1","6","BLG","Q2","38050"
"r_42","2009","2","4","BLG","Q2","3"
"r_42","2009","2","6","BLG","Q2","2003"
"r_42","2009","3","4","BLG","Q2","54"
"r_42","2009","3","6","BLG","Q2","12811"
"r_42","2009","1","4","BLG","Q3","107"
"r_42","2009","1","5","BLG","Q3","400"
"r_42","2009","1","6","BLG","Q3","48795"
"r_42","2009","2","4","BLG","Q3","11"
"r_42","2009","2","6","BLG","Q3","5453"
"r_42","2009","3","4","BLG","Q3","60"
"r_42","2009","3","6","BLG","Q3","28333"
"r_42","2009","1","4","BLG","Q4","82"
"r_42","2009","1","5","BLG","Q4","381"
"r_42","2009","1","6","BLG","Q4","44137"
"r_42","2009","2","4","BLG","Q4","11"
"r_42","2009","2","6","BLG","Q4","2770"
"r_42","2009","3","4","BLG","Q4","64"
"r_42","2009","3","6","BLG","Q4","13941"
"r_42","2009","1","4","BGS","Q1","185"
"r_42","2009","1","5","BGS","Q1","896"
"r_42","2009","1","6","BGS","Q1","125971"
"r_42","2009","2","4","BGS","Q1","9"
"r_42","2009","2","6","BGS","Q1","28189"
"r_42","2009","3","4","BGS","Q1","54"
"r_42","2009","3","6","BGS","Q1","49932"
"r_42","2009","1","4","BGS","Q2","173"
"r_42","2009","1","5","BGS","Q2","461"
"r_42","2009","1","6","BGS","Q2","70080"
"r_42","2009","2","4","BGS","Q2","5"
"r_42","2009","2","6","BGS","Q2","1065"
"r_42","2009","3","4","BGS","Q2","78"
"r_42","2009","3","6","BGS","Q2","178914"
"r_42","2009","1","4","BGS","Q3","176"
"r_42","2009","1","5","BGS","Q3","1047"
"r_42","2009","1","6","BGS","Q3","103600"
"r_42","2009","2","4","BGS","Q3","4"
"r_42","2009","2","6","BGS","Q3","4126"
"r_42","2009","3","4","BGS","Q3","150"
"r_42","2009","3","6","BGS","Q3","51775"
"r_42","2009","1","4","BGS","Q4","155"
"r_42","2009","1","5","BGS","Q4","419"
"r_42","2009","1","6","BGS","Q4","60399"
"r_42","2009","2","4","BGS","Q4",".."
"r_42","2009","2","6","BGS","Q4",".."
"r_42","2009","3","4","BGS","Q4","55"
"r_42","2009","3","6","BGS","Q4","50188"
"r_42","2009","1","4","VAR","Q1","170"
"r_42","2009","1","5","VAR","Q1","1305"
"r_42","2009","1","6","VAR","Q1","212632"
"r_42","2009","2","4","VAR","Q1","8"
"r_42","2009","2","6","VAR","Q1","47321"
"r_42","2009","3","4","VAR","Q1","54"
"r_42","2009","3","6","VAR","Q1","53490"
"r_42","2009","1","4","VAR","Q2","153"
"r_42","2009","1","5","VAR","Q2","589"
"r_42","2009","1","6","VAR","Q2","84517"
"r_42","2009","2","4","VAR","Q2","7"
"r_42","2009","2","6","VAR","Q2","46916"
"r_42","2009","3","4","VAR","Q2","69"
"r_42","2009","3","6","VAR","Q2","61374"
"r_42","2009","1","4","VAR","Q3","208"
"r_42","2009","1","5","VAR","Q3","1089"
"r_42","2009","1","6","VAR","Q3","131346"
"r_42","2009","2","4","VAR","Q3",".."
"r_42","2009","2","6","VAR","Q3",".."
"r_42","2009","3","4","VAR","Q3","81"
"r_42","2009","3","6","VAR","Q3","41277"
"r_42","2009","1","4","VAR","Q4","128"
"r_42","2009","1","5","VAR","Q4","604"
"r_42","2009","1","6","VAR","Q4","80993"
"r_42","2009","2","4","VAR","Q4",".."
"r_42","2009","2","6","VAR","Q4",".."
"r_42","2009","3","4","VAR","Q4","74"
"r_42","2009","3","6","VAR","Q4","136797"
"r_42","2009","1","4","VTR","Q1","27"
"r_42","2009","1","5","VTR","Q1","103"
"r_42","2009","1","6","VTR","Q1","12475"
"r_42","2009","2","4","VTR","Q1","-"
"r_42","2009","2","6","VTR","Q1","-"
"r_42","2009","3","4","VTR","Q1","49"
"r_42","2009","3","6","VTR","Q1","13954"
"r_42","2009","1","4","VTR","Q2","44"
"r_42","2009","1","5","VTR","Q2","123"
"r_42","2009","1","6","VTR","Q2","15967"
"r_42","2009","2","4","VTR","Q2","4"
"r_42","2009","2","6","VTR","Q2","1138"
"r_42","2009","3","4","VTR","Q2","54"
"r_42","2009","3","6","VTR","Q2","36707"
"r_42","2009","1","4","VTR","Q3","37"
"r_42","2009","1","5","VTR","Q3","128"
"r_42","2009","1","6","VTR","Q3","13569"
"r_42","2009","2","4","VTR","Q3","3"
"r_42","2009","2","6","VTR","Q3","9007"
"r_42","2009","3","4","VTR","Q3","56"
"r_42","2009","3","6","VTR","Q3","16393"
"r_42","2009","1","4","VTR","Q4","25"
"r_42","2009","1","5","VTR","Q4","98"
"r_42","2009","1","6","VTR","Q4","9470"
"r_42","2009","2","4","VTR","Q4","3"
"r_42","2009","2","6","VTR","Q4","318"
"r_42","2009","3","4","VTR","Q4","58"
"r_42","2009","3","6","VTR","Q4","27488"
"r_42","2009","1","4","VID","Q1","6"
"r_42","2009","1","5","VID","Q1","6"
"r_42","2009","1","6","VID","Q1","1345"
"r_42","2009","2","4","VID","Q1","-"
"r_42","2009","2","6","VID","Q1","-"
"r_42","2009","3","4","VID","Q1","3"
"r_42","2009","3","6","VID","Q1","102"
"r_42","2009","1","4","VID","Q2","7"
"r_42","2009","1","5","VID","Q2","39"
"r_42","2009","1","6","VID","Q2","4103"
"r_42","2009","2","4","VID","Q2","-"
"r_42","2009","2","6","VID","Q2","-"
"r_42","2009","3","4","VID","Q2","4"
"r_42","2009","3","6","VID","Q2","474"
"r_42","2009","1","4","VID","Q3","4"
"r_42","2009","1","5","VID","Q3","15"
"r_42","2009","1","6","VID","Q3","1812"
"r_42","2009","2","4","VID","Q3","-"
"r_42","2009","2","6","VID","Q3","-"
"r_42","2009","3","4","VID","Q3","7"
"r_42","2009","3","6","VID","Q3","454"
"r_42","2009","1","4","VID","Q4",".."
"r_42","2009","1","5","VID","Q4",".."
"r_42","2009","1","6","VID","Q4",".."
"r_42","2009","2","4","VID","Q4","3"
"r_42","2009","2","6","VID","Q4","672"
"r_42","2009","3","4","VID","Q4","10"
"r_42","2009","3","6","VID","Q4","1870"
"r_42","2009","1","4","VRC","Q1","18"
"r_42","2009","1","5","VRC","Q1","75"
"r_42","2009","1","6","VRC","Q1","9018"
"r_42","2009","2","4","VRC","Q1","-"
"r_42","2009","2","6","VRC","Q1","-"
"r_42","2009","3","4","VRC","Q1","25"
"r_42","2009","3","6","VRC","Q1","7370"
"r_42","2009","1","4","VRC","Q2","15"
"r_42","2009","1","5","VRC","Q2","45"
"r_42","2009","1","6","VRC","Q2","6718"
"r_42","2009","2","4","VRC","Q2","-"
"r_42","2009","2","6","VRC","Q2","-"
"r_42","2009","3","4","VRC","Q2","19"
"r_42","2009","3","6","VRC","Q2","3792"
"r_42","2009","1","4","VRC","Q3","19"
"r_42","2009","1","5","VRC","Q3","40"
"r_42","2009","1","6","VRC","Q3","5594"
"r_42","2009","2","4","VRC","Q3","5"
"r_42","2009","2","6","VRC","Q3","1269"
"r_42","2009","3","4","VRC","Q3","23"
"r_42","2009","3","6","VRC","Q3","3570"
"r_42","2009","1","4","VRC","Q4","11"
"r_42","2009","1","5","VRC","Q4","18"
"r_42","2009","1","6","VRC","Q4","2447"
"r_42","2009","2","4","VRC","Q4",".."
"r_42","2009","2","6","VRC","Q4",".."
"r_42","2009","3","4","VRC","Q4","23"
"r_42","2009","3","6","VRC","Q4","6464"
"r_42","2009","1","4","GAB","Q1","19"
"r_42","2009","1","5","GAB","Q1","41"
"r_42","2009","1","6","GAB","Q1","6472"
"r_42","2009","2","4","GAB","Q1",".."
"r_42","2009","2","6","GAB","Q1",".."
"r_42","2009","3","4","GAB","Q1","23"
"r_42","2009","3","6","GAB","Q1","9264"
"r_42","2009","1","4","GAB","Q2","32"
"r_42","2009","1","5","GAB","Q2","39"
"r_42","2009","1","6","GAB","Q2","6275"
"r_42","2009","2","4","GAB","Q2",".."
"r_42","2009","2","6","GAB","Q2",".."
"r_42","2009","3","4","GAB","Q2","16"
