RevisionColumn,periods,BUILD_Permit,BUILD_Permit1,District_Projection,periods_name,ValueColumn
"r_42","2014","2","4","PAZ","Q3","-"
"r_42","2014","2","6","PAZ","Q3","-"
"r_42","2014","3","4","PAZ","Q3","72"
"r_42","2014","3","6","PAZ","Q3","16752"
"r_42","2014","1","4","PAZ","Q4","47"
"r_42","2014","1","5","PAZ","Q4","98"
"r_42","2014","1","6","PAZ","Q4","13981"
"r_42","2014","2","4","PAZ","Q4",".."
"r_42","2014","2","6","PAZ","Q4",".."
"r_42","2014","3","4","PAZ","Q4","64"
"r_42","2014","3","6","PAZ","Q4","13899"
"r_42","2014","1","4","PER","Q1","22"
"r_42","2014","1","5","PER","Q1","28"
"r_42","2014","1","6","PER","Q1","4239"
"r_42","2014","2","4","PER","Q1","-"
"r_42","2014","2","6","PER","Q1","-"
"r_42","2014","3","4","PER","Q1","24"
"r_42","2014","3","6","PER","Q1","6542"
"r_42","2014","1","4","PER","Q2","45"
"r_42","2014","1","5","PER","Q2","45"
"r_42","2014","1","6","PER","Q2","7443"
"r_42","2014","2","4","PER","Q2","-"
"r_42","2014","2","6","PER","Q2","-"
"r_42","2014","3","4","PER","Q2","23"
"r_42","2014","3","6","PER","Q2","3574"
"r_42","2014","1","4","PER","Q3","35"
"r_42","2014","1","5","PER","Q3","38"
"r_42","2014","1","6","PER","Q3","7256"
"r_42","2014","2","4","PER","Q3","-"
"r_42","2014","2","6","PER","Q3","-"
"r_42","2014","3","4","PER","Q3","23"
"r_42","2014","3","6","PER","Q3","1927"
"r_42","2014","1","4","PER","Q4","48"
"r_42","2014","1","5","PER","Q4","53"
"r_42","2014","1","6","PER","Q4","9103"
"r_42","2014","2","4","PER","Q4","-"
"r_42","2014","2","6","PER","Q4","-"
"r_42","2014","3","4","PER","Q4","29"
"r_42","2014","3","6","PER","Q4","4287"
"r_42","2014","1","4","PVN","Q1","12"
"r_42","2014","1","5","PVN","Q1","15"
"r_42","2014","1","6","PVN","Q1","2951"
"r_42","2014","2","4","PVN","Q1",".."
"r_42","2014","2","6","PVN","Q1",".."
"r_42","2014","3","4","PVN","Q1","22"
"r_42","2014","3","6","PVN","Q1","5717"
"r_42","2014","1","4","PVN","Q2","21"
"r_42","2014","1","5","PVN","Q2","24"
"r_42","2014","1","6","PVN","Q2","4665"
"r_42","2014","2","4","PVN","Q2",".."
"r_42","2014","2","6","PVN","Q2",".."
"r_42","2014","3","4","PVN","Q2","45"
"r_42","2014","3","6","PVN","Q2","20231"
"r_42","2014","1","4","PVN","Q3","16"
"r_42","2014","1","5","PVN","Q3","35"
"r_42","2014","1","6","PVN","Q3","5568"
"r_42","2014","2","4","PVN","Q3","-"
"r_42","2014","2","6","PVN","Q3","-"
"r_42","2014","3","4","PVN","Q3","42"
"r_42","2014","3","6","PVN","Q3","18128"
"r_42","2014","1","4","PVN","Q4","7"
"r_42","2014","1","5","PVN","Q4","10"
"r_42","2014","1","6","PVN","Q4","1658"
"r_42","2014","2","4","PVN","Q4","-"
"r_42","2014","2","6","PVN","Q4","-"
"r_42","2014","3","4","PVN","Q4","34"
"r_42","2014","3","6","PVN","Q4","19152"
"r_42","2014","1","4","PDV","Q1","121"
"r_42","2014","1","5","PDV","Q1","343"
"r_42","2014","1","6","PDV","Q1","51113"
"r_42","2014","2","4","PDV","Q1","4"
"r_42","2014","2","6","PDV","Q1","1644"
"r_42","2014","3","4","PDV","Q1","104"
"r_42","2014","3","6","PDV","Q1","115818"
"r_42","2014","1","4","PDV","Q2","137"
"r_42","2014","1","5","PDV","Q2","407"
"r_42","2014","1","6","PDV","Q2","53018"
"r_42","2014","2","4","PDV","Q2","5"
"r_42","2014","2","6","PDV","Q2","2915"
"r_42","2014","3","4","PDV","Q2","139"
"r_42","2014","3","6","PDV","Q2","56610"
"r_42","2014","1","4","PDV","Q3","81"
"r_42","2014","1","5","PDV","Q3","388"
"r_42","2014","1","6","PDV","Q3","47195"
"r_42","2014","2","4","PDV","Q3","6"
"r_42","2014","2","6","PDV","Q3","8564"
"r_42","2014","3","4","PDV","Q3","77"
"r_42","2014","3","6","PDV","Q3","42018"
"r_42","2014","1","4","PDV","Q4","120"
"r_42","2014","1","5","PDV","Q4","919"
"r_42","2014","1","6","PDV","Q4","103317"
"r_42","2014","2","4","PDV","Q4","5"
"r_42","2014","2","6","PDV","Q4","11759"
"r_42","2014","3","4","PDV","Q4","148"
"r_42","2014","3","6","PDV","Q4","108743"
"r_42","2014","1","4","RAZ","Q1","4"
"r_42","2014","1","5","RAZ","Q1","5"
"r_42","2014","1","6","RAZ","Q1","1618"
"r_42","2014","2","4","RAZ","Q1","-"
"r_42","2014","2","6","RAZ","Q1","-"
"r_42","2014","3","4","RAZ","Q1","20"
"r_42","2014","3","6","RAZ","Q1","7779"
"r_42","2014","1","4","RAZ","Q2","10"
"r_42","2014","1","5","RAZ","Q2","10"
"r_42","2014","1","6","RAZ","Q2","2495"
"r_42","2014","2","4","RAZ","Q2","-"
"r_42","2014","2","6","RAZ","Q2","-"
"r_42","2014","3","4","RAZ","Q2","20"
"r_42","2014","3","6","RAZ","Q2","4895"
"r_42","2014","1","4","RAZ","Q3","9"
"r_42","2014","1","5","RAZ","Q3","10"
"r_42","2014","1","6","RAZ","Q3","1237"
"r_42","2014","2","4","RAZ","Q3","3"
"r_42","2014","2","6","RAZ","Q3","1609"
"r_42","2014","3","4","RAZ","Q3","26"
"r_42","2014","3","6","RAZ","Q3","5218"
"r_42","2014","1","4","RAZ","Q4","7"
"r_42","2014","1","5","RAZ","Q4","10"
"r_42","2014","1","6","RAZ","Q4","1461"
"r_42","2014","2","4","RAZ","Q4","-"
"r_42","2014","2","6","RAZ","Q4","-"
"r_42","2014","3","4","RAZ","Q4","23"
"r_42","2014","3","6","RAZ","Q4","3679"
"r_42","2014","1","4","RSE","Q1","17"
"r_42","2014","1","5","RSE","Q1","17"
"r_42","2014","1","6","RSE","Q1","2680"
"r_42","2014","2","4","RSE","Q1","-"
"r_42","2014","2","6","RSE","Q1","-"
"r_42","2014","3","4","RSE","Q1","19"
"r_42","2014","3","6","RSE","Q1","8277"
"r_42","2014","1","4","RSE","Q2","25"
"r_42","2014","1","5","RSE","Q2","75"
"r_42","2014","1","6","RSE","Q2","9937"
"r_42","2014","2","4","RSE","Q2",".."
"r_42","2014","2","6","RSE","Q2",".."
"r_42","2014","3","4","RSE","Q2","35"
"r_42","2014","3","6","RSE","Q2","7632"
"r_42","2014","1","4","RSE","Q3","18"
"r_42","2014","1","5","RSE","Q3","45"
"r_42","2014","1","6","RSE","Q3","6563"
"r_42","2014","2","4","RSE","Q3","3"
"r_42","2014","2","6","RSE","Q3","1982"
"r_42","2014","3","4","RSE","Q3","51"
"r_42","2014","3","6","RSE","Q3","18142"
"r_42","2014","1","4","RSE","Q4","11"
"r_42","2014","1","5","RSE","Q4","21"
"r_42","2014","1","6","RSE","Q4","4573"
"r_42","2014","2","4","RSE","Q4","-"
"r_42","2014","2","6","RSE","Q4","-"
"r_42","2014","3","4","RSE","Q4","30"
"r_42","2014","3","6","RSE","Q4","7733"
"r_42","2014","1","4","SLS","Q1","16"
"r_42","2014","1","5","SLS","Q1","33"
"r_42","2014","1","6","SLS","Q1","5647"
"r_42","2014","2","4","SLS","Q1","-"
"r_42","2014","2","6","SLS","Q1","-"
"r_42","2014","3","4","SLS","Q1","13"
"r_42","2014","3","6","SLS","Q1","2468"
"r_42","2014","1","4","SLS","Q2","8"
"r_42","2014","1","5","SLS","Q2","8"
"r_42","2014","1","6","SLS","Q2","1357"
"r_42","2014","2","4","SLS","Q2",".."
"r_42","2014","2","6","SLS","Q2",".."
"r_42","2014","3","4","SLS","Q2","35"
"r_42","2014","3","6","SLS","Q2","9268"
"r_42","2014","1","4","SLS","Q3","14"
"r_42","2014","1","5","SLS","Q3","14"
"r_42","2014","1","6","SLS","Q3","2072"
"r_42","2014","2","4","SLS","Q3",".."
"r_42","2014","2","6","SLS","Q3",".."
"r_42","2014","3","4","SLS","Q3","19"
"r_42","2014","3","6","SLS","Q3","5851"
"r_42","2014","1","4","SLS","Q4","8"
"r_42","2014","1","5","SLS","Q4","8"
"r_42","2014","1","6","SLS","Q4","1431"
"r_42","2014","2","4","SLS","Q4","-"
"r_42","2014","2","6","SLS","Q4","-"
"r_42","2014","3","4","SLS","Q4","34"
"r_42","2014","3","6","SLS","Q4","12353"
"r_42","2014","1","4","SLV","Q1","15"
"r_42","2014","1","5","SLV","Q1","24"
"r_42","2014","1","6","SLV","Q1","3368"
"r_42","2014","2","4","SLV","Q1","-"
"r_42","2014","2","6","SLV","Q1","-"
"r_42","2014","3","4","SLV","Q1","22"
"r_42","2014","3","6","SLV","Q1","14432"
"r_42","2014","1","4","SLV","Q2","26"
"r_42","2014","1","5","SLV","Q2","30"
"r_42","2014","1","6","SLV","Q2","4647"
"r_42","2014","2","4","SLV","Q2",".."
"r_42","2014","2","6","SLV","Q2",".."
"r_42","2014","3","4","SLV","Q2","38"
"r_42","2014","3","6","SLV","Q2","15141"
"r_42","2014","1","4","SLV","Q3","18"
"r_42","2014","1","5","SLV","Q3","34"
"r_42","2014","1","6","SLV","Q3","5093"
"r_42","2014","2","4","SLV","Q3","-"
"r_42","2014","2","6","SLV","Q3","-"
"r_42","2014","3","4","SLV","Q3","35"
"r_42","2014","3","6","SLV","Q3","10593"
"r_42","2014","1","4","SLV","Q4","18"
"r_42","2014","1","5","SLV","Q4","22"
"r_42","2014","1","6","SLV","Q4","4893"
"r_42","2014","2","4","SLV","Q4","-"
"r_42","2014","2","6","SLV","Q4","-"
"r_42","2014","3","4","SLV","Q4","22"
"r_42","2014","3","6","SLV","Q4","8109"
"r_42","2014","1","4","SML","Q1","9"
"r_42","2014","1","5","SML","Q1","13"
"r_42","2014","1","6","SML","Q1","2226"
"r_42","2014","2","4","SML","Q1","-"
"r_42","2014","2","6","SML","Q1","-"
"r_42","2014","3","4","SML","Q1","23"
"r_42","2014","3","6","SML","Q1","3862"
"r_42","2014","1","4","SML","Q2","14"
"r_42","2014","1","5","SML","Q2","23"
"r_42","2014","1","6","SML","Q2","3032"
"r_42","2014","2","4","SML","Q2","-"
"r_42","2014","2","6","SML","Q2","-"
"r_42","2014","3","4","SML","Q2","24"
"r_42","2014","3","6","SML","Q2","4968"
"r_42","2014","1","4","SML","Q3","12"
"r_42","2014","1","5","SML","Q3","20"
"r_42","2014","1","6","SML","Q3","2241"
"r_42","2014","2","4","SML","Q3",".."
"r_42","2014","2","6","SML","Q3",".."
"r_42","2014","3","4","SML","Q3","25"
"r_42","2014","3","6","SML","Q3","6711"
"r_42","2014","1","4","SML","Q4","5"
"r_42","2014","1","5","SML","Q4","5"
"r_42","2014","1","6","SML","Q4","927"
"r_42","2014","2","4","SML","Q4",".."
"r_42","2014","2","6","SML","Q4",".."
"r_42","2014","3","4","SML","Q4","27"
"r_42","2014","3","6","SML","Q4","3764"
"r_42","2014","1","4","SFO","Q1","62"
"r_42","2014","1","5","SFO","Q1","76"
"r_42","2014","1","6","SFO","Q1","12841"
"r_42","2014","2","4","SFO","Q1","-"
"r_42","2014","2","6","SFO","Q1","-"
"r_42","2014","3","4","SFO","Q1","51"
"r_42","2014","3","6","SFO","Q1","14716"
"r_42","2014","1","4","SFO","Q2","65"
"r_42","2014","1","5","SFO","Q2","73"
"r_42","2014","1","6","SFO","Q2","10633"
"r_42","2014","2","4","SFO","Q2",".."
"r_42","2014","2","6","SFO","Q2",".."
"r_42","2014","3","4","SFO","Q2","68"
"r_42","2014","3","6","SFO","Q2","21084"
"r_42","2014","1","4","SFO","Q3","66"
"r_42","2014","1","5","SFO","Q3","76"
"r_42","2014","1","6","SFO","Q3","10383"
"r_42","2014","2","4","SFO","Q3","-"
"r_42","2014","2","6","SFO","Q3","-"
"r_42","2014","3","4","SFO","Q3","61"
"r_42","2014","3","6","SFO","Q3","44684"
"r_42","2014","1","4","SFO","Q4","77"
"r_42","2014","1","5","SFO","Q4","242"
"r_42","2014","1","6","SFO","Q4","22083"
"r_42","2014","2","4","SFO","Q4","3"
"r_42","2014","2","6","SFO","Q4","1079"
"r_42","2014","3","4","SFO","Q4","45"
"r_42","2014","3","6","SFO","Q4","14875"
"r_42","2014","1","4","SOF","Q1","102"
"r_42","2014","1","5","SOF","Q1","671"
"r_42","2014","1","6","SOF","Q1","79908"
"r_42","2014","2","4","SOF","Q1","4"
"r_42","2014","2","6","SOF","Q1","10037"
"r_42","2014","3","4","SOF","Q1","32"
"r_42","2014","3","6","SOF","Q1","19127"
"r_42","2014","1","4","SOF","Q2","118"
"r_42","2014","1","5","SOF","Q2","1100"
"r_42","2014","1","6","SOF","Q2","124988"
"r_42","2014","2","4","SOF","Q2","7"
"r_42","2014","2","6","SOF","Q2","13488"
"r_42","2014","3","4","SOF","Q2","44"
"r_42","2014","3","6","SOF","Q2","33191"
"r_42","2014","1","4","SOF","Q3","133"
"r_42","2014","1","5","SOF","Q3","986"
"r_42","2014","1","6","SOF","Q3","123681"
"r_42","2014","2","4","SOF","Q3","8"
"r_42","2014","2","6","SOF","Q3","34237"
"r_42","2014","3","4","SOF","Q3","46"
"r_42","2014","3","6","SOF","Q3","58709"
"r_42","2014","1","4","SOF","Q4","104"
"r_42","2014","1","5","SOF","Q4","712"
"r_42","2014","1","6","SOF","Q4","84378"
"r_42","2014","2","4","SOF","Q4","8"
"r_42","2014","2","6","SOF","Q4","25699"
"r_42","2014","3","4","SOF","Q4","62"
"r_42","2014","3","6","SOF","Q4","42407"
"r_42","2014","1","4","SZR","Q1","53"
"r_42","2014","1","5","SZR","Q1","136"
"r_42","2014","1","6","SZR","Q1","18018"
"r_42","2014","2","4","SZR","Q1",".."
"r_42","2014","2","6","SZR","Q1",".."
"r_42","2014","3","4","SZR","Q1","64"
"r_42","2014","3","6","SZR","Q1","19017"
"r_42","2014","1","4","SZR","Q2","62"
"r_42","2014","1","5","SZR","Q2","79"
"r_42","2014","1","6","SZR","Q2","12221"
"r_42","2014","2","4","SZR","Q2",".."
"r_42","2014","2","6","SZR","Q2",".."
"r_42","2014","3","4","SZR","Q2","67"
"r_42","2014","3","6","SZR","Q2","17241"
"r_42","2014","1","4","SZR","Q3","64"
"r_42","2014","1","5","SZR","Q3","82"
"r_42","2014","1","6","SZR","Q3","10609"
"r_42","2014","2","4","SZR","Q3","3"
"r_42","2014","2","6","SZR","Q3","455"
"r_42","2014","3","4","SZR","Q3","83"
"r_42","2014","3","6","SZR","Q3","32276"
"r_42","2014","1","4","SZR","Q4","65"
"r_42","2014","1","5","SZR","Q4","373"
"r_42","2014","1","6","SZR","Q4","42363"
"r_42","2014","2","4","SZR","Q4","3"
"r_42","2014","2","6","SZR","Q4","1118"
"r_42","2014","3","4","SZR","Q4","73"
"r_42","2014","3","6","SZR","Q4","44750"
"r_42","2014","1","4","TGV","Q1","6"
"r_42","2014","1","5","TGV","Q1","24"
"r_42","2014","1","6","TGV","Q1","2145"
"r_42","2014","2","4","TGV","Q1",".."
"r_42","2014","2","6","TGV","Q1",".."
"r_42","2014","3","4","TGV","Q1","12"
"r_42","2014","3","6","TGV","Q1","2464"
"r_42","2014","1","4","TGV","Q2","7"
"r_42","2014","1","5","TGV","Q2","12"
"r_42","2014","1","6","TGV","Q2","1433"
"r_42","2014","2","4","TGV","Q2",".."
"r_42","2014","2","6","TGV","Q2",".."
"r_42","2014","3","4","TGV","Q2","54"
"r_42","2014","3","6","TGV","Q2","4033"
"r_42","2014","1","4","TGV","Q3","8"
"r_42","2014","1","5","TGV","Q3","10"
"r_42","2014","1","6","TGV","Q3","1384"
"r_42","2014","2","4","TGV","Q3","-"
"r_42","2014","2","6","TGV","Q3","-"
"r_42","2014","3","4","TGV","Q3","19"
"r_42","2014","3","6","TGV","Q3","7000"
"r_42","2014","1","4","TGV","Q4","9"
"r_42","2014","1","5","TGV","Q4","56"
"r_42","2014","1","6","TGV","Q4","4379"
"r_42","2014","2","4","TGV","Q4",".."
"r_42","2014","2","6","TGV","Q4",".."
"r_42","2014","3","4","TGV","Q4","11"
"r_42","2014","3","6","TGV","Q4","4797"
"r_42","2014","1","4","HKV","Q1","23"
"r_42","2014","1","5","HKV","Q1","22"
"r_42","2014","1","6","HKV","Q1","8108"
"r_42","2014","2","4","HKV","Q1","-"
"r_42","2014","2","6","HKV","Q1","-"
"r_42","2014","3","4","HKV","Q1","37"
"r_42","2014","3","6","HKV","Q1","9366"
"r_42","2014","1","4","HKV","Q2","34"
"r_42","2014","1","5","HKV","Q2","51"
"r_42","2014","1","6","HKV","Q2","16611"
"r_42","2014","2","4","HKV","Q2","-"
"r_42","2014","2","6","HKV","Q2","-"
"r_42","2014","3","4","HKV","Q2","42"
"r_42","2014","3","6","HKV","Q2","12722"
"r_42","2014","1","4","HKV","Q3","28"
"r_42","2014","1","5","HKV","Q3","37"
"r_42","2014","1","6","HKV","Q3","5982"
"r_42","2014","2","4","HKV","Q3","-"
"r_42","2014","2","6","HKV","Q3","-"
"r_42","2014","3","4","HKV","Q3","37"
"r_42","2014","3","6","HKV","Q3","23590"
"r_42","2014","1","4","HKV","Q4","26"
"r_42","2014","1","5","HKV","Q4","37"
"r_42","2014","1","6","HKV","Q4","5898"
"r_42","2014","2","4","HKV","Q4",".."
"r_42","2014","2","6","HKV","Q4",".."
"r_42","2014","3","4","HKV","Q4","46"
"r_42","2014","3","6","HKV","Q4","6793"
"r_42","2014","1","4","SHU","Q1","13"
"r_42","2014","1","5","SHU","Q1","18"
"r_42","2014","1","6","SHU","Q1","1999"
"r_42","2014","2","4","SHU","Q1",".."
"r_42","2014","2","6","SHU","Q1",".."
"r_42","2014","3","4","SHU","Q1","48"
"r_42","2014","3","6","SHU","Q1","23738"
"r_42","2014","1","4","SHU","Q2","16"
"r_42","2014","1","5","SHU","Q2","55"
"r_42","2014","1","6","SHU","Q2","7530"
"r_42","2014","2","4","SHU","Q2",".."
"r_42","2014","2","6","SHU","Q2",".."
"r_42","2014","3","4","SHU","Q2","46"
"r_42","2014","3","6","SHU","Q2","20108"
"r_42","2014","1","4","SHU","Q3","20"
"r_42","2014","1","5","SHU","Q3","21"
"r_42","2014","1","6","SHU","Q3","2659"
"r_42","2014","2","4","SHU","Q3","3"
"r_42","2014","2","6","SHU","Q3","2898"
"r_42","2014","3","4","SHU","Q3","41"
"r_42","2014","3","6","SHU","Q3","8923"
"r_42","2014","1","4","SHU","Q4","13"
"r_42","2014","1","5","SHU","Q4","32"
"r_42","2014","1","6","SHU","Q4","4241"
"r_42","2014","2","4","SHU","Q4",".."
"r_42","2014","2","6","SHU","Q4",".."
"r_42","2014","3","4","SHU","Q4","32"
"r_42","2014","3","6","SHU","Q4","5526"
"r_42","2014","1","4","JAM","Q1","14"
"r_42","2014","1","5","JAM","Q1","15"
"r_42","2014","1","6","JAM","Q1","1782"
"r_42","2014","2","4","JAM","Q1","-"
"r_42","2014","2","6","JAM","Q1","-"
"r_42","2014","3","4","JAM","Q1","32"
"r_42","2014","3","6","JAM","Q1","6208"
"r_42","2014","1","4","JAM","Q2","12"
"r_42","2014","1","5","JAM","Q2","14"
"r_42","2014","1","6","JAM","Q2","2093"
"r_42","2014","2","4","JAM","Q2","-"
"r_42","2014","2","6","JAM","Q2","-"
"r_42","2014","3","4","JAM","Q2","26"
"r_42","2014","3","6","JAM","Q2","1934"
"r_42","2014","1","4","JAM","Q3","19"
"r_42","2014","1","5","JAM","Q3","32"
"r_42","2014","1","6","JAM","Q3","6556"
"r_42","2014","2","4","JAM","Q3",".."
"r_42","2014","2","6","JAM","Q3",".."
"r_42","2014","3","4","JAM","Q3","23"
"r_42","2014","3","6","JAM","Q3","6452"
"r_42","2014","1","4","JAM","Q4","10"
"r_42","2014","1","5","JAM","Q4","35"
"r_42","2014","1","6","JAM","Q4","5316"
"r_42","2014","2","4","JAM","Q4",".."
"r_42","2014","2","6","JAM","Q4",".."
"r_42","2014","3","4","JAM","Q4","17"
"r_42","2014","3","6","JAM","Q4","12240"
"r_42","2015","1","4","BG","Q1","960"
"r_42","2015","1","5","BG","Q1","4297"
"r_42","2015","1","6","BG","Q1","558765"
"r_42","2015","2","4","BG","Q1","24"
"r_42","2015","2","6","BG","Q1","37336"
"r_42","2015","3","4","BG","Q1","856"
"r_42","2015","3","6","BG","Q1","447452"
"r_42","2015","1","4","BG","Q2","1140"
"r_42","2015","1","5","BG","Q2","3455"
"r_42","2015","1","6","BG","Q2","513073"
"r_42","2015","2","4","BG","Q2","44"
"r_42","2015","2","6","BG","Q2","16409"
"r_42","2015","3","4","BG","Q2","1275"
"r_42","2015","3","6","BG","Q2","872281"
"r_42","2015","1","4","BG","Q3","1154"
"r_42","2015","1","5","BG","Q3","4670"
"r_42","2015","1","6","BG","Q3","654082"
"r_42","2015","2","4","BG","Q3","40"
"r_42","2015","2","6","BG","Q3","52197"
"r_42","2015","3","4","BG","Q3","1097"
"r_42","2015","3","6","BG","Q3","501156"
"r_42","2015","1","4","BG","Q4","1056"
"r_42","2015","1","5","BG","Q4","4842"
"r_42","2015","1","6","BG","Q4","590883"
"r_42","2015","2","4","BG","Q4","49"
"r_42","2015","2","6","BG","Q4","66710"
"r_42","2015","3","4","BG","Q4","1154"
"r_42","2015","3","6","BG","Q4","661010"
"r_42","2015","1","4","BLG","Q1","46"
"r_42","2015","1","5","BLG","Q1","175"
"r_42","2015","1","6","BLG","Q1","22359"
"r_42","2015","2","4","BLG","Q1",".."
"r_42","2015","2","6","BLG","Q1",".."
"r_42","2015","3","4","BLG","Q1","22"
"r_42","2015","3","6","BLG","Q1","5499"
"r_42","2015","1","4","BLG","Q2","67"
"r_42","2015","1","5","BLG","Q2","134"
"r_42","2015","1","6","BLG","Q2","20540"
"r_42","2015","2","4","BLG","Q2","3"
"r_42","2015","2","6","BLG","Q2","1931"
"r_42","2015","3","4","BLG","Q2","83"
"r_42","2015","3","6","BLG","Q2","31864"
"r_42","2015","1","4","BLG","Q3","66"
"r_42","2015","1","5","BLG","Q3","250"
"r_42","2015","1","6","BLG","Q3","30461"
"r_42","2015","2","4","BLG","Q3",".."
"r_42","2015","2","6","BLG","Q3",".."
"r_42","2015","3","4","BLG","Q3","78"
"r_42","2015","3","6","BLG","Q3","34245"
"r_42","2015","1","4","BLG","Q4","53"
"r_42","2015","1","5","BLG","Q4","218"
"r_42","2015","1","6","BLG","Q4","31583"
"r_42","2015","2","4","BLG","Q4","-"
"r_42","2015","2","6","BLG","Q4","-"
"r_42","2015","3","4","BLG","Q4","53"
"r_42","2015","3","6","BLG","Q4","30744"
"r_42","2015","1","4","BGS","Q1","122"
"r_42","2015","1","5","BGS","Q1","454"
"r_42","2015","1","6","BGS","Q1","56767"
"r_42","2015","2","4","BGS","Q1","-"
"r_42","2015","2","6","BGS","Q1","-"
"r_42","2015","3","4","BGS","Q1","59"
"r_42","2015","3","6","BGS","Q1","22256"
"r_42","2015","1","4","BGS","Q2","98"
"r_42","2015","1","5","BGS","Q2","322"
"r_42","2015","1","6","BGS","Q2","37547"
"r_42","2015","2","4","BGS","Q2",".."
"r_42","2015","2","6","BGS","Q2",".."
"r_42","2015","3","4","BGS","Q2","59"
"r_42","2015","3","6","BGS","Q2","35530"
"r_42","2015","1","4","BGS","Q3","105"
"r_42","2015","1","5","BGS","Q3","572"
"r_42","2015","1","6","BGS","Q3","63367"
"r_42","2015","2","4","BGS","Q3","4"
"r_42","2015","2","6","BGS","Q3","3801"
"r_42","2015","3","4","BGS","Q3","49"
"r_42","2015","3","6","BGS","Q3","46052"
"r_42","2015","1","4","BGS","Q4","92"
"r_42","2015","1","5","BGS","Q4","188"
"r_42","2015","1","6","BGS","Q4","30936"
"r_42","2015","2","4","BGS","Q4",".."
"r_42","2015","2","6","BGS","Q4",".."
"r_42","2015","3","4","BGS","Q4","44"
"r_42","2015","3","6","BGS","Q4","30988"
"r_42","2015","1","4","VAR","Q1","100"
"r_42","2015","1","5","VAR","Q1","491"
"r_42","2015","1","6","VAR","Q1","75879"
"r_42","2015","2","4","VAR","Q1","4"
"r_42","2015","2","6","VAR","Q1","5898"
"r_42","2015","3","4","VAR","Q1","42"
"r_42","2015","3","6","VAR","Q1","25110"
"r_42","2015","1","4","VAR","Q2","91"
"r_42","2015","1","5","VAR","Q2","323"
"r_42","2015","1","6","VAR","Q2","47157"
"r_42","2015","2","4","VAR","Q2","-"
"r_42","2015","2","6","VAR","Q2","-"
"r_42","2015","3","4","VAR","Q2","59"
"r_42","2015","3","6","VAR","Q2","35733"
"r_42","2015","1","4","VAR","Q3","116"
"r_42","2015","1","5","VAR","Q3","527"
"r_42","2015","1","6","VAR","Q3","74935"
"r_42","2015","2","4","VAR","Q3",".."
"r_42","2015","2","6","VAR","Q3",".."
"r_42","2015","3","4","VAR","Q3","49"
"r_42","2015","3","6","VAR","Q3","29070"
"r_42","2015","1","4","VAR","Q4","119"
"r_42","2015","1","5","VAR","Q4","712"
"r_42","2015","1","6","VAR","Q4","94117"
"r_42","2015","2","4","VAR","Q4",".."
"r_42","2015","2","6","VAR","Q4",".."
"r_42","2015","3","4","VAR","Q4","50"
"r_42","2015","3","6","VAR","Q4","13316"
"r_42","2015","1","4","VTR","Q1","21"
"r_42","2015","1","5","VTR","Q1","49"
"r_42","2015","1","6","VTR","Q1","7995"
"r_42","2015","2","4","VTR","Q1","-"
"r_42","2015","2","6","VTR","Q1","-"
"r_42","2015","3","4","VTR","Q1","44"
"r_42","2015","3","6","VTR","Q1","15212"
"r_42","2015","1","4","VTR","Q2","32"
"r_42","2015","1","5","VTR","Q2","66"
"r_42","2015","1","6","VTR","Q2","9758"
"r_42","2015","2","4","VTR","Q2","-"
"r_42","2015","2","6","VTR","Q2","-"
"r_42","2015","3","4","VTR","Q2","60"
"r_42","2015","3","6","VTR","Q2","29092"
"r_42","2015","1","4","VTR","Q3","27"
"r_42","2015","1","5","VTR","Q3","25"
"r_42","2015","1","6","VTR","Q3","11182"
"r_42","2015","2","4","VTR","Q3","-"
"r_42","2015","2","6","VTR","Q3","-"
"r_42","2015","3","4","VTR","Q3","36"
"r_42","2015","3","6","VTR","Q3","18587"
"r_42","2015","1","4","VTR","Q4","31"
"r_42","2015","1","5","VTR","Q4","31"
"r_42","2015","1","6","VTR","Q4","10164"
"r_42","2015","2","4","VTR","Q4",".."
"r_42","2015","2","6","VTR","Q4",".."
"r_42","2015","3","4","VTR","Q4","47"
"r_42","2015","3","6","VTR","Q4","60928"
"r_42","2015","1","4","VID","Q1",".."
"r_42","2015","1","5","VID","Q1",".."
"r_42","2015","1","6","VID","Q1",".."
"r_42","2015","2","4","VID","Q1",".."
"r_42","2015","2","6","VID","Q1",".."
"r_42","2015","3","4","VID","Q1","8"
"r_42","2015","3","6","VID","Q1","7214"
"r_42","2015","1","4","VID","Q2",".."
"r_42","2015","1","5","VID","Q2",".."
"r_42","2015","1","6","VID","Q2",".."
"r_42","2015","2","4","VID","Q2","-"
"r_42","2015","2","6","VID","Q2","-"
"r_42","2015","3","4","VID","Q2",".."
"r_42","2015","3","6","VID","Q2",".."
"r_42","2015","1","4","VID","Q3",".."
"r_42","2015","1","5","VID","Q3",".."
"r_42","2015","1","6","VID","Q3",".."
"r_42","2015","2","4","VID","Q3",".."
"r_42","2015","2","6","VID","Q3",".."
"r_42","2015","3","4","VID","Q3","8"
"r_42","2015","3","6","VID","Q3","9785"
"r_42","2015","1","4","VID","Q4",".."
"r_42","2015","1","5","VID","Q4",".."
"r_42","2015","1","6","VID","Q4",".."
"r_42","2015","2","4","VID","Q4","-"
"r_42","2015","2","6","VID","Q4","-"
"r_42","2015","3","4","VID","Q4","3"
"r_42","2015","3","6","VID","Q4","4156"
"r_42","2015","1","4","VRC","Q1","5"
"r_42","2015","1","5","VRC","Q1","5"
