RevisionColumn,HBS_Meassure,HBS_PR,Residence,periods,ValueColumn
"r_5","2","1109","0","2018","279"
"r_5","2","1109","1","2018","334"
"r_5","2","1109","2","2018","126"
"r_5","2","1110","0","2018","270"
"r_5","2","1110","1","2018","311"
"r_5","2","1110","2","2018","157"
"r_5","2","12","0","2018","318"
"r_5","2","12","1","2018","368"
"r_5","2","12","2","2018","182"
"r_5","2","13","0","2018","420"
"r_5","2","13","1","2018","478"
"r_5","2","13","2","2018","259"
"r_5","2","14","0","2018","58"
"r_5","2","14","1","2018","66"
"r_5","2","14","2","2018","37"
"r_5","2","15","0","2018","284"
"r_5","2","15","1","2018","275"
"r_5","2","15","2","2018","309"
"r_5","3","1","0","2018","100"
"r_5","3","1","1","2018","100"
"r_5","3","1","2","2018","100"
"r_5","3","11","0","2018","81.1"
"r_5","3","11","1","2018","80.8"
"r_5","3","11","2","2018","82.3"
"r_5","3","1101","0","2018","29"
"r_5","3","1101","1","2018","28.6"
"r_5","3","1101","2","2018","30.4"
"r_5","3","1102","0","2018","4.1"
"r_5","3","1102","1","2018","4.1"
"r_5","3","1102","2","2018","4.1"
"r_5","3","1103","0","2018","3.4"
"r_5","3","1103","1","2018","3.5"
"r_5","3","1103","2","2018","3.1"
"r_5","3","1104","0","2018","13.8"
"r_5","3","1104","1","2018","12.8"
"r_5","3","1104","2","2018","17.6"
"r_5","3","1105","0","2018","4"
"r_5","3","1105","1","2018","4"
"r_5","3","1105","2","2018","4.2"
"r_5","3","1106","0","2018","5.5"
"r_5","3","1106","1","2018","5.3"
"r_5","3","1106","2","2018","6.2"
"r_5","3","1107","0","2018","7.3"
"r_5","3","1107","1","2018","7.6"
"r_5","3","1107","2","2018","6.4"
"r_5","3","1108","0","2018","4.3"
"r_5","3","1108","1","2018","4.4"
"r_5","3","1108","2","2018","3.9"
"r_5","3","1109","0","2018","4.9"
"r_5","3","1109","1","2018","5.4"
"r_5","3","1109","2","2018","2.8"
"r_5","3","1110","0","2018","4.7"
"r_5","3","1110","1","2018","5"
"r_5","3","1110","2","2018","3.5"
"r_5","3","12","0","2018","5.6"
"r_5","3","12","1","2018","6"
"r_5","3","12","2","2018","4.1"
"r_5","3","13","0","2018","7.4"
"r_5","3","13","1","2018","7.8"
"r_5","3","13","2","2018","5.8"
"r_5","3","14","0","2018","1"
"r_5","3","14","1","2018","1.1"
"r_5","3","14","2","2018","0.8"
"r_5","3","15","0","2018","5"
"r_5","3","15","1","2018","4.5"
"r_5","3","15","2","2018","6.9"
"r_6","1","1","0","2019","13415"
"r_6","1","1","1","2019","14338"
"r_6","1","1","2","2019","10838"
"r_6","1","11","0","2019","10915"
"r_6","1","11","1","2019","11631"
"r_6","1","11","2","2019","8912"
"r_6","1","1101","0","2019","3876"
"r_6","1","1101","1","2019","4114"
"r_6","1","1101","2","2019","3209"
"r_6","1","1102","0","2019","565"
"r_6","1","1102","1","2019","600"
"r_6","1","1102","2","2019","470"
"r_6","1","1103","0","2019","440"
"r_6","1","1103","1","2019","480"
"r_6","1","1103","2","2019","328"
"r_6","1","1104","0","2019","1820"
"r_6","1","1104","1","2019","1839"
"r_6","1","1104","2","2019","1768"
"r_6","1","1105","0","2019","503"
"r_6","1","1105","1","2019","521"
"r_6","1","1105","2","2019","455"
"r_6","1","1106","0","2019","842"
"r_6","1","1106","1","2019","832"
"r_6","1","1106","2","2019","868"
"r_6","1","1107","0","2019","1017"
"r_6","1","1107","1","2019","1137"
"r_6","1","1107","2","2019","683"
"r_6","1","1108","0","2019","573"
"r_6","1","1108","1","2019","622"
"r_6","1","1108","2","2019","436"
"r_6","1","1109","0","2019","702"
"r_6","1","1109","1","2019","830"
"r_6","1","1109","2","2019","346"
"r_6","1","1110","0","2019","575"
"r_6","1","1110","1","2019","656"
"r_6","1","1110","2","2019","349"
"r_6","1","12","0","2019","759"
"r_6","1","12","1","2019","864"
"r_6","1","12","2","2019","466"
"r_6","1","13","0","2019","1029"
"r_6","1","13","1","2019","1153"
"r_6","1","13","2","2019","680"
"r_6","1","14","0","2019","140"
"r_6","1","14","1","2019","148"
"r_6","1","14","2","2019","118"
"r_6","1","15","0","2019","573"
"r_6","1","15","1","2019","542"
"r_6","1","15","2","2019","661"
"r_6","2","1","0","2019","6158"
"r_6","2","1","1","2019","6655"
"r_6","2","1","2","2019","4825"
"r_6","2","11","0","2019","5010"
"r_6","2","11","1","2019","5399"
"r_6","2","11","2","2019","3968"
"r_6","2","1101","0","2019","1779"
"r_6","2","1101","1","2019","1910"
"r_6","2","1101","2","2019","1429"
"r_6","2","1102","0","2019","260"
"r_6","2","1102","1","2019","278"
"r_6","2","1102","2","2019","209"
"r_6","2","1103","0","2019","202"
"r_6","2","1103","1","2019","223"
"r_6","2","1103","2","2019","146"
"r_6","2","1104","0","2019","836"
"r_6","2","1104","1","2019","854"
"r_6","2","1104","2","2019","787"
"r_6","2","1105","0","2019","231"
"r_6","2","1105","1","2019","242"
"r_6","2","1105","2","2019","202"
"r_6","2","1106","0","2019","386"
"r_6","2","1106","1","2019","386"
"r_6","2","1106","2","2019","387"
"r_6","2","1107","0","2019","467"
"r_6","2","1107","1","2019","528"
"r_6","2","1107","2","2019","304"
"r_6","2","1108","0","2019","263"
"r_6","2","1108","1","2019","289"
"r_6","2","1108","2","2019","194"
"r_6","2","1109","0","2019","322"
"r_6","2","1109","1","2019","385"
"r_6","2","1109","2","2019","154"
"r_6","2","1110","0","2019","264"
"r_6","2","1110","1","2019","305"
"r_6","2","1110","2","2019","155"
"r_6","2","12","0","2019","348"
"r_6","2","12","1","2019","401"
"r_6","2","12","2","2019","207"
"r_6","2","13","0","2019","472"
"r_6","2","13","1","2019","535"
"r_6","2","13","2","2019","303"
"r_6","2","14","0","2019","64"
"r_6","2","14","1","2019","69"
"r_6","2","14","2","2019","53"
"r_6","2","15","0","2019","263"
"r_6","2","15","1","2019","251"
"r_6","2","15","2","2019","294"
"r_6","3","1","0","2019","100"
"r_6","3","1","1","2019","100"
"r_6","3","1","2","2019","100"
"r_6","3","11","0","2019","81.4"
"r_6","3","11","1","2019","81.1"
"r_6","3","11","2","2019","82.2"
"r_6","3","1101","0","2019","28.9"
"r_6","3","1101","1","2019","28.7"
"r_6","3","1101","2","2019","29.6"
"r_6","3","1102","0","2019","4.2"
"r_6","3","1102","1","2019","4.2"
"r_6","3","1102","2","2019","4.3"
"r_6","3","1103","0","2019","3.3"
"r_6","3","1103","1","2019","3.3"
"r_6","3","1103","2","2019","3"
"r_6","3","1104","0","2019","13.6"
"r_6","3","1104","1","2019","12.8"
"r_6","3","1104","2","2019","16.3"
"r_6","3","1105","0","2019","3.8"
"r_6","3","1105","1","2019","3.6"
"r_6","3","1105","2","2019","4.2"
"r_6","3","1106","0","2019","6.3"
"r_6","3","1106","1","2019","5.8"
"r_6","3","1106","2","2019","8"
"r_6","3","1107","0","2019","7.6"
"r_6","3","1107","1","2019","7.9"
"r_6","3","1107","2","2019","6.3"
"r_6","3","1108","0","2019","4.3"
"r_6","3","1108","1","2019","4.3"
"r_6","3","1108","2","2019","4"
"r_6","3","1109","0","2019","5.2"
"r_6","3","1109","1","2019","5.8"
"r_6","3","1109","2","2019","3.2"
"r_6","3","1110","0","2019","4.3"
"r_6","3","1110","1","2019","4.6"
"r_6","3","1110","2","2019","3.2"
"r_6","3","12","0","2019","5.7"
"r_6","3","12","1","2019","6"
"r_6","3","12","2","2019","4.3"
"r_6","3","13","0","2019","7.7"
"r_6","3","13","1","2019","8"
"r_6","3","13","2","2019","6.3"
"r_6","3","14","0","2019","1"
"r_6","3","14","1","2019","1"
"r_6","3","14","2","2019","1.1"
"r_6","3","15","0","2019","4.3"
"r_6","3","15","1","2019","3.8"
"r_6","3","15","2","2019","6.1"
"r_7","1","1","0","2020","13302"
"r_7","1","1","1","2020","13975"
"r_7","1","1","2","2020","11355"
"r_7","1","11","0","2020","10789"
"r_7","1","11","1","2020","11289"
"r_7","1","11","2","2020","9342"
"r_7","1","1101","0","2020","3938"
"r_7","1","1101","1","2020","4106"
"r_7","1","1101","2","2020","3450"
"r_7","1","1102","0","2020","568"
"r_7","1","1102","1","2020","582"
"r_7","1","1102","2","2020","529"
"r_7","1","1103","0","2020","404"
"r_7","1","1103","1","2020","431"
"r_7","1","1103","2","2020","327"
"r_7","1","1104","0","2020","1854"
"r_7","1","1104","1","2020","1839"
"r_7","1","1104","2","2020","1895"
"r_7","1","1105","0","2020","561"
"r_7","1","1105","1","2020","577"
"r_7","1","1105","2","2020","517"
"r_7","1","1106","0","2020","836"
"r_7","1","1106","1","2020","858"
"r_7","1","1106","2","2020","772"
"r_7","1","1107","0","2020","893"
"r_7","1","1107","1","2020","961"
"r_7","1","1107","2","2020","696"
"r_7","1","1108","0","2020","615"
"r_7","1","1108","1","2020","663"
"r_7","1","1108","2","2020","476"
"r_7","1","1109","0","2020","539"
"r_7","1","1109","1","2020","619"
"r_7","1","1109","2","2020","307"
"r_7","1","1110","0","2020","581"
"r_7","1","1110","1","2020","652"
"r_7","1","1110","2","2020","373"
"r_7","1","12","0","2020","775"
"r_7","1","12","1","2020","868"
"r_7","1","12","2","2020","504"
"r_7","1","13","0","2020","1078"
"r_7","1","13","1","2020","1199"
"r_7","1","13","2","2020","729"
"r_7","1","14","0","2020","120"
"r_7","1","14","1","2020","120"
"r_7","1","14","2","2020","119"
"r_7","1","15","0","2020","540"
"r_7","1","15","1","2020","499"
"r_7","1","15","2","2020","660"
"r_7","2","1","0","2020","6173"
"r_7","2","1","1","2020","6570"
"r_7","2","1","2","2020","5081"
"r_7","2","11","0","2020","5007"
"r_7","2","11","1","2020","5308"
"r_7","2","11","2","2020","4180"
"r_7","2","1101","0","2020","1827"
"r_7","2","1101","1","2020","1931"
"r_7","2","1101","2","2020","1544"
"r_7","2","1102","0","2020","264"
"r_7","2","1102","1","2020","273"
"r_7","2","1102","2","2020","237"
"r_7","2","1103","0","2020","188"
"r_7","2","1103","1","2020","203"
"r_7","2","1103","2","2020","146"
"r_7","2","1104","0","2020","860"
"r_7","2","1104","1","2020","865"
"r_7","2","1104","2","2020","848"
"r_7","2","1105","0","2020","260"
"r_7","2","1105","1","2020","271"
"r_7","2","1105","2","2020","231"
"r_7","2","1106","0","2020","388"
"r_7","2","1106","1","2020","403"
"r_7","2","1106","2","2020","345"
"r_7","2","1107","0","2020","415"
"r_7","2","1107","1","2020","452"
"r_7","2","1107","2","2020","311"
"r_7","2","1108","0","2020","285"
"r_7","2","1108","1","2020","312"
"r_7","2","1108","2","2020","213"
"r_7","2","1109","0","2020","250"
"r_7","2","1109","1","2020","291"
"r_7","2","1109","2","2020","138"
"r_7","2","1110","0","2020","270"
"r_7","2","1110","1","2020","307"
"r_7","2","1110","2","2020","167"
"r_7","2","12","0","2020","360"
"r_7","2","12","1","2020","408"
"r_7","2","12","2","2020","226"
"r_7","2","13","0","2020","500"
"r_7","2","13","1","2020","564"
"r_7","2","13","2","2020","326"
"r_7","2","14","0","2020","56"
"r_7","2","14","1","2020","57"
"r_7","2","14","2","2020","53"
"r_7","2","15","0","2020","251"
"r_7","2","15","1","2020","235"
"r_7","2","15","2","2020","295"
"r_7","3","1","0","2020","100"
"r_7","3","1","1","2020","100"
"r_7","3","1","2","2020","100"
"r_7","3","11","0","2020","81.1"
"r_7","3","11","1","2020","80.8"
"r_7","3","11","2","2020","82.3"
"r_7","3","1101","0","2020","29.6"
"r_7","3","1101","1","2020","29.4"
"r_7","3","1101","2","2020","30.4"
"r_7","3","1102","0","2020","4.3"
"r_7","3","1102","1","2020","4.2"
"r_7","3","1102","2","2020","4.7"
"r_7","3","1103","0","2020","3"
"r_7","3","1103","1","2020","3.1"
"r_7","3","1103","2","2020","2.9"
"r_7","3","1104","0","2020","13.9"
"r_7","3","1104","1","2020","13.2"
"r_7","3","1104","2","2020","16.7"
"r_7","3","1105","0","2020","4.2"
"r_7","3","1105","1","2020","4.1"
"r_7","3","1105","2","2020","4.6"
"r_7","3","1106","0","2020","6.3"
"r_7","3","1106","1","2020","6.1"
"r_7","3","1106","2","2020","6.8"
"r_7","3","1107","0","2020","6.7"
"r_7","3","1107","1","2020","6.9"
"r_7","3","1107","2","2020","6.1"
"r_7","3","1108","0","2020","4.6"
"r_7","3","1108","1","2020","4.7"
"r_7","3","1108","2","2020","4.2"
"r_7","3","1109","0","2020","4.1"
"r_7","3","1109","1","2020","4.4"
"r_7","3","1109","2","2020","2.7"
"r_7","3","1110","0","2020","4.4"
"r_7","3","1110","1","2020","4.7"
"r_7","3","1110","2","2020","3.3"
"r_7","3","12","0","2020","5.8"
"r_7","3","12","1","2020","6.2"
"r_7","3","12","2","2020","4.4"
"r_7","3","13","0","2020","8.1"
"r_7","3","13","1","2020","8.6"
"r_7","3","13","2","2020","6.4"
"r_7","3","14","0","2020","0.9"
"r_7","3","14","1","2020","0.9"
"r_7","3","14","2","2020","1"
"r_7","3","15","0","2020","4.1"
"r_7","3","15","1","2020","3.6"
"r_7","3","15","2","2020","5.8"
"r_8","1","1","0","2021","14638"
"r_8","1","1","1","2021","15421"
"r_8","1","1","2","2021","12282"
"r_8","1","11","0","2021","12017"
"r_8","1","11","1","2021","12601"
"r_8","1","11","2","2021","10259"
"r_8","1","1101","0","2021","4216"
"r_8","1","1101","1","2021","4372"
"r_8","1","1101","2","2021","3747"
"r_8","1","1102","0","2021","603"
"r_8","1","1102","1","2021","617"
"r_8","1","1102","2","2021","559"
"r_8","1","1103","0","2021","536"
"r_8","1","1103","1","2021","589"
"r_8","1","1103","2","2021","378"
"r_8","1","1104","0","2021","2037"
"r_8","1","1104","1","2021","2030"
"r_8","1","1104","2","2021","2056"
"r_8","1","1105","0","2021","696"
"r_8","1","1105","1","2021","730"
"r_8","1","1105","2","2021","593"
"r_8","1","1106","0","2021","924"
"r_8","1","1106","1","2021","945"
"r_8","1","1106","2","2021","863"
"r_8","1","1107","0","2021","1010"
"r_8","1","1107","1","2021","1085"
"r_8","1","1107","2","2021","784"
"r_8","1","1108","0","2021","660"
"r_8","1","1108","1","2021","711"
"r_8","1","1108","2","2021","506"
"r_8","1","1109","0","2021","653"
"r_8","1","1109","1","2021","756"
"r_8","1","1109","2","2021","342"
"r_8","1","1110","0","2021","682"
"r_8","1","1110","1","2021","766"
"r_8","1","1110","2","2021","430"
"r_8","1","12","0","2021","825"
"r_8","1","12","1","2021","917"
"r_8","1","12","2","2021","548"
"r_8","1","13","0","2021","1113"
"r_8","1","13","1","2021","1232"
"r_8","1","13","2","2021","755"
"r_8","1","14","0","2021","133"
"r_8","1","14","1","2021","146"
"r_8","1","14","2","2021","94"
"r_8","1","15","0","2021","551"
"r_8","1","15","1","2021","526"
"r_8","1","15","2","2021","627"
"r_8","2","1","0","2021","6999"
"r_8","2","1","1","2021","7447"
"r_8","2","1","2","2021","5701"
"r_8","2","11","0","2021","5745"
"r_8","2","11","1","2021","6085"
"r_8","2","11","2","2021","4762"
"r_8","2","1101","0","2021","2016"
"r_8","2","1101","1","2021","2111"
"r_8","2","1101","2","2021","1739"
"r_8","2","1102","0","2021","288"
"r_8","2","1102","1","2021","298"
"r_8","2","1102","2","2021","259"
"r_8","2","1103","0","2021","256"
"r_8","2","1103","1","2021","284"
"r_8","2","1103","2","2021","175"
"r_8","2","1104","0","2021","974"
"r_8","2","1104","1","2021","981"
"r_8","2","1104","2","2021","954"
"r_8","2","1105","0","2021","333"
"r_8","2","1105","1","2021","352"
"r_8","2","1105","2","2021","275"
"r_8","2","1106","0","2021","442"
"r_8","2","1106","1","2021","456"
"r_8","2","1106","2","2021","401"
"r_8","2","1107","0","2021","483"
"r_8","2","1107","1","2021","524"
"r_8","2","1107","2","2021","364"
"r_8","2","1108","0","2021","315"
"r_8","2","1108","1","2021","343"
"r_8","2","1108","2","2021","235"
"r_8","2","1109","0","2021","312"
"r_8","2","1109","1","2021","365"
"r_8","2","1109","2","2021","159"
"r_8","2","1110","0","2021","326"
"r_8","2","1110","1","2021","370"
"r_8","2","1110","2","2021","200"
"r_8","2","12","0","2021","394"
"r_8","2","12","1","2021","443"
"r_8","2","12","2","2021","254"
"r_8","2","13","0","2021","532"
"r_8","2","13","1","2021","595"
"r_8","2","13","2","2021","351"
"r_8","2","14","0","2021","63"
"r_8","2","14","1","2021","70"
"r_8","2","14","2","2021","44"
"r_8","2","15","0","2021","264"
"r_8","2","15","1","2021","254"
"r_8","2","15","2","2021","291"
"r_8","3","1","0","2021","100"
"r_8","3","1","1","2021","100"
"r_8","3","1","2","2021","100"
"r_8","3","11","0","2021","82.1"
"r_8","3","11","1","2021","81.7"
"r_8","3","11","2","2021","83.5"
"r_8","3","1101","0","2021","28.8"
"r_8","3","1101","1","2021","28.3"
"r_8","3","1101","2","2021","30.5"
"r_8","3","1102","0","2021","4.1"
"r_8","3","1102","1","2021","4"
"r_8","3","1102","2","2021","4.5"
"r_8","3","1103","0","2021","3.7"
"r_8","3","1103","1","2021","3.8"
"r_8","3","1103","2","2021","3.1"
"r_8","3","1104","0","2021","13.9"
"r_8","3","1104","1","2021","13.2"
"r_8","3","1104","2","2021","16.7"
"r_8","3","1105","0","2021","4.8"
"r_8","3","1105","1","2021","4.7"
"r_8","3","1105","2","2021","4.8"
"r_8","3","1106","0","2021","6.3"
"r_8","3","1106","1","2021","6.1"
"r_8","3","1106","2","2021","7"
"r_8","3","1107","0","2021","6.9"
"r_8","3","1107","1","2021","7"
"r_8","3","1107","2","2021","6.4"
"r_8","3","1108","0","2021","4.5"
"r_8","3","1108","1","2021","4.6"
"r_8","3","1108","2","2021","4.1"
"r_8","3","1109","0","2021","4.5"
"r_8","3","1109","1","2021","4.9"
"r_8","3","1109","2","2021","2.8"
"r_8","3","1110","0","2021","4.7"
"r_8","3","1110","1","2021","5"
"r_8","3","1110","2","2021","3.5"
"r_8","3","12","0","2021","5.6"
"r_8","3","12","1","2021","5.9"
"r_8","3","12","2","2021","4.5"
"r_8","3","13","0","2021","7.6"
"r_8","3","13","1","2021","8"
"r_8","3","13","2","2021","6.2"
"r_8","3","14","0","2021","0.9"
"r_8","3","14","1","2021","0.9"
"r_8","3","14","2","2021","0.8"
"r_8","3","15","0","2021","3.8"
"r_8","3","15","1","2021","3.4"
"r_8","3","15","2","2021","5.1"
"r_9","1","1","0","2022","17172"
"r_9","1","1","1","2022","17833"
"r_9","1","1","2","2022","15171"
"r_9","1","11","0","2022","14249"
"r_9","1","11","1","2022","14711"
"r_9","1","11","2","2022","12855"
"r_9","1","1101","0","2022","5107"
"r_9","1","1101","1","2022","5254"
"r_9","1","1101","2","2022","4663"
"r_9","1","1102","0","2022","669"
"r_9","1","1102","1","2022","676"
"r_9","1","1102","2","2022","650"
"r_9","1","1103","0","2022","580"
"r_9","1","1103","1","2022","627"
"r_9","1","1103","2","2022","437"
"r_9","1","1104","0","2022","2444"
"r_9","1","1104","1","2022","2370"
"r_9","1","1104","2","2022","2669"
"r_9","1","1105","0","2022","780"
"r_9","1","1105","1","2022","811"
"r_9","1","1105","2","2022","688"
"r_9","1","1106","0","2022","1126"
"r_9","1","1106","1","2022","1133"
"r_9","1","1106","2","2022","1103"
"r_9","1","1107","0","2022","1266"
"r_9","1","1107","1","2022","1336"
"r_9","1","1107","2","2022","1054"
"r_9","1","1108","0","2022","741"
"r_9","1","1108","1","2022","788"
"r_9","1","1108","2","2022","599"
"r_9","1","1109","0","2022","783"
"r_9","1","1109","1","2022","896"
"r_9","1","1109","2","2022","442"
"r_9","1","1110","0","2022","754"
"r_9","1","1110","1","2022","821"
"r_9","1","1110","2","2022","550"
"r_9","1","12","0","2022","872"
"r_9","1","12","1","2022","960"
"r_9","1","12","2","2022","607"
"r_9","1","13","0","2022","1230"
"r_9","1","13","1","2022","1333"
"r_9","1","13","2","2022","920"
"r_9","1","14","0","2022","141"
"r_9","1","14","1","2022","147"
"r_9","1","14","2","2022","123"
"r_9","1","15","0","2022","679"
"r_9","1","15","1","2022","683"
"r_9","1","15","2","2022","667"
"r_9","2","1","0","2022","8336"
"r_9","2","1","1","2022","8709"
"r_9","2","1","2","2022","7235"
"r_9","2","11","0","2022","6917"
"r_9","2","11","1","2022","7184"
"r_9","2","11","2","2022","6130"
"r_9","2","1101","0","2022","2479"
"r_9","2","1101","1","2022","2566"
"r_9","2","1101","2","2022","2224"
"r_9","2","1102","0","2022","325"
"r_9","2","1102","1","2022","330"
"r_9","2","1102","2","2022","310"
"r_9","2","1103","0","2022","281"
"r_9","2","1103","1","2022","306"
"r_9","2","1103","2","2022","208"
"r_9","2","1104","0","2022","1186"
"r_9","2","1104","1","2022","1157"
"r_9","2","1104","2","2022","1273"
"r_9","2","1105","0","2022","379"
"r_9","2","1105","1","2022","396"
"r_9","2","1105","2","2022","328"
"r_9","2","1106","0","2022","546"
"r_9","2","1106","1","2022","553"
"r_9","2","1106","2","2022","526"
"r_9","2","1107","0","2022","614"
"r_9","2","1107","1","2022","652"
"r_9","2","1107","2","2022","502"
"r_9","2","1108","0","2022","360"
"r_9","2","1108","1","2022","385"
"r_9","2","1108","2","2022","286"
"r_9","2","1109","0","2022","380"
"r_9","2","1109","1","2022","437"
"r_9","2","1109","2","2022","211"
"r_9","2","1110","0","2022","366"
"r_9","2","1110","1","2022","401"
"r_9","2","1110","2","2022","262"
"r_9","2","12","0","2022","423"
"r_9","2","12","1","2022","469"
"r_9","2","12","2","2022","290"
"r_9","2","13","0","2022","597"
"r_9","2","13","1","2022","651"
"r_9","2","13","2","2022","439"
"r_9","2","14","0","2022","68"
"r_9","2","14","1","2022","72"
"r_9","2","14","2","2022","59"
"r_9","2","15","0","2022","330"
"r_9","2","15","1","2022","334"
"r_9","2","15","2","2022","318"
"r_9","3","1","0","2022","100"
"r_9","3","1","1","2022","100"
"r_9","3","1","2","2022","100"
"r_9","3","11","0","2022","83"
"r_9","3","11","1","2022","82.5"
"r_9","3","11","2","2022","84.7"
"r_9","3","1101","0","2022","29.7"
"r_9","3","1101","1","2022","29.5"
"r_9","3","1101","2","2022","30.7"
"r_9","3","1102","0","2022","3.9"
"r_9","3","1102","1","2022","3.8"
"r_9","3","1102","2","2022","4.3"
"r_9","3","1103","0","2022","3.4"
"r_9","3","1103","1","2022","3.5"
"r_9","3","1103","2","2022","2.9"
"r_9","3","1104","0","2022","14.2"
"r_9","3","1104","1","2022","13.3"
"r_9","3","1104","2","2022","17.6"
"r_9","3","1105","0","2022","4.5"
"r_9","3","1105","1","2022","4.5"
"r_9","3","1105","2","2022","4.5"
"r_9","3","1106","0","2022","6.6"
"r_9","3","1106","1","2022","6.4"
"r_9","3","1106","2","2022","7.3"
"r_9","3","1107","0","2022","7.4"
"r_9","3","1107","1","2022","7.5"
"r_9","3","1107","2","2022","6.9"
"r_9","3","1108","0","2022","4.3"
"r_9","3","1108","1","2022","4.4"
"r_9","3","1108","2","2022","3.9"
"r_9","3","1109","0","2022","4.6"
"r_9","3","1109","1","2022","5"
"r_9","3","1109","2","2022","2.9"
"r_9","3","1110","0","2022","4.4"
"r_9","3","1110","1","2022","4.6"
"r_9","3","1110","2","2022","3.6"
"r_9","3","12","0","2022","5.1"
"r_9","3","12","1","2022","5.4"
"r_9","3","12","2","2022","4"
"r_9","3","13","0","2022","7.2"
"r_9","3","13","1","2022","7.5"
"r_9","3","13","2","2022","6.1"
"r_9","3","14","0","2022","0.8"
"r_9","3","14","1","2022","0.8"
"r_9","3","14","2","2022","0.8"
"r_9","3","15","0","2022","4"
"r_9","3","15","1","2022","3.8"
"r_9","3","15","2","2022","4.4"
"r_10","1","1","0","2023","19996"
"r_10","1","1","1","2023","21111"
"r_10","1","1","2","2023","16626"
"r_10","1","11","0","2023","16335"
"r_10","1","11","1","2023","17134"
"r_10","1","11","2","2023","13921"
"r_10","1","1101","0","2023","5867"
"r_10","1","1101","1","2023","6034"
"r_10","1","1101","2","2023","5363"
"r_10","1","1102","0","2023","779"
"r_10","1","1102","1","2023","792"
"r_10","1","1102","2","2023","740"
"r_10","1","1103","0","2023","696"
"r_10","1","1103","1","2023","770"
"r_10","1","1103","2","2023","474"
"r_10","1","1104","0","2023","2425"
"r_10","1","1104","1","2023","2381"
"r_10","1","1104","2","2023","2559"
"r_10","1","1105","0","2023","950"
"r_10","1","1105","1","2023","983"
"r_10","1","1105","2","2023","849"
"r_10","1","1106","0","2023","1221"
"r_10","1","1106","1","2023","1243"
"r_10","1","1106","2","2023","1152"
"r_10","1","1107","0","2023","1490"
"r_10","1","1107","1","2023","1647"
"r_10","1","1107","2","2023","1015"
"r_10","1","1108","0","2023","830"
"r_10","1","1108","1","2023","888"
"r_10","1","1108","2","2023","655"
"r_10","1","1109","0","2023","1117"
"r_10","1","1109","1","2023","1317"
"r_10","1","1109","2","2023","515"
"r_10","1","1110","0","2023","960"
"r_10","1","1110","1","2023","1079"
"r_10","1","1110","2","2023","599"
"r_10","1","12","0","2023","1109"
"r_10","1","12","1","2023","1254"
"r_10","1","12","2","2023","671"
"r_10","1","13","0","2023","1603"
"r_10","1","13","1","2023","1809"
"r_10","1","13","2","2023","982"
"r_10","1","14","0","2023","177"
"r_10","1","14","1","2023","188"
"r_10","1","14","2","2023","145"
"r_10","1","15","0","2023","772"
"r_10","1","15","1","2023","727"
"r_10","1","15","2","2023","908"
"r_10","2","1","0","2023","9986"
"r_10","2","1","1","2023","10497"
"r_10","2","1","2","2023","8414"
"r_10","2","11","0","2023","8158"
"r_10","2","11","1","2023","8520"
"r_10","2","11","2","2023","7045"
"r_10","2","1101","0","2023","2930"
"r_10","2","1101","1","2023","3000"
"r_10","2","1101","2","2023","2714"
"r_10","2","1102","0","2023","389"
"r_10","2","1102","1","2023","394"
"r_10","2","1102","2","2023","375"
"r_10","2","1103","0","2023","348"
"r_10","2","1103","1","2023","383"
"r_10","2","1103","2","2023","240"
"r_10","2","1104","0","2023","1211"
"r_10","2","1104","1","2023","1184"
"r_10","2","1104","2","2023","1295"
"r_10","2","1105","0","2023","474"
"r_10","2","1105","1","2023","489"
"r_10","2","1105","2","2023","429"
"r_10","2","1106","0","2023","610"
"r_10","2","1106","1","2023","618"
"r_10","2","1106","2","2023","583"
"r_10","2","1107","0","2023","744"
"r_10","2","1107","1","2023","819"
"r_10","2","1107","2","2023","513"
"r_10","2","1108","0","2023","415"
"r_10","2","1108","1","2023","442"
"r_10","2","1108","2","2023","332"
"r_10","2","1109","0","2023","558"
"r_10","2","1109","1","2023","655"
"r_10","2","1109","2","2023","260"
"r_10","2","1110","0","2023","479"
"r_10","2","1110","1","2023","537"
"r_10","2","1110","2","2023","303"
"r_10","2","12","0","2023","554"
"r_10","2","12","1","2023","623"
"r_10","2","12","2","2023","339"
"r_10","2","13","0","2023","801"
"r_10","2","13","1","2023","899"
"r_10","2","13","2","2023","497"
"r_10","2","14","0","2023","89"
"r_10","2","14","1","2023","94"
"r_10","2","14","2","2023","73"
"r_10","2","15","0","2023","385"
"r_10","2","15","1","2023","361"
"r_10","2","15","2","2023","460"
"r_10","3","1","0","2023","100"
"r_10","3","1","1","2023","100"
"r_10","3","1","2","2023","100"
"r_10","3","11","0","2023","81.7"
"r_10","3","11","1","2023","81.2"
"r_10","3","11","2","2023","83.7"
"r_10","3","1101","0","2023","29.3"
"r_10","3","1101","1","2023","28.6"
"r_10","3","1101","2","2023","32.3"
"r_10","3","1102","0","2023","3.9"
"r_10","3","1102","1","2023","3.8"
"r_10","3","1102","2","2023","4.5"
"r_10","3","1103","0","2023","3.5"
"r_10","3","1103","1","2023","3.6"
"r_10","3","1103","2","2023","2.8"
"r_10","3","1104","0","2023","12.1"
"r_10","3","1104","1","2023","11.3"
"r_10","3","1104","2","2023","15.4"
"r_10","3","1105","0","2023","4.7"
"r_10","3","1105","1","2023","4.7"
"r_10","3","1105","2","2023","5.1"
