RevisionColumn,HBS_Meassure,HBS_PR,Residence,periods,ValueColumn
"r_1","3","1103","2","2012","2.8"
"r_1","3","1103","0","2013","3.5"
"r_1","3","1103","1","2013","3.7"
"r_1","3","1103","2","2013","2.7"
"r_1","3","1103","0","2014","3.9"
"r_1","3","1103","1","2014","4"
"r_1","3","1103","2","2014","3.4"
"r_1","3","1104","0","2008","13.9"
"r_1","3","1104","1","2008","13.6"
"r_1","3","1104","2","2008","14.8"
"r_1","3","1104","0","2009","14.8"
"r_1","3","1104","1","2009","14.5"
"r_1","3","1104","2","2009","15.9"
"r_1","3","1104","0","2010","14.7"
"r_1","3","1104","1","2010","14.1"
"r_1","3","1104","2","2010","16.4"
"r_1","3","1104","0","2011","14.4"
"r_1","3","1104","1","2011","13.9"
"r_1","3","1104","2","2011","16"
"r_1","3","1104","0","2012","15.6"
"r_1","3","1104","1","2012","14.9"
"r_1","3","1104","2","2012","18.3"
"r_1","3","1104","0","2013","14.4"
"r_1","3","1104","1","2013","13.9"
"r_1","3","1104","2","2013","16.6"
"r_1","3","1104","0","2014","13.6"
"r_1","3","1104","1","2014","13"
"r_1","3","1104","2","2014","16.3"
"r_1","3","1105","0","2008","3.8"
"r_1","3","1105","1","2008","3.9"
"r_1","3","1105","2","2008","3.7"
"r_1","3","1105","0","2009","3.8"
"r_1","3","1105","1","2009","3.8"
"r_1","3","1105","2","2009","3.8"
"r_1","3","1105","0","2010","3.5"
"r_1","3","1105","1","2010","3.5"
"r_1","3","1105","2","2010","3.4"
"r_1","3","1105","0","2011","2.8"
"r_1","3","1105","1","2011","2.8"
"r_1","3","1105","2","2011","2.9"
"r_1","3","1105","0","2012","3.3"
"r_1","3","1105","1","2012","3.2"
"r_1","3","1105","2","2012","3.4"
"r_1","3","1105","0","2013","3.5"
"r_1","3","1105","1","2013","3.5"
"r_1","3","1105","2","2013","3.2"
"r_1","3","1105","0","2014","3.7"
"r_1","3","1105","1","2014","3.7"
"r_1","3","1105","2","2014","4"
"r_1","3","1106","0","2008","4.9"
"r_1","3","1106","1","2008","4.8"
"r_1","3","1106","2","2008","5"
"r_1","3","1106","0","2009","5.5"
"r_1","3","1106","1","2009","5.4"
"r_1","3","1106","2","2009","5.6"
"r_1","3","1106","0","2010","5.6"
"r_1","3","1106","1","2010","5.5"
"r_1","3","1106","2","2010","6.1"
"r_1","3","1106","0","2011","5.7"
"r_1","3","1106","1","2011","5.5"
"r_1","3","1106","2","2011","6.3"
"r_1","3","1106","0","2012","5.3"
"r_1","3","1106","1","2012","5"
"r_1","3","1106","2","2012","6.4"
"r_1","3","1106","0","2013","5.3"
"r_1","3","1106","1","2013","5.2"
"r_1","3","1106","2","2013","5.9"
"r_1","3","1106","0","2014","5.3"
"r_1","3","1106","1","2014","5.2"
"r_1","3","1106","2","2014","5.9"
"r_1","3","1107","0","2008","7.2"
"r_1","3","1107","1","2008","7.6"
"r_1","3","1107","2","2008","5.9"
"r_1","3","1107","0","2009","6.2"
"r_1","3","1107","1","2009","6.4"
"r_1","3","1107","2","2009","5.5"
"r_1","3","1107","0","2010","6.2"
"r_1","3","1107","1","2010","6.4"
"r_1","3","1107","2","2010","5.7"
"r_1","3","1107","0","2011","6"
"r_1","3","1107","1","2011","6.2"
"r_1","3","1107","2","2011","5.4"
"r_1","3","1107","0","2012","6.5"
"r_1","3","1107","1","2012","6.6"
"r_1","3","1107","2","2012","6.3"
"r_1","3","1107","0","2013","7"
"r_1","3","1107","1","2013","7.3"
"r_1","3","1107","2","2013","6"
"r_1","3","1107","0","2014","7.4"
"r_1","3","1107","1","2014","7.7"
"r_1","3","1107","2","2014","6.3"
"r_1","3","1108","0","2008","4.6"
"r_1","3","1108","1","2008","4.9"
"r_1","3","1108","2","2008","3.6"
"r_1","3","1108","0","2009","4.6"
"r_1","3","1108","1","2009","5"
"r_1","3","1108","2","2009","3.6"
"r_1","3","1108","0","2010","4.8"
"r_1","3","1108","1","2010","5"
"r_1","3","1108","2","2010","4"
"r_1","3","1108","0","2011","4.7"
"r_1","3","1108","1","2011","4.9"
"r_1","3","1108","2","2011","4.1"
"r_1","3","1108","0","2012","4.5"
"r_1","3","1108","1","2012","4.7"
"r_1","3","1108","2","2012","3.8"
"r_1","3","1108","0","2013","4.4"
"r_1","3","1108","1","2013","4.5"
"r_1","3","1108","2","2013","3.7"
"r_1","3","1108","0","2014","4.5"
"r_1","3","1108","1","2014","4.6"
"r_1","3","1108","2","2014","3.8"
"r_1","3","1109","0","2008","3.8"
"r_1","3","1109","1","2008","4.3"
"r_1","3","1109","2","2008","2.3"
"r_1","3","1109","0","2009","4"
"r_1","3","1109","1","2009","4.4"
"r_1","3","1109","2","2009","2.5"
"r_1","3","1109","0","2010","3.6"
"r_1","3","1109","1","2010","3.9"
"r_1","3","1109","2","2010","2.4"
"r_1","3","1109","0","2011","3.5"
"r_1","3","1109","1","2011","3.8"
"r_1","3","1109","2","2011","2.4"
"r_1","3","1109","0","2012","4.2"
"r_1","3","1109","1","2012","4.6"
"r_1","3","1109","2","2012","2.7"
"r_1","3","1109","0","2013","4.6"
"r_1","3","1109","1","2013","5"
"r_1","3","1109","2","2013","2.8"
"r_1","3","1109","0","2014","4.7"
"r_1","3","1109","1","2014","5"
"r_1","3","1109","2","2014","3.4"
"r_1","3","1110","0","2008","3.8"
"r_1","3","1110","1","2008","4.1"
"r_1","3","1110","2","2008","2.9"
"r_1","3","1110","0","2009","3.7"
"r_1","3","1110","1","2009","3.9"
"r_1","3","1110","2","2009","3.1"
"r_1","3","1110","0","2010","3.8"
"r_1","3","1110","1","2010","3.9"
"r_1","3","1110","2","2010","3.4"
"r_1","3","1110","0","2011","4"
"r_1","3","1110","1","2011","4.2"
"r_1","3","1110","2","2011","3.2"
"r_1","3","1110","0","2012","4"
"r_1","3","1110","1","2012","4.2"
"r_1","3","1110","2","2012","3.2"
"r_1","3","1110","0","2013","4.2"
"r_1","3","1110","1","2013","4.4"
"r_1","3","1110","2","2013","3.3"
"r_1","3","1110","0","2014","4.4"
"r_1","3","1110","1","2014","4.6"
"r_1","3","1110","2","2014","3.6"
"r_1","3","12","0","2008","3.2"
"r_1","3","12","1","2008","3.6"
"r_1","3","12","2","2008","2.1"
"r_1","3","12","0","2009","3.3"
"r_1","3","12","1","2009","3.6"
"r_1","3","12","2","2009","2.1"
"r_1","3","12","0","2010","3.8"
"r_1","3","12","1","2010","4.1"
"r_1","3","12","2","2010","2.7"
"r_1","3","12","0","2011","5.2"
"r_1","3","12","1","2011","5.7"
"r_1","3","12","2","2011","3.6"
"r_1","3","12","0","2012","5"
"r_1","3","12","1","2012","5.4"
"r_1","3","12","2","2012","3.7"
"r_1","3","12","0","2013","5"
"r_1","3","12","1","2013","5.2"
"r_1","3","12","2","2013","4"
"r_1","3","12","0","2014","4.9"
"r_1","3","12","1","2014","5.3"
"r_1","3","12","2","2014","3.5"
"r_1","3","13","0","2008","3.8"
"r_1","3","13","1","2008","4.2"
"r_1","3","13","2","2008","2.6"
"r_1","3","13","0","2009","3.8"
"r_1","3","13","1","2009","4.2"
"r_1","3","13","2","2009","2.5"
"r_1","3","13","0","2010","4.5"
"r_1","3","13","1","2010","4.9"
"r_1","3","13","2","2010","3.3"
"r_1","3","13","0","2011","6"
"r_1","3","13","1","2011","6.4"
"r_1","3","13","2","2011","4.5"
"r_1","3","13","0","2012","6.2"
"r_1","3","13","1","2012","6.6"
"r_1","3","13","2","2012","4.8"
"r_1","3","13","0","2013","6.5"
"r_1","3","13","1","2013","6.8"
"r_1","3","13","2","2013","5.3"
"r_1","3","13","0","2014","6.4"
"r_1","3","13","1","2014","6.9"
"r_1","3","13","2","2014","4.3"
"r_1","3","14","0","2008","1.9"
"r_1","3","14","1","2008","1.8"
"r_1","3","14","2","2008","2"
"r_1","3","14","0","2009","1.9"
"r_1","3","14","1","2009","1.8"
"r_1","3","14","2","2009","2.3"
"r_1","3","14","0","2010","1.7"
"r_1","3","14","1","2010","1.7"
"r_1","3","14","2","2010","1.9"
"r_1","3","14","0","2011","1.7"
"r_1","3","14","1","2011","1.8"
"r_1","3","14","2","2011","1.3"
"r_1","3","14","0","2012","1.4"
"r_1","3","14","1","2012","1.4"
"r_1","3","14","2","2012","1.3"
"r_1","3","14","0","2013","1.2"
"r_1","3","14","1","2013","1.2"
"r_1","3","14","2","2013","1.3"
"r_1","3","14","0","2014","1.3"
"r_1","3","14","1","2014","1.2"
"r_1","3","14","2","2014","1.4"
"r_1","3","15","0","2008","6.3"
"r_1","3","15","1","2008","5.1"
"r_1","3","15","2","2008","10"
"r_1","3","15","0","2009","5.7"
"r_1","3","15","1","2009","4.6"
"r_1","3","15","2","2009","9"
"r_1","3","15","0","2010","4.5"
"r_1","3","15","1","2010","3.7"
"r_1","3","15","2","2010","7.1"
"r_1","3","15","0","2011","3.4"
"r_1","3","15","1","2011","2.8"
"r_1","3","15","2","2011","5.2"
"r_1","3","15","0","2012","4.1"
"r_1","3","15","1","2012","3.7"
"r_1","3","15","2","2012","5.8"
"r_1","3","15","0","2013","4.3"
"r_1","3","15","1","2013","3.8"
"r_1","3","15","2","2013","6.7"
"r_1","3","15","0","2014","4.3"
"r_1","3","15","1","2014","3.5"
"r_1","3","15","2","2014","7.6"
"r_2","1","1","0","2015","11047"
"r_2","1","1","1","2015","11888"
"r_2","1","1","2","2015","8356"
"r_2","1","11","0","2015","9182"
"r_2","1","11","1","2015","9871"
"r_2","1","11","2","2015","6977"
"r_2","1","1101","0","2015","3370"
"r_2","1","1101","1","2015","3582"
"r_2","1","1101","2","2015","2692"
"r_2","1","1102","0","2015","484"
"r_2","1","1102","1","2015","532"
"r_2","1","1102","2","2015","331"
"r_2","1","1103","0","2015","396"
"r_2","1","1103","1","2015","437"
"r_2","1","1103","2","2015","266"
"r_2","1","1104","0","2015","1596"
"r_2","1","1104","1","2015","1642"
"r_2","1","1104","2","2015","1449"
"r_2","1","1105","0","2015","415"
"r_2","1","1105","1","2015","446"
"r_2","1","1105","2","2015","317"
"r_2","1","1106","0","2015","594"
"r_2","1","1106","1","2015","613"
"r_2","1","1106","2","2015","533"
"r_2","1","1107","0","2015","794"
"r_2","1","1107","1","2015","870"
"r_2","1","1107","2","2015","549"
"r_2","1","1108","0","2015","485"
"r_2","1","1108","1","2015","537"
"r_2","1","1108","2","2015","321"
"r_2","1","1109","0","2015","545"
"r_2","1","1109","1","2015","635"
"r_2","1","1109","2","2015","255"
"r_2","1","1110","0","2015","502"
"r_2","1","1110","1","2015","577"
"r_2","1","1110","2","2015","264"
"r_2","1","12","0","2015","555"
"r_2","1","12","1","2015","634"
"r_2","1","12","2","2015","303"
"r_2","1","13","0","2015","712"
"r_2","1","13","1","2015","817"
"r_2","1","13","2","2015","378"
"r_2","1","14","0","2015","136"
"r_2","1","14","1","2015","148"
"r_2","1","14","2","2015","99"
"r_2","1","15","0","2015","462"
"r_2","1","15","1","2015","419"
"r_2","1","15","2","2015","600"
"r_2","2","1","0","2015","4605"
"r_2","2","1","1","2015","4963"
"r_2","2","1","2","2015","3465"
"r_2","2","11","0","2015","3827"
"r_2","2","11","1","2015","4121"
"r_2","2","11","2","2015","2893"
"r_2","2","1101","0","2015","1405"
"r_2","2","1101","1","2015","1495"
"r_2","2","1101","2","2015","1116"
"r_2","2","1102","0","2015","202"
"r_2","2","1102","1","2015","222"
"r_2","2","1102","2","2015","137"
"r_2","2","1103","0","2015","165"
"r_2","2","1103","1","2015","182"
"r_2","2","1103","2","2015","110"
"r_2","2","1104","0","2015","665"
"r_2","2","1104","1","2015","685"
"r_2","2","1104","2","2015","601"
"r_2","2","1105","0","2015","173"
"r_2","2","1105","1","2015","186"
"r_2","2","1105","2","2015","131"
"r_2","2","1106","0","2015","248"
"r_2","2","1106","1","2015","256"
"r_2","2","1106","2","2015","221"
"r_2","2","1107","0","2015","331"
"r_2","2","1107","1","2015","363"
"r_2","2","1107","2","2015","228"
"r_2","2","1108","0","2015","202"
"r_2","2","1108","1","2015","224"
"r_2","2","1108","2","2015","133"
"r_2","2","1109","0","2015","227"
"r_2","2","1109","1","2015","265"
"r_2","2","1109","2","2015","106"
"r_2","2","1110","0","2015","209"
"r_2","2","1110","1","2015","241"
"r_2","2","1110","2","2015","109"
"r_2","2","12","0","2015","231"
"r_2","2","12","1","2015","264"
"r_2","2","12","2","2015","126"
"r_2","2","13","0","2015","297"
"r_2","2","13","1","2015","341"
"r_2","2","13","2","2015","157"
"r_2","2","14","0","2015","57"
"r_2","2","14","1","2015","62"
"r_2","2","14","2","2015","41"
"r_2","2","15","0","2015","193"
"r_2","2","15","1","2015","175"
"r_2","2","15","2","2015","249"
"r_2","3","1","0","2015","100"
"r_2","3","1","1","2015","100"
"r_2","3","1","2","2015","100"
"r_2","3","11","0","2015","83.1"
"r_2","3","11","1","2015","83"
"r_2","3","11","2","2015","83.5"
"r_2","3","1101","0","2015","30.5"
"r_2","3","1101","1","2015","30.1"
"r_2","3","1101","2","2015","32.2"
"r_2","3","1102","0","2015","4.4"
"r_2","3","1102","1","2015","4.5"
"r_2","3","1102","2","2015","4"
"r_2","3","1103","0","2015","3.6"
"r_2","3","1103","1","2015","3.7"
"r_2","3","1103","2","2015","3.2"
"r_2","3","1104","0","2015","14.4"
"r_2","3","1104","1","2015","13.8"
"r_2","3","1104","2","2015","17.3"
"r_2","3","1105","0","2015","3.8"
"r_2","3","1105","1","2015","3.8"
"r_2","3","1105","2","2015","3.8"
"r_2","3","1106","0","2015","5.4"
"r_2","3","1106","1","2015","5.2"
"r_2","3","1106","2","2015","6.4"
"r_2","3","1107","0","2015","7.2"
"r_2","3","1107","1","2015","7.3"
"r_2","3","1107","2","2015","6.6"
"r_2","3","1108","0","2015","4.4"
"r_2","3","1108","1","2015","4.5"
"r_2","3","1108","2","2015","3.8"
"r_2","3","1109","0","2015","4.9"
"r_2","3","1109","1","2015","5.3"
"r_2","3","1109","2","2015","3.1"
"r_2","3","1110","0","2015","4.5"
"r_2","3","1110","1","2015","4.9"
"r_2","3","1110","2","2015","3.2"
"r_2","3","12","0","2015","5"
"r_2","3","12","1","2015","5.3"
"r_2","3","12","2","2015","3.6"
"r_2","3","13","0","2015","6.4"
"r_2","3","13","1","2015","6.9"
"r_2","3","13","2","2015","4.5"
"r_2","3","14","0","2015","1.2"
"r_2","3","14","1","2015","1.2"
"r_2","3","14","2","2015","1.2"
"r_2","3","15","0","2015","4.2"
"r_2","3","15","1","2015","3.5"
"r_2","3","15","2","2015","7.2"
"r_3","1","1","0","2016","11014"
"r_3","1","1","1","2016","11813"
"r_3","1","1","2","2016","8695"
"r_3","1","11","0","2016","9071"
"r_3","1","11","1","2016","9693"
"r_3","1","11","2","2016","7268"
"r_3","1","1101","0","2016","3304"
"r_3","1","1101","1","2016","3531"
"r_3","1","1101","2","2016","2648"
"r_3","1","1102","0","2016","481"
"r_3","1","1102","1","2016","522"
"r_3","1","1102","2","2016","363"
"r_3","1","1103","0","2016","402"
"r_3","1","1103","1","2016","439"
"r_3","1","1103","2","2016","295"
"r_3","1","1104","0","2016","1595"
"r_3","1","1104","1","2016","1596"
"r_3","1","1104","2","2016","1590"
"r_3","1","1105","0","2016","411"
"r_3","1","1105","1","2016","423"
"r_3","1","1105","2","2016","376"
"r_3","1","1106","0","2016","616"
"r_3","1","1106","1","2016","644"
"r_3","1","1106","2","2016","536"
"r_3","1","1107","0","2016","764"
"r_3","1","1107","1","2016","837"
"r_3","1","1107","2","2016","553"
"r_3","1","1108","0","2016","494"
"r_3","1","1108","1","2016","545"
"r_3","1","1108","2","2016","347"
"r_3","1","1109","0","2016","530"
"r_3","1","1109","1","2016","624"
"r_3","1","1109","2","2016","257"
"r_3","1","1110","0","2016","473"
"r_3","1","1110","1","2016","532"
"r_3","1","1110","2","2016","302"
"r_3","1","12","0","2016","579"
"r_3","1","12","1","2016","664"
"r_3","1","12","2","2016","333"
"r_3","1","13","0","2016","727"
"r_3","1","13","1","2016","823"
"r_3","1","13","2","2016","450"
"r_3","1","14","0","2016","130"
"r_3","1","14","1","2016","135"
"r_3","1","14","2","2016","115"
"r_3","1","15","0","2016","507"
"r_3","1","15","1","2016","499"
"r_3","1","15","2","2016","530"
"r_3","2","1","0","2016","4699"
"r_3","2","1","1","2016","5064"
"r_3","2","1","2","2016","3660"
"r_3","2","11","0","2016","3870"
"r_3","2","11","1","2016","4155"
"r_3","2","11","2","2016","3059"
"r_3","2","1101","0","2016","1410"
"r_3","2","1101","1","2016","1513"
"r_3","2","1101","2","2016","1115"
"r_3","2","1102","0","2016","205"
"r_3","2","1102","1","2016","224"
"r_3","2","1102","2","2016","153"
"r_3","2","1103","0","2016","172"
"r_3","2","1103","1","2016","188"
"r_3","2","1103","2","2016","124"
"r_3","2","1104","0","2016","680"
"r_3","2","1104","1","2016","684"
"r_3","2","1104","2","2016","669"
"r_3","2","1105","0","2016","175"
"r_3","2","1105","1","2016","181"
"r_3","2","1105","2","2016","158"
"r_3","2","1106","0","2016","263"
"r_3","2","1106","1","2016","276"
"r_3","2","1106","2","2016","226"
"r_3","2","1107","0","2016","326"
"r_3","2","1107","1","2016","359"
"r_3","2","1107","2","2016","233"
"r_3","2","1108","0","2016","211"
"r_3","2","1108","1","2016","234"
"r_3","2","1108","2","2016","146"
"r_3","2","1109","0","2016","226"
"r_3","2","1109","1","2016","268"
"r_3","2","1109","2","2016","108"
"r_3","2","1110","0","2016","202"
"r_3","2","1110","1","2016","228"
"r_3","2","1110","2","2016","127"
"r_3","2","12","0","2016","247"
"r_3","2","12","1","2016","285"
"r_3","2","12","2","2016","140"
"r_3","2","13","0","2016","310"
"r_3","2","13","1","2016","353"
"r_3","2","13","2","2016","189"
"r_3","2","14","0","2016","55"
"r_3","2","14","1","2016","58"
"r_3","2","14","2","2016","48"
"r_3","2","15","0","2016","216"
"r_3","2","15","1","2016","214"
"r_3","2","15","2","2016","223"
"r_3","3","1","0","2016","100"
"r_3","3","1","1","2016","100"
"r_3","3","1","2","2016","100"
"r_3","3","11","0","2016","82.4"
"r_3","3","11","1","2016","82"
"r_3","3","11","2","2016","83.6"
"r_3","3","1101","0","2016","30"
"r_3","3","1101","1","2016","29.9"
"r_3","3","1101","2","2016","30.5"
"r_3","3","1102","0","2016","4.4"
"r_3","3","1102","1","2016","4.4"
"r_3","3","1102","2","2016","4.2"
"r_3","3","1103","0","2016","3.7"
"r_3","3","1103","1","2016","3.7"
"r_3","3","1103","2","2016","3.4"
"r_3","3","1104","0","2016","14.5"
"r_3","3","1104","1","2016","13.5"
"r_3","3","1104","2","2016","18.3"
"r_3","3","1105","0","2016","3.7"
"r_3","3","1105","1","2016","3.6"
"r_3","3","1105","2","2016","4.3"
"r_3","3","1106","0","2016","5.6"
"r_3","3","1106","1","2016","5.5"
"r_3","3","1106","2","2016","6.2"
"r_3","3","1107","0","2016","6.9"
"r_3","3","1107","1","2016","7.1"
"r_3","3","1107","2","2016","6.4"
"r_3","3","1108","0","2016","4.5"
"r_3","3","1108","1","2016","4.6"
"r_3","3","1108","2","2016","4"
"r_3","3","1109","0","2016","4.8"
"r_3","3","1109","1","2016","5.3"
"r_3","3","1109","2","2016","3"
"r_3","3","1110","0","2016","4.3"
"r_3","3","1110","1","2016","4.5"
"r_3","3","1110","2","2016","3.5"
"r_3","3","12","0","2016","5.3"
"r_3","3","12","1","2016","5.6"
"r_3","3","12","2","2016","3.8"
"r_3","3","13","0","2016","6.6"
"r_3","3","13","1","2016","7"
"r_3","3","13","2","2016","5.2"
"r_3","3","14","0","2016","1.2"
"r_3","3","14","1","2016","1.1"
"r_3","3","14","2","2016","1.3"
"r_3","3","15","0","2016","4.6"
"r_3","3","15","1","2016","4.2"
"r_3","3","15","2","2016","6.1"
"r_4","1","1","0","2017","11860"
"r_4","1","1","1","2017","12782"
"r_4","1","1","2","2017","9274"
"r_4","1","11","0","2017","9706"
"r_4","1","11","1","2017","10419"
"r_4","1","11","2","2017","7706"
"r_4","1","1101","0","2017","3489"
"r_4","1","1101","1","2017","3731"
"r_4","1","1101","2","2017","2808"
"r_4","1","1102","0","2017","501"
"r_4","1","1102","1","2017","545"
"r_4","1","1102","2","2017","379"
"r_4","1","1103","0","2017","421"
"r_4","1","1103","1","2017","464"
"r_4","1","1103","2","2017","301"
"r_4","1","1104","0","2017","1769"
"r_4","1","1104","1","2017","1787"
"r_4","1","1104","2","2017","1721"
"r_4","1","1105","0","2017","498"
"r_4","1","1105","1","2017","534"
"r_4","1","1105","2","2017","399"
"r_4","1","1106","0","2017","642"
"r_4","1","1106","1","2017","670"
"r_4","1","1106","2","2017","566"
"r_4","1","1107","0","2017","809"
"r_4","1","1107","1","2017","903"
"r_4","1","1107","2","2017","546"
"r_4","1","1108","0","2017","515"
"r_4","1","1108","1","2017","566"
"r_4","1","1108","2","2017","371"
"r_4","1","1109","0","2017","528"
"r_4","1","1109","1","2017","613"
"r_4","1","1109","2","2017","290"
"r_4","1","1110","0","2017","534"
"r_4","1","1110","1","2017","608"
"r_4","1","1110","2","2017","326"
"r_4","1","12","0","2017","666"
"r_4","1","12","1","2017","770"
"r_4","1","12","2","2017","375"
"r_4","1","13","0","2017","822"
"r_4","1","13","1","2017","938"
"r_4","1","13","2","2017","497"
"r_4","1","14","0","2017","145"
"r_4","1","14","1","2017","156"
"r_4","1","14","2","2017","113"
"r_4","1","15","0","2017","521"
"r_4","1","15","1","2017","499"
"r_4","1","15","2","2017","583"
"r_4","2","1","0","2017","5161"
"r_4","2","1","1","2017","5586"
"r_4","2","1","2","2017","3989"
"r_4","2","11","0","2017","4224"
"r_4","2","11","1","2017","4553"
"r_4","2","11","2","2017","3315"
"r_4","2","1101","0","2017","1518"
"r_4","2","1101","1","2017","1631"
"r_4","2","1101","2","2017","1208"
"r_4","2","1102","0","2017","218"
"r_4","2","1102","1","2017","238"
"r_4","2","1102","2","2017","163"
"r_4","2","1103","0","2017","183"
"r_4","2","1103","1","2017","203"
"r_4","2","1103","2","2017","129"
"r_4","2","1104","0","2017","770"
"r_4","2","1104","1","2017","781"
"r_4","2","1104","2","2017","741"
"r_4","2","1105","0","2017","217"
"r_4","2","1105","1","2017","233"
"r_4","2","1105","2","2017","172"
"r_4","2","1106","0","2017","280"
"r_4","2","1106","1","2017","293"
"r_4","2","1106","2","2017","243"
"r_4","2","1107","0","2017","352"
"r_4","2","1107","1","2017","395"
"r_4","2","1107","2","2017","235"
"r_4","2","1108","0","2017","224"
"r_4","2","1108","1","2017","247"
"r_4","2","1108","2","2017","160"
"r_4","2","1109","0","2017","230"
"r_4","2","1109","1","2017","268"
"r_4","2","1109","2","2017","125"
"r_4","2","1110","0","2017","232"
"r_4","2","1110","1","2017","266"
"r_4","2","1110","2","2017","140"
"r_4","2","12","0","2017","290"
"r_4","2","12","1","2017","336"
"r_4","2","12","2","2017","161"
"r_4","2","13","0","2017","358"
"r_4","2","13","1","2017","410"
"r_4","2","13","2","2017","214"
"r_4","2","14","0","2017","63"
"r_4","2","14","1","2017","68"
"r_4","2","14","2","2017","49"
"r_4","2","15","0","2017","227"
"r_4","2","15","1","2017","218"
"r_4","2","15","2","2017","251"
"r_4","3","1","0","2017","100"
"r_4","3","1","1","2017","100"
"r_4","3","1","2","2017","100"
"r_4","3","11","0","2017","81.8"
"r_4","3","11","1","2017","81.5"
"r_4","3","11","2","2017","83.1"
"r_4","3","1101","0","2017","29.4"
"r_4","3","1101","1","2017","29.2"
"r_4","3","1101","2","2017","30.3"
"r_4","3","1102","0","2017","4.2"
"r_4","3","1102","1","2017","4.3"
"r_4","3","1102","2","2017","4.1"
"r_4","3","1103","0","2017","3.6"
"r_4","3","1103","1","2017","3.6"
"r_4","3","1103","2","2017","3.2"
"r_4","3","1104","0","2017","14.9"
"r_4","3","1104","1","2017","14"
"r_4","3","1104","2","2017","18.6"
"r_4","3","1105","0","2017","4.2"
"r_4","3","1105","1","2017","4.2"
"r_4","3","1105","2","2017","4.3"
"r_4","3","1106","0","2017","5.4"
"r_4","3","1106","1","2017","5.2"
"r_4","3","1106","2","2017","6.1"
"r_4","3","1107","0","2017","6.8"
"r_4","3","1107","1","2017","7.1"
"r_4","3","1107","2","2017","5.9"
"r_4","3","1108","0","2017","4.3"
"r_4","3","1108","1","2017","4.4"
"r_4","3","1108","2","2017","4"
"r_4","3","1109","0","2017","4.5"
"r_4","3","1109","1","2017","4.8"
"r_4","3","1109","2","2017","3.1"
"r_4","3","1110","0","2017","4.5"
"r_4","3","1110","1","2017","4.8"
"r_4","3","1110","2","2017","3.5"
"r_4","3","12","0","2017","5.6"
"r_4","3","12","1","2017","6"
"r_4","3","12","2","2017","4"
"r_4","3","13","0","2017","6.9"
"r_4","3","13","1","2017","7.3"
"r_4","3","13","2","2017","5.4"
"r_4","3","14","0","2017","1.2"
"r_4","3","14","1","2017","1.2"
"r_4","3","14","2","2017","1.2"
"r_4","3","15","0","2017","4.4"
"r_4","3","15","1","2017","3.9"
"r_4","3","15","2","2017","6.3"
"r_5","1","1","0","2018","12771"
"r_5","1","1","1","2018","13738"
"r_5","1","1","2","2018","10066"
"r_5","1","11","0","2018","10355"
"r_5","1","11","1","2018","11094"
"r_5","1","11","2","2018","8286"
"r_5","1","1101","0","2018","3701"
"r_5","1","1101","1","2018","3929"
"r_5","1","1101","2","2018","3060"
"r_5","1","1102","0","2018","522"
"r_5","1","1102","1","2018","561"
"r_5","1","1102","2","2018","413"
"r_5","1","1103","0","2018","438"
"r_5","1","1103","1","2018","485"
"r_5","1","1103","2","2018","308"
"r_5","1","1104","0","2018","1760"
"r_5","1","1104","1","2018","1755"
"r_5","1","1104","2","2018","1773"
"r_5","1","1105","0","2018","514"
"r_5","1","1105","1","2018","547"
"r_5","1","1105","2","2018","425"
"r_5","1","1106","0","2018","701"
"r_5","1","1106","1","2018","728"
"r_5","1","1106","2","2018","626"
"r_5","1","1107","0","2018","938"
"r_5","1","1107","1","2018","1042"
"r_5","1","1107","2","2018","645"
"r_5","1","1108","0","2018","554"
"r_5","1","1108","1","2018","610"
"r_5","1","1108","2","2018","397"
"r_5","1","1109","0","2018","623"
"r_5","1","1109","1","2018","745"
"r_5","1","1109","2","2018","284"
"r_5","1","1110","0","2018","604"
"r_5","1","1110","1","2018","692"
"r_5","1","1110","2","2018","356"
"r_5","1","12","0","2018","712"
"r_5","1","12","1","2018","820"
"r_5","1","12","2","2018","412"
"r_5","1","13","0","2018","939"
"r_5","1","13","1","2018","1066"
"r_5","1","13","2","2018","586"
"r_5","1","14","0","2018","130"
"r_5","1","14","1","2018","146"
"r_5","1","14","2","2018","85"
"r_5","1","15","0","2018","635"
"r_5","1","15","1","2018","612"
"r_5","1","15","2","2018","698"
"r_5","2","1","0","2018","5710"
"r_5","2","1","1","2018","6166"
"r_5","2","1","2","2018","4452"
"r_5","2","11","0","2018","4630"
"r_5","2","11","1","2018","4979"
"r_5","2","11","2","2018","3665"
"r_5","2","1101","0","2018","1655"
"r_5","2","1101","1","2018","1764"
"r_5","2","1101","2","2018","1354"
"r_5","2","1102","0","2018","233"
"r_5","2","1102","1","2018","252"
"r_5","2","1102","2","2018","183"
"r_5","2","1103","0","2018","196"
"r_5","2","1103","1","2018","218"
"r_5","2","1103","2","2018","136"
"r_5","2","1104","0","2018","787"
"r_5","2","1104","1","2018","788"
"r_5","2","1104","2","2018","784"
"r_5","2","1105","0","2018","230"
"r_5","2","1105","1","2018","245"
"r_5","2","1105","2","2018","188"
"r_5","2","1106","0","2018","313"
"r_5","2","1106","1","2018","327"
"r_5","2","1106","2","2018","277"
"r_5","2","1107","0","2018","419"
"r_5","2","1107","1","2018","468"
"r_5","2","1107","2","2018","285"
"r_5","2","1108","0","2018","248"
"r_5","2","1108","1","2018","274"
"r_5","2","1108","2","2018","176"
