RevisionColumn,periods,Units,EKATTE_Hlth,HlthEst_2011_2013,HlthEst_measures,ValueColumn
"r_3","2015","num","TGV","2.2","Beds","5"
"r_3","2015","num","TGV","2.3","Est","-"
"r_3","2015","num","TGV","2.4","Est","-"
"r_3","2015","num","TGV","2.4","Beds","-"
"r_3","2015","num","TGV","2.5","Est","21"
"r_3","2015","num","TGV","3","Est","3"
"r_3","2015","num","TGV","3","Beds","25"
"r_3","2015","num","TGV02","1","Est","-"
"r_3","2015","num","TGV02","1","Beds","-"
"r_3","2015","num","TGV02","1.1","Est","-"
"r_3","2015","num","TGV02","1.1","Beds","-"
"r_3","2015","num","TGV02","1.2","Est","-"
"r_3","2015","num","TGV02","1.2","Beds","-"
"r_3","2015","num","TGV02","1.3","Est","-"
"r_3","2015","num","TGV02","1.3","Beds","-"
"r_3","2015","num","TGV02","1.4","Est","-"
"r_3","2015","num","TGV02","1.4","Beds","-"
"r_3","2015","num","TGV02","1.5","Est","-"
"r_3","2015","num","TGV02","1.5","Beds","-"
"r_3","2015","num","TGV02","2","Est","-"
"r_3","2015","num","TGV02","2","Beds","-"
"r_3","2015","num","TGV02","2.1","Est","-"
"r_3","2015","num","TGV02","2.1","Beds","-"
"r_3","2015","num","TGV02","2.2","Est","-"
"r_3","2015","num","TGV02","2.2","Beds","-"
"r_3","2015","num","TGV02","2.3","Est","-"
"r_3","2015","num","TGV02","2.4","Est","-"
"r_3","2015","num","TGV02","2.4","Beds","-"
"r_3","2015","num","TGV02","2.5","Est","-"
"r_3","2015","num","TGV02","3","Est","-"
"r_3","2015","num","TGV02","3","Beds","-"
"r_3","2015","num","TGV22","1","Est","1"
"r_3","2015","num","TGV22","1","Beds","124"
"r_3","2015","num","TGV22","1.1","Est","1"
"r_3","2015","num","TGV22","1.1","Beds","124"
"r_3","2015","num","TGV22","1.2","Est","-"
"r_3","2015","num","TGV22","1.2","Beds","-"
"r_3","2015","num","TGV22","1.3","Est","-"
"r_3","2015","num","TGV22","1.3","Beds","-"
"r_3","2015","num","TGV22","1.4","Est","-"
"r_3","2015","num","TGV22","1.4","Beds","-"
"r_3","2015","num","TGV22","1.5","Est","-"
"r_3","2015","num","TGV22","1.5","Beds","-"
"r_3","2015","num","TGV22","2","Est","3"
"r_3","2015","num","TGV22","2","Beds","3"
"r_3","2015","num","TGV22","2.1","Est","-"
"r_3","2015","num","TGV22","2.1","Beds","-"
"r_3","2015","num","TGV22","2.2","Est","1"
"r_3","2015","num","TGV22","2.2","Beds","3"
"r_3","2015","num","TGV22","2.3","Est","-"
"r_3","2015","num","TGV22","2.4","Est","-"
"r_3","2015","num","TGV22","2.4","Beds","-"
"r_3","2015","num","TGV22","2.5","Est","2"
"r_3","2015","num","TGV22","3","Est","-"
"r_3","2015","num","TGV22","3","Beds","-"
"r_3","2015","num","TGV23","1","Est","-"
"r_3","2015","num","TGV23","1","Beds","-"
"r_3","2015","num","TGV23","1.1","Est","-"
"r_3","2015","num","TGV23","1.1","Beds","-"
"r_3","2015","num","TGV23","1.2","Est","-"
"r_3","2015","num","TGV23","1.2","Beds","-"
"r_3","2015","num","TGV23","1.3","Est","-"
"r_3","2015","num","TGV23","1.3","Beds","-"
"r_3","2015","num","TGV23","1.4","Est","-"
"r_3","2015","num","TGV23","1.4","Beds","-"
"r_3","2015","num","TGV23","1.5","Est","-"
"r_3","2015","num","TGV23","1.5","Beds","-"
"r_3","2015","num","TGV23","2","Est","-"
"r_3","2015","num","TGV23","2","Beds","-"
"r_3","2015","num","TGV23","2.1","Est","-"
"r_3","2015","num","TGV23","2.1","Beds","-"
"r_3","2015","num","TGV23","2.2","Est","-"
"r_3","2015","num","TGV23","2.2","Beds","-"
"r_3","2015","num","TGV23","2.3","Est","-"
"r_3","2015","num","TGV23","2.4","Est","-"
"r_3","2015","num","TGV23","2.4","Beds","-"
"r_3","2015","num","TGV23","2.5","Est","-"
"r_3","2015","num","TGV23","3","Est","-"
"r_3","2015","num","TGV23","3","Beds","-"
"r_3","2015","num","TGV24","1","Est","1"
"r_3","2015","num","TGV24","1","Beds","49"
"r_3","2015","num","TGV24","1.1","Est","1"
"r_3","2015","num","TGV24","1.1","Beds","49"
"r_3","2015","num","TGV24","1.2","Est","-"
"r_3","2015","num","TGV24","1.2","Beds","-"
"r_3","2015","num","TGV24","1.3","Est","-"
"r_3","2015","num","TGV24","1.3","Beds","-"
"r_3","2015","num","TGV24","1.4","Est","-"
"r_3","2015","num","TGV24","1.4","Beds","-"
"r_3","2015","num","TGV24","1.5","Est","-"
"r_3","2015","num","TGV24","1.5","Beds","-"
"r_3","2015","num","TGV24","2","Est","2"
"r_3","2015","num","TGV24","2","Beds","-"
"r_3","2015","num","TGV24","2.1","Est","-"
"r_3","2015","num","TGV24","2.1","Beds","-"
"r_3","2015","num","TGV24","2.2","Est","1"
"r_3","2015","num","TGV24","2.2","Beds","-"
"r_3","2015","num","TGV24","2.3","Est","-"
"r_3","2015","num","TGV24","2.4","Est","-"
"r_3","2015","num","TGV24","2.4","Beds","-"
"r_3","2015","num","TGV24","2.5","Est","1"
"r_3","2015","num","TGV24","3","Est","1"
"r_3","2015","num","TGV24","3","Beds","25"
"r_3","2015","num","TGV35","1","Est","2"
"r_3","2015","num","TGV35","1","Beds","435"
"r_3","2015","num","TGV35","1.1","Est","1"
"r_3","2015","num","TGV35","1.1","Beds","405"
"r_3","2015","num","TGV35","1.2","Est","1"
"r_3","2015","num","TGV35","1.2","Beds","30"
"r_3","2015","num","TGV35","1.3","Est","-"
"r_3","2015","num","TGV35","1.3","Beds","-"
"r_3","2015","num","TGV35","1.4","Est","-"
"r_3","2015","num","TGV35","1.4","Beds","-"
"r_3","2015","num","TGV35","1.5","Est","-"
"r_3","2015","num","TGV35","1.5","Beds","-"
"r_3","2015","num","TGV35","2","Est","26"
"r_3","2015","num","TGV35","2","Beds","4"
"r_3","2015","num","TGV35","2.1","Est","1"
"r_3","2015","num","TGV35","2.1","Beds","2"
"r_3","2015","num","TGV35","2.2","Est","7"
"r_3","2015","num","TGV35","2.2","Beds","2"
"r_3","2015","num","TGV35","2.3","Est","-"
"r_3","2015","num","TGV35","2.4","Est","-"
"r_3","2015","num","TGV35","2.4","Beds","-"
"r_3","2015","num","TGV35","2.5","Est","18"
"r_3","2015","num","TGV35","3","Est","2"
"r_3","2015","num","TGV35","3","Beds","-"
"r_3","2015","num","SHU","1","Est","6"
"r_3","2015","num","SHU","1","Beds","911"
"r_3","2015","num","SHU","1.1","Est","3"
"r_3","2015","num","SHU","1.1","Beds","508"
"r_3","2015","num","SHU","1.2","Est","2"
"r_3","2015","num","SHU","1.2","Beds","216"
"r_3","2015","num","SHU","1.3","Est","-"
"r_3","2015","num","SHU","1.3","Beds","-"
"r_3","2015","num","SHU","1.4","Est","1"
"r_3","2015","num","SHU","1.4","Beds","187"
"r_3","2015","num","SHU","1.5","Est","-"
"r_3","2015","num","SHU","1.5","Beds","-"
"r_3","2015","num","SHU","2","Est","40"
"r_3","2015","num","SHU","2","Beds","36"
"r_3","2015","num","SHU","2.1","Est","1"
"r_3","2015","num","SHU","2.1","Beds","-"
"r_3","2015","num","SHU","2.2","Est","13"
"r_3","2015","num","SHU","2.2","Beds","36"
"r_3","2015","num","SHU","2.3","Est","1"
"r_3","2015","num","SHU","2.4","Est","1"
"r_3","2015","num","SHU","2.4","Beds","-"
"r_3","2015","num","SHU","2.5","Est","24"
"r_3","2015","num","SHU","3","Est","2"
"r_3","2015","num","SHU","3","Beds","-"
"r_3","2015","num","SHU23","1","Est","1"
"r_3","2015","num","SHU23","1","Beds","85"
"r_3","2015","num","SHU23","1.1","Est","1"
"r_3","2015","num","SHU23","1.1","Beds","85"
"r_3","2015","num","SHU23","1.2","Est","-"
"r_3","2015","num","SHU23","1.2","Beds","-"
"r_3","2015","num","SHU23","1.3","Est","-"
"r_3","2015","num","SHU23","1.3","Beds","-"
"r_3","2015","num","SHU23","1.4","Est","-"
"r_3","2015","num","SHU23","1.4","Beds","-"
"r_3","2015","num","SHU23","1.5","Est","-"
"r_3","2015","num","SHU23","1.5","Beds","-"
"r_3","2015","num","SHU23","2","Est","1"
"r_3","2015","num","SHU23","2","Beds","-"
"r_3","2015","num","SHU23","2.1","Est","-"
"r_3","2015","num","SHU23","2.1","Beds","-"
"r_3","2015","num","SHU23","2.2","Est","-"
"r_3","2015","num","SHU23","2.2","Beds","-"
"r_3","2015","num","SHU23","2.3","Est","-"
"r_3","2015","num","SHU23","2.4","Est","-"
"r_3","2015","num","SHU23","2.4","Beds","-"
"r_3","2015","num","SHU23","2.5","Est","1"
"r_3","2015","num","SHU23","3","Est","-"
"r_3","2015","num","SHU23","3","Beds","-"
"r_3","2015","num","SHU07","1","Est","-"
"r_3","2015","num","SHU07","1","Beds","-"
"r_3","2015","num","SHU07","1.1","Est","-"
"r_3","2015","num","SHU07","1.1","Beds","-"
"r_3","2015","num","SHU07","1.2","Est","-"
"r_3","2015","num","SHU07","1.2","Beds","-"
"r_3","2015","num","SHU07","1.3","Est","-"
"r_3","2015","num","SHU07","1.3","Beds","-"
"r_3","2015","num","SHU07","1.4","Est","-"
"r_3","2015","num","SHU07","1.4","Beds","-"
"r_3","2015","num","SHU07","1.5","Est","-"
"r_3","2015","num","SHU07","1.5","Beds","-"
"r_3","2015","num","SHU07","2","Est","-"
"r_3","2015","num","SHU07","2","Beds","-"
"r_3","2015","num","SHU07","2.1","Est","-"
"r_3","2015","num","SHU07","2.1","Beds","-"
"r_3","2015","num","SHU07","2.2","Est","-"
"r_3","2015","num","SHU07","2.2","Beds","-"
"r_3","2015","num","SHU07","2.3","Est","-"
"r_3","2015","num","SHU07","2.4","Est","-"
"r_3","2015","num","SHU07","2.4","Beds","-"
"r_3","2015","num","SHU07","2.5","Est","-"
"r_3","2015","num","SHU07","3","Est","-"
"r_3","2015","num","SHU07","3","Beds","-"
"r_3","2015","num","SHU10","1","Est","-"
"r_3","2015","num","SHU10","1","Beds","-"
"r_3","2015","num","SHU10","1.1","Est","-"
"r_3","2015","num","SHU10","1.1","Beds","-"
"r_3","2015","num","SHU10","1.2","Est","-"
"r_3","2015","num","SHU10","1.2","Beds","-"
"r_3","2015","num","SHU10","1.3","Est","-"
"r_3","2015","num","SHU10","1.3","Beds","-"
"r_3","2015","num","SHU10","1.4","Est","-"
"r_3","2015","num","SHU10","1.4","Beds","-"
"r_3","2015","num","SHU10","1.5","Est","-"
"r_3","2015","num","SHU10","1.5","Beds","-"
"r_3","2015","num","SHU10","2","Est","-"
"r_3","2015","num","SHU10","2","Beds","-"
"r_3","2015","num","SHU10","2.1","Est","-"
"r_3","2015","num","SHU10","2.1","Beds","-"
"r_3","2015","num","SHU10","2.2","Est","-"
"r_3","2015","num","SHU10","2.2","Beds","-"
"r_3","2015","num","SHU10","2.3","Est","-"
"r_3","2015","num","SHU10","2.4","Est","-"
"r_3","2015","num","SHU10","2.4","Beds","-"
"r_3","2015","num","SHU10","2.5","Est","-"
"r_3","2015","num","SHU10","3","Est","-"
"r_3","2015","num","SHU10","3","Beds","-"
"r_3","2015","num","SHU18","1","Est","-"
"r_3","2015","num","SHU18","1","Beds","-"
"r_3","2015","num","SHU18","1.1","Est","-"
"r_3","2015","num","SHU18","1.1","Beds","-"
"r_3","2015","num","SHU18","1.2","Est","-"
"r_3","2015","num","SHU18","1.2","Beds","-"
"r_3","2015","num","SHU18","1.3","Est","-"
"r_3","2015","num","SHU18","1.3","Beds","-"
"r_3","2015","num","SHU18","1.4","Est","-"
"r_3","2015","num","SHU18","1.4","Beds","-"
"r_3","2015","num","SHU18","1.5","Est","-"
"r_3","2015","num","SHU18","1.5","Beds","-"
"r_3","2015","num","SHU18","2","Est","-"
"r_3","2015","num","SHU18","2","Beds","-"
"r_3","2015","num","SHU18","2.1","Est","-"
"r_3","2015","num","SHU18","2.1","Beds","-"
"r_3","2015","num","SHU18","2.2","Est","-"
"r_3","2015","num","SHU18","2.2","Beds","-"
"r_3","2015","num","SHU18","2.3","Est","-"
"r_3","2015","num","SHU18","2.4","Est","-"
"r_3","2015","num","SHU18","2.4","Beds","-"
"r_3","2015","num","SHU18","2.5","Est","-"
"r_3","2015","num","SHU18","3","Est","-"
"r_3","2015","num","SHU18","3","Beds","-"
"r_3","2015","num","SHU19","1","Est","-"
"r_3","2015","num","SHU19","1","Beds","-"
"r_3","2015","num","SHU19","1.1","Est","-"
"r_3","2015","num","SHU19","1.1","Beds","-"
"r_3","2015","num","SHU19","1.2","Est","-"
"r_3","2015","num","SHU19","1.2","Beds","-"
"r_3","2015","num","SHU19","1.3","Est","-"
"r_3","2015","num","SHU19","1.3","Beds","-"
"r_3","2015","num","SHU19","1.4","Est","-"
"r_3","2015","num","SHU19","1.4","Beds","-"
"r_3","2015","num","SHU19","1.5","Est","-"
"r_3","2015","num","SHU19","1.5","Beds","-"
"r_3","2015","num","SHU19","2","Est","-"
"r_3","2015","num","SHU19","2","Beds","-"
"r_3","2015","num","SHU19","2.1","Est","-"
"r_3","2015","num","SHU19","2.1","Beds","-"
"r_3","2015","num","SHU19","2.2","Est","-"
"r_3","2015","num","SHU19","2.2","Beds","-"
"r_3","2015","num","SHU19","2.3","Est","-"
"r_3","2015","num","SHU19","2.4","Est","-"
"r_3","2015","num","SHU19","2.4","Beds","-"
"r_3","2015","num","SHU19","2.5","Est","-"
"r_3","2015","num","SHU19","3","Est","-"
"r_3","2015","num","SHU19","3","Beds","-"
"r_3","2015","num","SHU21","1","Est","-"
"r_3","2015","num","SHU21","1","Beds","-"
"r_3","2015","num","SHU21","1.1","Est","-"
"r_3","2015","num","SHU21","1.1","Beds","-"
"r_3","2015","num","SHU21","1.2","Est","-"
"r_3","2015","num","SHU21","1.2","Beds","-"
"r_3","2015","num","SHU21","1.3","Est","-"
"r_3","2015","num","SHU21","1.3","Beds","-"
"r_3","2015","num","SHU21","1.4","Est","-"
"r_3","2015","num","SHU21","1.4","Beds","-"
"r_3","2015","num","SHU21","1.5","Est","-"
"r_3","2015","num","SHU21","1.5","Beds","-"
"r_3","2015","num","SHU21","2","Est","-"
"r_3","2015","num","SHU21","2","Beds","-"
"r_3","2015","num","SHU21","2.1","Est","-"
"r_3","2015","num","SHU21","2.1","Beds","-"
"r_3","2015","num","SHU21","2.2","Est","-"
"r_3","2015","num","SHU21","2.2","Beds","-"
"r_3","2015","num","SHU21","2.3","Est","-"
"r_3","2015","num","SHU21","2.4","Est","-"
"r_3","2015","num","SHU21","2.4","Beds","-"
"r_3","2015","num","SHU21","2.5","Est","-"
"r_3","2015","num","SHU21","3","Est","-"
"r_3","2015","num","SHU21","3","Beds","-"
"r_3","2015","num","SHU22","1","Est","1"
"r_3","2015","num","SHU22","1","Beds","61"
"r_3","2015","num","SHU22","1.1","Est","1"
"r_3","2015","num","SHU22","1.1","Beds","61"
"r_3","2015","num","SHU22","1.2","Est","-"
"r_3","2015","num","SHU22","1.2","Beds","-"
"r_3","2015","num","SHU22","1.3","Est","-"
"r_3","2015","num","SHU22","1.3","Beds","-"
"r_3","2015","num","SHU22","1.4","Est","-"
"r_3","2015","num","SHU22","1.4","Beds","-"
"r_3","2015","num","SHU22","1.5","Est","-"
"r_3","2015","num","SHU22","1.5","Beds","-"
"r_3","2015","num","SHU22","2","Est","5"
"r_3","2015","num","SHU22","2","Beds","2"
"r_3","2015","num","SHU22","2.1","Est","-"
"r_3","2015","num","SHU22","2.1","Beds","-"
"r_3","2015","num","SHU22","2.2","Est","1"
"r_3","2015","num","SHU22","2.2","Beds","2"
"r_3","2015","num","SHU22","2.3","Est","-"
"r_3","2015","num","SHU22","2.4","Est","-"
"r_3","2015","num","SHU22","2.4","Beds","-"
"r_3","2015","num","SHU22","2.5","Est","4"
"r_3","2015","num","SHU22","3","Est","-"
"r_3","2015","num","SHU22","3","Beds","-"
"r_3","2015","num","SHU25","1","Est","-"
"r_3","2015","num","SHU25","1","Beds","-"
"r_3","2015","num","SHU25","1.1","Est","-"
"r_3","2015","num","SHU25","1.1","Beds","-"
"r_3","2015","num","SHU25","1.2","Est","-"
"r_3","2015","num","SHU25","1.2","Beds","-"
"r_3","2015","num","SHU25","1.3","Est","-"
"r_3","2015","num","SHU25","1.3","Beds","-"
"r_3","2015","num","SHU25","1.4","Est","-"
"r_3","2015","num","SHU25","1.4","Beds","-"
"r_3","2015","num","SHU25","1.5","Est","-"
"r_3","2015","num","SHU25","1.5","Beds","-"
"r_3","2015","num","SHU25","2","Est","-"
"r_3","2015","num","SHU25","2","Beds","-"
"r_3","2015","num","SHU25","2.1","Est","-"
"r_3","2015","num","SHU25","2.1","Beds","-"
"r_3","2015","num","SHU25","2.2","Est","-"
"r_3","2015","num","SHU25","2.2","Beds","-"
"r_3","2015","num","SHU25","2.3","Est","-"
"r_3","2015","num","SHU25","2.4","Est","-"
"r_3","2015","num","SHU25","2.4","Beds","-"
"r_3","2015","num","SHU25","2.5","Est","-"
"r_3","2015","num","SHU25","3","Est","-"
"r_3","2015","num","SHU25","3","Beds","-"
"r_3","2015","num","SHU11","1","Est","-"
"r_3","2015","num","SHU11","1","Beds","-"
"r_3","2015","num","SHU11","1.1","Est","-"
"r_3","2015","num","SHU11","1.1","Beds","-"
"r_3","2015","num","SHU11","1.2","Est","-"
"r_3","2015","num","SHU11","1.2","Beds","-"
"r_3","2015","num","SHU11","1.3","Est","-"
"r_3","2015","num","SHU11","1.3","Beds","-"
"r_3","2015","num","SHU11","1.4","Est","-"
"r_3","2015","num","SHU11","1.4","Beds","-"
"r_3","2015","num","SHU11","1.5","Est","-"
"r_3","2015","num","SHU11","1.5","Beds","-"
"r_3","2015","num","SHU11","2","Est","1"
"r_3","2015","num","SHU11","2","Beds","-"
"r_3","2015","num","SHU11","2.1","Est","-"
"r_3","2015","num","SHU11","2.1","Beds","-"
"r_3","2015","num","SHU11","2.2","Est","-"
"r_3","2015","num","SHU11","2.2","Beds","-"
"r_3","2015","num","SHU11","2.3","Est","-"
"r_3","2015","num","SHU11","2.4","Est","-"
"r_3","2015","num","SHU11","2.4","Beds","-"
"r_3","2015","num","SHU11","2.5","Est","1"
"r_3","2015","num","SHU11","3","Est","-"
"r_3","2015","num","SHU11","3","Beds","-"
"r_3","2015","num","SHU30","1","Est","4"
"r_3","2015","num","SHU30","1","Beds","765"
"r_3","2015","num","SHU30","1.1","Est","1"
"r_3","2015","num","SHU30","1.1","Beds","362"
"r_3","2015","num","SHU30","1.2","Est","2"
"r_3","2015","num","SHU30","1.2","Beds","216"
"r_3","2015","num","SHU30","1.3","Est","-"
"r_3","2015","num","SHU30","1.3","Beds","-"
"r_3","2015","num","SHU30","1.4","Est","1"
"r_3","2015","num","SHU30","1.4","Beds","187"
"r_3","2015","num","SHU30","1.5","Est","-"
"r_3","2015","num","SHU30","1.5","Beds","-"
"r_3","2015","num","SHU30","2","Est","33"
"r_3","2015","num","SHU30","2","Beds","34"
"r_3","2015","num","SHU30","2.1","Est","1"
"r_3","2015","num","SHU30","2.1","Beds","-"
"r_3","2015","num","SHU30","2.2","Est","12"
"r_3","2015","num","SHU30","2.2","Beds","34"
"r_3","2015","num","SHU30","2.3","Est","1"
"r_3","2015","num","SHU30","2.4","Est","1"
"r_3","2015","num","SHU30","2.4","Beds","-"
"r_3","2015","num","SHU30","2.5","Est","18"
"r_3","2015","num","SHU30","3","Est","2"
"r_3","2015","num","SHU30","3","Beds","-"
"r_3","2015","num","BG34","1","Est","47"
"r_3","2015","num","BG34","1","Beds","6485"
"r_3","2015","num","BG34","1.1","Est","24"
"r_3","2015","num","BG34","1.1","Beds","3823"
"r_3","2015","num","BG34","1.2","Est","16"
"r_3","2015","num","BG34","1.2","Beds","2014"
"r_3","2015","num","BG34","1.3","Est","3"
"r_3","2015","num","BG34","1.3","Beds","30"
"r_3","2015","num","BG34","1.4","Est","2"
"r_3","2015","num","BG34","1.4","Beds","303"
"r_3","2015","num","BG34","1.5","Est","2"
"r_3","2015","num","BG34","1.5","Beds","315"
"r_3","2015","num","BG34","2","Est","267"
"r_3","2015","num","BG34","2","Beds","193"
"r_3","2015","num","BG34","2.1","Est","13"
"r_3","2015","num","BG34","2.1","Beds","45"
"r_3","2015","num","BG34","2.2","Est","97"
"r_3","2015","num","BG34","2.2","Beds","135"
"r_3","2015","num","BG34","2.3","Est","4"
"r_3","2015","num","BG34","2.4","Est","2"
"r_3","2015","num","BG34","2.4","Beds","11"
"r_3","2015","num","BG34","2.5","Est","151"
"r_3","2015","num","BG34","3","Est","20"
"r_3","2015","num","BG34","3","Beds","619"
"r_3","2015","num","BGS","1","Est","20"
"r_3","2015","num","BGS","1","Beds","2598"
"r_3","2015","num","BGS","1.1","Est","9"
"r_3","2015","num","BGS","1.1","Beds","1186"
"r_3","2015","num","BGS","1.2","Est","8"
"r_3","2015","num","BGS","1.2","Beds","1004"
"r_3","2015","num","BGS","1.3","Est","1"
"r_3","2015","num","BGS","1.3","Beds","10"
"r_3","2015","num","BGS","1.4","Est","1"
"r_3","2015","num","BGS","1.4","Beds","148"
"r_3","2015","num","BGS","1.5","Est","1"
"r_3","2015","num","BGS","1.5","Beds","250"
"r_3","2015","num","BGS","2","Est","86"
"r_3","2015","num","BGS","2","Beds","125"
"r_3","2015","num","BGS","2.1","Est","5"
"r_3","2015","num","BGS","2.1","Beds","30"
"r_3","2015","num","BGS","2.2","Est","39"
"r_3","2015","num","BGS","2.2","Beds","83"
"r_3","2015","num","BGS","2.3","Est","1"
"r_3","2015","num","BGS","2.4","Est","1"
"r_3","2015","num","BGS","2.4","Beds","10"
"r_3","2015","num","BGS","2.5","Est","40"
"r_3","2015","num","BGS","3","Est","6"
"r_3","2015","num","BGS","3","Beds","188"
"r_3","2015","num","BGS01","1","Est","1"
"r_3","2015","num","BGS01","1","Beds","65"
"r_3","2015","num","BGS01","1.1","Est","1"
"r_3","2015","num","BGS01","1.1","Beds","65"
"r_3","2015","num","BGS01","1.2","Est","-"
"r_3","2015","num","BGS01","1.2","Beds","-"
"r_3","2015","num","BGS01","1.3","Est","-"
"r_3","2015","num","BGS01","1.3","Beds","-"
"r_3","2015","num","BGS01","1.4","Est","-"
"r_3","2015","num","BGS01","1.4","Beds","-"
"r_3","2015","num","BGS01","1.5","Est","-"
"r_3","2015","num","BGS01","1.5","Beds","-"
"r_3","2015","num","BGS01","2","Est","6"
"r_3","2015","num","BGS01","2","Beds","-"
"r_3","2015","num","BGS01","2.1","Est","-"
"r_3","2015","num","BGS01","2.1","Beds","-"
"r_3","2015","num","BGS01","2.2","Est","1"
"r_3","2015","num","BGS01","2.2","Beds","-"
"r_3","2015","num","BGS01","2.3","Est","-"
"r_3","2015","num","BGS01","2.4","Est","-"
"r_3","2015","num","BGS01","2.4","Beds","-"
"r_3","2015","num","BGS01","2.5","Est","5"
"r_3","2015","num","BGS01","3","Est","-"
"r_3","2015","num","BGS01","3","Beds","-"
"r_3","2015","num","BGS04","1","Est","12"
"r_3","2015","num","BGS04","1","Beds","1618"
"r_3","2015","num","BGS04","1.1","Est","5"
"r_3","2015","num","BGS04","1.1","Beds","974"
"r_3","2015","num","BGS04","1.2","Est","4"
"r_3","2015","num","BGS04","1.2","Beds","236"
"r_3","2015","num","BGS04","1.3","Est","1"
"r_3","2015","num","BGS04","1.3","Beds","10"
"r_3","2015","num","BGS04","1.4","Est","1"
"r_3","2015","num","BGS04","1.4","Beds","148"
"r_3","2015","num","BGS04","1.5","Est","1"
"r_3","2015","num","BGS04","1.5","Beds","250"
"r_3","2015","num","BGS04","2","Est","54"
"r_3","2015","num","BGS04","2","Beds","61"
"r_3","2015","num","BGS04","2.1","Est","5"
"r_3","2015","num","BGS04","2.1","Beds","30"
"r_3","2015","num","BGS04","2.2","Est","16"
"r_3","2015","num","BGS04","2.2","Beds","29"
"r_3","2015","num","BGS04","2.3","Est","1"
"r_3","2015","num","BGS04","2.4","Est","-"
"r_3","2015","num","BGS04","2.4","Beds","-"
"r_3","2015","num","BGS04","2.5","Est","32"
"r_3","2015","num","BGS04","3","Est","3"
"r_3","2015","num","BGS04","3","Beds","154"
"r_3","2015","num","BGS08","1","Est","-"
"r_3","2015","num","BGS08","1","Beds","-"
"r_3","2015","num","BGS08","1.1","Est","-"
"r_3","2015","num","BGS08","1.1","Beds","-"
"r_3","2015","num","BGS08","1.2","Est","-"
"r_3","2015","num","BGS08","1.2","Beds","-"
"r_3","2015","num","BGS08","1.3","Est","-"
"r_3","2015","num","BGS08","1.3","Beds","-"
"r_3","2015","num","BGS08","1.4","Est","-"
"r_3","2015","num","BGS08","1.4","Beds","-"
"r_3","2015","num","BGS08","1.5","Est","-"
"r_3","2015","num","BGS08","1.5","Beds","-"
"r_3","2015","num","BGS08","2","Est","-"
"r_3","2015","num","BGS08","2","Beds","-"
"r_3","2015","num","BGS08","2.1","Est","-"
"r_3","2015","num","BGS08","2.1","Beds","-"
"r_3","2015","num","BGS08","2.2","Est","-"
"r_3","2015","num","BGS08","2.2","Beds","-"
"r_3","2015","num","BGS08","2.3","Est","-"
"r_3","2015","num","BGS08","2.4","Est","-"
"r_3","2015","num","BGS08","2.4","Beds","-"
"r_3","2015","num","BGS08","2.5","Est","-"
"r_3","2015","num","BGS08","3","Est","-"
"r_3","2015","num","BGS08","3","Beds","-"
"r_3","2015","num","BGS09","1","Est","1"
"r_3","2015","num","BGS09","1","Beds","60"
"r_3","2015","num","BGS09","1.1","Est","1"
"r_3","2015","num","BGS09","1.1","Beds","60"
"r_3","2015","num","BGS09","1.2","Est","-"
"r_3","2015","num","BGS09","1.2","Beds","-"
"r_3","2015","num","BGS09","1.3","Est","-"
"r_3","2015","num","BGS09","1.3","Beds","-"
"r_3","2015","num","BGS09","1.4","Est","-"
"r_3","2015","num","BGS09","1.4","Beds","-"
"r_3","2015","num","BGS09","1.5","Est","-"
"r_3","2015","num","BGS09","1.5","Beds","-"
"r_3","2015","num","BGS09","2","Est","1"
"r_3","2015","num","BGS09","2","Beds","-"
"r_3","2015","num","BGS09","2.1","Est","-"
"r_3","2015","num","BGS09","2.1","Beds","-"
"r_3","2015","num","BGS09","2.2","Est","1"
"r_3","2015","num","BGS09","2.2","Beds","-"
"r_3","2015","num","BGS09","2.3","Est","-"
"r_3","2015","num","BGS09","2.4","Est","-"
"r_3","2015","num","BGS09","2.4","Beds","-"
"r_3","2015","num","BGS09","2.5","Est","-"
"r_3","2015","num","BGS09","3","Est","-"
"r_3","2015","num","BGS09","3","Beds","-"
"r_3","2015","num","BGS12","1","Est","-"
"r_3","2015","num","BGS12","1","Beds","-"
"r_3","2015","num","BGS12","1.1","Est","-"
"r_3","2015","num","BGS12","1.1","Beds","-"
"r_3","2015","num","BGS12","1.2","Est","-"
"r_3","2015","num","BGS12","1.2","Beds","-"
"r_3","2015","num","BGS12","1.3","Est","-"
"r_3","2015","num","BGS12","1.3","Beds","-"
"r_3","2015","num","BGS12","1.4","Est","-"
"r_3","2015","num","BGS12","1.4","Beds","-"
"r_3","2015","num","BGS12","1.5","Est","-"
"r_3","2015","num","BGS12","1.5","Beds","-"
"r_3","2015","num","BGS12","2","Est","1"
"r_3","2015","num","BGS12","2","Beds","10"
"r_3","2015","num","BGS12","2.1","Est","-"
"r_3","2015","num","BGS12","2.1","Beds","-"
"r_3","2015","num","BGS12","2.2","Est","1"
"r_3","2015","num","BGS12","2.2","Beds","10"
"r_3","2015","num","BGS12","2.3","Est","-"
"r_3","2015","num","BGS12","2.4","Est","-"
"r_3","2015","num","BGS12","2.4","Beds","-"
"r_3","2015","num","BGS12","2.5","Est","-"
"r_3","2015","num","BGS12","3","Est","1"
"r_3","2015","num","BGS12","3","Beds","20"
"r_3","2015","num","BGS15","1","Est","3"
"r_3","2015","num","BGS15","1","Beds","588"
