RevisionColumn,NACE2008A21,Units,periods,GenderID,ValueColumn
"r_3","E","1000cp","2014Q1","2","10"
"r_3","E","1000cp","2014Q2","0","32.6"
"r_3","E","1000cp","2014Q2","1","24.5"
"r_3","E","1000cp","2014Q2","2","8.1"
"r_3","E","1000cp","2014Q3","0","35.1"
"r_3","E","1000cp","2014Q3","1","24.1"
"r_3","E","1000cp","2014Q3","2","11"
"r_3","E","1000cp","2014Q4","0","32.4"
"r_3","E","1000cp","2014Q4","1","23.4"
"r_3","E","1000cp","2014Q4","2","9.1"
"r_3","E","1000cp","2015Q1","0","27.6"
"r_3","E","1000cp","2015Q1","1","21.3"
"r_3","E","1000cp","2015Q1","2","6.3"
"r_3","E","1000cp","2015Q2","0","29.5"
"r_3","E","1000cp","2015Q2","1","23.8"
"r_3","E","1000cp","2015Q2","2","(5.7)"
"r_3","E","1000cp","2015Q3","0","31.5"
"r_3","E","1000cp","2015Q3","1","23.1"
"r_3","E","1000cp","2015Q3","2","8.4"
"r_3","E","1000cp","2015Q4","0","29.8"
"r_3","E","1000cp","2015Q4","1","20.1"
"r_3","E","1000cp","2015Q4","2","9.7"
"r_3","F","1000cp","2008Q1","0","312.5"
"r_3","F","1000cp","2008Q1","1","280.7"
"r_3","F","1000cp","2008Q1","2","31.8"
"r_3","F","1000cp","2008Q2","0","339.8"
"r_3","F","1000cp","2008Q2","1","303.9"
"r_3","F","1000cp","2008Q2","2","36"
"r_3","F","1000cp","2008Q3","0","358"
"r_3","F","1000cp","2008Q3","1","324.2"
"r_3","F","1000cp","2008Q3","2","33.8"
"r_3","F","1000cp","2008Q4","0","351"
"r_3","F","1000cp","2008Q4","1","322.4"
"r_3","F","1000cp","2008Q4","2","28.7"
"r_3","F","1000cp","2009Q1","0","336.4"
"r_3","F","1000cp","2009Q1","1","306.2"
"r_3","F","1000cp","2009Q1","2","30.2"
"r_3","F","1000cp","2009Q2","0","329.7"
"r_3","F","1000cp","2009Q2","1","298.5"
"r_3","F","1000cp","2009Q2","2","31.2"
"r_3","F","1000cp","2009Q3","0","319.4"
"r_3","F","1000cp","2009Q3","1","290.7"
"r_3","F","1000cp","2009Q3","2","28.7"
"r_3","F","1000cp","2009Q4","0","304.3"
"r_3","F","1000cp","2009Q4","1","280.2"
"r_3","F","1000cp","2009Q4","2","24.1"
"r_3","F","1000cp","2010Q1","0","269.8"
"r_3","F","1000cp","2010Q1","1","249.7"
"r_3","F","1000cp","2010Q1","2","20.1"
"r_3","F","1000cp","2010Q2","0","274"
"r_3","F","1000cp","2010Q2","1","251.6"
"r_3","F","1000cp","2010Q2","2","22.3"
"r_3","F","1000cp","2010Q3","0","286.5"
"r_3","F","1000cp","2010Q3","1","263.6"
"r_3","F","1000cp","2010Q3","2","22.9"
"r_3","F","1000cp","2010Q4","0","265.5"
"r_3","F","1000cp","2010Q4","1","241.4"
"r_3","F","1000cp","2010Q4","2","24.1"
"r_3","F","1000cp","2011Q1","0","224.4"
"r_3","F","1000cp","2011Q1","1","205.8"
"r_3","F","1000cp","2011Q1","2","18.5"
"r_3","F","1000cp","2011Q2","0","218"
"r_3","F","1000cp","2011Q2","1","199.4"
"r_3","F","1000cp","2011Q2","2","18.5"
"r_3","F","1000cp","2011Q3","0","242.4"
"r_3","F","1000cp","2011Q3","1","221.8"
"r_3","F","1000cp","2011Q3","2","20.6"
"r_3","F","1000cp","2011Q4","0","230"
"r_3","F","1000cp","2011Q4","1","208.7"
"r_3","F","1000cp","2011Q4","2","21.4"
"r_3","F","1000cp","2012Q1","0","197.9"
"r_3","F","1000cp","2012Q1","1","178.6"
"r_3","F","1000cp","2012Q1","2","19.3"
"r_3","F","1000cp","2012Q2","0","201.6"
"r_3","F","1000cp","2012Q2","1","181.2"
"r_3","F","1000cp","2012Q2","2","20.4"
"r_3","F","1000cp","2012Q3","0","207.7"
"r_3","F","1000cp","2012Q3","1","188.2"
"r_3","F","1000cp","2012Q3","2","19.5"
"r_3","F","1000cp","2012Q4","0","216.9"
"r_3","F","1000cp","2012Q4","1","195.3"
"r_3","F","1000cp","2012Q4","2","21.6"
"r_3","F","1000cp","2013Q1","0","202.4"
"r_3","F","1000cp","2013Q1","1","180.7"
"r_3","F","1000cp","2013Q1","2","21.7"
"r_3","F","1000cp","2013Q2","0","205.6"
"r_3","F","1000cp","2013Q2","1","183.3"
"r_3","F","1000cp","2013Q2","2","22.3"
"r_3","F","1000cp","2013Q3","0","212.6"
"r_3","F","1000cp","2013Q3","1","187.9"
"r_3","F","1000cp","2013Q3","2","24.7"
"r_3","F","1000cp","2013Q4","0","207.1"
"r_3","F","1000cp","2013Q4","1","184"
"r_3","F","1000cp","2013Q4","2","23"
"r_3","F","1000cp","2014Q1","0","200.3"
"r_3","F","1000cp","2014Q1","1","181.5"
"r_3","F","1000cp","2014Q1","2","18.8"
"r_3","F","1000cp","2014Q2","0","215.4"
"r_3","F","1000cp","2014Q2","1","193.7"
"r_3","F","1000cp","2014Q2","2","21.7"
"r_3","F","1000cp","2014Q3","0","228.4"
"r_3","F","1000cp","2014Q3","1","206.5"
"r_3","F","1000cp","2014Q3","2","21.9"
"r_3","F","1000cp","2014Q4","0","217.8"
"r_3","F","1000cp","2014Q4","1","195.4"
"r_3","F","1000cp","2014Q4","2","22.4"
"r_3","F","1000cp","2015Q1","0","199.7"
"r_3","F","1000cp","2015Q1","1","183.6"
"r_3","F","1000cp","2015Q1","2","16"
"r_3","F","1000cp","2015Q2","0","210.5"
"r_3","F","1000cp","2015Q2","1","195.6"
"r_3","F","1000cp","2015Q2","2","15"
"r_3","F","1000cp","2015Q3","0","224"
"r_3","F","1000cp","2015Q3","1","206.7"
"r_3","F","1000cp","2015Q3","2","17.3"
"r_3","F","1000cp","2015Q4","0","221.8"
"r_3","F","1000cp","2015Q4","1","203.6"
"r_3","F","1000cp","2015Q4","2","18.2"
"r_3","G","1000cp","2008Q1","0","516.5"
"r_3","G","1000cp","2008Q1","1","236.3"
"r_3","G","1000cp","2008Q1","2","280.2"
"r_3","G","1000cp","2008Q2","0","521.1"
"r_3","G","1000cp","2008Q2","1","238.8"
"r_3","G","1000cp","2008Q2","2","282.3"
"r_3","G","1000cp","2008Q3","0","538.8"
"r_3","G","1000cp","2008Q3","1","253.2"
"r_3","G","1000cp","2008Q3","2","285.6"
"r_3","G","1000cp","2008Q4","0","543.5"
"r_3","G","1000cp","2008Q4","1","259.2"
"r_3","G","1000cp","2008Q4","2","284.3"
"r_3","G","1000cp","2009Q1","0","513.5"
"r_3","G","1000cp","2009Q1","1","239.2"
"r_3","G","1000cp","2009Q1","2","274.2"
"r_3","G","1000cp","2009Q2","0","522.4"
"r_3","G","1000cp","2009Q2","1","240.3"
"r_3","G","1000cp","2009Q2","2","282.1"
"r_3","G","1000cp","2009Q3","0","536.7"
"r_3","G","1000cp","2009Q3","1","240.3"
"r_3","G","1000cp","2009Q3","2","296.4"
"r_3","G","1000cp","2009Q4","0","539.2"
"r_3","G","1000cp","2009Q4","1","246.3"
"r_3","G","1000cp","2009Q4","2","292.9"
"r_3","G","1000cp","2010Q1","0","519"
"r_3","G","1000cp","2010Q1","1","242.9"
"r_3","G","1000cp","2010Q1","2","276.1"
"r_3","G","1000cp","2010Q2","0","520.8"
"r_3","G","1000cp","2010Q2","1","239.1"
"r_3","G","1000cp","2010Q2","2","281.7"
"r_3","G","1000cp","2010Q3","0","554.8"
"r_3","G","1000cp","2010Q3","1","253.4"
"r_3","G","1000cp","2010Q3","2","301.5"
"r_3","G","1000cp","2010Q4","0","554.3"
"r_3","G","1000cp","2010Q4","1","246"
"r_3","G","1000cp","2010Q4","2","308.3"
"r_3","G","1000cp","2011Q1","0","532"
"r_3","G","1000cp","2011Q1","1","240.8"
"r_3","G","1000cp","2011Q1","2","291.1"
"r_3","G","1000cp","2011Q2","0","529.7"
"r_3","G","1000cp","2011Q2","1","247.5"
"r_3","G","1000cp","2011Q2","2","282.2"
"r_3","G","1000cp","2011Q3","0","562.9"
"r_3","G","1000cp","2011Q3","1","259.6"
"r_3","G","1000cp","2011Q3","2","303.3"
"r_3","G","1000cp","2011Q4","0","553"
"r_3","G","1000cp","2011Q4","1","248.8"
"r_3","G","1000cp","2011Q4","2","304.2"
"r_3","G","1000cp","2012Q1","0","514.7"
"r_3","G","1000cp","2012Q1","1","238.5"
"r_3","G","1000cp","2012Q1","2","276.2"
"r_3","G","1000cp","2012Q2","0","532"
"r_3","G","1000cp","2012Q2","1","250.4"
"r_3","G","1000cp","2012Q2","2","281.5"
"r_3","G","1000cp","2012Q3","0","539.9"
"r_3","G","1000cp","2012Q3","1","244.5"
"r_3","G","1000cp","2012Q3","2","295.4"
"r_3","G","1000cp","2012Q4","0","521"
"r_3","G","1000cp","2012Q4","1","239.4"
"r_3","G","1000cp","2012Q4","2","281.6"
"r_3","G","1000cp","2013Q1","0","510.5"
"r_3","G","1000cp","2013Q1","1","240.1"
"r_3","G","1000cp","2013Q1","2","270.4"
"r_3","G","1000cp","2013Q2","0","530.6"
"r_3","G","1000cp","2013Q2","1","247.6"
"r_3","G","1000cp","2013Q2","2","283"
"r_3","G","1000cp","2013Q3","0","539.4"
"r_3","G","1000cp","2013Q3","1","252.6"
"r_3","G","1000cp","2013Q3","2","286.8"
"r_3","G","1000cp","2013Q4","0","521.3"
"r_3","G","1000cp","2013Q4","1","242.4"
"r_3","G","1000cp","2013Q4","2","278.9"
"r_3","G","1000cp","2014Q1","0","526.4"
"r_3","G","1000cp","2014Q1","1","245.8"
"r_3","G","1000cp","2014Q1","2","280.6"
"r_3","G","1000cp","2014Q2","0","514.6"
"r_3","G","1000cp","2014Q2","1","235.7"
"r_3","G","1000cp","2014Q2","2","279"
"r_3","G","1000cp","2014Q3","0","514.1"
"r_3","G","1000cp","2014Q3","1","235.2"
"r_3","G","1000cp","2014Q3","2","278.9"
"r_3","G","1000cp","2014Q4","0","518.8"
"r_3","G","1000cp","2014Q4","1","232.5"
"r_3","G","1000cp","2014Q4","2","286.3"
"r_3","G","1000cp","2015Q1","0","525.1"
"r_3","G","1000cp","2015Q1","1","237.9"
"r_3","G","1000cp","2015Q1","2","287.2"
"r_3","G","1000cp","2015Q2","0","513.4"
"r_3","G","1000cp","2015Q2","1","236.5"
"r_3","G","1000cp","2015Q2","2","276.8"
"r_3","G","1000cp","2015Q3","0","516.9"
"r_3","G","1000cp","2015Q3","1","242.5"
"r_3","G","1000cp","2015Q3","2","274.4"
"r_3","G","1000cp","2015Q4","0","524.7"
"r_3","G","1000cp","2015Q4","1","244.3"
"r_3","G","1000cp","2015Q4","2","280.4"
"r_3","H","1000cp","2008Q1","0","185.2"
"r_3","H","1000cp","2008Q1","1","144.1"
"r_3","H","1000cp","2008Q1","2","41.1"
"r_3","H","1000cp","2008Q2","0","188.8"
"r_3","H","1000cp","2008Q2","1","140.4"
"r_3","H","1000cp","2008Q2","2","48.4"
"r_3","H","1000cp","2008Q3","0","188.3"
"r_3","H","1000cp","2008Q3","1","145.1"
"r_3","H","1000cp","2008Q3","2","43.2"
"r_3","H","1000cp","2008Q4","0","195.8"
"r_3","H","1000cp","2008Q4","1","149.2"
"r_3","H","1000cp","2008Q4","2","46.6"
"r_3","H","1000cp","2009Q1","0","189.9"
"r_3","H","1000cp","2009Q1","1","145"
"r_3","H","1000cp","2009Q1","2","45"
"r_3","H","1000cp","2009Q2","0","187"
"r_3","H","1000cp","2009Q2","1","143.7"
"r_3","H","1000cp","2009Q2","2","43.4"
"r_3","H","1000cp","2009Q3","0","187.8"
"r_3","H","1000cp","2009Q3","1","147.4"
"r_3","H","1000cp","2009Q3","2","40.4"
"r_3","H","1000cp","2009Q4","0","185.6"
"r_3","H","1000cp","2009Q4","1","140.9"
"r_3","H","1000cp","2009Q4","2","44.7"
"r_3","H","1000cp","2010Q1","0","180.7"
"r_3","H","1000cp","2010Q1","1","133.5"
"r_3","H","1000cp","2010Q1","2","47.1"
"r_3","H","1000cp","2010Q2","0","175.5"
"r_3","H","1000cp","2010Q2","1","136.6"
"r_3","H","1000cp","2010Q2","2","38.9"
"r_3","H","1000cp","2010Q3","0","181.1"
"r_3","H","1000cp","2010Q3","1","143.3"
"r_3","H","1000cp","2010Q3","2","37.7"
"r_3","H","1000cp","2010Q4","0","171.7"
"r_3","H","1000cp","2010Q4","1","133.4"
"r_3","H","1000cp","2010Q4","2","38.3"
"r_3","H","1000cp","2011Q1","0","174.3"
"r_3","H","1000cp","2011Q1","1","133.6"
"r_3","H","1000cp","2011Q1","2","40.7"
"r_3","H","1000cp","2011Q2","0","174.8"
"r_3","H","1000cp","2011Q2","1","136.9"
"r_3","H","1000cp","2011Q2","2","37.9"
"r_3","H","1000cp","2011Q3","0","171.7"
"r_3","H","1000cp","2011Q3","1","132.4"
"r_3","H","1000cp","2011Q3","2","39.3"
"r_3","H","1000cp","2011Q4","0","174.1"
"r_3","H","1000cp","2011Q4","1","136.6"
"r_3","H","1000cp","2011Q4","2","37.5"
"r_3","H","1000cp","2012Q1","0","180.5"
"r_3","H","1000cp","2012Q1","1","144.7"
"r_3","H","1000cp","2012Q1","2","35.8"
"r_3","H","1000cp","2012Q2","0","178.7"
"r_3","H","1000cp","2012Q2","1","142.8"
"r_3","H","1000cp","2012Q2","2","36"
"r_3","H","1000cp","2012Q3","0","175.9"
"r_3","H","1000cp","2012Q3","1","136.9"
"r_3","H","1000cp","2012Q3","2","39"
"r_3","H","1000cp","2012Q4","0","170"
"r_3","H","1000cp","2012Q4","1","135.1"
"r_3","H","1000cp","2012Q4","2","34.9"
"r_3","H","1000cp","2013Q1","0","178"
"r_3","H","1000cp","2013Q1","1","138.6"
"r_3","H","1000cp","2013Q1","2","39.5"
"r_3","H","1000cp","2013Q2","0","189.9"
"r_3","H","1000cp","2013Q2","1","147"
"r_3","H","1000cp","2013Q2","2","42.9"
"r_3","H","1000cp","2013Q3","0","179"
"r_3","H","1000cp","2013Q3","1","143.4"
"r_3","H","1000cp","2013Q3","2","35.6"
"r_3","H","1000cp","2013Q4","0","176.3"
"r_3","H","1000cp","2013Q4","1","141.6"
"r_3","H","1000cp","2013Q4","2","34.7"
"r_3","H","1000cp","2014Q1","0","176.1"
"r_3","H","1000cp","2014Q1","1","136.7"
"r_3","H","1000cp","2014Q1","2","39.5"
"r_3","H","1000cp","2014Q2","0","174.5"
"r_3","H","1000cp","2014Q2","1","135.5"
"r_3","H","1000cp","2014Q2","2","39"
"r_3","H","1000cp","2014Q3","0","177.6"
"r_3","H","1000cp","2014Q3","1","143"
"r_3","H","1000cp","2014Q3","2","34.6"
"r_3","H","1000cp","2014Q4","0","182.1"
"r_3","H","1000cp","2014Q4","1","146.7"
"r_3","H","1000cp","2014Q4","2","35.4"
"r_3","H","1000cp","2015Q1","0","183.7"
"r_3","H","1000cp","2015Q1","1","146"
"r_3","H","1000cp","2015Q1","2","37.7"
"r_3","H","1000cp","2015Q2","0","171.9"
"r_3","H","1000cp","2015Q2","1","135.1"
"r_3","H","1000cp","2015Q2","2","36.8"
"r_3","H","1000cp","2015Q3","0","184.3"
"r_3","H","1000cp","2015Q3","1","145.8"
"r_3","H","1000cp","2015Q3","2","38.5"
"r_3","H","1000cp","2015Q4","0","198.6"
"r_3","H","1000cp","2015Q4","1","158.6"
"r_3","H","1000cp","2015Q4","2","40"
"r_3","I","1000cp","2008Q1","0","147.8"
"r_3","I","1000cp","2008Q1","1","50.7"
"r_3","I","1000cp","2008Q1","2","97.1"
"r_3","I","1000cp","2008Q2","0","167.8"
"r_3","I","1000cp","2008Q2","1","61.6"
"r_3","I","1000cp","2008Q2","2","106.2"
"r_3","I","1000cp","2008Q3","0","190.4"
"r_3","I","1000cp","2008Q3","1","70.2"
"r_3","I","1000cp","2008Q3","2","120.2"
"r_3","I","1000cp","2008Q4","0","169"
"r_3","I","1000cp","2008Q4","1","59.4"
"r_3","I","1000cp","2008Q4","2","109.6"
"r_3","I","1000cp","2009Q1","0","153.4"
"r_3","I","1000cp","2009Q1","1","53.2"
"r_3","I","1000cp","2009Q1","2","100.2"
"r_3","I","1000cp","2009Q2","0","166.8"
"r_3","I","1000cp","2009Q2","1","58.4"
"r_3","I","1000cp","2009Q2","2","108.4"
"r_3","I","1000cp","2009Q3","0","191.4"
"r_3","I","1000cp","2009Q3","1","67.3"
"r_3","I","1000cp","2009Q3","2","124.1"
"r_3","I","1000cp","2009Q4","0","163.4"
"r_3","I","1000cp","2009Q4","1","59.8"
"r_3","I","1000cp","2009Q4","2","103.6"
"r_3","I","1000cp","2010Q1","0","146.5"
"r_3","I","1000cp","2010Q1","1","55.4"
"r_3","I","1000cp","2010Q1","2","91.1"
"r_3","I","1000cp","2010Q2","0","171.4"
"r_3","I","1000cp","2010Q2","1","65.4"
"r_3","I","1000cp","2010Q2","2","105.9"
"r_3","I","1000cp","2010Q3","0","184.2"
"r_3","I","1000cp","2010Q3","1","70.9"
"r_3","I","1000cp","2010Q3","2","113.3"
"r_3","I","1000cp","2010Q4","0","156.9"
"r_3","I","1000cp","2010Q4","1","63.5"
"r_3","I","1000cp","2010Q4","2","93.4"
"r_3","I","1000cp","2011Q1","0","154.9"
"r_3","I","1000cp","2011Q1","1","64.2"
"r_3","I","1000cp","2011Q1","2","90.7"
"r_3","I","1000cp","2011Q2","0","164.8"
"r_3","I","1000cp","2011Q2","1","70"
"r_3","I","1000cp","2011Q2","2","94.8"
"r_3","I","1000cp","2011Q3","0","167.9"
"r_3","I","1000cp","2011Q3","1","60.7"
"r_3","I","1000cp","2011Q3","2","107.1"
"r_3","I","1000cp","2011Q4","0","149.3"
"r_3","I","1000cp","2011Q4","1","51.4"
"r_3","I","1000cp","2011Q4","2","97.9"
"r_3","I","1000cp","2012Q1","0","145.9"
"r_3","I","1000cp","2012Q1","1","52.8"
"r_3","I","1000cp","2012Q1","2","93.1"
"r_3","I","1000cp","2012Q2","0","156.8"
"r_3","I","1000cp","2012Q2","1","57.9"
"r_3","I","1000cp","2012Q2","2","98.9"
"r_3","I","1000cp","2012Q3","0","166.6"
"r_3","I","1000cp","2012Q3","1","61"
"r_3","I","1000cp","2012Q3","2","105.6"
"r_3","I","1000cp","2012Q4","0","141.3"
"r_3","I","1000cp","2012Q4","1","55.4"
"r_3","I","1000cp","2012Q4","2","85.9"
"r_3","I","1000cp","2013Q1","0","127"
"r_3","I","1000cp","2013Q1","1","48.5"
"r_3","I","1000cp","2013Q1","2","78.5"
"r_3","I","1000cp","2013Q2","0","151.9"
"r_3","I","1000cp","2013Q2","1","52"
"r_3","I","1000cp","2013Q2","2","99.9"
"r_3","I","1000cp","2013Q3","0","165.1"
"r_3","I","1000cp","2013Q3","1","58.5"
"r_3","I","1000cp","2013Q3","2","106.6"
"r_3","I","1000cp","2013Q4","0","140.4"
"r_3","I","1000cp","2013Q4","1","57.3"
"r_3","I","1000cp","2013Q4","2","83.1"
"r_3","I","1000cp","2014Q1","0","137.4"
"r_3","I","1000cp","2014Q1","1","59.2"
"r_3","I","1000cp","2014Q1","2","78.2"
"r_3","I","1000cp","2014Q2","0","155.8"
"r_3","I","1000cp","2014Q2","1","58.8"
"r_3","I","1000cp","2014Q2","2","97.1"
"r_3","I","1000cp","2014Q3","0","175.9"
"r_3","I","1000cp","2014Q3","1","68.7"
"r_3","I","1000cp","2014Q3","2","107.1"
"r_3","I","1000cp","2014Q4","0","151.2"
"r_3","I","1000cp","2014Q4","1","61.6"
"r_3","I","1000cp","2014Q4","2","89.6"
"r_3","I","1000cp","2015Q1","0","130"
"r_3","I","1000cp","2015Q1","1","54.6"
"r_3","I","1000cp","2015Q1","2","75.4"
"r_3","I","1000cp","2015Q2","0","160.3"
"r_3","I","1000cp","2015Q2","1","63.8"
"r_3","I","1000cp","2015Q2","2","96.5"
"r_3","I","1000cp","2015Q3","0","191.3"
"r_3","I","1000cp","2015Q3","1","75.1"
"r_3","I","1000cp","2015Q3","2","116.2"
"r_3","I","1000cp","2015Q4","0","151.5"
"r_3","I","1000cp","2015Q4","1","58.5"
"r_3","I","1000cp","2015Q4","2","93"
"r_3","J","1000cp","2008Q1","0","68.2"
"r_3","J","1000cp","2008Q1","1","39.2"
"r_3","J","1000cp","2008Q1","2","29"
"r_3","J","1000cp","2008Q2","0","67.8"
"r_3","J","1000cp","2008Q2","1","39.5"
"r_3","J","1000cp","2008Q2","2","28.2"
"r_3","J","1000cp","2008Q3","0","76.5"
"r_3","J","1000cp","2008Q3","1","41.5"
"r_3","J","1000cp","2008Q3","2","35"
"r_3","J","1000cp","2008Q4","0","72.2"
"r_3","J","1000cp","2008Q4","1","39.4"
"r_3","J","1000cp","2008Q4","2","32.8"
"r_3","J","1000cp","2009Q1","0","67.3"
"r_3","J","1000cp","2009Q1","1","38.5"
"r_3","J","1000cp","2009Q1","2","28.7"
"r_3","J","1000cp","2009Q2","0","72.6"
"r_3","J","1000cp","2009Q2","1","42.2"
"r_3","J","1000cp","2009Q2","2","30.4"
"r_3","J","1000cp","2009Q3","0","74.9"
"r_3","J","1000cp","2009Q3","1","40.8"
"r_3","J","1000cp","2009Q3","2","34"
"r_3","J","1000cp","2009Q4","0","68.7"
"r_3","J","1000cp","2009Q4","1","40.7"
"r_3","J","1000cp","2009Q4","2","28"
"r_3","J","1000cp","2010Q1","0","73"
"r_3","J","1000cp","2010Q1","1","43.6"
"r_3","J","1000cp","2010Q1","2","29.3"
"r_3","J","1000cp","2010Q2","0","80.4"
"r_3","J","1000cp","2010Q2","1","45.2"
"r_3","J","1000cp","2010Q2","2","35.2"
"r_3","J","1000cp","2010Q3","0","78.9"
"r_3","J","1000cp","2010Q3","1","41.7"
"r_3","J","1000cp","2010Q3","2","37.2"
"r_3","J","1000cp","2010Q4","0","70.4"
"r_3","J","1000cp","2010Q4","1","38.5"
"r_3","J","1000cp","2010Q4","2","31.9"
"r_3","J","1000cp","2011Q1","0","66.3"
"r_3","J","1000cp","2011Q1","1","37.1"
"r_3","J","1000cp","2011Q1","2","29.2"
"r_3","J","1000cp","2011Q2","0","69.2"
"r_3","J","1000cp","2011Q2","1","39"
"r_3","J","1000cp","2011Q2","2","30.3"
"r_3","J","1000cp","2011Q3","0","65.9"
"r_3","J","1000cp","2011Q3","1","38"
"r_3","J","1000cp","2011Q3","2","27.9"
"r_3","J","1000cp","2011Q4","0","68.5"
"r_3","J","1000cp","2011Q4","1","39.6"
"r_3","J","1000cp","2011Q4","2","28.9"
"r_3","J","1000cp","2012Q1","0","68.8"
"r_3","J","1000cp","2012Q1","1","38.6"
"r_3","J","1000cp","2012Q1","2","30.2"
"r_3","J","1000cp","2012Q2","0","64.5"
"r_3","J","1000cp","2012Q2","1","35.2"
"r_3","J","1000cp","2012Q2","2","29.2"
"r_3","J","1000cp","2012Q3","0","64"
"r_3","J","1000cp","2012Q3","1","37.8"
"r_3","J","1000cp","2012Q3","2","26.2"
"r_3","J","1000cp","2012Q4","0","78.5"
"r_3","J","1000cp","2012Q4","1","48"
"r_3","J","1000cp","2012Q4","2","30.5"
"r_3","J","1000cp","2013Q1","0","73.1"
"r_3","J","1000cp","2013Q1","1","42.9"
"r_3","J","1000cp","2013Q1","2","30.3"
"r_3","J","1000cp","2013Q2","0","70.3"
"r_3","J","1000cp","2013Q2","1","40"
"r_3","J","1000cp","2013Q2","2","30.3"
"r_3","J","1000cp","2013Q3","0","78.8"
"r_3","J","1000cp","2013Q3","1","46.9"
"r_3","J","1000cp","2013Q3","2","31.9"
"r_3","J","1000cp","2013Q4","0","79"
"r_3","J","1000cp","2013Q4","1","48.3"
"r_3","J","1000cp","2013Q4","2","30.7"
"r_3","J","1000cp","2014Q1","0","67.9"
"r_3","J","1000cp","2014Q1","1","38.9"
"r_3","J","1000cp","2014Q1","2","28.9"
"r_3","J","1000cp","2014Q2","0","76.3"
"r_3","J","1000cp","2014Q2","1","44.2"
"r_3","J","1000cp","2014Q2","2","32.1"
"r_3","J","1000cp","2014Q3","0","75.9"
"r_3","J","1000cp","2014Q3","1","45.2"
"r_3","J","1000cp","2014Q3","2","30.7"
"r_3","J","1000cp","2014Q4","0","72.7"
"r_3","J","1000cp","2014Q4","1","43.9"
"r_3","J","1000cp","2014Q4","2","28.8"
"r_3","J","1000cp","2015Q1","0","80.6"
"r_3","J","1000cp","2015Q1","1","47.2"
"r_3","J","1000cp","2015Q1","2","33.5"
"r_3","J","1000cp","2015Q2","0","93"
"r_3","J","1000cp","2015Q2","1","59"
"r_3","J","1000cp","2015Q2","2","34"
"r_3","J","1000cp","2015Q3","0","89.5"
"r_3","J","1000cp","2015Q3","1","56.6"
"r_3","J","1000cp","2015Q3","2","32.9"
"r_3","J","1000cp","2015Q4","0","87.6"
"r_3","J","1000cp","2015Q4","1","55"
"r_3","J","1000cp","2015Q4","2","32.6"
"r_3","K","1000cp","2008Q1","0","58.4"
"r_3","K","1000cp","2008Q1","1","19.8"
"r_3","K","1000cp","2008Q1","2","38.6"
"r_3","K","1000cp","2008Q2","0","52.9"
"r_3","K","1000cp","2008Q2","1","17.8"
"r_3","K","1000cp","2008Q2","2","35.1"
"r_3","K","1000cp","2008Q3","0","52"
"r_3","K","1000cp","2008Q3","1","16.4"
"r_3","K","1000cp","2008Q3","2","35.6"
"r_3","K","1000cp","2008Q4","0","64.8"
"r_3","K","1000cp","2008Q4","1","20.7"
"r_3","K","1000cp","2008Q4","2","44.1"
"r_3","K","1000cp","2009Q1","0","66.6"
"r_3","K","1000cp","2009Q1","1","23.3"
"r_3","K","1000cp","2009Q1","2","43.3"
"r_3","K","1000cp","2009Q2","0","63.7"
"r_3","K","1000cp","2009Q2","1","23.2"
"r_3","K","1000cp","2009Q2","2","40.5"
"r_3","K","1000cp","2009Q3","0","59.9"
"r_3","K","1000cp","2009Q3","1","19.7"
"r_3","K","1000cp","2009Q3","2","40.3"
"r_3","K","1000cp","2009Q4","0","55.7"
"r_3","K","1000cp","2009Q4","1","18.4"
"r_3","K","1000cp","2009Q4","2","37.4"
"r_3","K","1000cp","2010Q1","0","52.9"
"r_3","K","1000cp","2010Q1","1","20.3"
"r_3","K","1000cp","2010Q1","2","32.5"
"r_3","K","1000cp","2010Q2","0","50.7"
"r_3","K","1000cp","2010Q2","1","18.6"
"r_3","K","1000cp","2010Q2","2","32.1"
"r_3","K","1000cp","2010Q3","0","58.1"
"r_3","K","1000cp","2010Q3","1","20.8"
"r_3","K","1000cp","2010Q3","2","37.3"
"r_3","K","1000cp","2010Q4","0","56.4"
"r_3","K","1000cp","2010Q4","1","20.3"
"r_3","K","1000cp","2010Q4","2","36.2"
"r_3","K","1000cp","2011Q1","0","48.3"
"r_3","K","1000cp","2011Q1","1","19.8"
"r_3","K","1000cp","2011Q1","2","28.5"
"r_3","K","1000cp","2011Q2","0","54.7"
"r_3","K","1000cp","2011Q2","1","18.7"
"r_3","K","1000cp","2011Q2","2","36"
"r_3","K","1000cp","2011Q3","0","60.5"
"r_3","K","1000cp","2011Q3","1","20.1"
"r_3","K","1000cp","2011Q3","2","40.4"
"r_3","K","1000cp","2011Q4","0","56.4"
"r_3","K","1000cp","2011Q4","1","20.8"
"r_3","K","1000cp","2011Q4","2","35.6"
"r_3","K","1000cp","2012Q1","0","51.3"
"r_3","K","1000cp","2012Q1","1","19.8"
"r_3","K","1000cp","2012Q1","2","31.6"
"r_3","K","1000cp","2012Q2","0","51.3"
"r_3","K","1000cp","2012Q2","1","15.8"
"r_3","K","1000cp","2012Q2","2","35.5"
"r_3","K","1000cp","2012Q3","0","52.4"
"r_3","K","1000cp","2012Q3","1","15.8"
"r_3","K","1000cp","2012Q3","2","36.6"
"r_3","K","1000cp","2012Q4","0","55.9"
"r_3","K","1000cp","2012Q4","1","20.6"
"r_3","K","1000cp","2012Q4","2","35.2"
"r_3","K","1000cp","2013Q1","0","52.2"
