RevisionColumn,periods,Units,Indicators,NUTS,ValueColumn
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG414","20767"
"r_13","2016VII","num","3.5.2.5","BG412","107"
"r_13","2016VII","num","3.5.2.4","BG412","7730"
"r_13","2016VII","num","3.5.2.6","BG412","239630"
"r_13","2016VII","num","3.5.2.2","BG412","55000"
"r_13","2016VII","num","3.5.2.2.1","BG412","45962"
"r_13","2016VII","num","3.5.2.2.2","BG412","9038"
"r_13","2016VII","num","3.5.2.1","BG412","21748"
"r_13","2016VII","num","3.5.2.1.1","BG412","18356"
"r_13","2016VII","num","3.5.2.1.2","BG412","3392"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG412","1696014"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG412","1328263"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG412","367751"
"r_13","2016VII","num","3.5.2.5","BG411","125"
"r_13","2016VII","num","3.5.2.4","BG411","11733"
"r_13","2016VII","num","3.5.2.6","BG411","363723"
"r_13","2016VII","num","3.5.2.2","BG411","157691"
"r_13","2016VII","num","3.5.2.2.1","BG411","49887"
"r_13","2016VII","num","3.5.2.2.2","BG411","107804"
"r_13","2016VII","num","3.5.2.1","BG411","88331"
"r_13","2016VII","num","3.5.2.1.1","BG411","27829"
"r_13","2016VII","num","3.5.2.1.2","BG411","60502"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG411","10295289"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG411","2301466"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG411","7993823"
"r_13","2016VII","num","3.5.2.5","BG42","573"
"r_13","2016VII","num","3.5.2.4","BG42","25908"
"r_13","2016VII","num","3.5.2.6","BG42","800680"
"r_13","2016VII","num","3.5.2.2","BG42","245700"
"r_13","2016VII","num","3.5.2.2.1","BG42","184709"
"r_13","2016VII","num","3.5.2.2.2","BG42","60991"
"r_13","2016VII","num","3.5.2.1","BG42","99347"
"r_13","2016VII","num","3.5.2.1.1","BG42","79186"
"r_13","2016VII","num","3.5.2.1.2","BG42","20161"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG42","8954883"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG42","6037224"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG42","2917659"
"r_13","2016VII","num","3.5.2.5","BG425","31"
"r_13","2016VII","num","3.5.2.4","BG425","1045"
"r_13","2016VII","num","3.5.2.6","BG425","32395"
"r_13","2016VII","num","3.5.2.2","BG425","9738"
"r_13","2016VII","num","3.5.2.2.1","BG425","7751"
"r_13","2016VII","num","3.5.2.2.2","BG425","1987"
"r_13","2016VII","num","3.5.2.1","BG425","6652"
"r_13","2016VII","num","3.5.2.1.1","BG425","5533"
"r_13","2016VII","num","3.5.2.1.2","BG425","1119"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG425","325482"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG425","247254"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG425","78228"
"r_13","2016VII","num","3.5.2.5","BG423","57"
"r_13","2016VII","num","3.5.2.4","BG423","4233"
"r_13","2016VII","num","3.5.2.6","BG423","131223"
"r_13","2016VII","num","3.5.2.2","BG423","61298"
"r_13","2016VII","num","3.5.2.2.1","BG423","50033"
"r_13","2016VII","num","3.5.2.2.2","BG423","11265"
"r_13","2016VII","num","3.5.2.1","BG423","18835"
"r_13","2016VII","num","3.5.2.1.1","BG423","16920"
"r_13","2016VII","num","3.5.2.1.2","BG423","1915"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG423","2531812"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG423","1751811"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG423","780001"
"r_13","2016VII","num","3.5.2.5","BG421","184"
"r_13","2016VII","num","3.5.2.4","BG421","9249"
"r_13","2016VII","num","3.5.2.6","BG421","286519"
"r_13","2016VII","num","3.5.2.2","BG421","105137"
"r_13","2016VII","num","3.5.2.2.1","BG421","64777"
"r_13","2016VII","num","3.5.2.2.2","BG421","40360"
"r_13","2016VII","num","3.5.2.1","BG421","42739"
"r_13","2016VII","num","3.5.2.1.1","BG421","28976"
"r_13","2016VII","num","3.5.2.1.2","BG421","13763"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG421","4011269"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG421","2253546"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG421","1757723"
"r_13","2016VII","num","3.5.2.5","BG424","267"
"r_13","2016VII","num","3.5.2.4","BG424","10067"
"r_13","2016VII","num","3.5.2.6","BG424","309809"
"r_13","2016VII","num","3.5.2.2","BG424","59483"
"r_13","2016VII","num","3.5.2.2.1","BG424","54422"
"r_13","2016VII","num","3.5.2.2.2","BG424","5061"
"r_13","2016VII","num","3.5.2.1","BG424","26077"
"r_13","2016VII","num","3.5.2.1.1","BG424","24164"
"r_13","2016VII","num","3.5.2.1.2","BG424","1913"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG424","1740385"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG424","1544778"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG424","195607"
"r_13","2016VII","num","3.5.2.5","BG422","34"
"r_13","2016VII","num","3.5.2.4","BG422","1314"
"r_13","2016VII","num","3.5.2.6","BG422","40734"
"r_13","2016VII","num","3.5.2.2","BG422","10044"
"r_13","2016VII","num","3.5.2.2.1","BG422","7726"
"r_13","2016VII","num","3.5.2.2.2","BG422","2318"
"r_13","2016VII","num","3.5.2.1","BG422","5044"
"r_13","2016VII","num","3.5.2.1.1","BG422","3593"
"r_13","2016VII","num","3.5.2.1.2","BG422","1451"
"r_13","2016VII","BGN_tabl","3.5.2.3","BG422","345935"
"r_13","2016VII","BGN_tabl","3.5.2.3.1","BG422","239835"
"r_13","2016VII","BGN_tabl","3.5.2.3.2","BG422","106100"
"r_14","2016VIII","num","3.5.2.5","BG","3122"
"r_14","2016VIII","num","3.5.2.4","BG","308893"
"r_14","2016VIII","num","3.5.2.6","BG","9352270"
"r_14","2016VIII","num","3.5.2.2","BG","5838154"
"r_14","2016VIII","num","3.5.2.2.1","BG","1633475"
"r_14","2016VIII","num","3.5.2.2.2","BG","4204679"
"r_14","2016VIII","num","3.5.2.1","BG","1181614"
"r_14","2016VIII","num","3.5.2.1.1","BG","472098"
"r_14","2016VIII","num","3.5.2.1.2","BG","709516"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG","298885848"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG","57686109"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG","241199739"
"r_14","2016VIII","num","3.5.2.5","BG3","2001"
"r_14","2016VIII","num","3.5.2.4","BG3","245367"
"r_14","2016VIII","num","3.5.2.6","BG3","7424422"
"r_14","2016VIII","num","3.5.2.2","BG3","5193476"
"r_14","2016VIII","num","3.5.2.2.1","BG3","1210277"
"r_14","2016VIII","num","3.5.2.2.2","BG3","3983199"
"r_14","2016VIII","num","3.5.2.1","BG3","902732"
"r_14","2016VIII","num","3.5.2.1.1","BG3","296504"
"r_14","2016VIII","num","3.5.2.1.2","BG3","606228"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG3","270746764"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG3","42526993"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG3","228219771"
"r_14","2016VIII","num","3.5.2.5","BG31","189"
"r_14","2016VIII","num","3.5.2.4","BG31","8472"
"r_14","2016VIII","num","3.5.2.6","BG31","248893"
"r_14","2016VIII","num","3.5.2.2","BG31","66874"
"r_14","2016VIII","num","3.5.2.2.1","BG31","60218"
"r_14","2016VIII","num","3.5.2.2.2","BG31","6656"
"r_14","2016VIII","num","3.5.2.1","BG31","32981"
"r_14","2016VIII","num","3.5.2.1.1","BG31","28961"
"r_14","2016VIII","num","3.5.2.1.2","BG31","4020"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG31","2210800"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG31","1910683"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG31","300117"
"r_14","2016VIII","num","3.5.2.5","BG311","29"
"r_14","2016VIII","num","3.5.2.4","BG311","848"
"r_14","2016VIII","num","3.5.2.6","BG311","24575"
"r_14","2016VIII","num","3.5.2.2","BG311","5489"
"r_14","2016VIII","num","3.5.2.2.1","BG311","3554"
"r_14","2016VIII","num","3.5.2.2.2","BG311","1935"
"r_14","2016VIII","num","3.5.2.1","BG311","4384"
"r_14","2016VIII","num","3.5.2.1.1","BG311","2924"
"r_14","2016VIII","num","3.5.2.1.2","BG311","1460"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG311","210978"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG311","134189"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG311","76789"
"r_14","2016VIII","num","3.5.2.5","BG313","27"
"r_14","2016VIII","num","3.5.2.4","BG313","921"
"r_14","2016VIII","num","3.5.2.6","BG313","27621"
"r_14","2016VIII","num","3.5.2.2","BG313","10546"
"r_14","2016VIII","num","3.5.2.2.1","BG313","9065"
"r_14","2016VIII","num","3.5.2.2.2","BG313","1481"
"r_14","2016VIII","num","3.5.2.1","BG313","3803"
"r_14","2016VIII","num","3.5.2.1.1","BG313","3167"
"r_14","2016VIII","num","3.5.2.1.2","BG313","636"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG313","234814"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG313","181126"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG313","53688"
"r_14","2016VIII","num","3.5.2.5","BG315","81"
"r_14","2016VIII","num","3.5.2.4","BG315","4247"
"r_14","2016VIII","num","3.5.2.6","BG315","128441"
"r_14","2016VIII","num","3.5.2.2","BG315","34192"
"r_14","2016VIII","num","3.5.2.2.1","BG315","32909"
"r_14","2016VIII","num","3.5.2.2.2","BG315","1283"
"r_14","2016VIII","num","3.5.2.1","BG315","17763"
"r_14","2016VIII","num","3.5.2.1.1","BG315","16865"
"r_14","2016VIII","num","3.5.2.1.2","BG315","898"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG315","1248709"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG315","1189699"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG315","59010"
"r_14","2016VIII","num","3.5.2.5","BG312","27"
"r_14","2016VIII","num","3.5.2.4","BG312","1189"
"r_14","2016VIII","num","3.5.2.6","BG312","36859"
"r_14","2016VIII","num","3.5.2.2","BG312","10793"
"r_14","2016VIII","num","3.5.2.2.1","BG312","10161"
"r_14","2016VIII","num","3.5.2.2.2","BG312","632"
"r_14","2016VIII","num","3.5.2.1","BG312","3791"
"r_14","2016VIII","num","3.5.2.1.1","BG312","3481"
"r_14","2016VIII","num","3.5.2.1.2","BG312","310"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG312","248667"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG312","221347"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG312","27320"
"r_14","2016VIII","num","3.5.2.5","BG314","25"
"r_14","2016VIII","num","3.5.2.4","BG314","1267"
"r_14","2016VIII","num","3.5.2.6","BG314","31397"
"r_14","2016VIII","num","3.5.2.2","BG314","5854"
"r_14","2016VIII","num","3.5.2.2.1","BG314","4529"
"r_14","2016VIII","num","3.5.2.2.2","BG314","1325"
"r_14","2016VIII","num","3.5.2.1","BG314","3240"
"r_14","2016VIII","num","3.5.2.1.1","BG314","2524"
"r_14","2016VIII","num","3.5.2.1.2","BG314","716"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG314","267632"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG314","184322"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG314","83310"
"r_14","2016VIII","num","3.5.2.5","BG32","247"
"r_14","2016VIII","num","3.5.2.4","BG32","11205"
"r_14","2016VIII","num","3.5.2.6","BG32","338507"
"r_14","2016VIII","num","3.5.2.2","BG32","83950"
"r_14","2016VIII","num","3.5.2.2.1","BG32","65139"
"r_14","2016VIII","num","3.5.2.2.2","BG32","18811"
"r_14","2016VIII","num","3.5.2.1","BG32","45919"
"r_14","2016VIII","num","3.5.2.1.1","BG32","33704"
"r_14","2016VIII","num","3.5.2.1.2","BG32","12215"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG32","2936151"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG32","1982903"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG32","953248"
"r_14","2016VIII","num","3.5.2.5","BG321","110"
"r_14","2016VIII","num","3.5.2.4","BG321","5010"
"r_14","2016VIII","num","3.5.2.6","BG321","155080"
"r_14","2016VIII","num","3.5.2.2","BG321","38228"
"r_14","2016VIII","num","3.5.2.2.1","BG321","28264"
"r_14","2016VIII","num","3.5.2.2.2","BG321","9964"
"r_14","2016VIII","num","3.5.2.1","BG321","21283"
"r_14","2016VIII","num","3.5.2.1.1","BG321","14277"
"r_14","2016VIII","num","3.5.2.1.2","BG321","7006"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG321","1358437"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG321","836223"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG321","522214"
"r_14","2016VIII","num","3.5.2.5","BG322","64"
"r_14","2016VIII","num","3.5.2.4","BG322","3364"
"r_14","2016VIII","num","3.5.2.6","BG322","97392"
"r_14","2016VIII","num","3.5.2.2","BG322","26070"
"r_14","2016VIII","num","3.5.2.2.1","BG322","23667"
"r_14","2016VIII","num","3.5.2.2.2","BG322","2403"
"r_14","2016VIII","num","3.5.2.1","BG322","12138"
"r_14","2016VIII","num","3.5.2.1.1","BG322","10750"
"r_14","2016VIII","num","3.5.2.1.2","BG322","1388"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG322","698282"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG322","601078"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG322","97204"
"r_14","2016VIII","num","3.5.2.5","BG324","15"
"r_14","2016VIII","num","3.5.2.4","BG324","542"
"r_14","2016VIII","num","3.5.2.6","BG324","16802"
"r_14","2016VIII","num","3.5.2.2","BG324","4244"
"r_14","2016VIII","num","3.5.2.2.1","BG324","3651"
"r_14","2016VIII","num","3.5.2.2.2","BG324","593"
"r_14","2016VIII","num","3.5.2.1","BG324","2571"
"r_14","2016VIII","num","3.5.2.1.1","BG324","2261"
"r_14","2016VIII","num","3.5.2.1.2","BG324","310"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG324","133164"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG324","112482"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG324","20682"
"r_14","2016VIII","num","3.5.2.5","BG323","42"
"r_14","2016VIII","num","3.5.2.4","BG323","1730"
"r_14","2016VIII","num","3.5.2.6","BG323","51904"
"r_14","2016VIII","num","3.5.2.2","BG323","12244"
"r_14","2016VIII","num","3.5.2.2.1","BG323","7202"
"r_14","2016VIII","num","3.5.2.2.2","BG323","5042"
"r_14","2016VIII","num","3.5.2.1","BG323","7778"
"r_14","2016VIII","num","3.5.2.1.1","BG323","4818"
"r_14","2016VIII","num","3.5.2.1.2","BG323","2960"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG323","616979"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG323","342870"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG323","274109"
"r_14","2016VIII","num","3.5.2.5","BG325","16"
"r_14","2016VIII","num","3.5.2.4","BG325","559"
"r_14","2016VIII","num","3.5.2.6","BG325","17329"
"r_14","2016VIII","num","3.5.2.2","BG325","3164"
"r_14","2016VIII","num","3.5.2.2.1","BG325","2355"
"r_14","2016VIII","num","3.5.2.2.2","BG325","809"
"r_14","2016VIII","num","3.5.2.1","BG325","2149"
"r_14","2016VIII","num","3.5.2.1.1","BG325","1598"
"r_14","2016VIII","num","3.5.2.1.2","BG325","551"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG325","129289"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG325","90250"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG325","39039"
"r_14","2016VIII","num","3.5.2.5","BG33","639"
"r_14","2016VIII","num","3.5.2.4","BG33","96601"
"r_14","2016VIII","num","3.5.2.6","BG33","2985312"
"r_14","2016VIII","num","3.5.2.2","BG33","2167239"
"r_14","2016VIII","num","3.5.2.2.1","BG33","407967"
"r_14","2016VIII","num","3.5.2.2.2","BG33","1759272"
"r_14","2016VIII","num","3.5.2.1","BG33","368017"
"r_14","2016VIII","num","3.5.2.1.1","BG33","93800"
"r_14","2016VIII","num","3.5.2.1.2","BG33","274217"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG33","120550079"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG33","16417618"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG33","104132461"
"r_14","2016VIII","num","3.5.2.5","BG331","409"
"r_14","2016VIII","num","3.5.2.4","BG331","66869"
"r_14","2016VIII","num","3.5.2.6","BG331","2072547"
"r_14","2016VIII","num","3.5.2.2","BG331","1541292"
"r_14","2016VIII","num","3.5.2.2.1","BG331","248332"
"r_14","2016VIII","num","3.5.2.2.2","BG331","1292960"
"r_14","2016VIII","num","3.5.2.1","BG331","252113"
"r_14","2016VIII","num","3.5.2.1.1","BG331","53919"
"r_14","2016VIII","num","3.5.2.1.2","BG331","198194"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG331","84435259"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG331","8087454"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG331","76347805"
"r_14","2016VIII","num","3.5.2.5","BG332","156"
"r_14","2016VIII","num","3.5.2.4","BG332","27263"
"r_14","2016VIII","num","3.5.2.6","BG332","837132"
"r_14","2016VIII","num","3.5.2.2","BG332","612345"
"r_14","2016VIII","num","3.5.2.2.1","BG332","150032"
"r_14","2016VIII","num","3.5.2.2.2","BG332","462313"
"r_14","2016VIII","num","3.5.2.1","BG332","108629"
"r_14","2016VIII","num","3.5.2.1.1","BG332","33969"
"r_14","2016VIII","num","3.5.2.1.2","BG332","74660"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG332","35704429"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG332","8033841"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG332","27670588"
"r_14","2016VIII","num","3.5.2.5","BG334","18"
"r_14","2016VIII","num","3.5.2.4","BG334","825"
"r_14","2016VIII","num","3.5.2.6","BG334","25561"
"r_14","2016VIII","num","3.5.2.2","BG334","6246"
"r_14","2016VIII","num","3.5.2.2.1","BG334","3405"
"r_14","2016VIII","num","3.5.2.2.2","BG334","2841"
"r_14","2016VIII","num","3.5.2.1","BG334","2644"
"r_14","2016VIII","num","3.5.2.1.1","BG334","2035"
"r_14","2016VIII","num","3.5.2.1.2","BG334","609"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG334","183865"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG334","113488"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG334","70377"
"r_14","2016VIII","num","3.5.2.5","BG333","56"
"r_14","2016VIII","num","3.5.2.4","BG333","1644"
"r_14","2016VIII","num","3.5.2.6","BG333","50072"
"r_14","2016VIII","num","3.5.2.2","BG333","7356"
"r_14","2016VIII","num","3.5.2.2.1","BG333","6198"
"r_14","2016VIII","num","3.5.2.2.2","BG333","1158"
"r_14","2016VIII","num","3.5.2.1","BG333","4631"
"r_14","2016VIII","num","3.5.2.1.1","BG333","3877"
"r_14","2016VIII","num","3.5.2.1.2","BG333","754"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG333","226526"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG333","182835"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG333","43691"
"r_14","2016VIII","num","3.5.2.5","BG34","926"
"r_14","2016VIII","num","3.5.2.4","BG34","129089"
"r_14","2016VIII","num","3.5.2.6","BG34","3851710"
"r_14","2016VIII","num","3.5.2.2","BG34","2875413"
"r_14","2016VIII","num","3.5.2.2.1","BG34","676953"
"r_14","2016VIII","num","3.5.2.2.2","BG34","2198460"
"r_14","2016VIII","num","3.5.2.1","BG34","455815"
"r_14","2016VIII","num","3.5.2.1.1","BG34","140039"
"r_14","2016VIII","num","3.5.2.1.2","BG34","315776"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG34","145049734"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG34","22215789"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG34","122833945"
"r_14","2016VIII","num","3.5.2.5","BG341","787"
"r_14","2016VIII","num","3.5.2.4","BG341","122779"
"r_14","2016VIII","num","3.5.2.6","BG341","3661246"
"r_14","2016VIII","num","3.5.2.2","BG341","2824956"
"r_14","2016VIII","num","3.5.2.2.1","BG341","634373"
"r_14","2016VIII","num","3.5.2.2.2","BG341","2190583"
"r_14","2016VIII","num","3.5.2.1","BG341","437909"
"r_14","2016VIII","num","3.5.2.1.1","BG341","125563"
"r_14","2016VIII","num","3.5.2.1.2","BG341","312346"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG341","143228696"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG341","20907203"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG341","122321493"
"r_14","2016VIII","num","3.5.2.5","BG342","63"
"r_14","2016VIII","num","3.5.2.4","BG342","2044"
"r_14","2016VIII","num","3.5.2.6","BG342","63340"
"r_14","2016VIII","num","3.5.2.2","BG342","11394"
"r_14","2016VIII","num","3.5.2.2.1","BG342","9428"
"r_14","2016VIII","num","3.5.2.2.2","BG342","1966"
"r_14","2016VIII","num","3.5.2.1","BG342","5409"
"r_14","2016VIII","num","3.5.2.1.1","BG342","4625"
"r_14","2016VIII","num","3.5.2.1.2","BG342","784"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG342","382129"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG342","278094"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG342","104035"
"r_14","2016VIII","num","3.5.2.5","BG344","54"
"r_14","2016VIII","num","3.5.2.4","BG344","3537"
"r_14","2016VIII","num","3.5.2.6","BG344","105081"
"r_14","2016VIII","num","3.5.2.2","BG344","34730"
"r_14","2016VIII","num","3.5.2.2.1","BG344","30029"
"r_14","2016VIII","num","3.5.2.2.2","BG344","4701"
"r_14","2016VIII","num","3.5.2.1","BG344","10576"
"r_14","2016VIII","num","3.5.2.1.1","BG344","8284"
"r_14","2016VIII","num","3.5.2.1.2","BG344","2292"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG344","1268826"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG344","919002"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG344","349824"
"r_14","2016VIII","num","3.5.2.5","BG343","22"
"r_14","2016VIII","num","3.5.2.4","BG343","729"
"r_14","2016VIII","num","3.5.2.6","BG343","22043"
"r_14","2016VIII","num","3.5.2.2","BG343","4333"
"r_14","2016VIII","num","3.5.2.2.1","BG343","3123"
"r_14","2016VIII","num","3.5.2.2.2","BG343","1210"
"r_14","2016VIII","num","3.5.2.1","BG343","1921"
"r_14","2016VIII","num","3.5.2.1.1","BG343","1567"
"r_14","2016VIII","num","3.5.2.1.2","BG343","354"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG343","170083"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG343","111490"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG343","58593"
"r_14","2016VIII","num","3.5.2.5","BG4","1121"
"r_14","2016VIII","num","3.5.2.4","BG4","63526"
"r_14","2016VIII","num","3.5.2.6","BG4","1927848"
"r_14","2016VIII","num","3.5.2.2","BG4","644678"
"r_14","2016VIII","num","3.5.2.2.1","BG4","423198"
"r_14","2016VIII","num","3.5.2.2.2","BG4","221480"
"r_14","2016VIII","num","3.5.2.1","BG4","278882"
"r_14","2016VIII","num","3.5.2.1.1","BG4","175594"
"r_14","2016VIII","num","3.5.2.1.2","BG4","103288"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG4","28139084"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG4","15159116"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG4","12979968"
"r_14","2016VIII","num","3.5.2.5","BG41","543"
"r_14","2016VIII","num","3.5.2.4","BG41","37381"
"r_14","2016VIII","num","3.5.2.6","BG41","1128665"
"r_14","2016VIII","num","3.5.2.2","BG41","372616"
"r_14","2016VIII","num","3.5.2.2.1","BG41","211358"
"r_14","2016VIII","num","3.5.2.2.2","BG41","161258"
"r_14","2016VIII","num","3.5.2.1","BG41","174862"
"r_14","2016VIII","num","3.5.2.1.1","BG41","92770"
"r_14","2016VIII","num","3.5.2.1.2","BG41","82092"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG41","18330477"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG41","8009755"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG41","10320722"
"r_14","2016VIII","num","3.5.2.5","BG413","223"
"r_14","2016VIII","num","3.5.2.4","BG413","14056"
"r_14","2016VIII","num","3.5.2.6","BG413","414751"
"r_14","2016VIII","num","3.5.2.2","BG413","127949"
"r_14","2016VIII","num","3.5.2.2.1","BG413","91212"
"r_14","2016VIII","num","3.5.2.2.2","BG413","36737"
"r_14","2016VIII","num","3.5.2.1","BG413","51436"
"r_14","2016VIII","num","3.5.2.1.1","BG413","37587"
"r_14","2016VIII","num","3.5.2.1.2","BG413","13849"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG413","5396932"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG413","3602058"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG413","1794874"
"r_14","2016VIII","num","3.5.2.5","BG415","77"
"r_14","2016VIII","num","3.5.2.4","BG415","3241"
"r_14","2016VIII","num","3.5.2.6","BG415","100471"
"r_14","2016VIII","num","3.5.2.2","BG415","25319"
"r_14","2016VIII","num","3.5.2.2.1","BG415","21773"
"r_14","2016VIII","num","3.5.2.2.2","BG415","3546"
"r_14","2016VIII","num","3.5.2.1","BG415","13829"
"r_14","2016VIII","num","3.5.2.1.1","BG415","11630"
"r_14","2016VIII","num","3.5.2.1.2","BG415","2199"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG415","673405"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG415","536683"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG415","136722"
"r_14","2016VIII","num","3.5.2.5","BG414","15"
"r_14","2016VIII","num","3.5.2.4","BG414","679"
"r_14","2016VIII","num","3.5.2.6","BG414","21049"
"r_14","2016VIII","num","3.5.2.2","BG414","2997"
"r_14","2016VIII","num","3.5.2.2.1","BG414","2410"
"r_14","2016VIII","num","3.5.2.2.2","BG414","587"
"r_14","2016VIII","num","3.5.2.1","BG414","1475"
"r_14","2016VIII","num","3.5.2.1.1","BG414","1178"
"r_14","2016VIII","num","3.5.2.1.2","BG414","297"
"r_14","2016VIII","BGN_tabl","3.5.2.3","BG414","64268"
"r_14","2016VIII","BGN_tabl","3.5.2.3.1","BG414","42086"
"r_14","2016VIII","BGN_tabl","3.5.2.3.2","BG414","22182"
"r_14","2016VIII","num","3.5.2.5","BG412","103"
