RevisionColumn,periods,Units,Indicators,NUTS,ValueColumn
"r_112","2023","num","3.5.2.1","BG","8640448"
"r_112","2023","num","3.5.2.1.1","BG","5019035"
"r_112","2023","num","3.5.2.1.2","BG","3621413"
"r_112","2023","BGN_tabl","3.5.2.3","BG","2080228543"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG","824078153"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG","1256150390"
"r_112","2023","num","3.5.2.5","BG3","2486"
"r_112","2023","num","3.5.2.4","BG3","271714"
"r_112","2023","num","3.5.2.6","BG3","45880098"
"r_112","2023","num","3.5.2.2","BG3","18270881"
"r_112","2023","num","3.5.2.2.1","BG3","6649556"
"r_112","2023","num","3.5.2.2.2","BG3","11621325"
"r_112","2023","num","3.5.2.1","BG3","4765176"
"r_112","2023","num","3.5.2.1.1","BG3","2381046"
"r_112","2023","num","3.5.2.1.2","BG3","2384130"
"r_112","2023","BGN_tabl","3.5.2.3","BG3","1388725219"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG3","421923800"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG3","966801419"
"r_112","2023","num","3.5.2.5","BG31","257"
"r_112","2023","num","3.5.2.4","BG31","10176"
"r_112","2023","num","3.5.2.6","BG31","3148741"
"r_112","2023","num","3.5.2.2","BG31","741046"
"r_112","2023","num","3.5.2.2.1","BG31","610373"
"r_112","2023","num","3.5.2.2.2","BG31","130673"
"r_112","2023","num","3.5.2.1","BG31","355500"
"r_112","2023","num","3.5.2.1.1","BG31","316541"
"r_112","2023","num","3.5.2.1.2","BG31","38959"
"r_112","2023","BGN_tabl","3.5.2.3","BG31","41898214"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG31","35925442"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG31","5972772"
"r_112","2023","num","3.5.2.5","BG311","34"
"r_112","2023","num","3.5.2.4","BG311","1061"
"r_112","2023","num","3.5.2.6","BG311","362303"
"r_112","2023","num","3.5.2.2","BG311","71534"
"r_112","2023","num","3.5.2.2.1","BG311","60000"
"r_112","2023","num","3.5.2.2.2","BG311","11534"
"r_112","2023","num","3.5.2.1","BG311","47983"
"r_112","2023","num","3.5.2.1.1","BG311","39858"
"r_112","2023","num","3.5.2.1.2","BG311","8125"
"r_112","2023","BGN_tabl","3.5.2.3","BG311","3953628"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG311","3260269"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG311","693359"
"r_112","2023","num","3.5.2.5","BG313","39"
"r_112","2023","num","3.5.2.4","BG313","1317"
"r_112","2023","num","3.5.2.6","BG313","448339"
"r_112","2023","num","3.5.2.2","BG313","110879"
"r_112","2023","num","3.5.2.2.1","BG313","97417"
"r_112","2023","num","3.5.2.2.2","BG313","13462"
"r_112","2023","num","3.5.2.1","BG313","55682"
"r_112","2023","num","3.5.2.1.1","BG313","50439"
"r_112","2023","num","3.5.2.1.2","BG313","5243"
"r_112","2023","BGN_tabl","3.5.2.3","BG313","4807802"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG313","4021839"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG313","785963"
"r_112","2023","num","3.5.2.5","BG315","121"
"r_112","2023","num","3.5.2.4","BG315","4880"
"r_112","2023","num","3.5.2.6","BG315","1403889"
"r_112","2023","num","3.5.2.2","BG315","306785"
"r_112","2023","num","3.5.2.2.1","BG315","286890"
"r_112","2023","num","3.5.2.2.2","BG315","19895"
"r_112","2023","num","3.5.2.1","BG315","148217"
"r_112","2023","num","3.5.2.1.1","BG315","138115"
"r_112","2023","num","3.5.2.1.2","BG315","10102"
"r_112","2023","BGN_tabl","3.5.2.3","BG315","21502948"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG315","20515853"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG315","987095"
"r_112","2023","num","3.5.2.5","BG312","39"
"r_112","2023","num","3.5.2.4","BG312","1649"
"r_112","2023","num","3.5.2.6","BG312","501311"
"r_112","2023","num","3.5.2.2","BG312","94955"
"r_112","2023","num","3.5.2.2.1","BG312","89660"
"r_112","2023","num","3.5.2.2.2","BG312","5295"
"r_112","2023","num","3.5.2.1","BG312","43862"
"r_112","2023","num","3.5.2.1.1","BG312","41111"
"r_112","2023","num","3.5.2.1.2","BG312","2751"
"r_112","2023","BGN_tabl","3.5.2.3","BG312","4670985"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG312","4335926"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG312","335059"
"r_112","2023","num","3.5.2.5","BG314","24"
"r_112","2023","num","3.5.2.4","BG314","1269"
"r_112","2023","num","3.5.2.6","BG314","432899"
"r_112","2023","num","3.5.2.2","BG314","156893"
"r_112","2023","num","3.5.2.2.1","BG314","76406"
"r_112","2023","num","3.5.2.2.2","BG314","80487"
"r_112","2023","num","3.5.2.1","BG314","59756"
"r_112","2023","num","3.5.2.1.1","BG314","47018"
"r_112","2023","num","3.5.2.1.2","BG314","12738"
"r_112","2023","BGN_tabl","3.5.2.3","BG314","6962851"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG314","3791555"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG314","3171296"
"r_112","2023","num","3.5.2.5","BG32","343"
"r_112","2023","num","3.5.2.4","BG32","12819"
"r_112","2023","num","3.5.2.6","BG32","4046445"
"r_112","2023","num","3.5.2.2","BG32","829531"
"r_112","2023","num","3.5.2.2.1","BG32","662506"
"r_112","2023","num","3.5.2.2.2","BG32","167025"
"r_112","2023","num","3.5.2.1","BG32","468318"
"r_112","2023","num","3.5.2.1.1","BG32","370465"
"r_112","2023","num","3.5.2.1.2","BG32","97853"
"r_112","2023","BGN_tabl","3.5.2.3","BG32","45630368"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG32","33981997"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG32","11648371"
"r_112","2023","num","3.5.2.5","BG321","154"
"r_112","2023","num","3.5.2.4","BG321","5314"
"r_112","2023","num","3.5.2.6","BG321","1600092"
"r_112","2023","num","3.5.2.2","BG321","329257"
"r_112","2023","num","3.5.2.2.1","BG321","253509"
"r_112","2023","num","3.5.2.2.2","BG321","75748"
"r_112","2023","num","3.5.2.1","BG321","190988"
"r_112","2023","num","3.5.2.1.1","BG321","141167"
"r_112","2023","num","3.5.2.1.2","BG321","49821"
"r_112","2023","BGN_tabl","3.5.2.3","BG321","18527640"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG321","13053285"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG321","5474355"
"r_112","2023","num","3.5.2.5","BG322","79"
"r_112","2023","num","3.5.2.4","BG322","3590"
"r_112","2023","num","3.5.2.6","BG322","1155851"
"r_112","2023","num","3.5.2.2","BG322","209144"
"r_112","2023","num","3.5.2.2.1","BG322","192890"
"r_112","2023","num","3.5.2.2.2","BG322","16254"
"r_112","2023","num","3.5.2.1","BG322","108550"
"r_112","2023","num","3.5.2.1.1","BG322","101050"
"r_112","2023","num","3.5.2.1.2","BG322","7500"
"r_112","2023","BGN_tabl","3.5.2.3","BG322","10335380"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG322","9331201"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG322","1004179"
"r_112","2023","num","3.5.2.5","BG324","19"
"r_112","2023","num","3.5.2.4","BG324","732"
"r_112","2023","num","3.5.2.6","BG324","213362"
"r_112","2023","num","3.5.2.2","BG324","47807"
"r_112","2023","num","3.5.2.2.1","BG324","39904"
"r_112","2023","num","3.5.2.2.2","BG324","7903"
"r_112","2023","num","3.5.2.1","BG324","22840"
"r_112","2023","num","3.5.2.1.1","BG324","19424"
"r_112","2023","num","3.5.2.1.2","BG324","3416"
"r_112","2023","BGN_tabl","3.5.2.3","BG324","2638131"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG324","2129769"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG324","508362"
"r_112","2023","num","3.5.2.5","BG323","68"
"r_112","2023","num","3.5.2.4","BG323","2447"
"r_112","2023","num","3.5.2.6","BG323","827805"
"r_112","2023","num","3.5.2.2","BG323","200543"
"r_112","2023","num","3.5.2.2.1","BG323","140308"
"r_112","2023","num","3.5.2.2.2","BG323","60235"
"r_112","2023","num","3.5.2.1","BG323","119191"
"r_112","2023","num","3.5.2.1.1","BG323","86075"
"r_112","2023","num","3.5.2.1.2","BG323","33116"
"r_112","2023","BGN_tabl","3.5.2.3","BG323","11893366"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG323","7685249"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG323","4208117"
"r_112","2023","num","3.5.2.5","BG325","23"
"r_112","2023","num","3.5.2.4","BG325","736"
"r_112","2023","num","3.5.2.6","BG325","249335"
"r_112","2023","num","3.5.2.2","BG325","42780"
"r_112","2023","num","3.5.2.2.1","BG325","35895"
"r_112","2023","num","3.5.2.2.2","BG325","6885"
"r_112","2023","num","3.5.2.1","BG325","26749"
"r_112","2023","num","3.5.2.1.1","BG325","22749"
"r_112","2023","num","3.5.2.1.2","BG325","4000"
"r_112","2023","BGN_tabl","3.5.2.3","BG325","2235851"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG325","1782493"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG325","453358"
"r_112","2023","num","3.5.2.5","BG33","699"
"r_112","2023","num","3.5.2.4","BG33","95103"
"r_112","2023","num","3.5.2.6","BG33","16338464"
"r_112","2023","num","3.5.2.2","BG33","6278943"
"r_112","2023","num","3.5.2.2.1","BG33","1576969"
"r_112","2023","num","3.5.2.2.2","BG33","4701974"
"r_112","2023","num","3.5.2.1","BG33","1617733"
"r_112","2023","num","3.5.2.1.1","BG33","592440"
"r_112","2023","num","3.5.2.1.2","BG33","1025293"
"r_112","2023","BGN_tabl","3.5.2.3","BG33","522161399"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG33","110520205"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG33","411641194"
"r_112","2023","num","3.5.2.5","BG331","411"
"r_112","2023","num","3.5.2.4","BG331","64324"
"r_112","2023","num","3.5.2.6","BG331","10995496"
"r_112","2023","num","3.5.2.2","BG331","4565334"
"r_112","2023","num","3.5.2.2.1","BG331","970680"
"r_112","2023","num","3.5.2.2.2","BG331","3594654"
"r_112","2023","num","3.5.2.1","BG331","1144978"
"r_112","2023","num","3.5.2.1.1","BG331","363724"
"r_112","2023","num","3.5.2.1.2","BG331","781254"
"r_112","2023","BGN_tabl","3.5.2.3","BG331","379489695"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG331","64445773"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG331","315043922"
"r_112","2023","num","3.5.2.5","BG332","190"
"r_112","2023","num","3.5.2.4","BG332","28344"
"r_112","2023","num","3.5.2.6","BG332","4575521"
"r_112","2023","num","3.5.2.2","BG332","1600030"
"r_112","2023","num","3.5.2.2.1","BG332","511525"
"r_112","2023","num","3.5.2.2.2","BG332","1088505"
"r_112","2023","num","3.5.2.1","BG332","404545"
"r_112","2023","num","3.5.2.1.1","BG332","169130"
"r_112","2023","num","3.5.2.1.2","BG332","235415"
"r_112","2023","BGN_tabl","3.5.2.3","BG332","135833528"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG332","40624810"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG332","95208718"
"r_112","2023","num","3.5.2.5","BG334","15"
"r_112","2023","num","3.5.2.4","BG334","625"
"r_112","2023","num","3.5.2.6","BG334","195645"
"r_112","2023","num","3.5.2.2","BG334","36545"
"r_112","2023","num","3.5.2.2.1","BG334","29620"
"r_112","2023","num","3.5.2.2.2","BG334","6925"
"r_112","2023","num","3.5.2.1","BG334","22856"
"r_112","2023","num","3.5.2.1.1","BG334","20039"
"r_112","2023","num","3.5.2.1.2","BG334","2817"
"r_112","2023","BGN_tabl","3.5.2.3","BG334","2504726"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG334","1926865"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG334","577861"
"r_112","2023","num","3.5.2.5","BG333","83"
"r_112","2023","num","3.5.2.4","BG333","1810"
"r_112","2023","num","3.5.2.6","BG333","571802"
"r_112","2023","num","3.5.2.2","BG333","77034"
"r_112","2023","num","3.5.2.2.1","BG333","65144"
"r_112","2023","num","3.5.2.2.2","BG333","11890"
"r_112","2023","num","3.5.2.1","BG333","45354"
"r_112","2023","num","3.5.2.1.1","BG333","39547"
"r_112","2023","num","3.5.2.1.2","BG333","5807"
"r_112","2023","BGN_tabl","3.5.2.3","BG333","4333450"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG333","3522757"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG333","810693"
"r_112","2023","num","3.5.2.5","BG34","1187"
"r_112","2023","num","3.5.2.4","BG34","153616"
"r_112","2023","num","3.5.2.6","BG34","22346448"
"r_112","2023","num","3.5.2.2","BG34","10421361"
"r_112","2023","num","3.5.2.2.1","BG34","3799708"
"r_112","2023","num","3.5.2.2.2","BG34","6621653"
"r_112","2023","num","3.5.2.1","BG34","2323625"
"r_112","2023","num","3.5.2.1.1","BG34","1101600"
"r_112","2023","num","3.5.2.1.2","BG34","1222025"
"r_112","2023","BGN_tabl","3.5.2.3","BG34","779035238"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG34","241496156"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG34","537539082"
"r_112","2023","num","3.5.2.5","BG341","1037"
"r_112","2023","num","3.5.2.4","BG341","145621"
"r_112","2023","num","3.5.2.6","BG341","19748895"
"r_112","2023","num","3.5.2.2","BG341","9636004"
"r_112","2023","num","3.5.2.2.1","BG341","3112888"
"r_112","2023","num","3.5.2.2.2","BG341","6523116"
"r_112","2023","num","3.5.2.1","BG341","2001392"
"r_112","2023","num","3.5.2.1.1","BG341","812485"
"r_112","2023","num","3.5.2.1.2","BG341","1188907"
"r_112","2023","BGN_tabl","3.5.2.3","BG341","727645947"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG341","197397616"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG341","530248331"
"r_112","2023","num","3.5.2.5","BG342","62"
"r_112","2023","num","3.5.2.4","BG342","2045"
"r_112","2023","num","3.5.2.6","BG342","593809"
"r_112","2023","num","3.5.2.2","BG342","100094"
"r_112","2023","num","3.5.2.2.1","BG342","76126"
"r_112","2023","num","3.5.2.2.2","BG342","23968"
"r_112","2023","num","3.5.2.1","BG342","51229"
"r_112","2023","num","3.5.2.1.1","BG342","43482"
"r_112","2023","num","3.5.2.1.2","BG342","7747"
"r_112","2023","BGN_tabl","3.5.2.3","BG342","6005306"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG342","3902396"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG342","2102910"
"r_112","2023","num","3.5.2.5","BG344","67"
"r_112","2023","num","3.5.2.4","BG344","5219"
"r_112","2023","num","3.5.2.6","BG344","1758272"
"r_112","2023","num","3.5.2.2","BG344","636963"
"r_112","2023","num","3.5.2.2.1","BG344","574340"
"r_112","2023","num","3.5.2.2.2","BG344","62623"
"r_112","2023","num","3.5.2.1","BG344","249818"
"r_112","2023","num","3.5.2.1.1","BG344","227999"
"r_112","2023","num","3.5.2.1.2","BG344","21819"
"r_112","2023","BGN_tabl","3.5.2.3","BG344","42614018"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG344","38230552"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG344","4383466"
"r_112","2023","num","3.5.2.5","BG343","21"
"r_112","2023","num","3.5.2.4","BG343","731"
"r_112","2023","num","3.5.2.6","BG343","245472"
"r_112","2023","num","3.5.2.2","BG343","48300"
"r_112","2023","num","3.5.2.2.1","BG343","36354"
"r_112","2023","num","3.5.2.2.2","BG343","11946"
"r_112","2023","num","3.5.2.1","BG343","21186"
"r_112","2023","num","3.5.2.1.1","BG343","17634"
"r_112","2023","num","3.5.2.1.2","BG343","3552"
"r_112","2023","BGN_tabl","3.5.2.3","BG343","2769967"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG343","1965592"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG343","804375"
"r_112","2023","num","3.5.2.5","BG4","1533"
"r_112","2023","num","3.5.2.4","BG4","88139"
"r_112","2023","num","3.5.2.6","BG4","27010462"
"r_112","2023","num","3.5.2.2","BG4","8594165"
"r_112","2023","num","3.5.2.2.1","BG4","5661448"
"r_112","2023","num","3.5.2.2.2","BG4","2932717"
"r_112","2023","num","3.5.2.1","BG4","3875272"
"r_112","2023","num","3.5.2.1.1","BG4","2637989"
"r_112","2023","num","3.5.2.1.2","BG4","1237283"
"r_112","2023","BGN_tabl","3.5.2.3","BG4","691503324"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG4","402154353"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG4","289348971"
"r_112","2023","num","3.5.2.5","BG41","666"
"r_112","2023","num","3.5.2.4","BG41","48680"
"r_112","2023","num","3.5.2.6","BG41","14968173"
"r_112","2023","num","3.5.2.2","BG41","4939678"
"r_112","2023","num","3.5.2.2.1","BG41","2609018"
"r_112","2023","num","3.5.2.2.2","BG41","2330660"
"r_112","2023","num","3.5.2.1","BG41","2262983"
"r_112","2023","num","3.5.2.1.1","BG41","1279246"
"r_112","2023","num","3.5.2.1.2","BG41","983737"
"r_112","2023","BGN_tabl","3.5.2.3","BG41","444277350"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG41","200410319"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG41","243867031"
"r_112","2023","num","3.5.2.5","BG413","259"
"r_112","2023","num","3.5.2.4","BG413","20397"
"r_112","2023","num","3.5.2.6","BG413","5868632"
"r_112","2023","num","3.5.2.2","BG413","1800095"
"r_112","2023","num","3.5.2.2.1","BG413","1154807"
"r_112","2023","num","3.5.2.2.2","BG413","645288"
"r_112","2023","num","3.5.2.1","BG413","709748"
"r_112","2023","num","3.5.2.1.1","BG413","506742"
"r_112","2023","num","3.5.2.1.2","BG413","203006"
"r_112","2023","BGN_tabl","3.5.2.3","BG413","156754422"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG413","98095497"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG413","58658925"
"r_112","2023","num","3.5.2.5","BG415","114"
"r_112","2023","num","3.5.2.4","BG415","4142"
"r_112","2023","num","3.5.2.6","BG415","1136531"
"r_112","2023","num","3.5.2.2","BG415","247772"
"r_112","2023","num","3.5.2.2.1","BG415","224270"
"r_112","2023","num","3.5.2.2.2","BG415","23502"
"r_112","2023","num","3.5.2.1","BG415","129002"
"r_112","2023","num","3.5.2.1.1","BG415","116871"
"r_112","2023","num","3.5.2.1.2","BG415","12131"
"r_112","2023","BGN_tabl","3.5.2.3","BG415","15632921"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG415","13906344"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG415","1726577"
"r_112","2023","num","3.5.2.5","BG414","13"
"r_112","2023","num","3.5.2.4","BG414","565"
"r_112","2023","num","3.5.2.6","BG414","185095"
"r_112","2023","num","3.5.2.2","BG414","47684"
"r_112","2023","num","3.5.2.2.1","BG414","36793"
"r_112","2023","num","3.5.2.2.2","BG414","10891"
"r_112","2023","num","3.5.2.1","BG414","21859"
"r_112","2023","num","3.5.2.1.1","BG414","17669"
"r_112","2023","num","3.5.2.1.2","BG414","4190"
"r_112","2023","BGN_tabl","3.5.2.3","BG414","2418665"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG414","1694056"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG414","724609"
"r_112","2023","num","3.5.2.5","BG412","125"
"r_112","2023","num","3.5.2.4","BG412","8095"
"r_112","2023","num","3.5.2.6","BG412","2394669"
"r_112","2023","num","3.5.2.2","BG412","658259"
"r_112","2023","num","3.5.2.2.1","BG412","428649"
"r_112","2023","num","3.5.2.2.2","BG412","229610"
"r_112","2023","num","3.5.2.1","BG412","256428"
"r_112","2023","num","3.5.2.1.1","BG412","194778"
"r_112","2023","num","3.5.2.1.2","BG412","61650"
"r_112","2023","BGN_tabl","3.5.2.3","BG412","49551508"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG412","28294843"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG412","21256665"
"r_112","2023","num","3.5.2.5","BG411","155"
"r_112","2023","num","3.5.2.4","BG411","15481"
"r_112","2023","num","3.5.2.6","BG411","5383246"
"r_112","2023","num","3.5.2.2","BG411","2185868"
"r_112","2023","num","3.5.2.2.1","BG411","764499"
"r_112","2023","num","3.5.2.2.2","BG411","1421369"
"r_112","2023","num","3.5.2.1","BG411","1145946"
"r_112","2023","num","3.5.2.1.1","BG411","443186"
"r_112","2023","num","3.5.2.1.2","BG411","702760"
"r_112","2023","BGN_tabl","3.5.2.3","BG411","219919834"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG411","58419579"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG411","161500255"
"r_112","2023","num","3.5.2.5","BG42","867"
"r_112","2023","num","3.5.2.4","BG42","39459"
"r_112","2023","num","3.5.2.6","BG42","12042289"
"r_112","2023","num","3.5.2.2","BG42","3654487"
"r_112","2023","num","3.5.2.2.1","BG42","3052430"
"r_112","2023","num","3.5.2.2.2","BG42","602057"
"r_112","2023","num","3.5.2.1","BG42","1612289"
"r_112","2023","num","3.5.2.1.1","BG42","1358743"
"r_112","2023","num","3.5.2.1.2","BG42","253546"
"r_112","2023","BGN_tabl","3.5.2.3","BG42","247225974"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG42","201744034"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG42","45481940"
"r_112","2023","num","3.5.2.5","BG425","92"
"r_112","2023","num","3.5.2.4","BG425","2757"
"r_112","2023","num","3.5.2.6","BG425","867560"
"r_112","2023","num","3.5.2.2","BG425","123585"
"r_112","2023","num","3.5.2.2.1","BG425","108487"
"r_112","2023","num","3.5.2.2.2","BG425","15098"
"r_112","2023","num","3.5.2.1","BG425","78411"
"r_112","2023","num","3.5.2.1.1","BG425","69561"
"r_112","2023","num","3.5.2.1.2","BG425","8850"
"r_112","2023","BGN_tabl","3.5.2.3","BG425","7209983"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG425","6368992"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG425","840991"
"r_112","2023","num","3.5.2.5","BG423","134"
"r_112","2023","num","3.5.2.4","BG423","8409"
"r_112","2023","num","3.5.2.6","BG423","2716991"
"r_112","2023","num","3.5.2.2","BG423","1131944"
"r_112","2023","num","3.5.2.2.1","BG423","1059758"
"r_112","2023","num","3.5.2.2.2","BG423","72186"
"r_112","2023","num","3.5.2.1","BG423","449459"
"r_112","2023","num","3.5.2.1.1","BG423","429070"
"r_112","2023","num","3.5.2.1.2","BG423","20389"
"r_112","2023","BGN_tabl","3.5.2.3","BG423","86761532"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG423","80495906"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG423","6265626"
"r_112","2023","num","3.5.2.5","BG421","278"
"r_112","2023","num","3.5.2.4","BG421","13478"
"r_112","2023","num","3.5.2.6","BG421","4414281"
"r_112","2023","num","3.5.2.2","BG421","1370231"
"r_112","2023","num","3.5.2.2.1","BG421","1041532"
"r_112","2023","num","3.5.2.2.2","BG421","328699"
"r_112","2023","num","3.5.2.1","BG421","649919"
"r_112","2023","num","3.5.2.1.1","BG421","502397"
"r_112","2023","num","3.5.2.1.2","BG421","147522"
"r_112","2023","BGN_tabl","3.5.2.3","BG421","93111787"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG421","68909691"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG421","24202096"
"r_112","2023","num","3.5.2.5","BG424","294"
"r_112","2023","num","3.5.2.4","BG424","12081"
"r_112","2023","num","3.5.2.6","BG424","3114060"
"r_112","2023","num","3.5.2.2","BG424","813518"
"r_112","2023","num","3.5.2.2.1","BG424","700739"
"r_112","2023","num","3.5.2.2.2","BG424","112779"
"r_112","2023","num","3.5.2.1","BG424","315645"
"r_112","2023","num","3.5.2.1.1","BG424","285890"
"r_112","2023","num","3.5.2.1.2","BG424","29755"
"r_112","2023","BGN_tabl","3.5.2.3","BG424","45972698"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG424","38176180"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG424","7796518"
"r_112","2023","num","3.5.2.5","BG422","69"
"r_112","2023","num","3.5.2.4","BG422","2734"
"r_112","2023","num","3.5.2.6","BG422","929397"
"r_112","2023","num","3.5.2.2","BG422","215209"
"r_112","2023","num","3.5.2.2.1","BG422","141914"
"r_112","2023","num","3.5.2.2.2","BG422","73295"
"r_112","2023","num","3.5.2.1","BG422","118855"
"r_112","2023","num","3.5.2.1.1","BG422","71825"
"r_112","2023","num","3.5.2.1.2","BG422","47030"
"r_112","2023","BGN_tabl","3.5.2.3","BG422","14169974"
"r_112","2023","BGN_tabl","3.5.2.3.1","BG422","7793265"
"r_112","2023","BGN_tabl","3.5.2.3.2","BG422","6376709"
"r_113","2024I","num","3.5.2.5","BG","2171"
"r_113","2024I","num","3.5.2.4","BG","128855"
"r_113","2024I","num","3.5.2.6","BG","3927729"
"r_113","2024I","num","3.5.2.2","BG","1030858"
"r_113","2024I","num","3.5.2.2.1","BG","608994"
"r_113","2024I","num","3.5.2.2.2","BG","421864"
"r_113","2024I","num","3.5.2.1","BG","432159"
"r_113","2024I","num","3.5.2.1.1","BG","290812"
"r_113","2024I","num","3.5.2.1.2","BG","141347"
"r_113","2024I","BGN_tabl","3.5.2.3","BG","91091475"
"r_113","2024I","BGN_tabl","3.5.2.3.1","BG","50938502"
"r_113","2024I","BGN_tabl","3.5.2.3.2","BG","40152973"
"r_113","2024I","num","3.5.2.5","BG3","948"
"r_113","2024I","num","3.5.2.4","BG3","51221"
"r_113","2024I","num","3.5.2.6","BG3","1554258"
"r_113","2024I","num","3.5.2.2","BG3","237694"
"r_113","2024I","num","3.5.2.2.1","BG3","179008"
"r_113","2024I","num","3.5.2.2.2","BG3","58686"
"r_113","2024I","num","3.5.2.1","BG3","110561"
"r_113","2024I","num","3.5.2.1.1","BG3","90312"
"r_113","2024I","num","3.5.2.1.2","BG3","20249"
"r_113","2024I","BGN_tabl","3.5.2.3","BG3","18324934"
"r_113","2024I","BGN_tabl","3.5.2.3.1","BG3","13590435"
"r_113","2024I","BGN_tabl","3.5.2.3.2","BG3","4734499"
"r_113","2024I","num","3.5.2.5","BG31","214"
"r_113","2024I","num","3.5.2.4","BG31","9044"
"r_113","2024I","num","3.5.2.6","BG31","269403"
"r_113","2024I","num","3.5.2.2","BG31","43004"
"r_113","2024I","num","3.5.2.2.1","BG31","33948"
"r_113","2024I","num","3.5.2.2.2","BG31","9056"
"r_113","2024I","num","3.5.2.1","BG31","20133"
"r_113","2024I","num","3.5.2.1.1","BG31","18394"
"r_113","2024I","num","3.5.2.1.2","BG31","1739"
"r_113","2024I","BGN_tabl","3.5.2.3","BG31","2865213"
"r_113","2024I","BGN_tabl","3.5.2.3.1","BG31","2483419"
"r_113","2024I","BGN_tabl","3.5.2.3.2","BG31","381794"
"r_113","2024I","num","3.5.2.5","BG311","23"
"r_113","2024I","num","3.5.2.4","BG311","859"
"r_113","2024I","num","3.5.2.6","BG311","25545"
"r_113","2024I","num","3.5.2.2","BG311","2821"
"r_113","2024I","num","3.5.2.2.1","BG311","2385"
"r_113","2024I","num","3.5.2.2.2","BG311","436"
"r_113","2024I","num","3.5.2.1","BG311","1965"
"r_113","2024I","num","3.5.2.1.1","BG311","1660"
"r_113","2024I","num","3.5.2.1.2","BG311","305"
"r_113","2024I","BGN_tabl","3.5.2.3","BG311","169237"
