RevisionColumn,PlaceResidence,Units,periods,GenderID,ValueColumn
"r_11","0","1000cp","2018Q1","2","1520.6"
"r_11","1","1000cp","2018Q1","0","2577.8"
"r_11","1","1000cp","2018Q1","1","1350"
"r_11","1","1000cp","2018Q1","2","1227.8"
"r_11","2","1000cp","2018Q1","0","710.3"
"r_11","2","1000cp","2018Q1","1","417.4"
"r_11","2","1000cp","2018Q1","2","292.8"
"r_12","0","1000cp","2018Q2","0","3339.3"
"r_12","0","1000cp","2018Q2","1","1787.9"
"r_12","0","1000cp","2018Q2","2","1551.4"
"r_12","1","1000cp","2018Q2","0","2599.2"
"r_12","1","1000cp","2018Q2","1","1355"
"r_12","1","1000cp","2018Q2","2","1244.2"
"r_12","2","1000cp","2018Q2","0","740.1"
"r_12","2","1000cp","2018Q2","1","432.8"
"r_12","2","1000cp","2018Q2","2","307.2"
"r_13","0","1000cp","2018Q3","0","3373.6"
"r_13","0","1000cp","2018Q3","1","1809.4"
"r_13","0","1000cp","2018Q3","2","1564.3"
"r_13","1","1000cp","2018Q3","0","2616.6"
"r_13","1","1000cp","2018Q3","1","1366.8"
"r_13","1","1000cp","2018Q3","2","1249.8"
"r_13","2","1000cp","2018Q3","0","757"
"r_13","2","1000cp","2018Q3","1","442.5"
"r_13","2","1000cp","2018Q3","2","314.5"
"r_14","0","1000cp","2018Q4","0","3303"
"r_14","0","1000cp","2018Q4","1","1783.5"
"r_14","0","1000cp","2018Q4","2","1519.5"
"r_14","1","1000cp","2018Q4","0","2587.3"
"r_14","1","1000cp","2018Q4","1","1358.5"
"r_14","1","1000cp","2018Q4","2","1228.7"
"r_14","2","1000cp","2018Q4","0","715.7"
"r_14","2","1000cp","2018Q4","1","424.9"
"r_14","2","1000cp","2018Q4","2","290.8"
"r_15","0","1000cp","2019Q1","0","3313.1"
"r_15","0","1000cp","2019Q1","1","1776.5"
"r_15","0","1000cp","2019Q1","2","1536.7"
"r_15","1","1000cp","2019Q1","0","2590.1"
"r_15","1","1000cp","2019Q1","1","1350.5"
"r_15","1","1000cp","2019Q1","2","1239.6"
"r_15","2","1000cp","2019Q1","0","723.1"
"r_15","2","1000cp","2019Q1","1","426"
"r_15","2","1000cp","2019Q1","2","297.1"
"r_16","0","1000cp","2019Q2","0","3404.8"
"r_16","0","1000cp","2019Q2","1","1815.9"
"r_16","0","1000cp","2019Q2","2","1589"
"r_16","1","1000cp","2019Q2","0","2639"
"r_16","1","1000cp","2019Q2","1","1370.3"
"r_16","1","1000cp","2019Q2","2","1268.6"
"r_16","2","1000cp","2019Q2","0","765.9"
"r_16","2","1000cp","2019Q2","1","445.6"
"r_16","2","1000cp","2019Q2","2","320.3"
"r_17","0","1000cp","2019Q3","0","3424.6"
"r_17","0","1000cp","2019Q3","1","1842.1"
"r_17","0","1000cp","2019Q3","2","1582.4"
"r_17","1","1000cp","2019Q3","0","2650.7"
"r_17","1","1000cp","2019Q3","1","1390.6"
"r_17","1","1000cp","2019Q3","2","1260.1"
"r_17","2","1000cp","2019Q3","0","773.9"
"r_17","2","1000cp","2019Q3","1","451.5"
"r_17","2","1000cp","2019Q3","2","322.3"
"r_18","0","1000cp","2019Q4","0","3361.2"
"r_18","0","1000cp","2019Q4","1","1822.9"
"r_18","0","1000cp","2019Q4","2","1538.3"
"r_18","1","1000cp","2019Q4","0","2614.1"
"r_18","1","1000cp","2019Q4","1","1378.7"
"r_18","1","1000cp","2019Q4","2","1235.4"
"r_18","2","1000cp","2019Q4","0","747.1"
"r_18","2","1000cp","2019Q4","1","444.2"
"r_18","2","1000cp","2019Q4","2","302.9"
"r_19","0","1000cp","2020Q1","0","3256.1"
"r_19","0","1000cp","2020Q1","1","1753"
"r_19","0","1000cp","2020Q1","2","1503"
"r_19","1","1000cp","2020Q1","0","2530.4"
"r_19","1","1000cp","2020Q1","1","1320.2"
"r_19","1","1000cp","2020Q1","2","1210.2"
"r_19","2","1000cp","2020Q1","0","725.7"
"r_19","2","1000cp","2020Q1","1","432.8"
"r_19","2","1000cp","2020Q1","2","292.8"
"r_20","0","1000cp","2020Q2","0","3271.8"
"r_20","0","1000cp","2020Q2","1","1750.1"
"r_20","0","1000cp","2020Q2","2","1521.7"
"r_20","1","1000cp","2020Q2","0","2528.2"
"r_20","1","1000cp","2020Q2","1","1311.8"
"r_20","1","1000cp","2020Q2","2","1216.4"
"r_20","2","1000cp","2020Q2","0","743.6"
"r_20","2","1000cp","2020Q2","1","438.3"
"r_20","2","1000cp","2020Q2","2","305.3"
"r_21","0","1000cp","2020Q3","0","3333.6"
"r_21","0","1000cp","2020Q3","1","1798.4"
"r_21","0","1000cp","2020Q3","2","1535.2"
"r_21","1","1000cp","2020Q3","0","2535.6"
"r_21","1","1000cp","2020Q3","1","1330.1"
"r_21","1","1000cp","2020Q3","2","1205.5"
"r_21","2","1000cp","2020Q3","0","798"
"r_21","2","1000cp","2020Q3","1","468.3"
"r_21","2","1000cp","2020Q3","2","329.7"
"r_22","0","1000cp","2020Q4","0","3299.9"
"r_22","0","1000cp","2020Q4","1","1788"
"r_22","0","1000cp","2020Q4","2","1511.9"
"r_22","1","1000cp","2020Q4","0","2534.4"
"r_22","1","1000cp","2020Q4","1","1330.9"
"r_22","1","1000cp","2020Q4","2","1203.5"
"r_22","2","1000cp","2020Q4","0","765.5"
"r_22","2","1000cp","2020Q4","1","457.2"
"r_22","2","1000cp","2020Q4","2","308.4"
"r_31","0","1000cp","2023Q1","0","3062.9"
"r_31","0","1000cp","2023Q1","1","1618.3"
"r_31","0","1000cp","2023Q1","2","1444.6"
"r_31","1","1000cp","2023Q1","0","2375.1"
"r_31","1","1000cp","2023Q1","1","1224.9"
"r_31","1","1000cp","2023Q1","2","1150.1"
"r_31","2","1000cp","2023Q1","0","687.8"
"r_31","2","1000cp","2023Q1","1","393.4"
"r_31","2","1000cp","2023Q1","2","294.5"
"r_32","0","1000cp","2023Q2","0","3055.3"
"r_32","0","1000cp","2023Q2","1","1620.1"
"r_32","0","1000cp","2023Q2","2","1435.2"
"r_32","1","1000cp","2023Q2","0","2363.7"
"r_32","1","1000cp","2023Q2","1","1221.7"
"r_32","1","1000cp","2023Q2","2","1141.9"
"r_32","2","1000cp","2023Q2","0","691.7"
"r_32","2","1000cp","2023Q2","1","398.4"
"r_32","2","1000cp","2023Q2","2","293.3"
"r_33","0","1000cp","2023Q3","0","3089.6"
"r_33","0","1000cp","2023Q3","1","1636.7"
"r_33","0","1000cp","2023Q3","2","1452.9"
"r_33","1","1000cp","2023Q3","0","2386.9"
"r_33","1","1000cp","2023Q3","1","1230.8"
"r_33","1","1000cp","2023Q3","2","1156"
"r_33","2","1000cp","2023Q3","0","702.8"
"r_33","2","1000cp","2023Q3","1","405.9"
"r_33","2","1000cp","2023Q3","2","296.9"
"r_34","0","1000cp","2022Q1","0","3011.6"
"r_34","0","1000cp","2022Q1","1","1596.4"
"r_34","0","1000cp","2022Q1","2","1415.3"
"r_34","1","1000cp","2022Q1","0","2345.9"
"r_34","1","1000cp","2022Q1","1","1211.3"
"r_34","1","1000cp","2022Q1","2","1134.5"
"r_34","2","1000cp","2022Q1","0","665.8"
"r_34","2","1000cp","2022Q1","1","385.1"
"r_34","2","1000cp","2022Q1","2","280.7"
"r_35","0","1000cp","2022Q2","0","3052.4"
"r_35","0","1000cp","2022Q2","1","1624.5"
"r_35","0","1000cp","2022Q2","2","1427.8"
"r_35","1","1000cp","2022Q2","0","2368.8"
"r_35","1","1000cp","2022Q2","1","1226"
"r_35","1","1000cp","2022Q2","2","1142.8"
"r_35","2","1000cp","2022Q2","0","683.5"
"r_35","2","1000cp","2022Q2","1","398.5"
"r_35","2","1000cp","2022Q2","2","285"
"r_36","0","1000cp","2022Q3","0","3111.2"
"r_36","0","1000cp","2022Q3","1","1661.4"
"r_36","0","1000cp","2022Q3","2","1449.8"
"r_36","1","1000cp","2022Q3","0","2412.8"
"r_36","1","1000cp","2022Q3","1","1253.7"
"r_36","1","1000cp","2022Q3","2","1159.1"
"r_36","2","1000cp","2022Q3","0","698.4"
"r_36","2","1000cp","2022Q3","1","407.7"
"r_36","2","1000cp","2022Q3","2","290.7"
"r_37","0","1000cp","2022Q4","0","3096.1"
"r_37","0","1000cp","2022Q4","1","1645.5"
"r_37","0","1000cp","2022Q4","2","1450.7"
"r_37","1","1000cp","2022Q4","0","2399.9"
"r_37","1","1000cp","2022Q4","1","1240.8"
"r_37","1","1000cp","2022Q4","2","1159"
"r_37","2","1000cp","2022Q4","0","696.3"
"r_37","2","1000cp","2022Q4","1","404.6"
"r_37","2","1000cp","2022Q4","2","291.6"
"r_38","0","1000cp","2023Q4","0","3049.2"
"r_38","0","1000cp","2023Q4","1","1625.4"
"r_38","0","1000cp","2023Q4","2","1423.8"
"r_38","1","1000cp","2023Q4","0","2362.8"
"r_38","1","1000cp","2023Q4","1","1224.5"
"r_38","1","1000cp","2023Q4","2","1138.4"
"r_38","2","1000cp","2023Q4","0","686.3"
"r_38","2","1000cp","2023Q4","1","400.9"
"r_38","2","1000cp","2023Q4","2","285.4"
"r_39","0","1000cp","2024Q1","0","3059.8"
"r_39","0","1000cp","2024Q1","1","1628.3"
"r_39","0","1000cp","2024Q1","2","1431.6"
"r_39","1","1000cp","2024Q1","0","2362.6"
"r_39","1","1000cp","2024Q1","1","1223.2"
"r_39","1","1000cp","2024Q1","2","1139.4"
"r_39","2","1000cp","2024Q1","0","697.2"
"r_39","2","1000cp","2024Q1","1","405.1"
"r_39","2","1000cp","2024Q1","2","292.2"
"r_40","0","1000cp","2021Q1","0","3027.2"
"r_40","0","1000cp","2021Q1","1","1622.4"
"r_40","0","1000cp","2021Q1","2","1404.8"
"r_40","1","1000cp","2021Q1","0","2344.4"
"r_40","1","1000cp","2021Q1","1","1218.3"
"r_40","1","1000cp","2021Q1","2","1126.2"
"r_40","2","1000cp","2021Q1","0","682.7"
"r_40","2","1000cp","2021Q1","1","404.1"
"r_40","2","1000cp","2021Q1","2","278.6"
"r_41","0","1000cp","2021Q2","0","3034.7"
"r_41","0","1000cp","2021Q2","1","1622.3"
"r_41","0","1000cp","2021Q2","2","1412.4"
"r_41","1","1000cp","2021Q2","0","2345.3"
"r_41","1","1000cp","2021Q2","1","1215.2"
"r_41","1","1000cp","2021Q2","2","1130.1"
"r_41","2","1000cp","2021Q2","0","689.4"
"r_41","2","1000cp","2021Q2","1","407.1"
"r_41","2","1000cp","2021Q2","2","282.3"
"r_42","0","1000cp","2021Q3","0","3065.4"
"r_42","0","1000cp","2021Q3","1","1638.3"
"r_42","0","1000cp","2021Q3","2","1427"
"r_42","1","1000cp","2021Q3","0","2368.8"
"r_42","1","1000cp","2021Q3","1","1229.3"
"r_42","1","1000cp","2021Q3","2","1139.5"
"r_42","2","1000cp","2021Q3","0","696.6"
"r_42","2","1000cp","2021Q3","1","409"
"r_42","2","1000cp","2021Q3","2","287.5"
"r_43","0","1000cp","2021Q4","0","3008.5"
"r_43","0","1000cp","2021Q4","1","1608.6"
"r_43","0","1000cp","2021Q4","2","1399.9"
"r_43","1","1000cp","2021Q4","0","2334.7"
"r_43","1","1000cp","2021Q4","1","1214"
"r_43","1","1000cp","2021Q4","2","1120.7"
"r_43","2","1000cp","2021Q4","0","673.8"
"r_43","2","1000cp","2021Q4","1","394.6"
"r_43","2","1000cp","2021Q4","2","279.2"
"r_44","0","1000cp","2024Q2","0","3060.6"
"r_44","0","1000cp","2024Q2","1","1625.6"
"r_44","0","1000cp","2024Q2","2","1435"
"r_44","1","1000cp","2024Q2","0","2356"
"r_44","1","1000cp","2024Q2","1","1218.9"
"r_44","1","1000cp","2024Q2","2","1137"
"r_44","2","1000cp","2024Q2","0","704.7"
"r_44","2","1000cp","2024Q2","1","406.7"
"r_44","2","1000cp","2024Q2","2","298"
"r_45","0","1000cp","2024Q3","0","3075.1"
"r_45","0","1000cp","2024Q3","1","1633.2"
"r_45","0","1000cp","2024Q3","2","1441.9"
"r_45","1","1000cp","2024Q3","0","2372.7"
"r_45","1","1000cp","2024Q3","1","1228.2"
"r_45","1","1000cp","2024Q3","2","1144.6"
"r_45","2","1000cp","2024Q3","0","702.4"
"r_45","2","1000cp","2024Q3","1","405"
"r_45","2","1000cp","2024Q3","2","297.3"
"r_46","0","1000cp","2024Q4","0","3045.8"
"r_46","0","1000cp","2024Q4","1","1615"
"r_46","0","1000cp","2024Q4","2","1430.8"
"r_46","1","1000cp","2024Q4","0","2367.1"
"r_46","1","1000cp","2024Q4","1","1222.9"
"r_46","1","1000cp","2024Q4","2","1144.2"
"r_46","2","1000cp","2024Q4","0","678.6"
"r_46","2","1000cp","2024Q4","1","392.1"
"r_46","2","1000cp","2024Q4","2","286.5"
"r_47","0","1000cp","2025Q1","0","3027.6"
"r_47","0","1000cp","2025Q1","1","1609.1"
"r_47","0","1000cp","2025Q1","2","1418.5"
"r_47","1","1000cp","2025Q1","0","2357"
"r_47","1","1000cp","2025Q1","1","1220"
"r_47","1","1000cp","2025Q1","2","1137"
"r_47","2","1000cp","2025Q1","0","670.6"
"r_47","2","1000cp","2025Q1","1","389"
"r_47","2","1000cp","2025Q1","2","281.5"
"r_48","0","1000cp","2025Q2","0","3044.6"
"r_48","0","1000cp","2025Q2","1","1614.9"
"r_48","0","1000cp","2025Q2","2","1429.6"
"r_48","1","1000cp","2025Q2","0","2354.2"
"r_48","1","1000cp","2025Q2","1","1217.6"
"r_48","1","1000cp","2025Q2","2","1136.6"
"r_48","2","1000cp","2025Q2","0","690.3"
"r_48","2","1000cp","2025Q2","1","397.3"
"r_48","2","1000cp","2025Q2","2","293"
"r_49","0","1000cp","2025Q3","0","3060.5"
"r_49","0","1000cp","2025Q3","1","1622.6"
"r_49","0","1000cp","2025Q3","2","1437.9"
"r_49","1","1000cp","2025Q3","0","2370.8"
"r_49","1","1000cp","2025Q3","1","1226.1"
"r_49","1","1000cp","2025Q3","2","1144.7"
"r_49","2","1000cp","2025Q3","0","689.7"
"r_49","2","1000cp","2025Q3","1","396.5"
"r_49","2","1000cp","2025Q3","2","293.2"
