RevisionColumn,NACE2008A21,periods,SZCLS_EMPL,Indicators,Units,ValueColumn
"r_1","I","2019","5","3.1.1.03.3","1000BGN","2666480"
"r_1","I","2019","5","3.1.1.03.4","1000BGN","1828811"
"r_1","I","2019","5","3.1.1.03.5","1000BGN","1765494"
"r_1","I","2020","5","3.1.1.03.1","num","202"
"r_1","I","2020","5","3.1.1.03.2","num","17647"
"r_1","I","2020","5","3.1.1.03.3","1000BGN","2262725"
"r_1","I","2020","5","3.1.1.03.4","1000BGN","982314"
"r_1","I","2020","5","3.1.1.03.5","1000BGN","1015732"
"r_1","I","2008","6","3.1.1.03.1","num","29"
"r_1","I","2008","6","3.1.1.03.2","num","13304"
"r_1","I","2008","6","3.1.1.03.3","1000BGN","1059004"
"r_1","I","2008","6","3.1.1.03.4","1000BGN","565256"
"r_1","I","2008","6","3.1.1.03.5","1000BGN","523285"
"r_1","I","2009","6","3.1.1.03.1","num","23"
"r_1","I","2009","6","3.1.1.03.2","num","10918"
"r_1","I","2009","6","3.1.1.03.3","1000BGN","968359"
"r_1","I","2009","6","3.1.1.03.4","1000BGN","472061"
"r_1","I","2009","6","3.1.1.03.5","1000BGN","437415"
"r_1","I","2010","6","3.1.1.03.1","num","24"
"r_1","I","2010","6","3.1.1.03.2","num","11614"
"r_1","I","2010","6","3.1.1.03.3","1000BGN","1065216"
"r_1","I","2010","6","3.1.1.03.4","1000BGN","435437"
"r_1","I","2010","6","3.1.1.03.5","1000BGN","427953"
"r_1","I","2011","6","3.1.1.03.1","num","23"
"r_1","I","2011","6","3.1.1.03.2","num","11510"
"r_1","I","2011","6","3.1.1.03.3","1000BGN","990399"
"r_1","I","2011","6","3.1.1.03.4","1000BGN","457124"
"r_1","I","2011","6","3.1.1.03.5","1000BGN","446071"
"r_1","I","2012","6","3.1.1.03.1","num","21"
"r_1","I","2012","6","3.1.1.03.2","num","10444"
"r_1","I","2012","6","3.1.1.03.3","1000BGN","1020654"
"r_1","I","2012","6","3.1.1.03.4","1000BGN","436445"
"r_1","I","2012","6","3.1.1.03.5","1000BGN","411557"
"r_1","I","2013","6","3.1.1.03.1","num","23"
"r_1","I","2013","6","3.1.1.03.2","num","11355"
"r_1","I","2013","6","3.1.1.03.3","1000BGN","1147832"
"r_1","I","2013","6","3.1.1.03.4","1000BGN","496081"
"r_1","I","2013","6","3.1.1.03.5","1000BGN","474588"
"r_1","I","2014","6","3.1.1.03.1","num","23"
"r_1","I","2014","6","3.1.1.03.2","num","11185"
"r_1","I","2014","6","3.1.1.03.3","1000BGN","1235812"
"r_1","I","2014","6","3.1.1.03.4","1000BGN","553483"
"r_1","I","2014","6","3.1.1.03.5","1000BGN","512458"
"r_1","I","2015","6","3.1.1.03.1","num","21"
"r_1","I","2015","6","3.1.1.03.2","num","10341"
"r_1","I","2015","6","3.1.1.03.3","1000BGN","1178934"
"r_1","I","2015","6","3.1.1.03.4","1000BGN","482804"
"r_1","I","2015","6","3.1.1.03.5","1000BGN","480429"
"r_1","I","2016","6","3.1.1.03.1","num","21"
"r_1","I","2016","6","3.1.1.03.2","num","11093"
"r_1","I","2016","6","3.1.1.03.3","1000BGN","1170200"
"r_1","I","2016","6","3.1.1.03.4","1000BGN","502389"
"r_1","I","2016","6","3.1.1.03.5","1000BGN","490458"
"r_1","I","2017","6","3.1.1.03.1","num","17"
"r_1","I","2017","6","3.1.1.03.2","num","10179"
"r_1","I","2017","6","3.1.1.03.3","1000BGN","1212195"
"r_1","I","2017","6","3.1.1.03.4","1000BGN","518403"
"r_1","I","2017","6","3.1.1.03.5","1000BGN","485493"
"r_1","I","2018","6","3.1.1.03.1","num","19"
"r_1","I","2018","6","3.1.1.03.2","num","10777"
"r_1","I","2018","6","3.1.1.03.3","1000BGN","1256482"
"r_1","I","2018","6","3.1.1.03.4","1000BGN","576320"
"r_1","I","2018","6","3.1.1.03.5","1000BGN","574806"
"r_1","I","2019","6","3.1.1.03.1","num","20"
"r_1","I","2019","6","3.1.1.03.2","num","10101"
"r_1","I","2019","6","3.1.1.03.3","1000BGN","1044382"
"r_1","I","2019","6","3.1.1.03.4","1000BGN","643018"
"r_1","I","2019","6","3.1.1.03.5","1000BGN","609563"
"r_1","I","2020","6","3.1.1.03.1","num","11"
"r_1","I","2020","6","3.1.1.03.2","num","5314"
"r_1","I","2020","6","3.1.1.03.3","1000BGN","781440"
"r_1","I","2020","6","3.1.1.03.4","1000BGN","298675"
"r_1","I","2020","6","3.1.1.03.5","1000BGN","321410"
"r_1","J","2008","0","3.1.1.03.1","num","6697"
"r_1","J","2008","0","3.1.1.03.2","num","60515"
"r_1","J","2008","0","3.1.1.03.3","1000BGN","3721556"
"r_1","J","2008","0","3.1.1.03.4","1000BGN","7038539"
"r_1","J","2008","0","3.1.1.03.5","1000BGN","7295717"
"r_1","J","2009","0","3.1.1.03.1","num","8254"
"r_1","J","2009","0","3.1.1.03.2","num","65209"
"r_1","J","2009","0","3.1.1.03.3","1000BGN","3497713"
"r_1","J","2009","0","3.1.1.03.4","1000BGN","7224548"
"r_1","J","2009","0","3.1.1.03.5","1000BGN","6576715"
"r_1","J","2010","0","3.1.1.03.1","num","8369"
"r_1","J","2010","0","3.1.1.03.2","num","66442"
"r_1","J","2010","0","3.1.1.03.3","1000BGN","3501173"
"r_1","J","2010","0","3.1.1.03.4","1000BGN","6919518"
"r_1","J","2010","0","3.1.1.03.5","1000BGN","6670421"
"r_1","J","2011","0","3.1.1.03.1","num","8924"
"r_1","J","2011","0","3.1.1.03.2","num","68581"
"r_1","J","2011","0","3.1.1.03.3","1000BGN","3391292"
"r_1","J","2011","0","3.1.1.03.4","1000BGN","7598536"
"r_1","J","2011","0","3.1.1.03.5","1000BGN","7536189"
"r_1","J","2012","0","3.1.1.03.1","num","9593"
"r_1","J","2012","0","3.1.1.03.2","num","72433"
"r_1","J","2012","0","3.1.1.03.3","1000BGN","3240823"
"r_1","J","2012","0","3.1.1.03.4","1000BGN","8050348"
"r_1","J","2012","0","3.1.1.03.5","1000BGN","8421133"
"r_1","J","2013","0","3.1.1.03.1","num","10343"
"r_1","J","2013","0","3.1.1.03.2","num","75819"
"r_1","J","2013","0","3.1.1.03.3","1000BGN","3102531"
"r_1","J","2013","0","3.1.1.03.4","1000BGN","7795176"
"r_1","J","2013","0","3.1.1.03.5","1000BGN","7723710"
"r_1","J","2014","0","3.1.1.03.1","num","11124"
"r_1","J","2014","0","3.1.1.03.2","num","78020"
"r_1","J","2014","0","3.1.1.03.3","1000BGN","3024030"
"r_1","J","2014","0","3.1.1.03.4","1000BGN","7922123"
"r_1","J","2014","0","3.1.1.03.5","1000BGN","8554594"
"r_1","J","2015","0","3.1.1.03.1","num","12042"
"r_1","J","2015","0","3.1.1.03.2","num","84713"
"r_1","J","2015","0","3.1.1.03.3","1000BGN","3212213"
"r_1","J","2015","0","3.1.1.03.4","1000BGN","9259507"
"r_1","J","2015","0","3.1.1.03.5","1000BGN","8704386"
"r_1","J","2016","0","3.1.1.03.1","num","13063"
"r_1","J","2016","0","3.1.1.03.2","num","93216"
"r_1","J","2016","0","3.1.1.03.3","1000BGN","3235112"
"r_1","J","2016","0","3.1.1.03.4","1000BGN","9499621"
"r_1","J","2016","0","3.1.1.03.5","1000BGN","8701815"
"r_1","J","2017","0","3.1.1.03.1","num","13700"
"r_1","J","2017","0","3.1.1.03.2","num","99214"
"r_1","J","2017","0","3.1.1.03.3","1000BGN","3269934"
"r_1","J","2017","0","3.1.1.03.4","1000BGN","10623041"
"r_1","J","2017","0","3.1.1.03.5","1000BGN","9721178"
"r_1","J","2018","0","3.1.1.03.1","num","14513"
"r_1","J","2018","0","3.1.1.03.2","num","105344"
"r_1","J","2018","0","3.1.1.03.3","1000BGN","3276550"
"r_1","J","2018","0","3.1.1.03.4","1000BGN","12306493"
"r_1","J","2018","0","3.1.1.03.5","1000BGN","11105083"
"r_1","J","2019","0","3.1.1.03.1","num","15375"
"r_1","J","2019","0","3.1.1.03.2","num","112415"
"r_1","J","2019","0","3.1.1.03.3","1000BGN","4214438"
"r_1","J","2019","0","3.1.1.03.4","1000BGN","13772129"
"r_1","J","2019","0","3.1.1.03.5","1000BGN","11944249"
"r_1","J","2020","0","3.1.1.03.1","num","15632"
"r_1","J","2020","0","3.1.1.03.2","num","115700"
"r_1","J","2020","0","3.1.1.03.3","1000BGN","3248337"
"r_1","J","2020","0","3.1.1.03.4","1000BGN","15160249"
"r_1","J","2020","0","3.1.1.03.5","1000BGN","12868464"
"r_1","J","2008","1","3.1.1.03.1","num","5862"
"r_1","J","2008","1","3.1.1.03.2","num","11841"
"r_1","J","2008","1","3.1.1.03.3","1000BGN","154521"
"r_1","J","2008","1","3.1.1.03.4","1000BGN","783442"
"r_1","J","2008","1","3.1.1.03.5","1000BGN","1536405"
"r_1","J","2009","1","3.1.1.03.1","num","7370"
"r_1","J","2009","1","3.1.1.03.2","num","13887"
"r_1","J","2009","1","3.1.1.03.3","1000BGN","176877"
"r_1","J","2009","1","3.1.1.03.4","1000BGN","1167582"
"r_1","J","2009","1","3.1.1.03.5","1000BGN","1113520"
"r_1","J","2010","1","3.1.1.03.1","num","7508"
"r_1","J","2010","1","3.1.1.03.2","num","14072"
"r_1","J","2010","1","3.1.1.03.3","1000BGN","199255"
"r_1","J","2010","1","3.1.1.03.4","1000BGN","838484"
"r_1","J","2010","1","3.1.1.03.5","1000BGN","1207396"
"r_1","J","2011","1","3.1.1.03.1","num","8036"
"r_1","J","2011","1","3.1.1.03.2","num","14257"
"r_1","J","2011","1","3.1.1.03.3","1000BGN","249676"
"r_1","J","2011","1","3.1.1.03.4","1000BGN","1119384"
"r_1","J","2011","1","3.1.1.03.5","1000BGN","1438150"
"r_1","J","2012","1","3.1.1.03.1","num","8692"
"r_1","J","2012","1","3.1.1.03.2","num","15097"
"r_1","J","2012","1","3.1.1.03.3","1000BGN","301020"
"r_1","J","2012","1","3.1.1.03.4","1000BGN","1616858"
"r_1","J","2012","1","3.1.1.03.5","1000BGN","2278609"
"r_1","J","2013","1","3.1.1.03.1","num","9406"
"r_1","J","2013","1","3.1.1.03.2","num","16105"
"r_1","J","2013","1","3.1.1.03.3","1000BGN","311689"
"r_1","J","2013","1","3.1.1.03.4","1000BGN","1316918"
"r_1","J","2013","1","3.1.1.03.5","1000BGN","1472485"
"r_1","J","2014","1","3.1.1.03.1","num","10143"
"r_1","J","2014","1","3.1.1.03.2","num","16852"
"r_1","J","2014","1","3.1.1.03.3","1000BGN","575585"
"r_1","J","2014","1","3.1.1.03.4","1000BGN","1454292"
"r_1","J","2014","1","3.1.1.03.5","1000BGN","1510489"
"r_1","J","2015","1","3.1.1.03.1","num","10976"
"r_1","J","2015","1","3.1.1.03.2","num","17888"
"r_1","J","2015","1","3.1.1.03.3","1000BGN","428901"
"r_1","J","2015","1","3.1.1.03.4","1000BGN","1770033"
"r_1","J","2015","1","3.1.1.03.5","1000BGN","1697793"
"r_1","J","2016","1","3.1.1.03.1","num","11951"
"r_1","J","2016","1","3.1.1.03.2","num","19650"
"r_1","J","2016","1","3.1.1.03.3","1000BGN","406785"
"r_1","J","2016","1","3.1.1.03.4","1000BGN","1741452"
"r_1","J","2016","1","3.1.1.03.5","1000BGN","1507657"
"r_1","J","2017","1","3.1.1.03.1","num","12520"
"r_1","J","2017","1","3.1.1.03.2","num","20562"
"r_1","J","2017","1","3.1.1.03.3","1000BGN","514135"
"r_1","J","2017","1","3.1.1.03.4","1000BGN","2156460"
"r_1","J","2017","1","3.1.1.03.5","1000BGN","1753288"
"r_1","J","2018","1","3.1.1.03.1","num","13298"
"r_1","J","2018","1","3.1.1.03.2","num","21697"
"r_1","J","2018","1","3.1.1.03.3","1000BGN","411242"
"r_1","J","2018","1","3.1.1.03.4","1000BGN","2942030"
"r_1","J","2018","1","3.1.1.03.5","1000BGN","2508119"
"r_1","J","2019","1","3.1.1.03.1","num","14068"
"r_1","J","2019","1","3.1.1.03.2","num","22648"
"r_1","J","2019","1","3.1.1.03.3","1000BGN","428518"
"r_1","J","2019","1","3.1.1.03.4","1000BGN","2998713"
"r_1","J","2019","1","3.1.1.03.5","1000BGN","2408905"
"r_1","J","2020","1","3.1.1.03.1","num","14358"
"r_1","J","2020","1","3.1.1.03.2","num","23092"
"r_1","J","2020","1","3.1.1.03.3","1000BGN","479604"
"r_1","J","2020","1","3.1.1.03.4","1000BGN","3515228"
"r_1","J","2020","1","3.1.1.03.5","1000BGN","2558957"
"r_1","J","2008","4","3.1.1.03.1","num","667"
"r_1","J","2008","4","3.1.1.03.2","num","13178"
"r_1","J","2008","4","3.1.1.03.3","1000BGN","374879"
"r_1","J","2008","4","3.1.1.03.4","1000BGN","956737"
"r_1","J","2008","4","3.1.1.03.5","1000BGN","896037"
"r_1","J","2009","4","3.1.1.03.1","num","704"
"r_1","J","2009","4","3.1.1.03.2","num","14077"
"r_1","J","2009","4","3.1.1.03.3","1000BGN","327436"
"r_1","J","2009","4","3.1.1.03.4","1000BGN","956691"
"r_1","J","2009","4","3.1.1.03.5","1000BGN","913480"
"r_1","J","2010","4","3.1.1.03.1","num","685"
"r_1","J","2010","4","3.1.1.03.2","num","13903"
"r_1","J","2010","4","3.1.1.03.3","1000BGN","234599"
"r_1","J","2010","4","3.1.1.03.4","1000BGN","937867"
"r_1","J","2010","4","3.1.1.03.5","1000BGN","874819"
"r_1","J","2011","4","3.1.1.03.1","num","710"
"r_1","J","2011","4","3.1.1.03.2","num","14622"
"r_1","J","2011","4","3.1.1.03.3","1000BGN","325717"
"r_1","J","2011","4","3.1.1.03.4","1000BGN","974000"
"r_1","J","2011","4","3.1.1.03.5","1000BGN","935603"
"r_1","J","2012","4","3.1.1.03.1","num","712"
"r_1","J","2012","4","3.1.1.03.2","num","14787"
"r_1","J","2012","4","3.1.1.03.3","1000BGN","347703"
"r_1","J","2012","4","3.1.1.03.4","1000BGN","1103915"
"r_1","J","2012","4","3.1.1.03.5","1000BGN","1006685"
"r_1","J","2013","4","3.1.1.03.1","num","742"
"r_1","J","2013","4","3.1.1.03.2","num","15391"
"r_1","J","2013","4","3.1.1.03.3","1000BGN","373895"
"r_1","J","2013","4","3.1.1.03.4","1000BGN","1200569"
"r_1","J","2013","4","3.1.1.03.5","1000BGN","1087898"
"r_1","J","2014","4","3.1.1.03.1","num","778"
"r_1","J","2014","4","3.1.1.03.2","num","16037"
"r_1","J","2014","4","3.1.1.03.3","1000BGN","254512"
"r_1","J","2014","4","3.1.1.03.4","1000BGN","1290903"
"r_1","J","2014","4","3.1.1.03.5","1000BGN","1161315"
"r_1","J","2015","4","3.1.1.03.1","num","846"
"r_1","J","2015","4","3.1.1.03.2","num","17101"
"r_1","J","2015","4","3.1.1.03.3","1000BGN","574289"
"r_1","J","2015","4","3.1.1.03.4","1000BGN","1510719"
"r_1","J","2015","4","3.1.1.03.5","1000BGN","1357035"
"r_1","J","2016","4","3.1.1.03.1","num","871"
"r_1","J","2016","4","3.1.1.03.2","num","17866"
"r_1","J","2016","4","3.1.1.03.3","1000BGN","665727"
"r_1","J","2016","4","3.1.1.03.4","1000BGN","1672793"
"r_1","J","2016","4","3.1.1.03.5","1000BGN","1551699"
"r_1","J","2017","4","3.1.1.03.1","num","927"
"r_1","J","2017","4","3.1.1.03.2","num","19043"
"r_1","J","2017","4","3.1.1.03.3","1000BGN","700422"
"r_1","J","2017","4","3.1.1.03.4","1000BGN","1800053"
"r_1","J","2017","4","3.1.1.03.5","1000BGN","1653860"
"r_1","J","2018","4","3.1.1.03.1","num","953"
"r_1","J","2018","4","3.1.1.03.2","num","19804"
"r_1","J","2018","4","3.1.1.03.3","1000BGN","821676"
"r_1","J","2018","4","3.1.1.03.4","1000BGN","1948889"
"r_1","J","2018","4","3.1.1.03.5","1000BGN","1832469"
"r_1","J","2019","4","3.1.1.03.1","num","1010"
"r_1","J","2019","4","3.1.1.03.2","num","20356"
"r_1","J","2019","4","3.1.1.03.3","1000BGN","870922"
"r_1","J","2019","4","3.1.1.03.4","1000BGN","2202199"
"r_1","J","2019","4","3.1.1.03.5","1000BGN","1945450"
"r_1","J","2020","4","3.1.1.03.1","num","970"
"r_1","J","2020","4","3.1.1.03.2","num","20207"
"r_1","J","2020","4","3.1.1.03.3","1000BGN","681878"
"r_1","J","2020","4","3.1.1.03.4","1000BGN","2293198"
"r_1","J","2020","4","3.1.1.03.5","1000BGN","2104191"
"r_1","J","2008","5","3.1.1.03.1","num","147"
"r_1","J","2008","5","3.1.1.03.2","num","14589"
"r_1","J","2008","5","3.1.1.03.3","1000BGN","623936"
"r_1","J","2008","5","3.1.1.03.4","1000BGN","1412434"
"r_1","J","2008","5","3.1.1.03.5","1000BGN","1440399"
"r_1","J","2009","5","3.1.1.03.1","num","159"
"r_1","J","2009","5","3.1.1.03.2","num","16131"
"r_1","J","2009","5","3.1.1.03.3","1000BGN","345868"
"r_1","J","2009","5","3.1.1.03.4","1000BGN","1172818"
"r_1","J","2009","5","3.1.1.03.5","1000BGN","1164524"
"r_1","J","2010","5","3.1.1.03.1","num","145"
"r_1","J","2010","5","3.1.1.03.2","num","14433"
"r_1","J","2010","5","3.1.1.03.3","1000BGN","381458"
"r_1","J","2010","5","3.1.1.03.4","1000BGN","1054071"
"r_1","J","2010","5","3.1.1.03.5","1000BGN","1006595"
"r_1","J","2011","5","3.1.1.03.1","num","146"
"r_1","J","2011","5","3.1.1.03.2","num","14059"
"r_1","J","2011","5","3.1.1.03.3","1000BGN","262109"
"r_1","J","2011","5","3.1.1.03.4","1000BGN","1212509"
"r_1","J","2011","5","3.1.1.03.5","1000BGN","1042748"
"r_1","J","2012","5","3.1.1.03.1","num","157"
"r_1","J","2012","5","3.1.1.03.2","num","15743"
"r_1","J","2012","5","3.1.1.03.3","1000BGN","258103"
"r_1","J","2012","5","3.1.1.03.4","1000BGN","1124566"
"r_1","J","2012","5","3.1.1.03.5","1000BGN","1097071"
"r_1","J","2013","5","3.1.1.03.1","num","162"
"r_1","J","2013","5","3.1.1.03.2","num","16594"
"r_1","J","2013","5","3.1.1.03.3","1000BGN","267486"
"r_1","J","2013","5","3.1.1.03.4","1000BGN","1204790"
"r_1","J","2013","5","3.1.1.03.5","1000BGN","1151583"
"r_1","J","2014","5","3.1.1.03.1","num","169"
"r_1","J","2014","5","3.1.1.03.2","num","17348"
"r_1","J","2014","5","3.1.1.03.3","1000BGN","297681"
"r_1","J","2014","5","3.1.1.03.4","1000BGN","1341397"
"r_1","J","2014","5","3.1.1.03.5","1000BGN","1259629"
"r_1","J","2015","5","3.1.1.03.1","num","184"
"r_1","J","2015","5","3.1.1.03.2","num","19228"
"r_1","J","2015","5","3.1.1.03.3","1000BGN","296603"
"r_1","J","2015","5","3.1.1.03.4","1000BGN","1612207"
"r_1","J","2015","5","3.1.1.03.5","1000BGN","1552858"
"r_1","J","2016","5","3.1.1.03.1","num","199"
"r_1","J","2016","5","3.1.1.03.2","num","20312"
"r_1","J","2016","5","3.1.1.03.3","1000BGN","333741"
"r_1","J","2016","5","3.1.1.03.4","1000BGN","1893773"
"r_1","J","2016","5","3.1.1.03.5","1000BGN","1734714"
"r_1","J","2017","5","3.1.1.03.1","num","209"
"r_1","J","2017","5","3.1.1.03.2","num","22127"
"r_1","J","2017","5","3.1.1.03.3","1000BGN","282809"
"r_1","J","2017","5","3.1.1.03.4","1000BGN","2120761"
"r_1","J","2017","5","3.1.1.03.5","1000BGN","1957102"
"r_1","J","2018","5","3.1.1.03.1","num","218"
"r_1","J","2018","5","3.1.1.03.2","num","24597"
"r_1","J","2018","5","3.1.1.03.3","1000BGN","293014"
"r_1","J","2018","5","3.1.1.03.4","1000BGN","2344892"
"r_1","J","2018","5","3.1.1.03.5","1000BGN","2112967"
"r_1","J","2019","5","3.1.1.03.1","num","248"
"r_1","J","2019","5","3.1.1.03.2","num","26910"
"r_1","J","2019","5","3.1.1.03.3","1000BGN","397448"
"r_1","J","2019","5","3.1.1.03.4","1000BGN","2852093"
"r_1","J","2019","5","3.1.1.03.5","1000BGN","2585386"
"r_1","J","2020","5","3.1.1.03.1","num","250"
"r_1","J","2020","5","3.1.1.03.2","num","27237"
"r_1","J","2020","5","3.1.1.03.3","1000BGN","565814"
"r_1","J","2020","5","3.1.1.03.4","1000BGN","3094925"
"r_1","J","2020","5","3.1.1.03.5","1000BGN","2679570"
"r_1","J","2008","6","3.1.1.03.1","num","21"
"r_1","J","2008","6","3.1.1.03.2","num","20907"
"r_1","J","2008","6","3.1.1.03.3","1000BGN","2568220"
"r_1","J","2008","6","3.1.1.03.4","1000BGN","3885926"
"r_1","J","2008","6","3.1.1.03.5","1000BGN","3422876"
"r_1","J","2009","6","3.1.1.03.1","num","21"
"r_1","J","2009","6","3.1.1.03.2","num","21114"
"r_1","J","2009","6","3.1.1.03.3","1000BGN","2647532"
"r_1","J","2009","6","3.1.1.03.4","1000BGN","3927457"
"r_1","J","2009","6","3.1.1.03.5","1000BGN","3385191"
"r_1","J","2010","6","3.1.1.03.1","num","31"
"r_1","J","2010","6","3.1.1.03.2","num","24034"
"r_1","J","2010","6","3.1.1.03.3","1000BGN","2685861"
"r_1","J","2010","6","3.1.1.03.4","1000BGN","4089096"
"r_1","J","2010","6","3.1.1.03.5","1000BGN","3581611"
"r_1","J","2011","6","3.1.1.03.1","num","32"
"r_1","J","2011","6","3.1.1.03.2","num","25643"
"r_1","J","2011","6","3.1.1.03.3","1000BGN","2553790"
"r_1","J","2011","6","3.1.1.03.4","1000BGN","4292643"
"r_1","J","2011","6","3.1.1.03.5","1000BGN","4119688"
"r_1","J","2012","6","3.1.1.03.1","num","32"
"r_1","J","2012","6","3.1.1.03.2","num","26806"
"r_1","J","2012","6","3.1.1.03.3","1000BGN","2333997"
"r_1","J","2012","6","3.1.1.03.4","1000BGN","4205009"
"r_1","J","2012","6","3.1.1.03.5","1000BGN","4038768"
"r_1","J","2013","6","3.1.1.03.1","num","33"
"r_1","J","2013","6","3.1.1.03.2","num","27729"
"r_1","J","2013","6","3.1.1.03.3","1000BGN","2149461"
"r_1","J","2013","6","3.1.1.03.4","1000BGN","4072899"
"r_1","J","2013","6","3.1.1.03.5","1000BGN","4011744"
"r_1","J","2014","6","3.1.1.03.1","num","34"
"r_1","J","2014","6","3.1.1.03.2","num","27783"
"r_1","J","2014","6","3.1.1.03.3","1000BGN","1896252"
"r_1","J","2014","6","3.1.1.03.4","1000BGN","3835531"
"r_1","J","2014","6","3.1.1.03.5","1000BGN","4623161"
"r_1","J","2015","6","3.1.1.03.1","num","36"
"r_1","J","2015","6","3.1.1.03.2","num","30496"
"r_1","J","2015","6","3.1.1.03.3","1000BGN","1912420"
"r_1","J","2015","6","3.1.1.03.4","1000BGN","4366548"
"r_1","J","2015","6","3.1.1.03.5","1000BGN","4096700"
"r_1","J","2016","6","3.1.1.03.1","num","42"
"r_1","J","2016","6","3.1.1.03.2","num","35388"
"r_1","J","2016","6","3.1.1.03.3","1000BGN","1828859"
"r_1","J","2016","6","3.1.1.03.4","1000BGN","4191603"
"r_1","J","2016","6","3.1.1.03.5","1000BGN","3907745"
"r_1","J","2017","6","3.1.1.03.1","num","44"
"r_1","J","2017","6","3.1.1.03.2","num","37482"
"r_1","J","2017","6","3.1.1.03.3","1000BGN","1772568"
"r_1","J","2017","6","3.1.1.03.4","1000BGN","4545767"
"r_1","J","2017","6","3.1.1.03.5","1000BGN","4356928"
"r_1","J","2018","6","3.1.1.03.1","num","44"
"r_1","J","2018","6","3.1.1.03.2","num","39246"
"r_1","J","2018","6","3.1.1.03.3","1000BGN","1750618"
"r_1","J","2018","6","3.1.1.03.4","1000BGN","5070682"
"r_1","J","2018","6","3.1.1.03.5","1000BGN","4651528"
"r_1","J","2019","6","3.1.1.03.1","num","49"
"r_1","J","2019","6","3.1.1.03.2","num","42501"
"r_1","J","2019","6","3.1.1.03.3","1000BGN","2517550"
"r_1","J","2019","6","3.1.1.03.4","1000BGN","5719124"
"r_1","J","2019","6","3.1.1.03.5","1000BGN","5004508"
"r_1","J","2020","6","3.1.1.03.1","num","54"
"r_1","J","2020","6","3.1.1.03.2","num","45164"
"r_1","J","2020","6","3.1.1.03.3","1000BGN","1521041"
"r_1","J","2020","6","3.1.1.03.4","1000BGN","6256898"
"r_1","J","2020","6","3.1.1.03.5","1000BGN","5525746"
"r_1","L","2008","0","3.1.1.03.1","num","18736"
"r_1","L","2008","0","3.1.1.03.2","num","34123"
"r_1","L","2008","0","3.1.1.03.3","1000BGN","13581174"
"r_1","L","2008","0","3.1.1.03.4","1000BGN","5240696"
"r_1","L","2008","0","3.1.1.03.5","1000BGN","4767631"
"r_1","L","2009","0","3.1.1.03.1","num","20192"
"r_1","L","2009","0","3.1.1.03.2","num","35630"
"r_1","L","2009","0","3.1.1.03.3","1000BGN","17070300"
"r_1","L","2009","0","3.1.1.03.4","1000BGN","4422412"
"r_1","L","2009","0","3.1.1.03.5","1000BGN","4553485"
"r_1","L","2010","0","3.1.1.03.1","num","20672"
"r_1","L","2010","0","3.1.1.03.2","num","34116"
"r_1","L","2010","0","3.1.1.03.3","1000BGN","16703653"
"r_1","L","2010","0","3.1.1.03.4","1000BGN","3857632"
"r_1","L","2010","0","3.1.1.03.5","1000BGN","4499414"
"r_1","L","2011","0","3.1.1.03.1","num","21061"
"r_1","L","2011","0","3.1.1.03.2","num","34270"
"r_1","L","2011","0","3.1.1.03.3","1000BGN","18300458"
"r_1","L","2011","0","3.1.1.03.4","1000BGN","3917679"
"r_1","L","2011","0","3.1.1.03.5","1000BGN","4838251"
"r_1","L","2012","0","3.1.1.03.1","num","21166"
"r_1","L","2012","0","3.1.1.03.2","num","33939"
"r_1","L","2012","0","3.1.1.03.3","1000BGN","17373270"
"r_1","L","2012","0","3.1.1.03.4","1000BGN","3699137"
"r_1","L","2012","0","3.1.1.03.5","1000BGN","4543067"
"r_1","L","2013","0","3.1.1.03.1","num","21555"
"r_1","L","2013","0","3.1.1.03.2","num","33779"
"r_1","L","2013","0","3.1.1.03.3","1000BGN","17316589"
"r_1","L","2013","0","3.1.1.03.4","1000BGN","3888217"
"r_1","L","2013","0","3.1.1.03.5","1000BGN","4605993"
"r_1","L","2014","0","3.1.1.03.1","num","22538"
"r_1","L","2014","0","3.1.1.03.2","num","33620"
"r_1","L","2014","0","3.1.1.03.3","1000BGN","17040091"
"r_1","L","2014","0","3.1.1.03.4","1000BGN","4434683"
"r_1","L","2014","0","3.1.1.03.5","1000BGN","5085213"
"r_1","L","2015","0","3.1.1.03.1","num","23216"
"r_1","L","2015","0","3.1.1.03.2","num","33190"
"r_1","L","2015","0","3.1.1.03.3","1000BGN","16668773"
"r_1","L","2015","0","3.1.1.03.4","1000BGN","4349595"
"r_1","L","2015","0","3.1.1.03.5","1000BGN","4761049"
"r_1","L","2016","0","3.1.1.03.1","num","23635"
"r_1","L","2016","0","3.1.1.03.2","num","35371"
"r_1","L","2016","0","3.1.1.03.3","1000BGN","16528179"
"r_1","L","2016","0","3.1.1.03.4","1000BGN","4994803"
"r_1","L","2016","0","3.1.1.03.5","1000BGN","5031750"
"r_1","L","2017","0","3.1.1.03.1","num","23280"
"r_1","L","2017","0","3.1.1.03.2","num","36758"
"r_1","L","2017","0","3.1.1.03.3","1000BGN","16897926"
"r_1","L","2017","0","3.1.1.03.4","1000BGN","5950540"
"r_1","L","2017","0","3.1.1.03.5","1000BGN","5309394"
"r_1","L","2018","0","3.1.1.03.1","num","24031"
"r_1","L","2018","0","3.1.1.03.2","num","37777"
"r_1","L","2018","0","3.1.1.03.3","1000BGN","16892729"
"r_1","L","2018","0","3.1.1.03.4","1000BGN","6518293"
"r_1","L","2018","0","3.1.1.03.5","1000BGN","5285031"
"r_1","L","2019","0","3.1.1.03.1","num","25083"
