RevisionColumn,NACE2008A21,periods,SZCLS_EMPL,Indicators,Units,ValueColumn
"r_1","F","2008","6","3.1.1.03.3","1000BGN","1033804"
"r_1","F","2008","6","3.1.1.03.4","1000BGN","4553227"
"r_1","F","2008","6","3.1.1.03.5","1000BGN","4161636"
"r_1","F","2009","6","3.1.1.03.1","num","81"
"r_1","F","2009","6","3.1.1.03.2","num","36570"
"r_1","F","2009","6","3.1.1.03.3","1000BGN","953680"
"r_1","F","2009","6","3.1.1.03.4","1000BGN","3810477"
"r_1","F","2009","6","3.1.1.03.5","1000BGN","3419779"
"r_1","F","2010","6","3.1.1.03.1","num","58"
"r_1","F","2010","6","3.1.1.03.2","num","26105"
"r_1","F","2010","6","3.1.1.03.3","1000BGN","701920"
"r_1","F","2010","6","3.1.1.03.4","1000BGN","2978724"
"r_1","F","2010","6","3.1.1.03.5","1000BGN","2858979"
"r_1","F","2011","6","3.1.1.03.1","num","54"
"r_1","F","2011","6","3.1.1.03.2","num","22996"
"r_1","F","2011","6","3.1.1.03.3","1000BGN","763053"
"r_1","F","2011","6","3.1.1.03.4","1000BGN","3004744"
"r_1","F","2011","6","3.1.1.03.5","1000BGN","2872745"
"r_1","F","2012","6","3.1.1.03.1","num","43"
"r_1","F","2012","6","3.1.1.03.2","num","19353"
"r_1","F","2012","6","3.1.1.03.3","1000BGN","841629"
"r_1","F","2012","6","3.1.1.03.4","1000BGN","2938568"
"r_1","F","2012","6","3.1.1.03.5","1000BGN","2634915"
"r_1","F","2013","6","3.1.1.03.1","num","47"
"r_1","F","2013","6","3.1.1.03.2","num","20116"
"r_1","F","2013","6","3.1.1.03.3","1000BGN","827756"
"r_1","F","2013","6","3.1.1.03.4","1000BGN","3331149"
"r_1","F","2013","6","3.1.1.03.5","1000BGN","2918393"
"r_1","F","2014","6","3.1.1.03.1","num","50"
"r_1","F","2014","6","3.1.1.03.2","num","20719"
"r_1","F","2014","6","3.1.1.03.3","1000BGN","745612"
"r_1","F","2014","6","3.1.1.03.4","1000BGN","3970499"
"r_1","F","2014","6","3.1.1.03.5","1000BGN","3484920"
"r_1","F","2015","6","3.1.1.03.1","num","48"
"r_1","F","2015","6","3.1.1.03.2","num","19479"
"r_1","F","2015","6","3.1.1.03.3","1000BGN","706510"
"r_1","F","2015","6","3.1.1.03.4","1000BGN","3657634"
"r_1","F","2015","6","3.1.1.03.5","1000BGN","3452687"
"r_1","F","2016","6","3.1.1.03.1","num","34"
"r_1","F","2016","6","3.1.1.03.2","num","14285"
"r_1","F","2016","6","3.1.1.03.3","1000BGN","571677"
"r_1","F","2016","6","3.1.1.03.4","1000BGN","1895404"
"r_1","F","2016","6","3.1.1.03.5","1000BGN","1788729"
"r_1","F","2017","6","3.1.1.03.1","num","35"
"r_1","F","2017","6","3.1.1.03.2","num","13821"
"r_1","F","2017","6","3.1.1.03.3","1000BGN","585348"
"r_1","F","2017","6","3.1.1.03.4","1000BGN","2011960"
"r_1","F","2017","6","3.1.1.03.5","1000BGN","1864585"
"r_1","F","2018","6","3.1.1.03.1","num","34"
"r_1","F","2018","6","3.1.1.03.2","num","13746"
"r_1","F","2018","6","3.1.1.03.3","1000BGN","582671"
"r_1","F","2018","6","3.1.1.03.4","1000BGN","2337944"
"r_1","F","2018","6","3.1.1.03.5","1000BGN","2243702"
"r_1","F","2019","6","3.1.1.03.1","num","37"
"r_1","F","2019","6","3.1.1.03.2","num","14831"
"r_1","F","2019","6","3.1.1.03.3","1000BGN","700878"
"r_1","F","2019","6","3.1.1.03.4","1000BGN","2601764"
"r_1","F","2019","6","3.1.1.03.5","1000BGN","2448122"
"r_1","F","2020","6","3.1.1.03.1","num","37"
"r_1","F","2020","6","3.1.1.03.2","num","14833"
"r_1","F","2020","6","3.1.1.03.3","1000BGN","629175"
"r_1","F","2020","6","3.1.1.03.4","1000BGN","3237039"
"r_1","F","2020","6","3.1.1.03.5","1000BGN","3006306"
"r_1","G","2008","0","3.1.1.03.1","num","128673"
"r_1","G","2008","0","3.1.1.03.2","num","491877"
"r_1","G","2008","0","3.1.1.03.3","1000BGN","12876678"
"r_1","G","2008","0","3.1.1.03.4","1000BGN","92414014"
"r_1","G","2008","0","3.1.1.03.5","1000BGN","88702042"
"r_1","G","2009","0","3.1.1.03.1","num","145071"
"r_1","G","2009","0","3.1.1.03.2","num","520808"
"r_1","G","2009","0","3.1.1.03.3","1000BGN","12870035"
"r_1","G","2009","0","3.1.1.03.4","1000BGN","78565630"
"r_1","G","2009","0","3.1.1.03.5","1000BGN","77691656"
"r_1","G","2010","0","3.1.1.03.1","num","143463"
"r_1","G","2010","0","3.1.1.03.2","num","506542"
"r_1","G","2010","0","3.1.1.03.3","1000BGN","12859687"
"r_1","G","2010","0","3.1.1.03.4","1000BGN","82673522"
"r_1","G","2010","0","3.1.1.03.5","1000BGN","81025040"
"r_1","G","2011","0","3.1.1.03.1","num","140040"
"r_1","G","2011","0","3.1.1.03.2","num","494941"
"r_1","G","2011","0","3.1.1.03.3","1000BGN","12505970"
"r_1","G","2011","0","3.1.1.03.4","1000BGN","90957409"
"r_1","G","2011","0","3.1.1.03.5","1000BGN","89318868"
"r_1","G","2012","0","3.1.1.03.1","num","140729"
"r_1","G","2012","0","3.1.1.03.2","num","484073"
"r_1","G","2012","0","3.1.1.03.3","1000BGN","12522019"
"r_1","G","2012","0","3.1.1.03.4","1000BGN","96625220"
"r_1","G","2012","0","3.1.1.03.5","1000BGN","94391243"
"r_1","G","2013","0","3.1.1.03.1","num","141223"
"r_1","G","2013","0","3.1.1.03.2","num","479160"
"r_1","G","2013","0","3.1.1.03.3","1000BGN","12221812"
"r_1","G","2013","0","3.1.1.03.4","1000BGN","98576482"
"r_1","G","2013","0","3.1.1.03.5","1000BGN","96111934"
"r_1","G","2014","0","3.1.1.03.1","num","140650"
"r_1","G","2014","0","3.1.1.03.2","num","481259"
"r_1","G","2014","0","3.1.1.03.3","1000BGN","12885455"
"r_1","G","2014","0","3.1.1.03.4","1000BGN","100691842"
"r_1","G","2014","0","3.1.1.03.5","1000BGN","98067706"
"r_1","G","2015","0","3.1.1.03.1","num","140566"
"r_1","G","2015","0","3.1.1.03.2","num","477886"
"r_1","G","2015","0","3.1.1.03.3","1000BGN","12797369"
"r_1","G","2015","0","3.1.1.03.4","1000BGN","106993313"
"r_1","G","2015","0","3.1.1.03.5","1000BGN","103338247"
"r_1","G","2016","0","3.1.1.03.1","num","142830"
"r_1","G","2016","0","3.1.1.03.2","num","490658"
"r_1","G","2016","0","3.1.1.03.3","1000BGN","13114337"
"r_1","G","2016","0","3.1.1.03.4","1000BGN","109084397"
"r_1","G","2016","0","3.1.1.03.5","1000BGN","105068535"
"r_1","G","2017","0","3.1.1.03.1","num","142174"
"r_1","G","2017","0","3.1.1.03.2","num","496406"
"r_1","G","2017","0","3.1.1.03.3","1000BGN","13476654"
"r_1","G","2017","0","3.1.1.03.4","1000BGN","118409812"
"r_1","G","2017","0","3.1.1.03.5","1000BGN","113805352"
"r_1","G","2018","0","3.1.1.03.1","num","142938"
"r_1","G","2018","0","3.1.1.03.2","num","495238"
"r_1","G","2018","0","3.1.1.03.3","1000BGN","14229682"
"r_1","G","2018","0","3.1.1.03.4","1000BGN","126378111"
"r_1","G","2018","0","3.1.1.03.5","1000BGN","121519495"
"r_1","G","2019","0","3.1.1.03.1","num","143555"
"r_1","G","2019","0","3.1.1.03.2","num","498045"
"r_1","G","2019","0","3.1.1.03.3","1000BGN","15126919"
"r_1","G","2019","0","3.1.1.03.4","1000BGN","136483281"
"r_1","G","2019","0","3.1.1.03.5","1000BGN","131222459"
"r_1","G","2020","0","3.1.1.03.1","num","139376"
"r_1","G","2020","0","3.1.1.03.2","num","476320"
"r_1","G","2020","0","3.1.1.03.3","1000BGN","13627243"
"r_1","G","2020","0","3.1.1.03.4","1000BGN","134607014"
"r_1","G","2020","0","3.1.1.03.5","1000BGN","128782666"
"r_1","G","2008","1","3.1.1.03.1","num","120608"
"r_1","G","2008","1","3.1.1.03.2","num","237990"
"r_1","G","2008","1","3.1.1.03.3","1000BGN","3686591"
"r_1","G","2008","1","3.1.1.03.4","1000BGN","25216430"
"r_1","G","2008","1","3.1.1.03.5","1000BGN","24250537"
"r_1","G","2009","1","3.1.1.03.1","num","136939"
"r_1","G","2009","1","3.1.1.03.2","num","266499"
"r_1","G","2009","1","3.1.1.03.3","1000BGN","3617274"
"r_1","G","2009","1","3.1.1.03.4","1000BGN","24549742"
"r_1","G","2009","1","3.1.1.03.5","1000BGN","24105973"
"r_1","G","2010","1","3.1.1.03.1","num","135661"
"r_1","G","2010","1","3.1.1.03.2","num","259608"
"r_1","G","2010","1","3.1.1.03.3","1000BGN","3510398"
"r_1","G","2010","1","3.1.1.03.4","1000BGN","25503940"
"r_1","G","2010","1","3.1.1.03.5","1000BGN","24922462"
"r_1","G","2011","1","3.1.1.03.1","num","132362"
"r_1","G","2011","1","3.1.1.03.2","num","252828"
"r_1","G","2011","1","3.1.1.03.3","1000BGN","3141378"
"r_1","G","2011","1","3.1.1.03.4","1000BGN","26440618"
"r_1","G","2011","1","3.1.1.03.5","1000BGN","25675627"
"r_1","G","2012","1","3.1.1.03.1","num","133294"
"r_1","G","2012","1","3.1.1.03.2","num","249043"
"r_1","G","2012","1","3.1.1.03.3","1000BGN","3078105"
"r_1","G","2012","1","3.1.1.03.4","1000BGN","29025076"
"r_1","G","2012","1","3.1.1.03.5","1000BGN","27763441"
"r_1","G","2013","1","3.1.1.03.1","num","133860"
"r_1","G","2013","1","3.1.1.03.2","num","243912"
"r_1","G","2013","1","3.1.1.03.3","1000BGN","3117423"
"r_1","G","2013","1","3.1.1.03.4","1000BGN","30022589"
"r_1","G","2013","1","3.1.1.03.5","1000BGN","28727050"
"r_1","G","2014","1","3.1.1.03.1","num","133398"
"r_1","G","2014","1","3.1.1.03.2","num","239659"
"r_1","G","2014","1","3.1.1.03.3","1000BGN","3007019"
"r_1","G","2014","1","3.1.1.03.4","1000BGN","30459035"
"r_1","G","2014","1","3.1.1.03.5","1000BGN","29357473"
"r_1","G","2015","1","3.1.1.03.1","num","133281"
"r_1","G","2015","1","3.1.1.03.2","num","234676"
"r_1","G","2015","1","3.1.1.03.3","1000BGN","2962898"
"r_1","G","2015","1","3.1.1.03.4","1000BGN","31738875"
"r_1","G","2015","1","3.1.1.03.5","1000BGN","30384705"
"r_1","G","2016","1","3.1.1.03.1","num","135518"
"r_1","G","2016","1","3.1.1.03.2","num","243404"
"r_1","G","2016","1","3.1.1.03.3","1000BGN","3048197"
"r_1","G","2016","1","3.1.1.03.4","1000BGN","33246737"
"r_1","G","2016","1","3.1.1.03.5","1000BGN","31659318"
"r_1","G","2017","1","3.1.1.03.1","num","134741"
"r_1","G","2017","1","3.1.1.03.2","num","243702"
"r_1","G","2017","1","3.1.1.03.3","1000BGN","3097737"
"r_1","G","2017","1","3.1.1.03.4","1000BGN","35294690"
"r_1","G","2017","1","3.1.1.03.5","1000BGN","33528896"
"r_1","G","2018","1","3.1.1.03.1","num","135596"
"r_1","G","2018","1","3.1.1.03.2","num","240880"
"r_1","G","2018","1","3.1.1.03.3","1000BGN","3447868"
"r_1","G","2018","1","3.1.1.03.4","1000BGN","37234053"
"r_1","G","2018","1","3.1.1.03.5","1000BGN","35385134"
"r_1","G","2019","1","3.1.1.03.1","num","136158"
"r_1","G","2019","1","3.1.1.03.2","num","239749"
"r_1","G","2019","1","3.1.1.03.3","1000BGN","3338092"
"r_1","G","2019","1","3.1.1.03.4","1000BGN","40259532"
"r_1","G","2019","1","3.1.1.03.5","1000BGN","38262178"
"r_1","G","2020","1","3.1.1.03.1","num","132377"
"r_1","G","2020","1","3.1.1.03.2","num","227840"
"r_1","G","2020","1","3.1.1.03.3","1000BGN","3413769"
"r_1","G","2020","1","3.1.1.03.4","1000BGN","42412013"
"r_1","G","2020","1","3.1.1.03.5","1000BGN","40108984"
"r_1","G","2008","4","3.1.1.03.1","num","7192"
"r_1","G","2008","4","3.1.1.03.2","num","135773"
"r_1","G","2008","4","3.1.1.03.3","1000BGN","3628873"
"r_1","G","2008","4","3.1.1.03.4","1000BGN","29578301"
"r_1","G","2008","4","3.1.1.03.5","1000BGN","28493628"
"r_1","G","2009","4","3.1.1.03.1","num","7252"
"r_1","G","2009","4","3.1.1.03.2","num","135128"
"r_1","G","2009","4","3.1.1.03.3","1000BGN","3572941"
"r_1","G","2009","4","3.1.1.03.4","1000BGN","23721642"
"r_1","G","2009","4","3.1.1.03.5","1000BGN","23232461"
"r_1","G","2010","4","3.1.1.03.1","num","6948"
"r_1","G","2010","4","3.1.1.03.2","num","128900"
"r_1","G","2010","4","3.1.1.03.3","1000BGN","3294781"
"r_1","G","2010","4","3.1.1.03.4","1000BGN","24473836"
"r_1","G","2010","4","3.1.1.03.5","1000BGN","23899950"
"r_1","G","2011","4","3.1.1.03.1","num","6843"
"r_1","G","2011","4","3.1.1.03.2","num","127265"
"r_1","G","2011","4","3.1.1.03.3","1000BGN","3322197"
"r_1","G","2011","4","3.1.1.03.4","1000BGN","28135127"
"r_1","G","2011","4","3.1.1.03.5","1000BGN","27471157"
"r_1","G","2012","4","3.1.1.03.1","num","6606"
"r_1","G","2012","4","3.1.1.03.2","num","122960"
"r_1","G","2012","4","3.1.1.03.3","1000BGN","3248757"
"r_1","G","2012","4","3.1.1.03.4","1000BGN","28629975"
"r_1","G","2012","4","3.1.1.03.5","1000BGN","27850932"
"r_1","G","2013","4","3.1.1.03.1","num","6566"
"r_1","G","2013","4","3.1.1.03.2","num","122534"
"r_1","G","2013","4","3.1.1.03.3","1000BGN","3064829"
"r_1","G","2013","4","3.1.1.03.4","1000BGN","30260151"
"r_1","G","2013","4","3.1.1.03.5","1000BGN","29509908"
"r_1","G","2014","4","3.1.1.03.1","num","6447"
"r_1","G","2014","4","3.1.1.03.2","num","121020"
"r_1","G","2014","4","3.1.1.03.3","1000BGN","3134581"
"r_1","G","2014","4","3.1.1.03.4","1000BGN","29843955"
"r_1","G","2014","4","3.1.1.03.5","1000BGN","28921392"
"r_1","G","2015","4","3.1.1.03.1","num","6454"
"r_1","G","2015","4","3.1.1.03.2","num","121520"
"r_1","G","2015","4","3.1.1.03.3","1000BGN","3043030"
"r_1","G","2015","4","3.1.1.03.4","1000BGN","32405916"
"r_1","G","2015","4","3.1.1.03.5","1000BGN","31298909"
"r_1","G","2016","4","3.1.1.03.1","num","6488"
"r_1","G","2016","4","3.1.1.03.2","num","122558"
"r_1","G","2016","4","3.1.1.03.3","1000BGN","3198078"
"r_1","G","2016","4","3.1.1.03.4","1000BGN","31685000"
"r_1","G","2016","4","3.1.1.03.5","1000BGN","30500332"
"r_1","G","2017","4","3.1.1.03.1","num","6600"
"r_1","G","2017","4","3.1.1.03.2","num","125263"
"r_1","G","2017","4","3.1.1.03.3","1000BGN","3346357"
"r_1","G","2017","4","3.1.1.03.4","1000BGN","33932088"
"r_1","G","2017","4","3.1.1.03.5","1000BGN","32590936"
"r_1","G","2018","4","3.1.1.03.1","num","6476"
"r_1","G","2018","4","3.1.1.03.2","num","122687"
"r_1","G","2018","4","3.1.1.03.3","1000BGN","3273697"
"r_1","G","2018","4","3.1.1.03.4","1000BGN","34608501"
"r_1","G","2018","4","3.1.1.03.5","1000BGN","33292483"
"r_1","G","2019","4","3.1.1.03.1","num","6506"
"r_1","G","2019","4","3.1.1.03.2","num","122718"
"r_1","G","2019","4","3.1.1.03.3","1000BGN","3552549"
"r_1","G","2019","4","3.1.1.03.4","1000BGN","37667591"
"r_1","G","2019","4","3.1.1.03.5","1000BGN","36223027"
"r_1","G","2020","4","3.1.1.03.1","num","6147"
"r_1","G","2020","4","3.1.1.03.2","num","116651"
"r_1","G","2020","4","3.1.1.03.3","1000BGN","3481750"
"r_1","G","2020","4","3.1.1.03.4","1000BGN","37632409"
"r_1","G","2020","4","3.1.1.03.5","1000BGN","35974075"
"r_1","G","2008","5","3.1.1.03.1","num","806"
"r_1","G","2008","5","3.1.1.03.2","num","73437"
"r_1","G","2008","5","3.1.1.03.3","1000BGN","2890780"
"r_1","G","2008","5","3.1.1.03.4","1000BGN","20940043"
"r_1","G","2008","5","3.1.1.03.5","1000BGN","19966564"
"r_1","G","2009","5","3.1.1.03.1","num","813"
"r_1","G","2009","5","3.1.1.03.2","num","73101"
"r_1","G","2009","5","3.1.1.03.3","1000BGN","3203504"
"r_1","G","2009","5","3.1.1.03.4","1000BGN","17114966"
"r_1","G","2009","5","3.1.1.03.5","1000BGN","16813423"
"r_1","G","2010","5","3.1.1.03.1","num","782"
"r_1","G","2010","5","3.1.1.03.2","num","69704"
"r_1","G","2010","5","3.1.1.03.3","1000BGN","3335405"
"r_1","G","2010","5","3.1.1.03.4","1000BGN","18860764"
"r_1","G","2010","5","3.1.1.03.5","1000BGN","18413475"
"r_1","G","2011","5","3.1.1.03.1","num","768"
"r_1","G","2011","5","3.1.1.03.2","num","68658"
"r_1","G","2011","5","3.1.1.03.3","1000BGN","3240977"
"r_1","G","2011","5","3.1.1.03.4","1000BGN","22071842"
"r_1","G","2011","5","3.1.1.03.5","1000BGN","21712241"
"r_1","G","2012","5","3.1.1.03.1","num","764"
"r_1","G","2012","5","3.1.1.03.2","num","68067"
"r_1","G","2012","5","3.1.1.03.3","1000BGN","3111427"
"r_1","G","2012","5","3.1.1.03.4","1000BGN","24342693"
"r_1","G","2012","5","3.1.1.03.5","1000BGN","23900794"
"r_1","G","2013","5","3.1.1.03.1","num","726"
"r_1","G","2013","5","3.1.1.03.2","num","66007"
"r_1","G","2013","5","3.1.1.03.3","1000BGN","2811484"
"r_1","G","2013","5","3.1.1.03.4","1000BGN","23307884"
"r_1","G","2013","5","3.1.1.03.5","1000BGN","22693622"
"r_1","G","2014","5","3.1.1.03.1","num","733"
"r_1","G","2014","5","3.1.1.03.2","num","67260"
"r_1","G","2014","5","3.1.1.03.3","1000BGN","3048893"
"r_1","G","2014","5","3.1.1.03.4","1000BGN","24923801"
"r_1","G","2014","5","3.1.1.03.5","1000BGN","24311468"
"r_1","G","2015","5","3.1.1.03.1","num","764"
"r_1","G","2015","5","3.1.1.03.2","num","69820"
"r_1","G","2015","5","3.1.1.03.3","1000BGN","3108152"
"r_1","G","2015","5","3.1.1.03.4","1000BGN","25361750"
"r_1","G","2015","5","3.1.1.03.5","1000BGN","24294348"
"r_1","G","2016","5","3.1.1.03.1","num","753"
"r_1","G","2016","5","3.1.1.03.2","num","70860"
"r_1","G","2016","5","3.1.1.03.3","1000BGN","3225140"
"r_1","G","2016","5","3.1.1.03.4","1000BGN","26779516"
"r_1","G","2016","5","3.1.1.03.5","1000BGN","25834499"
"r_1","G","2017","5","3.1.1.03.1","num","752"
"r_1","G","2017","5","3.1.1.03.2","num","70369"
"r_1","G","2017","5","3.1.1.03.3","1000BGN","3197777"
"r_1","G","2017","5","3.1.1.03.4","1000BGN","29468186"
"r_1","G","2017","5","3.1.1.03.5","1000BGN","28361305"
"r_1","G","2018","5","3.1.1.03.1","num","786"
"r_1","G","2018","5","3.1.1.03.2","num","73363"
"r_1","G","2018","5","3.1.1.03.3","1000BGN","3577727"
"r_1","G","2018","5","3.1.1.03.4","1000BGN","32496828"
"r_1","G","2018","5","3.1.1.03.5","1000BGN","31268928"
"r_1","G","2019","5","3.1.1.03.1","num","806"
"r_1","G","2019","5","3.1.1.03.2","num","74891"
"r_1","G","2019","5","3.1.1.03.3","1000BGN","3715111"
"r_1","G","2019","5","3.1.1.03.4","1000BGN","34325551"
"r_1","G","2019","5","3.1.1.03.5","1000BGN","33042958"
"r_1","G","2020","5","3.1.1.03.1","num","770"
"r_1","G","2020","5","3.1.1.03.2","num","71395"
"r_1","G","2020","5","3.1.1.03.3","1000BGN","3097673"
"r_1","G","2020","5","3.1.1.03.4","1000BGN","31940155"
"r_1","G","2020","5","3.1.1.03.5","1000BGN","30621550"
"r_1","G","2008","6","3.1.1.03.1","num","67"
"r_1","G","2008","6","3.1.1.03.2","num","44677"
"r_1","G","2008","6","3.1.1.03.3","1000BGN","2670434"
"r_1","G","2008","6","3.1.1.03.4","1000BGN","16679240"
"r_1","G","2008","6","3.1.1.03.5","1000BGN","15991313"
"r_1","G","2009","6","3.1.1.03.1","num","67"
"r_1","G","2009","6","3.1.1.03.2","num","46080"
"r_1","G","2009","6","3.1.1.03.3","1000BGN","2476316"
"r_1","G","2009","6","3.1.1.03.4","1000BGN","13179280"
"r_1","G","2009","6","3.1.1.03.5","1000BGN","13539799"
"r_1","G","2010","6","3.1.1.03.1","num","72"
"r_1","G","2010","6","3.1.1.03.2","num","48330"
"r_1","G","2010","6","3.1.1.03.3","1000BGN","2719103"
"r_1","G","2010","6","3.1.1.03.4","1000BGN","13834982"
"r_1","G","2010","6","3.1.1.03.5","1000BGN","13789153"
"r_1","G","2011","6","3.1.1.03.1","num","67"
"r_1","G","2011","6","3.1.1.03.2","num","46190"
"r_1","G","2011","6","3.1.1.03.3","1000BGN","2801418"
"r_1","G","2011","6","3.1.1.03.4","1000BGN","14309822"
"r_1","G","2011","6","3.1.1.03.5","1000BGN","14459843"
"r_1","G","2012","6","3.1.1.03.1","num","65"
"r_1","G","2012","6","3.1.1.03.2","num","44003"
"r_1","G","2012","6","3.1.1.03.3","1000BGN","3083730"
"r_1","G","2012","6","3.1.1.03.4","1000BGN","14627476"
"r_1","G","2012","6","3.1.1.03.5","1000BGN","14876076"
"r_1","G","2013","6","3.1.1.03.1","num","71"
"r_1","G","2013","6","3.1.1.03.2","num","46707"
"r_1","G","2013","6","3.1.1.03.3","1000BGN","3228076"
"r_1","G","2013","6","3.1.1.03.4","1000BGN","14985858"
"r_1","G","2013","6","3.1.1.03.5","1000BGN","15181354"
"r_1","G","2014","6","3.1.1.03.1","num","72"
"r_1","G","2014","6","3.1.1.03.2","num","53320"
"r_1","G","2014","6","3.1.1.03.3","1000BGN","3694962"
"r_1","G","2014","6","3.1.1.03.4","1000BGN","15465051"
"r_1","G","2014","6","3.1.1.03.5","1000BGN","15477373"
"r_1","G","2015","6","3.1.1.03.1","num","67"
"r_1","G","2015","6","3.1.1.03.2","num","51870"
"r_1","G","2015","6","3.1.1.03.3","1000BGN","3683289"
"r_1","G","2015","6","3.1.1.03.4","1000BGN","17486772"
"r_1","G","2015","6","3.1.1.03.5","1000BGN","17360285"
"r_1","G","2016","6","3.1.1.03.1","num","71"
"r_1","G","2016","6","3.1.1.03.2","num","53836"
"r_1","G","2016","6","3.1.1.03.3","1000BGN","3642922"
"r_1","G","2016","6","3.1.1.03.4","1000BGN","17373144"
"r_1","G","2016","6","3.1.1.03.5","1000BGN","17074386"
"r_1","G","2017","6","3.1.1.03.1","num","81"
"r_1","G","2017","6","3.1.1.03.2","num","57072"
"r_1","G","2017","6","3.1.1.03.3","1000BGN","3834783"
"r_1","G","2017","6","3.1.1.03.4","1000BGN","19714848"
"r_1","G","2017","6","3.1.1.03.5","1000BGN","19324215"
"r_1","G","2018","6","3.1.1.03.1","num","80"
"r_1","G","2018","6","3.1.1.03.2","num","58308"
"r_1","G","2018","6","3.1.1.03.3","1000BGN","3930390"
"r_1","G","2018","6","3.1.1.03.4","1000BGN","22038729"
"r_1","G","2018","6","3.1.1.03.5","1000BGN","21572950"
"r_1","G","2019","6","3.1.1.03.1","num","85"
"r_1","G","2019","6","3.1.1.03.2","num","60687"
"r_1","G","2019","6","3.1.1.03.3","1000BGN","4521167"
"r_1","G","2019","6","3.1.1.03.4","1000BGN","24230607"
"r_1","G","2019","6","3.1.1.03.5","1000BGN","23694296"
"r_1","G","2020","6","3.1.1.03.1","num","82"
"r_1","G","2020","6","3.1.1.03.2","num","60434"
"r_1","G","2020","6","3.1.1.03.3","1000BGN","3634051"
"r_1","G","2020","6","3.1.1.03.4","1000BGN","22622437"
"r_1","G","2020","6","3.1.1.03.5","1000BGN","22078057"
"r_1","H","2008","0","3.1.1.03.1","num","17442"
"r_1","H","2008","0","3.1.1.03.2","num","157468"
"r_1","H","2008","0","3.1.1.03.3","1000BGN","8636507"
"r_1","H","2008","0","3.1.1.03.4","1000BGN","11283139"
"r_1","H","2008","0","3.1.1.03.5","1000BGN","10953732"
"r_1","H","2009","0","3.1.1.03.1","num","19754"
"r_1","H","2009","0","3.1.1.03.2","num","156751"
"r_1","H","2009","0","3.1.1.03.3","1000BGN","8416283"
"r_1","H","2009","0","3.1.1.03.4","1000BGN","9659072"
"r_1","H","2009","0","3.1.1.03.5","1000BGN","9745927"
"r_1","H","2010","0","3.1.1.03.1","num","19375"
"r_1","H","2010","0","3.1.1.03.2","num","150701"
"r_1","H","2010","0","3.1.1.03.3","1000BGN","9189921"
"r_1","H","2010","0","3.1.1.03.4","1000BGN","10452700"
"r_1","H","2010","0","3.1.1.03.5","1000BGN","10166811"
"r_1","H","2011","0","3.1.1.03.1","num","19347"
"r_1","H","2011","0","3.1.1.03.2","num","151350"
"r_1","H","2011","0","3.1.1.03.3","1000BGN","9382740"
"r_1","H","2011","0","3.1.1.03.4","1000BGN","11542583"
"r_1","H","2011","0","3.1.1.03.5","1000BGN","11150213"
"r_1","H","2012","0","3.1.1.03.1","num","19279"
"r_1","H","2012","0","3.1.1.03.2","num","149441"
"r_1","H","2012","0","3.1.1.03.3","1000BGN","9743594"
"r_1","H","2012","0","3.1.1.03.4","1000BGN","12087412"
"r_1","H","2012","0","3.1.1.03.5","1000BGN","11532170"
"r_1","H","2013","0","3.1.1.03.1","num","19756"
"r_1","H","2013","0","3.1.1.03.2","num","151128"
"r_1","H","2013","0","3.1.1.03.3","1000BGN","9955167"
"r_1","H","2013","0","3.1.1.03.4","1000BGN","12709569"
"r_1","H","2013","0","3.1.1.03.5","1000BGN","12033172"
"r_1","H","2014","0","3.1.1.03.1","num","20623"
"r_1","H","2014","0","3.1.1.03.2","num","152826"
"r_1","H","2014","0","3.1.1.03.3","1000BGN","10972012"
"r_1","H","2014","0","3.1.1.03.4","1000BGN","13519102"
"r_1","H","2014","0","3.1.1.03.5","1000BGN","12754687"
"r_1","H","2015","0","3.1.1.03.1","num","21543"
"r_1","H","2015","0","3.1.1.03.2","num","156399"
"r_1","H","2015","0","3.1.1.03.3","1000BGN","11615149"
"r_1","H","2015","0","3.1.1.03.4","1000BGN","14366615"
"r_1","H","2015","0","3.1.1.03.5","1000BGN","13435164"
"r_1","H","2016","0","3.1.1.03.1","num","23006"
"r_1","H","2016","0","3.1.1.03.2","num","163141"
"r_1","H","2016","0","3.1.1.03.3","1000BGN","12184665"
"r_1","H","2016","0","3.1.1.03.4","1000BGN","15032190"
"r_1","H","2016","0","3.1.1.03.5","1000BGN","13992064"
"r_1","H","2017","0","3.1.1.03.1","num","23355"
"r_1","H","2017","0","3.1.1.03.2","num","165912"
"r_1","H","2017","0","3.1.1.03.3","1000BGN","12155743"
"r_1","H","2017","0","3.1.1.03.4","1000BGN","16466744"
"r_1","H","2017","0","3.1.1.03.5","1000BGN","15529535"
"r_1","H","2018","0","3.1.1.03.1","num","23449"
"r_1","H","2018","0","3.1.1.03.2","num","166943"
"r_1","H","2018","0","3.1.1.03.3","1000BGN","12660321"
"r_1","H","2018","0","3.1.1.03.4","1000BGN","18043285"
"r_1","H","2018","0","3.1.1.03.5","1000BGN","16964858"
"r_1","H","2019","0","3.1.1.03.1","num","23304"
"r_1","H","2019","0","3.1.1.03.2","num","166767"
"r_1","H","2019","0","3.1.1.03.3","1000BGN","13642468"
"r_1","H","2019","0","3.1.1.03.4","1000BGN","18989939"
"r_1","H","2019","0","3.1.1.03.5","1000BGN","17823908"
"r_1","H","2020","0","3.1.1.03.1","num","22555"
"r_1","H","2020","0","3.1.1.03.2","num","160352"
"r_1","H","2020","0","3.1.1.03.3","1000BGN","15942683"
