RevisionColumn,HBS_Meassure,HBS_OD,Residence,periods,ValueColumn
"r_10","2","1111","1","2009","2244"
"r_10","2","1111","2","2009","1183"
"r_10","2","1111","0","2010","1857"
"r_10","2","1111","1","2010","2097"
"r_10","2","1111","2","2010","1217"
"r_10","2","1111","0","2011","1960"
"r_10","2","1111","1","2011","2225"
"r_10","2","1111","2","2011","1243"
"r_10","2","1111","0","2012","2281"
"r_10","2","1111","1","2012","2586"
"r_10","2","1111","2","2012","1375"
"r_10","2","1111","0","2013","2557"
"r_10","2","1111","1","2013","2909"
"r_10","2","1111","2","2013","1458"
"r_10","2","1111","0","2014","2610"
"r_10","2","1111","1","2014","2976"
"r_10","2","1111","2","2014","1435"
"r_10","2","1111","0","2015","2726"
"r_10","2","1111","1","2015","3104"
"r_10","2","1111","2","2015","1525"
"r_10","2","1111","0","2016","2807"
"r_10","2","1111","1","2016","3191"
"r_10","2","1111","2","2016","1713"
"r_10","2","1111","0","2017","3038"
"r_10","2","1111","1","2017","3481"
"r_10","2","1111","2","2017","1815"
"r_10","2","1111","0","2018","3336"
"r_10","2","1111","1","2018","3818"
"r_10","2","1111","2","2018","2006"
"r_10","2","1111","0","2019","3731"
"r_10","2","1111","1","2019","4268"
"r_10","2","1111","2","2019","2290"
"r_10","2","1111","0","2020","3927"
"r_10","2","1111","1","2020","4439"
"r_10","2","1111","2","2020","2514"
"r_10","2","1111","0","2021","4379"
"r_10","2","1111","1","2021","4913"
"r_10","2","1111","2","2021","2834"
"r_10","2","1111","0","2022","4851"
"r_10","2","1111","1","2022","5402"
"r_10","2","1111","2","2022","3226"
"r_10","2","1112","0","2008","171"
"r_10","2","1112","1","2008","191"
"r_10","2","1112","2","2008","126"
"r_10","2","1112","0","2009","153"
"r_10","2","1112","1","2009","166"
"r_10","2","1112","2","2009","123"
"r_10","2","1112","0","2010","78"
"r_10","2","1112","1","2010","83"
"r_10","2","1112","2","2010","64"
"r_10","2","1112","0","2011","50"
"r_10","2","1112","1","2011","54"
"r_10","2","1112","2","2011","39"
"r_10","2","1112","0","2012","109"
"r_10","2","1112","1","2012","122"
"r_10","2","1112","2","2012","69"
"r_10","2","1112","0","2013","182"
"r_10","2","1112","1","2013","204"
"r_10","2","1112","2","2013","112"
"r_10","2","1112","0","2014","166"
"r_10","2","1112","1","2014","178"
"r_10","2","1112","2","2014","130"
"r_10","2","1112","0","2015","158"
"r_10","2","1112","1","2015","163"
"r_10","2","1112","2","2015","142"
"r_10","2","1112","0","2016","150"
"r_10","2","1112","1","2016","159"
"r_10","2","1112","2","2016","126"
"r_10","2","1112","0","2017","129"
"r_10","2","1112","1","2017","140"
"r_10","2","1112","2","2017","98"
"r_10","2","1112","0","2018","70"
"r_10","2","1112","1","2018","71"
"r_10","2","1112","2","2018","69"
"r_10","2","1112","0","2019","56"
"r_10","2","1112","1","2019","57"
"r_10","2","1112","2","2019","52"
"r_10","2","1112","0","2020","46"
"r_10","2","1112","1","2020","43"
"r_10","2","1112","2","2020","54"
"r_10","2","1112","0","2021","49"
"r_10","2","1112","1","2021","51"
"r_10","2","1112","2","2021","43"
"r_10","2","1112","0","2022","71"
"r_10","2","1112","1","2022","68"
"r_10","2","1112","2","2022","80"
"r_10","2","1113","0","2008","272"
"r_10","2","1113","1","2008","218"
"r_10","2","1113","2","2008","396"
"r_10","2","1113","0","2009","264"
"r_10","2","1113","1","2009","209"
"r_10","2","1113","2","2009","392"
"r_10","2","1113","0","2010","228"
"r_10","2","1113","1","2010","207"
"r_10","2","1113","2","2010","284"
"r_10","2","1113","0","2011","288"
"r_10","2","1113","1","2011","302"
"r_10","2","1113","2","2011","252"
"r_10","2","1113","0","2012","330"
"r_10","2","1113","1","2012","326"
"r_10","2","1113","2","2012","342"
"r_10","2","1113","0","2013","328"
"r_10","2","1113","1","2013","327"
"r_10","2","1113","2","2013","332"
"r_10","2","1113","0","2014","360"
"r_10","2","1113","1","2014","359"
"r_10","2","1113","2","2014","362"
"r_10","2","1113","0","2015","358"
"r_10","2","1113","1","2015","381"
"r_10","2","1113","2","2015","285"
"r_10","2","1113","0","2016","319"
"r_10","2","1113","1","2016","316"
"r_10","2","1113","2","2016","330"
"r_10","2","1113","0","2017","377"
"r_10","2","1113","1","2017","389"
"r_10","2","1113","2","2017","342"
"r_10","2","1113","0","2018","420"
"r_10","2","1113","1","2018","442"
"r_10","2","1113","2","2018","361"
"r_10","2","1113","0","2019","421"
"r_10","2","1113","1","2019","439"
"r_10","2","1113","2","2019","370"
"r_10","2","1113","0","2020","434"
"r_10","2","1113","1","2020","437"
"r_10","2","1113","2","2020","425"
"r_10","2","1113","0","2021","401"
"r_10","2","1113","1","2021","412"
"r_10","2","1113","2","2021","370"
"r_10","2","1113","0","2022","421"
"r_10","2","1113","1","2022","414"
"r_10","2","1113","2","2022","441"
"r_10","2","1114","0","2008","31"
"r_10","2","1114","1","2008","37"
"r_10","2","1114","2","2008","17"
"r_10","2","1114","0","2009","24"
"r_10","2","1114","1","2009","29"
"r_10","2","1114","2","2009","12"
"r_10","2","1114","0","2010","28"
"r_10","2","1114","1","2010","33"
"r_10","2","1114","2","2010","14"
"r_10","2","1114","0","2011","25"
"r_10","2","1114","1","2011","26"
"r_10","2","1114","2","2011","23"
"r_10","2","1114","0","2012","41"
"r_10","2","1114","1","2012","42"
"r_10","2","1114","2","2012","37"
"r_10","2","1114","0","2013","52"
"r_10","2","1114","1","2013","58"
"r_10","2","1114","2","2013","33"
"r_10","2","1114","0","2014","39"
"r_10","2","1114","1","2014","40"
"r_10","2","1114","2","2014","32"
"r_10","2","1114","0","2015","27"
"r_10","2","1114","1","2015","26"
"r_10","2","1114","2","2015","29"
"r_10","2","1114","0","2016","36"
"r_10","2","1114","1","2016","31"
"r_10","2","1114","2","2016","49"
"r_10","2","1114","0","2017","51"
"r_10","2","1114","1","2017","48"
"r_10","2","1114","2","2017","62"
"r_10","2","1114","0","2018","30"
"r_10","2","1114","1","2018","32"
"r_10","2","1114","2","2018","27"
"r_10","2","1114","0","2019","43"
"r_10","2","1114","1","2019","46"
"r_10","2","1114","2","2019","36"
"r_10","2","1114","0","2020","43"
"r_10","2","1114","1","2020","50"
"r_10","2","1114","2","2020","25"
"r_10","2","1114","0","2021","33"
"r_10","2","1114","1","2021","41"
"r_10","2","1114","2","2021","9"
"r_10","2","1114","0","2022","52"
"r_10","2","1114","1","2022","56"
"r_10","2","1114","2","2022","38"
"r_10","2","1115","0","2008","810"
"r_10","2","1115","1","2008","800"
"r_10","2","1115","2","2008","834"
"r_10","2","1115","0","2009","1019"
"r_10","2","1115","1","2009","1008"
"r_10","2","1115","2","2009","1046"
"r_10","2","1115","0","2010","1128"
"r_10","2","1115","1","2010","1101"
"r_10","2","1115","2","2010","1200"
"r_10","2","1115","0","2011","1140"
"r_10","2","1115","1","2011","1108"
"r_10","2","1115","2","2011","1228"
"r_10","2","1115","0","2012","1153"
"r_10","2","1115","1","2012","1124"
"r_10","2","1115","2","2012","1240"
"r_10","2","1115","0","2013","1229"
"r_10","2","1115","1","2013","1202"
"r_10","2","1115","2","2013","1310"
"r_10","2","1115","0","2014","1242"
"r_10","2","1115","1","2014","1212"
"r_10","2","1115","2","2014","1338"
"r_10","2","1115","0","2015","1286"
"r_10","2","1115","1","2015","1262"
"r_10","2","1115","2","2015","1363"
"r_10","2","1115","0","2016","1432"
"r_10","2","1115","1","2016","1435"
"r_10","2","1115","2","2016","1424"
"r_10","2","1115","0","2017","1479"
"r_10","2","1115","1","2017","1468"
"r_10","2","1115","2","2017","1511"
"r_10","2","1115","0","2018","1645"
"r_10","2","1115","1","2018","1624"
"r_10","2","1115","2","2018","1702"
"r_10","2","1115","0","2019","1801"
"r_10","2","1115","1","2019","1808"
"r_10","2","1115","2","2019","1783"
"r_10","2","1115","0","2020","2018"
"r_10","2","1115","1","2020","2034"
"r_10","2","1115","2","2020","1973"
"r_10","2","1115","0","2021","2311"
"r_10","2","1115","1","2021","2288"
"r_10","2","1115","2","2021","2379"
"r_10","2","1115","0","2022","3039"
"r_10","2","1115","1","2022","3032"
"r_10","2","1115","2","2022","3062"
"r_10","2","1116","0","2008","7"
"r_10","2","1116","1","2008","6"
"r_10","2","1116","2","2008","8"
"r_10","2","1116","0","2009","20"
"r_10","2","1116","1","2009","20"
"r_10","2","1116","2","2009","20"
"r_10","2","1116","0","2010","23"
"r_10","2","1116","1","2010","24"
"r_10","2","1116","2","2010","21"
"r_10","2","1116","0","2011","27"
"r_10","2","1116","1","2011","29"
"r_10","2","1116","2","2011","20"
"r_10","2","1116","0","2012","29"
"r_10","2","1116","1","2012","28"
"r_10","2","1116","2","2012","31"
"r_10","2","1116","0","2013","32"
"r_10","2","1116","1","2013","33"
"r_10","2","1116","2","2013","29"
"r_10","2","1116","0","2014","26"
"r_10","2","1116","1","2014","26"
"r_10","2","1116","2","2014","26"
"r_10","2","1116","0","2015","20"
"r_10","2","1116","1","2015","21"
"r_10","2","1116","2","2015","16"
"r_10","2","1116","0","2016","20"
"r_10","2","1116","1","2016","21"
"r_10","2","1116","2","2016","17"
"r_10","2","1116","0","2017","20"
"r_10","2","1116","1","2017","21"
"r_10","2","1116","2","2017","17"
"r_10","2","1116","0","2018","20"
"r_10","2","1116","1","2018","23"
"r_10","2","1116","2","2018","14"
"r_10","2","1116","0","2019","18"
"r_10","2","1116","1","2019","14"
"r_10","2","1116","2","2019","28"
"r_10","2","1116","0","2020","32"
"r_10","2","1116","1","2020","31"
"r_10","2","1116","2","2020","35"
"r_10","2","1116","0","2021","31"
"r_10","2","1116","1","2021","33"
"r_10","2","1116","2","2021","24"
"r_10","2","1116","0","2022","30"
"r_10","2","1116","1","2022","29"
"r_10","2","1116","2","2022","31"
"r_10","2","1117","0","2008","23"
"r_10","2","1117","1","2008","22"
"r_10","2","1117","2","2008","26"
"r_10","2","1117","0","2009","34"
"r_10","2","1117","1","2009","33"
"r_10","2","1117","2","2009","36"
"r_10","2","1117","0","2010","33"
"r_10","2","1117","1","2010","32"
"r_10","2","1117","2","2010","34"
"r_10","2","1117","0","2011","32"
"r_10","2","1117","1","2011","31"
"r_10","2","1117","2","2011","33"
"r_10","2","1117","0","2012","35"
"r_10","2","1117","1","2012","35"
"r_10","2","1117","2","2012","37"
"r_10","2","1117","0","2013","36"
"r_10","2","1117","1","2013","35"
"r_10","2","1117","2","2013","40"
"r_10","2","1117","0","2014","42"
"r_10","2","1117","1","2014","39"
"r_10","2","1117","2","2014","53"
"r_10","2","1117","0","2015","46"
"r_10","2","1117","1","2015","43"
"r_10","2","1117","2","2015","58"
"r_10","2","1117","0","2016","40"
"r_10","2","1117","1","2016","37"
"r_10","2","1117","2","2016","50"
"r_10","2","1117","0","2017","39"
"r_10","2","1117","1","2017","36"
"r_10","2","1117","2","2017","49"
"r_10","2","1117","0","2018","79"
"r_10","2","1117","1","2018","81"
"r_10","2","1117","2","2018","76"
"r_10","2","1117","0","2019","82"
"r_10","2","1117","1","2019","86"
"r_10","2","1117","2","2019","71"
"r_10","2","1117","0","2020","82"
"r_10","2","1117","1","2020","92"
"r_10","2","1117","2","2020","57"
"r_10","2","1117","0","2021","71"
"r_10","2","1117","1","2021","77"
"r_10","2","1117","2","2021","54"
"r_10","2","1117","0","2022","75"
"r_10","2","1117","1","2022","76"
"r_10","2","1117","2","2022","74"
"r_10","2","1118","0","2008","108"
"r_10","2","1118","1","2008","113"
"r_10","2","1118","2","2008","98"
"r_10","2","1118","0","2009","68"
"r_10","2","1118","1","2009","77"
"r_10","2","1118","2","2009","46"
"r_10","2","1118","0","2010","67"
"r_10","2","1118","1","2010","75"
"r_10","2","1118","2","2010","47"
"r_10","2","1118","0","2011","66"
"r_10","2","1118","1","2011","73"
"r_10","2","1118","2","2011","47"
"r_10","2","1118","0","2012","82"
"r_10","2","1118","1","2012","95"
"r_10","2","1118","2","2012","45"
"r_10","2","1118","0","2013","79"
"r_10","2","1118","1","2013","83"
"r_10","2","1118","2","2013","64"
"r_10","2","1118","0","2014","109"
"r_10","2","1118","1","2014","122"
"r_10","2","1118","2","2014","67"
"r_10","2","1118","0","2015","105"
"r_10","2","1118","1","2015","115"
"r_10","2","1118","2","2015","75"
"r_10","2","1118","0","2016","119"
"r_10","2","1118","1","2016","123"
"r_10","2","1118","2","2016","107"
"r_10","2","1118","0","2017","128"
"r_10","2","1118","1","2017","135"
"r_10","2","1118","2","2017","110"
"r_10","2","1118","0","2018","57"
"r_10","2","1118","1","2018","50"
"r_10","2","1118","2","2018","76"
"r_10","2","1118","0","2019","94"
"r_10","2","1118","1","2019","88"
"r_10","2","1118","2","2019","109"
"r_10","2","1118","0","2020","90"
"r_10","2","1118","1","2020","88"
"r_10","2","1118","2","2020","93"
"r_10","2","1118","0","2021","90"
"r_10","2","1118","1","2021","94"
"r_10","2","1118","2","2021","78"
"r_10","2","1118","0","2022","93"
"r_10","2","1118","1","2022","90"
"r_10","2","1118","2","2022","101"
"r_10","2","1119","0","2008","42"
"r_10","2","1119","1","2008","48"
"r_10","2","1119","2","2008","27"
"r_10","2","1119","0","2009","26"
"r_10","2","1119","1","2009","30"
"r_10","2","1119","2","2009","14"
"r_10","2","1119","0","2010","33"
"r_10","2","1119","1","2010","37"
"r_10","2","1119","2","2010","22"
"r_10","2","1119","0","2011","38"
"r_10","2","1119","1","2011","45"
"r_10","2","1119","2","2011","20"
"r_10","2","1119","0","2012","61"
"r_10","2","1119","1","2012","69"
"r_10","2","1119","2","2012","37"
"r_10","2","1119","0","2013","47"
"r_10","2","1119","1","2013","51"
"r_10","2","1119","2","2013","35"
"r_10","2","1119","0","2014","50"
"r_10","2","1119","1","2014","56"
"r_10","2","1119","2","2014","29"
"r_10","2","1119","0","2015","60"
"r_10","2","1119","1","2015","68"
"r_10","2","1119","2","2015","35"
"r_10","2","1119","0","2016","65"
"r_10","2","1119","1","2016","69"
"r_10","2","1119","2","2016","54"
"r_10","2","1119","0","2017","74"
"r_10","2","1119","1","2017","75"
"r_10","2","1119","2","2017","74"
"r_10","2","1119","0","2018","89"
"r_10","2","1119","1","2018","89"
"r_10","2","1119","2","2018","88"
"r_10","2","1119","0","2019","80"
"r_10","2","1119","1","2019","76"
"r_10","2","1119","2","2019","91"
"r_10","2","1119","0","2020","78"
"r_10","2","1119","1","2020","74"
"r_10","2","1119","2","2020","92"
"r_10","2","1119","0","2021","70"
"r_10","2","1119","1","2021","66"
"r_10","2","1119","2","2021","82"
"r_10","2","1119","0","2022","89"
"r_10","2","1119","1","2022","86"
"r_10","2","1119","2","2022","98"
"r_10","2","112","0","2008","77"
"r_10","2","112","1","2008","42"
"r_10","2","112","2","2008","158"
"r_10","2","112","0","2009","32"
"r_10","2","112","1","2009","9"
"r_10","2","112","2","2009","84"
"r_10","2","112","0","2010","35"
"r_10","2","112","1","2010","18"
"r_10","2","112","2","2010","80"
"r_10","2","112","0","2011","23"
"r_10","2","112","1","2011","13"
"r_10","2","112","2","2011","50"
"r_10","2","112","0","2012","35"
"r_10","2","112","1","2012","19"
"r_10","2","112","2","2012","84"
"r_10","2","112","0","2013","55"
"r_10","2","112","1","2013","47"
"r_10","2","112","2","2013","80"
"r_10","2","112","0","2014","32"
"r_10","2","112","1","2014","18"
"r_10","2","112","2","2014","78"
"r_10","2","112","0","2015","30"
"r_10","2","112","1","2015","10"
"r_10","2","112","2","2015","95"
"r_10","2","112","0","2016","31"
"r_10","2","112","1","2016","25"
"r_10","2","112","2","2016","46"
"r_10","2","112","0","2017","41"
"r_10","2","112","1","2017","37"
"r_10","2","112","2","2017","53"
"r_10","2","112","0","2018","23"
"r_10","2","112","1","2018","12"
"r_10","2","112","2","2018","55"
"r_10","2","112","0","2019","27"
"r_10","2","112","1","2019","18"
"r_10","2","112","2","2019","52"
"r_10","2","112","0","2020","20"
"r_10","2","112","1","2020","7"
"r_10","2","112","2","2020","55"
"r_10","2","112","0","2021","15"
"r_10","2","112","1","2021","6"
"r_10","2","112","2","2021","41"
"r_10","2","112","0","2022","30"
"r_10","2","112","1","2022","26"
"r_10","2","112","2","2022","43"
"r_10","2","113","0","2008","144"
"r_10","2","113","1","2008","142"
"r_10","2","113","2","2008","150"
"r_10","2","113","0","2009","126"
"r_10","2","113","1","2009","139"
"r_10","2","113","2","2009","95"
"r_10","2","113","0","2010","139"
"r_10","2","113","1","2010","146"
"r_10","2","113","2","2010","119"
"r_10","2","113","0","2011","135"
"r_10","2","113","1","2011","145"
"r_10","2","113","2","2011","108"
"r_10","2","113","0","2012","171"
"r_10","2","113","1","2012","172"
"r_10","2","113","2","2012","168"
"r_10","2","113","0","2013","218"
"r_10","2","113","1","2013","253"
"r_10","2","113","2","2013","108"
"r_10","2","113","0","2014","137"
"r_10","2","113","1","2014","145"
"r_10","2","113","2","2014","111"
"r_10","2","113","0","2015","135"
"r_10","2","113","1","2015","139"
"r_10","2","113","2","2015","120"
"r_10","2","113","0","2016","147"
"r_10","2","113","1","2016","151"
"r_10","2","113","2","2016","137"
"r_10","2","113","0","2017","209"
"r_10","2","113","1","2017","219"
"r_10","2","113","2","2017","181"
"r_10","2","113","0","2018","244"
"r_10","2","113","1","2018","245"
"r_10","2","113","2","2018","241"
"r_10","2","113","0","2019","239"
"r_10","2","113","1","2019","241"
"r_10","2","113","2","2019","233"
"r_10","2","113","0","2020","233"
"r_10","2","113","1","2020","237"
"r_10","2","113","2","2020","223"
"r_10","2","113","0","2021","255"
"r_10","2","113","1","2021","262"
"r_10","2","113","2","2021","235"
"r_10","2","113","0","2022","257"
"r_10","2","113","1","2022","261"
"r_10","2","113","2","2022","246"
"r_10","2","12","0","2008","129"
"r_10","2","12","1","2008","135"
"r_10","2","12","2","2008","115"
"r_10","2","12","0","2009","112"
"r_10","2","12","1","2009","111"
"r_10","2","12","2","2009","113"
"r_10","2","12","0","2010","125"
"r_10","2","12","1","2010","135"
"r_10","2","12","2","2010","99"
"r_10","2","12","0","2011","113"
"r_10","2","12","1","2011","117"
"r_10","2","12","2","2011","102"
"r_10","2","12","0","2012","154"
"r_10","2","12","1","2012","161"
"r_10","2","12","2","2012","134"
"r_10","2","12","0","2013","154"
"r_10","2","12","1","2013","166"
"r_10","2","12","2","2013","117"
"r_10","2","12","0","2014","144"
"r_10","2","12","1","2014","138"
"r_10","2","12","2","2014","166"
"r_10","2","12","0","2015","147"
"r_10","2","12","1","2015","155"
"r_10","2","12","2","2015","124"
"r_10","2","12","0","2016","179"
"r_10","2","12","1","2016","191"
"r_10","2","12","2","2016","143"
"r_10","2","12","0","2017","210"
"r_10","2","12","1","2017","216"
"r_10","2","12","2","2017","194"
"r_10","2","12","0","2018","241"
"r_10","2","12","1","2018","239"
"r_10","2","12","2","2018","246"
"r_10","2","12","0","2019","238"
"r_10","2","12","1","2019","235"
"r_10","2","12","2","2019","249"
"r_10","2","12","0","2020","219"
"r_10","2","12","1","2020","202"
"r_10","2","12","2","2020","267"
"r_10","2","12","0","2021","278"
"r_10","2","12","1","2021","270"
"r_10","2","12","2","2021","301"
"r_10","2","12","0","2022","376"
"r_10","2","12","1","2022","365"
"r_10","2","12","2","2022","409"
"r_10","2","13","0","2008","117"
"r_10","2","13","1","2008","151"
"r_10","2","13","2","2008","39"
"r_10","2","13","0","2009","62"
"r_10","2","13","1","2009","65"
"r_10","2","13","2","2009","54"
"r_10","2","13","0","2010","38"
"r_10","2","13","1","2010","38"
"r_10","2","13","2","2010","38"
"r_10","2","13","0","2011","41"
"r_10","2","13","1","2011","44"
"r_10","2","13","2","2011","33"
"r_10","2","13","0","2012","60"
"r_10","2","13","1","2012","62"
"r_10","2","13","2","2012","54"
"r_10","2","13","0","2013","127"
"r_10","2","13","1","2013","150"
"r_10","2","13","2","2013","54"
"r_10","2","13","0","2014","61"
"r_10","2","13","1","2014","63"
"r_10","2","13","2","2014","52"
"r_10","2","13","0","2015","47"
"r_10","2","13","1","2015","53"
"r_10","2","13","2","2015","28"
"r_10","2","13","0","2016","57"
"r_10","2","13","1","2016","66"
"r_10","2","13","2","2016","34"
"r_10","2","13","0","2017","65"
"r_10","2","13","1","2017","70"
"r_10","2","13","2","2017","52"
"r_10","2","13","0","2018","109"
"r_10","2","13","1","2018","123"
"r_10","2","13","2","2018","67"
"r_10","2","13","0","2019","83"
"r_10","2","13","1","2019","96"
"r_10","2","13","2","2019","46"
"r_10","2","13","0","2020","66"
"r_10","2","13","1","2020","68"
"r_10","2","13","2","2020","62"
"r_10","2","13","0","2021","53"
"r_10","2","13","1","2021","56"
"r_10","2","13","2","2021","42"
"r_10","2","13","0","2022","56"
"r_10","2","13","1","2022","58"
"r_10","2","13","2","2022","47"
"r_10","3","11","0","2008","100"
"r_10","3","11","1","2008","100"
"r_10","3","11","2","2008","100"
"r_10","3","11","0","2009","100"
"r_10","3","11","1","2009","100"
"r_10","3","11","2","2009","100"
"r_10","3","11","0","2010","100"
"r_10","3","11","1","2010","100"
"r_10","3","11","2","2010","100"
"r_10","3","11","0","2011","100"
"r_10","3","11","1","2011","100"
"r_10","3","11","2","2011","100"
"r_10","3","11","0","2012","100"
"r_10","3","11","1","2012","100"
"r_10","3","11","2","2012","100"
"r_10","3","11","0","2013","100"
"r_10","3","11","1","2013","100"
"r_10","3","11","2","2013","100"
"r_10","3","11","0","2014","100"
"r_10","3","11","1","2014","100"
"r_10","3","11","2","2014","100"
"r_10","3","11","0","2015","100"
"r_10","3","11","1","2015","100"
"r_10","3","11","2","2015","100"
"r_10","3","11","0","2016","100"
"r_10","3","11","1","2016","100"
"r_10","3","11","2","2016","100"
"r_10","3","11","0","2017","100"
"r_10","3","11","1","2017","100"
"r_10","3","11","2","2017","100"
"r_10","3","11","0","2018","100"
"r_10","3","11","1","2018","100"
"r_10","3","11","2","2018","100"
"r_10","3","11","0","2019","100"
"r_10","3","11","1","2019","100"
"r_10","3","11","2","2019","100"
"r_10","3","11","0","2020","100"
"r_10","3","11","1","2020","100"
"r_10","3","11","2","2020","100"
"r_10","3","11","0","2021","100"
"r_10","3","11","1","2021","100"
"r_10","3","11","2","2021","100"
"r_10","3","11","0","2022","100"
"r_10","3","11","1","2022","100"
"r_10","3","11","2","2022","100"
"r_10","3","111","0","2008","93.7"
"r_10","3","111","1","2008","95.1"
"r_10","3","111","2","2008","89.4"
"r_10","3","111","0","2009","95.7"
"r_10","3","111","1","2009","96.3"
"r_10","3","111","2","2009","94.1"
"r_10","3","111","0","2010","95.2"
"r_10","3","111","1","2010","95.7"
"r_10","3","111","2","2010","93.6"
"r_10","3","111","0","2011","95.8"
"r_10","3","111","1","2011","96.1"
"r_10","3","111","2","2011","94.8"
"r_10","3","111","0","2012","95.2"
"r_10","3","111","1","2012","95.9"
"r_10","3","111","2","2012","92.7"
"r_10","3","111","0","2013","94.3"
"r_10","3","111","1","2013","94.2"
"r_10","3","111","2","2013","94.8"
"r_10","3","111","0","2014","96.5"
"r_10","3","111","1","2014","96.8"
"r_10","3","111","2","2014","94.8"
"r_10","3","111","0","2015","96.7"
"r_10","3","111","1","2015","97.2"
"r_10","3","111","2","2015","94.2"
"r_10","3","111","0","2016","96.6"
"r_10","3","111","1","2016","96.8"
"r_10","3","111","2","2016","95.5"
"r_10","3","111","0","2017","95.5"
"r_10","3","111","1","2017","95.8"
"r_10","3","111","2","2017","94.6"
"r_10","3","111","0","2018","95.6"
"r_10","3","111","1","2018","96"
"r_10","3","111","2","2018","93.7"
"r_10","3","111","0","2019","96"
"r_10","3","111","1","2019","96.4"
"r_10","3","111","2","2019","94.4"
"r_10","3","111","0","2020","96.4"
"r_10","3","111","1","2020","96.8"
"r_10","3","111","2","2020","95"
"r_10","3","111","0","2021","96.5"
"r_10","3","111","1","2021","96.7"
"r_10","3","111","2","2021","95.5"
"r_10","3","111","0","2022","96.8"
"r_10","3","111","1","2022","97"
"r_10","3","111","2","2022","96.1"
"r_10","3","1111","0","2008","51.9"
"r_10","3","1111","1","2008","56.9"
"r_10","3","1111","2","2008","37"
"r_10","3","1111","0","2009","52.2"
"r_10","3","1111","1","2009","56.6"
"r_10","3","1111","2","2009","38.8"
"r_10","3","1111","0","2010","50.9"
"r_10","3","1111","1","2010","54.4"
"r_10","3","1111","2","2010","39.2"
"r_10","3","1111","0","2011","51.8"
"r_10","3","1111","1","2011","55"
"r_10","3","1111","2","2011","40.6"
"r_10","3","1111","0","2012","52.7"
"r_10","3","1111","1","2012","56"
"r_10","3","1111","2","2012","39.7"
"r_10","3","1111","0","2013","53.1"
"r_10","3","1111","1","2013","55.9"
"r_10","3","1111","2","2013","40.5"
"r_10","3","1111","0","2014","54.2"
"r_10","3","1111","1","2014","57.6"
"r_10","3","1111","2","2014","39.2"
"r_10","3","1111","0","2015","55"
"r_10","3","1111","1","2015","58.2"
"r_10","3","1111","2","2015","40.7"
"r_10","3","1111","0","2016","54.3"
"r_10","3","1111","1","2016","57.4"
"r_10","3","1111","2","2016","42.3"
"r_10","3","1111","0","2017","54.4"
"r_10","3","1111","1","2017","57.6"
"r_10","3","1111","2","2017","42.1"
"r_10","3","1111","0","2018","55.5"
"r_10","3","1111","1","2018","58.9"
"r_10","3","1111","2","2018","42.6"
"r_10","3","1111","0","2019","56.6"
"r_10","3","1111","1","2019","59.8"
"r_10","3","1111","2","2019","44.8"
"r_10","3","1111","0","2020","56.1"
"r_10","3","1111","1","2020","58.9"
"r_10","3","1111","2","2020","45.3"
"r_10","3","1111","0","2021","56.8"
"r_10","3","1111","1","2021","59.6"
"r_10","3","1111","2","2021","46.1"
"r_10","3","1111","0","2022","53.9"
"r_10","3","1111","1","2022","56.6"
"r_10","3","1111","2","2022","43.4"
"r_10","3","1112","0","2008","4.9"
"r_10","3","1112","1","2008","5.1"
"r_10","3","1112","2","2008","4.3"
"r_10","3","1112","0","2009","4.1"
"r_10","3","1112","1","2009","4.2"
"r_10","3","1112","2","2009","4"
"r_10","3","1112","0","2010","2.1"
"r_10","3","1112","1","2010","2.2"
"r_10","3","1112","2","2010","2.1"
"r_10","3","1112","0","2011","1.3"
"r_10","3","1112","1","2011","1.3"
"r_10","3","1112","2","2011","1.3"
"r_10","3","1112","0","2012","2.5"
"r_10","3","1112","1","2012","2.6"
"r_10","3","1112","2","2012","2"
"r_10","3","1112","0","2013","3.8"
"r_10","3","1112","1","2013","3.9"
"r_10","3","1112","2","2013","3.1"
"r_10","3","1112","0","2014","3.5"
"r_10","3","1112","1","2014","3.4"
"r_10","3","1112","2","2014","3.5"
"r_10","3","1112","0","2015","3.2"
"r_10","3","1112","1","2015","3.1"
"r_10","3","1112","2","2015","3.8"
"r_10","3","1112","0","2016","2.9"
"r_10","3","1112","1","2016","2.9"
"r_10","3","1112","2","2016","3.1"
"r_10","3","1112","0","2017","2.3"
"r_10","3","1112","1","2017","2.3"
"r_10","3","1112","2","2017","2.3"
"r_10","3","1112","0","2018","1.2"
"r_10","3","1112","1","2018","1.1"
"r_10","3","1112","2","2018","1.5"
"r_10","3","1112","0","2019","0.9"
"r_10","3","1112","1","2019","0.8"
"r_10","3","1112","2","2019","1"
"r_10","3","1112","0","2020","0.7"
"r_10","3","1112","1","2020","0.6"
"r_10","3","1112","2","2020","1"
"r_10","3","1112","0","2021","0.6"
"r_10","3","1112","1","2021","0.6"
"r_10","3","1112","2","2021","0.7"
"r_10","3","1112","0","2022","0.8"
"r_10","3","1112","1","2022","0.7"
"r_10","3","1112","2","2022","1.1"
"r_10","3","1113","0","2008","7.8"
"r_10","3","1113","1","2008","5.8"
"r_10","3","1113","2","2008","13.6"
"r_10","3","1113","0","2009","7.1"
"r_10","3","1113","1","2009","5.3"
"r_10","3","1113","2","2009","12.9"
"r_10","3","1113","0","2010","6.3"
"r_10","3","1113","1","2010","5.4"
"r_10","3","1113","2","2010","9.2"
"r_10","3","1113","0","2011","7.6"
