RevisionColumn,PlaceResidence,GenderID,Units,periods,ValueColumn
"r_10","1","1","1000cp","2018Q1","1279.3"
"r_10","1","2","1000cp","2018Q1","1179.5"
"r_10","2","0","1000cp","2018Q1","640.5"
"r_10","2","1","1000cp","2018Q1","376.5"
"r_10","2","2","1000cp","2018Q1","264"
"r_11","0","0","1000cp","2018Q2","3157.1"
"r_11","0","1","1000cp","2018Q2","1678.1"
"r_11","0","2","1000cp","2018Q2","1479"
"r_11","1","0","1000cp","2018Q2","2487.8"
"r_11","1","1","1000cp","2018Q2","1287.2"
"r_11","1","2","1000cp","2018Q2","1200.6"
"r_11","2","0","1000cp","2018Q2","669.3"
"r_11","2","1","1000cp","2018Q2","390.9"
"r_11","2","2","1000cp","2018Q2","278.4"
"r_12","0","0","1000cp","2018Q3","3205.3"
"r_12","0","1","1000cp","2018Q3","1712.2"
"r_12","0","2","1000cp","2018Q3","1493.2"
"r_12","1","0","1000cp","2018Q3","2514"
"r_12","1","1","1000cp","2018Q3","1306.1"
"r_12","1","2","1000cp","2018Q3","1207.9"
"r_12","2","0","1000cp","2018Q3","691.4"
"r_12","2","1","1000cp","2018Q3","406.1"
"r_12","2","2","1000cp","2018Q3","285.2"
"r_13","0","0","1000cp","2018Q4","3148.9"
"r_13","0","1","1000cp","2018Q4","1695.3"
"r_13","0","2","1000cp","2018Q4","1453.6"
"r_13","1","0","1000cp","2018Q4","2488.6"
"r_13","1","1","1000cp","2018Q4","1305"
"r_13","1","2","1000cp","2018Q4","1183.5"
"r_13","2","0","1000cp","2018Q4","660.3"
"r_13","2","1","1000cp","2018Q4","390.2"
"r_13","2","2","1000cp","2018Q4","270.1"
"r_14","0","0","1000cp","2019Q1","3147.8"
"r_14","0","1","1000cp","2019Q1","1681.4"
"r_14","0","2","1000cp","2019Q1","1466.4"
"r_14","1","0","1000cp","2019Q1","2488.6"
"r_14","1","1","1000cp","2019Q1","1295.7"
"r_14","1","2","1000cp","2019Q1","1192.9"
"r_14","2","0","1000cp","2019Q1","659.2"
"r_14","2","1","1000cp","2019Q1","385.8"
"r_14","2","2","1000cp","2019Q1","273.5"
"r_15","0","0","1000cp","2019Q2","3262.8"
"r_15","0","1","1000cp","2019Q2","1733.2"
"r_15","0","2","1000cp","2019Q2","1529.7"
"r_15","1","0","1000cp","2019Q2","2555.4"
"r_15","1","1","1000cp","2019Q2","1322.6"
"r_15","1","2","1000cp","2019Q2","1232.8"
"r_15","2","0","1000cp","2019Q2","707.5"
"r_15","2","1","1000cp","2019Q2","410.6"
"r_15","2","2","1000cp","2019Q2","296.9"
"r_16","0","0","1000cp","2019Q3","3299.2"
"r_16","0","1","1000cp","2019Q3","1771.3"
"r_16","0","2","1000cp","2019Q3","1527.9"
"r_16","1","0","1000cp","2019Q3","2577"
"r_16","1","1","1000cp","2019Q3","1348.8"
"r_16","1","2","1000cp","2019Q3","1228.1"
"r_16","2","0","1000cp","2019Q3","722.2"
"r_16","2","1","1000cp","2019Q3","422.5"
"r_16","2","2","1000cp","2019Q3","299.8"
"r_17","0","0","1000cp","2019Q4","3222.7"
"r_17","0","1","1000cp","2019Q4","1742.3"
"r_17","0","2","1000cp","2019Q4","1480.4"
"r_17","1","0","1000cp","2019Q4","2536.1"
"r_17","1","1","1000cp","2019Q4","1333.4"
"r_17","1","2","1000cp","2019Q4","1202.7"
"r_17","2","0","1000cp","2019Q4","686.6"
"r_17","2","1","1000cp","2019Q4","408.9"
"r_17","2","2","1000cp","2019Q4","277.7"
"r_18","0","0","1000cp","2020Q1","3107.2"
"r_18","0","1","1000cp","2020Q1","1667.1"
"r_18","0","2","1000cp","2020Q1","1440.1"
"r_18","1","0","1000cp","2020Q1","2449.7"
"r_18","1","1","1000cp","2020Q1","1274"
"r_18","1","2","1000cp","2020Q1","1175.7"
"r_18","2","0","1000cp","2020Q1","657.5"
"r_18","2","1","1000cp","2020Q1","393"
"r_18","2","2","1000cp","2020Q1","264.4"
"r_19","0","0","1000cp","2020Q2","3079.6"
"r_19","0","1","1000cp","2020Q2","1642"
"r_19","0","2","1000cp","2020Q2","1437.6"
"r_19","1","0","1000cp","2020Q2","2402.1"
"r_19","1","1","1000cp","2020Q2","1244.2"
"r_19","1","2","1000cp","2020Q2","1158"
"r_19","2","0","1000cp","2020Q2","677.5"
"r_19","2","1","1000cp","2020Q2","397.8"
"r_19","2","2","1000cp","2020Q2","279.7"
"r_20","0","0","1000cp","2020Q3","3173.2"
"r_20","0","1","1000cp","2020Q3","1703"
"r_20","0","2","1000cp","2020Q3","1470.2"
"r_20","1","0","1000cp","2020Q3","2435.8"
"r_20","1","1","1000cp","2020Q3","1271.8"
"r_20","1","2","1000cp","2020Q3","1164"
"r_20","2","0","1000cp","2020Q3","737.4"
"r_20","2","1","1000cp","2020Q3","431.2"
"r_20","2","2","1000cp","2020Q3","306.3"
"r_21","0","0","1000cp","2020Q4","3126.9"
"r_21","0","1","1000cp","2020Q4","1692.3"
"r_21","0","2","1000cp","2020Q4","1434.5"
"r_21","1","0","1000cp","2020Q4","2429.9"
"r_21","1","1","1000cp","2020Q4","1275.3"
"r_21","1","2","1000cp","2020Q4","1154.7"
"r_21","2","0","1000cp","2020Q4","696.9"
"r_21","2","1","1000cp","2020Q4","417"
"r_21","2","2","1000cp","2020Q4","279.9"
"r_30","0","0","1000cp","2023Q1","2928"
"r_30","0","1","1000cp","2023Q1","1545.5"
"r_30","0","2","1000cp","2023Q1","1382.5"
"r_30","1","0","1000cp","2023Q1","2289"
"r_30","1","1","1000cp","2023Q1","1178.3"
"r_30","1","2","1000cp","2023Q1","1110.7"
"r_30","2","0","1000cp","2023Q1","639"
"r_30","2","1","1000cp","2023Q1","367.1"
"r_30","2","2","1000cp","2023Q1","271.8"
"r_31","0","0","1000cp","2023Q2","2914.3"
"r_31","0","1","1000cp","2023Q2","1545.1"
"r_31","0","2","1000cp","2023Q2","1369.3"
"r_31","1","0","1000cp","2023Q2","2274"
"r_31","1","1","1000cp","2023Q2","1174.6"
"r_31","1","2","1000cp","2023Q2","1099.4"
"r_31","2","0","1000cp","2023Q2","640.3"
"r_31","2","1","1000cp","2023Q2","370.5"
"r_31","2","2","1000cp","2023Q2","269.8"
"r_32","0","0","1000cp","2023Q3","2964.7"
"r_32","0","1","1000cp","2023Q3","1566.8"
"r_32","0","2","1000cp","2023Q3","1397.9"
"r_32","1","0","1000cp","2023Q3","2309.7"
"r_32","1","1","1000cp","2023Q3","1186.9"
"r_32","1","2","1000cp","2023Q3","1122.8"
"r_32","2","0","1000cp","2023Q3","655"
"r_32","2","1","1000cp","2023Q3","379.9"
"r_32","2","2","1000cp","2023Q3","275"
"r_33","0","0","1000cp","2022Q1","2868"
"r_33","0","1","1000cp","2022Q1","1519.9"
"r_33","0","2","1000cp","2022Q1","1348.1"
"r_33","1","0","1000cp","2022Q1","2259.2"
"r_33","1","1","1000cp","2022Q1","1165.9"
"r_33","1","2","1000cp","2022Q1","1093.3"
"r_33","2","0","1000cp","2022Q1","608.8"
"r_33","2","1","1000cp","2022Q1","354"
"r_33","2","2","1000cp","2022Q1","254.8"
"r_34","0","0","1000cp","2022Q2","2913.6"
"r_34","0","1","1000cp","2022Q2","1545.3"
"r_34","0","2","1000cp","2022Q2","1368.3"
"r_34","1","0","1000cp","2022Q2","2287"
"r_34","1","1","1000cp","2022Q2","1178"
"r_34","1","2","1000cp","2022Q2","1109"
"r_34","2","0","1000cp","2022Q2","626.6"
"r_34","2","1","1000cp","2022Q2","367.3"
"r_34","2","2","1000cp","2022Q2","259.3"
"r_35","0","0","1000cp","2022Q3","3000.2"
"r_35","0","1","1000cp","2022Q3","1597.5"
"r_35","0","2","1000cp","2022Q3","1402.7"
"r_35","1","0","1000cp","2022Q3","2340.4"
"r_35","1","1","1000cp","2022Q3","1210.4"
"r_35","1","2","1000cp","2022Q3","1130.1"
"r_35","2","0","1000cp","2022Q3","659.8"
"r_35","2","1","1000cp","2022Q3","387.2"
"r_35","2","2","1000cp","2022Q3","272.6"
"r_36","0","0","1000cp","2022Q4","2980.5"
"r_36","0","1","1000cp","2022Q4","1581.8"
"r_36","0","2","1000cp","2022Q4","1398.7"
"r_36","1","0","1000cp","2022Q4","2324.6"
"r_36","1","1","1000cp","2022Q4","1199"
"r_36","1","2","1000cp","2022Q4","1125.6"
"r_36","2","0","1000cp","2022Q4","655.9"
"r_36","2","1","1000cp","2022Q4","382.7"
"r_36","2","2","1000cp","2022Q4","273.2"
"r_37","0","0","1000cp","2023Q4","2920.6"
"r_37","0","1","1000cp","2023Q4","1556.5"
"r_37","0","2","1000cp","2023Q4","1364.1"
"r_37","1","0","1000cp","2023Q4","2285.3"
"r_37","1","1","1000cp","2023Q4","1184"
"r_37","1","2","1000cp","2023Q4","1101.2"
"r_37","2","0","1000cp","2023Q4","635.3"
"r_37","2","1","1000cp","2023Q4","372.5"
"r_37","2","2","1000cp","2023Q4","262.8"
"r_38","0","0","1000cp","2024Q1","2907.3"
"r_38","0","1","1000cp","2024Q1","1547.1"
"r_38","0","2","1000cp","2024Q1","1360.2"
"r_38","1","0","1000cp","2024Q1","2279.3"
"r_38","1","1","1000cp","2024Q1","1179.5"
"r_38","1","2","1000cp","2024Q1","1099.7"
"r_38","2","0","1000cp","2024Q1","628.1"
"r_38","2","1","1000cp","2024Q1","367.6"
"r_38","2","2","1000cp","2024Q1","260.5"
"r_39","0","0","1000cp","2021Q1","2838.8"
"r_39","0","1","1000cp","2021Q1","1517.4"
"r_39","0","2","1000cp","2021Q1","1321.4"
"r_39","1","0","1000cp","2021Q1","2228.1"
"r_39","1","1","1000cp","2021Q1","1152.7"
"r_39","1","2","1000cp","2021Q1","1075.4"
"r_39","2","0","1000cp","2021Q1","610.7"
"r_39","2","1","1000cp","2021Q1","364.6"
"r_39","2","2","1000cp","2021Q1","246"
"r_40","0","0","1000cp","2021Q2","2866.3"
"r_40","0","1","1000cp","2021Q2","1532.2"
"r_40","0","2","1000cp","2021Q2","1334.2"
"r_40","1","0","1000cp","2021Q2","2240.5"
"r_40","1","1","1000cp","2021Q2","1161.9"
"r_40","1","2","1000cp","2021Q2","1078.6"
"r_40","2","0","1000cp","2021Q2","625.8"
"r_40","2","1","1000cp","2021Q2","370.3"
"r_40","2","2","1000cp","2021Q2","255.5"
"r_41","0","0","1000cp","2021Q3","2927.8"
"r_41","0","1","1000cp","2021Q3","1560.6"
"r_41","0","2","1000cp","2021Q3","1367.3"
"r_41","1","0","1000cp","2021Q3","2280"
"r_41","1","1","1000cp","2021Q3","1181.1"
"r_41","1","2","1000cp","2021Q3","1098.9"
"r_41","2","0","1000cp","2021Q3","647.8"
"r_41","2","1","1000cp","2021Q3","379.4"
"r_41","2","2","1000cp","2021Q3","268.4"
"r_42","0","0","1000cp","2021Q4","2875.8"
"r_42","0","1","1000cp","2021Q4","1532.2"
"r_42","0","2","1000cp","2021Q4","1343.7"
"r_42","1","0","1000cp","2021Q4","2254.9"
"r_42","1","1","1000cp","2021Q4","1168.1"
"r_42","1","2","1000cp","2021Q4","1086.7"
"r_42","2","0","1000cp","2021Q4","621"
"r_42","2","1","1000cp","2021Q4","364"
"r_42","2","2","1000cp","2021Q4","257"
"r_43","0","0","1000cp","2024Q2","2930.3"
"r_43","0","1","1000cp","2024Q2","1553.8"
"r_43","0","2","1000cp","2024Q2","1376.5"
"r_43","1","0","1000cp","2024Q2","2279.8"
"r_43","1","1","1000cp","2024Q2","1178.5"
"r_43","1","2","1000cp","2024Q2","1101.3"
"r_43","2","0","1000cp","2024Q2","650.5"
"r_43","2","1","1000cp","2024Q2","375.4"
"r_43","2","2","1000cp","2024Q2","275.2"
"r_44","0","0","1000cp","2024Q3","2964.8"
"r_44","0","1","1000cp","2024Q3","1571.2"
"r_44","0","2","1000cp","2024Q3","1393.5"
"r_44","1","0","1000cp","2024Q3","2301.4"
"r_44","1","1","1000cp","2024Q3","1190.6"
"r_44","1","2","1000cp","2024Q3","1110.7"
"r_44","2","0","1000cp","2024Q3","663.4"
"r_44","2","1","1000cp","2024Q3","380.6"
"r_44","2","2","1000cp","2024Q3","282.8"
"r_45","0","0","1000cp","2024Q4","2929.1"
"r_45","0","1","1000cp","2024Q4","1544.4"
"r_45","0","2","1000cp","2024Q4","1384.7"
"r_45","1","0","1000cp","2024Q4","2297.8"
"r_45","1","1","1000cp","2024Q4","1181.4"
"r_45","1","2","1000cp","2024Q4","1116.4"
"r_45","2","0","1000cp","2024Q4","631.3"
"r_45","2","1","1000cp","2024Q4","363"
"r_45","2","2","1000cp","2024Q4","268.3"
"r_46","0","0","1000cp","2025Q1","2910.9"
"r_46","0","1","1000cp","2025Q1","1546.1"
"r_46","0","2","1000cp","2025Q1","1364.8"
"r_46","1","0","1000cp","2025Q1","2291.7"
"r_46","1","1","1000cp","2025Q1","1185"
"r_46","1","2","1000cp","2025Q1","1106.7"
"r_46","2","0","1000cp","2025Q1","619.2"
"r_46","2","1","1000cp","2025Q1","361.1"
"r_46","2","2","1000cp","2025Q1","258.1"
"r_47","0","0","1000cp","2025Q2","2934.1"
"r_47","0","1","1000cp","2025Q2","1554.2"
"r_47","0","2","1000cp","2025Q2","1379.9"
"r_47","1","0","1000cp","2025Q2","2286.8"
"r_47","1","1","1000cp","2025Q2","1180.7"
"r_47","1","2","1000cp","2025Q2","1106.1"
"r_47","2","0","1000cp","2025Q2","647.3"
"r_47","2","1","1000cp","2025Q2","373.5"
"r_47","2","2","1000cp","2025Q2","273.9"
"r_48","0","0","1000cp","2025Q3","2956"
"r_48","0","1","1000cp","2025Q3","1563"
"r_48","0","2","1000cp","2025Q3","1392.9"
"r_48","1","0","1000cp","2025Q3","2302"
"r_48","1","1","1000cp","2025Q3","1188"
"r_48","1","2","1000cp","2025Q3","1114"
"r_48","2","0","1000cp","2025Q3","654"
"r_48","2","1","1000cp","2025Q3","375"
"r_48","2","2","1000cp","2025Q3","279"
