RevisionColumn,periods,SZCLS_EMPL,NUTS,Units,Indicators,ValueColumn
"r_1","2019","6","BG34","1000BGN","3.1.1.03.3","7904158"
"r_1","2019","6","BG34","1000BGN","3.1.1.03.4","13959723"
"r_1","2019","6","BG34","1000BGN","3.1.1.03.5","13888209"
"r_1","2020","6","BG34","num","3.1.1.03.1","81"
"r_1","2020","6","BG34","num","3.1.1.03.2","68716"
"r_1","2020","6","BG34","1000BGN","3.1.1.03.3","3585212"
"r_1","2020","6","BG34","1000BGN","3.1.1.03.4","9584621"
"r_1","2020","6","BG34","1000BGN","3.1.1.03.5","10245549"
"r_1","2008","0","BG4","num","3.1.1.03.1","164330"
"r_1","2008","0","BG4","num","3.1.1.03.2","1245391"
"r_1","2008","0","BG4","1000BGN","3.1.1.03.3","61531352"
"r_1","2008","0","BG4","1000BGN","3.1.1.03.4","149367661"
"r_1","2008","0","BG4","1000BGN","3.1.1.03.5","143522693"
"r_1","2009","0","BG4","num","3.1.1.03.1","200141"
"r_1","2009","0","BG4","num","3.1.1.03.2","1266387"
"r_1","2009","0","BG4","1000BGN","3.1.1.03.3","68334571"
"r_1","2009","0","BG4","1000BGN","3.1.1.03.4","132222774"
"r_1","2009","0","BG4","1000BGN","3.1.1.03.5","128756352"
"r_1","2010","0","BG4","num","3.1.1.03.1","200780"
"r_1","2010","0","BG4","num","3.1.1.03.2","1204632"
"r_1","2010","0","BG4","1000BGN","3.1.1.03.3","67290355"
"r_1","2010","0","BG4","1000BGN","3.1.1.03.4","133134574"
"r_1","2010","0","BG4","1000BGN","3.1.1.03.5","129791783"
"r_1","2011","0","BG4","num","3.1.1.03.1","201528"
"r_1","2011","0","BG4","num","3.1.1.03.2","1195875"
"r_1","2011","0","BG4","1000BGN","3.1.1.03.3","68153877"
"r_1","2011","0","BG4","1000BGN","3.1.1.03.4","146453465"
"r_1","2011","0","BG4","1000BGN","3.1.1.03.5","142698379"
"r_1","2012","0","BG4","num","3.1.1.03.1","204987"
"r_1","2012","0","BG4","num","3.1.1.03.2","1186819"
"r_1","2012","0","BG4","1000BGN","3.1.1.03.3","70156611"
"r_1","2012","0","BG4","1000BGN","3.1.1.03.4","153406049"
"r_1","2012","0","BG4","1000BGN","3.1.1.03.5","149092059"
"r_1","2013","0","BG4","num","3.1.1.03.1","209104"
"r_1","2013","0","BG4","num","3.1.1.03.2","1187734"
"r_1","2013","0","BG4","1000BGN","3.1.1.03.3","70167244"
"r_1","2013","0","BG4","1000BGN","3.1.1.03.4","154731510"
"r_1","2013","0","BG4","1000BGN","3.1.1.03.5","149219721"
"r_1","2014","0","BG4","num","3.1.1.03.1","213889"
"r_1","2014","0","BG4","num","3.1.1.03.2","1207304"
"r_1","2014","0","BG4","1000BGN","3.1.1.03.3","71262761"
"r_1","2014","0","BG4","1000BGN","3.1.1.03.4","163015986"
"r_1","2014","0","BG4","1000BGN","3.1.1.03.5","159137147"
"r_1","2015","0","BG4","num","3.1.1.03.1","220139"
"r_1","2015","0","BG4","num","3.1.1.03.2","1227261"
"r_1","2015","0","BG4","1000BGN","3.1.1.03.3","71625712"
"r_1","2015","0","BG4","1000BGN","3.1.1.03.4","176993423"
"r_1","2015","0","BG4","1000BGN","3.1.1.03.5","168980044"
"r_1","2016","0","BG4","num","3.1.1.03.1","228811"
"r_1","2016","0","BG4","num","3.1.1.03.2","1269705"
"r_1","2016","0","BG4","1000BGN","3.1.1.03.3","73101062"
"r_1","2016","0","BG4","1000BGN","3.1.1.03.4","174957391"
"r_1","2016","0","BG4","1000BGN","3.1.1.03.5","165209708"
"r_1","2017","0","BG4","num","3.1.1.03.1","230712"
"r_1","2017","0","BG4","num","3.1.1.03.2","1297600"
"r_1","2017","0","BG4","1000BGN","3.1.1.03.3","74606486"
"r_1","2017","0","BG4","1000BGN","3.1.1.03.4","194080243"
"r_1","2017","0","BG4","1000BGN","3.1.1.03.5","182059674"
"r_1","2018","0","BG4","num","3.1.1.03.1","236093"
"r_1","2018","0","BG4","num","3.1.1.03.2","1315338"
"r_1","2018","0","BG4","1000BGN","3.1.1.03.3","77980077"
"r_1","2018","0","BG4","1000BGN","3.1.1.03.4","209958586"
"r_1","2018","0","BG4","1000BGN","3.1.1.03.5","196956709"
"r_1","2019","0","BG4","num","3.1.1.03.1","240465"
"r_1","2019","0","BG4","num","3.1.1.03.2","1327955"
"r_1","2019","0","BG4","1000BGN","3.1.1.03.3","86124364"
"r_1","2019","0","BG4","1000BGN","3.1.1.03.4","225686266"
"r_1","2019","0","BG4","1000BGN","3.1.1.03.5","211381388"
"r_1","2020","0","BG4","num","3.1.1.03.1","237480"
"r_1","2020","0","BG4","num","3.1.1.03.2","1269756"
"r_1","2020","0","BG4","1000BGN","3.1.1.03.3","77935141"
"r_1","2020","0","BG4","1000BGN","3.1.1.03.4","223954517"
"r_1","2020","0","BG4","1000BGN","3.1.1.03.5","208460322"
"r_1","2008","1","BG4","num","3.1.1.03.1","146279"
"r_1","2008","1","BG4","num","3.1.1.03.2","302346"
"r_1","2008","1","BG4","1000BGN","3.1.1.03.3","16807187"
"r_1","2008","1","BG4","1000BGN","3.1.1.03.4","29600095"
"r_1","2008","1","BG4","1000BGN","3.1.1.03.5","28546141"
"r_1","2009","1","BG4","num","3.1.1.03.1","181980"
"r_1","2009","1","BG4","num","3.1.1.03.2","358781"
"r_1","2009","1","BG4","1000BGN","3.1.1.03.3","20464716"
"r_1","2009","1","BG4","1000BGN","3.1.1.03.4","30865046"
"r_1","2009","1","BG4","1000BGN","3.1.1.03.5","30568890"
"r_1","2010","1","BG4","num","3.1.1.03.1","183971"
"r_1","2010","1","BG4","num","3.1.1.03.2","353988"
"r_1","2010","1","BG4","1000BGN","3.1.1.03.3","20421301"
"r_1","2010","1","BG4","1000BGN","3.1.1.03.4","29136919"
"r_1","2010","1","BG4","1000BGN","3.1.1.03.5","29647569"
"r_1","2011","1","BG4","num","3.1.1.03.1","184849"
"r_1","2011","1","BG4","num","3.1.1.03.2","350964"
"r_1","2011","1","BG4","1000BGN","3.1.1.03.3","21748721"
"r_1","2011","1","BG4","1000BGN","3.1.1.03.4","30660885"
"r_1","2011","1","BG4","1000BGN","3.1.1.03.5","30923764"
"r_1","2012","1","BG4","num","3.1.1.03.1","188738"
"r_1","2012","1","BG4","num","3.1.1.03.2","349411"
"r_1","2012","1","BG4","1000BGN","3.1.1.03.3","22084845"
"r_1","2012","1","BG4","1000BGN","3.1.1.03.4","33549002"
"r_1","2012","1","BG4","1000BGN","3.1.1.03.5","33630376"
"r_1","2013","1","BG4","num","3.1.1.03.1","192907"
"r_1","2013","1","BG4","num","3.1.1.03.2","348333"
"r_1","2013","1","BG4","1000BGN","3.1.1.03.3","21580824"
"r_1","2013","1","BG4","1000BGN","3.1.1.03.4","35747704"
"r_1","2013","1","BG4","1000BGN","3.1.1.03.5","34656094"
"r_1","2014","1","BG4","num","3.1.1.03.1","197752"
"r_1","2014","1","BG4","num","3.1.1.03.2","351744"
"r_1","2014","1","BG4","1000BGN","3.1.1.03.3","21951102"
"r_1","2014","1","BG4","1000BGN","3.1.1.03.4","38397666"
"r_1","2014","1","BG4","1000BGN","3.1.1.03.5","37772811"
"r_1","2015","1","BG4","num","3.1.1.03.1","203518"
"r_1","2015","1","BG4","num","3.1.1.03.2","355187"
"r_1","2015","1","BG4","1000BGN","3.1.1.03.3","21254944"
"r_1","2015","1","BG4","1000BGN","3.1.1.03.4","41617436"
"r_1","2015","1","BG4","1000BGN","3.1.1.03.5","39987538"
"r_1","2016","1","BG4","num","3.1.1.03.1","211885"
"r_1","2016","1","BG4","num","3.1.1.03.2","377129"
"r_1","2016","1","BG4","1000BGN","3.1.1.03.3","20925555"
"r_1","2016","1","BG4","1000BGN","3.1.1.03.4","42137514"
"r_1","2016","1","BG4","1000BGN","3.1.1.03.5","39249858"
"r_1","2017","1","BG4","num","3.1.1.03.1","213319"
"r_1","2017","1","BG4","num","3.1.1.03.2","384846"
"r_1","2017","1","BG4","1000BGN","3.1.1.03.3","21143497"
"r_1","2017","1","BG4","1000BGN","3.1.1.03.4","46457529"
"r_1","2017","1","BG4","1000BGN","3.1.1.03.5","42535542"
"r_1","2018","1","BG4","num","3.1.1.03.1","218646"
"r_1","2018","1","BG4","num","3.1.1.03.2","387555"
"r_1","2018","1","BG4","1000BGN","3.1.1.03.3","22154166"
"r_1","2018","1","BG4","1000BGN","3.1.1.03.4","50711205"
"r_1","2018","1","BG4","1000BGN","3.1.1.03.5","45828329"
"r_1","2019","1","BG4","num","3.1.1.03.1","222728"
"r_1","2019","1","BG4","num","3.1.1.03.2","391692"
"r_1","2019","1","BG4","1000BGN","3.1.1.03.3","25287745"
"r_1","2019","1","BG4","1000BGN","3.1.1.03.4","54991569"
"r_1","2019","1","BG4","1000BGN","3.1.1.03.5","50173792"
"r_1","2020","1","BG4","num","3.1.1.03.1","220779"
"r_1","2020","1","BG4","num","3.1.1.03.2","379487"
"r_1","2020","1","BG4","1000BGN","3.1.1.03.3","23363042"
"r_1","2020","1","BG4","1000BGN","3.1.1.03.4","57436172"
"r_1","2020","1","BG4","1000BGN","3.1.1.03.5","52101054"
"r_1","2008","4","BG4","num","3.1.1.03.1","14516"
"r_1","2008","4","BG4","num","3.1.1.03.2","291787"
"r_1","2008","4","BG4","1000BGN","3.1.1.03.3","9424676"
"r_1","2008","4","BG4","1000BGN","3.1.1.03.4","35245458"
"r_1","2008","4","BG4","1000BGN","3.1.1.03.5","33352119"
"r_1","2009","4","BG4","num","3.1.1.03.1","14816"
"r_1","2009","4","BG4","num","3.1.1.03.2","294738"
"r_1","2009","4","BG4","1000BGN","3.1.1.03.3","10308075"
"r_1","2009","4","BG4","1000BGN","3.1.1.03.4","30551282"
"r_1","2009","4","BG4","1000BGN","3.1.1.03.5","29323608"
"r_1","2010","4","BG4","num","3.1.1.03.1","13699"
"r_1","2010","4","BG4","num","3.1.1.03.2","269750"
"r_1","2010","4","BG4","1000BGN","3.1.1.03.3","8882211"
"r_1","2010","4","BG4","1000BGN","3.1.1.03.4","29173343"
"r_1","2010","4","BG4","1000BGN","3.1.1.03.5","28329695"
"r_1","2011","4","BG4","num","3.1.1.03.1","13669"
"r_1","2011","4","BG4","num","3.1.1.03.2","269774"
"r_1","2011","4","BG4","1000BGN","3.1.1.03.3","9987111"
"r_1","2011","4","BG4","1000BGN","3.1.1.03.4","34107528"
"r_1","2011","4","BG4","1000BGN","3.1.1.03.5","33248803"
"r_1","2012","4","BG4","num","3.1.1.03.1","13239"
"r_1","2012","4","BG4","num","3.1.1.03.2","261891"
"r_1","2012","4","BG4","1000BGN","3.1.1.03.3","9657094"
"r_1","2012","4","BG4","1000BGN","3.1.1.03.4","34775389"
"r_1","2012","4","BG4","1000BGN","3.1.1.03.5","33414388"
"r_1","2013","4","BG4","num","3.1.1.03.1","13204"
"r_1","2013","4","BG4","num","3.1.1.03.2","260803"
"r_1","2013","4","BG4","1000BGN","3.1.1.03.3","9864620"
"r_1","2013","4","BG4","1000BGN","3.1.1.03.4","33459356"
"r_1","2013","4","BG4","1000BGN","3.1.1.03.5","31999981"
"r_1","2014","4","BG4","num","3.1.1.03.1","13136"
"r_1","2014","4","BG4","num","3.1.1.03.2","261031"
"r_1","2014","4","BG4","1000BGN","3.1.1.03.3","9653303"
"r_1","2014","4","BG4","1000BGN","3.1.1.03.4","34996193"
"r_1","2014","4","BG4","1000BGN","3.1.1.03.5","33567547"
"r_1","2015","4","BG4","num","3.1.1.03.1","13594"
"r_1","2015","4","BG4","num","3.1.1.03.2","269463"
"r_1","2015","4","BG4","1000BGN","3.1.1.03.3","9440019"
"r_1","2015","4","BG4","1000BGN","3.1.1.03.4","39228896"
"r_1","2015","4","BG4","1000BGN","3.1.1.03.5","37190221"
"r_1","2016","4","BG4","num","3.1.1.03.1","13831"
"r_1","2016","4","BG4","num","3.1.1.03.2","273618"
"r_1","2016","4","BG4","1000BGN","3.1.1.03.3","9924723"
"r_1","2016","4","BG4","1000BGN","3.1.1.03.4","38890761"
"r_1","2016","4","BG4","1000BGN","3.1.1.03.5","36822842"
"r_1","2017","4","BG4","num","3.1.1.03.1","14272"
"r_1","2017","4","BG4","num","3.1.1.03.2","283242"
"r_1","2017","4","BG4","1000BGN","3.1.1.03.3","10441937"
"r_1","2017","4","BG4","1000BGN","3.1.1.03.4","42547070"
"r_1","2017","4","BG4","1000BGN","3.1.1.03.5","40149485"
"r_1","2018","4","BG4","num","3.1.1.03.1","14245"
"r_1","2018","4","BG4","num","3.1.1.03.2","282611"
"r_1","2018","4","BG4","1000BGN","3.1.1.03.3","10581080"
"r_1","2018","4","BG4","1000BGN","3.1.1.03.4","45007600"
"r_1","2018","4","BG4","1000BGN","3.1.1.03.5","42546193"
"r_1","2019","4","BG4","num","3.1.1.03.1","14450"
"r_1","2019","4","BG4","num","3.1.1.03.2","283234"
"r_1","2019","4","BG4","1000BGN","3.1.1.03.3","11357890"
"r_1","2019","4","BG4","1000BGN","3.1.1.03.4","48445772"
"r_1","2019","4","BG4","1000BGN","3.1.1.03.5","45430031"
"r_1","2020","4","BG4","num","3.1.1.03.1","13627"
"r_1","2020","4","BG4","num","3.1.1.03.2","268205"
"r_1","2020","4","BG4","1000BGN","3.1.1.03.3","10725993"
"r_1","2020","4","BG4","1000BGN","3.1.1.03.4","50310536"
"r_1","2020","4","BG4","1000BGN","3.1.1.03.5","46977829"
"r_1","2008","5","BG4","num","3.1.1.03.1","3063"
"r_1","2008","5","BG4","num","3.1.1.03.2","300363"
"r_1","2008","5","BG4","1000BGN","3.1.1.03.3","11328229"
"r_1","2008","5","BG4","1000BGN","3.1.1.03.4","35981567"
"r_1","2008","5","BG4","1000BGN","3.1.1.03.5","33886286"
"r_1","2009","5","BG4","num","3.1.1.03.1","2900"
"r_1","2009","5","BG4","num","3.1.1.03.2","281365"
"r_1","2009","5","BG4","1000BGN","3.1.1.03.3","11338490"
"r_1","2009","5","BG4","1000BGN","3.1.1.03.4","30851110"
"r_1","2009","5","BG4","1000BGN","3.1.1.03.5","29677651"
"r_1","2010","5","BG4","num","3.1.1.03.1","2665"
"r_1","2010","5","BG4","num","3.1.1.03.2","258801"
"r_1","2010","5","BG4","1000BGN","3.1.1.03.3","11123847"
"r_1","2010","5","BG4","1000BGN","3.1.1.03.4","31373979"
"r_1","2010","5","BG4","1000BGN","3.1.1.03.5","30262150"
"r_1","2011","5","BG4","num","3.1.1.03.1","2559"
"r_1","2011","5","BG4","num","3.1.1.03.2","248143"
"r_1","2011","5","BG4","1000BGN","3.1.1.03.3","9943988"
"r_1","2011","5","BG4","1000BGN","3.1.1.03.4","34778840"
"r_1","2011","5","BG4","1000BGN","3.1.1.03.5","33653592"
"r_1","2012","5","BG4","num","3.1.1.03.1","2572"
"r_1","2012","5","BG4","num","3.1.1.03.2","253501"
"r_1","2012","5","BG4","1000BGN","3.1.1.03.3","10347426"
"r_1","2012","5","BG4","1000BGN","3.1.1.03.4","37603783"
"r_1","2012","5","BG4","1000BGN","3.1.1.03.5","36484464"
"r_1","2013","5","BG4","num","3.1.1.03.1","2539"
"r_1","2013","5","BG4","num","3.1.1.03.2","250579"
"r_1","2013","5","BG4","1000BGN","3.1.1.03.3","10066853"
"r_1","2013","5","BG4","1000BGN","3.1.1.03.4","37404849"
"r_1","2013","5","BG4","1000BGN","3.1.1.03.5","35979695"
"r_1","2014","5","BG4","num","3.1.1.03.1","2540"
"r_1","2014","5","BG4","num","3.1.1.03.2","254144"
"r_1","2014","5","BG4","1000BGN","3.1.1.03.3","10058327"
"r_1","2014","5","BG4","1000BGN","3.1.1.03.4","39317425"
"r_1","2014","5","BG4","1000BGN","3.1.1.03.5","37771081"
"r_1","2015","5","BG4","num","3.1.1.03.1","2570"
"r_1","2015","5","BG4","num","3.1.1.03.2","257958"
"r_1","2015","5","BG4","1000BGN","3.1.1.03.3","9215153"
"r_1","2015","5","BG4","1000BGN","3.1.1.03.4","41610195"
"r_1","2015","5","BG4","1000BGN","3.1.1.03.5","39334192"
"r_1","2016","5","BG4","num","3.1.1.03.1","2639"
"r_1","2016","5","BG4","num","3.1.1.03.2","264699"
"r_1","2016","5","BG4","1000BGN","3.1.1.03.3","9597645"
"r_1","2016","5","BG4","1000BGN","3.1.1.03.4","41736609"
"r_1","2016","5","BG4","1000BGN","3.1.1.03.5","39538613"
"r_1","2017","5","BG4","num","3.1.1.03.1","2653"
"r_1","2017","5","BG4","num","3.1.1.03.2","267419"
"r_1","2017","5","BG4","1000BGN","3.1.1.03.3","9860444"
"r_1","2017","5","BG4","1000BGN","3.1.1.03.4","45834039"
"r_1","2017","5","BG4","1000BGN","3.1.1.03.5","43358404"
"r_1","2018","5","BG4","num","3.1.1.03.1","2730"
"r_1","2018","5","BG4","num","3.1.1.03.2","276445"
"r_1","2018","5","BG4","1000BGN","3.1.1.03.3","10444950"
"r_1","2018","5","BG4","1000BGN","3.1.1.03.4","49698232"
"r_1","2018","5","BG4","1000BGN","3.1.1.03.5","46965641"
"r_1","2019","5","BG4","num","3.1.1.03.1","2806"
"r_1","2019","5","BG4","num","3.1.1.03.2","281763"
"r_1","2019","5","BG4","1000BGN","3.1.1.03.3","11371336"
"r_1","2019","5","BG4","1000BGN","3.1.1.03.4","53586712"
"r_1","2019","5","BG4","1000BGN","3.1.1.03.5","50602068"
"r_1","2020","5","BG4","num","3.1.1.03.1","2622"
"r_1","2020","5","BG4","num","3.1.1.03.2","262683"
"r_1","2020","5","BG4","1000BGN","3.1.1.03.3","9984371"
"r_1","2020","5","BG4","1000BGN","3.1.1.03.4","49285379"
"r_1","2020","5","BG4","1000BGN","3.1.1.03.5","46239730"
"r_1","2008","6","BG4","num","3.1.1.03.1","472"
"r_1","2008","6","BG4","num","3.1.1.03.2","350895"
"r_1","2008","6","BG4","1000BGN","3.1.1.03.3","23971260"
"r_1","2008","6","BG4","1000BGN","3.1.1.03.4","48540541"
"r_1","2008","6","BG4","1000BGN","3.1.1.03.5","47738147"
"r_1","2009","6","BG4","num","3.1.1.03.1","445"
"r_1","2009","6","BG4","num","3.1.1.03.2","331503"
"r_1","2009","6","BG4","1000BGN","3.1.1.03.3","26223290"
"r_1","2009","6","BG4","1000BGN","3.1.1.03.4","39955336"
"r_1","2009","6","BG4","1000BGN","3.1.1.03.5","39186203"
"r_1","2010","6","BG4","num","3.1.1.03.1","445"
"r_1","2010","6","BG4","num","3.1.1.03.2","322093"
"r_1","2010","6","BG4","1000BGN","3.1.1.03.3","26862996"
"r_1","2010","6","BG4","1000BGN","3.1.1.03.4","43450333"
"r_1","2010","6","BG4","1000BGN","3.1.1.03.5","41552369"
"r_1","2011","6","BG4","num","3.1.1.03.1","451"
"r_1","2011","6","BG4","num","3.1.1.03.2","326994"
"r_1","2011","6","BG4","1000BGN","3.1.1.03.3","26474057"
"r_1","2011","6","BG4","1000BGN","3.1.1.03.4","46906212"
"r_1","2011","6","BG4","1000BGN","3.1.1.03.5","44872220"
"r_1","2012","6","BG4","num","3.1.1.03.1","438"
"r_1","2012","6","BG4","num","3.1.1.03.2","322016"
"r_1","2012","6","BG4","1000BGN","3.1.1.03.3","28067246"
"r_1","2012","6","BG4","1000BGN","3.1.1.03.4","47477875"
"r_1","2012","6","BG4","1000BGN","3.1.1.03.5","45562831"
"r_1","2013","6","BG4","num","3.1.1.03.1","454"
"r_1","2013","6","BG4","num","3.1.1.03.2","328019"
"r_1","2013","6","BG4","1000BGN","3.1.1.03.3","28654947"
"r_1","2013","6","BG4","1000BGN","3.1.1.03.4","48119601"
"r_1","2013","6","BG4","1000BGN","3.1.1.03.5","46583951"
"r_1","2014","6","BG4","num","3.1.1.03.1","461"
"r_1","2014","6","BG4","num","3.1.1.03.2","340385"
"r_1","2014","6","BG4","1000BGN","3.1.1.03.3","29600029"
"r_1","2014","6","BG4","1000BGN","3.1.1.03.4","50304702"
"r_1","2014","6","BG4","1000BGN","3.1.1.03.5","50025708"
"r_1","2015","6","BG4","num","3.1.1.03.1","457"
"r_1","2015","6","BG4","num","3.1.1.03.2","344653"
"r_1","2015","6","BG4","1000BGN","3.1.1.03.3","31715596"
"r_1","2015","6","BG4","1000BGN","3.1.1.03.4","54536896"
"r_1","2015","6","BG4","1000BGN","3.1.1.03.5","52468093"
"r_1","2016","6","BG4","num","3.1.1.03.1","456"
"r_1","2016","6","BG4","num","3.1.1.03.2","354259"
"r_1","2016","6","BG4","1000BGN","3.1.1.03.3","32653139"
"r_1","2016","6","BG4","1000BGN","3.1.1.03.4","52192507"
"r_1","2016","6","BG4","1000BGN","3.1.1.03.5","49598395"
"r_1","2017","6","BG4","num","3.1.1.03.1","468"
"r_1","2017","6","BG4","num","3.1.1.03.2","362093"
"r_1","2017","6","BG4","1000BGN","3.1.1.03.3","33160608"
"r_1","2017","6","BG4","1000BGN","3.1.1.03.4","59241605"
"r_1","2017","6","BG4","1000BGN","3.1.1.03.5","56016243"
"r_1","2018","6","BG4","num","3.1.1.03.1","472"
"r_1","2018","6","BG4","num","3.1.1.03.2","368727"
"r_1","2018","6","BG4","1000BGN","3.1.1.03.3","34799881"
"r_1","2018","6","BG4","1000BGN","3.1.1.03.4","64541549"
"r_1","2018","6","BG4","1000BGN","3.1.1.03.5","61616546"
"r_1","2019","6","BG4","num","3.1.1.03.1","481"
"r_1","2019","6","BG4","num","3.1.1.03.2","371266"
"r_1","2019","6","BG4","1000BGN","3.1.1.03.3","38107393"
"r_1","2019","6","BG4","1000BGN","3.1.1.03.4","68662213"
"r_1","2019","6","BG4","1000BGN","3.1.1.03.5","65175497"
"r_1","2020","6","BG4","num","3.1.1.03.1","452"
"r_1","2020","6","BG4","num","3.1.1.03.2","359381"
"r_1","2020","6","BG4","1000BGN","3.1.1.03.3","33861735"
"r_1","2020","6","BG4","1000BGN","3.1.1.03.4","66922430"
"r_1","2020","6","BG4","1000BGN","3.1.1.03.5","63141709"
"r_1","2008","0","BG41","num","3.1.1.03.1","107963"
"r_1","2008","0","BG41","num","3.1.1.03.2","866000"
"r_1","2008","0","BG41","1000BGN","3.1.1.03.3","51143811"
"r_1","2008","0","BG41","1000BGN","3.1.1.03.4","121999521"
"r_1","2008","0","BG41","1000BGN","3.1.1.03.5","117595841"
"r_1","2009","0","BG41","num","3.1.1.03.1","134146"
"r_1","2009","0","BG41","num","3.1.1.03.2","892633"
"r_1","2009","0","BG41","1000BGN","3.1.1.03.3","57281949"
"r_1","2009","0","BG41","1000BGN","3.1.1.03.4","107999962"
"r_1","2009","0","BG41","1000BGN","3.1.1.03.5","105579597"
"r_1","2010","0","BG41","num","3.1.1.03.1","135114"
"r_1","2010","0","BG41","num","3.1.1.03.2","849718"
"r_1","2010","0","BG41","1000BGN","3.1.1.03.3","56149388"
"r_1","2010","0","BG41","1000BGN","3.1.1.03.4","108168918"
"r_1","2010","0","BG41","1000BGN","3.1.1.03.5","105985828"
"r_1","2011","0","BG41","num","3.1.1.03.1","136264"
"r_1","2011","0","BG41","num","3.1.1.03.2","841880"
"r_1","2011","0","BG41","1000BGN","3.1.1.03.3","56217472"
"r_1","2011","0","BG41","1000BGN","3.1.1.03.4","119477904"
"r_1","2011","0","BG41","1000BGN","3.1.1.03.5","117042349"
"r_1","2012","0","BG41","num","3.1.1.03.1","138998"
"r_1","2012","0","BG41","num","3.1.1.03.2","836054"
"r_1","2012","0","BG41","1000BGN","3.1.1.03.3","57503816"
"r_1","2012","0","BG41","1000BGN","3.1.1.03.4","124007994"
"r_1","2012","0","BG41","1000BGN","3.1.1.03.5","121260382"
"r_1","2013","0","BG41","num","3.1.1.03.1","142955"
"r_1","2013","0","BG41","num","3.1.1.03.2","839894"
"r_1","2013","0","BG41","1000BGN","3.1.1.03.3","57168408"
"r_1","2013","0","BG41","1000BGN","3.1.1.03.4","124066112"
"r_1","2013","0","BG41","1000BGN","3.1.1.03.5","120206360"
"r_1","2014","0","BG41","num","3.1.1.03.1","146996"
"r_1","2014","0","BG41","num","3.1.1.03.2","855620"
"r_1","2014","0","BG41","1000BGN","3.1.1.03.3","57743197"
"r_1","2014","0","BG41","1000BGN","3.1.1.03.4","131126602"
"r_1","2014","0","BG41","1000BGN","3.1.1.03.5","128941815"
"r_1","2015","0","BG41","num","3.1.1.03.1","151933"
"r_1","2015","0","BG41","num","3.1.1.03.2","870102"
"r_1","2015","0","BG41","1000BGN","3.1.1.03.3","57628233"
"r_1","2015","0","BG41","1000BGN","3.1.1.03.4","142201668"
"r_1","2015","0","BG41","1000BGN","3.1.1.03.5","136421065"
"r_1","2016","0","BG41","num","3.1.1.03.1","158286"
"r_1","2016","0","BG41","num","3.1.1.03.2","901603"
"r_1","2016","0","BG41","1000BGN","3.1.1.03.3","58390351"
"r_1","2016","0","BG41","1000BGN","3.1.1.03.4","139203006"
"r_1","2016","0","BG41","1000BGN","3.1.1.03.5","132078026"
"r_1","2017","0","BG41","num","3.1.1.03.1","159644"
"r_1","2017","0","BG41","num","3.1.1.03.2","921451"
"r_1","2017","0","BG41","1000BGN","3.1.1.03.3","59275316"
"r_1","2017","0","BG41","1000BGN","3.1.1.03.4","154807075"
"r_1","2017","0","BG41","1000BGN","3.1.1.03.5","145712115"
"r_1","2018","0","BG41","num","3.1.1.03.1","163399"
"r_1","2018","0","BG41","num","3.1.1.03.2","936286"
"r_1","2018","0","BG41","1000BGN","3.1.1.03.3","61889218"
"r_1","2018","0","BG41","1000BGN","3.1.1.03.4","168217135"
"r_1","2018","0","BG41","1000BGN","3.1.1.03.5","157940742"
"r_1","2019","0","BG41","num","3.1.1.03.1","166538"
"r_1","2019","0","BG41","num","3.1.1.03.2","948546"
"r_1","2019","0","BG41","1000BGN","3.1.1.03.3","66533410"
"r_1","2019","0","BG41","1000BGN","3.1.1.03.4","181516252"
"r_1","2019","0","BG41","1000BGN","3.1.1.03.5","170155370"
"r_1","2020","0","BG41","num","3.1.1.03.1","164797"
"r_1","2020","0","BG41","num","3.1.1.03.2","911205"
"r_1","2020","0","BG41","1000BGN","3.1.1.03.3","62720932"
"r_1","2020","0","BG41","1000BGN","3.1.1.03.4","179159752"
"r_1","2020","0","BG41","1000BGN","3.1.1.03.5","167381196"
"r_1","2008","1","BG41","num","3.1.1.03.1","95980"
"r_1","2008","1","BG41","num","3.1.1.03.2","195929"
"r_1","2008","1","BG41","1000BGN","3.1.1.03.3","14247503"
"r_1","2008","1","BG41","1000BGN","3.1.1.03.4","23454879"
"r_1","2008","1","BG41","1000BGN","3.1.1.03.5","22779376"
"r_1","2009","1","BG41","num","3.1.1.03.1","121846"
"r_1","2009","1","BG41","num","3.1.1.03.2","236704"
"r_1","2009","1","BG41","1000BGN","3.1.1.03.3","17398442"
"r_1","2009","1","BG41","1000BGN","3.1.1.03.4","24677309"
"r_1","2009","1","BG41","1000BGN","3.1.1.03.5","24724497"
"r_1","2010","1","BG41","num","3.1.1.03.1","123730"
"r_1","2010","1","BG41","num","3.1.1.03.2","235084"
"r_1","2010","1","BG41","1000BGN","3.1.1.03.3","17213849"
"r_1","2010","1","BG41","1000BGN","3.1.1.03.4","22803095"
"r_1","2010","1","BG41","1000BGN","3.1.1.03.5","23545261"
"r_1","2011","1","BG41","num","3.1.1.03.1","124958"
"r_1","2011","1","BG41","num","3.1.1.03.2","232909"
"r_1","2011","1","BG41","1000BGN","3.1.1.03.3","18130376"
"r_1","2011","1","BG41","1000BGN","3.1.1.03.4","24271394"
"r_1","2011","1","BG41","1000BGN","3.1.1.03.5","24672545"
"r_1","2012","1","BG41","num","3.1.1.03.1","128020"
"r_1","2012","1","BG41","num","3.1.1.03.2","233144"
"r_1","2012","1","BG41","1000BGN","3.1.1.03.3","17924103"
"r_1","2012","1","BG41","1000BGN","3.1.1.03.4","26550293"
