RevisionColumn,periods,SZCLS_EMPL,NUTS,Units,Indicators,ValueColumn
"r_1","2019","4","BG31","num","3.1.1.03.1","1812"
"r_1","2019","4","BG31","num","3.1.1.03.2","35418"
"r_1","2019","4","BG31","1000BGN","3.1.1.03.3","1636232"
"r_1","2019","4","BG31","1000BGN","3.1.1.03.4","3732939"
"r_1","2019","4","BG31","1000BGN","3.1.1.03.5","3504650"
"r_1","2020","4","BG31","num","3.1.1.03.1","1662"
"r_1","2020","4","BG31","num","3.1.1.03.2","32513"
"r_1","2020","4","BG31","1000BGN","3.1.1.03.3","1716352"
"r_1","2020","4","BG31","1000BGN","3.1.1.03.4","3994249"
"r_1","2020","4","BG31","1000BGN","3.1.1.03.5","3681534"
"r_1","2008","5","BG31","num","3.1.1.03.1","442"
"r_1","2008","5","BG31","num","3.1.1.03.2","43565"
"r_1","2008","5","BG31","1000BGN","3.1.1.03.3","837086"
"r_1","2008","5","BG31","1000BGN","3.1.1.03.4","2554660"
"r_1","2008","5","BG31","1000BGN","3.1.1.03.5","2514073"
"r_1","2009","5","BG31","num","3.1.1.03.1","390"
"r_1","2009","5","BG31","num","3.1.1.03.2","38735"
"r_1","2009","5","BG31","1000BGN","3.1.1.03.3","962151"
"r_1","2009","5","BG31","1000BGN","3.1.1.03.4","2337546"
"r_1","2009","5","BG31","1000BGN","3.1.1.03.5","2296650"
"r_1","2010","5","BG31","num","3.1.1.03.1","362"
"r_1","2010","5","BG31","num","3.1.1.03.2","35388"
"r_1","2010","5","BG31","1000BGN","3.1.1.03.3","894111"
"r_1","2010","5","BG31","1000BGN","3.1.1.03.4","2308853"
"r_1","2010","5","BG31","1000BGN","3.1.1.03.5","2221139"
"r_1","2011","5","BG31","num","3.1.1.03.1","360"
"r_1","2011","5","BG31","num","3.1.1.03.2","35241"
"r_1","2011","5","BG31","1000BGN","3.1.1.03.3","921097"
"r_1","2011","5","BG31","1000BGN","3.1.1.03.4","2706558"
"r_1","2011","5","BG31","1000BGN","3.1.1.03.5","2593442"
"r_1","2012","5","BG31","num","3.1.1.03.1","355"
"r_1","2012","5","BG31","num","3.1.1.03.2","34894"
"r_1","2012","5","BG31","1000BGN","3.1.1.03.3","1129343"
"r_1","2012","5","BG31","1000BGN","3.1.1.03.4","2763524"
"r_1","2012","5","BG31","1000BGN","3.1.1.03.5","2669864"
"r_1","2013","5","BG31","num","3.1.1.03.1","357"
"r_1","2013","5","BG31","num","3.1.1.03.2","34535"
"r_1","2013","5","BG31","1000BGN","3.1.1.03.3","1121391"
"r_1","2013","5","BG31","1000BGN","3.1.1.03.4","2709791"
"r_1","2013","5","BG31","1000BGN","3.1.1.03.5","2601746"
"r_1","2014","5","BG31","num","3.1.1.03.1","353"
"r_1","2014","5","BG31","num","3.1.1.03.2","34779"
"r_1","2014","5","BG31","1000BGN","3.1.1.03.3","1184905"
"r_1","2014","5","BG31","1000BGN","3.1.1.03.4","2942124"
"r_1","2014","5","BG31","1000BGN","3.1.1.03.5","2835563"
"r_1","2015","5","BG31","num","3.1.1.03.1","355"
"r_1","2015","5","BG31","num","3.1.1.03.2","34681"
"r_1","2015","5","BG31","1000BGN","3.1.1.03.3","1097580"
"r_1","2015","5","BG31","1000BGN","3.1.1.03.4","3062760"
"r_1","2015","5","BG31","1000BGN","3.1.1.03.5","2957695"
"r_1","2016","5","BG31","num","3.1.1.03.1","339"
"r_1","2016","5","BG31","num","3.1.1.03.2","33995"
"r_1","2016","5","BG31","1000BGN","3.1.1.03.3","1184258"
"r_1","2016","5","BG31","1000BGN","3.1.1.03.4","2982876"
"r_1","2016","5","BG31","1000BGN","3.1.1.03.5","2864694"
"r_1","2017","5","BG31","num","3.1.1.03.1","339"
"r_1","2017","5","BG31","num","3.1.1.03.2","33663"
"r_1","2017","5","BG31","1000BGN","3.1.1.03.3","1032462"
"r_1","2017","5","BG31","1000BGN","3.1.1.03.4","3059846"
"r_1","2017","5","BG31","1000BGN","3.1.1.03.5","2895910"
"r_1","2018","5","BG31","num","3.1.1.03.1","348"
"r_1","2018","5","BG31","num","3.1.1.03.2","34145"
"r_1","2018","5","BG31","1000BGN","3.1.1.03.3","1199481"
"r_1","2018","5","BG31","1000BGN","3.1.1.03.4","3355526"
"r_1","2018","5","BG31","1000BGN","3.1.1.03.5","3160772"
"r_1","2019","5","BG31","num","3.1.1.03.1","336"
"r_1","2019","5","BG31","num","3.1.1.03.2","32507"
"r_1","2019","5","BG31","1000BGN","3.1.1.03.3","1289503"
"r_1","2019","5","BG31","1000BGN","3.1.1.03.4","3634065"
"r_1","2019","5","BG31","1000BGN","3.1.1.03.5","3413209"
"r_1","2020","5","BG31","num","3.1.1.03.1","312"
"r_1","2020","5","BG31","num","3.1.1.03.2","30496"
"r_1","2020","5","BG31","1000BGN","3.1.1.03.3","1173350"
"r_1","2020","5","BG31","1000BGN","3.1.1.03.4","3529306"
"r_1","2020","5","BG31","1000BGN","3.1.1.03.5","3251571"
"r_1","2008","6","BG31","num","3.1.1.03.1","64"
"r_1","2008","6","BG31","num","3.1.1.03.2","37198"
"r_1","2008","6","BG31","1000BGN","3.1.1.03.3","2442307"
"r_1","2008","6","BG31","1000BGN","3.1.1.03.4","3200844"
"r_1","2008","6","BG31","1000BGN","3.1.1.03.5","2893410"
"r_1","2009","6","BG31","num","3.1.1.03.1","56"
"r_1","2009","6","BG31","num","3.1.1.03.2","33580"
"r_1","2009","6","BG31","1000BGN","3.1.1.03.3","2492877"
"r_1","2009","6","BG31","1000BGN","3.1.1.03.4","2646344"
"r_1","2009","6","BG31","1000BGN","3.1.1.03.5","2533065"
"r_1","2010","6","BG31","num","3.1.1.03.1","49"
"r_1","2010","6","BG31","num","3.1.1.03.2","30170"
"r_1","2010","6","BG31","1000BGN","3.1.1.03.3","2524793"
"r_1","2010","6","BG31","1000BGN","3.1.1.03.4","2371192"
"r_1","2010","6","BG31","1000BGN","3.1.1.03.5","2250047"
"r_1","2011","6","BG31","num","3.1.1.03.1","50"
"r_1","2011","6","BG31","num","3.1.1.03.2","30566"
"r_1","2011","6","BG31","1000BGN","3.1.1.03.3","2471243"
"r_1","2011","6","BG31","1000BGN","3.1.1.03.4","2668872"
"r_1","2011","6","BG31","1000BGN","3.1.1.03.5","2449814"
"r_1","2012","6","BG31","num","3.1.1.03.1","49"
"r_1","2012","6","BG31","num","3.1.1.03.2","30584"
"r_1","2012","6","BG31","1000BGN","3.1.1.03.3","2640390"
"r_1","2012","6","BG31","1000BGN","3.1.1.03.4","2526916"
"r_1","2012","6","BG31","1000BGN","3.1.1.03.5","2321788"
"r_1","2013","6","BG31","num","3.1.1.03.1","48"
"r_1","2013","6","BG31","num","3.1.1.03.2","30381"
"r_1","2013","6","BG31","1000BGN","3.1.1.03.3","2732344"
"r_1","2013","6","BG31","1000BGN","3.1.1.03.4","2883957"
"r_1","2013","6","BG31","1000BGN","3.1.1.03.5","2740285"
"r_1","2014","6","BG31","num","3.1.1.03.1","44"
"r_1","2014","6","BG31","num","3.1.1.03.2","29456"
"r_1","2014","6","BG31","1000BGN","3.1.1.03.3","2744218"
"r_1","2014","6","BG31","1000BGN","3.1.1.03.4","3013551"
"r_1","2014","6","BG31","1000BGN","3.1.1.03.5","2825957"
"r_1","2015","6","BG31","num","3.1.1.03.1","45"
"r_1","2015","6","BG31","num","3.1.1.03.2","29203"
"r_1","2015","6","BG31","1000BGN","3.1.1.03.3","3806643"
"r_1","2015","6","BG31","1000BGN","3.1.1.03.4","3083310"
"r_1","2015","6","BG31","1000BGN","3.1.1.03.5","2923848"
"r_1","2016","6","BG31","num","3.1.1.03.1","40"
"r_1","2016","6","BG31","num","3.1.1.03.2","27280"
"r_1","2016","6","BG31","1000BGN","3.1.1.03.3","3645095"
"r_1","2016","6","BG31","1000BGN","3.1.1.03.4","3232778"
"r_1","2016","6","BG31","1000BGN","3.1.1.03.5","3135258"
"r_1","2017","6","BG31","num","3.1.1.03.1","42"
"r_1","2017","6","BG31","num","3.1.1.03.2","27875"
"r_1","2017","6","BG31","1000BGN","3.1.1.03.3","3715252"
"r_1","2017","6","BG31","1000BGN","3.1.1.03.4","3417729"
"r_1","2017","6","BG31","1000BGN","3.1.1.03.5","3179176"
"r_1","2018","6","BG31","num","3.1.1.03.1","43"
"r_1","2018","6","BG31","num","3.1.1.03.2","28119"
"r_1","2018","6","BG31","1000BGN","3.1.1.03.3","3500575"
"r_1","2018","6","BG31","1000BGN","3.1.1.03.4","3794249"
"r_1","2018","6","BG31","1000BGN","3.1.1.03.5","3510337"
"r_1","2019","6","BG31","num","3.1.1.03.1","43"
"r_1","2019","6","BG31","num","3.1.1.03.2","27684"
"r_1","2019","6","BG31","1000BGN","3.1.1.03.3","3399197"
"r_1","2019","6","BG31","1000BGN","3.1.1.03.4","4309093"
"r_1","2019","6","BG31","1000BGN","3.1.1.03.5","3822287"
"r_1","2020","6","BG31","num","3.1.1.03.1","40"
"r_1","2020","6","BG31","num","3.1.1.03.2","26505"
"r_1","2020","6","BG31","1000BGN","3.1.1.03.3","356675"
"r_1","2020","6","BG31","1000BGN","3.1.1.03.4","4468844"
"r_1","2020","6","BG31","1000BGN","3.1.1.03.5","4044851"
"r_1","2008","0","BG32","num","3.1.1.03.1","36260"
"r_1","2008","0","BG32","num","3.1.1.03.2","229631"
"r_1","2008","0","BG32","1000BGN","3.1.1.03.3","5816355"
"r_1","2008","0","BG32","1000BGN","3.1.1.03.4","16112816"
"r_1","2008","0","BG32","1000BGN","3.1.1.03.5","15225274"
"r_1","2009","0","BG32","num","3.1.1.03.1","35507"
"r_1","2009","0","BG32","num","3.1.1.03.2","212642"
"r_1","2009","0","BG32","1000BGN","3.1.1.03.3","5815440"
"r_1","2009","0","BG32","1000BGN","3.1.1.03.4","13346009"
"r_1","2009","0","BG32","1000BGN","3.1.1.03.5","12833700"
"r_1","2010","0","BG32","num","3.1.1.03.1","34888"
"r_1","2010","0","BG32","num","3.1.1.03.2","201512"
"r_1","2010","0","BG32","1000BGN","3.1.1.03.3","5733426"
"r_1","2010","0","BG32","1000BGN","3.1.1.03.4","14161856"
"r_1","2010","0","BG32","1000BGN","3.1.1.03.5","13561471"
"r_1","2011","0","BG32","num","3.1.1.03.1","34470"
"r_1","2011","0","BG32","num","3.1.1.03.2","199985"
"r_1","2011","0","BG32","1000BGN","3.1.1.03.3","6176780"
"r_1","2011","0","BG32","1000BGN","3.1.1.03.4","16447223"
"r_1","2011","0","BG32","1000BGN","3.1.1.03.5","15668420"
"r_1","2012","0","BG32","num","3.1.1.03.1","34580"
"r_1","2012","0","BG32","num","3.1.1.03.2","197501"
"r_1","2012","0","BG32","1000BGN","3.1.1.03.3","6256148"
"r_1","2012","0","BG32","1000BGN","3.1.1.03.4","17368694"
"r_1","2012","0","BG32","1000BGN","3.1.1.03.5","16500530"
"r_1","2013","0","BG32","num","3.1.1.03.1","34550"
"r_1","2013","0","BG32","num","3.1.1.03.2","198063"
"r_1","2013","0","BG32","1000BGN","3.1.1.03.3","6555987"
"r_1","2013","0","BG32","1000BGN","3.1.1.03.4","18388755"
"r_1","2013","0","BG32","1000BGN","3.1.1.03.5","17370945"
"r_1","2014","0","BG32","num","3.1.1.03.1","34716"
"r_1","2014","0","BG32","num","3.1.1.03.2","196536"
"r_1","2014","0","BG32","1000BGN","3.1.1.03.3","6774138"
"r_1","2014","0","BG32","1000BGN","3.1.1.03.4","18333327"
"r_1","2014","0","BG32","1000BGN","3.1.1.03.5","17235024"
"r_1","2015","0","BG32","num","3.1.1.03.1","35510"
"r_1","2015","0","BG32","num","3.1.1.03.2","198113"
"r_1","2015","0","BG32","1000BGN","3.1.1.03.3","7067416"
"r_1","2015","0","BG32","1000BGN","3.1.1.03.4","19630120"
"r_1","2015","0","BG32","1000BGN","3.1.1.03.5","18320278"
"r_1","2016","0","BG32","num","3.1.1.03.1","36030"
"r_1","2016","0","BG32","num","3.1.1.03.2","201708"
"r_1","2016","0","BG32","1000BGN","3.1.1.03.3","7236017"
"r_1","2016","0","BG32","1000BGN","3.1.1.03.4","20532693"
"r_1","2016","0","BG32","1000BGN","3.1.1.03.5","19268281"
"r_1","2017","0","BG32","num","3.1.1.03.1","36273"
"r_1","2017","0","BG32","num","3.1.1.03.2","202980"
"r_1","2017","0","BG32","1000BGN","3.1.1.03.3","7465331"
"r_1","2017","0","BG32","1000BGN","3.1.1.03.4","22432108"
"r_1","2017","0","BG32","1000BGN","3.1.1.03.5","21017514"
"r_1","2018","0","BG32","num","3.1.1.03.1","36415"
"r_1","2018","0","BG32","num","3.1.1.03.2","200677"
"r_1","2018","0","BG32","1000BGN","3.1.1.03.3","7742014"
"r_1","2018","0","BG32","1000BGN","3.1.1.03.4","23270437"
"r_1","2018","0","BG32","1000BGN","3.1.1.03.5","21823734"
"r_1","2019","0","BG32","num","3.1.1.03.1","36671"
"r_1","2019","0","BG32","num","3.1.1.03.2","198036"
"r_1","2019","0","BG32","1000BGN","3.1.1.03.3","8323150"
"r_1","2019","0","BG32","1000BGN","3.1.1.03.4","25680803"
"r_1","2019","0","BG32","1000BGN","3.1.1.03.5","24070082"
"r_1","2020","0","BG32","num","3.1.1.03.1","36294"
"r_1","2020","0","BG32","num","3.1.1.03.2","187219"
"r_1","2020","0","BG32","1000BGN","3.1.1.03.3","7268167"
"r_1","2020","0","BG32","1000BGN","3.1.1.03.4","25095104"
"r_1","2020","0","BG32","1000BGN","3.1.1.03.5","23500767"
"r_1","2008","1","BG32","num","3.1.1.03.1","32657"
"r_1","2008","1","BG32","num","3.1.1.03.2","63660"
"r_1","2008","1","BG32","1000BGN","3.1.1.03.3","1512567"
"r_1","2008","1","BG32","1000BGN","3.1.1.03.4","3722875"
"r_1","2008","1","BG32","1000BGN","3.1.1.03.5","3447158"
"r_1","2009","1","BG32","num","3.1.1.03.1","32160"
"r_1","2009","1","BG32","num","3.1.1.03.2","64488"
"r_1","2009","1","BG32","1000BGN","3.1.1.03.3","1381423"
"r_1","2009","1","BG32","1000BGN","3.1.1.03.4","3315219"
"r_1","2009","1","BG32","1000BGN","3.1.1.03.5","3135063"
"r_1","2010","1","BG32","num","3.1.1.03.1","31790"
"r_1","2010","1","BG32","num","3.1.1.03.2","62731"
"r_1","2010","1","BG32","1000BGN","3.1.1.03.3","1365433"
"r_1","2010","1","BG32","1000BGN","3.1.1.03.4","3578450"
"r_1","2010","1","BG32","1000BGN","3.1.1.03.5","3383876"
"r_1","2011","1","BG32","num","3.1.1.03.1","31393"
"r_1","2011","1","BG32","num","3.1.1.03.2","61922"
"r_1","2011","1","BG32","1000BGN","3.1.1.03.3","1623237"
"r_1","2011","1","BG32","1000BGN","3.1.1.03.4","4116062"
"r_1","2011","1","BG32","1000BGN","3.1.1.03.5","3852800"
"r_1","2012","1","BG32","num","3.1.1.03.1","31551"
"r_1","2012","1","BG32","num","3.1.1.03.2","61116"
"r_1","2012","1","BG32","1000BGN","3.1.1.03.3","1612615"
"r_1","2012","1","BG32","1000BGN","3.1.1.03.4","4358413"
"r_1","2012","1","BG32","1000BGN","3.1.1.03.5","4124565"
"r_1","2013","1","BG32","num","3.1.1.03.1","31541"
"r_1","2013","1","BG32","num","3.1.1.03.2","60769"
"r_1","2013","1","BG32","1000BGN","3.1.1.03.3","1735820"
"r_1","2013","1","BG32","1000BGN","3.1.1.03.4","4382114"
"r_1","2013","1","BG32","1000BGN","3.1.1.03.5","4115955"
"r_1","2014","1","BG32","num","3.1.1.03.1","31798"
"r_1","2014","1","BG32","num","3.1.1.03.2","60710"
"r_1","2014","1","BG32","1000BGN","3.1.1.03.3","1727777"
"r_1","2014","1","BG32","1000BGN","3.1.1.03.4","4414703"
"r_1","2014","1","BG32","1000BGN","3.1.1.03.5","4090139"
"r_1","2015","1","BG32","num","3.1.1.03.1","32543"
"r_1","2015","1","BG32","num","3.1.1.03.2","61414"
"r_1","2015","1","BG32","1000BGN","3.1.1.03.3","1837600"
"r_1","2015","1","BG32","1000BGN","3.1.1.03.4","4666642"
"r_1","2015","1","BG32","1000BGN","3.1.1.03.5","4249743"
"r_1","2016","1","BG32","num","3.1.1.03.1","33028"
"r_1","2016","1","BG32","num","3.1.1.03.2","63615"
"r_1","2016","1","BG32","1000BGN","3.1.1.03.3","1919149"
"r_1","2016","1","BG32","1000BGN","3.1.1.03.4","4550141"
"r_1","2016","1","BG32","1000BGN","3.1.1.03.5","4185855"
"r_1","2017","1","BG32","num","3.1.1.03.1","33245"
"r_1","2017","1","BG32","num","3.1.1.03.2","63843"
"r_1","2017","1","BG32","1000BGN","3.1.1.03.3","1967296"
"r_1","2017","1","BG32","1000BGN","3.1.1.03.4","4947524"
"r_1","2017","1","BG32","1000BGN","3.1.1.03.5","4544804"
"r_1","2018","1","BG32","num","3.1.1.03.1","33448"
"r_1","2018","1","BG32","num","3.1.1.03.2","63904"
"r_1","2018","1","BG32","1000BGN","3.1.1.03.3","2048403"
"r_1","2018","1","BG32","1000BGN","3.1.1.03.4","5240510"
"r_1","2018","1","BG32","1000BGN","3.1.1.03.5","4769227"
"r_1","2019","1","BG32","num","3.1.1.03.1","33710"
"r_1","2019","1","BG32","num","3.1.1.03.2","63290"
"r_1","2019","1","BG32","1000BGN","3.1.1.03.3","2135531"
"r_1","2019","1","BG32","1000BGN","3.1.1.03.4","5386645"
"r_1","2019","1","BG32","1000BGN","3.1.1.03.5","4868626"
"r_1","2020","1","BG32","num","3.1.1.03.1","33563"
"r_1","2020","1","BG32","num","3.1.1.03.2","61286"
"r_1","2020","1","BG32","1000BGN","3.1.1.03.3","2204008"
"r_1","2020","1","BG32","1000BGN","3.1.1.03.4","5551272"
"r_1","2020","1","BG32","1000BGN","3.1.1.03.5","5050092"
"r_1","2008","4","BG32","num","3.1.1.03.1","2895"
"r_1","2008","4","BG32","num","3.1.1.03.2","58146"
"r_1","2008","4","BG32","1000BGN","3.1.1.03.3","1398210"
"r_1","2008","4","BG32","1000BGN","3.1.1.03.4","4384339"
"r_1","2008","4","BG32","1000BGN","3.1.1.03.5","4073336"
"r_1","2009","4","BG32","num","3.1.1.03.1","2699"
"r_1","2009","4","BG32","num","3.1.1.03.2","53814"
"r_1","2009","4","BG32","1000BGN","3.1.1.03.3","1444973"
"r_1","2009","4","BG32","1000BGN","3.1.1.03.4","3728653"
"r_1","2009","4","BG32","1000BGN","3.1.1.03.5","3569964"
"r_1","2010","4","BG32","num","3.1.1.03.1","2496"
"r_1","2010","4","BG32","num","3.1.1.03.2","49806"
"r_1","2010","4","BG32","1000BGN","3.1.1.03.3","1445945"
"r_1","2010","4","BG32","1000BGN","3.1.1.03.4","3742959"
"r_1","2010","4","BG32","1000BGN","3.1.1.03.5","3541541"
"r_1","2011","4","BG32","num","3.1.1.03.1","2475"
"r_1","2011","4","BG32","num","3.1.1.03.2","49145"
"r_1","2011","4","BG32","1000BGN","3.1.1.03.3","1505698"
"r_1","2011","4","BG32","1000BGN","3.1.1.03.4","4245525"
"r_1","2011","4","BG32","1000BGN","3.1.1.03.5","3976685"
"r_1","2012","4","BG32","num","3.1.1.03.1","2435"
"r_1","2012","4","BG32","num","3.1.1.03.2","47908"
"r_1","2012","4","BG32","1000BGN","3.1.1.03.3","1609826"
"r_1","2012","4","BG32","1000BGN","3.1.1.03.4","4279159"
"r_1","2012","4","BG32","1000BGN","3.1.1.03.5","4004233"
"r_1","2013","4","BG32","num","3.1.1.03.1","2428"
"r_1","2013","4","BG32","num","3.1.1.03.2","48182"
"r_1","2013","4","BG32","1000BGN","3.1.1.03.3","1683029"
"r_1","2013","4","BG32","1000BGN","3.1.1.03.4","4768763"
"r_1","2013","4","BG32","1000BGN","3.1.1.03.5","4500610"
"r_1","2014","4","BG32","num","3.1.1.03.1","2344"
"r_1","2014","4","BG32","num","3.1.1.03.2","46972"
"r_1","2014","4","BG32","1000BGN","3.1.1.03.3","1776556"
"r_1","2014","4","BG32","1000BGN","3.1.1.03.4","4699306"
"r_1","2014","4","BG32","1000BGN","3.1.1.03.5","4441825"
"r_1","2015","4","BG32","num","3.1.1.03.1","2393"
"r_1","2015","4","BG32","num","3.1.1.03.2","48013"
"r_1","2015","4","BG32","1000BGN","3.1.1.03.3","1797688"
"r_1","2015","4","BG32","1000BGN","3.1.1.03.4","5068868"
"r_1","2015","4","BG32","1000BGN","3.1.1.03.5","4794524"
"r_1","2016","4","BG32","num","3.1.1.03.1","2436"
"r_1","2016","4","BG32","num","3.1.1.03.2","48908"
"r_1","2016","4","BG32","1000BGN","3.1.1.03.3","1830585"
"r_1","2016","4","BG32","1000BGN","3.1.1.03.4","4903546"
"r_1","2016","4","BG32","1000BGN","3.1.1.03.5","4607218"
"r_1","2017","4","BG32","num","3.1.1.03.1","2459"
"r_1","2017","4","BG32","num","3.1.1.03.2","49165"
"r_1","2017","4","BG32","1000BGN","3.1.1.03.3","1868796"
"r_1","2017","4","BG32","1000BGN","3.1.1.03.4","5239694"
"r_1","2017","4","BG32","1000BGN","3.1.1.03.5","4896474"
"r_1","2018","4","BG32","num","3.1.1.03.1","2407"
"r_1","2018","4","BG32","num","3.1.1.03.2","48013"
"r_1","2018","4","BG32","1000BGN","3.1.1.03.3","1988601"
"r_1","2018","4","BG32","1000BGN","3.1.1.03.4","5324389"
"r_1","2018","4","BG32","1000BGN","3.1.1.03.5","5021810"
"r_1","2019","4","BG32","num","3.1.1.03.1","2405"
"r_1","2019","4","BG32","num","3.1.1.03.2","47300"
"r_1","2019","4","BG32","1000BGN","3.1.1.03.3","2174364"
"r_1","2019","4","BG32","1000BGN","3.1.1.03.4","6125377"
"r_1","2019","4","BG32","1000BGN","3.1.1.03.5","5682931"
"r_1","2020","4","BG32","num","3.1.1.03.1","2227"
"r_1","2020","4","BG32","num","3.1.1.03.2","44233"
"r_1","2020","4","BG32","1000BGN","3.1.1.03.3","2163971"
"r_1","2020","4","BG32","1000BGN","3.1.1.03.4","5998152"
"r_1","2020","4","BG32","1000BGN","3.1.1.03.5","5582012"
"r_1","2008","5","BG32","num","3.1.1.03.1","616"
"r_1","2008","5","BG32","num","3.1.1.03.2","62389"
"r_1","2008","5","BG32","1000BGN","3.1.1.03.3","1489021"
"r_1","2008","5","BG32","1000BGN","3.1.1.03.4","3986799"
"r_1","2008","5","BG32","1000BGN","3.1.1.03.5","3807083"
"r_1","2009","5","BG32","num","3.1.1.03.1","561"
"r_1","2009","5","BG32","num","3.1.1.03.2","54436"
"r_1","2009","5","BG32","1000BGN","3.1.1.03.3","1571292"
"r_1","2009","5","BG32","1000BGN","3.1.1.03.4","3365501"
"r_1","2009","5","BG32","1000BGN","3.1.1.03.5","3246216"
"r_1","2010","5","BG32","num","3.1.1.03.1","516"
"r_1","2010","5","BG32","num","3.1.1.03.2","49357"
"r_1","2010","5","BG32","1000BGN","3.1.1.03.3","1542866"
"r_1","2010","5","BG32","1000BGN","3.1.1.03.4","3444989"
"r_1","2010","5","BG32","1000BGN","3.1.1.03.5","3367661"
"r_1","2011","5","BG32","num","3.1.1.03.1","524"
"r_1","2011","5","BG32","num","3.1.1.03.2","50741"
"r_1","2011","5","BG32","1000BGN","3.1.1.03.3","1493147"
"r_1","2011","5","BG32","1000BGN","3.1.1.03.4","4758282"
"r_1","2011","5","BG32","1000BGN","3.1.1.03.5","4639552"
"r_1","2012","5","BG32","num","3.1.1.03.1","518"
"r_1","2012","5","BG32","num","3.1.1.03.2","49595"
"r_1","2012","5","BG32","1000BGN","3.1.1.03.3","1508438"
"r_1","2012","5","BG32","1000BGN","3.1.1.03.4","5016512"
"r_1","2012","5","BG32","1000BGN","3.1.1.03.5","4783221"
"r_1","2013","5","BG32","num","3.1.1.03.1","505"
"r_1","2013","5","BG32","num","3.1.1.03.2","49433"
"r_1","2013","5","BG32","1000BGN","3.1.1.03.3","1736271"
"r_1","2013","5","BG32","1000BGN","3.1.1.03.4","5533790"
"r_1","2013","5","BG32","1000BGN","3.1.1.03.5","5225085"
"r_1","2014","5","BG32","num","3.1.1.03.1","499"
"r_1","2014","5","BG32","num","3.1.1.03.2","49147"
"r_1","2014","5","BG32","1000BGN","3.1.1.03.3","1857436"
"r_1","2014","5","BG32","1000BGN","3.1.1.03.4","5749194"
"r_1","2014","5","BG32","1000BGN","3.1.1.03.5","5474606"
"r_1","2015","5","BG32","num","3.1.1.03.1","502"
"r_1","2015","5","BG32","num","3.1.1.03.2","49961"
"r_1","2015","5","BG32","1000BGN","3.1.1.03.3","2035831"
"r_1","2015","5","BG32","1000BGN","3.1.1.03.4","6175033"
"r_1","2015","5","BG32","1000BGN","3.1.1.03.5","5865983"
"r_1","2016","5","BG32","num","3.1.1.03.1","493"
"r_1","2016","5","BG32","num","3.1.1.03.2","49045"
"r_1","2016","5","BG32","1000BGN","3.1.1.03.3","2042025"
"r_1","2016","5","BG32","1000BGN","3.1.1.03.4","6561435"
"r_1","2016","5","BG32","1000BGN","3.1.1.03.5","6333373"
"r_1","2017","5","BG32","num","3.1.1.03.1","499"
"r_1","2017","5","BG32","num","3.1.1.03.2","49548"
"r_1","2017","5","BG32","1000BGN","3.1.1.03.3","2130605"
"r_1","2017","5","BG32","1000BGN","3.1.1.03.4","7483011"
"r_1","2017","5","BG32","1000BGN","3.1.1.03.5","7190968"
"r_1","2018","5","BG32","num","3.1.1.03.1","489"
"r_1","2018","5","BG32","num","3.1.1.03.2","48238"
"r_1","2018","5","BG32","1000BGN","3.1.1.03.3","2123233"
"r_1","2018","5","BG32","1000BGN","3.1.1.03.4","7664894"
"r_1","2018","5","BG32","1000BGN","3.1.1.03.5","7364271"
"r_1","2019","5","BG32","num","3.1.1.03.1","486"
"r_1","2019","5","BG32","num","3.1.1.03.2","47877"
"r_1","2019","5","BG32","1000BGN","3.1.1.03.3","2220838"
"r_1","2019","5","BG32","1000BGN","3.1.1.03.4","9011336"
"r_1","2019","5","BG32","1000BGN","3.1.1.03.5","8690852"
"r_1","2020","5","BG32","num","3.1.1.03.1","438"
"r_1","2020","5","BG32","num","3.1.1.03.2","44293"
"r_1","2020","5","BG32","1000BGN","3.1.1.03.3","1905293"
"r_1","2020","5","BG32","1000BGN","3.1.1.03.4","8358931"
"r_1","2020","5","BG32","1000BGN","3.1.1.03.5","8010277"
"r_1","2008","6","BG32","num","3.1.1.03.1","92"
"r_1","2008","6","BG32","num","3.1.1.03.2","45436"
"r_1","2008","6","BG32","1000BGN","3.1.1.03.3","1416557"
"r_1","2008","6","BG32","1000BGN","3.1.1.03.4","4018803"
"r_1","2008","6","BG32","1000BGN","3.1.1.03.5","3897697"
"r_1","2009","6","BG32","num","3.1.1.03.1","87"
"r_1","2009","6","BG32","num","3.1.1.03.2","39904"
"r_1","2009","6","BG32","1000BGN","3.1.1.03.3","1417752"
"r_1","2009","6","BG32","1000BGN","3.1.1.03.4","2936636"
"r_1","2009","6","BG32","1000BGN","3.1.1.03.5","2882457"
"r_1","2010","6","BG32","num","3.1.1.03.1","86"
"r_1","2010","6","BG32","num","3.1.1.03.2","39618"
"r_1","2010","6","BG32","1000BGN","3.1.1.03.3","1379182"
"r_1","2010","6","BG32","1000BGN","3.1.1.03.4","3395458"
"r_1","2010","6","BG32","1000BGN","3.1.1.03.5","3268393"
"r_1","2011","6","BG32","num","3.1.1.03.1","78"
"r_1","2011","6","BG32","num","3.1.1.03.2","38177"
"r_1","2011","6","BG32","1000BGN","3.1.1.03.3","1554698"
"r_1","2011","6","BG32","1000BGN","3.1.1.03.4","3327354"
"r_1","2011","6","BG32","1000BGN","3.1.1.03.5","3199383"
"r_1","2012","6","BG32","num","3.1.1.03.1","76"
"r_1","2012","6","BG32","num","3.1.1.03.2","38882"
"r_1","2012","6","BG32","1000BGN","3.1.1.03.3","1525269"
"r_1","2012","6","BG32","1000BGN","3.1.1.03.4","3714610"
