RevisionColumn,periods,Units,NUTS,Residence,GenderID,Age,ValueColumn
"r_1","2012","num","BG33","1","2","35 - 39","29741"
"r_1","2012","num","BG33","2","0","35 - 39","16204"
"r_1","2012","num","BG33","2","1","35 - 39","8663"
"r_1","2012","num","BG33","2","2","35 - 39","7541"
"r_1","2012","num","BG33","0","0","40 - 44","72133"
"r_1","2012","num","BG33","0","1","40 - 44","37569"
"r_1","2012","num","BG33","0","2","40 - 44","34564"
"r_1","2012","num","BG33","1","0","40 - 44","55544"
"r_1","2012","num","BG33","1","1","40 - 44","28561"
"r_1","2012","num","BG33","1","2","40 - 44","26983"
"r_1","2012","num","BG33","2","0","40 - 44","16589"
"r_1","2012","num","BG33","2","1","40 - 44","9008"
"r_1","2012","num","BG33","2","2","40 - 44","7581"
"r_1","2012","num","BG33","0","0","45 - 49","62435"
"r_1","2012","num","BG33","0","1","45 - 49","31957"
"r_1","2012","num","BG33","0","2","45 - 49","30478"
"r_1","2012","num","BG33","1","0","45 - 49","47072"
"r_1","2012","num","BG33","1","1","45 - 49","23579"
"r_1","2012","num","BG33","1","2","45 - 49","23493"
"r_1","2012","num","BG33","2","0","45 - 49","15363"
"r_1","2012","num","BG33","2","1","45 - 49","8378"
"r_1","2012","num","BG33","2","2","45 - 49","6985"
"r_1","2012","num","BG33","0","0","50 - 54","64975"
"r_1","2012","num","BG33","0","1","50 - 54","32473"
"r_1","2012","num","BG33","0","2","50 - 54","32502"
"r_1","2012","num","BG33","1","0","50 - 54","48569"
"r_1","2012","num","BG33","1","1","50 - 54","23718"
"r_1","2012","num","BG33","1","2","50 - 54","24851"
"r_1","2012","num","BG33","2","0","50 - 54","16406"
"r_1","2012","num","BG33","2","1","50 - 54","8755"
"r_1","2012","num","BG33","2","2","50 - 54","7651"
"r_1","2012","num","BG33","0","0","55 - 59","66434"
"r_1","2012","num","BG33","0","1","55 - 59","32088"
"r_1","2012","num","BG33","0","2","55 - 59","34346"
"r_1","2012","num","BG33","1","0","55 - 59","49049"
"r_1","2012","num","BG33","1","1","55 - 59","23232"
"r_1","2012","num","BG33","1","2","55 - 59","25817"
"r_1","2012","num","BG33","2","0","55 - 59","17385"
"r_1","2012","num","BG33","2","1","55 - 59","8856"
"r_1","2012","num","BG33","2","2","55 - 59","8529"
"r_1","2012","num","BG33","0","0","60 - 64","67189"
"r_1","2012","num","BG33","0","1","60 - 64","31053"
"r_1","2012","num","BG33","0","2","60 - 64","36136"
"r_1","2012","num","BG33","1","0","60 - 64","47978"
"r_1","2012","num","BG33","1","1","60 - 64","21981"
"r_1","2012","num","BG33","1","2","60 - 64","25997"
"r_1","2012","num","BG33","2","0","60 - 64","19211"
"r_1","2012","num","BG33","2","1","60 - 64","9072"
"r_1","2012","num","BG33","2","2","60 - 64","10139"
"r_1","2012","num","BG33","0","0","65 - 69","57074"
"r_1","2012","num","BG33","0","1","65 - 69","25164"
"r_1","2012","num","BG33","0","2","65 - 69","31910"
"r_1","2012","num","BG33","1","0","65 - 69","38802"
"r_1","2012","num","BG33","1","1","65 - 69","17012"
"r_1","2012","num","BG33","1","2","65 - 69","21790"
"r_1","2012","num","BG33","2","0","65 - 69","18272"
"r_1","2012","num","BG33","2","1","65 - 69","8152"
"r_1","2012","num","BG33","2","2","65 - 69","10120"
"r_1","2012","num","BG33","0","0","70 - 74","42824"
"r_1","2012","num","BG33","0","1","70 - 74","17933"
"r_1","2012","num","BG33","0","2","70 - 74","24891"
"r_1","2012","num","BG33","1","0","70 - 74","27630"
"r_1","2012","num","BG33","1","1","70 - 74","11257"
"r_1","2012","num","BG33","1","2","70 - 74","16373"
"r_1","2012","num","BG33","2","0","70 - 74","15194"
"r_1","2012","num","BG33","2","1","70 - 74","6676"
"r_1","2012","num","BG33","2","2","70 - 74","8518"
"r_1","2012","num","BG33","0","0","75 - 79","34942"
"r_1","2012","num","BG33","0","1","75 - 79","13739"
"r_1","2012","num","BG33","0","2","75 - 79","21203"
"r_1","2012","num","BG33","1","0","75 - 79","22537"
"r_1","2012","num","BG33","1","1","75 - 79","8600"
"r_1","2012","num","BG33","1","2","75 - 79","13937"
"r_1","2012","num","BG33","2","0","75 - 79","12405"
"r_1","2012","num","BG33","2","1","75 - 79","5139"
"r_1","2012","num","BG33","2","2","75 - 79","7266"
"r_1","2012","num","BG33","0","0","80 - 84","22361"
"r_1","2012","num","BG33","0","1","80 - 84","8557"
"r_1","2012","num","BG33","0","2","80 - 84","13804"
"r_1","2012","num","BG33","1","0","80 - 84","14798"
"r_1","2012","num","BG33","1","1","80 - 84","5483"
"r_1","2012","num","BG33","1","2","80 - 84","9315"
"r_1","2012","num","BG33","2","0","80 - 84","7563"
"r_1","2012","num","BG33","2","1","80 - 84","3074"
"r_1","2012","num","BG33","2","2","80 - 84","4489"
"r_1","2012","num","BG33","0","0","85 - 89","9916"
"r_1","2012","num","BG33","0","1","85 - 89","3461"
"r_1","2012","num","BG33","0","2","85 - 89","6455"
"r_1","2012","num","BG33","1","0","85 - 89","6520"
"r_1","2012","num","BG33","1","1","85 - 89","2217"
"r_1","2012","num","BG33","1","2","85 - 89","4303"
"r_1","2012","num","BG33","2","0","85 - 89","3396"
"r_1","2012","num","BG33","2","1","85 - 89","1244"
"r_1","2012","num","BG33","2","2","85 - 89","2152"
"r_1","2012","num","BG33","0","0","90 - 94","2484"
"r_1","2012","num","BG33","0","1","90 - 94","795"
"r_1","2012","num","BG33","0","2","90 - 94","1689"
"r_1","2012","num","BG33","1","0","90 - 94","1611"
"r_1","2012","num","BG33","1","1","90 - 94","503"
"r_1","2012","num","BG33","1","2","90 - 94","1108"
"r_1","2012","num","BG33","2","0","90 - 94","873"
"r_1","2012","num","BG33","2","1","90 - 94","292"
"r_1","2012","num","BG33","2","2","90 - 94","581"
"r_1","2012","num","BG33","0","0","95 - 99","230"
"r_1","2012","num","BG33","0","1","95 - 99","63"
"r_1","2012","num","BG33","0","2","95 - 99","167"
"r_1","2012","num","BG33","1","0","95 - 99","157"
"r_1","2012","num","BG33","1","1","95 - 99","43"
"r_1","2012","num","BG33","1","2","95 - 99","114"
"r_1","2012","num","BG33","2","0","95 - 99","73"
"r_1","2012","num","BG33","2","1","95 - 99","20"
"r_1","2012","num","BG33","2","2","95 - 99","53"
"r_1","2012","num","BG33","0","0","100+","32"
"r_1","2012","num","BG33","0","1","100+","13"
"r_1","2012","num","BG33","0","2","100+","19"
"r_1","2012","num","BG33","1","0","100+","21"
"r_1","2012","num","BG33","1","1","100+","8"
"r_1","2012","num","BG33","1","2","100+","13"
"r_1","2012","num","BG33","2","0","100+","11"
"r_1","2012","num","BG33","2","1","100+","5"
"r_1","2012","num","BG33","2","2","100+","6"
"r_1","2012","num","BG34","0","0","Total","1067981"
"r_1","2012","num","BG34","0","1","Total","521732"
"r_1","2012","num","BG34","0","2","Total","546249"
"r_1","2012","num","BG34","1","0","Total","765717"
"r_1","2012","num","BG34","1","1","Total","371836"
"r_1","2012","num","BG34","1","2","Total","393881"
"r_1","2012","num","BG34","2","0","Total","302264"
"r_1","2012","num","BG34","2","1","Total","149896"
"r_1","2012","num","BG34","2","2","Total","152368"
"r_1","2012","num","BG34","0","0","0","10585"
"r_1","2012","num","BG34","0","1","0","5433"
"r_1","2012","num","BG34","0","2","0","5152"
"r_1","2012","num","BG34","1","0","0","7434"
"r_1","2012","num","BG34","1","1","0","3851"
"r_1","2012","num","BG34","1","2","0","3583"
"r_1","2012","num","BG34","2","0","0","3151"
"r_1","2012","num","BG34","2","1","0","1582"
"r_1","2012","num","BG34","2","2","0","1569"
"r_1","2012","num","BG34","0","0","1 - 4","45000"
"r_1","2012","num","BG34","0","1","1 - 4","23033"
"r_1","2012","num","BG34","0","2","1 - 4","21967"
"r_1","2012","num","BG34","1","0","1 - 4","31733"
"r_1","2012","num","BG34","1","1","1 - 4","16284"
"r_1","2012","num","BG34","1","2","1 - 4","15449"
"r_1","2012","num","BG34","2","0","1 - 4","13267"
"r_1","2012","num","BG34","2","1","1 - 4","6749"
"r_1","2012","num","BG34","2","2","1 - 4","6518"
"r_1","2012","num","BG34","0","0","5 - 9","53958"
"r_1","2012","num","BG34","0","1","5 - 9","27730"
"r_1","2012","num","BG34","0","2","5 - 9","26228"
"r_1","2012","num","BG34","1","0","5 - 9","37664"
"r_1","2012","num","BG34","1","1","5 - 9","19271"
"r_1","2012","num","BG34","1","2","5 - 9","18393"
"r_1","2012","num","BG34","2","0","5 - 9","16294"
"r_1","2012","num","BG34","2","1","5 - 9","8459"
"r_1","2012","num","BG34","2","2","5 - 9","7835"
"r_1","2012","num","BG34","0","0","10 - 14","51407"
"r_1","2012","num","BG34","0","1","10 - 14","26368"
"r_1","2012","num","BG34","0","2","10 - 14","25039"
"r_1","2012","num","BG34","1","0","10 - 14","36341"
"r_1","2012","num","BG34","1","1","10 - 14","18596"
"r_1","2012","num","BG34","1","2","10 - 14","17745"
"r_1","2012","num","BG34","2","0","10 - 14","15066"
"r_1","2012","num","BG34","2","1","10 - 14","7772"
"r_1","2012","num","BG34","2","2","10 - 14","7294"
"r_1","2012","num","BG34","0","0","15 - 19","51694"
"r_1","2012","num","BG34","0","1","15 - 19","26482"
"r_1","2012","num","BG34","0","2","15 - 19","25212"
"r_1","2012","num","BG34","1","0","15 - 19","36716"
"r_1","2012","num","BG34","1","1","15 - 19","18685"
"r_1","2012","num","BG34","1","2","15 - 19","18031"
"r_1","2012","num","BG34","2","0","15 - 19","14978"
"r_1","2012","num","BG34","2","1","15 - 19","7797"
"r_1","2012","num","BG34","2","2","15 - 19","7181"
"r_1","2012","num","BG34","0","0","20 - 24","59789"
"r_1","2012","num","BG34","0","1","20 - 24","30663"
"r_1","2012","num","BG34","0","2","20 - 24","29126"
"r_1","2012","num","BG34","1","0","20 - 24","42920"
"r_1","2012","num","BG34","1","1","20 - 24","21774"
"r_1","2012","num","BG34","1","2","20 - 24","21146"
"r_1","2012","num","BG34","2","0","20 - 24","16869"
"r_1","2012","num","BG34","2","1","20 - 24","8889"
"r_1","2012","num","BG34","2","2","20 - 24","7980"
"r_1","2012","num","BG34","0","0","25 - 29","68453"
"r_1","2012","num","BG34","0","1","25 - 29","35850"
"r_1","2012","num","BG34","0","2","25 - 29","32603"
"r_1","2012","num","BG34","1","0","25 - 29","51408"
"r_1","2012","num","BG34","1","1","25 - 29","26556"
"r_1","2012","num","BG34","1","2","25 - 29","24852"
"r_1","2012","num","BG34","2","0","25 - 29","17045"
"r_1","2012","num","BG34","2","1","25 - 29","9294"
"r_1","2012","num","BG34","2","2","25 - 29","7751"
"r_1","2012","num","BG34","0","0","30 - 34","73316"
"r_1","2012","num","BG34","0","1","30 - 34","38653"
"r_1","2012","num","BG34","0","2","30 - 34","34663"
"r_1","2012","num","BG34","1","0","30 - 34","55958"
"r_1","2012","num","BG34","1","1","30 - 34","29245"
"r_1","2012","num","BG34","1","2","30 - 34","26713"
"r_1","2012","num","BG34","2","0","30 - 34","17358"
"r_1","2012","num","BG34","2","1","30 - 34","9408"
"r_1","2012","num","BG34","2","2","30 - 34","7950"
"r_1","2012","num","BG34","0","0","35 - 39","81612"
"r_1","2012","num","BG34","0","1","35 - 39","42241"
"r_1","2012","num","BG34","0","2","35 - 39","39371"
"r_1","2012","num","BG34","1","0","35 - 39","63762"
"r_1","2012","num","BG34","1","1","35 - 39","32668"
"r_1","2012","num","BG34","1","2","35 - 39","31094"
"r_1","2012","num","BG34","2","0","35 - 39","17850"
"r_1","2012","num","BG34","2","1","35 - 39","9573"
"r_1","2012","num","BG34","2","2","35 - 39","8277"
"r_1","2012","num","BG34","0","0","40 - 44","75565"
"r_1","2012","num","BG34","0","1","40 - 44","38891"
"r_1","2012","num","BG34","0","2","40 - 44","36674"
"r_1","2012","num","BG34","1","0","40 - 44","57848"
"r_1","2012","num","BG34","1","1","40 - 44","29390"
"r_1","2012","num","BG34","1","2","40 - 44","28458"
"r_1","2012","num","BG34","2","0","40 - 44","17717"
"r_1","2012","num","BG34","2","1","40 - 44","9501"
"r_1","2012","num","BG34","2","2","40 - 44","8216"
"r_1","2012","num","BG34","0","0","45 - 49","69135"
"r_1","2012","num","BG34","0","1","45 - 49","35096"
"r_1","2012","num","BG34","0","2","45 - 49","34039"
"r_1","2012","num","BG34","1","0","45 - 49","52445"
"r_1","2012","num","BG34","1","1","45 - 49","26048"
"r_1","2012","num","BG34","1","2","45 - 49","26397"
"r_1","2012","num","BG34","2","0","45 - 49","16690"
"r_1","2012","num","BG34","2","1","45 - 49","9048"
"r_1","2012","num","BG34","2","2","45 - 49","7642"
"r_1","2012","num","BG34","0","0","50 - 54","74586"
"r_1","2012","num","BG34","0","1","50 - 54","37229"
"r_1","2012","num","BG34","0","2","50 - 54","37357"
"r_1","2012","num","BG34","1","0","50 - 54","56156"
"r_1","2012","num","BG34","1","1","50 - 54","27498"
"r_1","2012","num","BG34","1","2","50 - 54","28658"
"r_1","2012","num","BG34","2","0","50 - 54","18430"
"r_1","2012","num","BG34","2","1","50 - 54","9731"
"r_1","2012","num","BG34","2","2","50 - 54","8699"
"r_1","2012","num","BG34","0","0","55 - 59","77264"
"r_1","2012","num","BG34","0","1","55 - 59","37492"
"r_1","2012","num","BG34","0","2","55 - 59","39772"
"r_1","2012","num","BG34","1","0","55 - 59","57287"
"r_1","2012","num","BG34","1","1","55 - 59","27370"
"r_1","2012","num","BG34","1","2","55 - 59","29917"
"r_1","2012","num","BG34","2","0","55 - 59","19977"
"r_1","2012","num","BG34","2","1","55 - 59","10122"
"r_1","2012","num","BG34","2","2","55 - 59","9855"
"r_1","2012","num","BG34","0","0","60 - 64","77726"
"r_1","2012","num","BG34","0","1","60 - 64","36096"
"r_1","2012","num","BG34","0","2","60 - 64","41630"
"r_1","2012","num","BG34","1","0","60 - 64","55253"
"r_1","2012","num","BG34","1","1","60 - 64","25467"
"r_1","2012","num","BG34","1","2","60 - 64","29786"
"r_1","2012","num","BG34","2","0","60 - 64","22473"
"r_1","2012","num","BG34","2","1","60 - 64","10629"
"r_1","2012","num","BG34","2","2","60 - 64","11844"
"r_1","2012","num","BG34","0","0","65 - 69","61921"
"r_1","2012","num","BG34","0","1","65 - 69","27237"
"r_1","2012","num","BG34","0","2","65 - 69","34684"
"r_1","2012","num","BG34","1","0","65 - 69","40973"
"r_1","2012","num","BG34","1","1","65 - 69","18070"
"r_1","2012","num","BG34","1","2","65 - 69","22903"
"r_1","2012","num","BG34","2","0","65 - 69","20948"
"r_1","2012","num","BG34","2","1","65 - 69","9167"
"r_1","2012","num","BG34","2","2","65 - 69","11781"
"r_1","2012","num","BG34","0","0","70 - 74","49060"
"r_1","2012","num","BG34","0","1","70 - 74","20300"
"r_1","2012","num","BG34","0","2","70 - 74","28760"
"r_1","2012","num","BG34","1","0","70 - 74","29895"
"r_1","2012","num","BG34","1","1","70 - 74","12065"
"r_1","2012","num","BG34","1","2","70 - 74","17830"
"r_1","2012","num","BG34","2","0","70 - 74","19165"
"r_1","2012","num","BG34","2","1","70 - 74","8235"
"r_1","2012","num","BG34","2","2","70 - 74","10930"
"r_1","2012","num","BG34","0","0","75 - 79","43882"
"r_1","2012","num","BG34","0","1","75 - 79","17264"
"r_1","2012","num","BG34","0","2","75 - 79","26618"
"r_1","2012","num","BG34","1","0","75 - 79","26188"
"r_1","2012","num","BG34","1","1","75 - 79","9921"
"r_1","2012","num","BG34","1","2","75 - 79","16267"
"r_1","2012","num","BG34","2","0","75 - 79","17694"
"r_1","2012","num","BG34","2","1","75 - 79","7343"
"r_1","2012","num","BG34","2","2","75 - 79","10351"
"r_1","2012","num","BG34","0","0","80 - 84","28028"
"r_1","2012","num","BG34","0","1","80 - 84","10572"
"r_1","2012","num","BG34","0","2","80 - 84","17456"
"r_1","2012","num","BG34","1","0","80 - 84","16877"
"r_1","2012","num","BG34","1","1","80 - 84","6173"
"r_1","2012","num","BG34","1","2","80 - 84","10704"
"r_1","2012","num","BG34","2","0","80 - 84","11151"
"r_1","2012","num","BG34","2","1","80 - 84","4399"
"r_1","2012","num","BG34","2","2","80 - 84","6752"
"r_1","2012","num","BG34","0","0","85 - 89","11976"
"r_1","2012","num","BG34","0","1","85 - 89","4136"
"r_1","2012","num","BG34","0","2","85 - 89","7840"
"r_1","2012","num","BG34","1","0","85 - 89","7117"
"r_1","2012","num","BG34","1","1","85 - 89","2357"
"r_1","2012","num","BG34","1","2","85 - 89","4760"
"r_1","2012","num","BG34","2","0","85 - 89","4859"
"r_1","2012","num","BG34","2","1","85 - 89","1779"
"r_1","2012","num","BG34","2","2","85 - 89","3080"
"r_1","2012","num","BG34","0","0","90 - 94","2752"
"r_1","2012","num","BG34","0","1","90 - 94","894"
"r_1","2012","num","BG34","0","2","90 - 94","1858"
"r_1","2012","num","BG34","1","0","90 - 94","1584"
"r_1","2012","num","BG34","1","1","90 - 94","505"
"r_1","2012","num","BG34","1","2","90 - 94","1079"
"r_1","2012","num","BG34","2","0","90 - 94","1168"
"r_1","2012","num","BG34","2","1","90 - 94","389"
"r_1","2012","num","BG34","2","2","90 - 94","779"
"r_1","2012","num","BG34","0","0","95 - 99","234"
"r_1","2012","num","BG34","0","1","95 - 99","60"
"r_1","2012","num","BG34","0","2","95 - 99","174"
"r_1","2012","num","BG34","1","0","95 - 99","134"
"r_1","2012","num","BG34","1","1","95 - 99","35"
"r_1","2012","num","BG34","1","2","95 - 99","99"
"r_1","2012","num","BG34","2","0","95 - 99","100"
"r_1","2012","num","BG34","2","1","95 - 99","25"
"r_1","2012","num","BG34","2","2","95 - 99","75"
"r_1","2012","num","BG34","0","0","100+","38"
"r_1","2012","num","BG34","0","1","100+","12"
"r_1","2012","num","BG34","0","2","100+","26"
"r_1","2012","num","BG34","1","0","100+","24"
"r_1","2012","num","BG34","1","1","100+","7"
"r_1","2012","num","BG34","1","2","100+","17"
"r_1","2012","num","BG34","2","0","100+","14"
"r_1","2012","num","BG34","2","1","100+","5"
"r_1","2012","num","BG34","2","2","100+","9"
"r_1","2012","num","BG4","0","0","Total","3591131"
"r_1","2012","num","BG4","0","1","Total","1739026"
"r_1","2012","num","BG4","0","2","Total","1852105"
"r_1","2012","num","BG4","1","0","Total","2753963"
"r_1","2012","num","BG4","1","1","Total","1323436"
"r_1","2012","num","BG4","1","2","Total","1430527"
"r_1","2012","num","BG4","2","0","Total","837168"
"r_1","2012","num","BG4","2","1","Total","415590"
"r_1","2012","num","BG4","2","2","Total","421578"
"r_1","2012","num","BG4","0","0","0","33125"
"r_1","2012","num","BG4","0","1","0","17081"
"r_1","2012","num","BG4","0","2","0","16044"
"r_1","2012","num","BG4","1","0","0","26731"
"r_1","2012","num","BG4","1","1","0","13814"
"r_1","2012","num","BG4","1","2","0","12917"
"r_1","2012","num","BG4","2","0","0","6394"
"r_1","2012","num","BG4","2","1","0","3267"
"r_1","2012","num","BG4","2","2","0","3127"
"r_1","2012","num","BG4","0","0","1 - 4","139604"
"r_1","2012","num","BG4","0","1","1 - 4","71632"
"r_1","2012","num","BG4","0","2","1 - 4","67972"
"r_1","2012","num","BG4","1","0","1 - 4","110844"
"r_1","2012","num","BG4","1","1","1 - 4","56958"
"r_1","2012","num","BG4","1","2","1 - 4","53886"
"r_1","2012","num","BG4","2","0","1 - 4","28760"
"r_1","2012","num","BG4","2","1","1 - 4","14674"
"r_1","2012","num","BG4","2","2","1 - 4","14086"
"r_1","2012","num","BG4","0","0","5 - 9","157186"
"r_1","2012","num","BG4","0","1","5 - 9","80943"
"r_1","2012","num","BG4","0","2","5 - 9","76243"
"r_1","2012","num","BG4","1","0","5 - 9","121794"
"r_1","2012","num","BG4","1","1","5 - 9","62727"
"r_1","2012","num","BG4","1","2","5 - 9","59067"
"r_1","2012","num","BG4","2","0","5 - 9","35392"
"r_1","2012","num","BG4","2","1","5 - 9","18216"
"r_1","2012","num","BG4","2","2","5 - 9","17176"
"r_1","2012","num","BG4","0","0","10 - 14","148641"
"r_1","2012","num","BG4","0","1","10 - 14","76734"
"r_1","2012","num","BG4","0","2","10 - 14","71907"
"r_1","2012","num","BG4","1","0","10 - 14","113651"
"r_1","2012","num","BG4","1","1","10 - 14","58472"
"r_1","2012","num","BG4","1","2","10 - 14","55179"
"r_1","2012","num","BG4","2","0","10 - 14","34990"
"r_1","2012","num","BG4","2","1","10 - 14","18262"
"r_1","2012","num","BG4","2","2","10 - 14","16728"
"r_1","2012","num","BG4","0","0","15 - 19","160087"
"r_1","2012","num","BG4","0","1","15 - 19","82464"
"r_1","2012","num","BG4","0","2","15 - 19","77623"
"r_1","2012","num","BG4","1","0","15 - 19","122014"
"r_1","2012","num","BG4","1","1","15 - 19","62776"
"r_1","2012","num","BG4","1","2","15 - 19","59238"
"r_1","2012","num","BG4","2","0","15 - 19","38073"
"r_1","2012","num","BG4","2","1","15 - 19","19688"
"r_1","2012","num","BG4","2","2","15 - 19","18385"
"r_1","2012","num","BG4","0","0","20 - 24","241859"
"r_1","2012","num","BG4","0","1","20 - 24","123351"
"r_1","2012","num","BG4","0","2","20 - 24","118508"
"r_1","2012","num","BG4","1","0","20 - 24","196512"
"r_1","2012","num","BG4","1","1","20 - 24","98959"
"r_1","2012","num","BG4","1","2","20 - 24","97553"
"r_1","2012","num","BG4","2","0","20 - 24","45347"
"r_1","2012","num","BG4","2","1","20 - 24","24392"
"r_1","2012","num","BG4","2","2","20 - 24","20955"
"r_1","2012","num","BG4","0","0","25 - 29","260058"
"r_1","2012","num","BG4","0","1","25 - 29","133435"
"r_1","2012","num","BG4","0","2","25 - 29","126623"
"r_1","2012","num","BG4","1","0","25 - 29","210653"
"r_1","2012","num","BG4","1","1","25 - 29","106747"
"r_1","2012","num","BG4","1","2","25 - 29","103906"
"r_1","2012","num","BG4","2","0","25 - 29","49405"
"r_1","2012","num","BG4","2","1","25 - 29","26688"
"r_1","2012","num","BG4","2","2","25 - 29","22717"
"r_1","2012","num","BG4","0","0","30 - 34","268370"
"r_1","2012","num","BG4","0","1","30 - 34","138444"
"r_1","2012","num","BG4","0","2","30 - 34","129926"
"r_1","2012","num","BG4","1","0","30 - 34","217329"
"r_1","2012","num","BG4","1","1","30 - 34","110795"
"r_1","2012","num","BG4","1","2","30 - 34","106534"
"r_1","2012","num","BG4","2","0","30 - 34","51041"
"r_1","2012","num","BG4","2","1","30 - 34","27649"
"r_1","2012","num","BG4","2","2","30 - 34","23392"
"r_1","2012","num","BG4","0","0","35 - 39","284144"
"r_1","2012","num","BG4","0","1","35 - 39","145816"
"r_1","2012","num","BG4","0","2","35 - 39","138328"
"r_1","2012","num","BG4","1","0","35 - 39","230337"
"r_1","2012","num","BG4","1","1","35 - 39","117067"
"r_1","2012","num","BG4","1","2","35 - 39","113270"
"r_1","2012","num","BG4","2","0","35 - 39","53807"
"r_1","2012","num","BG4","2","1","35 - 39","28749"
"r_1","2012","num","BG4","2","2","35 - 39","25058"
"r_1","2012","num","BG4","0","0","40 - 44","262425"
"r_1","2012","num","BG4","0","1","40 - 44","134080"
"r_1","2012","num","BG4","0","2","40 - 44","128345"
"r_1","2012","num","BG4","1","0","40 - 44","206046"
"r_1","2012","num","BG4","1","1","40 - 44","103861"
"r_1","2012","num","BG4","1","2","40 - 44","102185"
"r_1","2012","num","BG4","2","0","40 - 44","56379"
"r_1","2012","num","BG4","2","1","40 - 44","30219"
"r_1","2012","num","BG4","2","2","40 - 44","26160"
"r_1","2012","num","BG4","0","0","45 - 49","235571"
"r_1","2012","num","BG4","0","1","45 - 49","118634"
"r_1","2012","num","BG4","0","2","45 - 49","116937"
"r_1","2012","num","BG4","1","0","45 - 49","180719"
"r_1","2012","num","BG4","1","1","45 - 49","89264"
"r_1","2012","num","BG4","1","2","45 - 49","91455"
"r_1","2012","num","BG4","2","0","45 - 49","54852"
"r_1","2012","num","BG4","2","1","45 - 49","29370"
"r_1","2012","num","BG4","2","2","45 - 49","25482"
"r_1","2012","num","BG4","0","0","50 - 54","247971"
"r_1","2012","num","BG4","0","1","50 - 54","122035"
"r_1","2012","num","BG4","0","2","50 - 54","125936"
"r_1","2012","num","BG4","1","0","50 - 54","188810"
"r_1","2012","num","BG4","1","1","50 - 54","90831"
"r_1","2012","num","BG4","1","2","50 - 54","97979"
"r_1","2012","num","BG4","2","0","50 - 54","59161"
"r_1","2012","num","BG4","2","1","50 - 54","31204"
"r_1","2012","num","BG4","2","2","50 - 54","27957"
"r_1","2012","num","BG4","0","0","55 - 59","251228"
"r_1","2012","num","BG4","0","1","55 - 59","119622"
"r_1","2012","num","BG4","0","2","55 - 59","131606"
"r_1","2012","num","BG4","1","0","55 - 59","191449"
"r_1","2012","num","BG4","1","1","55 - 59","89122"
"r_1","2012","num","BG4","1","2","55 - 59","102327"
"r_1","2012","num","BG4","2","0","55 - 59","59779"
"r_1","2012","num","BG4","2","1","55 - 59","30500"
"r_1","2012","num","BG4","2","2","55 - 59","29279"
"r_1","2012","num","BG4","0","0","60 - 64","246817"
"r_1","2012","num","BG4","0","1","60 - 64","112189"
"r_1","2012","num","BG4","0","2","60 - 64","134628"
"r_1","2012","num","BG4","1","0","60 - 64","185659"
"r_1","2012","num","BG4","1","1","60 - 64","83234"
"r_1","2012","num","BG4","1","2","60 - 64","102425"
"r_1","2012","num","BG4","2","0","60 - 64","61158"
"r_1","2012","num","BG4","2","1","60 - 64","28955"
"r_1","2012","num","BG4","2","2","60 - 64","32203"
"r_1","2012","num","BG4","0","0","65 - 69","204451"
"r_1","2012","num","BG4","0","1","65 - 69","89211"
"r_1","2012","num","BG4","0","2","65 - 69","115240"
"r_1","2012","num","BG4","1","0","65 - 69","147309"
"r_1","2012","num","BG4","1","1","65 - 69","63625"
"r_1","2012","num","BG4","1","2","65 - 69","83684"
"r_1","2012","num","BG4","2","0","65 - 69","57142"
"r_1","2012","num","BG4","2","1","65 - 69","25586"
"r_1","2012","num","BG4","2","2","65 - 69","31556"
"r_1","2012","num","BG4","0","0","70 - 74","159168"
"r_1","2012","num","BG4","0","1","70 - 74","65839"
"r_1","2012","num","BG4","0","2","70 - 74","93329"
"r_1","2012","num","BG4","1","0","70 - 74","107184"
"r_1","2012","num","BG4","1","1","70 - 74","43780"
"r_1","2012","num","BG4","1","2","70 - 74","63404"
"r_1","2012","num","BG4","2","0","70 - 74","51984"
"r_1","2012","num","BG4","2","1","70 - 74","22059"
"r_1","2012","num","BG4","2","2","70 - 74","29925"
"r_1","2012","num","BG4","0","0","75 - 79","138490"
"r_1","2012","num","BG4","0","1","75 - 79","53753"
"r_1","2012","num","BG4","0","2","75 - 79","84737"
"r_1","2012","num","BG4","1","0","75 - 79","91632"
"r_1","2012","num","BG4","1","1","75 - 79","34614"
"r_1","2012","num","BG4","1","2","75 - 79","57018"
"r_1","2012","num","BG4","2","0","75 - 79","46858"
"r_1","2012","num","BG4","2","1","75 - 79","19139"
"r_1","2012","num","BG4","2","2","75 - 79","27719"
"r_1","2012","num","BG4","0","0","80 - 84","93722"
"r_1","2012","num","BG4","0","1","80 - 84","34347"
"r_1","2012","num","BG4","0","2","80 - 84","59375"
"r_1","2012","num","BG4","1","0","80 - 84","64314"
"r_1","2012","num","BG4","1","1","80 - 84","23108"
"r_1","2012","num","BG4","1","2","80 - 84","41206"
"r_1","2012","num","BG4","2","0","80 - 84","29408"
"r_1","2012","num","BG4","2","1","80 - 84","11239"
"r_1","2012","num","BG4","2","2","80 - 84","18169"
"r_1","2012","num","BG4","0","0","85 - 89","44956"
"r_1","2012","num","BG4","0","1","85 - 89","15240"
"r_1","2012","num","BG4","0","2","85 - 89","29716"
"r_1","2012","num","BG4","1","0","85 - 89","31613"
"r_1","2012","num","BG4","1","1","85 - 89","10688"
"r_1","2012","num","BG4","1","2","85 - 89","20925"
"r_1","2012","num","BG4","2","0","85 - 89","13343"
