RevisionColumn,periods,Units,NUTS,Residence,GenderID,Age,ValueColumn
"r_1","2019","num","BG31","2","0","20 - 24","10240"
"r_1","2019","num","BG31","2","1","20 - 24","5469"
"r_1","2019","num","BG31","2","2","20 - 24","4771"
"r_1","2019","num","BG31","0","0","25 - 29","33859"
"r_1","2019","num","BG31","0","1","25 - 29","17808"
"r_1","2019","num","BG31","0","2","25 - 29","16051"
"r_1","2019","num","BG31","1","0","25 - 29","21639"
"r_1","2019","num","BG31","1","1","25 - 29","10919"
"r_1","2019","num","BG31","1","2","25 - 29","10720"
"r_1","2019","num","BG31","2","0","25 - 29","12220"
"r_1","2019","num","BG31","2","1","25 - 29","6889"
"r_1","2019","num","BG31","2","2","25 - 29","5331"
"r_1","2019","num","BG31","0","0","30 - 34","38760"
"r_1","2019","num","BG31","0","1","30 - 34","20540"
"r_1","2019","num","BG31","0","2","30 - 34","18220"
"r_1","2019","num","BG31","1","0","30 - 34","26379"
"r_1","2019","num","BG31","1","1","30 - 34","13563"
"r_1","2019","num","BG31","1","2","30 - 34","12816"
"r_1","2019","num","BG31","2","0","30 - 34","12381"
"r_1","2019","num","BG31","2","1","30 - 34","6977"
"r_1","2019","num","BG31","2","2","30 - 34","5404"
"r_1","2019","num","BG31","0","0","35 - 39","40630"
"r_1","2019","num","BG31","0","1","35 - 39","21565"
"r_1","2019","num","BG31","0","2","35 - 39","19065"
"r_1","2019","num","BG31","1","0","35 - 39","28078"
"r_1","2019","num","BG31","1","1","35 - 39","14619"
"r_1","2019","num","BG31","1","2","35 - 39","13459"
"r_1","2019","num","BG31","2","0","35 - 39","12552"
"r_1","2019","num","BG31","2","1","35 - 39","6946"
"r_1","2019","num","BG31","2","2","35 - 39","5606"
"r_1","2019","num","BG31","0","0","40 - 44","48990"
"r_1","2019","num","BG31","0","1","40 - 44","25652"
"r_1","2019","num","BG31","0","2","40 - 44","23338"
"r_1","2019","num","BG31","1","0","40 - 44","34463"
"r_1","2019","num","BG31","1","1","40 - 44","17600"
"r_1","2019","num","BG31","1","2","40 - 44","16863"
"r_1","2019","num","BG31","2","0","40 - 44","14527"
"r_1","2019","num","BG31","2","1","40 - 44","8052"
"r_1","2019","num","BG31","2","2","40 - 44","6475"
"r_1","2019","num","BG31","0","0","45 - 49","54668"
"r_1","2019","num","BG31","0","1","45 - 49","28606"
"r_1","2019","num","BG31","0","2","45 - 49","26062"
"r_1","2019","num","BG31","1","0","45 - 49","38242"
"r_1","2019","num","BG31","1","1","45 - 49","19554"
"r_1","2019","num","BG31","1","2","45 - 49","18688"
"r_1","2019","num","BG31","2","0","45 - 49","16426"
"r_1","2019","num","BG31","2","1","45 - 49","9052"
"r_1","2019","num","BG31","2","2","45 - 49","7374"
"r_1","2019","num","BG31","0","0","50 - 54","52659"
"r_1","2019","num","BG31","0","1","50 - 54","27230"
"r_1","2019","num","BG31","0","2","50 - 54","25429"
"r_1","2019","num","BG31","1","0","50 - 54","35997"
"r_1","2019","num","BG31","1","1","50 - 54","17977"
"r_1","2019","num","BG31","1","2","50 - 54","18020"
"r_1","2019","num","BG31","2","0","50 - 54","16662"
"r_1","2019","num","BG31","2","1","50 - 54","9253"
"r_1","2019","num","BG31","2","2","50 - 54","7409"
"r_1","2019","num","BG31","0","0","55 - 59","52424"
"r_1","2019","num","BG31","0","1","55 - 59","26898"
"r_1","2019","num","BG31","0","2","55 - 59","25526"
"r_1","2019","num","BG31","1","0","55 - 59","35218"
"r_1","2019","num","BG31","1","1","55 - 59","17377"
"r_1","2019","num","BG31","1","2","55 - 59","17841"
"r_1","2019","num","BG31","2","0","55 - 59","17206"
"r_1","2019","num","BG31","2","1","55 - 59","9521"
"r_1","2019","num","BG31","2","2","55 - 59","7685"
"r_1","2019","num","BG31","0","0","60 - 64","53501"
"r_1","2019","num","BG31","0","1","60 - 64","26102"
"r_1","2019","num","BG31","0","2","60 - 64","27399"
"r_1","2019","num","BG31","1","0","60 - 64","35097"
"r_1","2019","num","BG31","1","1","60 - 64","16547"
"r_1","2019","num","BG31","1","2","60 - 64","18550"
"r_1","2019","num","BG31","2","0","60 - 64","18404"
"r_1","2019","num","BG31","2","1","60 - 64","9555"
"r_1","2019","num","BG31","2","2","60 - 64","8849"
"r_1","2019","num","BG31","0","0","65 - 69","54806"
"r_1","2019","num","BG31","0","1","65 - 69","25106"
"r_1","2019","num","BG31","0","2","65 - 69","29700"
"r_1","2019","num","BG31","1","0","65 - 69","34011"
"r_1","2019","num","BG31","1","1","65 - 69","15289"
"r_1","2019","num","BG31","1","2","65 - 69","18722"
"r_1","2019","num","BG31","2","0","65 - 69","20795"
"r_1","2019","num","BG31","2","1","65 - 69","9817"
"r_1","2019","num","BG31","2","2","65 - 69","10978"
"r_1","2019","num","BG31","0","0","70 - 74","55961"
"r_1","2019","num","BG31","0","1","70 - 74","23446"
"r_1","2019","num","BG31","0","2","70 - 74","32515"
"r_1","2019","num","BG31","1","0","70 - 74","31467"
"r_1","2019","num","BG31","1","1","70 - 74","13062"
"r_1","2019","num","BG31","1","2","70 - 74","18405"
"r_1","2019","num","BG31","2","0","70 - 74","24494"
"r_1","2019","num","BG31","2","1","70 - 74","10384"
"r_1","2019","num","BG31","2","2","70 - 74","14110"
"r_1","2019","num","BG31","0","0","75 - 79","37325"
"r_1","2019","num","BG31","0","1","75 - 79","14512"
"r_1","2019","num","BG31","0","2","75 - 79","22813"
"r_1","2019","num","BG31","1","0","75 - 79","19021"
"r_1","2019","num","BG31","1","1","75 - 79","7489"
"r_1","2019","num","BG31","1","2","75 - 79","11532"
"r_1","2019","num","BG31","2","0","75 - 79","18304"
"r_1","2019","num","BG31","2","1","75 - 79","7023"
"r_1","2019","num","BG31","2","2","75 - 79","11281"
"r_1","2019","num","BG31","0","0","80 - 84","25473"
"r_1","2019","num","BG31","0","1","80 - 84","9085"
"r_1","2019","num","BG31","0","2","80 - 84","16388"
"r_1","2019","num","BG31","1","0","80 - 84","12323"
"r_1","2019","num","BG31","1","1","80 - 84","4294"
"r_1","2019","num","BG31","1","2","80 - 84","8029"
"r_1","2019","num","BG31","2","0","80 - 84","13150"
"r_1","2019","num","BG31","2","1","80 - 84","4791"
"r_1","2019","num","BG31","2","2","80 - 84","8359"
"r_1","2019","num","BG31","0","0","85 - 89","14351"
"r_1","2019","num","BG31","0","1","85 - 89","4966"
"r_1","2019","num","BG31","0","2","85 - 89","9385"
"r_1","2019","num","BG31","1","0","85 - 89","6819"
"r_1","2019","num","BG31","1","1","85 - 89","2283"
"r_1","2019","num","BG31","1","2","85 - 89","4536"
"r_1","2019","num","BG31","2","0","85 - 89","7532"
"r_1","2019","num","BG31","2","1","85 - 89","2683"
"r_1","2019","num","BG31","2","2","85 - 89","4849"
"r_1","2019","num","BG31","0","0","90 - 94","4110"
"r_1","2019","num","BG31","0","1","90 - 94","1293"
"r_1","2019","num","BG31","0","2","90 - 94","2817"
"r_1","2019","num","BG31","1","0","90 - 94","1978"
"r_1","2019","num","BG31","1","1","90 - 94","617"
"r_1","2019","num","BG31","1","2","90 - 94","1361"
"r_1","2019","num","BG31","2","0","90 - 94","2132"
"r_1","2019","num","BG31","2","1","90 - 94","676"
"r_1","2019","num","BG31","2","2","90 - 94","1456"
"r_1","2019","num","BG31","0","0","95 - 99","615"
"r_1","2019","num","BG31","0","1","95 - 99","172"
"r_1","2019","num","BG31","0","2","95 - 99","443"
"r_1","2019","num","BG31","1","0","95 - 99","279"
"r_1","2019","num","BG31","1","1","95 - 99","74"
"r_1","2019","num","BG31","1","2","95 - 99","205"
"r_1","2019","num","BG31","2","0","95 - 99","336"
"r_1","2019","num","BG31","2","1","95 - 99","98"
"r_1","2019","num","BG31","2","2","95 - 99","238"
"r_1","2019","num","BG31","0","0","100+","29"
"r_1","2019","num","BG31","0","1","100+","9"
"r_1","2019","num","BG31","0","2","100+","20"
"r_1","2019","num","BG31","1","0","100+","17"
"r_1","2019","num","BG31","1","1","100+","4"
"r_1","2019","num","BG31","1","2","100+","13"
"r_1","2019","num","BG31","2","0","100+","12"
"r_1","2019","num","BG31","2","1","100+","5"
"r_1","2019","num","BG31","2","2","100+","7"
"r_1","2019","num","BG32","0","0","Total","773450"
"r_1","2019","num","BG32","0","1","Total","375475"
"r_1","2019","num","BG32","0","2","Total","397975"
"r_1","2019","num","BG32","1","0","Total","520262"
"r_1","2019","num","BG32","1","1","Total","250490"
"r_1","2019","num","BG32","1","2","Total","269772"
"r_1","2019","num","BG32","2","0","Total","253188"
"r_1","2019","num","BG32","2","1","Total","124985"
"r_1","2019","num","BG32","2","2","Total","128203"
"r_1","2019","num","BG32","0","0","0","5717"
"r_1","2019","num","BG32","0","1","0","2967"
"r_1","2019","num","BG32","0","2","0","2750"
"r_1","2019","num","BG32","1","0","0","3803"
"r_1","2019","num","BG32","1","1","0","1942"
"r_1","2019","num","BG32","1","2","0","1861"
"r_1","2019","num","BG32","2","0","0","1914"
"r_1","2019","num","BG32","2","1","0","1025"
"r_1","2019","num","BG32","2","2","0","889"
"r_1","2019","num","BG32","0","0","1 - 4","25403"
"r_1","2019","num","BG32","0","1","1 - 4","13134"
"r_1","2019","num","BG32","0","2","1 - 4","12269"
"r_1","2019","num","BG32","1","0","1 - 4","17264"
"r_1","2019","num","BG32","1","1","1 - 4","8890"
"r_1","2019","num","BG32","1","2","1 - 4","8374"
"r_1","2019","num","BG32","2","0","1 - 4","8139"
"r_1","2019","num","BG32","2","1","1 - 4","4244"
"r_1","2019","num","BG32","2","2","1 - 4","3895"
"r_1","2019","num","BG32","0","0","5 - 9","33911"
"r_1","2019","num","BG32","0","1","5 - 9","17448"
"r_1","2019","num","BG32","0","2","5 - 9","16463"
"r_1","2019","num","BG32","1","0","5 - 9","23245"
"r_1","2019","num","BG32","1","1","5 - 9","11967"
"r_1","2019","num","BG32","1","2","5 - 9","11278"
"r_1","2019","num","BG32","2","0","5 - 9","10666"
"r_1","2019","num","BG32","2","1","5 - 9","5481"
"r_1","2019","num","BG32","2","2","5 - 9","5185"
"r_1","2019","num","BG32","0","0","10 - 14","34615"
"r_1","2019","num","BG32","0","1","10 - 14","17773"
"r_1","2019","num","BG32","0","2","10 - 14","16842"
"r_1","2019","num","BG32","1","0","10 - 14","23518"
"r_1","2019","num","BG32","1","1","10 - 14","12098"
"r_1","2019","num","BG32","1","2","10 - 14","11420"
"r_1","2019","num","BG32","2","0","10 - 14","11097"
"r_1","2019","num","BG32","2","1","10 - 14","5675"
"r_1","2019","num","BG32","2","2","10 - 14","5422"
"r_1","2019","num","BG32","0","0","15 - 19","33654"
"r_1","2019","num","BG32","0","1","15 - 19","17413"
"r_1","2019","num","BG32","0","2","15 - 19","16241"
"r_1","2019","num","BG32","1","0","15 - 19","21892"
"r_1","2019","num","BG32","1","1","15 - 19","11374"
"r_1","2019","num","BG32","1","2","15 - 19","10518"
"r_1","2019","num","BG32","2","0","15 - 19","11762"
"r_1","2019","num","BG32","2","1","15 - 19","6039"
"r_1","2019","num","BG32","2","2","15 - 19","5723"
"r_1","2019","num","BG32","0","0","20 - 24","32553"
"r_1","2019","num","BG32","0","1","20 - 24","16799"
"r_1","2019","num","BG32","0","2","20 - 24","15754"
"r_1","2019","num","BG32","1","0","20 - 24","22056"
"r_1","2019","num","BG32","1","1","20 - 24","11261"
"r_1","2019","num","BG32","1","2","20 - 24","10795"
"r_1","2019","num","BG32","2","0","20 - 24","10497"
"r_1","2019","num","BG32","2","1","20 - 24","5538"
"r_1","2019","num","BG32","2","2","20 - 24","4959"
"r_1","2019","num","BG32","0","0","25 - 29","43465"
"r_1","2019","num","BG32","0","1","25 - 29","22942"
"r_1","2019","num","BG32","0","2","25 - 29","20523"
"r_1","2019","num","BG32","1","0","25 - 29","31096"
"r_1","2019","num","BG32","1","1","25 - 29","16248"
"r_1","2019","num","BG32","1","2","25 - 29","14848"
"r_1","2019","num","BG32","2","0","25 - 29","12369"
"r_1","2019","num","BG32","2","1","25 - 29","6694"
"r_1","2019","num","BG32","2","2","25 - 29","5675"
"r_1","2019","num","BG32","0","0","30 - 34","48914"
"r_1","2019","num","BG32","0","1","30 - 34","25817"
"r_1","2019","num","BG32","0","2","30 - 34","23097"
"r_1","2019","num","BG32","1","0","30 - 34","35537"
"r_1","2019","num","BG32","1","1","30 - 34","18489"
"r_1","2019","num","BG32","1","2","30 - 34","17048"
"r_1","2019","num","BG32","2","0","30 - 34","13377"
"r_1","2019","num","BG32","2","1","30 - 34","7328"
"r_1","2019","num","BG32","2","2","30 - 34","6049"
"r_1","2019","num","BG32","0","0","35 - 39","47403"
"r_1","2019","num","BG32","0","1","35 - 39","24883"
"r_1","2019","num","BG32","0","2","35 - 39","22520"
"r_1","2019","num","BG32","1","0","35 - 39","33429"
"r_1","2019","num","BG32","1","1","35 - 39","17245"
"r_1","2019","num","BG32","1","2","35 - 39","16184"
"r_1","2019","num","BG32","2","0","35 - 39","13974"
"r_1","2019","num","BG32","2","1","35 - 39","7638"
"r_1","2019","num","BG32","2","2","35 - 39","6336"
"r_1","2019","num","BG32","0","0","40 - 44","54709"
"r_1","2019","num","BG32","0","1","40 - 44","28207"
"r_1","2019","num","BG32","0","2","40 - 44","26502"
"r_1","2019","num","BG32","1","0","40 - 44","38686"
"r_1","2019","num","BG32","1","1","40 - 44","19663"
"r_1","2019","num","BG32","1","2","40 - 44","19023"
"r_1","2019","num","BG32","2","0","40 - 44","16023"
"r_1","2019","num","BG32","2","1","40 - 44","8544"
"r_1","2019","num","BG32","2","2","40 - 44","7479"
"r_1","2019","num","BG32","0","0","45 - 49","57360"
"r_1","2019","num","BG32","0","1","45 - 49","29591"
"r_1","2019","num","BG32","0","2","45 - 49","27769"
"r_1","2019","num","BG32","1","0","45 - 49","40107"
"r_1","2019","num","BG32","1","1","45 - 49","20280"
"r_1","2019","num","BG32","1","2","45 - 49","19827"
"r_1","2019","num","BG32","2","0","45 - 49","17253"
"r_1","2019","num","BG32","2","1","45 - 49","9311"
"r_1","2019","num","BG32","2","2","45 - 49","7942"
"r_1","2019","num","BG32","0","0","50 - 54","55175"
"r_1","2019","num","BG32","0","1","50 - 54","27886"
"r_1","2019","num","BG32","0","2","50 - 54","27289"
"r_1","2019","num","BG32","1","0","50 - 54","37702"
"r_1","2019","num","BG32","1","1","50 - 54","18647"
"r_1","2019","num","BG32","1","2","50 - 54","19055"
"r_1","2019","num","BG32","2","0","50 - 54","17473"
"r_1","2019","num","BG32","2","1","50 - 54","9239"
"r_1","2019","num","BG32","2","2","50 - 54","8234"
"r_1","2019","num","BG32","0","0","55 - 59","55808"
"r_1","2019","num","BG32","0","1","55 - 59","27723"
"r_1","2019","num","BG32","0","2","55 - 59","28085"
"r_1","2019","num","BG32","1","0","55 - 59","37730"
"r_1","2019","num","BG32","1","1","55 - 59","18185"
"r_1","2019","num","BG32","1","2","55 - 59","19545"
"r_1","2019","num","BG32","2","0","55 - 59","18078"
"r_1","2019","num","BG32","2","1","55 - 59","9538"
"r_1","2019","num","BG32","2","2","55 - 59","8540"
"r_1","2019","num","BG32","0","0","60 - 64","56164"
"r_1","2019","num","BG32","0","1","60 - 64","26776"
"r_1","2019","num","BG32","0","2","60 - 64","29388"
"r_1","2019","num","BG32","1","0","60 - 64","37583"
"r_1","2019","num","BG32","1","1","60 - 64","17453"
"r_1","2019","num","BG32","1","2","60 - 64","20130"
"r_1","2019","num","BG32","2","0","60 - 64","18581"
"r_1","2019","num","BG32","2","1","60 - 64","9323"
"r_1","2019","num","BG32","2","2","60 - 64","9258"
"r_1","2019","num","BG32","0","0","65 - 69","56706"
"r_1","2019","num","BG32","0","1","65 - 69","25356"
"r_1","2019","num","BG32","0","2","65 - 69","31350"
"r_1","2019","num","BG32","1","0","65 - 69","36990"
"r_1","2019","num","BG32","1","1","65 - 69","16267"
"r_1","2019","num","BG32","1","2","65 - 69","20723"
"r_1","2019","num","BG32","2","0","65 - 69","19716"
"r_1","2019","num","BG32","2","1","65 - 69","9089"
"r_1","2019","num","BG32","2","2","65 - 69","10627"
"r_1","2019","num","BG32","0","0","70 - 74","54404"
"r_1","2019","num","BG32","0","1","70 - 74","22424"
"r_1","2019","num","BG32","0","2","70 - 74","31980"
"r_1","2019","num","BG32","1","0","70 - 74","33958"
"r_1","2019","num","BG32","1","1","70 - 74","13877"
"r_1","2019","num","BG32","1","2","70 - 74","20081"
"r_1","2019","num","BG32","2","0","70 - 74","20446"
"r_1","2019","num","BG32","2","1","70 - 74","8547"
"r_1","2019","num","BG32","2","2","70 - 74","11899"
"r_1","2019","num","BG32","0","0","75 - 79","37900"
"r_1","2019","num","BG32","0","1","75 - 79","14613"
"r_1","2019","num","BG32","0","2","75 - 79","23287"
"r_1","2019","num","BG32","1","0","75 - 79","22286"
"r_1","2019","num","BG32","1","1","75 - 79","8653"
"r_1","2019","num","BG32","1","2","75 - 79","13633"
"r_1","2019","num","BG32","2","0","75 - 79","15614"
"r_1","2019","num","BG32","2","1","75 - 79","5960"
"r_1","2019","num","BG32","2","2","75 - 79","9654"
"r_1","2019","num","BG32","0","0","80 - 84","23070"
"r_1","2019","num","BG32","0","1","80 - 84","8191"
"r_1","2019","num","BG32","0","2","80 - 84","14879"
"r_1","2019","num","BG32","1","0","80 - 84","13605"
"r_1","2019","num","BG32","1","1","80 - 84","4771"
"r_1","2019","num","BG32","1","2","80 - 84","8834"
"r_1","2019","num","BG32","2","0","80 - 84","9465"
"r_1","2019","num","BG32","2","1","80 - 84","3420"
"r_1","2019","num","BG32","2","2","80 - 84","6045"
"r_1","2019","num","BG32","0","0","85 - 89","12750"
"r_1","2019","num","BG32","0","1","85 - 89","4348"
"r_1","2019","num","BG32","0","2","85 - 89","8402"
"r_1","2019","num","BG32","1","0","85 - 89","7491"
"r_1","2019","num","BG32","1","1","85 - 89","2465"
"r_1","2019","num","BG32","1","2","85 - 89","5026"
"r_1","2019","num","BG32","2","0","85 - 89","5259"
"r_1","2019","num","BG32","2","1","85 - 89","1883"
"r_1","2019","num","BG32","2","2","85 - 89","3376"
"r_1","2019","num","BG32","0","0","90 - 94","3211"
"r_1","2019","num","BG32","0","1","90 - 94","1032"
"r_1","2019","num","BG32","0","2","90 - 94","2179"
"r_1","2019","num","BG32","1","0","90 - 94","1960"
"r_1","2019","num","BG32","1","1","90 - 94","630"
"r_1","2019","num","BG32","1","2","90 - 94","1330"
"r_1","2019","num","BG32","2","0","90 - 94","1251"
"r_1","2019","num","BG32","2","1","90 - 94","402"
"r_1","2019","num","BG32","2","2","90 - 94","849"
"r_1","2019","num","BG32","0","0","95 - 99","534"
"r_1","2019","num","BG32","0","1","95 - 99","144"
"r_1","2019","num","BG32","0","2","95 - 99","390"
"r_1","2019","num","BG32","1","0","95 - 99","308"
"r_1","2019","num","BG32","1","1","95 - 99","79"
"r_1","2019","num","BG32","1","2","95 - 99","229"
"r_1","2019","num","BG32","2","0","95 - 99","226"
"r_1","2019","num","BG32","2","1","95 - 99","65"
"r_1","2019","num","BG32","2","2","95 - 99","161"
"r_1","2019","num","BG32","0","0","100+","24"
"r_1","2019","num","BG32","0","1","100+","8"
"r_1","2019","num","BG32","0","2","100+","16"
"r_1","2019","num","BG32","1","0","100+","16"
"r_1","2019","num","BG32","1","1","100+","6"
"r_1","2019","num","BG32","1","2","100+","10"
"r_1","2019","num","BG32","2","0","100+","8"
"r_1","2019","num","BG32","2","1","100+","2"
"r_1","2019","num","BG32","2","2","100+","6"
"r_1","2019","num","BG33","0","0","Total","924870"
"r_1","2019","num","BG33","0","1","Total","450176"
"r_1","2019","num","BG33","0","2","Total","474694"
"r_1","2019","num","BG33","1","0","Total","678815"
"r_1","2019","num","BG33","1","1","Total","327097"
"r_1","2019","num","BG33","1","2","Total","351718"
"r_1","2019","num","BG33","2","0","Total","246055"
"r_1","2019","num","BG33","2","1","Total","123079"
"r_1","2019","num","BG33","2","2","Total","122976"
"r_1","2019","num","BG33","0","0","0","7945"
"r_1","2019","num","BG33","0","1","0","4079"
"r_1","2019","num","BG33","0","2","0","3866"
"r_1","2019","num","BG33","1","0","0","5855"
"r_1","2019","num","BG33","1","1","0","3037"
"r_1","2019","num","BG33","1","2","0","2818"
"r_1","2019","num","BG33","2","0","0","2090"
"r_1","2019","num","BG33","2","1","0","1042"
"r_1","2019","num","BG33","2","2","0","1048"
"r_1","2019","num","BG33","0","0","1 - 4","33772"
"r_1","2019","num","BG33","0","1","1 - 4","17367"
"r_1","2019","num","BG33","0","2","1 - 4","16405"
"r_1","2019","num","BG33","1","0","1 - 4","25346"
"r_1","2019","num","BG33","1","1","1 - 4","13099"
"r_1","2019","num","BG33","1","2","1 - 4","12247"
"r_1","2019","num","BG33","2","0","1 - 4","8426"
"r_1","2019","num","BG33","2","1","1 - 4","4268"
"r_1","2019","num","BG33","2","2","1 - 4","4158"
"r_1","2019","num","BG33","0","0","5 - 9","46143"
"r_1","2019","num","BG33","0","1","5 - 9","23774"
"r_1","2019","num","BG33","0","2","5 - 9","22369"
"r_1","2019","num","BG33","1","0","5 - 9","34466"
"r_1","2019","num","BG33","1","1","5 - 9","17757"
"r_1","2019","num","BG33","1","2","5 - 9","16709"
"r_1","2019","num","BG33","2","0","5 - 9","11677"
"r_1","2019","num","BG33","2","1","5 - 9","6017"
"r_1","2019","num","BG33","2","2","5 - 9","5660"
"r_1","2019","num","BG33","0","0","10 - 14","48176"
"r_1","2019","num","BG33","0","1","10 - 14","24757"
"r_1","2019","num","BG33","0","2","10 - 14","23419"
"r_1","2019","num","BG33","1","0","10 - 14","35379"
"r_1","2019","num","BG33","1","1","10 - 14","18127"
"r_1","2019","num","BG33","1","2","10 - 14","17252"
"r_1","2019","num","BG33","2","0","10 - 14","12797"
"r_1","2019","num","BG33","2","1","10 - 14","6630"
"r_1","2019","num","BG33","2","2","10 - 14","6167"
"r_1","2019","num","BG33","0","0","15 - 19","43550"
"r_1","2019","num","BG33","0","1","15 - 19","22443"
"r_1","2019","num","BG33","0","2","15 - 19","21107"
"r_1","2019","num","BG33","1","0","15 - 19","30557"
"r_1","2019","num","BG33","1","1","15 - 19","15806"
"r_1","2019","num","BG33","1","2","15 - 19","14751"
"r_1","2019","num","BG33","2","0","15 - 19","12993"
"r_1","2019","num","BG33","2","1","15 - 19","6637"
"r_1","2019","num","BG33","2","2","15 - 19","6356"
"r_1","2019","num","BG33","0","0","20 - 24","40440"
"r_1","2019","num","BG33","0","1","20 - 24","21048"
"r_1","2019","num","BG33","0","2","20 - 24","19392"
"r_1","2019","num","BG33","1","0","20 - 24","29032"
"r_1","2019","num","BG33","1","1","20 - 24","15151"
"r_1","2019","num","BG33","1","2","20 - 24","13881"
"r_1","2019","num","BG33","2","0","20 - 24","11408"
"r_1","2019","num","BG33","2","1","20 - 24","5897"
"r_1","2019","num","BG33","2","2","20 - 24","5511"
"r_1","2019","num","BG33","0","0","25 - 29","52250"
"r_1","2019","num","BG33","0","1","25 - 29","26940"
"r_1","2019","num","BG33","0","2","25 - 29","25310"
"r_1","2019","num","BG33","1","0","25 - 29","38453"
"r_1","2019","num","BG33","1","1","25 - 29","19518"
"r_1","2019","num","BG33","1","2","25 - 29","18935"
"r_1","2019","num","BG33","2","0","25 - 29","13797"
"r_1","2019","num","BG33","2","1","25 - 29","7422"
"r_1","2019","num","BG33","2","2","25 - 29","6375"
"r_1","2019","num","BG33","0","0","30 - 34","63288"
"r_1","2019","num","BG33","0","1","30 - 34","32172"
"r_1","2019","num","BG33","0","2","30 - 34","31116"
"r_1","2019","num","BG33","1","0","30 - 34","49076"
"r_1","2019","num","BG33","1","1","30 - 34","24390"
"r_1","2019","num","BG33","1","2","30 - 34","24686"
"r_1","2019","num","BG33","2","0","30 - 34","14212"
"r_1","2019","num","BG33","2","1","30 - 34","7782"
"r_1","2019","num","BG33","2","2","30 - 34","6430"
"r_1","2019","num","BG33","0","0","35 - 39","64784"
"r_1","2019","num","BG33","0","1","35 - 39","33274"
"r_1","2019","num","BG33","0","2","35 - 39","31510"
"r_1","2019","num","BG33","1","0","35 - 39","50379"
"r_1","2019","num","BG33","1","1","35 - 39","25521"
"r_1","2019","num","BG33","1","2","35 - 39","24858"
"r_1","2019","num","BG33","2","0","35 - 39","14405"
"r_1","2019","num","BG33","2","1","35 - 39","7753"
"r_1","2019","num","BG33","2","2","35 - 39","6652"
"r_1","2019","num","BG33","0","0","40 - 44","73162"
"r_1","2019","num","BG33","0","1","40 - 44","37530"
"r_1","2019","num","BG33","0","2","40 - 44","35632"
"r_1","2019","num","BG33","1","0","40 - 44","56824"
"r_1","2019","num","BG33","1","1","40 - 44","28777"
"r_1","2019","num","BG33","1","2","40 - 44","28047"
"r_1","2019","num","BG33","2","0","40 - 44","16338"
"r_1","2019","num","BG33","2","1","40 - 44","8753"
"r_1","2019","num","BG33","2","2","40 - 44","7585"
"r_1","2019","num","BG33","0","0","45 - 49","72544"
"r_1","2019","num","BG33","0","1","45 - 49","37131"
"r_1","2019","num","BG33","0","2","45 - 49","35413"
"r_1","2019","num","BG33","1","0","45 - 49","55182"
"r_1","2019","num","BG33","1","1","45 - 49","27787"
"r_1","2019","num","BG33","1","2","45 - 49","27395"
"r_1","2019","num","BG33","2","0","45 - 49","17362"
"r_1","2019","num","BG33","2","1","45 - 49","9344"
"r_1","2019","num","BG33","2","2","45 - 49","8018"
"r_1","2019","num","BG33","0","0","50 - 54","64171"
"r_1","2019","num","BG33","0","1","50 - 54","32739"
"r_1","2019","num","BG33","0","2","50 - 54","31432"
"r_1","2019","num","BG33","1","0","50 - 54","47575"
"r_1","2019","num","BG33","1","1","50 - 54","23864"
"r_1","2019","num","BG33","1","2","50 - 54","23711"
"r_1","2019","num","BG33","2","0","50 - 54","16596"
"r_1","2019","num","BG33","2","1","50 - 54","8875"
"r_1","2019","num","BG33","2","2","50 - 54","7721"
"r_1","2019","num","BG33","0","0","55 - 59","62466"
"r_1","2019","num","BG33","0","1","55 - 59","30854"
"r_1","2019","num","BG33","0","2","55 - 59","31612"
"r_1","2019","num","BG33","1","0","55 - 59","45366"
"r_1","2019","num","BG33","1","1","55 - 59","21852"
"r_1","2019","num","BG33","1","2","55 - 59","23514"
"r_1","2019","num","BG33","2","0","55 - 59","17100"
"r_1","2019","num","BG33","2","1","55 - 59","9002"
"r_1","2019","num","BG33","2","2","55 - 59","8098"
"r_1","2019","num","BG33","0","0","60 - 64","61414"
"r_1","2019","num","BG33","0","1","60 - 64","28905"
"r_1","2019","num","BG33","0","2","60 - 64","32509"
"r_1","2019","num","BG33","1","0","60 - 64","44274"
"r_1","2019","num","BG33","1","1","60 - 64","20384"
"r_1","2019","num","BG33","1","2","60 - 64","23890"
"r_1","2019","num","BG33","2","0","60 - 64","17140"
"r_1","2019","num","BG33","2","1","60 - 64","8521"
"r_1","2019","num","BG33","2","2","60 - 64","8619"
"r_1","2019","num","BG33","0","0","65 - 69","61495"
"r_1","2019","num","BG33","0","1","65 - 69","27189"
"r_1","2019","num","BG33","0","2","65 - 69","34306"
"r_1","2019","num","BG33","1","0","65 - 69","43027"
"r_1","2019","num","BG33","1","1","65 - 69","18689"
"r_1","2019","num","BG33","1","2","65 - 69","24338"
"r_1","2019","num","BG33","2","0","65 - 69","18468"
"r_1","2019","num","BG33","2","1","65 - 69","8500"
"r_1","2019","num","BG33","2","2","65 - 69","9968"
"r_1","2019","num","BG33","0","0","70 - 74","54043"
"r_1","2019","num","BG33","0","1","70 - 74","22312"
"r_1","2019","num","BG33","0","2","70 - 74","31731"
"r_1","2019","num","BG33","1","0","70 - 74","37247"
"r_1","2019","num","BG33","1","1","70 - 74","15127"
"r_1","2019","num","BG33","1","2","70 - 74","22120"
"r_1","2019","num","BG33","2","0","70 - 74","16796"
"r_1","2019","num","BG33","2","1","70 - 74","7185"
