RevisionColumn,Units,periods,Indicators,ValueColumn
"r_4","1000BGN","2022","3.1.2.1.3.2","1524639"
"r_5","1000BGN","2023","3.1.2.1.3.1.0",""
"r_5","1000BGN","2023","3.1.2.1.3.1.1","33"
"r_5","1000BGN","2023","3.1.2.1.3.1.2","616973"
"r_5","1000BGN","2023","3.1.2.1.3.1.2.1","15817"
"r_5","1000BGN","2023","3.1.2.1.3.1.2.2","436363"
"r_5","1000BGN","2023","3.1.2.1.3.1.2.3","164432"
"r_5","1000BGN","2023","3.1.2.1.3.1.2.4","361"
"r_5","1000BGN","2023","3.1.2.1.3.1.3","984800"
"r_5","1000BGN","2023","3.1.2.1.3.1.3.1","51136"
"r_5","1000BGN","2023","3.1.2.1.3.1.3.2","210945"
"r_5","1000BGN","2023","3.1.2.1.3.1.3.3","20430"
"r_5","1000BGN","2023","3.1.2.1.3.1.3.4","702289"
"r_5","1000BGN","2023","3.1.2.1.3.1.4","39814"
"r_5","1000BGN","2023","3.1.2.1.3.1","1641620"
"r_5","1000BGN","2023","3.1.2.1.3.2.1","879306"
"r_5","1000BGN","2023","3.1.2.1.3.2.2","23443"
"r_5","1000BGN","2023","3.1.2.1.3.2.3","348029"
"r_5","1000BGN","2023","3.1.2.1.3.2.4","390842"
"r_5","1000BGN","2023","3.1.2.1.3.2","1641620"
"r_6","1000BGN","2024","3.1.2.1.3.1.0",""
"r_6","1000BGN","2024","3.1.2.1.3.1.1","47"
"r_6","1000BGN","2024","3.1.2.1.3.1.2","760408"
"r_6","1000BGN","2024","3.1.2.1.3.1.2.1","17738"
"r_6","1000BGN","2024","3.1.2.1.3.1.2.2","457197"
"r_6","1000BGN","2024","3.1.2.1.3.1.2.3","285051"
"r_6","1000BGN","2024","3.1.2.1.3.1.2.4","422"
"r_6","1000BGN","2024","3.1.2.1.3.1.3","1078689"
"r_6","1000BGN","2024","3.1.2.1.3.1.3.1","37159"
"r_6","1000BGN","2024","3.1.2.1.3.1.3.2","246778"
"r_6","1000BGN","2024","3.1.2.1.3.1.3.3","21013"
"r_6","1000BGN","2024","3.1.2.1.3.1.3.4","773739"
"r_6","1000BGN","2024","3.1.2.1.3.1.4","44001"
"r_6","1000BGN","2024","3.1.2.1.3.1","1883145"
"r_6","1000BGN","2024","3.1.2.1.3.2.1","1078960"
"r_6","1000BGN","2024","3.1.2.1.3.2.2","20709"
"r_6","1000BGN","2024","3.1.2.1.3.2.3","343260"
"r_6","1000BGN","2024","3.1.2.1.3.2.4","440216"
"r_6","1000BGN","2024","3.1.2.1.3.2","1883145"
