RevisionColumn,Units,periods,Indicators,ValueColumn
"r_2","1000BGN","2005","3.1.2.5.3.2.3.1","64855"
"r_2","1000BGN","2006","3.1.2.5.3.2.3.1","34778"
"r_2","1000BGN","2007","3.1.2.5.3.2.3.1","72563"
"r_2","1000BGN","2008","3.1.2.5.3.2.3.1","133024"
"r_2","1000BGN","2009","3.1.2.5.3.2.3.1","156017"
"r_2","1000BGN","2010","3.1.2.5.3.2.3.1","268873"
"r_2","1000BGN","2011","3.1.2.5.3.2.3.1","383835"
"r_2","1000BGN","2012","3.1.2.5.3.2.3.1","395949"
"r_2","1000BGN","2013","3.1.2.5.3.2.3.1","385496"
"r_2","1000BGN","2014","3.1.2.5.3.2.3.1","313992"
"r_2","1000BGN","2015","3.1.2.5.3.2.3.1","265580"
"r_2","1000BGN","2016","3.1.2.5.3.2.3.1","292363"
"r_2","1000BGN","2017","3.1.2.5.3.2.3.1","274786"
"r_2","1000BGN","2018","3.1.2.5.3.2.3.1","260719"
"r_2","1000BGN","2019","3.1.2.5.3.2.3.1","269490"
"r_2","1000BGN","2020","3.1.2.5.3.2.3.1","303616"
"r_2","1000BGN","2005","3.1.2.5.3.2.3.2","692146"
"r_2","1000BGN","2006","3.1.2.5.3.2.3.2","2362262"
"r_2","1000BGN","2007","3.1.2.5.3.2.3.2","5249815"
"r_2","1000BGN","2008","3.1.2.5.3.2.3.2","2259493"
"r_2","1000BGN","2009","3.1.2.5.3.2.3.2","4072580"
"r_2","1000BGN","2010","3.1.2.5.3.2.3.2","4643219"
"r_2","1000BGN","2011","3.1.2.5.3.2.3.2","6477009"
"r_2","1000BGN","2012","3.1.2.5.3.2.3.2","7329454"
"r_2","1000BGN","2013","3.1.2.5.3.2.3.2","4438635"
"r_2","1000BGN","2014","3.1.2.5.3.2.3.2","4852192"
"r_2","1000BGN","2015","3.1.2.5.3.2.3.2","4383344"
"r_2","1000BGN","2016","3.1.2.5.3.2.3.2","6823983"
"r_2","1000BGN","2017","3.1.2.5.3.2.3.2","6084339"
"r_2","1000BGN","2018","3.1.2.5.3.2.3.2","5640652"
"r_2","1000BGN","2019","3.1.2.5.3.2.3.2","5367400"
"r_2","1000BGN","2020","3.1.2.5.3.2.3.2","5544467"
"r_2","1000BGN","2005","3.1.2.5.3.2.4","-"
"r_2","1000BGN","2006","3.1.2.5.3.2.4","1353"
"r_2","1000BGN","2007","3.1.2.5.3.2.4","1849"
"r_2","1000BGN","2008","3.1.2.5.3.2.4","45"
"r_2","1000BGN","2009","3.1.2.5.3.2.4","1694"
"r_2","1000BGN","2010","3.1.2.5.3.2.4","2399"
"r_2","1000BGN","2011","3.1.2.5.3.2.4","2948"
"r_2","1000BGN","2012","3.1.2.5.3.2.4","3497"
"r_2","1000BGN","2013","3.1.2.5.3.2.4",".."
"r_2","1000BGN","2014","3.1.2.5.3.2.4","6980"
"r_2","1000BGN","2015","3.1.2.5.3.2.4","8065"
