RevisionColumn,EKATTE,Units,Edu_schYear,ValueColumn
"r_1","MON26","num","2013/2014","130"
"r_1","MON26","num","2014/2015","122"
"r_1","MON29","num","2000/2001","1661"
"r_1","MON29","num","2001/2002","1666"
"r_1","MON29","num","2002/2003","1594"
"r_1","MON29","num","2003/2004","1619"
"r_1","MON29","num","2004/2005","1608"
"r_1","MON29","num","2005/2006","1548"
"r_1","MON29","num","2006/2007","1606"
"r_1","MON29","num","2007/2008","1572"
"r_1","MON29","num","2008/2009","1655"
"r_1","MON29","num","2009/2010","1593"
"r_1","MON29","num","2010/2011","1795"
"r_1","MON29","num","2011/2012","1752"
"r_1","MON29","num","2012/2013","1752"
"r_1","MON29","num","2013/2014","1782"
"r_1","MON29","num","2014/2015","1773"
"r_1","MON36","num","2000/2001","113"
"r_1","MON36","num","2001/2002","113"
"r_1","MON36","num","2002/2003","95"
"r_1","MON36","num","2003/2004","88"
"r_1","MON36","num","2004/2005","98"
"r_1","MON36","num","2005/2006","85"
"r_1","MON36","num","2006/2007","82"
"r_1","MON36","num","2007/2008","96"
"r_1","MON36","num","2008/2009","89"
"r_1","MON36","num","2009/2010","59"
"r_1","MON36","num","2010/2011","47"
"r_1","MON36","num","2011/2012","47"
"r_1","MON36","num","2012/2013","60"
"r_1","MON36","num","2013/2014","56"
"r_1","MON36","num","2014/2015","48"
"r_1","MON38","num","2000/2001","101"
"r_1","MON38","num","2001/2002","93"
"r_1","MON38","num","2002/2003","112"
"r_1","MON38","num","2003/2004","117"
"r_1","MON38","num","2004/2005","156"
"r_1","MON38","num","2005/2006","127"
"r_1","MON38","num","2006/2007","125"
"r_1","MON38","num","2007/2008","145"
"r_1","MON38","num","2008/2009","116"
"r_1","MON38","num","2009/2010","146"
"r_1","MON38","num","2010/2011","147"
"r_1","MON38","num","2011/2012","130"
"r_1","MON38","num","2012/2013","133"
"r_1","MON38","num","2013/2014","145"
"r_1","MON38","num","2014/2015","145"
"r_1","PVN","num","2000/2001","7828"
"r_1","PVN","num","2001/2002","7994"
"r_1","PVN","num","2002/2003","7859"
"r_1","PVN","num","2003/2004","7567"
"r_1","PVN","num","2004/2005","7636"
"r_1","PVN","num","2005/2006","7580"
"r_1","PVN","num","2006/2007","7495"
"r_1","PVN","num","2007/2008","7370"
"r_1","PVN","num","2008/2009","7466"
"r_1","PVN","num","2009/2010","7712"
"r_1","PVN","num","2010/2011","7755"
"r_1","PVN","num","2011/2012","7915"
"r_1","PVN","num","2012/2013","7992"
"r_1","PVN","num","2013/2014","8056"
"r_1","PVN","num","2014/2015","7994"
"r_1","PVN03","num","2000/2001","331"
"r_1","PVN03","num","2001/2002","325"
"r_1","PVN03","num","2002/2003","301"
"r_1","PVN03","num","2003/2004","310"
"r_1","PVN03","num","2004/2005","299"
"r_1","PVN03","num","2005/2006","306"
"r_1","PVN03","num","2006/2007","294"
"r_1","PVN03","num","2007/2008","302"
"r_1","PVN03","num","2008/2009","289"
"r_1","PVN03","num","2009/2010","299"
"r_1","PVN03","num","2010/2011","286"
"r_1","PVN03","num","2011/2012","304"
"r_1","PVN03","num","2012/2013","275"
"r_1","PVN03","num","2013/2014","265"
"r_1","PVN03","num","2014/2015","250"
"r_1","PVN08","num","2000/2001","417"
"r_1","PVN08","num","2001/2002","392"
"r_1","PVN08","num","2002/2003","401"
"r_1","PVN08","num","2003/2004","366"
"r_1","PVN08","num","2004/2005","359"
"r_1","PVN08","num","2005/2006","296"
"r_1","PVN08","num","2006/2007","291"
"r_1","PVN08","num","2007/2008","268"
"r_1","PVN08","num","2008/2009","266"
"r_1","PVN08","num","2009/2010","289"
"r_1","PVN08","num","2010/2011","283"
"r_1","PVN08","num","2011/2012","255"
"r_1","PVN08","num","2012/2013","266"
"r_1","PVN08","num","2013/2014","284"
"r_1","PVN08","num","2014/2015","272"
"r_1","PVN10","num","2000/2001","612"
"r_1","PVN10","num","2001/2002","604"
"r_1","PVN10","num","2002/2003","579"
"r_1","PVN10","num","2003/2004","505"
"r_1","PVN10","num","2004/2005","541"
"r_1","PVN10","num","2005/2006","529"
"r_1","PVN10","num","2006/2007","539"
"r_1","PVN10","num","2007/2008","529"
"r_1","PVN10","num","2008/2009","495"
"r_1","PVN10","num","2009/2010","523"
"r_1","PVN10","num","2010/2011","519"
"r_1","PVN10","num","2011/2012","514"
"r_1","PVN10","num","2012/2013","519"
"r_1","PVN10","num","2013/2014","532"
"r_1","PVN10","num","2014/2015","528"
"r_1","PVN11","num","2000/2001","348"
"r_1","PVN11","num","2001/2002","327"
"r_1","PVN11","num","2002/2003","302"
"r_1","PVN11","num","2003/2004","305"
"r_1","PVN11","num","2004/2005","339"
"r_1","PVN11","num","2005/2006","333"
"r_1","PVN11","num","2006/2007","318"
"r_1","PVN11","num","2007/2008","323"
"r_1","PVN11","num","2008/2009","296"
"r_1","PVN11","num","2009/2010","311"
"r_1","PVN11","num","2010/2011","309"
"r_1","PVN11","num","2011/2012","314"
"r_1","PVN11","num","2012/2013","315"
"r_1","PVN11","num","2013/2014","316"
"r_1","PVN11","num","2014/2015","310"
"r_1","PVN23","num","2000/2001","148"
"r_1","PVN23","num","2001/2002","156"
"r_1","PVN23","num","2002/2003","174"
"r_1","PVN23","num","2003/2004","165"
"r_1","PVN23","num","2004/2005","197"
"r_1","PVN23","num","2005/2006","183"
"r_1","PVN23","num","2006/2007","163"
"r_1","PVN23","num","2007/2008","159"
"r_1","PVN23","num","2008/2009","157"
"r_1","PVN23","num","2009/2010","162"
"r_1","PVN23","num","2010/2011","161"
"r_1","PVN23","num","2011/2012","175"
"r_1","PVN23","num","2012/2013","158"
"r_1","PVN23","num","2013/2014","142"
"r_1","PVN23","num","2014/2015","173"
"r_1","PVN39","num","2000/2001","x"
"r_1","PVN39","num","2001/2002","439"
"r_1","PVN39","num","2002/2003","462"
"r_1","PVN39","num","2003/2004","444"
"r_1","PVN39","num","2004/2005","433"
"r_1","PVN39","num","2005/2006","443"
"r_1","PVN39","num","2006/2007","441"
"r_1","PVN39","num","2007/2008","451"
"r_1","PVN39","num","2008/2009","463"
"r_1","PVN39","num","2009/2010","420"
"r_1","PVN39","num","2010/2011","498"
"r_1","PVN39","num","2011/2012","432"
"r_1","PVN39","num","2012/2013","441"
"r_1","PVN39","num","2013/2014","445"
"r_1","PVN39","num","2014/2015","447"
"r_1","PVN16","num","2000/2001","595"
"r_1","PVN16","num","2001/2002","557"
"r_1","PVN16","num","2002/2003","580"
"r_1","PVN16","num","2003/2004","594"
"r_1","PVN16","num","2004/2005","551"
"r_1","PVN16","num","2005/2006","559"
"r_1","PVN16","num","2006/2007","558"
"r_1","PVN16","num","2007/2008","527"
"r_1","PVN16","num","2008/2009","534"
"r_1","PVN16","num","2009/2010","549"
"r_1","PVN16","num","2010/2011","552"
"r_1","PVN16","num","2011/2012","547"
"r_1","PVN16","num","2012/2013","543"
"r_1","PVN16","num","2013/2014","528"
"r_1","PVN16","num","2014/2015","531"
"r_1","PVN21","num","2000/2001","318"
"r_1","PVN21","num","2001/2002","298"
"r_1","PVN21","num","2002/2003","296"
"r_1","PVN21","num","2003/2004","284"
"r_1","PVN21","num","2004/2005","274"
"r_1","PVN21","num","2005/2006","282"
"r_1","PVN21","num","2006/2007","283"
"r_1","PVN21","num","2007/2008","284"
"r_1","PVN21","num","2008/2009","265"
"r_1","PVN21","num","2009/2010","263"
"r_1","PVN21","num","2010/2011","258"
"r_1","PVN21","num","2011/2012","241"
"r_1","PVN21","num","2012/2013","237"
"r_1","PVN21","num","2013/2014","233"
"r_1","PVN21","num","2014/2015","237"
"r_1","PVN24","num","2000/2001","4078"
"r_1","PVN24","num","2001/2002","3960"
"r_1","PVN24","num","2002/2003","3835"
"r_1","PVN24","num","2003/2004","3727"
"r_1","PVN24","num","2004/2005","3716"
"r_1","PVN24","num","2005/2006","3699"
"r_1","PVN24","num","2006/2007","3660"
"r_1","PVN24","num","2007/2008","3581"
"r_1","PVN24","num","2008/2009","3712"
"r_1","PVN24","num","2009/2010","3919"
"r_1","PVN24","num","2010/2011","3933"
"r_1","PVN24","num","2011/2012","4184"
"r_1","PVN24","num","2012/2013","4250"
"r_1","PVN24","num","2013/2014","4288"
"r_1","PVN24","num","2014/2015","4232"
"r_1","PVN27","num","2000/2001","162"
"r_1","PVN27","num","2001/2002","158"
"r_1","PVN27","num","2002/2003","155"
"r_1","PVN27","num","2003/2004","153"
"r_1","PVN27","num","2004/2005","165"
"r_1","PVN27","num","2005/2006","163"
"r_1","PVN27","num","2006/2007","161"
"r_1","PVN27","num","2007/2008","152"
"r_1","PVN27","num","2008/2009","170"
"r_1","PVN27","num","2009/2010","165"
"r_1","PVN27","num","2010/2011","187"
"r_1","PVN27","num","2011/2012","153"
"r_1","PVN27","num","2012/2013","152"
"r_1","PVN27","num","2013/2014","143"
"r_1","PVN27","num","2014/2015","138"
"r_1","PVN37","num","2000/2001","819"
"r_1","PVN37","num","2001/2002","778"
"r_1","PVN37","num","2002/2003","774"
"r_1","PVN37","num","2003/2004","714"
"r_1","PVN37","num","2004/2005","762"
"r_1","PVN37","num","2005/2006","787"
"r_1","PVN37","num","2006/2007","787"
"r_1","PVN37","num","2007/2008","794"
"r_1","PVN37","num","2008/2009","819"
"r_1","PVN37","num","2009/2010","812"
"r_1","PVN37","num","2010/2011","769"
"r_1","PVN37","num","2011/2012","796"
"r_1","PVN37","num","2012/2013","836"
"r_1","PVN37","num","2013/2014","880"
"r_1","PVN37","num","2014/2015","876"
"r_1","BG32","num","2000/2001","25061"
"r_1","BG32","num","2001/2002","24504"
"r_1","BG32","num","2002/2003","24948"
"r_1","BG32","num","2003/2004","24395"
"r_1","BG32","num","2004/2005","24424"
"r_1","BG32","num","2005/2006","28541"
"r_1","BG32","num","2006/2007","28191"
"r_1","BG32","num","2007/2008","28360"
"r_1","BG32","num","2008/2009","25354"
"r_1","BG32","num","2009/2010","25180"
"r_1","BG32","num","2010/2011","25223"
"r_1","BG32","num","2011/2012","25135"
"r_1","BG32","num","2012/2013","25498"
"r_1","BG32","num","2013/2014","25735"
"r_1","BG32","num","2014/2015","25375"
"r_1","VTR","num","2000/2001","6558"
"r_1","VTR","num","2001/2002","6386"
"r_1","VTR","num","2002/2003","6695"
"r_1","VTR","num","2003/2004","6785"
"r_1","VTR","num","2004/2005","6837"
"r_1","VTR","num","2005/2006","7099"
"r_1","VTR","num","2006/2007","7010"
"r_1","VTR","num","2007/2008","7089"
"r_1","VTR","num","2008/2009","7264"
"r_1","VTR","num","2009/2010","7224"
"r_1","VTR","num","2010/2011","7190"
"r_1","VTR","num","2011/2012","7220"
"r_1","VTR","num","2012/2013","7324"
"r_1","VTR","num","2013/2014","7432"
"r_1","VTR","num","2014/2015","7428"
"r_1","VTR04","num","2000/2001","1975"
"r_1","VTR04","num","2001/2002","2009"
"r_1","VTR04","num","2002/2003","2081"
"r_1","VTR04","num","2003/2004","2032"
"r_1","VTR04","num","2004/2005","2059"
"r_1","VTR04","num","2005/2006","2105"
"r_1","VTR04","num","2006/2007","2189"
"r_1","VTR04","num","2007/2008","2276"
"r_1","VTR04","num","2008/2009","2325"
"r_1","VTR04","num","2009/2010","2332"
"r_1","VTR04","num","2010/2011","2393"
"r_1","VTR04","num","2011/2012","2536"
"r_1","VTR04","num","2012/2013","2594"
"r_1","VTR04","num","2013/2014","2667"
"r_1","VTR04","num","2014/2015","2690"
"r_1","VTR06","num","2000/2001","1328"
"r_1","VTR06","num","2001/2002","1230"
"r_1","VTR06","num","2002/2003","1256"
"r_1","VTR06","num","2003/2004","1338"
"r_1","VTR06","num","2004/2005","1347"
"r_1","VTR06","num","2005/2006","1413"
"r_1","VTR06","num","2006/2007","1317"
"r_1","VTR06","num","2007/2008","1314"
"r_1","VTR06","num","2008/2009","1351"
"r_1","VTR06","num","2009/2010","1367"
"r_1","VTR06","num","2010/2011","1423"
"r_1","VTR06","num","2011/2012","1426"
"r_1","VTR06","num","2012/2013","1465"
"r_1","VTR06","num","2013/2014","1483"
"r_1","VTR06","num","2014/2015","1455"
"r_1","VTR13","num","2000/2001","200"
"r_1","VTR13","num","2001/2002","196"
"r_1","VTR13","num","2002/2003","204"
"r_1","VTR13","num","2003/2004","197"
"r_1","VTR13","num","2004/2005","211"
"r_1","VTR13","num","2005/2006","243"
"r_1","VTR13","num","2006/2007","271"
"r_1","VTR13","num","2007/2008","261"
"r_1","VTR13","num","2008/2009","274"
"r_1","VTR13","num","2009/2010","270"
"r_1","VTR13","num","2010/2011","264"
"r_1","VTR13","num","2011/2012","271"
"r_1","VTR13","num","2012/2013","282"
"r_1","VTR13","num","2013/2014","277"
"r_1","VTR13","num","2014/2015","297"
"r_1","VTR14","num","2000/2001","105"
"r_1","VTR14","num","2001/2002","102"
"r_1","VTR14","num","2002/2003","107"
"r_1","VTR14","num","2003/2004","97"
"r_1","VTR14","num","2004/2005","102"
"r_1","VTR14","num","2005/2006","133"
"r_1","VTR14","num","2006/2007","119"
"r_1","VTR14","num","2007/2008","129"
"r_1","VTR14","num","2008/2009","142"
"r_1","VTR14","num","2009/2010","158"
"r_1","VTR14","num","2010/2011","157"
"r_1","VTR14","num","2011/2012","140"
"r_1","VTR14","num","2012/2013","145"
"r_1","VTR14","num","2013/2014","151"
"r_1","VTR14","num","2014/2015","142"
"r_1","VTR20","num","2000/2001","383"
"r_1","VTR20","num","2001/2002","358"
"r_1","VTR20","num","2002/2003","404"
"r_1","VTR20","num","2003/2004","390"
"r_1","VTR20","num","2004/2005","387"
"r_1","VTR20","num","2005/2006","391"
"r_1","VTR20","num","2006/2007","391"
"r_1","VTR20","num","2007/2008","383"
"r_1","VTR20","num","2008/2009","400"
"r_1","VTR20","num","2009/2010","388"
"r_1","VTR20","num","2010/2011","403"
"r_1","VTR20","num","2011/2012","409"
"r_1","VTR20","num","2012/2013","404"
"r_1","VTR20","num","2013/2014","400"
"r_1","VTR20","num","2014/2015","396"
"r_1","VTR22","num","2000/2001","746"
"r_1","VTR22","num","2001/2002","702"
"r_1","VTR22","num","2002/2003","734"
"r_1","VTR22","num","2003/2004","743"
"r_1","VTR22","num","2004/2005","748"
"r_1","VTR22","num","2005/2006","780"
"r_1","VTR22","num","2006/2007","717"
"r_1","VTR22","num","2007/2008","714"
"r_1","VTR22","num","2008/2009","681"
"r_1","VTR22","num","2009/2010","621"
"r_1","VTR22","num","2010/2011","645"
"r_1","VTR22","num","2011/2012","606"
"r_1","VTR22","num","2012/2013","611"
"r_1","VTR22","num","2013/2014","606"
"r_1","VTR22","num","2014/2015","608"
"r_1","VTR26","num","2000/2001","268"
"r_1","VTR26","num","2001/2002","293"
"r_1","VTR26","num","2002/2003","338"
"r_1","VTR26","num","2003/2004","356"
"r_1","VTR26","num","2004/2005","340"
"r_1","VTR26","num","2005/2006","355"
"r_1","VTR26","num","2006/2007","380"
"r_1","VTR26","num","2007/2008","386"
"r_1","VTR26","num","2008/2009","420"
"r_1","VTR26","num","2009/2010","372"
"r_1","VTR26","num","2010/2011","351"
"r_1","VTR26","num","2011/2012","307"
"r_1","VTR26","num","2012/2013","343"
"r_1","VTR26","num","2013/2014","343"
"r_1","VTR26","num","2014/2015","366"
"r_1","VTR28","num","2000/2001","987"
"r_1","VTR28","num","2001/2002","929"
"r_1","VTR28","num","2002/2003","1014"
"r_1","VTR28","num","2003/2004","1045"
"r_1","VTR28","num","2004/2005","1043"
"r_1","VTR28","num","2005/2006","1038"
"r_1","VTR28","num","2006/2007","1001"
"r_1","VTR28","num","2007/2008","1020"
"r_1","VTR28","num","2008/2009","1022"
"r_1","VTR28","num","2009/2010","1075"
"r_1","VTR28","num","2010/2011","979"
"r_1","VTR28","num","2011/2012","983"
"r_1","VTR28","num","2012/2013","959"
"r_1","VTR28","num","2013/2014","958"
"r_1","VTR28","num","2014/2015","944"
"r_1","VTR31","num","2000/2001","488"
"r_1","VTR31","num","2001/2002","491"
"r_1","VTR31","num","2002/2003","492"
"r_1","VTR31","num","2003/2004","516"
"r_1","VTR31","num","2004/2005","519"
"r_1","VTR31","num","2005/2006","557"
"r_1","VTR31","num","2006/2007","554"
"r_1","VTR31","num","2007/2008","540"
"r_1","VTR31","num","2008/2009","584"
"r_1","VTR31","num","2009/2010","582"
"r_1","VTR31","num","2010/2011","515"
"r_1","VTR31","num","2011/2012","479"
"r_1","VTR31","num","2012/2013","464"
"r_1","VTR31","num","2013/2014","489"
"r_1","VTR31","num","2014/2015","478"
"r_1","VTR32","num","2000/2001","78"
"r_1","VTR32","num","2001/2002","76"
"r_1","VTR32","num","2002/2003","65"
"r_1","VTR32","num","2003/2004","71"
"r_1","VTR32","num","2004/2005","81"
"r_1","VTR32","num","2005/2006","84"
"r_1","VTR32","num","2006/2007","71"
"r_1","VTR32","num","2007/2008","66"
"r_1","VTR32","num","2008/2009","65"
"r_1","VTR32","num","2009/2010","59"
"r_1","VTR32","num","2010/2011","60"
"r_1","VTR32","num","2011/2012","63"
"r_1","VTR32","num","2012/2013","57"
"r_1","VTR32","num","2013/2014","58"
"r_1","VTR32","num","2014/2015","52"
"r_1","GAB","num","2000/2001","3021"
"r_1","GAB","num","2001/2002","2889"
"r_1","GAB","num","2002/2003","3074"
"r_1","GAB","num","2003/2004","3033"
"r_1","GAB","num","2004/2005","2900"
"r_1","GAB","num","2005/2006","3098"
"r_1","GAB","num","2006/2007","3117"
"r_1","GAB","num","2007/2008","3230"
"r_1","GAB","num","2008/2009","3159"
"r_1","GAB","num","2009/2010","3170"
"r_1","GAB","num","2010/2011","3248"
"r_1","GAB","num","2011/2012","3225"
"r_1","GAB","num","2012/2013","3235"
"r_1","GAB","num","2013/2014","3308"
"r_1","GAB","num","2014/2015","3250"
"r_1","GAB05","num","2000/2001","1460"
"r_1","GAB05","num","2001/2002","1374"
"r_1","GAB05","num","2002/2003","1501"
"r_1","GAB05","num","2003/2004","1528"
"r_1","GAB05","num","2004/2005","1419"
"r_1","GAB05","num","2005/2006","1561"
"r_1","GAB05","num","2006/2007","1606"
"r_1","GAB05","num","2007/2008","1736"
"r_1","GAB05","num","2008/2009","1696"
"r_1","GAB05","num","2009/2010","1681"
"r_1","GAB05","num","2010/2011","1695"
"r_1","GAB05","num","2011/2012","1694"
"r_1","GAB05","num","2012/2013","1766"
"r_1","GAB05","num","2013/2014","1762"
"r_1","GAB05","num","2014/2015","1789"
"r_1","GAB12","num","2000/2001","260"
"r_1","GAB12","num","2001/2002","240"
"r_1","GAB12","num","2002/2003","228"
"r_1","GAB12","num","2003/2004","224"
"r_1","GAB12","num","2004/2005","207"
"r_1","GAB12","num","2005/2006","208"
"r_1","GAB12","num","2006/2007","208"
"r_1","GAB12","num","2007/2008","189"
"r_1","GAB12","num","2008/2009","192"
"r_1","GAB12","num","2009/2010","212"
"r_1","GAB12","num","2010/2011","209"
"r_1","GAB12","num","2011/2012","226"
"r_1","GAB12","num","2012/2013","223"
"r_1","GAB12","num","2013/2014","214"
"r_1","GAB12","num","2014/2015","221"
"r_1","GAB29","num","2000/2001","1001"
"r_1","GAB29","num","2001/2002","983"
"r_1","GAB29","num","2002/2003","1048"
"r_1","GAB29","num","2003/2004","989"
"r_1","GAB29","num","2004/2005","999"
"r_1","GAB29","num","2005/2006","1044"
"r_1","GAB29","num","2006/2007","1031"
"r_1","GAB29","num","2007/2008","1025"
"r_1","GAB29","num","2008/2009","1007"
"r_1","GAB29","num","2009/2010","1018"
"r_1","GAB29","num","2010/2011","1078"
"r_1","GAB29","num","2011/2012","1020"
"r_1","GAB29","num","2012/2013","964"
"r_1","GAB29","num","2013/2014","1038"
"r_1","GAB29","num","2014/2015","959"
"r_1","GAB35","num","2000/2001","300"
"r_1","GAB35","num","2001/2002","292"
"r_1","GAB35","num","2002/2003","297"
"r_1","GAB35","num","2003/2004","292"
"r_1","GAB35","num","2004/2005","275"
"r_1","GAB35","num","2005/2006","285"
"r_1","GAB35","num","2006/2007","272"
"r_1","GAB35","num","2007/2008","280"
"r_1","GAB35","num","2008/2009","264"
"r_1","GAB35","num","2009/2010","259"
"r_1","GAB35","num","2010/2011","266"
"r_1","GAB35","num","2011/2012","285"
"r_1","GAB35","num","2012/2013","282"
"r_1","GAB35","num","2013/2014","294"
"r_1","GAB35","num","2014/2015","281"
"r_1","RAZ","num","2000/2001","5255"
"r_1","RAZ","num","2001/2002","5132"
"r_1","RAZ","num","2002/2003","5049"
"r_1","RAZ","num","2003/2004","4688"
"r_1","RAZ","num","2004/2005","4821"
"r_1","RAZ","num","2005/2006","4725"
"r_1","RAZ","num","2006/2007","4783"
"r_1","RAZ","num","2007/2008","4760"
"r_1","RAZ","num","2008/2009","4792"
"r_1","RAZ","num","2009/2010","4730"
"r_1","RAZ","num","2010/2011","4557"
"r_1","RAZ","num","2011/2012","4524"
"r_1","RAZ","num","2012/2013","4437"
"r_1","RAZ","num","2013/2014","4448"
"r_1","RAZ","num","2014/2015","4368"
"r_1","RAZ11","num","2000/2001","461"
"r_1","RAZ11","num","2001/2002","453"
"r_1","RAZ11","num","2002/2003","446"
"r_1","RAZ11","num","2003/2004","432"
"r_1","RAZ11","num","2004/2005","416"
"r_1","RAZ11","num","2005/2006","426"
"r_1","RAZ11","num","2006/2007","414"
"r_1","RAZ11","num","2007/2008","403"
"r_1","RAZ11","num","2008/2009","387"
"r_1","RAZ11","num","2009/2010","342"
"r_1","RAZ11","num","2010/2011","328"
"r_1","RAZ11","num","2011/2012","337"
"r_1","RAZ11","num","2012/2013","302"
"r_1","RAZ11","num","2013/2014","327"
"r_1","RAZ11","num","2014/2015","319"
"r_1","RAZ14","num","2000/2001","915"
"r_1","RAZ14","num","2001/2002","909"
"r_1","RAZ14","num","2002/2003","905"
"r_1","RAZ14","num","2003/2004","878"
"r_1","RAZ14","num","2004/2005","844"
"r_1","RAZ14","num","2005/2006","858"
"r_1","RAZ14","num","2006/2007","826"
"r_1","RAZ14","num","2007/2008","813"
"r_1","RAZ14","num","2008/2009","838"
"r_1","RAZ14","num","2009/2010","842"
"r_1","RAZ14","num","2010/2011","814"
"r_1","RAZ14","num","2011/2012","841"
"r_1","RAZ14","num","2012/2013","842"
"r_1","RAZ14","num","2013/2014","835"
"r_1","RAZ14","num","2014/2015","833"
"r_1","RAZ16","num","2000/2001","639"
"r_1","RAZ16","num","2001/2002","682"
"r_1","RAZ16","num","2002/2003","614"
"r_1","RAZ16","num","2003/2004","624"
"r_1","RAZ16","num","2004/2005","622"
"r_1","RAZ16","num","2005/2006","656"
"r_1","RAZ16","num","2006/2007","710"
"r_1","RAZ16","num","2007/2008","700"
"r_1","RAZ16","num","2008/2009","677"
"r_1","RAZ16","num","2009/2010","670"
"r_1","RAZ16","num","2010/2011","659"
"r_1","RAZ16","num","2011/2012","646"
"r_1","RAZ16","num","2012/2013","609"
"r_1","RAZ16","num","2013/2014","619"
"r_1","RAZ16","num","2014/2015","579"
"r_1","RAZ17","num","2000/2001","484"
"r_1","RAZ17","num","2001/2002","350"
"r_1","RAZ17","num","2002/2003","365"
"r_1","RAZ17","num","2003/2004","339"
"r_1","RAZ17","num","2004/2005","319"
"r_1","RAZ17","num","2005/2006","333"
"r_1","RAZ17","num","2006/2007","349"
"r_1","RAZ17","num","2007/2008","352"
"r_1","RAZ17","num","2008/2009","344"
"r_1","RAZ17","num","2009/2010","339"
"r_1","RAZ17","num","2010/2011","301"
"r_1","RAZ17","num","2011/2012","322"
"r_1","RAZ17","num","2012/2013","327"
"r_1","RAZ17","num","2013/2014","310"
"r_1","RAZ17","num","2014/2015","296"
"r_1","RAZ26","num","2000/2001","2084"
"r_1","RAZ26","num","2001/2002","2070"
"r_1","RAZ26","num","2002/2003","2094"
"r_1","RAZ26","num","2003/2004","1925"
"r_1","RAZ26","num","2004/2005","2120"
"r_1","RAZ26","num","2005/2006","2003"
"r_1","RAZ26","num","2006/2007","2047"
"r_1","RAZ26","num","2007/2008","2054"
"r_1","RAZ26","num","2008/2009","2085"
"r_1","RAZ26","num","2009/2010","2093"
"r_1","RAZ26","num","2010/2011","2027"
"r_1","RAZ26","num","2011/2012","1963"
"r_1","RAZ26","num","2012/2013","1962"
"r_1","RAZ26","num","2013/2014","1955"
"r_1","RAZ26","num","2014/2015","1953"
"r_1","RAZ29","num","2000/2001","343"
"r_1","RAZ29","num","2001/2002","352"
"r_1","RAZ29","num","2002/2003","308"
"r_1","RAZ29","num","2003/2004","229"
"r_1","RAZ29","num","2004/2005","236"
"r_1","RAZ29","num","2005/2006","201"
"r_1","RAZ29","num","2006/2007","196"
"r_1","RAZ29","num","2007/2008","199"
"r_1","RAZ29","num","2008/2009","204"
"r_1","RAZ29","num","2009/2010","209"
"r_1","RAZ29","num","2010/2011","204"
"r_1","RAZ29","num","2011/2012","203"
"r_1","RAZ29","num","2012/2013","215"
"r_1","RAZ29","num","2013/2014","230"
"r_1","RAZ29","num","2014/2015","229"
"r_1","RAZ36","num","2000/2001","329"
"r_1","RAZ36","num","2001/2002","316"
"r_1","RAZ36","num","2002/2003","317"
"r_1","RAZ36","num","2003/2004","261"
"r_1","RAZ36","num","2004/2005","264"
"r_1","RAZ36","num","2005/2006","248"
"r_1","RAZ36","num","2006/2007","241"
"r_1","RAZ36","num","2007/2008","239"
"r_1","RAZ36","num","2008/2009","257"
"r_1","RAZ36","num","2009/2010","235"
"r_1","RAZ36","num","2010/2011","224"
"r_1","RAZ36","num","2011/2012","212"
"r_1","RAZ36","num","2012/2013","180"
"r_1","RAZ36","num","2013/2014","172"
"r_1","RAZ36","num","2014/2015","159"
"r_1","RSE","num","2000/2001","6567"
"r_1","RSE","num","2001/2002","6508"
"r_1","RSE","num","2002/2003","6545"
"r_1","RSE","num","2003/2004","6427"
"r_1","RSE","num","2004/2005","6342"
"r_1","RSE","num","2005/2006","6407"
"r_1","RSE","num","2006/2007","6213"
"r_1","RSE","num","2007/2008","6367"
"r_1","RSE","num","2008/2009","6516"
"r_1","RSE","num","2009/2010","6434"
"r_1","RSE","num","2010/2011","6630"
"r_1","RSE","num","2011/2012","6585"
"r_1","RSE","num","2012/2013","6877"
"r_1","RSE","num","2013/2014","6889"
"r_1","RSE","num","2014/2015","6768"
"r_1","RSE03","num","2000/2001","187"
"r_1","RSE03","num","2001/2002","196"
"r_1","RSE03","num","2002/2003","193"
"r_1","RSE03","num","2003/2004","201"
"r_1","RSE03","num","2004/2005","182"
"r_1","RSE03","num","2005/2006","151"
"r_1","RSE03","num","2006/2007","116"
"r_1","RSE03","num","2007/2008","102"
"r_1","RSE03","num","2008/2009","104"
"r_1","RSE03","num","2009/2010","115"
"r_1","RSE03","num","2010/2011","101"
"r_1","RSE03","num","2011/2012","100"
"r_1","RSE03","num","2012/2013","112"
"r_1","RSE03","num","2013/2014","101"
"r_1","RSE03","num","2014/2015","104"
"r_1","RSE04","num","2000/2001","392"
"r_1","RSE04","num","2001/2002","399"
"r_1","RSE04","num","2002/2003","419"
"r_1","RSE04","num","2003/2004","405"
"r_1","RSE04","num","2004/2005","413"
"r_1","RSE04","num","2005/2006","406"
"r_1","RSE04","num","2006/2007","384"
"r_1","RSE04","num","2007/2008","402"
"r_1","RSE04","num","2008/2009","375"
"r_1","RSE04","num","2009/2010","363"
"r_1","RSE04","num","2010/2011","371"
"r_1","RSE04","num","2011/2012","368"
"r_1","RSE04","num","2012/2013","361"
"r_1","RSE04","num","2013/2014","376"
"r_1","RSE04","num","2014/2015","374"
"r_1","RSE05","num","2000/2001","455"
"r_1","RSE05","num","2001/2002","460"
"r_1","RSE05","num","2002/2003","437"
"r_1","RSE05","num","2003/2004","379"
"r_1","RSE05","num","2004/2005","389"
"r_1","RSE05","num","2005/2006","403"
"r_1","RSE05","num","2006/2007","387"
"r_1","RSE05","num","2007/2008","401"
"r_1","RSE05","num","2008/2009","424"
