RevisionColumn,EKATTE,Units,Edu_schYear,ValueColumn
"r_1","RSE05","num","2009/2010","400"
"r_1","RSE05","num","2010/2011","385"
"r_1","RSE05","num","2011/2012","371"
"r_1","RSE05","num","2012/2013","378"
"r_1","RSE05","num","2013/2014","367"
"r_1","RSE05","num","2014/2015","356"
"r_1","RSE08","num","2000/2001","320"
"r_1","RSE08","num","2001/2002","317"
"r_1","RSE08","num","2002/2003","301"
"r_1","RSE08","num","2003/2004","294"
"r_1","RSE08","num","2004/2005","290"
"r_1","RSE08","num","2005/2006","266"
"r_1","RSE08","num","2006/2007","271"
"r_1","RSE08","num","2007/2008","262"
"r_1","RSE08","num","2008/2009","217"
"r_1","RSE08","num","2009/2010","211"
"r_1","RSE08","num","2010/2011","224"
"r_1","RSE08","num","2011/2012","223"
"r_1","RSE08","num","2012/2013","221"
"r_1","RSE08","num","2013/2014","226"
"r_1","RSE08","num","2014/2015","231"
"r_1","RSE13","num","2000/2001","279"
"r_1","RSE13","num","2001/2002","257"
"r_1","RSE13","num","2002/2003","244"
"r_1","RSE13","num","2003/2004","255"
"r_1","RSE13","num","2004/2005","255"
"r_1","RSE13","num","2005/2006","244"
"r_1","RSE13","num","2006/2007","239"
"r_1","RSE13","num","2007/2008","242"
"r_1","RSE13","num","2008/2009","242"
"r_1","RSE13","num","2009/2010","218"
"r_1","RSE13","num","2010/2011","193"
"r_1","RSE13","num","2011/2012","180"
"r_1","RSE13","num","2012/2013","177"
"r_1","RSE13","num","2013/2014","166"
"r_1","RSE13","num","2014/2015","172"
"r_1","RSE27","num","2000/2001","4431"
"r_1","RSE27","num","2001/2002","4400"
"r_1","RSE27","num","2002/2003","4480"
"r_1","RSE27","num","2003/2004","4449"
"r_1","RSE27","num","2004/2005","4381"
"r_1","RSE27","num","2005/2006","4465"
"r_1","RSE27","num","2006/2007","4324"
"r_1","RSE27","num","2007/2008","4495"
"r_1","RSE27","num","2008/2009","4766"
"r_1","RSE27","num","2009/2010","4780"
"r_1","RSE27","num","2010/2011","4989"
"r_1","RSE27","num","2011/2012","4942"
"r_1","RSE27","num","2012/2013","5223"
"r_1","RSE27","num","2013/2014","5227"
"r_1","RSE27","num","2014/2015","5122"
"r_1","RSE33","num","2000/2001","338"
"r_1","RSE33","num","2001/2002","315"
"r_1","RSE33","num","2002/2003","318"
"r_1","RSE33","num","2003/2004","320"
"r_1","RSE33","num","2004/2005","314"
"r_1","RSE33","num","2005/2006","351"
"r_1","RSE33","num","2006/2007","347"
"r_1","RSE33","num","2007/2008","333"
"r_1","RSE33","num","2008/2009","269"
"r_1","RSE33","num","2009/2010","250"
"r_1","RSE33","num","2010/2011","256"
"r_1","RSE33","num","2011/2012","287"
"r_1","RSE33","num","2012/2013","293"
"r_1","RSE33","num","2013/2014","316"
"r_1","RSE33","num","2014/2015","311"
"r_1","RSE37","num","2000/2001","165"
"r_1","RSE37","num","2001/2002","164"
"r_1","RSE37","num","2002/2003","153"
"r_1","RSE37","num","2003/2004","124"
"r_1","RSE37","num","2004/2005","118"
"r_1","RSE37","num","2005/2006","121"
"r_1","RSE37","num","2006/2007","145"
"r_1","RSE37","num","2007/2008","130"
"r_1","RSE37","num","2008/2009","119"
"r_1","RSE37","num","2009/2010","97"
"r_1","RSE37","num","2010/2011","111"
"r_1","RSE37","num","2011/2012","114"
"r_1","RSE37","num","2012/2013","112"
"r_1","RSE37","num","2013/2014","110"
"r_1","RSE37","num","2014/2015","98"
"r_1","SLS","num","2000/2001","3660"
"r_1","SLS","num","2001/2002","3589"
"r_1","SLS","num","2002/2003","3585"
"r_1","SLS","num","2003/2004","3462"
"r_1","SLS","num","2004/2005","3524"
"r_1","SLS","num","2005/2006","3757"
"r_1","SLS","num","2006/2007","3749"
"r_1","SLS","num","2007/2008","3697"
"r_1","SLS","num","2008/2009","3623"
"r_1","SLS","num","2009/2010","3622"
"r_1","SLS","num","2010/2011","3598"
"r_1","SLS","num","2011/2012","3581"
"r_1","SLS","num","2012/2013","3625"
"r_1","SLS","num","2013/2014","3658"
"r_1","SLS","num","2014/2015","3561"
"r_1","SLS01","num","2000/2001","108"
"r_1","SLS01","num","2001/2002","100"
"r_1","SLS01","num","2002/2003","115"
"r_1","SLS01","num","2003/2004","82"
"r_1","SLS01","num","2004/2005","100"
"r_1","SLS01","num","2005/2006","106"
"r_1","SLS01","num","2006/2007","104"
"r_1","SLS01","num","2007/2008","87"
"r_1","SLS01","num","2008/2009","76"
"r_1","SLS01","num","2009/2010","73"
"r_1","SLS01","num","2010/2011","76"
"r_1","SLS01","num","2011/2012","100"
"r_1","SLS01","num","2012/2013","95"
"r_1","SLS01","num","2013/2014","90"
"r_1","SLS01","num","2014/2015","86"
"r_1","SLS07","num","2000/2001","443"
"r_1","SLS07","num","2001/2002","449"
"r_1","SLS07","num","2002/2003","449"
"r_1","SLS07","num","2003/2004","463"
"r_1","SLS07","num","2004/2005","453"
"r_1","SLS07","num","2005/2006","504"
"r_1","SLS07","num","2006/2007","478"
"r_1","SLS07","num","2007/2008","435"
"r_1","SLS07","num","2008/2009","374"
"r_1","SLS07","num","2009/2010","372"
"r_1","SLS07","num","2010/2011","334"
"r_1","SLS07","num","2011/2012","332"
"r_1","SLS07","num","2012/2013","344"
"r_1","SLS07","num","2013/2014","336"
"r_1","SLS07","num","2014/2015","309"
"r_1","SLS10","num","2000/2001","767"
"r_1","SLS10","num","2001/2002","790"
"r_1","SLS10","num","2002/2003","775"
"r_1","SLS10","num","2003/2004","811"
"r_1","SLS10","num","2004/2005","827"
"r_1","SLS10","num","2005/2006","832"
"r_1","SLS10","num","2006/2007","908"
"r_1","SLS10","num","2007/2008","935"
"r_1","SLS10","num","2008/2009","944"
"r_1","SLS10","num","2009/2010","965"
"r_1","SLS10","num","2010/2011","985"
"r_1","SLS10","num","2011/2012","1015"
"r_1","SLS10","num","2012/2013","1010"
"r_1","SLS10","num","2013/2014","1041"
"r_1","SLS10","num","2014/2015","1007"
"r_1","SLS15","num","2000/2001","142"
"r_1","SLS15","num","2001/2002","143"
"r_1","SLS15","num","2002/2003","155"
"r_1","SLS15","num","2003/2004","141"
"r_1","SLS15","num","2004/2005","153"
"r_1","SLS15","num","2005/2006","199"
"r_1","SLS15","num","2006/2007","163"
"r_1","SLS15","num","2007/2008","192"
"r_1","SLS15","num","2008/2009","203"
"r_1","SLS15","num","2009/2010","203"
"r_1","SLS15","num","2010/2011","197"
"r_1","SLS15","num","2011/2012","184"
"r_1","SLS15","num","2012/2013","207"
"r_1","SLS15","num","2013/2014","200"
"r_1","SLS15","num","2014/2015","203"
"r_1","SLS31","num","2000/2001","1520"
"r_1","SLS31","num","2001/2002","1431"
"r_1","SLS31","num","2002/2003","1356"
"r_1","SLS31","num","2003/2004","1239"
"r_1","SLS31","num","2004/2005","1308"
"r_1","SLS31","num","2005/2006","1406"
"r_1","SLS31","num","2006/2007","1387"
"r_1","SLS31","num","2007/2008","1378"
"r_1","SLS31","num","2008/2009","1395"
"r_1","SLS31","num","2009/2010","1373"
"r_1","SLS31","num","2010/2011","1384"
"r_1","SLS31","num","2011/2012","1352"
"r_1","SLS31","num","2012/2013","1375"
"r_1","SLS31","num","2013/2014","1424"
"r_1","SLS31","num","2014/2015","1389"
"r_1","SLS32","num","2000/2001","198"
"r_1","SLS32","num","2001/2002","216"
"r_1","SLS32","num","2002/2003","229"
"r_1","SLS32","num","2003/2004","215"
"r_1","SLS32","num","2004/2005","203"
"r_1","SLS32","num","2005/2006","213"
"r_1","SLS32","num","2006/2007","200"
"r_1","SLS32","num","2007/2008","197"
"r_1","SLS32","num","2008/2009","180"
"r_1","SLS32","num","2009/2010","163"
"r_1","SLS32","num","2010/2011","155"
"r_1","SLS32","num","2011/2012","141"
"r_1","SLS32","num","2012/2013","136"
"r_1","SLS32","num","2013/2014","133"
"r_1","SLS32","num","2014/2015","138"
"r_1","SLS34","num","2000/2001","482"
"r_1","SLS34","num","2001/2002","460"
"r_1","SLS34","num","2002/2003","506"
"r_1","SLS34","num","2003/2004","511"
"r_1","SLS34","num","2004/2005","480"
"r_1","SLS34","num","2005/2006","497"
"r_1","SLS34","num","2006/2007","509"
"r_1","SLS34","num","2007/2008","473"
"r_1","SLS34","num","2008/2009","451"
"r_1","SLS34","num","2009/2010","473"
"r_1","SLS34","num","2010/2011","467"
"r_1","SLS34","num","2011/2012","457"
"r_1","SLS34","num","2012/2013","458"
"r_1","SLS34","num","2013/2014","434"
"r_1","SLS34","num","2014/2015","429"
"r_1","BG33","num","2000/2001","27215"
"r_1","BG33","num","2001/2002","27085"
"r_1","BG33","num","2002/2003","27530"
"r_1","BG33","num","2003/2004","28370"
"r_1","BG33","num","2004/2005","28377"
"r_1","BG33","num","2005/2006","37656"
"r_1","BG33","num","2006/2007","37983"
"r_1","BG33","num","2007/2008","38265"
"r_1","BG33","num","2008/2009","30585"
"r_1","BG33","num","2009/2010","31009"
"r_1","BG33","num","2010/2011","31423"
"r_1","BG33","num","2011/2012","31959"
"r_1","BG33","num","2012/2013","32620"
"r_1","BG33","num","2013/2014","33228"
"r_1","BG33","num","2014/2015","32896"
"r_1","VAR","num","2000/2001","11487"
"r_1","VAR","num","2001/2002","11487"
"r_1","VAR","num","2002/2003","11908"
"r_1","VAR","num","2003/2004","12692"
"r_1","VAR","num","2004/2005","12866"
"r_1","VAR","num","2005/2006","13159"
"r_1","VAR","num","2006/2007","13495"
"r_1","VAR","num","2007/2008","13698"
"r_1","VAR","num","2008/2009","14134"
"r_1","VAR","num","2009/2010","14509"
"r_1","VAR","num","2010/2011","15089"
"r_1","VAR","num","2011/2012","15639"
"r_1","VAR","num","2012/2013","16487"
"r_1","VAR","num","2013/2014","17087"
"r_1","VAR","num","2014/2015","17365"
"r_1","VAR01","num","2000/2001","142"
"r_1","VAR01","num","2001/2002","123"
"r_1","VAR01","num","2002/2003","168"
"r_1","VAR01","num","2003/2004","182"
"r_1","VAR01","num","2004/2005","205"
"r_1","VAR01","num","2005/2006","216"
"r_1","VAR01","num","2006/2007","239"
"r_1","VAR01","num","2007/2008","258"
"r_1","VAR01","num","2008/2009","254"
"r_1","VAR01","num","2009/2010","254"
"r_1","VAR01","num","2010/2011","315"
"r_1","VAR01","num","2011/2012","320"
"r_1","VAR01","num","2012/2013","311"
"r_1","VAR01","num","2013/2014","315"
"r_1","VAR01","num","2014/2015","294"
"r_1","VAR02","num","2000/2001","502"
"r_1","VAR02","num","2001/2002","580"
"r_1","VAR02","num","2002/2003","606"
"r_1","VAR02","num","2003/2004","627"
"r_1","VAR02","num","2004/2005","648"
"r_1","VAR02","num","2005/2006","622"
"r_1","VAR02","num","2006/2007","709"
"r_1","VAR02","num","2007/2008","672"
"r_1","VAR02","num","2008/2009","758"
"r_1","VAR02","num","2009/2010","786"
"r_1","VAR02","num","2010/2011","732"
"r_1","VAR02","num","2011/2012","734"
"r_1","VAR02","num","2012/2013","774"
"r_1","VAR02","num","2013/2014","771"
"r_1","VAR02","num","2014/2015","766"
"r_1","VAR04","num","2000/2001","304"
"r_1","VAR04","num","2001/2002","313"
"r_1","VAR04","num","2002/2003","300"
"r_1","VAR04","num","2003/2004","315"
"r_1","VAR04","num","2004/2005","322"
"r_1","VAR04","num","2005/2006","352"
"r_1","VAR04","num","2006/2007","368"
"r_1","VAR04","num","2007/2008","394"
"r_1","VAR04","num","2008/2009","408"
"r_1","VAR04","num","2009/2010","402"
"r_1","VAR04","num","2010/2011","430"
"r_1","VAR04","num","2011/2012","434"
"r_1","VAR04","num","2012/2013","431"
"r_1","VAR04","num","2013/2014","431"
"r_1","VAR04","num","2014/2015","403"
"r_1","VAR05","num","2000/2001","78"
"r_1","VAR05","num","2001/2002","85"
"r_1","VAR05","num","2002/2003","89"
"r_1","VAR05","num","2003/2004","91"
"r_1","VAR05","num","2004/2005","91"
"r_1","VAR05","num","2005/2006","99"
"r_1","VAR05","num","2006/2007","106"
"r_1","VAR05","num","2007/2008","113"
"r_1","VAR05","num","2008/2009","114"
"r_1","VAR05","num","2009/2010","106"
"r_1","VAR05","num","2010/2011","121"
"r_1","VAR05","num","2011/2012","110"
"r_1","VAR05","num","2012/2013","130"
"r_1","VAR05","num","2013/2014","125"
"r_1","VAR05","num","2014/2015","124"
"r_1","VAR06","num","2000/2001","8218"
"r_1","VAR06","num","2001/2002","8174"
"r_1","VAR06","num","2002/2003","8473"
"r_1","VAR06","num","2003/2004","8939"
"r_1","VAR06","num","2004/2005","8956"
"r_1","VAR06","num","2005/2006","9169"
"r_1","VAR06","num","2006/2007","9362"
"r_1","VAR06","num","2007/2008","9570"
"r_1","VAR06","num","2008/2009","9824"
"r_1","VAR06","num","2009/2010","10137"
"r_1","VAR06","num","2010/2011","10626"
"r_1","VAR06","num","2011/2012","11172"
"r_1","VAR06","num","2012/2013","11900"
"r_1","VAR06","num","2013/2014","12386"
"r_1","VAR06","num","2014/2015","12731"
"r_1","VAR08","num","2000/2001","173"
"r_1","VAR08","num","2001/2002","162"
"r_1","VAR08","num","2002/2003","151"
"r_1","VAR08","num","2003/2004","133"
"r_1","VAR08","num","2004/2005","148"
"r_1","VAR08","num","2005/2006","134"
"r_1","VAR08","num","2006/2007","136"
"r_1","VAR08","num","2007/2008","129"
"r_1","VAR08","num","2008/2009","133"
"r_1","VAR08","num","2009/2010","135"
"r_1","VAR08","num","2010/2011","130"
"r_1","VAR08","num","2011/2012","119"
"r_1","VAR08","num","2012/2013","126"
"r_1","VAR08","num","2013/2014","140"
"r_1","VAR08","num","2014/2015","141"
"r_1","VAR09","num","2000/2001","209"
"r_1","VAR09","num","2001/2002","205"
"r_1","VAR09","num","2002/2003","216"
"r_1","VAR09","num","2003/2004","241"
"r_1","VAR09","num","2004/2005","269"
"r_1","VAR09","num","2005/2006","269"
"r_1","VAR09","num","2006/2007","277"
"r_1","VAR09","num","2007/2008","261"
"r_1","VAR09","num","2008/2009","255"
"r_1","VAR09","num","2009/2010","241"
"r_1","VAR09","num","2010/2011","265"
"r_1","VAR09","num","2011/2012","273"
"r_1","VAR09","num","2012/2013","291"
"r_1","VAR09","num","2013/2014","273"
"r_1","VAR09","num","2014/2015","295"
"r_1","VAR14","num","2000/2001","296"
"r_1","VAR14","num","2001/2002","301"
"r_1","VAR14","num","2002/2003","299"
"r_1","VAR14","num","2003/2004","332"
"r_1","VAR14","num","2004/2005","295"
"r_1","VAR14","num","2005/2006","277"
"r_1","VAR14","num","2006/2007","277"
"r_1","VAR14","num","2007/2008","285"
"r_1","VAR14","num","2008/2009","310"
"r_1","VAR14","num","2009/2010","328"
"r_1","VAR14","num","2010/2011","311"
"r_1","VAR14","num","2011/2012","339"
"r_1","VAR14","num","2012/2013","337"
"r_1","VAR14","num","2013/2014","340"
"r_1","VAR14","num","2014/2015","360"
"r_1","VAR13","num","2000/2001","489"
"r_1","VAR13","num","2001/2002","477"
"r_1","VAR13","num","2002/2003","466"
"r_1","VAR13","num","2003/2004","576"
"r_1","VAR13","num","2004/2005","623"
"r_1","VAR13","num","2005/2006","657"
"r_1","VAR13","num","2006/2007","653"
"r_1","VAR13","num","2007/2008","685"
"r_1","VAR13","num","2008/2009","679"
"r_1","VAR13","num","2009/2010","747"
"r_1","VAR13","num","2010/2011","728"
"r_1","VAR13","num","2011/2012","727"
"r_1","VAR13","num","2012/2013","748"
"r_1","VAR13","num","2013/2014","783"
"r_1","VAR13","num","2014/2015","771"
"r_1","VAR16","num","2000/2001","361"
"r_1","VAR16","num","2001/2002","330"
"r_1","VAR16","num","2002/2003","366"
"r_1","VAR16","num","2003/2004","363"
"r_1","VAR16","num","2004/2005","429"
"r_1","VAR16","num","2005/2006","441"
"r_1","VAR16","num","2006/2007","438"
"r_1","VAR16","num","2007/2008","447"
"r_1","VAR16","num","2008/2009","474"
"r_1","VAR16","num","2009/2010","462"
"r_1","VAR16","num","2010/2011","488"
"r_1","VAR16","num","2011/2012","425"
"r_1","VAR16","num","2012/2013","471"
"r_1","VAR16","num","2013/2014","522"
"r_1","VAR16","num","2014/2015","480"
"r_1","VAR24","num","2000/2001","544"
"r_1","VAR24","num","2001/2002","562"
"r_1","VAR24","num","2002/2003","596"
"r_1","VAR24","num","2003/2004","700"
"r_1","VAR24","num","2004/2005","685"
"r_1","VAR24","num","2005/2006","718"
"r_1","VAR24","num","2006/2007","722"
"r_1","VAR24","num","2007/2008","685"
"r_1","VAR24","num","2008/2009","681"
"r_1","VAR24","num","2009/2010","663"
"r_1","VAR24","num","2010/2011","701"
"r_1","VAR24","num","2011/2012","687"
"r_1","VAR24","num","2012/2013","681"
"r_1","VAR24","num","2013/2014","705"
"r_1","VAR24","num","2014/2015","691"
"r_1","VAR26","num","2000/2001","171"
"r_1","VAR26","num","2001/2002","175"
"r_1","VAR26","num","2002/2003","178"
"r_1","VAR26","num","2003/2004","193"
"r_1","VAR26","num","2004/2005","195"
"r_1","VAR26","num","2005/2006","205"
"r_1","VAR26","num","2006/2007","208"
"r_1","VAR26","num","2007/2008","199"
"r_1","VAR26","num","2008/2009","244"
"r_1","VAR26","num","2009/2010","248"
"r_1","VAR26","num","2010/2011","242"
"r_1","VAR26","num","2011/2012","299"
"r_1","VAR26","num","2012/2013","287"
"r_1","VAR26","num","2013/2014","296"
"r_1","VAR26","num","2014/2015","309"
"r_1","DOB","num","2000/2001","6314"
"r_1","DOB","num","2001/2002","6182"
"r_1","DOB","num","2002/2003","6198"
"r_1","DOB","num","2003/2004","6035"
"r_1","DOB","num","2004/2005","5874"
"r_1","DOB","num","2005/2006","6145"
"r_1","DOB","num","2006/2007","6132"
"r_1","DOB","num","2007/2008","6204"
"r_1","DOB","num","2008/2009","6452"
"r_1","DOB","num","2009/2010","6463"
"r_1","DOB","num","2010/2011","6468"
"r_1","DOB","num","2011/2012","6440"
"r_1","DOB","num","2012/2013","6413"
"r_1","DOB","num","2013/2014","6437"
"r_1","DOB","num","2014/2015","6044"
"r_1","DOB03","num","2000/2001","720"
"r_1","DOB03","num","2001/2002","751"
"r_1","DOB03","num","2002/2003","779"
"r_1","DOB03","num","2003/2004","754"
"r_1","DOB03","num","2004/2005","740"
"r_1","DOB03","num","2005/2006","725"
"r_1","DOB03","num","2006/2007","735"
"r_1","DOB03","num","2007/2008","723"
"r_1","DOB03","num","2008/2009","769"
"r_1","DOB03","num","2009/2010","796"
"r_1","DOB03","num","2010/2011","811"
"r_1","DOB03","num","2011/2012","797"
"r_1","DOB03","num","2012/2013","782"
"r_1","DOB03","num","2013/2014","774"
"r_1","DOB03","num","2014/2015","716"
"r_1","DOB12","num","2000/2001","551"
"r_1","DOB12","num","2001/2002","512"
"r_1","DOB12","num","2002/2003","505"
"r_1","DOB12","num","2003/2004","487"
"r_1","DOB12","num","2004/2005","495"
"r_1","DOB12","num","2005/2006","491"
"r_1","DOB12","num","2006/2007","495"
"r_1","DOB12","num","2007/2008","472"
"r_1","DOB12","num","2008/2009","468"
"r_1","DOB12","num","2009/2010","475"
"r_1","DOB12","num","2010/2011","491"
"r_1","DOB12","num","2011/2012","498"
"r_1","DOB12","num","2012/2013","496"
"r_1","DOB12","num","2013/2014","503"
"r_1","DOB12","num","2014/2015","463"
"r_1","DOB28","num","2000/2001","2763"
"r_1","DOB28","num","2001/2002","2649"
"r_1","DOB28","num","2002/2003","2581"
"r_1","DOB28","num","2003/2004","2483"
"r_1","DOB28","num","2004/2005","2286"
"r_1","DOB28","num","2005/2006","2474"
"r_1","DOB28","num","2006/2007","2473"
"r_1","DOB28","num","2007/2008","2601"
"r_1","DOB28","num","2008/2009","2740"
"r_1","DOB28","num","2009/2010","2771"
"r_1","DOB28","num","2010/2011","2804"
"r_1","DOB28","num","2011/2012","2837"
"r_1","DOB28","num","2012/2013","2896"
"r_1","DOB28","num","2013/2014","2907"
"r_1","DOB28","num","2014/2015","2726"
"r_1","DOB15","num","2000/2001","662"
"r_1","DOB15","num","2001/2002","621"
"r_1","DOB15","num","2002/2003","697"
"r_1","DOB15","num","2003/2004","660"
"r_1","DOB15","num","2004/2005","714"
"r_1","DOB15","num","2005/2006","756"
"r_1","DOB15","num","2006/2007","752"
"r_1","DOB15","num","2007/2008","760"
"r_1","DOB15","num","2008/2009","785"
"r_1","DOB15","num","2009/2010","749"
"r_1","DOB15","num","2010/2011","761"
"r_1","DOB15","num","2011/2012","728"
"r_1","DOB15","num","2012/2013","743"
"r_1","DOB15","num","2013/2014","750"
"r_1","DOB15","num","2014/2015","726"
"r_1","DOB17","num","2000/2001","508"
"r_1","DOB17","num","2001/2002","517"
"r_1","DOB17","num","2002/2003","510"
"r_1","DOB17","num","2003/2004","522"
"r_1","DOB17","num","2004/2005","540"
"r_1","DOB17","num","2005/2006","549"
"r_1","DOB17","num","2006/2007","541"
"r_1","DOB17","num","2007/2008","534"
"r_1","DOB17","num","2008/2009","579"
"r_1","DOB17","num","2009/2010","573"
"r_1","DOB17","num","2010/2011","549"
"r_1","DOB17","num","2011/2012","559"
"r_1","DOB17","num","2012/2013","512"
"r_1","DOB17","num","2013/2014","494"
"r_1","DOB17","num","2014/2015","483"
"r_1","DOB20","num","2000/2001","196"
"r_1","DOB20","num","2001/2002","211"
"r_1","DOB20","num","2002/2003","215"
"r_1","DOB20","num","2003/2004","218"
"r_1","DOB20","num","2004/2005","227"
"r_1","DOB20","num","2005/2006","212"
"r_1","DOB20","num","2006/2007","208"
"r_1","DOB20","num","2007/2008","231"
"r_1","DOB20","num","2008/2009","225"
"r_1","DOB20","num","2009/2010","221"
"r_1","DOB20","num","2010/2011","167"
"r_1","DOB20","num","2011/2012","175"
"r_1","DOB20","num","2012/2013","157"
"r_1","DOB20","num","2013/2014","151"
"r_1","DOB20","num","2014/2015","152"
"r_1","DOB27","num","2000/2001","733"
"r_1","DOB27","num","2001/2002","745"
"r_1","DOB27","num","2002/2003","746"
"r_1","DOB27","num","2003/2004","751"
"r_1","DOB27","num","2004/2005","718"
"r_1","DOB27","num","2005/2006","766"
"r_1","DOB27","num","2006/2007","758"
"r_1","DOB27","num","2007/2008","713"
"r_1","DOB27","num","2008/2009","746"
"r_1","DOB27","num","2009/2010","743"
"r_1","DOB27","num","2010/2011","744"
"r_1","DOB27","num","2011/2012","704"
"r_1","DOB27","num","2012/2013","677"
"r_1","DOB27","num","2013/2014","705"
"r_1","DOB27","num","2014/2015","630"
"r_1","DOB29","num","2000/2001","181"
"r_1","DOB29","num","2001/2002","176"
"r_1","DOB29","num","2002/2003","165"
"r_1","DOB29","num","2003/2004","160"
"r_1","DOB29","num","2004/2005","154"
"r_1","DOB29","num","2005/2006","172"
"r_1","DOB29","num","2006/2007","170"
"r_1","DOB29","num","2007/2008","170"
"r_1","DOB29","num","2008/2009","140"
"r_1","DOB29","num","2009/2010","135"
"r_1","DOB29","num","2010/2011","141"
"r_1","DOB29","num","2011/2012","142"
"r_1","DOB29","num","2012/2013","150"
"r_1","DOB29","num","2013/2014","153"
"r_1","DOB29","num","2014/2015","148"
"r_1","TGV","num","2000/2001","4024"
"r_1","TGV","num","2001/2002","4036"
"r_1","TGV","num","2002/2003","4143"
"r_1","TGV","num","2003/2004","4305"
"r_1","TGV","num","2004/2005","4179"
"r_1","TGV","num","2005/2006","4161"
"r_1","TGV","num","2006/2007","4241"
"r_1","TGV","num","2007/2008","4201"
"r_1","TGV","num","2008/2009","4189"
"r_1","TGV","num","2009/2010","4123"
"r_1","TGV","num","2010/2011","3957"
"r_1","TGV","num","2011/2012","3939"
"r_1","TGV","num","2012/2013","3834"
"r_1","TGV","num","2013/2014","3804"
"r_1","TGV","num","2014/2015","3687"
"r_1","TGV02","num","2000/2001","177"
"r_1","TGV02","num","2001/2002","181"
"r_1","TGV02","num","2002/2003","186"
"r_1","TGV02","num","2003/2004","179"
"r_1","TGV02","num","2004/2005","163"
"r_1","TGV02","num","2005/2006","163"
"r_1","TGV02","num","2006/2007","164"
"r_1","TGV02","num","2007/2008","176"
"r_1","TGV02","num","2008/2009","151"
"r_1","TGV02","num","2009/2010","138"
"r_1","TGV02","num","2010/2011","125"
"r_1","TGV02","num","2011/2012","111"
"r_1","TGV02","num","2012/2013","143"
"r_1","TGV02","num","2013/2014","155"
"r_1","TGV02","num","2014/2015","169"
"r_1","TGV22","num","2000/2001","780"
"r_1","TGV22","num","2001/2002","740"
"r_1","TGV22","num","2002/2003","841"
"r_1","TGV22","num","2003/2004","944"
"r_1","TGV22","num","2004/2005","859"
"r_1","TGV22","num","2005/2006","836"
"r_1","TGV22","num","2006/2007","887"
"r_1","TGV22","num","2007/2008","883"
"r_1","TGV22","num","2008/2009","883"
"r_1","TGV22","num","2009/2010","862"
"r_1","TGV22","num","2010/2011","753"
"r_1","TGV22","num","2011/2012","768"
"r_1","TGV22","num","2012/2013","689"
"r_1","TGV22","num","2013/2014","659"
"r_1","TGV22","num","2014/2015","629"
"r_1","TGV23","num","2000/2001","170"
"r_1","TGV23","num","2001/2002","159"
"r_1","TGV23","num","2002/2003","172"
"r_1","TGV23","num","2003/2004","196"
"r_1","TGV23","num","2004/2005","220"
"r_1","TGV23","num","2005/2006","215"
"r_1","TGV23","num","2006/2007","210"
"r_1","TGV23","num","2007/2008","208"
"r_1","TGV23","num","2008/2009","225"
"r_1","TGV23","num","2009/2010","232"
"r_1","TGV23","num","2010/2011","228"
"r_1","TGV23","num","2011/2012","223"
"r_1","TGV23","num","2012/2013","198"
"r_1","TGV23","num","2013/2014","197"
"r_1","TGV23","num","2014/2015","182"
"r_1","TGV24","num","2000/2001","948"
"r_1","TGV24","num","2001/2002","931"
"r_1","TGV24","num","2002/2003","945"
"r_1","TGV24","num","2003/2004","1002"
"r_1","TGV24","num","2004/2005","1049"
"r_1","TGV24","num","2005/2006","1047"
"r_1","TGV24","num","2006/2007","1030"
"r_1","TGV24","num","2007/2008","1024"
"r_1","TGV24","num","2008/2009","973"
"r_1","TGV24","num","2009/2010","930"
"r_1","TGV24","num","2010/2011","884"
"r_1","TGV24","num","2011/2012","883"
"r_1","TGV24","num","2012/2013","845"
"r_1","TGV24","num","2013/2014","837"
"r_1","TGV24","num","2014/2015","754"
"r_1","TGV35","num","2000/2001","1949"
"r_1","TGV35","num","2001/2002","2025"
"r_1","TGV35","num","2002/2003","1999"
"r_1","TGV35","num","2003/2004","1984"
"r_1","TGV35","num","2004/2005","1888"
"r_1","TGV35","num","2005/2006","1900"
"r_1","TGV35","num","2006/2007","1950"
"r_1","TGV35","num","2007/2008","1910"
"r_1","TGV35","num","2008/2009","1957"
"r_1","TGV35","num","2009/2010","1961"
"r_1","TGV35","num","2010/2011","1967"
"r_1","TGV35","num","2011/2012","1954"
"r_1","TGV35","num","2012/2013","1959"
"r_1","TGV35","num","2013/2014","1956"
"r_1","TGV35","num","2014/2015","1953"
"r_1","SHU","num","2000/2001","5390"
"r_1","SHU","num","2001/2002","5380"
"r_1","SHU","num","2002/2003","5281"
"r_1","SHU","num","2003/2004","5338"
"r_1","SHU","num","2004/2005","5458"
"r_1","SHU","num","2005/2006","5709"
"r_1","SHU","num","2006/2007","5583"
"r_1","SHU","num","2007/2008","5705"
"r_1","SHU","num","2008/2009","5810"
"r_1","SHU","num","2009/2010","5914"
"r_1","SHU","num","2010/2011","5909"
"r_1","SHU","num","2011/2012","5941"
"r_1","SHU","num","2012/2013","5886"
"r_1","SHU","num","2013/2014","5900"
"r_1","SHU","num","2014/2015","5800"
"r_1","SHU23","num","2000/2001","365"
"r_1","SHU23","num","2001/2002","346"
"r_1","SHU23","num","2002/2003","143"
"r_1","SHU23","num","2003/2004","373"
"r_1","SHU23","num","2004/2005","395"
"r_1","SHU23","num","2005/2006","408"
"r_1","SHU23","num","2006/2007","371"
"r_1","SHU23","num","2007/2008","385"
"r_1","SHU23","num","2008/2009","355"
"r_1","SHU23","num","2009/2010","364"
