RevisionColumn,GenderID,SILC_Activity,SILC_Age,Units,periods,ValueColumn
"r_8","2","3","9","perc_pop_fig","2020","64.6"
"r_8","0","4","2","perc_pop_fig","2020","35.3"
"r_8","1","4","2","perc_pop_fig","2020","31.7"
"r_8","2","4","2","perc_pop_fig","2020","38.4"
"r_8","0","4","9","perc_pop_fig","2020","48.1"
"r_8","1","4","9","perc_pop_fig","2020","39.9"
"r_8","2","4","9","perc_pop_fig","2020","53.6"
"r_8","0","4","3","perc_pop_fig","2020","50.3"
"r_8","1","4","3","perc_pop_fig","2020","41.6"
"r_8","2","4","3","perc_pop_fig","2020","55.9"
"r_8","0","5","2","perc_pop_fig","2020","46.3"
"r_8","1","5","2","perc_pop_fig","2020","48"
"r_8","2","5","2","perc_pop_fig","2020","45.4"
"r_8","0","5","9","perc_pop_fig","2020","47.1"
"r_8","1","5","9","perc_pop_fig","2020","49.2"
"r_8","2","5","9","perc_pop_fig","2020","46"
