RevisionColumn,Units,periods,GenderID,NKPD2005_CLS,ValueColumn
"r_2","1000cp","2007Q3","2","9","195.9"
"r_2","1000cp","2007Q4","0","9","433.2"
"r_2","1000cp","2007Q4","1","9","243.4"
"r_2","1000cp","2007Q4","2","9","189.9"
"r_2","1000cp","2008Q1","0","9","418.5"
"r_2","1000cp","2008Q1","1","9","237.7"
"r_2","1000cp","2008Q1","2","9","180.9"
"r_2","1000cp","2008Q2","0","9","440.7"
"r_2","1000cp","2008Q2","1","9","256.6"
"r_2","1000cp","2008Q2","2","9","184.1"
"r_2","1000cp","2008Q3","0","9","451.7"
"r_2","1000cp","2008Q3","1","9","255.9"
"r_2","1000cp","2008Q3","2","9","195.8"
"r_2","1000cp","2008Q4","0","9","427.6"
"r_2","1000cp","2008Q4","1","9","235.6"
"r_2","1000cp","2008Q4","2","9","192.1"
"r_2","1000cp","2009Q1","0","9","405.8"
"r_2","1000cp","2009Q1","1","9","223.2"
"r_2","1000cp","2009Q1","2","9","182.6"
"r_2","1000cp","2009Q2","0","9","427.5"
"r_2","1000cp","2009Q2","1","9","239.9"
"r_2","1000cp","2009Q2","2","9","187.6"
"r_2","1000cp","2009Q3","0","9","422.5"
"r_2","1000cp","2009Q3","1","9","241.6"
"r_2","1000cp","2009Q3","2","9","180.9"
"r_2","1000cp","2009Q4","0","9","389.6"
"r_2","1000cp","2009Q4","1","9","222"
"r_2","1000cp","2009Q4","2","9","167.6"
"r_2","1000cp","2010Q1","0","9","370.6"
"r_2","1000cp","2010Q1","1","9","207.8"
"r_2","1000cp","2010Q1","2","9","162.7"
"r_2","1000cp","2010Q2","0","9","388.5"
"r_2","1000cp","2010Q2","1","9","224.1"
"r_2","1000cp","2010Q2","2","9","164.4"
"r_2","1000cp","2010Q3","0","9","396.4"
"r_2","1000cp","2010Q3","1","9","225.3"
"r_2","1000cp","2010Q3","2","9","171.1"
"r_2","1000cp","2010Q4","0","9","372.2"
"r_2","1000cp","2010Q4","1","9","207.5"
"r_2","1000cp","2010Q4","2","9","164.8"
