RevisionColumn,NUTS,SILC_Median,SILC_HHType,Units,periods,ValueColumn
"r_6","BG324","3","1","BGN_fig","2014","3196"
"r_6","BG324","3","2","BGN_fig","2014","6711"
"r_6","BG324","3","1","BGN_fig","2015","3111"
"r_6","BG324","3","2","BGN_fig","2015","6533"
"r_6","BG324","4","1","BGN_fig","2008","2398"
"r_6","BG324","4","2","BGN_fig","2008","5035.41"
"r_6","BG324","4","1","BGN_fig","2009","3137"
"r_6","BG324","4","2","BGN_fig","2009","6588.7"
"r_6","BG324","4","1","BGN_fig","2010","2581"
"r_6","BG324","4","2","BGN_fig","2010","5420.94"
"r_6","BG324","4","1","BGN_fig","2011","3366"
"r_6","BG324","4","2","BGN_fig","2011","7068.33"
"r_6","BG324","4","1","BGN_fig","2012","3096"
"r_6","BG324","4","2","BGN_fig","2012","6501.52"
"r_6","BG324","4","1","BGN_fig","2013","3754"
"r_6","BG324","4","2","BGN_fig","2013","7883.33"
"r_6","BG324","4","1","BGN_fig","2014","3728"
"r_6","BG324","4","2","BGN_fig","2014","7829.34"
"r_6","BG324","4","1","BGN_fig","2015","3630"
"r_6","BG324","4","2","BGN_fig","2015","7622"
"r_6","BG323","1","1","BGN_fig","2008","1732"
"r_6","BG323","1","2","BGN_fig","2008","3638"
"r_6","BG323","1","1","BGN_fig","2009","2191"
"r_6","BG323","1","2","BGN_fig","2009","4602.08"
"r_6","BG323","1","1","BGN_fig","2010","2497"
"r_6","BG323","1","2","BGN_fig","2010","5243.46"
"r_6","BG323","1","1","BGN_fig","2011","2425"
"r_6","BG323","1","2","BGN_fig","2011","5092.08"
"r_6","BG323","1","1","BGN_fig","2012","2215"
"r_6","BG323","1","2","BGN_fig","2012","4651.3"
"r_6","BG323","1","1","BGN_fig","2013","2551"
"r_6","BG323","1","2","BGN_fig","2013","5356.95"
"r_6","BG323","1","1","BGN_fig","2014","2503"
"r_6","BG323","1","2","BGN_fig","2014","5256.31"
"r_6","BG323","1","1","BGN_fig","2015","2761"
"r_6","BG323","1","2","BGN_fig","2015","5798"
"r_6","BG323","2","1","BGN_fig","2008","2165"
"r_6","BG323","2","2","BGN_fig","2008","4547.5"
"r_6","BG323","2","1","BGN_fig","2009","2739"
"r_6","BG323","2","2","BGN_fig","2009","5752.6"
"r_6","BG323","2","1","BGN_fig","2010","3121"
"r_6","BG323","2","2","BGN_fig","2010","6554.33"
"r_6","BG323","2","1","BGN_fig","2011","3031"
"r_6","BG323","2","2","BGN_fig","2011","6365.1"
"r_6","BG323","2","1","BGN_fig","2012","2769"
"r_6","BG323","2","2","BGN_fig","2012","5814.13"
"r_6","BG323","2","1","BGN_fig","2013","3189"
"r_6","BG323","2","2","BGN_fig","2013","6696.19"
"r_6","BG323","2","1","BGN_fig","2014","3129"
"r_6","BG323","2","2","BGN_fig","2014","6570.38"
"r_6","BG323","2","1","BGN_fig","2015","3451"
"r_6","BG323","2","2","BGN_fig","2015","7247"
"r_6","BG323","3","1","BGN_fig","2008","2599"
"r_6","BG323","3","2","BGN_fig","2008","5457"
"r_6","BG323","3","1","BGN_fig","2009","3287"
"r_6","BG323","3","2","BGN_fig","2009","6903.1"
"r_6","BG323","3","1","BGN_fig","2010","3745"
"r_6","BG323","3","2","BGN_fig","2010","7865"
"r_6","BG323","3","1","BGN_fig","2011","3637"
"r_6","BG323","3","2","BGN_fig","2011","7638"
"r_6","BG323","3","1","BGN_fig","2012","3322"
"r_6","BG323","3","2","BGN_fig","2012","6977"
"r_6","BG323","3","1","BGN_fig","2013","3826"
"r_6","BG323","3","2","BGN_fig","2013","8035"
"r_6","BG323","3","1","BGN_fig","2014","3755"
"r_6","BG323","3","2","BGN_fig","2014","7884"
"r_6","BG323","3","1","BGN_fig","2015","4141"
"r_6","BG323","3","2","BGN_fig","2015","8697"
"r_6","BG323","4","1","BGN_fig","2008","3032"
"r_6","BG323","4","2","BGN_fig","2008","6366.5"
"r_6","BG323","4","1","BGN_fig","2009","3835"
"r_6","BG323","4","2","BGN_fig","2009","8053.64"
"r_6","BG323","4","1","BGN_fig","2010","4370"
"r_6","BG323","4","2","BGN_fig","2010","9176.06"
"r_6","BG323","4","1","BGN_fig","2011","4243"
"r_6","BG323","4","2","BGN_fig","2011","8911.14"
"r_6","BG323","4","1","BGN_fig","2012","3876"
"r_6","BG323","4","2","BGN_fig","2012","8139.78"
"r_6","BG323","4","1","BGN_fig","2013","4464"
"r_6","BG323","4","2","BGN_fig","2013","9374.66"
"r_6","BG323","4","1","BGN_fig","2014","4380"
"r_6","BG323","4","2","BGN_fig","2014","9198.53"
"r_6","BG323","4","1","BGN_fig","2015","4831"
"r_6","BG323","4","2","BGN_fig","2015","10146"
"r_6","BG325","1","1","BGN_fig","2008","1469"
"r_6","BG325","1","2","BGN_fig","2008","3085.04"
"r_6","BG325","1","1","BGN_fig","2009","2067"
"r_6","BG325","1","2","BGN_fig","2009","4340.66"
"r_6","BG325","1","1","BGN_fig","2010","1916"
"r_6","BG325","1","2","BGN_fig","2010","4023.44"
"r_6","BG325","1","1","BGN_fig","2011","2124"
"r_6","BG325","1","2","BGN_fig","2011","4460.12"
"r_6","BG325","1","1","BGN_fig","2012","2299"
"r_6","BG325","1","2","BGN_fig","2012","4828.22"
"r_6","BG325","1","1","BGN_fig","2013","2318"
"r_6","BG325","1","2","BGN_fig","2013","4867.63"
"r_6","BG325","1","1","BGN_fig","2014","2466"
"r_6","BG325","1","2","BGN_fig","2014","5179.39"
"r_6","BG325","1","1","BGN_fig","2015","2295"
"r_6","BG325","1","2","BGN_fig","2015","4820"
"r_6","BG325","2","1","BGN_fig","2008","1836"
"r_6","BG325","2","2","BGN_fig","2008","3856.3"
"r_6","BG325","2","1","BGN_fig","2009","2584"
"r_6","BG325","2","2","BGN_fig","2009","5425.82"
"r_6","BG325","2","1","BGN_fig","2010","2395"
"r_6","BG325","2","2","BGN_fig","2010","5029.3"
"r_6","BG325","2","1","BGN_fig","2011","2655"
"r_6","BG325","2","2","BGN_fig","2011","5575.15"
"r_6","BG325","2","1","BGN_fig","2012","2874"
"r_6","BG325","2","2","BGN_fig","2012","6035.27"
"r_6","BG325","2","1","BGN_fig","2013","2897"
"r_6","BG325","2","2","BGN_fig","2013","6084.54"
"r_6","BG325","2","1","BGN_fig","2014","3083"
"r_6","BG325","2","2","BGN_fig","2014","6474.24"
"r_6","BG325","2","1","BGN_fig","2015","2869"
"r_6","BG325","2","2","BGN_fig","2015","6025"
"r_6","BG325","3","1","BGN_fig","2008","2204"
"r_6","BG325","3","2","BGN_fig","2008","4627.6"
"r_6","BG325","3","1","BGN_fig","2009","3101"
"r_6","BG325","3","2","BGN_fig","2009","6511"
"r_6","BG325","3","1","BGN_fig","2010","2874"
"r_6","BG325","3","2","BGN_fig","2010","6035"
"r_6","BG325","3","1","BGN_fig","2011","3186"
"r_6","BG325","3","2","BGN_fig","2011","6690"
"r_6","BG325","3","1","BGN_fig","2012","3449"
"r_6","BG325","3","2","BGN_fig","2012","7242"
"r_6","BG325","3","1","BGN_fig","2013","3477"
"r_6","BG325","3","2","BGN_fig","2013","7301"
"r_6","BG325","3","1","BGN_fig","2014","3700"
"r_6","BG325","3","2","BGN_fig","2014","7769"
"r_6","BG325","3","1","BGN_fig","2015","3443"
"r_6","BG325","3","2","BGN_fig","2015","7229"
"r_6","BG325","4","1","BGN_fig","2008","2571"
"r_6","BG325","4","2","BGN_fig","2008","5398.82"
"r_6","BG325","4","1","BGN_fig","2009","3617"
"r_6","BG325","4","2","BGN_fig","2009","7596.15"
"r_6","BG325","4","1","BGN_fig","2010","3353"
"r_6","BG325","4","2","BGN_fig","2010","7041.02"
"r_6","BG325","4","1","BGN_fig","2011","3717"
"r_6","BG325","4","2","BGN_fig","2011","7805.21"
"r_6","BG325","4","1","BGN_fig","2012","4024"
"r_6","BG325","4","2","BGN_fig","2012","8449.38"
"r_6","BG325","4","1","BGN_fig","2013","4056"
"r_6","BG325","4","2","BGN_fig","2013","8518.36"
"r_6","BG325","4","1","BGN_fig","2014","4316"
"r_6","BG325","4","2","BGN_fig","2014","9063.94"
"r_6","BG325","4","1","BGN_fig","2015","4016"
"r_6","BG325","4","2","BGN_fig","2015","8434"
"r_6","BG33","1","1","Euro","2008","726"
"r_6","BG33","1","2","Euro","2008","1524"
"r_6","BG33","1","1","Euro","2009","1080"
"r_6","BG33","1","2","Euro","2009","2268"
"r_6","BG33","1","1","Euro","2010","1109"
"r_6","BG33","1","2","Euro","2010","2329"
"r_6","BG33","1","1","Euro","2011","1084"
"r_6","BG33","1","2","Euro","2011","2276"
"r_6","BG33","1","1","Euro","2012","1118"
"r_6","BG33","1","2","Euro","2012","2347"
"r_6","BG33","1","1","Euro","2013","1105"
"r_6","BG33","1","2","Euro","2013","2321"
"r_6","BG33","1","1","Euro","2014","1270"
"r_6","BG33","1","2","Euro","2014","2667"
"r_6","BG33","1","1","Euro","2015","1299"
"r_6","BG33","1","2","Euro","2015","2727"
"r_6","BG33","2","1","Euro","2008","907"
"r_6","BG33","2","2","Euro","2008","1905"
"r_6","BG33","2","1","Euro","2009","1350"
"r_6","BG33","2","2","Euro","2009","2836"
"r_6","BG33","2","1","Euro","2010","1387"
"r_6","BG33","2","2","Euro","2010","2912"
"r_6","BG33","2","1","Euro","2011","1355"
"r_6","BG33","2","2","Euro","2011","2845"
"r_6","BG33","2","1","Euro","2012","1397"
"r_6","BG33","2","2","Euro","2012","2934"
"r_6","BG33","2","1","Euro","2013","1382"
"r_6","BG33","2","2","Euro","2013","2902"
"r_6","BG33","2","1","Euro","2014","1587"
"r_6","BG33","2","2","Euro","2014","3334"
"r_6","BG33","2","1","Euro","2015","1623"
"r_6","BG33","2","2","Euro","2015","3409"
"r_6","BG33","3","1","Euro","2008","1088"
"r_6","BG33","3","2","Euro","2008","2286"
"r_6","BG33","3","1","Euro","2009","1620"
"r_6","BG33","3","2","Euro","2009","3403"
"r_6","BG33","3","1","Euro","2010","1664"
"r_6","BG33","3","2","Euro","2010","3494"
"r_6","BG33","3","1","Euro","2011","1626"
"r_6","BG33","3","2","Euro","2011","3414"
"r_6","BG33","3","1","Euro","2012","1676"
"r_6","BG33","3","2","Euro","2012","3520"
"r_6","BG33","3","1","Euro","2013","1658"
"r_6","BG33","3","2","Euro","2013","3482"
"r_6","BG33","3","1","Euro","2014","1905"
"r_6","BG33","3","2","Euro","2014","4000"
"r_6","BG33","3","1","Euro","2015","1948"
"r_6","BG33","3","2","Euro","2015","4091"
"r_6","BG33","4","1","Euro","2008","1270"
"r_6","BG33","4","2","Euro","2008","2667"
"r_6","BG33","4","1","Euro","2009","1890"
"r_6","BG33","4","2","Euro","2009","3970"
"r_6","BG33","4","1","Euro","2010","1941"
"r_6","BG33","4","2","Euro","2010","4076"
"r_6","BG33","4","1","Euro","2011","1896"
"r_6","BG33","4","2","Euro","2011","3983"
"r_6","BG33","4","1","Euro","2012","1956"
"r_6","BG33","4","2","Euro","2012","4107"
"r_6","BG33","4","1","Euro","2013","1934"
"r_6","BG33","4","2","Euro","2013","4062"
"r_6","BG33","4","1","Euro","2014","2222"
"r_6","BG33","4","2","Euro","2014","4667"
"r_6","BG33","4","1","Euro","2015","2273"
"r_6","BG33","4","2","Euro","2015","4773"
"r_6","BG33","1","1","BGN_fig","2008","1419"
"r_6","BG33","1","2","BGN_fig","2008","2980"
"r_6","BG33","1","1","BGN_fig","2009","2113"
"r_6","BG33","1","2","BGN_fig","2009","4437"
"r_6","BG33","1","1","BGN_fig","2010","2169"
"r_6","BG33","1","2","BGN_fig","2010","4556"
"r_6","BG33","1","1","BGN_fig","2011","2119"
"r_6","BG33","1","2","BGN_fig","2011","4451"
"r_6","BG33","1","1","BGN_fig","2012","2186"
"r_6","BG33","1","2","BGN_fig","2012","4590"
"r_6","BG33","1","1","BGN_fig","2013","2162"
"r_6","BG33","1","2","BGN_fig","2013","4540"
"r_6","BG33","1","1","BGN_fig","2014","2484"
"r_6","BG33","1","2","BGN_fig","2014","5216"
"r_6","BG33","1","1","BGN_fig","2015","2540"
"r_6","BG33","1","2","BGN_fig","2015","5334"
"r_6","BG33","2","1","BGN_fig","2008","1774"
"r_6","BG33","2","2","BGN_fig","2008","3725"
"r_6","BG33","2","1","BGN_fig","2009","2641"
"r_6","BG33","2","2","BGN_fig","2009","5546"
"r_6","BG33","2","1","BGN_fig","2010","2712"
"r_6","BG33","2","2","BGN_fig","2010","5695"
"r_6","BG33","2","1","BGN_fig","2011","2649"
"r_6","BG33","2","2","BGN_fig","2011","5564"
"r_6","BG33","2","1","BGN_fig","2012","2732"
"r_6","BG33","2","2","BGN_fig","2012","5738"
"r_6","BG33","2","1","BGN_fig","2013","2702"
"r_6","BG33","2","2","BGN_fig","2013","5675"
"r_6","BG33","2","1","BGN_fig","2014","3105"
"r_6","BG33","2","2","BGN_fig","2014","6520"
"r_6","BG33","2","1","BGN_fig","2015","3175"
"r_6","BG33","2","2","BGN_fig","2015","6667"
"r_6","BG33","3","1","BGN_fig","2008","2129"
"r_6","BG33","3","2","BGN_fig","2008","4470"
"r_6","BG33","3","1","BGN_fig","2009","3169"
"r_6","BG33","3","2","BGN_fig","2009","6655"
"r_6","BG33","3","1","BGN_fig","2010","3254"
"r_6","BG33","3","2","BGN_fig","2010","6834"
"r_6","BG33","3","1","BGN_fig","2011","3179"
"r_6","BG33","3","2","BGN_fig","2011","6676"
"r_6","BG33","3","1","BGN_fig","2012","3279"
"r_6","BG33","3","2","BGN_fig","2012","6885"
"r_6","BG33","3","1","BGN_fig","2013","3243"
"r_6","BG33","3","2","BGN_fig","2013","6810"
"r_6","BG33","3","1","BGN_fig","2014","3726"
"r_6","BG33","3","2","BGN_fig","2014","7824"
"r_6","BG33","3","1","BGN_fig","2015","3810"
"r_6","BG33","3","2","BGN_fig","2015","8001"
"r_6","BG33","4","1","BGN_fig","2008","2484"
"r_6","BG33","4","2","BGN_fig","2008","5215"
"r_6","BG33","4","1","BGN_fig","2009","3697"
"r_6","BG33","4","2","BGN_fig","2009","7764"
"r_6","BG33","4","1","BGN_fig","2010","3796"
"r_6","BG33","4","2","BGN_fig","2010","7972"
"r_6","BG33","4","1","BGN_fig","2011","3709"
"r_6","BG33","4","2","BGN_fig","2011","7789"
"r_6","BG33","4","1","BGN_fig","2012","3825"
"r_6","BG33","4","2","BGN_fig","2012","8033"
"r_6","BG33","4","1","BGN_fig","2013","3783"
"r_6","BG33","4","2","BGN_fig","2013","7945"
"r_6","BG33","4","1","BGN_fig","2014","4347"
"r_6","BG33","4","2","BGN_fig","2014","9128"
"r_6","BG33","4","1","BGN_fig","2015","4445"
"r_6","BG33","4","2","BGN_fig","2015","9334"
"r_6","BG331","1","1","BGN_fig","2008","1591"
"r_6","BG331","1","2","BGN_fig","2008","3340.05"
"r_6","BG331","1","1","BGN_fig","2009","2488"
"r_6","BG331","1","2","BGN_fig","2009","5224.8"
"r_6","BG331","1","1","BGN_fig","2010","2556"
"r_6","BG331","1","2","BGN_fig","2010","5367.6"
"r_6","BG331","1","1","BGN_fig","2011","2667"
"r_6","BG331","1","2","BGN_fig","2011","5600.78"
"r_6","BG331","1","1","BGN_fig","2012","2388"
"r_6","BG331","1","2","BGN_fig","2012","5014.8"
"r_6","BG331","1","1","BGN_fig","2013","2384"
"r_6","BG331","1","2","BGN_fig","2013","5006.4"
"r_6","BG331","1","1","BGN_fig","2014","2583"
"r_6","BG331","1","2","BGN_fig","2014","5425.17"
"r_6","BG331","1","1","BGN_fig","2015","2825"
"r_6","BG331","1","2","BGN_fig","2015","5932"
"r_6","BG331","2","1","BGN_fig","2008","1988"
"r_6","BG331","2","2","BGN_fig","2008","4175.06"
"r_6","BG331","2","1","BGN_fig","2009","3110"
"r_6","BG331","2","2","BGN_fig","2009","6531"
"r_6","BG331","2","1","BGN_fig","2010","3195"
"r_6","BG331","2","2","BGN_fig","2010","6709.5"
"r_6","BG331","2","1","BGN_fig","2011","3334"
"r_6","BG331","2","2","BGN_fig","2011","7000.98"
"r_6","BG331","2","1","BGN_fig","2012","2985"
"r_6","BG331","2","2","BGN_fig","2012","6268.5"
"r_6","BG331","2","1","BGN_fig","2013","2980"
"r_6","BG331","2","2","BGN_fig","2013","6258"
"r_6","BG331","2","1","BGN_fig","2014","3229"
"r_6","BG331","2","2","BGN_fig","2014","6781.46"
"r_6","BG331","2","1","BGN_fig","2015","3531"
"r_6","BG331","2","2","BGN_fig","2015","7415"
"r_6","BG331","3","1","BGN_fig","2008","2386"
"r_6","BG331","3","2","BGN_fig","2008","5010.1"
"r_6","BG331","3","1","BGN_fig","2009","3732"
"r_6","BG331","3","2","BGN_fig","2009","7837.2"
"r_6","BG331","3","1","BGN_fig","2010","3834"
"r_6","BG331","3","2","BGN_fig","2010","8051"
"r_6","BG331","3","1","BGN_fig","2011","4001"
"r_6","BG331","3","2","BGN_fig","2011","8401"
"r_6","BG331","3","1","BGN_fig","2012","3582"
"r_6","BG331","3","2","BGN_fig","2012","7522"
"r_6","BG331","3","1","BGN_fig","2013","3576"
"r_6","BG331","3","2","BGN_fig","2013","7510"
"r_6","BG331","3","1","BGN_fig","2014","3875"
"r_6","BG331","3","2","BGN_fig","2014","8138"
"r_6","BG331","3","1","BGN_fig","2015","4237"
"r_6","BG331","3","2","BGN_fig","2015","8899"
"r_6","BG331","4","1","BGN_fig","2008","2783"
"r_6","BG331","4","2","BGN_fig","2008","5845.09"
"r_6","BG331","4","1","BGN_fig","2009","4354"
"r_6","BG331","4","2","BGN_fig","2009","9143.4"
"r_6","BG331","4","1","BGN_fig","2010","4473"
"r_6","BG331","4","2","BGN_fig","2010","9393.3"
"r_6","BG331","4","1","BGN_fig","2011","4667"
"r_6","BG331","4","2","BGN_fig","2011","9801.37"
"r_6","BG331","4","1","BGN_fig","2012","4179"
"r_6","BG331","4","2","BGN_fig","2012","8775.9"
"r_6","BG331","4","1","BGN_fig","2013","4172"
"r_6","BG331","4","2","BGN_fig","2013","8761.2"
"r_6","BG331","4","1","BGN_fig","2014","4521"
"r_6","BG331","4","2","BGN_fig","2014","9494.04"
"r_6","BG331","4","1","BGN_fig","2015","4944"
"r_6","BG331","4","2","BGN_fig","2015","10382"
"r_6","BG332","1","1","BGN_fig","2008","1445"
"r_6","BG332","1","2","BGN_fig","2008","3034.08"
"r_6","BG332","1","1","BGN_fig","2009","1954"
"r_6","BG332","1","2","BGN_fig","2009","4103.49"
"r_6","BG332","1","1","BGN_fig","2010","1996"
"r_6","BG332","1","2","BGN_fig","2010","4191.88"
"r_6","BG332","1","1","BGN_fig","2011","1889"
"r_6","BG332","1","2","BGN_fig","2011","3967.57"
"r_6","BG332","1","1","BGN_fig","2012","2254"
"r_6","BG332","1","2","BGN_fig","2012","4734.37"
"r_6","BG332","1","1","BGN_fig","2013","2314"
"r_6","BG332","1","2","BGN_fig","2013","4860.31"
"r_6","BG332","1","1","BGN_fig","2014","2559"
"r_6","BG332","1","2","BGN_fig","2014","5373.38"
"r_6","BG332","1","1","BGN_fig","2015","2547"
"r_6","BG332","1","2","BGN_fig","2015","5348"
"r_6","BG332","2","1","BGN_fig","2008","1806"
"r_6","BG332","2","2","BGN_fig","2008","3792.6"
"r_6","BG332","2","1","BGN_fig","2009","2443"
"r_6","BG332","2","2","BGN_fig","2009","5129.36"
"r_6","BG332","2","1","BGN_fig","2010","2495"
"r_6","BG332","2","2","BGN_fig","2010","5239.85"
"r_6","BG332","2","1","BGN_fig","2011","2362"
"r_6","BG332","2","2","BGN_fig","2011","4959.46"
"r_6","BG332","2","1","BGN_fig","2012","2818"
"r_6","BG332","2","2","BGN_fig","2012","5917.96"
"r_6","BG332","2","1","BGN_fig","2013","2893"
"r_6","BG332","2","2","BGN_fig","2013","6075.39"
"r_6","BG332","2","1","BGN_fig","2014","3198"
"r_6","BG332","2","2","BGN_fig","2014","6716.73"
"r_6","BG332","2","1","BGN_fig","2015","3183"
"r_6","BG332","2","2","BGN_fig","2015","6685"
"r_6","BG332","3","1","BGN_fig","2008","2167"
"r_6","BG332","3","2","BGN_fig","2008","4551.1"
"r_6","BG332","3","1","BGN_fig","2009","2931"
"r_6","BG332","3","2","BGN_fig","2009","6155.2"
"r_6","BG332","3","1","BGN_fig","2010","2994"
"r_6","BG332","3","2","BGN_fig","2010","6288"
"r_6","BG332","3","1","BGN_fig","2011","2834"
"r_6","BG332","3","2","BGN_fig","2011","5951"
"r_6","BG332","3","1","BGN_fig","2012","3382"
"r_6","BG332","3","2","BGN_fig","2012","7102"
"r_6","BG332","3","1","BGN_fig","2013","3472"
"r_6","BG332","3","2","BGN_fig","2013","7290"
"r_6","BG332","3","1","BGN_fig","2014","3838"
"r_6","BG332","3","2","BGN_fig","2014","8060"
"r_6","BG332","3","1","BGN_fig","2015","3820"
"r_6","BG332","3","2","BGN_fig","2015","8022"
"r_6","BG332","4","1","BGN_fig","2008","2528"
"r_6","BG332","4","2","BGN_fig","2008","5309.64"
"r_6","BG332","4","1","BGN_fig","2009","3420"
"r_6","BG332","4","2","BGN_fig","2009","7181.11"
"r_6","BG332","4","1","BGN_fig","2010","3493"
"r_6","BG332","4","2","BGN_fig","2010","7335.79"
"r_6","BG332","4","1","BGN_fig","2011","3306"
"r_6","BG332","4","2","BGN_fig","2011","6943.25"
"r_6","BG332","4","1","BGN_fig","2012","3945"
"r_6","BG332","4","2","BGN_fig","2012","8285.15"
"r_6","BG332","4","1","BGN_fig","2013","4050"
"r_6","BG332","4","2","BGN_fig","2013","8505.55"
"r_6","BG332","4","1","BGN_fig","2014","4478"
"r_6","BG332","4","2","BGN_fig","2014","9403.42"
"r_6","BG332","4","1","BGN_fig","2015","4457"
"r_6","BG332","4","2","BGN_fig","2015","9359"
"r_6","BG334","1","1","BGN_fig","2008","1351"
"r_6","BG334","1","2","BGN_fig","2008","2837.73"
"r_6","BG334","1","1","BGN_fig","2009","1965"
"r_6","BG334","1","2","BGN_fig","2009","4127.02"
"r_6","BG334","1","1","BGN_fig","2010","1610"
"r_6","BG334","1","2","BGN_fig","2010","3380.79"
"r_6","BG334","1","1","BGN_fig","2011","1465"
"r_6","BG334","1","2","BGN_fig","2011","3076.06"
"r_6","BG334","1","1","BGN_fig","2012","1500"
"r_6","BG334","1","2","BGN_fig","2012","3150"
"r_6","BG334","1","1","BGN_fig","2013","1896"
"r_6","BG334","1","2","BGN_fig","2013","3982.33"
"r_6","BG334","1","1","BGN_fig","2014","1994"
"r_6","BG334","1","2","BGN_fig","2014","4186.63"
"r_6","BG334","1","1","BGN_fig","2015","2198"
"r_6","BG334","1","2","BGN_fig","2015","4617"
"r_6","BG334","2","1","BGN_fig","2008","1689"
"r_6","BG334","2","2","BGN_fig","2008","3547.16"
"r_6","BG334","2","1","BGN_fig","2009","2457"
"r_6","BG334","2","2","BGN_fig","2009","5158.77"
"r_6","BG334","2","1","BGN_fig","2010","2012"
"r_6","BG334","2","2","BGN_fig","2010","4225.98"
"r_6","BG334","2","1","BGN_fig","2011","1831"
"r_6","BG334","2","2","BGN_fig","2011","3845.07"
"r_6","BG334","2","1","BGN_fig","2012","1875"
"r_6","BG334","2","2","BGN_fig","2012","3937.5"
"r_6","BG334","2","1","BGN_fig","2013","2370"
"r_6","BG334","2","2","BGN_fig","2013","4977.92"
"r_6","BG334","2","1","BGN_fig","2014","2492"
"r_6","BG334","2","2","BGN_fig","2014","5233.29"
"r_6","BG334","2","1","BGN_fig","2015","2748"
"r_6","BG334","2","2","BGN_fig","2015","5771"
"r_6","BG334","3","1","BGN_fig","2008","2027"
"r_6","BG334","3","2","BGN_fig","2008","4256.6"
"r_6","BG334","3","1","BGN_fig","2009","2948"
"r_6","BG334","3","2","BGN_fig","2009","6190.5"
"r_6","BG334","3","1","BGN_fig","2010","2415"
"r_6","BG334","3","2","BGN_fig","2010","5071"
"r_6","BG334","3","1","BGN_fig","2011","2197"
"r_6","BG334","3","2","BGN_fig","2011","4614"
"r_6","BG334","3","1","BGN_fig","2012","2250"
"r_6","BG334","3","2","BGN_fig","2012","4725"
"r_6","BG334","3","1","BGN_fig","2013","2845"
"r_6","BG334","3","2","BGN_fig","2013","5973"
"r_6","BG334","3","1","BGN_fig","2014","2990"
"r_6","BG334","3","2","BGN_fig","2014","6280"
"r_6","BG334","3","1","BGN_fig","2015","3298"
"r_6","BG334","3","2","BGN_fig","2015","6925"
"r_6","BG334","4","1","BGN_fig","2008","2365"
"r_6","BG334","4","2","BGN_fig","2008","4966.03"
"r_6","BG334","4","1","BGN_fig","2009","3439"
"r_6","BG334","4","2","BGN_fig","2009","7222.28"
"r_6","BG334","4","1","BGN_fig","2010","2817"
"r_6","BG334","4","2","BGN_fig","2010","5916.38"
"r_6","BG334","4","1","BGN_fig","2011","2563"
"r_6","BG334","4","2","BGN_fig","2011","5383.1"
"r_6","BG334","4","1","BGN_fig","2012","2625"
"r_6","BG334","4","2","BGN_fig","2012","5512.5"
"r_6","BG334","4","1","BGN_fig","2013","3319"
"r_6","BG334","4","2","BGN_fig","2013","6969.08"
"r_6","BG334","4","1","BGN_fig","2014","3489"
"r_6","BG334","4","2","BGN_fig","2014","7326.6"
"r_6","BG334","4","1","BGN_fig","2015","3847"
"r_6","BG334","4","2","BGN_fig","2015","8079"
"r_6","BG333","1","1","BGN_fig","2008","1289"
"r_6","BG333","1","2","BGN_fig","2008","2706.85"
"r_6","BG333","1","1","BGN_fig","2009","1800"
"r_6","BG333","1","2","BGN_fig","2009","3780.17"
"r_6","BG333","1","1","BGN_fig","2010","2047"
"r_6","BG333","1","2","BGN_fig","2010","4298.55"
"r_6","BG333","1","1","BGN_fig","2011","1922"
"r_6","BG333","1","2","BGN_fig","2011","4037.04"
"r_6","BG333","1","1","BGN_fig","2012","2095"
"r_6","BG333","1","2","BGN_fig","2012","4399.2"
"r_6","BG333","1","1","BGN_fig","2013","1789"
"r_6","BG333","1","2","BGN_fig","2013","3756.48"
"r_6","BG333","1","1","BGN_fig","2014","2407"
"r_6","BG333","1","2","BGN_fig","2014","5054.09"
"r_6","BG333","1","1","BGN_fig","2015","2264"
"r_6","BG333","1","2","BGN_fig","2015","4754"
"r_6","BG333","2","1","BGN_fig","2008","1611"
"r_6","BG333","2","2","BGN_fig","2008","3383.56"
"r_6","BG333","2","1","BGN_fig","2009","2250"
"r_6","BG333","2","2","BGN_fig","2009","4725.22"
"r_6","BG333","2","1","BGN_fig","2010","2559"
"r_6","BG333","2","2","BGN_fig","2010","5373.19"
"r_6","BG333","2","1","BGN_fig","2011","2403"
"r_6","BG333","2","2","BGN_fig","2011","5046.3"
"r_6","BG333","2","1","BGN_fig","2012","2619"
"r_6","BG333","2","2","BGN_fig","2012","5499"
"r_6","BG333","2","1","BGN_fig","2013","2236"
"r_6","BG333","2","2","BGN_fig","2013","4695.6"
"r_6","BG333","2","1","BGN_fig","2014","3008"
"r_6","BG333","2","2","BGN_fig","2014","6317.62"
"r_6","BG333","2","1","BGN_fig","2015","2830"
"r_6","BG333","2","2","BGN_fig","2015","5942"
"r_6","BG333","3","1","BGN_fig","2008","1933"
"r_6","BG333","3","2","BGN_fig","2008","4060.3"
"r_6","BG333","3","1","BGN_fig","2009","2700"
"r_6","BG333","3","2","BGN_fig","2009","5670.3"
"r_6","BG333","3","1","BGN_fig","2010","3070"
"r_6","BG333","3","2","BGN_fig","2010","6448"
"r_6","BG333","3","1","BGN_fig","2011","2884"
"r_6","BG333","3","2","BGN_fig","2011","6056"
"r_6","BG333","3","1","BGN_fig","2012","3142"
"r_6","BG333","3","2","BGN_fig","2012","6599"
"r_6","BG333","3","1","BGN_fig","2013","2683"
"r_6","BG333","3","2","BGN_fig","2013","5635"
"r_6","BG333","3","1","BGN_fig","2014","3610"
"r_6","BG333","3","2","BGN_fig","2014","7581"
