RevisionColumn,NUTS,SILC_Median,SILC_HHType,Units,periods,ValueColumn
"r_6","BG425","4","2","BGN_fig","2015","5563"
"r_6","BG423","1","1","BGN_fig","2008","1336"
"r_6","BG423","1","2","BGN_fig","2008","2805.82"
"r_6","BG423","1","1","BGN_fig","2009","1893"
"r_6","BG423","1","2","BGN_fig","2009","3975.88"
"r_6","BG423","1","1","BGN_fig","2010","2117"
"r_6","BG423","1","2","BGN_fig","2010","4445.26"
"r_6","BG423","1","1","BGN_fig","2011","1669"
"r_6","BG423","1","2","BGN_fig","2011","3504.1"
"r_6","BG423","1","1","BGN_fig","2012","1753"
"r_6","BG423","1","2","BGN_fig","2012","3681.7"
"r_6","BG423","1","1","BGN_fig","2013","1478"
"r_6","BG423","1","2","BGN_fig","2013","3104.34"
"r_6","BG423","1","1","BGN_fig","2014","1554"
"r_6","BG423","1","2","BGN_fig","2014","3263"
"r_6","BG423","1","1","BGN_fig","2015","1617"
"r_6","BG423","1","2","BGN_fig","2015","3395"
"r_6","BG423","2","1","BGN_fig","2008","1670"
"r_6","BG423","2","2","BGN_fig","2008","3507.27"
"r_6","BG423","2","1","BGN_fig","2009","2367"
"r_6","BG423","2","2","BGN_fig","2009","4969.85"
"r_6","BG423","2","1","BGN_fig","2010","2646"
"r_6","BG423","2","2","BGN_fig","2010","5556.57"
"r_6","BG423","2","1","BGN_fig","2011","2086"
"r_6","BG423","2","2","BGN_fig","2011","4380.12"
"r_6","BG423","2","1","BGN_fig","2012","2191"
"r_6","BG423","2","2","BGN_fig","2012","4602.12"
"r_6","BG423","2","1","BGN_fig","2013","1848"
"r_6","BG423","2","2","BGN_fig","2013","3880.42"
"r_6","BG423","2","1","BGN_fig","2014","1942"
"r_6","BG423","2","2","BGN_fig","2014","4078.75"
"r_6","BG423","2","1","BGN_fig","2015","2021"
"r_6","BG423","2","2","BGN_fig","2015","4244"
"r_6","BG423","3","1","BGN_fig","2008","2004"
"r_6","BG423","3","2","BGN_fig","2008","4208.7"
"r_6","BG423","3","1","BGN_fig","2009","2840"
"r_6","BG423","3","2","BGN_fig","2009","5963.8"
"r_6","BG423","3","1","BGN_fig","2010","3175"
"r_6","BG423","3","2","BGN_fig","2010","6668"
"r_6","BG423","3","1","BGN_fig","2011","2503"
"r_6","BG423","3","2","BGN_fig","2011","5256"
"r_6","BG423","3","1","BGN_fig","2012","2630"
"r_6","BG423","3","2","BGN_fig","2012","5523"
"r_6","BG423","3","1","BGN_fig","2013","2217"
"r_6","BG423","3","2","BGN_fig","2013","4657"
"r_6","BG423","3","1","BGN_fig","2014","2331"
"r_6","BG423","3","2","BGN_fig","2014","4894"
"r_6","BG423","3","1","BGN_fig","2015","2425"
"r_6","BG423","3","2","BGN_fig","2015","5093"
"r_6","BG423","4","1","BGN_fig","2008","2338"
"r_6","BG423","4","2","BGN_fig","2008","4910.18"
"r_6","BG423","4","1","BGN_fig","2009","3313"
"r_6","BG423","4","2","BGN_fig","2009","6957.78"
"r_6","BG423","4","1","BGN_fig","2010","3704"
"r_6","BG423","4","2","BGN_fig","2010","7779.2"
"r_6","BG423","4","1","BGN_fig","2011","2920"
"r_6","BG423","4","2","BGN_fig","2011","6132.17"
"r_6","BG423","4","1","BGN_fig","2012","3068"
"r_6","BG423","4","2","BGN_fig","2012","6442.97"
"r_6","BG423","4","1","BGN_fig","2013","2587"
"r_6","BG423","4","2","BGN_fig","2013","5432.59"
"r_6","BG423","4","1","BGN_fig","2014","2719"
"r_6","BG423","4","2","BGN_fig","2014","5710.24"
"r_6","BG423","4","1","BGN_fig","2015","2829"
"r_6","BG423","4","2","BGN_fig","2015","5942"
"r_6","BG421","1","1","BGN_fig","2008","1771"
"r_6","BG421","1","2","BGN_fig","2008","3718.08"
"r_6","BG421","1","1","BGN_fig","2009","2176"
"r_6","BG421","1","2","BGN_fig","2009","4569.57"
"r_6","BG421","1","1","BGN_fig","2010","2442"
"r_6","BG421","1","2","BGN_fig","2010","5128.54"
"r_6","BG421","1","1","BGN_fig","2011","2272"
"r_6","BG421","1","2","BGN_fig","2011","4770.15"
"r_6","BG421","1","1","BGN_fig","2012","2262"
"r_6","BG421","1","2","BGN_fig","2012","4749.71"
"r_6","BG421","1","1","BGN_fig","2013","2266"
"r_6","BG421","1","2","BGN_fig","2013","4759.19"
"r_6","BG421","1","1","BGN_fig","2014","2590"
"r_6","BG421","1","2","BGN_fig","2014","5437.95"
"r_6","BG421","1","1","BGN_fig","2015","2688"
"r_6","BG421","1","2","BGN_fig","2015","5645"
"r_6","BG421","2","1","BGN_fig","2008","2213"
"r_6","BG421","2","2","BGN_fig","2008","4647.59"
"r_6","BG421","2","1","BGN_fig","2009","2720"
"r_6","BG421","2","2","BGN_fig","2009","5711.96"
"r_6","BG421","2","1","BGN_fig","2010","3053"
"r_6","BG421","2","2","BGN_fig","2010","6410.67"
"r_6","BG421","2","1","BGN_fig","2011","2839"
"r_6","BG421","2","2","BGN_fig","2011","5962.69"
"r_6","BG421","2","1","BGN_fig","2012","2827"
"r_6","BG421","2","2","BGN_fig","2012","5937.14"
"r_6","BG421","2","1","BGN_fig","2013","2833"
"r_6","BG421","2","2","BGN_fig","2013","5948.99"
"r_6","BG421","2","1","BGN_fig","2014","3237"
"r_6","BG421","2","2","BGN_fig","2014","6797.43"
"r_6","BG421","2","1","BGN_fig","2015","3360"
"r_6","BG421","2","2","BGN_fig","2015","7056"
"r_6","BG421","3","1","BGN_fig","2008","2656"
"r_6","BG421","3","2","BGN_fig","2008","5577.1"
"r_6","BG421","3","1","BGN_fig","2009","3264"
"r_6","BG421","3","2","BGN_fig","2009","6854.3"
"r_6","BG421","3","1","BGN_fig","2010","3663"
"r_6","BG421","3","2","BGN_fig","2010","7693"
"r_6","BG421","3","1","BGN_fig","2011","3407"
"r_6","BG421","3","2","BGN_fig","2011","7155"
"r_6","BG421","3","1","BGN_fig","2012","3393"
"r_6","BG421","3","2","BGN_fig","2012","7125"
"r_6","BG421","3","1","BGN_fig","2013","3399"
"r_6","BG421","3","2","BGN_fig","2013","7139"
"r_6","BG421","3","1","BGN_fig","2014","3884"
"r_6","BG421","3","2","BGN_fig","2014","8157"
"r_6","BG421","3","1","BGN_fig","2015","4032"
"r_6","BG421","3","2","BGN_fig","2015","8467"
"r_6","BG421","4","1","BGN_fig","2008","3098"
"r_6","BG421","4","2","BGN_fig","2008","6506.63"
"r_6","BG421","4","1","BGN_fig","2009","3808"
"r_6","BG421","4","2","BGN_fig","2009","7996.74"
"r_6","BG421","4","1","BGN_fig","2010","4274"
"r_6","BG421","4","2","BGN_fig","2010","8974.94"
"r_6","BG421","4","1","BGN_fig","2011","3975"
"r_6","BG421","4","2","BGN_fig","2011","8347.76"
"r_6","BG421","4","1","BGN_fig","2012","3958"
"r_6","BG421","4","2","BGN_fig","2012","8311.99"
"r_6","BG421","4","1","BGN_fig","2013","3966"
"r_6","BG421","4","2","BGN_fig","2013","8328.58"
"r_6","BG421","4","1","BGN_fig","2014","4532"
"r_6","BG421","4","2","BGN_fig","2014","9516.41"
"r_6","BG421","4","1","BGN_fig","2015","4704"
"r_6","BG421","4","2","BGN_fig","2015","9878"
"r_6","BG424","1","1","BGN_fig","2008","1368"
"r_6","BG424","1","2","BGN_fig","2008","2871.89"
"r_6","BG424","1","1","BGN_fig","2009","2138"
"r_6","BG424","1","2","BGN_fig","2009","4490.78"
"r_6","BG424","1","1","BGN_fig","2010","2040"
"r_6","BG424","1","2","BGN_fig","2010","4283.41"
"r_6","BG424","1","1","BGN_fig","2011","1957"
"r_6","BG424","1","2","BGN_fig","2011","4109.69"
"r_6","BG424","1","1","BGN_fig","2012","1958"
"r_6","BG424","1","2","BGN_fig","2012","4110.96"
"r_6","BG424","1","1","BGN_fig","2013","1695"
"r_6","BG424","1","2","BGN_fig","2013","3560.38"
"r_6","BG424","1","1","BGN_fig","2014","2040"
"r_6","BG424","1","2","BGN_fig","2014","4283.46"
"r_6","BG424","1","1","BGN_fig","2015","2112"
"r_6","BG424","1","2","BGN_fig","2015","4435"
"r_6","BG424","2","1","BGN_fig","2008","1709"
"r_6","BG424","2","2","BGN_fig","2008","3589.86"
"r_6","BG424","2","1","BGN_fig","2009","2673"
"r_6","BG424","2","2","BGN_fig","2009","5613.48"
"r_6","BG424","2","1","BGN_fig","2010","2550"
"r_6","BG424","2","2","BGN_fig","2010","5354.26"
"r_6","BG424","2","1","BGN_fig","2011","2446"
"r_6","BG424","2","2","BGN_fig","2011","5137.11"
"r_6","BG424","2","1","BGN_fig","2012","2447"
"r_6","BG424","2","2","BGN_fig","2012","5138.7"
"r_6","BG424","2","1","BGN_fig","2013","2119"
"r_6","BG424","2","2","BGN_fig","2013","4450.48"
"r_6","BG424","2","1","BGN_fig","2014","2550"
"r_6","BG424","2","2","BGN_fig","2014","5354.33"
"r_6","BG424","2","1","BGN_fig","2015","2640"
"r_6","BG424","2","2","BGN_fig","2015","5544"
"r_6","BG424","3","1","BGN_fig","2008","2051"
"r_6","BG424","3","2","BGN_fig","2008","4307.8"
"r_6","BG424","3","1","BGN_fig","2009","3208"
"r_6","BG424","3","2","BGN_fig","2009","6736.2"
"r_6","BG424","3","1","BGN_fig","2010","3060"
"r_6","BG424","3","2","BGN_fig","2010","6425"
"r_6","BG424","3","1","BGN_fig","2011","2935"
"r_6","BG424","3","2","BGN_fig","2011","6165"
"r_6","BG424","3","1","BGN_fig","2012","2936"
"r_6","BG424","3","2","BGN_fig","2012","6166"
"r_6","BG424","3","1","BGN_fig","2013","2543"
"r_6","BG424","3","2","BGN_fig","2013","5341"
"r_6","BG424","3","1","BGN_fig","2014","3060"
"r_6","BG424","3","2","BGN_fig","2014","6425"
"r_6","BG424","3","1","BGN_fig","2015","3168"
"r_6","BG424","3","2","BGN_fig","2015","6653"
"r_6","BG424","4","1","BGN_fig","2008","2393"
"r_6","BG424","4","2","BGN_fig","2008","5025.8"
"r_6","BG424","4","1","BGN_fig","2009","3742"
"r_6","BG424","4","2","BGN_fig","2009","7858.87"
"r_6","BG424","4","1","BGN_fig","2010","3570"
"r_6","BG424","4","2","BGN_fig","2010","7495.96"
"r_6","BG424","4","1","BGN_fig","2011","3425"
"r_6","BG424","4","2","BGN_fig","2011","7191.96"
"r_6","BG424","4","1","BGN_fig","2012","3426"
"r_6","BG424","4","2","BGN_fig","2012","7194.18"
"r_6","BG424","4","1","BGN_fig","2013","2967"
"r_6","BG424","4","2","BGN_fig","2013","6230.67"
"r_6","BG424","4","1","BGN_fig","2014","3570"
"r_6","BG424","4","2","BGN_fig","2014","7496.06"
"r_6","BG424","4","1","BGN_fig","2015","3696"
"r_6","BG424","4","2","BGN_fig","2015","7762"
"r_6","BG422","1","1","BGN_fig","2008","1584"
"r_6","BG422","1","2","BGN_fig","2008","3326.75"
"r_6","BG422","1","1","BGN_fig","2009","2340"
"r_6","BG422","1","2","BGN_fig","2009","4913.94"
"r_6","BG422","1","1","BGN_fig","2010","2105"
"r_6","BG422","1","2","BGN_fig","2010","4420.2"
"r_6","BG422","1","1","BGN_fig","2011","2109"
"r_6","BG422","1","2","BGN_fig","2011","4429.94"
"r_6","BG422","1","1","BGN_fig","2012","2149"
"r_6","BG422","1","2","BGN_fig","2012","4512.64"
"r_6","BG422","1","1","BGN_fig","2013","1903"
"r_6","BG422","1","2","BGN_fig","2013","3995.67"
"r_6","BG422","1","1","BGN_fig","2014","2533"
"r_6","BG422","1","2","BGN_fig","2014","5320"
"r_6","BG422","1","1","BGN_fig","2015","2131"
"r_6","BG422","1","2","BGN_fig","2015","4476"
"r_6","BG422","2","1","BGN_fig","2008","1980"
"r_6","BG422","2","2","BGN_fig","2008","4158.43"
"r_6","BG422","2","1","BGN_fig","2009","2925"
"r_6","BG422","2","2","BGN_fig","2009","6142.43"
"r_6","BG422","2","1","BGN_fig","2010","2631"
"r_6","BG422","2","2","BGN_fig","2010","5525.25"
"r_6","BG422","2","1","BGN_fig","2011","2637"
"r_6","BG422","2","2","BGN_fig","2011","5537.42"
"r_6","BG422","2","1","BGN_fig","2012","2686"
"r_6","BG422","2","2","BGN_fig","2012","5640.79"
"r_6","BG422","2","1","BGN_fig","2013","2378"
"r_6","BG422","2","2","BGN_fig","2013","4994.58"
"r_6","BG422","2","1","BGN_fig","2014","3167"
"r_6","BG422","2","2","BGN_fig","2014","6650"
"r_6","BG422","2","1","BGN_fig","2015","2664"
"r_6","BG422","2","2","BGN_fig","2015","5595"
"r_6","BG422","3","1","BGN_fig","2008","2376"
"r_6","BG422","3","2","BGN_fig","2008","4990.1"
"r_6","BG422","3","1","BGN_fig","2009","3510"
"r_6","BG422","3","2","BGN_fig","2009","7370.9"
"r_6","BG422","3","1","BGN_fig","2010","3157"
"r_6","BG422","3","2","BGN_fig","2010","6630"
"r_6","BG422","3","1","BGN_fig","2011","3164"
"r_6","BG422","3","2","BGN_fig","2011","6645"
"r_6","BG422","3","1","BGN_fig","2012","3223"
"r_6","BG422","3","2","BGN_fig","2012","6769"
"r_6","BG422","3","1","BGN_fig","2013","2854"
"r_6","BG422","3","2","BGN_fig","2013","5994"
"r_6","BG422","3","1","BGN_fig","2014","3800"
"r_6","BG422","3","2","BGN_fig","2014","7980"
"r_6","BG422","3","1","BGN_fig","2015","3197"
"r_6","BG422","3","2","BGN_fig","2015","6714"
"r_6","BG422","4","1","BGN_fig","2008","2772"
"r_6","BG422","4","2","BGN_fig","2008","5821.81"
"r_6","BG422","4","1","BGN_fig","2009","4095"
"r_6","BG422","4","2","BGN_fig","2009","8599.4"
"r_6","BG422","4","1","BGN_fig","2010","3684"
"r_6","BG422","4","2","BGN_fig","2010","7735.34"
"r_6","BG422","4","1","BGN_fig","2011","3692"
"r_6","BG422","4","2","BGN_fig","2011","7752.39"
"r_6","BG422","4","1","BGN_fig","2012","3761"
"r_6","BG422","4","2","BGN_fig","2012","7897.11"
"r_6","BG422","4","1","BGN_fig","2013","3330"
"r_6","BG422","4","2","BGN_fig","2013","6992.42"
"r_6","BG422","4","1","BGN_fig","2014","4433"
"r_6","BG422","4","2","BGN_fig","2014","9310.01"
"r_6","BG422","4","1","BGN_fig","2015","3730"
"r_6","BG422","4","2","BGN_fig","2015","7833"
"r_7","BG","3","1","Euro","2017","2154"
"r_7","BG","3","2","Euro","2017","4524"
"r_7","BG","3","1","BGN_fig","2017","4213"
"r_7","BG","3","2","BGN_fig","2017","8848"
"r_7","BG","3","1","PPP_fig","2017","4500"
"r_7","BG","3","2","PPP_fig","2017","9451"
"r_7","BG","1","1","Euro","2017","1436"
"r_7","BG","1","2","Euro","2017","3016"
"r_7","BG","2","1","Euro","2017","1795"
"r_7","BG","2","2","Euro","2017","3770"
"r_7","BG","4","1","Euro","2017","2513"
"r_7","BG","4","2","Euro","2017","5278"
"r_7","BG","1","1","BGN_fig","2017","2809"
"r_7","BG","1","2","BGN_fig","2017","5899"
"r_7","BG","2","1","BGN_fig","2017","3511"
"r_7","BG","2","2","BGN_fig","2017","7373"
"r_7","BG","4","1","BGN_fig","2017","4915"
"r_7","BG","4","2","BGN_fig","2017","10322"
"r_7","BG31","1","1","Euro","2017","1136"
"r_7","BG31","1","2","Euro","2017","2386"
"r_7","BG31","2","1","Euro","2017","1420"
"r_7","BG31","2","2","Euro","2017","2983"
"r_7","BG31","3","1","Euro","2017","1704"
"r_7","BG31","3","2","Euro","2017","3579"
"r_7","BG31","4","1","Euro","2017","1988"
"r_7","BG31","4","2","Euro","2017","4176"
"r_7","BG31","1","1","BGN_fig","2017","2222"
"r_7","BG31","1","2","BGN_fig","2017","4667"
"r_7","BG31","2","1","BGN_fig","2017","2778"
"r_7","BG31","2","2","BGN_fig","2017","5833"
"r_7","BG31","3","1","BGN_fig","2017","3333"
"r_7","BG31","3","2","BGN_fig","2017","7000"
"r_7","BG31","4","1","BGN_fig","2017","3889"
"r_7","BG31","4","2","BGN_fig","2017","8167"
"r_7","BG311","1","1","BGN_fig","2017","1875"
"r_7","BG311","1","2","BGN_fig","2017","3937"
"r_7","BG311","2","1","BGN_fig","2017","2343"
"r_7","BG311","2","2","BGN_fig","2017","4921"
"r_7","BG311","3","1","BGN_fig","2017","2812"
"r_7","BG311","3","2","BGN_fig","2017","5905"
"r_7","BG311","4","1","BGN_fig","2017","3281"
"r_7","BG311","4","2","BGN_fig","2017","6890"
"r_7","BG313","1","1","BGN_fig","2017","2149"
"r_7","BG313","1","2","BGN_fig","2017","4513"
"r_7","BG313","2","1","BGN_fig","2017","2686"
"r_7","BG313","2","2","BGN_fig","2017","5641"
"r_7","BG313","3","1","BGN_fig","2017","3223"
"r_7","BG313","3","2","BGN_fig","2017","6769"
"r_7","BG313","4","1","BGN_fig","2017","3760"
"r_7","BG313","4","2","BGN_fig","2017","7897"
"r_7","BG315","1","1","BGN_fig","2017","2453"
"r_7","BG315","1","2","BGN_fig","2017","5150"
"r_7","BG315","2","1","BGN_fig","2017","3066"
"r_7","BG315","2","2","BGN_fig","2017","6438"
"r_7","BG315","3","1","BGN_fig","2017","3679"
"r_7","BG315","3","2","BGN_fig","2017","7726"
"r_7","BG315","4","1","BGN_fig","2017","4292"
"r_7","BG315","4","2","BGN_fig","2017","9013"
"r_7","BG312","1","1","BGN_fig","2017","1923"
"r_7","BG312","1","2","BGN_fig","2017","4039"
"r_7","BG312","2","1","BGN_fig","2017","2404"
"r_7","BG312","2","2","BGN_fig","2017","5049"
"r_7","BG312","3","1","BGN_fig","2017","2885"
"r_7","BG312","3","2","BGN_fig","2017","6059"
"r_7","BG312","4","1","BGN_fig","2017","3366"
"r_7","BG312","4","2","BGN_fig","2017","7068"
"r_7","BG314","1","1","BGN_fig","2017","2516"
"r_7","BG314","1","2","BGN_fig","2017","5284"
"r_7","BG314","2","1","BGN_fig","2017","3146"
"r_7","BG314","2","2","BGN_fig","2017","6606"
"r_7","BG314","3","1","BGN_fig","2017","3775"
"r_7","BG314","3","2","BGN_fig","2017","7927"
"r_7","BG314","4","1","BGN_fig","2017","4404"
"r_7","BG314","4","2","BGN_fig","2017","9248"
"r_7","BG32","1","1","Euro","2017","1359"
"r_7","BG32","1","2","Euro","2017","2855"
"r_7","BG32","2","1","Euro","2017","1699"
"r_7","BG32","2","2","Euro","2017","3568"
"r_7","BG32","3","1","Euro","2017","2039"
"r_7","BG32","3","2","Euro","2017","4282"
"r_7","BG32","4","1","Euro","2017","2379"
"r_7","BG32","4","2","Euro","2017","4996"
"r_7","BG32","1","1","BGN_fig","2017","2659"
"r_7","BG32","1","2","BGN_fig","2017","5583"
"r_7","BG32","2","1","BGN_fig","2017","3323"
"r_7","BG32","2","2","BGN_fig","2017","6979"
"r_7","BG32","3","1","BGN_fig","2017","3988"
"r_7","BG32","3","2","BGN_fig","2017","8375"
"r_7","BG32","4","1","BGN_fig","2017","4653"
"r_7","BG32","4","2","BGN_fig","2017","9771"
"r_7","BG321","1","1","BGN_fig","2017","2478"
"r_7","BG321","1","2","BGN_fig","2017","5203"
"r_7","BG321","2","1","BGN_fig","2017","3097"
"r_7","BG321","2","2","BGN_fig","2017","6504"
"r_7","BG321","3","1","BGN_fig","2017","3717"
"r_7","BG321","3","2","BGN_fig","2017","7805"
"r_7","BG321","4","1","BGN_fig","2017","4336"
"r_7","BG321","4","2","BGN_fig","2017","9106"
"r_7","BG322","1","1","BGN_fig","2017","3189"
"r_7","BG322","1","2","BGN_fig","2017","6697"
"r_7","BG322","2","1","BGN_fig","2017","3986"
"r_7","BG322","2","2","BGN_fig","2017","8371"
"r_7","BG322","3","1","BGN_fig","2017","4783"
"r_7","BG322","3","2","BGN_fig","2017","10045"
"r_7","BG322","4","1","BGN_fig","2017","5580"
"r_7","BG322","4","2","BGN_fig","2017","11719"
"r_7","BG324","1","1","BGN_fig","2017","2351"
"r_7","BG324","1","2","BGN_fig","2017","4938"
"r_7","BG324","2","1","BGN_fig","2017","2939"
"r_7","BG324","2","2","BGN_fig","2017","6173"
"r_7","BG324","3","1","BGN_fig","2017","3527"
"r_7","BG324","3","2","BGN_fig","2017","7407"
"r_7","BG324","4","1","BGN_fig","2017","4115"
"r_7","BG324","4","2","BGN_fig","2017","8642"
"r_7","BG323","1","1","BGN_fig","2017","3018"
"r_7","BG323","1","2","BGN_fig","2017","6338"
"r_7","BG323","2","1","BGN_fig","2017","3773"
"r_7","BG323","2","2","BGN_fig","2017","7923"
"r_7","BG323","3","1","BGN_fig","2017","4527"
"r_7","BG323","3","2","BGN_fig","2017","9508"
"r_7","BG323","4","1","BGN_fig","2017","5282"
"r_7","BG323","4","2","BGN_fig","2017","11092"
"r_7","BG325","1","1","BGN_fig","2017","2379"
"r_7","BG325","1","2","BGN_fig","2017","4995"
"r_7","BG325","2","1","BGN_fig","2017","2973"
"r_7","BG325","2","2","BGN_fig","2017","6244"
"r_7","BG325","3","1","BGN_fig","2017","3568"
"r_7","BG325","3","2","BGN_fig","2017","7492"
"r_7","BG325","4","1","BGN_fig","2017","4162"
"r_7","BG325","4","2","BGN_fig","2017","8741"
"r_7","BG33","1","1","Euro","2017","1458"
"r_7","BG33","1","2","Euro","2017","3062"
"r_7","BG33","2","1","Euro","2017","1823"
"r_7","BG33","2","2","Euro","2017","3828"
"r_7","BG33","3","1","Euro","2017","2187"
"r_7","BG33","3","2","Euro","2017","4593"
"r_7","BG33","4","1","Euro","2017","2552"
"r_7","BG33","4","2","Euro","2017","5359"
"r_7","BG33","1","1","BGN_fig","2017","2852"
"r_7","BG33","1","2","BGN_fig","2017","5989"
"r_7","BG33","2","1","BGN_fig","2017","3565"
"r_7","BG33","2","2","BGN_fig","2017","7486"
"r_7","BG33","3","1","BGN_fig","2017","4278"
"r_7","BG33","3","2","BGN_fig","2017","8983"
"r_7","BG33","4","1","BGN_fig","2017","4991"
"r_7","BG33","4","2","BGN_fig","2017","10481"
"r_7","BG331","1","1","BGN_fig","2017","3029"
"r_7","BG331","1","2","BGN_fig","2017","6360"
"r_7","BG331","2","1","BGN_fig","2017","3786"
"r_7","BG331","2","2","BGN_fig","2017","7950"
"r_7","BG331","3","1","BGN_fig","2017","4543"
"r_7","BG331","3","2","BGN_fig","2017","9540"
"r_7","BG331","4","1","BGN_fig","2017","5300"
"r_7","BG331","4","2","BGN_fig","2017","11130"
"r_7","BG332","1","1","BGN_fig","2017","2722"
"r_7","BG332","1","2","BGN_fig","2017","5717"
"r_7","BG332","2","1","BGN_fig","2017","3403"
"r_7","BG332","2","2","BGN_fig","2017","7146"
"r_7","BG332","3","1","BGN_fig","2017","4084"
"r_7","BG332","3","2","BGN_fig","2017","8576"
"r_7","BG332","4","1","BGN_fig","2017","4764"
"r_7","BG332","4","2","BGN_fig","2017","10005"
"r_7","BG334","1","1","BGN_fig","2017","2271"
"r_7","BG334","1","2","BGN_fig","2017","4769"
"r_7","BG334","2","1","BGN_fig","2017","2839"
"r_7","BG334","2","2","BGN_fig","2017","5961"
"r_7","BG334","3","1","BGN_fig","2017","3406"
"r_7","BG334","3","2","BGN_fig","2017","7153"
"r_7","BG334","4","1","BGN_fig","2017","3974"
"r_7","BG334","4","2","BGN_fig","2017","8345"
"r_7","BG333","1","1","BGN_fig","2017","2373"
"r_7","BG333","1","2","BGN_fig","2017","4983"
"r_7","BG333","2","1","BGN_fig","2017","2966"
"r_7","BG333","2","2","BGN_fig","2017","6228"
"r_7","BG333","3","1","BGN_fig","2017","3559"
"r_7","BG333","3","2","BGN_fig","2017","7474"
"r_7","BG333","4","1","BGN_fig","2017","4152"
"r_7","BG333","4","2","BGN_fig","2017","8720"
"r_7","BG34","1","1","Euro","2017","1431"
"r_7","BG34","1","2","Euro","2017","3005"
"r_7","BG34","2","1","Euro","2017","1788"
"r_7","BG34","2","2","Euro","2017","3756"
"r_7","BG34","3","1","Euro","2017","2146"
"r_7","BG34","3","2","Euro","2017","4507"
"r_7","BG34","4","1","Euro","2017","2504"
"r_7","BG34","4","2","Euro","2017","5258"
"r_7","BG34","1","1","BGN_fig","2017","2798"
"r_7","BG34","1","2","BGN_fig","2017","5876"
"r_7","BG34","2","1","BGN_fig","2017","3498"
"r_7","BG34","2","2","BGN_fig","2017","7345"
"r_7","BG34","3","1","BGN_fig","2017","4197"
"r_7","BG34","3","2","BGN_fig","2017","8814"
"r_7","BG34","4","1","BGN_fig","2017","4897"
"r_7","BG34","4","2","BGN_fig","2017","10283"
"r_7","BG341","1","1","BGN_fig","2017","2925"
"r_7","BG341","1","2","BGN_fig","2017","6142"
"r_7","BG341","2","1","BGN_fig","2017","3656"
"r_7","BG341","2","2","BGN_fig","2017","7677"
"r_7","BG341","3","1","BGN_fig","2017","4387"
"r_7","BG341","3","2","BGN_fig","2017","9212"
"r_7","BG341","4","1","BGN_fig","2017","5118"
"r_7","BG341","4","2","BGN_fig","2017","10748"
"r_7","BG342","1","1","BGN_fig","2017","1901"
"r_7","BG342","1","2","BGN_fig","2017","3992"
"r_7","BG342","2","1","BGN_fig","2017","2376"
"r_7","BG342","2","2","BGN_fig","2017","4991"
"r_7","BG342","3","1","BGN_fig","2017","2852"
"r_7","BG342","3","2","BGN_fig","2017","5989"
"r_7","BG342","4","1","BGN_fig","2017","3327"
"r_7","BG342","4","2","BGN_fig","2017","6987"
"r_7","BG344","1","1","BGN_fig","2017","3171"
"r_7","BG344","1","2","BGN_fig","2017","6658"
"r_7","BG344","2","1","BGN_fig","2017","3963"
"r_7","BG344","2","2","BGN_fig","2017","8323"
"r_7","BG344","3","1","BGN_fig","2017","4756"
"r_7","BG344","3","2","BGN_fig","2017","9987"
"r_7","BG344","4","1","BGN_fig","2017","5548"
"r_7","BG344","4","2","BGN_fig","2017","11652"
"r_7","BG343","1","1","BGN_fig","2017","2972"
"r_7","BG343","1","2","BGN_fig","2017","6242"
"r_7","BG343","2","1","BGN_fig","2017","3715"
"r_7","BG343","2","2","BGN_fig","2017","7802"
"r_7","BG343","3","1","BGN_fig","2017","4458"
"r_7","BG343","3","2","BGN_fig","2017","9363"
"r_7","BG343","4","1","BGN_fig","2017","5201"
"r_7","BG343","4","2","BGN_fig","2017","10923"
"r_7","BG41","1","1","Euro","2017","1778"
"r_7","BG41","1","2","Euro","2017","3734"
"r_7","BG41","2","1","Euro","2017","2223"
"r_7","BG41","2","2","Euro","2017","4667"
"r_7","BG41","3","1","Euro","2017","2667"
"r_7","BG41","3","2","Euro","2017","5601"
"r_7","BG41","4","1","Euro","2017","3112"
"r_7","BG41","4","2","Euro","2017","6534"
"r_7","BG41","1","1","BGN_fig","2017","3478"
"r_7","BG41","1","2","BGN_fig","2017","7303"
"r_7","BG41","2","1","BGN_fig","2017","4347"
"r_7","BG41","2","2","BGN_fig","2017","9129"
"r_7","BG41","3","1","BGN_fig","2017","5216"
"r_7","BG41","3","2","BGN_fig","2017","10954"
"r_7","BG41","4","1","BGN_fig","2017","6086"
"r_7","BG41","4","2","BGN_fig","2017","12780"
"r_7","BG413","1","1","BGN_fig","2017","2446"
"r_7","BG413","1","2","BGN_fig","2017","5137"
"r_7","BG413","2","1","BGN_fig","2017","3058"
"r_7","BG413","2","2","BGN_fig","2017","6422"
"r_7","BG413","3","1","BGN_fig","2017","3669"
"r_7","BG413","3","2","BGN_fig","2017","7706"
"r_7","BG413","4","1","BGN_fig","2017","4281"
"r_7","BG413","4","2","BGN_fig","2017","8990"
"r_7","BG415","1","1","BGN_fig","2017","2765"
"r_7","BG415","1","2","BGN_fig","2017","5805"
"r_7","BG415","2","1","BGN_fig","2017","3456"
"r_7","BG415","2","2","BGN_fig","2017","7257"
"r_7","BG415","3","1","BGN_fig","2017","4147"
"r_7","BG415","3","2","BGN_fig","2017","8708"
"r_7","BG415","4","1","BGN_fig","2017","4838"
"r_7","BG415","4","2","BGN_fig","2017","10160"
"r_7","BG414","1","1","BGN_fig","2017","2934"
