RevisionColumn,Indicators,NACE2008A38,Units,periods,ValueColumn
"r_14","3.1.1.6.1","CF","1000EUR","2024",".."
"r_14","3.1.1.6.1","CG","1000EUR","2024","1650989.2"
"r_14","3.1.1.6.1","CH","1000EUR","2024","1543609.4"
"r_14","3.1.1.6.1","CI","1000EUR","2024","645586.8"
"r_14","3.1.1.6.1","CJ","1000EUR","2024","513556"
"r_14","3.1.1.6.1","CK","1000EUR","2024","694381.1"
"r_14","3.1.1.6.1","CL","1000EUR","2024","939364.9"
"r_14","3.1.1.6.1","CM","1000EUR","2024","525748.8"
"r_14","3.1.1.6.1","D","1000EUR","2024","2857968.6"
"r_14","3.1.1.6.1","E","1000EUR","2024","203226.4"
"r_14","3.1.1.6.1","F","1000EUR","2024","562275.7"
"r_14","3.1.1.6.1","G","1000EUR","2024","6479058.7"
"r_14","3.1.1.6.1","H","1000EUR","2024","868132.3"
"r_14","3.1.1.6.1","I","1000EUR","2024","425656.7"
"r_14","3.1.1.6.1","JA","1000EUR","2024","225971.5"
"r_14","3.1.1.6.1","JB","1000EUR","2024","2107089.4"
"r_14","3.1.1.6.1","JC","1000EUR","2024","1937284.1"
"r_14","3.1.1.6.1","L","1000EUR","2024","4047052"
"r_14","3.1.1.6.1","MA","1000EUR","2024","1004810.5"
"r_14","3.1.1.6.1","MB","1000EUR","2024","82839.9"
"r_14","3.1.1.6.1","MC","1000EUR","2024","791656.3"
"r_14","3.1.1.6.1","N","1000EUR","2024","624786.5"
"r_14","3.1.1.6.1","P","1000EUR","2024","17261.7"
"r_14","3.1.1.6.1","QA","1000EUR","2024","37387.2"
"r_14","3.1.1.6.1","QB","1000EUR","2024","612.8"
"r_14","3.1.1.6.1","R","1000EUR","2024","146755.1"
"r_14","3.1.1.6.1","S","1000EUR","2024","39897.1"
