RevisionColumn,EKATTE,Units,periods,GenderID,ValueColumn
"r_1","SHU23","num","2004","0","241"
"r_1","SHU23","num","2004","1","134"
"r_1","SHU23","num","2004","2","107"
"r_1","SHU23","num","2005","0","270"
"r_1","SHU23","num","2005","1","147"
"r_1","SHU23","num","2005","2","123"
"r_1","SHU23","num","2006","0","277"
"r_1","SHU23","num","2006","1","140"
"r_1","SHU23","num","2006","2","137"
"r_1","SHU23","num","2007","0","262"
"r_1","SHU23","num","2007","1","138"
"r_1","SHU23","num","2007","2","124"
"r_1","SHU23","num","2008","0","265"
"r_1","SHU23","num","2008","1","139"
"r_1","SHU23","num","2008","2","126"
"r_1","SHU23","num","2009","0","224"
"r_1","SHU23","num","2009","1","122"
"r_1","SHU23","num","2009","2","102"
"r_1","SHU23","num","2010","0","258"
"r_1","SHU23","num","2010","1","145"
"r_1","SHU23","num","2010","2","113"
"r_1","SHU23","num","2011","0","258"
"r_1","SHU23","num","2011","1","144"
"r_1","SHU23","num","2011","2","114"
"r_1","SHU23","num","2012","0","230"
"r_1","SHU23","num","2012","1","113"
"r_1","SHU23","num","2012","2","117"
"r_1","SHU23","num","2013","0","197"
"r_1","SHU23","num","2013","1","93"
"r_1","SHU23","num","2013","2","104"
"r_1","SHU23","num","2014","0","249"
"r_1","SHU23","num","2014","1","130"
"r_1","SHU23","num","2014","2","119"
"r_1","SHU07","num","2000","0","101"
"r_1","SHU07","num","2000","1","50"
"r_1","SHU07","num","2000","2","51"
"r_1","SHU07","num","2001","0","94"
"r_1","SHU07","num","2001","1","55"
"r_1","SHU07","num","2001","2","39"
"r_1","SHU07","num","2002","0","99"
"r_1","SHU07","num","2002","1","48"
"r_1","SHU07","num","2002","2","51"
"r_1","SHU07","num","2003","0","120"
"r_1","SHU07","num","2003","1","66"
"r_1","SHU07","num","2003","2","54"
"r_1","SHU07","num","2004","0","95"
"r_1","SHU07","num","2004","1","56"
"r_1","SHU07","num","2004","2","39"
"r_1","SHU07","num","2005","0","96"
"r_1","SHU07","num","2005","1","63"
"r_1","SHU07","num","2005","2","33"
"r_1","SHU07","num","2006","0","113"
"r_1","SHU07","num","2006","1","59"
"r_1","SHU07","num","2006","2","54"
"r_1","SHU07","num","2007","0","121"
"r_1","SHU07","num","2007","1","61"
"r_1","SHU07","num","2007","2","60"
"r_1","SHU07","num","2008","0","99"
"r_1","SHU07","num","2008","1","48"
"r_1","SHU07","num","2008","2","51"
"r_1","SHU07","num","2009","0","95"
"r_1","SHU07","num","2009","1","49"
"r_1","SHU07","num","2009","2","46"
"r_1","SHU07","num","2010","0","95"
"r_1","SHU07","num","2010","1","54"
"r_1","SHU07","num","2010","2","41"
"r_1","SHU07","num","2011","0","93"
"r_1","SHU07","num","2011","1","51"
"r_1","SHU07","num","2011","2","42"
"r_1","SHU07","num","2012","0","100"
"r_1","SHU07","num","2012","1","49"
"r_1","SHU07","num","2012","2","51"
"r_1","SHU07","num","2013","0","99"
"r_1","SHU07","num","2013","1","63"
"r_1","SHU07","num","2013","2","36"
"r_1","SHU07","num","2014","0","80"
"r_1","SHU07","num","2014","1","48"
"r_1","SHU07","num","2014","2","32"
"r_1","SHU10","num","2000","0","129"
"r_1","SHU10","num","2000","1","69"
"r_1","SHU10","num","2000","2","60"
"r_1","SHU10","num","2001","0","120"
"r_1","SHU10","num","2001","1","68"
"r_1","SHU10","num","2001","2","52"
"r_1","SHU10","num","2002","0","159"
"r_1","SHU10","num","2002","1","92"
"r_1","SHU10","num","2002","2","67"
"r_1","SHU10","num","2003","0","145"
"r_1","SHU10","num","2003","1","75"
"r_1","SHU10","num","2003","2","70"
"r_1","SHU10","num","2004","0","111"
"r_1","SHU10","num","2004","1","54"
"r_1","SHU10","num","2004","2","57"
"r_1","SHU10","num","2005","0","136"
"r_1","SHU10","num","2005","1","78"
"r_1","SHU10","num","2005","2","58"
"r_1","SHU10","num","2006","0","141"
"r_1","SHU10","num","2006","1","73"
"r_1","SHU10","num","2006","2","68"
"r_1","SHU10","num","2007","0","149"
"r_1","SHU10","num","2007","1","79"
"r_1","SHU10","num","2007","2","70"
"r_1","SHU10","num","2008","0","125"
"r_1","SHU10","num","2008","1","70"
"r_1","SHU10","num","2008","2","55"
"r_1","SHU10","num","2009","0","112"
"r_1","SHU10","num","2009","1","66"
"r_1","SHU10","num","2009","2","46"
"r_1","SHU10","num","2010","0","133"
"r_1","SHU10","num","2010","1","54"
"r_1","SHU10","num","2010","2","79"
"r_1","SHU10","num","2011","0","117"
"r_1","SHU10","num","2011","1","68"
"r_1","SHU10","num","2011","2","49"
"r_1","SHU10","num","2012","0","126"
"r_1","SHU10","num","2012","1","62"
"r_1","SHU10","num","2012","2","64"
"r_1","SHU10","num","2013","0","139"
"r_1","SHU10","num","2013","1","82"
"r_1","SHU10","num","2013","2","57"
"r_1","SHU10","num","2014","0","125"
"r_1","SHU10","num","2014","1","66"
"r_1","SHU10","num","2014","2","59"
"r_1","SHU18","num","2000","0","152"
"r_1","SHU18","num","2000","1","82"
"r_1","SHU18","num","2000","2","70"
"r_1","SHU18","num","2001","0","175"
"r_1","SHU18","num","2001","1","107"
"r_1","SHU18","num","2001","2","68"
"r_1","SHU18","num","2002","0","190"
"r_1","SHU18","num","2002","1","100"
"r_1","SHU18","num","2002","2","90"
"r_1","SHU18","num","2003","0","147"
"r_1","SHU18","num","2003","1","85"
"r_1","SHU18","num","2003","2","62"
"r_1","SHU18","num","2004","0","152"
"r_1","SHU18","num","2004","1","88"
"r_1","SHU18","num","2004","2","64"
"r_1","SHU18","num","2005","0","165"
"r_1","SHU18","num","2005","1","85"
"r_1","SHU18","num","2005","2","80"
"r_1","SHU18","num","2006","0","166"
"r_1","SHU18","num","2006","1","91"
"r_1","SHU18","num","2006","2","75"
"r_1","SHU18","num","2007","0","185"
"r_1","SHU18","num","2007","1","82"
"r_1","SHU18","num","2007","2","103"
"r_1","SHU18","num","2008","0","160"
"r_1","SHU18","num","2008","1","78"
"r_1","SHU18","num","2008","2","82"
"r_1","SHU18","num","2009","0","167"
"r_1","SHU18","num","2009","1","84"
"r_1","SHU18","num","2009","2","83"
"r_1","SHU18","num","2010","0","173"
"r_1","SHU18","num","2010","1","86"
"r_1","SHU18","num","2010","2","87"
"r_1","SHU18","num","2011","0","146"
"r_1","SHU18","num","2011","1","70"
"r_1","SHU18","num","2011","2","76"
"r_1","SHU18","num","2012","0","153"
"r_1","SHU18","num","2012","1","85"
"r_1","SHU18","num","2012","2","68"
"r_1","SHU18","num","2013","0","144"
"r_1","SHU18","num","2013","1","97"
"r_1","SHU18","num","2013","2","47"
"r_1","SHU18","num","2014","0","146"
"r_1","SHU18","num","2014","1","88"
"r_1","SHU18","num","2014","2","58"
"r_1","SHU19","num","2000","0","172"
"r_1","SHU19","num","2000","1","85"
"r_1","SHU19","num","2000","2","87"
"r_1","SHU19","num","2001","0","145"
"r_1","SHU19","num","2001","1","83"
"r_1","SHU19","num","2001","2","62"
"r_1","SHU19","num","2002","0","173"
"r_1","SHU19","num","2002","1","91"
"r_1","SHU19","num","2002","2","82"
"r_1","SHU19","num","2003","0","178"
"r_1","SHU19","num","2003","1","95"
"r_1","SHU19","num","2003","2","83"
"r_1","SHU19","num","2004","0","147"
"r_1","SHU19","num","2004","1","79"
"r_1","SHU19","num","2004","2","68"
"r_1","SHU19","num","2005","0","173"
"r_1","SHU19","num","2005","1","95"
"r_1","SHU19","num","2005","2","78"
"r_1","SHU19","num","2006","0","176"
"r_1","SHU19","num","2006","1","103"
"r_1","SHU19","num","2006","2","73"
"r_1","SHU19","num","2007","0","161"
"r_1","SHU19","num","2007","1","82"
"r_1","SHU19","num","2007","2","79"
"r_1","SHU19","num","2008","0","170"
"r_1","SHU19","num","2008","1","81"
"r_1","SHU19","num","2008","2","89"
"r_1","SHU19","num","2009","0","137"
"r_1","SHU19","num","2009","1","67"
"r_1","SHU19","num","2009","2","70"
"r_1","SHU19","num","2010","0","164"
"r_1","SHU19","num","2010","1","85"
"r_1","SHU19","num","2010","2","79"
"r_1","SHU19","num","2011","0","162"
"r_1","SHU19","num","2011","1","87"
"r_1","SHU19","num","2011","2","75"
"r_1","SHU19","num","2012","0","149"
"r_1","SHU19","num","2012","1","71"
"r_1","SHU19","num","2012","2","78"
"r_1","SHU19","num","2013","0","146"
"r_1","SHU19","num","2013","1","75"
"r_1","SHU19","num","2013","2","71"
"r_1","SHU19","num","2014","0","147"
"r_1","SHU19","num","2014","1","79"
"r_1","SHU19","num","2014","2","68"
"r_1","SHU21","num","2000","0","125"
"r_1","SHU21","num","2000","1","72"
"r_1","SHU21","num","2000","2","53"
"r_1","SHU21","num","2001","0","113"
"r_1","SHU21","num","2001","1","60"
"r_1","SHU21","num","2001","2","53"
"r_1","SHU21","num","2002","0","107"
"r_1","SHU21","num","2002","1","61"
"r_1","SHU21","num","2002","2","46"
"r_1","SHU21","num","2003","0","116"
"r_1","SHU21","num","2003","1","63"
"r_1","SHU21","num","2003","2","53"
"r_1","SHU21","num","2004","0","101"
"r_1","SHU21","num","2004","1","55"
"r_1","SHU21","num","2004","2","46"
"r_1","SHU21","num","2005","0","112"
"r_1","SHU21","num","2005","1","64"
"r_1","SHU21","num","2005","2","48"
"r_1","SHU21","num","2006","0","91"
"r_1","SHU21","num","2006","1","52"
"r_1","SHU21","num","2006","2","39"
"r_1","SHU21","num","2007","0","117"
"r_1","SHU21","num","2007","1","66"
"r_1","SHU21","num","2007","2","51"
"r_1","SHU21","num","2008","0","92"
"r_1","SHU21","num","2008","1","46"
"r_1","SHU21","num","2008","2","46"
"r_1","SHU21","num","2009","0","94"
"r_1","SHU21","num","2009","1","51"
"r_1","SHU21","num","2009","2","43"
"r_1","SHU21","num","2010","0","96"
"r_1","SHU21","num","2010","1","44"
"r_1","SHU21","num","2010","2","52"
"r_1","SHU21","num","2011","0","92"
"r_1","SHU21","num","2011","1","52"
"r_1","SHU21","num","2011","2","40"
"r_1","SHU21","num","2012","0","98"
"r_1","SHU21","num","2012","1","61"
"r_1","SHU21","num","2012","2","37"
"r_1","SHU21","num","2013","0","75"
"r_1","SHU21","num","2013","1","40"
"r_1","SHU21","num","2013","2","35"
"r_1","SHU21","num","2014","0","81"
"r_1","SHU21","num","2014","1","40"
"r_1","SHU21","num","2014","2","41"
"r_1","SHU22","num","2000","0","280"
"r_1","SHU22","num","2000","1","152"
"r_1","SHU22","num","2000","2","128"
"r_1","SHU22","num","2001","0","267"
"r_1","SHU22","num","2001","1","143"
"r_1","SHU22","num","2001","2","124"
"r_1","SHU22","num","2002","0","316"
"r_1","SHU22","num","2002","1","169"
"r_1","SHU22","num","2002","2","147"
"r_1","SHU22","num","2003","0","318"
"r_1","SHU22","num","2003","1","170"
"r_1","SHU22","num","2003","2","148"
"r_1","SHU22","num","2004","0","281"
"r_1","SHU22","num","2004","1","145"
"r_1","SHU22","num","2004","2","136"
"r_1","SHU22","num","2005","0","309"
"r_1","SHU22","num","2005","1","152"
"r_1","SHU22","num","2005","2","157"
"r_1","SHU22","num","2006","0","259"
"r_1","SHU22","num","2006","1","134"
"r_1","SHU22","num","2006","2","125"
"r_1","SHU22","num","2007","0","255"
"r_1","SHU22","num","2007","1","122"
"r_1","SHU22","num","2007","2","133"
"r_1","SHU22","num","2008","0","294"
"r_1","SHU22","num","2008","1","162"
"r_1","SHU22","num","2008","2","132"
"r_1","SHU22","num","2009","0","280"
"r_1","SHU22","num","2009","1","141"
"r_1","SHU22","num","2009","2","139"
"r_1","SHU22","num","2010","0","275"
"r_1","SHU22","num","2010","1","134"
"r_1","SHU22","num","2010","2","141"
"r_1","SHU22","num","2011","0","308"
"r_1","SHU22","num","2011","1","169"
"r_1","SHU22","num","2011","2","139"
"r_1","SHU22","num","2012","0","306"
"r_1","SHU22","num","2012","1","168"
"r_1","SHU22","num","2012","2","138"
"r_1","SHU22","num","2013","0","253"
"r_1","SHU22","num","2013","1","121"
"r_1","SHU22","num","2013","2","132"
"r_1","SHU22","num","2014","0","296"
"r_1","SHU22","num","2014","1","145"
"r_1","SHU22","num","2014","2","151"
"r_1","SHU25","num","2000","0","176"
"r_1","SHU25","num","2000","1","88"
"r_1","SHU25","num","2000","2","88"
"r_1","SHU25","num","2001","0","158"
"r_1","SHU25","num","2001","1","80"
"r_1","SHU25","num","2001","2","78"
"r_1","SHU25","num","2002","0","155"
"r_1","SHU25","num","2002","1","98"
"r_1","SHU25","num","2002","2","57"
"r_1","SHU25","num","2003","0","157"
"r_1","SHU25","num","2003","1","87"
"r_1","SHU25","num","2003","2","70"
"r_1","SHU25","num","2004","0","173"
"r_1","SHU25","num","2004","1","92"
"r_1","SHU25","num","2004","2","81"
"r_1","SHU25","num","2005","0","179"
"r_1","SHU25","num","2005","1","98"
"r_1","SHU25","num","2005","2","81"
"r_1","SHU25","num","2006","0","179"
"r_1","SHU25","num","2006","1","92"
"r_1","SHU25","num","2006","2","87"
"r_1","SHU25","num","2007","0","164"
"r_1","SHU25","num","2007","1","78"
"r_1","SHU25","num","2007","2","86"
"r_1","SHU25","num","2008","0","159"
"r_1","SHU25","num","2008","1","88"
"r_1","SHU25","num","2008","2","71"
"r_1","SHU25","num","2009","0","148"
"r_1","SHU25","num","2009","1","76"
"r_1","SHU25","num","2009","2","72"
"r_1","SHU25","num","2010","0","181"
"r_1","SHU25","num","2010","1","94"
"r_1","SHU25","num","2010","2","87"
"r_1","SHU25","num","2011","0","160"
"r_1","SHU25","num","2011","1","82"
"r_1","SHU25","num","2011","2","78"
"r_1","SHU25","num","2012","0","166"
"r_1","SHU25","num","2012","1","89"
"r_1","SHU25","num","2012","2","77"
"r_1","SHU25","num","2013","0","176"
"r_1","SHU25","num","2013","1","91"
"r_1","SHU25","num","2013","2","85"
"r_1","SHU25","num","2014","0","159"
"r_1","SHU25","num","2014","1","83"
"r_1","SHU25","num","2014","2","76"
"r_1","SHU11","num","2000","0","124"
"r_1","SHU11","num","2000","1","72"
"r_1","SHU11","num","2000","2","52"
"r_1","SHU11","num","2001","0","106"
"r_1","SHU11","num","2001","1","56"
"r_1","SHU11","num","2001","2","50"
"r_1","SHU11","num","2002","0","119"
"r_1","SHU11","num","2002","1","54"
"r_1","SHU11","num","2002","2","65"
"r_1","SHU11","num","2003","0","125"
"r_1","SHU11","num","2003","1","69"
"r_1","SHU11","num","2003","2","56"
"r_1","SHU11","num","2004","0","108"
"r_1","SHU11","num","2004","1","66"
"r_1","SHU11","num","2004","2","42"
"r_1","SHU11","num","2005","0","132"
"r_1","SHU11","num","2005","1","71"
"r_1","SHU11","num","2005","2","61"
"r_1","SHU11","num","2006","0","138"
"r_1","SHU11","num","2006","1","70"
"r_1","SHU11","num","2006","2","68"
"r_1","SHU11","num","2007","0","135"
"r_1","SHU11","num","2007","1","68"
"r_1","SHU11","num","2007","2","67"
"r_1","SHU11","num","2008","0","147"
"r_1","SHU11","num","2008","1","81"
"r_1","SHU11","num","2008","2","66"
"r_1","SHU11","num","2009","0","109"
"r_1","SHU11","num","2009","1","55"
"r_1","SHU11","num","2009","2","54"
"r_1","SHU11","num","2010","0","131"
"r_1","SHU11","num","2010","1","75"
"r_1","SHU11","num","2010","2","56"
"r_1","SHU11","num","2011","0","122"
"r_1","SHU11","num","2011","1","64"
"r_1","SHU11","num","2011","2","58"
"r_1","SHU11","num","2012","0","111"
"r_1","SHU11","num","2012","1","58"
"r_1","SHU11","num","2012","2","53"
"r_1","SHU11","num","2013","0","113"
"r_1","SHU11","num","2013","1","77"
"r_1","SHU11","num","2013","2","36"
"r_1","SHU11","num","2014","0","124"
"r_1","SHU11","num","2014","1","74"
"r_1","SHU11","num","2014","2","50"
"r_1","SHU30","num","2000","0","1318"
"r_1","SHU30","num","2000","1","699"
"r_1","SHU30","num","2000","2","619"
"r_1","SHU30","num","2001","0","1331"
"r_1","SHU30","num","2001","1","688"
"r_1","SHU30","num","2001","2","643"
"r_1","SHU30","num","2002","0","1348"
"r_1","SHU30","num","2002","1","710"
"r_1","SHU30","num","2002","2","638"
"r_1","SHU30","num","2003","0","1350"
"r_1","SHU30","num","2003","1","739"
"r_1","SHU30","num","2003","2","611"
"r_1","SHU30","num","2004","0","1270"
"r_1","SHU30","num","2004","1","686"
"r_1","SHU30","num","2004","2","584"
"r_1","SHU30","num","2005","0","1304"
"r_1","SHU30","num","2005","1","715"
"r_1","SHU30","num","2005","2","589"
"r_1","SHU30","num","2006","0","1319"
"r_1","SHU30","num","2006","1","708"
"r_1","SHU30","num","2006","2","611"
"r_1","SHU30","num","2007","0","1300"
"r_1","SHU30","num","2007","1","693"
"r_1","SHU30","num","2007","2","607"
"r_1","SHU30","num","2008","0","1389"
"r_1","SHU30","num","2008","1","724"
"r_1","SHU30","num","2008","2","665"
"r_1","SHU30","num","2009","0","1303"
"r_1","SHU30","num","2009","1","684"
"r_1","SHU30","num","2009","2","619"
"r_1","SHU30","num","2010","0","1300"
"r_1","SHU30","num","2010","1","692"
"r_1","SHU30","num","2010","2","608"
"r_1","SHU30","num","2011","0","1236"
"r_1","SHU30","num","2011","1","651"
"r_1","SHU30","num","2011","2","585"
"r_1","SHU30","num","2012","0","1348"
"r_1","SHU30","num","2012","1","718"
"r_1","SHU30","num","2012","2","630"
"r_1","SHU30","num","2013","0","1270"
"r_1","SHU30","num","2013","1","650"
"r_1","SHU30","num","2013","2","620"
"r_1","SHU30","num","2014","0","1326"
"r_1","SHU30","num","2014","1","679"
"r_1","SHU30","num","2014","2","647"
"r_1","JAM","num","2000","0","2501"
"r_1","JAM","num","2000","1","1359"
"r_1","JAM","num","2000","2","1142"
"r_1","JAM","num","2001","0","2390"
"r_1","JAM","num","2001","1","1311"
"r_1","JAM","num","2001","2","1079"
"r_1","JAM","num","2002","0","2367"
"r_1","JAM","num","2002","1","1290"
"r_1","JAM","num","2002","2","1077"
"r_1","JAM","num","2003","0","2407"
"r_1","JAM","num","2003","1","1319"
"r_1","JAM","num","2003","2","1088"
"r_1","JAM","num","2004","0","2286"
"r_1","JAM","num","2004","1","1253"
"r_1","JAM","num","2004","2","1033"
"r_1","JAM","num","2005","0","2385"
"r_1","JAM","num","2005","1","1294"
"r_1","JAM","num","2005","2","1091"
"r_1","JAM","num","2006","0","2426"
"r_1","JAM","num","2006","1","1288"
"r_1","JAM","num","2006","2","1138"
"r_1","JAM","num","2007","0","2359"
"r_1","JAM","num","2007","1","1231"
"r_1","JAM","num","2007","2","1128"
"r_1","JAM","num","2008","0","2360"
"r_1","JAM","num","2008","1","1238"
"r_1","JAM","num","2008","2","1122"
"r_1","JAM","num","2009","0","2267"
"r_1","JAM","num","2009","1","1201"
"r_1","JAM","num","2009","2","1066"
"r_1","JAM","num","2010","0","2352"
"r_1","JAM","num","2010","1","1261"
"r_1","JAM","num","2010","2","1091"
"r_1","JAM","num","2011","0","2222"
"r_1","JAM","num","2011","1","1248"
"r_1","JAM","num","2011","2","974"
"r_1","JAM","num","2012","0","2266"
"r_1","JAM","num","2012","1","1175"
"r_1","JAM","num","2012","2","1091"
"r_1","JAM","num","2013","0","2103"
"r_1","JAM","num","2013","1","1110"
"r_1","JAM","num","2013","2","993"
"r_1","JAM","num","2014","0","2203"
"r_1","JAM","num","2014","1","1179"
"r_1","JAM","num","2014","2","1024"
"r_1","JAM03","num","2000","0","165"
"r_1","JAM03","num","2000","1","91"
"r_1","JAM03","num","2000","2","74"
"r_1","JAM03","num","2001","0","126"
"r_1","JAM03","num","2001","1","52"
"r_1","JAM03","num","2001","2","74"
"r_1","JAM03","num","2002","0","157"
"r_1","JAM03","num","2002","1","87"
"r_1","JAM03","num","2002","2","70"
"r_1","JAM03","num","2003","0","171"
"r_1","JAM03","num","2003","1","92"
"r_1","JAM03","num","2003","2","79"
"r_1","JAM03","num","2004","0","135"
"r_1","JAM03","num","2004","1","76"
"r_1","JAM03","num","2004","2","59"
"r_1","JAM03","num","2005","0","134"
"r_1","JAM03","num","2005","1","66"
"r_1","JAM03","num","2005","2","68"
"r_1","JAM03","num","2006","0","138"
"r_1","JAM03","num","2006","1","72"
"r_1","JAM03","num","2006","2","66"
"r_1","JAM03","num","2007","0","137"
"r_1","JAM03","num","2007","1","77"
"r_1","JAM03","num","2007","2","60"
"r_1","JAM03","num","2008","0","140"
"r_1","JAM03","num","2008","1","75"
"r_1","JAM03","num","2008","2","65"
"r_1","JAM03","num","2009","0","110"
"r_1","JAM03","num","2009","1","58"
"r_1","JAM03","num","2009","2","52"
"r_1","JAM03","num","2010","0","146"
"r_1","JAM03","num","2010","1","69"
"r_1","JAM03","num","2010","2","77"
"r_1","JAM03","num","2011","0","114"
"r_1","JAM03","num","2011","1","58"
"r_1","JAM03","num","2011","2","56"
"r_1","JAM03","num","2012","0","80"
"r_1","JAM03","num","2012","1","41"
"r_1","JAM03","num","2012","2","39"
"r_1","JAM03","num","2013","0","104"
"r_1","JAM03","num","2013","1","54"
"r_1","JAM03","num","2013","2","50"
"r_1","JAM03","num","2014","0","106"
"r_1","JAM03","num","2014","1","64"
"r_1","JAM03","num","2014","2","42"
"r_1","JAM07","num","2000","0","338"
"r_1","JAM07","num","2000","1","199"
"r_1","JAM07","num","2000","2","139"
"r_1","JAM07","num","2001","0","365"
"r_1","JAM07","num","2001","1","193"
"r_1","JAM07","num","2001","2","172"
"r_1","JAM07","num","2002","0","332"
"r_1","JAM07","num","2002","1","191"
"r_1","JAM07","num","2002","2","141"
"r_1","JAM07","num","2003","0","351"
"r_1","JAM07","num","2003","1","182"
"r_1","JAM07","num","2003","2","169"
"r_1","JAM07","num","2004","0","316"
"r_1","JAM07","num","2004","1","170"
"r_1","JAM07","num","2004","2","146"
"r_1","JAM07","num","2005","0","382"
"r_1","JAM07","num","2005","1","205"
"r_1","JAM07","num","2005","2","177"
"r_1","JAM07","num","2006","0","368"
"r_1","JAM07","num","2006","1","190"
"r_1","JAM07","num","2006","2","178"
"r_1","JAM07","num","2007","0","337"
"r_1","JAM07","num","2007","1","179"
"r_1","JAM07","num","2007","2","158"
"r_1","JAM07","num","2008","0","335"
"r_1","JAM07","num","2008","1","172"
"r_1","JAM07","num","2008","2","163"
"r_1","JAM07","num","2009","0","319"
"r_1","JAM07","num","2009","1","156"
"r_1","JAM07","num","2009","2","163"
"r_1","JAM07","num","2010","0","334"
"r_1","JAM07","num","2010","1","185"
"r_1","JAM07","num","2010","2","149"
"r_1","JAM07","num","2011","0","313"
"r_1","JAM07","num","2011","1","179"
"r_1","JAM07","num","2011","2","134"
"r_1","JAM07","num","2012","0","290"
"r_1","JAM07","num","2012","1","147"
"r_1","JAM07","num","2012","2","143"
"r_1","JAM07","num","2013","0","319"
"r_1","JAM07","num","2013","1","167"
"r_1","JAM07","num","2013","2","152"
"r_1","JAM07","num","2014","0","282"
"r_1","JAM07","num","2014","1","134"
"r_1","JAM07","num","2014","2","148"
"r_1","JAM22","num","2000","0","354"
"r_1","JAM22","num","2000","1","173"
"r_1","JAM22","num","2000","2","181"
"r_1","JAM22","num","2001","0","342"
"r_1","JAM22","num","2001","1","190"
"r_1","JAM22","num","2001","2","152"
"r_1","JAM22","num","2002","0","320"
"r_1","JAM22","num","2002","1","177"
"r_1","JAM22","num","2002","2","143"
"r_1","JAM22","num","2003","0","335"
"r_1","JAM22","num","2003","1","186"
"r_1","JAM22","num","2003","2","149"
"r_1","JAM22","num","2004","0","312"
"r_1","JAM22","num","2004","1","173"
"r_1","JAM22","num","2004","2","139"
"r_1","JAM22","num","2005","0","303"
"r_1","JAM22","num","2005","1","167"
"r_1","JAM22","num","2005","2","136"
"r_1","JAM22","num","2006","0","319"
"r_1","JAM22","num","2006","1","165"
"r_1","JAM22","num","2006","2","154"
"r_1","JAM22","num","2007","0","332"
"r_1","JAM22","num","2007","1","159"
"r_1","JAM22","num","2007","2","173"
"r_1","JAM22","num","2008","0","296"
"r_1","JAM22","num","2008","1","150"
"r_1","JAM22","num","2008","2","146"
"r_1","JAM22","num","2009","0","326"
"r_1","JAM22","num","2009","1","182"
"r_1","JAM22","num","2009","2","144"
"r_1","JAM22","num","2010","0","270"
"r_1","JAM22","num","2010","1","144"
"r_1","JAM22","num","2010","2","126"
"r_1","JAM22","num","2011","0","259"
"r_1","JAM22","num","2011","1","147"
"r_1","JAM22","num","2011","2","112"
"r_1","JAM22","num","2012","0","304"
"r_1","JAM22","num","2012","1","156"
"r_1","JAM22","num","2012","2","148"
"r_1","JAM22","num","2013","0","271"
"r_1","JAM22","num","2013","1","140"
"r_1","JAM22","num","2013","2","131"
"r_1","JAM22","num","2014","0","280"
"r_1","JAM22","num","2014","1","148"
"r_1","JAM22","num","2014","2","132"
"r_1","JAM25","num","2000","0","779"
"r_1","JAM25","num","2000","1","423"
"r_1","JAM25","num","2000","2","356"
"r_1","JAM25","num","2001","0","681"
"r_1","JAM25","num","2001","1","382"
"r_1","JAM25","num","2001","2","299"
"r_1","JAM25","num","2002","0","705"
"r_1","JAM25","num","2002","1","376"
"r_1","JAM25","num","2002","2","329"
"r_1","JAM25","num","2003","0","686"
"r_1","JAM25","num","2003","1","394"
"r_1","JAM25","num","2003","2","292"
"r_1","JAM25","num","2004","0","670"
"r_1","JAM25","num","2004","1","358"
"r_1","JAM25","num","2004","2","312"
"r_1","JAM25","num","2005","0","724"
"r_1","JAM25","num","2005","1","414"
"r_1","JAM25","num","2005","2","310"
"r_1","JAM25","num","2006","0","694"
"r_1","JAM25","num","2006","1","373"
"r_1","JAM25","num","2006","2","321"
"r_1","JAM25","num","2007","0","667"
"r_1","JAM25","num","2007","1","359"
"r_1","JAM25","num","2007","2","308"
"r_1","JAM25","num","2008","0","662"
"r_1","JAM25","num","2008","1","343"
"r_1","JAM25","num","2008","2","319"
"r_1","JAM25","num","2009","0","689"
"r_1","JAM25","num","2009","1","353"
"r_1","JAM25","num","2009","2","336"
"r_1","JAM25","num","2010","0","668"
"r_1","JAM25","num","2010","1","373"
"r_1","JAM25","num","2010","2","295"
"r_1","JAM25","num","2011","0","663"
"r_1","JAM25","num","2011","1","395"
"r_1","JAM25","num","2011","2","268"
"r_1","JAM25","num","2012","0","662"
"r_1","JAM25","num","2012","1","336"
"r_1","JAM25","num","2012","2","326"
"r_1","JAM25","num","2013","0","587"
"r_1","JAM25","num","2013","1","318"
"r_1","JAM25","num","2013","2","269"
"r_1","JAM25","num","2014","0","628"
"r_1","JAM25","num","2014","1","347"
"r_1","JAM25","num","2014","2","281"
"r_1","JAM26","num","2000","0","865"
"r_1","JAM26","num","2000","1","473"
"r_1","JAM26","num","2000","2","392"
"r_1","JAM26","num","2001","0","876"
"r_1","JAM26","num","2001","1","494"
"r_1","JAM26","num","2001","2","382"
"r_1","JAM26","num","2002","0","853"
"r_1","JAM26","num","2002","1","459"
"r_1","JAM26","num","2002","2","394"
"r_1","JAM26","num","2003","0","864"
"r_1","JAM26","num","2003","1","465"
"r_1","JAM26","num","2003","2","399"
"r_1","JAM26","num","2004","0","853"
"r_1","JAM26","num","2004","1","476"
"r_1","JAM26","num","2004","2","377"
"r_1","JAM26","num","2005","0","842"
"r_1","JAM26","num","2005","1","442"
"r_1","JAM26","num","2005","2","400"
"r_1","JAM26","num","2006","0","907"
"r_1","JAM26","num","2006","1","488"
"r_1","JAM26","num","2006","2","419"
"r_1","JAM26","num","2007","0","886"
"r_1","JAM26","num","2007","1","457"
"r_1","JAM26","num","2007","2","429"
"r_1","JAM26","num","2008","0","927"
"r_1","JAM26","num","2008","1","498"
"r_1","JAM26","num","2008","2","429"
"r_1","JAM26","num","2009","0","823"
"r_1","JAM26","num","2009","1","452"
"r_1","JAM26","num","2009","2","371"
"r_1","JAM26","num","2010","0","934"
"r_1","JAM26","num","2010","1","490"
"r_1","JAM26","num","2010","2","444"
"r_1","JAM26","num","2011","0","873"
