RevisionColumn,EKATTE,Units,periods,GenderID,ValueColumn
"r_1","MON04","num","2011","2","121"
"r_1","MON04","num","2012","0","297"
"r_1","MON04","num","2012","1","136"
"r_1","MON04","num","2012","2","161"
"r_1","MON04","num","2013","0","245"
"r_1","MON04","num","2013","1","111"
"r_1","MON04","num","2013","2","134"
"r_1","MON04","num","2014","0","264"
"r_1","MON04","num","2014","1","135"
"r_1","MON04","num","2014","2","129"
"r_1","MON07","num","2000","0","227"
"r_1","MON07","num","2000","1","118"
"r_1","MON07","num","2000","2","109"
"r_1","MON07","num","2001","0","170"
"r_1","MON07","num","2001","1","93"
"r_1","MON07","num","2001","2","77"
"r_1","MON07","num","2002","0","179"
"r_1","MON07","num","2002","1","83"
"r_1","MON07","num","2002","2","96"
"r_1","MON07","num","2003","0","174"
"r_1","MON07","num","2003","1","97"
"r_1","MON07","num","2003","2","77"
"r_1","MON07","num","2004","0","155"
"r_1","MON07","num","2004","1","80"
"r_1","MON07","num","2004","2","75"
"r_1","MON07","num","2005","0","163"
"r_1","MON07","num","2005","1","82"
"r_1","MON07","num","2005","2","81"
"r_1","MON07","num","2006","0","164"
"r_1","MON07","num","2006","1","76"
"r_1","MON07","num","2006","2","88"
"r_1","MON07","num","2007","0","154"
"r_1","MON07","num","2007","1","85"
"r_1","MON07","num","2007","2","69"
"r_1","MON07","num","2008","0","151"
"r_1","MON07","num","2008","1","82"
"r_1","MON07","num","2008","2","69"
"r_1","MON07","num","2009","0","151"
"r_1","MON07","num","2009","1","87"
"r_1","MON07","num","2009","2","64"
"r_1","MON07","num","2010","0","128"
"r_1","MON07","num","2010","1","65"
"r_1","MON07","num","2010","2","63"
"r_1","MON07","num","2011","0","134"
"r_1","MON07","num","2011","1","66"
"r_1","MON07","num","2011","2","68"
"r_1","MON07","num","2012","0","106"
"r_1","MON07","num","2012","1","45"
"r_1","MON07","num","2012","2","61"
"r_1","MON07","num","2013","0","121"
"r_1","MON07","num","2013","1","60"
"r_1","MON07","num","2013","2","61"
"r_1","MON07","num","2014","0","138"
"r_1","MON07","num","2014","1","74"
"r_1","MON07","num","2014","2","64"
"r_1","MON11","num","2000","0","387"
"r_1","MON11","num","2000","1","181"
"r_1","MON11","num","2000","2","206"
"r_1","MON11","num","2001","0","368"
"r_1","MON11","num","2001","1","198"
"r_1","MON11","num","2001","2","170"
"r_1","MON11","num","2002","0","350"
"r_1","MON11","num","2002","1","168"
"r_1","MON11","num","2002","2","182"
"r_1","MON11","num","2003","0","347"
"r_1","MON11","num","2003","1","193"
"r_1","MON11","num","2003","2","154"
"r_1","MON11","num","2004","0","319"
"r_1","MON11","num","2004","1","172"
"r_1","MON11","num","2004","2","147"
"r_1","MON11","num","2005","0","308"
"r_1","MON11","num","2005","1","162"
"r_1","MON11","num","2005","2","146"
"r_1","MON11","num","2006","0","299"
"r_1","MON11","num","2006","1","170"
"r_1","MON11","num","2006","2","129"
"r_1","MON11","num","2007","0","298"
"r_1","MON11","num","2007","1","163"
"r_1","MON11","num","2007","2","135"
"r_1","MON11","num","2008","0","281"
"r_1","MON11","num","2008","1","153"
"r_1","MON11","num","2008","2","128"
"r_1","MON11","num","2009","0","279"
"r_1","MON11","num","2009","1","140"
"r_1","MON11","num","2009","2","139"
"r_1","MON11","num","2010","0","260"
"r_1","MON11","num","2010","1","134"
"r_1","MON11","num","2010","2","126"
"r_1","MON11","num","2011","0","268"
"r_1","MON11","num","2011","1","139"
"r_1","MON11","num","2011","2","129"
"r_1","MON11","num","2012","0","247"
"r_1","MON11","num","2012","1","117"
"r_1","MON11","num","2012","2","130"
"r_1","MON11","num","2013","0","242"
"r_1","MON11","num","2013","1","124"
"r_1","MON11","num","2013","2","118"
"r_1","MON11","num","2014","0","235"
"r_1","MON11","num","2014","1","108"
"r_1","MON11","num","2014","2","127"
"r_1","MON12","num","2000","0","181"
"r_1","MON12","num","2000","1","90"
"r_1","MON12","num","2000","2","91"
"r_1","MON12","num","2001","0","152"
"r_1","MON12","num","2001","1","66"
"r_1","MON12","num","2001","2","86"
"r_1","MON12","num","2002","0","196"
"r_1","MON12","num","2002","1","104"
"r_1","MON12","num","2002","2","92"
"r_1","MON12","num","2003","0","187"
"r_1","MON12","num","2003","1","93"
"r_1","MON12","num","2003","2","94"
"r_1","MON12","num","2004","0","199"
"r_1","MON12","num","2004","1","112"
"r_1","MON12","num","2004","2","87"
"r_1","MON12","num","2005","0","180"
"r_1","MON12","num","2005","1","89"
"r_1","MON12","num","2005","2","91"
"r_1","MON12","num","2006","0","161"
"r_1","MON12","num","2006","1","88"
"r_1","MON12","num","2006","2","73"
"r_1","MON12","num","2007","0","165"
"r_1","MON12","num","2007","1","78"
"r_1","MON12","num","2007","2","87"
"r_1","MON12","num","2008","0","169"
"r_1","MON12","num","2008","1","85"
"r_1","MON12","num","2008","2","84"
"r_1","MON12","num","2009","0","165"
"r_1","MON12","num","2009","1","95"
"r_1","MON12","num","2009","2","70"
"r_1","MON12","num","2010","0","193"
"r_1","MON12","num","2010","1","105"
"r_1","MON12","num","2010","2","88"
"r_1","MON12","num","2011","0","191"
"r_1","MON12","num","2011","1","104"
"r_1","MON12","num","2011","2","87"
"r_1","MON12","num","2012","0","172"
"r_1","MON12","num","2012","1","98"
"r_1","MON12","num","2012","2","74"
"r_1","MON12","num","2013","0","155"
"r_1","MON12","num","2013","1","95"
"r_1","MON12","num","2013","2","60"
"r_1","MON12","num","2014","0","152"
"r_1","MON12","num","2014","1","71"
"r_1","MON12","num","2014","2","81"
"r_1","MON14","num","2000","0","151"
"r_1","MON14","num","2000","1","84"
"r_1","MON14","num","2000","2","67"
"r_1","MON14","num","2001","0","139"
"r_1","MON14","num","2001","1","74"
"r_1","MON14","num","2001","2","65"
"r_1","MON14","num","2002","0","144"
"r_1","MON14","num","2002","1","81"
"r_1","MON14","num","2002","2","63"
"r_1","MON14","num","2003","0","115"
"r_1","MON14","num","2003","1","64"
"r_1","MON14","num","2003","2","51"
"r_1","MON14","num","2004","0","97"
"r_1","MON14","num","2004","1","54"
"r_1","MON14","num","2004","2","43"
"r_1","MON14","num","2005","0","113"
"r_1","MON14","num","2005","1","65"
"r_1","MON14","num","2005","2","48"
"r_1","MON14","num","2006","0","105"
"r_1","MON14","num","2006","1","57"
"r_1","MON14","num","2006","2","48"
"r_1","MON14","num","2007","0","111"
"r_1","MON14","num","2007","1","60"
"r_1","MON14","num","2007","2","51"
"r_1","MON14","num","2008","0","96"
"r_1","MON14","num","2008","1","49"
"r_1","MON14","num","2008","2","47"
"r_1","MON14","num","2009","0","88"
"r_1","MON14","num","2009","1","44"
"r_1","MON14","num","2009","2","44"
"r_1","MON14","num","2010","0","110"
"r_1","MON14","num","2010","1","59"
"r_1","MON14","num","2010","2","51"
"r_1","MON14","num","2011","0","124"
"r_1","MON14","num","2011","1","68"
"r_1","MON14","num","2011","2","56"
"r_1","MON14","num","2012","0","88"
"r_1","MON14","num","2012","1","50"
"r_1","MON14","num","2012","2","38"
"r_1","MON14","num","2013","0","100"
"r_1","MON14","num","2013","1","54"
"r_1","MON14","num","2013","2","46"
"r_1","MON14","num","2014","0","85"
"r_1","MON14","num","2014","1","46"
"r_1","MON14","num","2014","2","39"
"r_1","MON24","num","2000","0","587"
"r_1","MON24","num","2000","1","321"
"r_1","MON24","num","2000","2","266"
"r_1","MON24","num","2001","0","670"
"r_1","MON24","num","2001","1","359"
"r_1","MON24","num","2001","2","311"
"r_1","MON24","num","2002","0","616"
"r_1","MON24","num","2002","1","306"
"r_1","MON24","num","2002","2","310"
"r_1","MON24","num","2003","0","593"
"r_1","MON24","num","2003","1","307"
"r_1","MON24","num","2003","2","286"
"r_1","MON24","num","2004","0","571"
"r_1","MON24","num","2004","1","284"
"r_1","MON24","num","2004","2","287"
"r_1","MON24","num","2005","0","611"
"r_1","MON24","num","2005","1","323"
"r_1","MON24","num","2005","2","288"
"r_1","MON24","num","2006","0","587"
"r_1","MON24","num","2006","1","315"
"r_1","MON24","num","2006","2","272"
"r_1","MON24","num","2007","0","560"
"r_1","MON24","num","2007","1","278"
"r_1","MON24","num","2007","2","282"
"r_1","MON24","num","2008","0","522"
"r_1","MON24","num","2008","1","270"
"r_1","MON24","num","2008","2","252"
"r_1","MON24","num","2009","0","562"
"r_1","MON24","num","2009","1","274"
"r_1","MON24","num","2009","2","288"
"r_1","MON24","num","2010","0","572"
"r_1","MON24","num","2010","1","301"
"r_1","MON24","num","2010","2","271"
"r_1","MON24","num","2011","0","551"
"r_1","MON24","num","2011","1","296"
"r_1","MON24","num","2011","2","255"
"r_1","MON24","num","2012","0","568"
"r_1","MON24","num","2012","1","276"
"r_1","MON24","num","2012","2","292"
"r_1","MON24","num","2013","0","518"
"r_1","MON24","num","2013","1","289"
"r_1","MON24","num","2013","2","229"
"r_1","MON24","num","2014","0","570"
"r_1","MON24","num","2014","1","287"
"r_1","MON24","num","2014","2","283"
"r_1","MON26","num","2000","0","172"
"r_1","MON26","num","2000","1","85"
"r_1","MON26","num","2000","2","87"
"r_1","MON26","num","2001","0","162"
"r_1","MON26","num","2001","1","79"
"r_1","MON26","num","2001","2","83"
"r_1","MON26","num","2002","0","136"
"r_1","MON26","num","2002","1","74"
"r_1","MON26","num","2002","2","62"
"r_1","MON26","num","2003","0","138"
"r_1","MON26","num","2003","1","69"
"r_1","MON26","num","2003","2","69"
"r_1","MON26","num","2004","0","148"
"r_1","MON26","num","2004","1","90"
"r_1","MON26","num","2004","2","58"
"r_1","MON26","num","2005","0","154"
"r_1","MON26","num","2005","1","84"
"r_1","MON26","num","2005","2","70"
"r_1","MON26","num","2006","0","126"
"r_1","MON26","num","2006","1","59"
"r_1","MON26","num","2006","2","67"
"r_1","MON26","num","2007","0","161"
"r_1","MON26","num","2007","1","79"
"r_1","MON26","num","2007","2","82"
"r_1","MON26","num","2008","0","124"
"r_1","MON26","num","2008","1","52"
"r_1","MON26","num","2008","2","72"
"r_1","MON26","num","2009","0","135"
"r_1","MON26","num","2009","1","69"
"r_1","MON26","num","2009","2","66"
"r_1","MON26","num","2010","0","123"
"r_1","MON26","num","2010","1","64"
"r_1","MON26","num","2010","2","59"
"r_1","MON26","num","2011","0","119"
"r_1","MON26","num","2011","1","60"
"r_1","MON26","num","2011","2","59"
"r_1","MON26","num","2012","0","150"
"r_1","MON26","num","2012","1","70"
"r_1","MON26","num","2012","2","80"
"r_1","MON26","num","2013","0","116"
"r_1","MON26","num","2013","1","64"
"r_1","MON26","num","2013","2","52"
"r_1","MON26","num","2014","0","124"
"r_1","MON26","num","2014","1","56"
"r_1","MON26","num","2014","2","68"
"r_1","MON29","num","2000","0","866"
"r_1","MON29","num","2000","1","466"
"r_1","MON29","num","2000","2","400"
"r_1","MON29","num","2001","0","840"
"r_1","MON29","num","2001","1","443"
"r_1","MON29","num","2001","2","397"
"r_1","MON29","num","2002","0","880"
"r_1","MON29","num","2002","1","464"
"r_1","MON29","num","2002","2","416"
"r_1","MON29","num","2003","0","854"
"r_1","MON29","num","2003","1","457"
"r_1","MON29","num","2003","2","397"
"r_1","MON29","num","2004","0","881"
"r_1","MON29","num","2004","1","467"
"r_1","MON29","num","2004","2","414"
"r_1","MON29","num","2005","0","884"
"r_1","MON29","num","2005","1","470"
"r_1","MON29","num","2005","2","414"
"r_1","MON29","num","2006","0","852"
"r_1","MON29","num","2006","1","465"
"r_1","MON29","num","2006","2","387"
"r_1","MON29","num","2007","0","835"
"r_1","MON29","num","2007","1","445"
"r_1","MON29","num","2007","2","390"
"r_1","MON29","num","2008","0","799"
"r_1","MON29","num","2008","1","438"
"r_1","MON29","num","2008","2","361"
"r_1","MON29","num","2009","0","802"
"r_1","MON29","num","2009","1","436"
"r_1","MON29","num","2009","2","366"
"r_1","MON29","num","2010","0","812"
"r_1","MON29","num","2010","1","426"
"r_1","MON29","num","2010","2","386"
"r_1","MON29","num","2011","0","775"
"r_1","MON29","num","2011","1","407"
"r_1","MON29","num","2011","2","368"
"r_1","MON29","num","2012","0","844"
"r_1","MON29","num","2012","1","451"
"r_1","MON29","num","2012","2","393"
"r_1","MON29","num","2013","0","800"
"r_1","MON29","num","2013","1","423"
"r_1","MON29","num","2013","2","377"
"r_1","MON29","num","2014","0","817"
"r_1","MON29","num","2014","1","444"
"r_1","MON29","num","2014","2","373"
"r_1","MON36","num","2000","0","123"
"r_1","MON36","num","2000","1","65"
"r_1","MON36","num","2000","2","58"
"r_1","MON36","num","2001","0","130"
"r_1","MON36","num","2001","1","67"
"r_1","MON36","num","2001","2","63"
"r_1","MON36","num","2002","0","134"
"r_1","MON36","num","2002","1","66"
"r_1","MON36","num","2002","2","68"
"r_1","MON36","num","2003","0","126"
"r_1","MON36","num","2003","1","56"
"r_1","MON36","num","2003","2","70"
"r_1","MON36","num","2004","0","125"
"r_1","MON36","num","2004","1","67"
"r_1","MON36","num","2004","2","58"
"r_1","MON36","num","2005","0","106"
"r_1","MON36","num","2005","1","50"
"r_1","MON36","num","2005","2","56"
"r_1","MON36","num","2006","0","126"
"r_1","MON36","num","2006","1","61"
"r_1","MON36","num","2006","2","65"
"r_1","MON36","num","2007","0","121"
"r_1","MON36","num","2007","1","70"
"r_1","MON36","num","2007","2","51"
"r_1","MON36","num","2008","0","114"
"r_1","MON36","num","2008","1","52"
"r_1","MON36","num","2008","2","62"
"r_1","MON36","num","2009","0","121"
"r_1","MON36","num","2009","1","59"
"r_1","MON36","num","2009","2","62"
"r_1","MON36","num","2010","0","122"
"r_1","MON36","num","2010","1","63"
"r_1","MON36","num","2010","2","59"
"r_1","MON36","num","2011","0","104"
"r_1","MON36","num","2011","1","59"
"r_1","MON36","num","2011","2","45"
"r_1","MON36","num","2012","0","106"
"r_1","MON36","num","2012","1","52"
"r_1","MON36","num","2012","2","54"
"r_1","MON36","num","2013","0","84"
"r_1","MON36","num","2013","1","48"
"r_1","MON36","num","2013","2","36"
"r_1","MON36","num","2014","0","89"
"r_1","MON36","num","2014","1","45"
"r_1","MON36","num","2014","2","44"
"r_1","MON38","num","2000","0","195"
"r_1","MON38","num","2000","1","100"
"r_1","MON38","num","2000","2","95"
"r_1","MON38","num","2001","0","192"
"r_1","MON38","num","2001","1","93"
"r_1","MON38","num","2001","2","99"
"r_1","MON38","num","2002","0","181"
"r_1","MON38","num","2002","1","99"
"r_1","MON38","num","2002","2","82"
"r_1","MON38","num","2003","0","179"
"r_1","MON38","num","2003","1","90"
"r_1","MON38","num","2003","2","89"
"r_1","MON38","num","2004","0","177"
"r_1","MON38","num","2004","1","88"
"r_1","MON38","num","2004","2","89"
"r_1","MON38","num","2005","0","144"
"r_1","MON38","num","2005","1","74"
"r_1","MON38","num","2005","2","70"
"r_1","MON38","num","2006","0","178"
"r_1","MON38","num","2006","1","94"
"r_1","MON38","num","2006","2","84"
"r_1","MON38","num","2007","0","139"
"r_1","MON38","num","2007","1","71"
"r_1","MON38","num","2007","2","68"
"r_1","MON38","num","2008","0","130"
"r_1","MON38","num","2008","1","54"
"r_1","MON38","num","2008","2","76"
"r_1","MON38","num","2009","0","125"
"r_1","MON38","num","2009","1","69"
"r_1","MON38","num","2009","2","56"
"r_1","MON38","num","2010","0","135"
"r_1","MON38","num","2010","1","50"
"r_1","MON38","num","2010","2","85"
"r_1","MON38","num","2011","0","150"
"r_1","MON38","num","2011","1","85"
"r_1","MON38","num","2011","2","65"
"r_1","MON38","num","2012","0","113"
"r_1","MON38","num","2012","1","55"
"r_1","MON38","num","2012","2","58"
"r_1","MON38","num","2013","0","129"
"r_1","MON38","num","2013","1","71"
"r_1","MON38","num","2013","2","58"
"r_1","MON38","num","2014","0","127"
"r_1","MON38","num","2014","1","65"
"r_1","MON38","num","2014","2","62"
"r_1","PAZ","num","2000","0","4108"
"r_1","PAZ","num","2000","1","2276"
"r_1","PAZ","num","2000","2","1832"
"r_1","PAZ","num","2001","0","3964"
"r_1","PAZ","num","2001","1","2124"
"r_1","PAZ","num","2001","2","1840"
"r_1","PAZ","num","2002","0","3914"
"r_1","PAZ","num","2002","1","2017"
"r_1","PAZ","num","2002","2","1897"
"r_1","PAZ","num","2003","0","4020"
"r_1","PAZ","num","2003","1","2158"
"r_1","PAZ","num","2003","2","1862"
"r_1","PAZ","num","2004","0","4019"
"r_1","PAZ","num","2004","1","2168"
"r_1","PAZ","num","2004","2","1851"
"r_1","PAZ","num","2005","0","4013"
"r_1","PAZ","num","2005","1","2128"
"r_1","PAZ","num","2005","2","1885"
"r_1","PAZ","num","2006","0","4055"
"r_1","PAZ","num","2006","1","2205"
"r_1","PAZ","num","2006","2","1850"
"r_1","PAZ","num","2007","0","4081"
"r_1","PAZ","num","2007","1","2173"
"r_1","PAZ","num","2007","2","1908"
"r_1","PAZ","num","2008","0","4007"
"r_1","PAZ","num","2008","1","2171"
"r_1","PAZ","num","2008","2","1836"
"r_1","PAZ","num","2009","0","3849"
"r_1","PAZ","num","2009","1","2059"
"r_1","PAZ","num","2009","2","1790"
"r_1","PAZ","num","2010","0","3891"
"r_1","PAZ","num","2010","1","2069"
"r_1","PAZ","num","2010","2","1822"
"r_1","PAZ","num","2011","0","4018"
"r_1","PAZ","num","2011","1","2160"
"r_1","PAZ","num","2011","2","1858"
"r_1","PAZ","num","2012","0","3899"
"r_1","PAZ","num","2012","1","2017"
"r_1","PAZ","num","2012","2","1882"
"r_1","PAZ","num","2013","0","3771"
"r_1","PAZ","num","2013","1","2028"
"r_1","PAZ","num","2013","2","1743"
"r_1","PAZ","num","2014","0","4011"
"r_1","PAZ","num","2014","1","2102"
"r_1","PAZ","num","2014","2","1909"
"r_1","PAZ03","num","2000","0","109"
"r_1","PAZ03","num","2000","1","61"
"r_1","PAZ03","num","2000","2","48"
"r_1","PAZ03","num","2001","0","120"
"r_1","PAZ03","num","2001","1","70"
"r_1","PAZ03","num","2001","2","50"
"r_1","PAZ03","num","2002","0","98"
"r_1","PAZ03","num","2002","1","51"
"r_1","PAZ03","num","2002","2","47"
"r_1","PAZ03","num","2003","0","117"
"r_1","PAZ03","num","2003","1","71"
"r_1","PAZ03","num","2003","2","46"
"r_1","PAZ03","num","2004","0","122"
"r_1","PAZ03","num","2004","1","74"
"r_1","PAZ03","num","2004","2","48"
"r_1","PAZ03","num","2005","0","97"
"r_1","PAZ03","num","2005","1","66"
"r_1","PAZ03","num","2005","2","31"
"r_1","PAZ03","num","2006","0","131"
"r_1","PAZ03","num","2006","1","77"
"r_1","PAZ03","num","2006","2","54"
"r_1","PAZ03","num","2007","0","118"
"r_1","PAZ03","num","2007","1","70"
"r_1","PAZ03","num","2007","2","48"
"r_1","PAZ03","num","2008","0","107"
"r_1","PAZ03","num","2008","1","51"
"r_1","PAZ03","num","2008","2","56"
"r_1","PAZ03","num","2009","0","101"
"r_1","PAZ03","num","2009","1","57"
"r_1","PAZ03","num","2009","2","44"
"r_1","PAZ03","num","2010","0","103"
"r_1","PAZ03","num","2010","1","56"
"r_1","PAZ03","num","2010","2","47"
"r_1","PAZ03","num","2011","0","139"
"r_1","PAZ03","num","2011","1","69"
"r_1","PAZ03","num","2011","2","70"
"r_1","PAZ03","num","2012","0","100"
"r_1","PAZ03","num","2012","1","50"
"r_1","PAZ03","num","2012","2","50"
"r_1","PAZ03","num","2013","0","90"
"r_1","PAZ03","num","2013","1","42"
"r_1","PAZ03","num","2013","2","48"
"r_1","PAZ03","num","2014","0","110"
"r_1","PAZ03","num","2014","1","55"
"r_1","PAZ03","num","2014","2","55"
"r_1","PAZ04","num","2000","0","178"
"r_1","PAZ04","num","2000","1","103"
"r_1","PAZ04","num","2000","2","75"
"r_1","PAZ04","num","2001","0","181"
"r_1","PAZ04","num","2001","1","104"
"r_1","PAZ04","num","2001","2","77"
"r_1","PAZ04","num","2002","0","208"
"r_1","PAZ04","num","2002","1","108"
"r_1","PAZ04","num","2002","2","100"
"r_1","PAZ04","num","2003","0","177"
"r_1","PAZ04","num","2003","1","95"
"r_1","PAZ04","num","2003","2","82"
"r_1","PAZ04","num","2004","0","181"
"r_1","PAZ04","num","2004","1","94"
"r_1","PAZ04","num","2004","2","87"
"r_1","PAZ04","num","2005","0","168"
"r_1","PAZ04","num","2005","1","94"
"r_1","PAZ04","num","2005","2","74"
"r_1","PAZ04","num","2006","0","179"
"r_1","PAZ04","num","2006","1","93"
"r_1","PAZ04","num","2006","2","86"
"r_1","PAZ04","num","2007","0","192"
"r_1","PAZ04","num","2007","1","90"
"r_1","PAZ04","num","2007","2","102"
"r_1","PAZ04","num","2008","0","209"
"r_1","PAZ04","num","2008","1","115"
"r_1","PAZ04","num","2008","2","94"
"r_1","PAZ04","num","2009","0","161"
"r_1","PAZ04","num","2009","1","76"
"r_1","PAZ04","num","2009","2","85"
"r_1","PAZ04","num","2010","0","187"
"r_1","PAZ04","num","2010","1","96"
"r_1","PAZ04","num","2010","2","91"
"r_1","PAZ04","num","2011","0","197"
"r_1","PAZ04","num","2011","1","109"
"r_1","PAZ04","num","2011","2","88"
"r_1","PAZ04","num","2012","0","156"
"r_1","PAZ04","num","2012","1","85"
"r_1","PAZ04","num","2012","2","71"
"r_1","PAZ04","num","2013","0","139"
"r_1","PAZ04","num","2013","1","75"
"r_1","PAZ04","num","2013","2","64"
"r_1","PAZ04","num","2014","0","173"
"r_1","PAZ04","num","2014","1","82"
"r_1","PAZ04","num","2014","2","91"
"r_1","PAZ06","num","2000","0","184"
"r_1","PAZ06","num","2000","1","93"
"r_1","PAZ06","num","2000","2","91"
"r_1","PAZ06","num","2001","0","189"
"r_1","PAZ06","num","2001","1","89"
"r_1","PAZ06","num","2001","2","100"
"r_1","PAZ06","num","2002","0","189"
"r_1","PAZ06","num","2002","1","89"
"r_1","PAZ06","num","2002","2","100"
"r_1","PAZ06","num","2003","0","176"
"r_1","PAZ06","num","2003","1","75"
"r_1","PAZ06","num","2003","2","101"
"r_1","PAZ06","num","2004","0","178"
"r_1","PAZ06","num","2004","1","91"
"r_1","PAZ06","num","2004","2","87"
"r_1","PAZ06","num","2005","0","183"
"r_1","PAZ06","num","2005","1","97"
"r_1","PAZ06","num","2005","2","86"
"r_1","PAZ06","num","2006","0","171"
"r_1","PAZ06","num","2006","1","91"
"r_1","PAZ06","num","2006","2","80"
"r_1","PAZ06","num","2007","0","191"
"r_1","PAZ06","num","2007","1","111"
"r_1","PAZ06","num","2007","2","80"
"r_1","PAZ06","num","2008","0","188"
"r_1","PAZ06","num","2008","1","101"
"r_1","PAZ06","num","2008","2","87"
"r_1","PAZ06","num","2009","0","148"
"r_1","PAZ06","num","2009","1","85"
"r_1","PAZ06","num","2009","2","63"
"r_1","PAZ06","num","2010","0","196"
"r_1","PAZ06","num","2010","1","104"
"r_1","PAZ06","num","2010","2","92"
"r_1","PAZ06","num","2011","0","184"
"r_1","PAZ06","num","2011","1","92"
"r_1","PAZ06","num","2011","2","92"
"r_1","PAZ06","num","2012","0","179"
"r_1","PAZ06","num","2012","1","93"
"r_1","PAZ06","num","2012","2","86"
"r_1","PAZ06","num","2013","0","181"
"r_1","PAZ06","num","2013","1","100"
"r_1","PAZ06","num","2013","2","81"
"r_1","PAZ06","num","2014","0","167"
"r_1","PAZ06","num","2014","1","86"
"r_1","PAZ06","num","2014","2","81"
"r_1","PAZ08","num","2000","0","495"
"r_1","PAZ08","num","2000","1","281"
"r_1","PAZ08","num","2000","2","214"
"r_1","PAZ08","num","2001","0","423"
"r_1","PAZ08","num","2001","1","221"
"r_1","PAZ08","num","2001","2","202"
"r_1","PAZ08","num","2002","0","425"
"r_1","PAZ08","num","2002","1","217"
"r_1","PAZ08","num","2002","2","208"
"r_1","PAZ08","num","2003","0","478"
"r_1","PAZ08","num","2003","1","252"
"r_1","PAZ08","num","2003","2","226"
"r_1","PAZ08","num","2004","0","497"
"r_1","PAZ08","num","2004","1","282"
"r_1","PAZ08","num","2004","2","215"
"r_1","PAZ08","num","2005","0","481"
"r_1","PAZ08","num","2005","1","248"
"r_1","PAZ08","num","2005","2","233"
"r_1","PAZ08","num","2006","0","496"
"r_1","PAZ08","num","2006","1","254"
"r_1","PAZ08","num","2006","2","242"
"r_1","PAZ08","num","2007","0","483"
"r_1","PAZ08","num","2007","1","265"
"r_1","PAZ08","num","2007","2","218"
"r_1","PAZ08","num","2008","0","482"
"r_1","PAZ08","num","2008","1","269"
"r_1","PAZ08","num","2008","2","213"
"r_1","PAZ08","num","2009","0","510"
"r_1","PAZ08","num","2009","1","276"
"r_1","PAZ08","num","2009","2","234"
"r_1","PAZ08","num","2010","0","487"
"r_1","PAZ08","num","2010","1","239"
"r_1","PAZ08","num","2010","2","248"
"r_1","PAZ08","num","2011","0","478"
"r_1","PAZ08","num","2011","1","257"
"r_1","PAZ08","num","2011","2","221"
"r_1","PAZ08","num","2012","0","486"
"r_1","PAZ08","num","2012","1","248"
"r_1","PAZ08","num","2012","2","238"
"r_1","PAZ08","num","2013","0","484"
"r_1","PAZ08","num","2013","1","249"
"r_1","PAZ08","num","2013","2","235"
"r_1","PAZ08","num","2014","0","535"
"r_1","PAZ08","num","2014","1","279"
"r_1","PAZ08","num","2014","2","256"
"r_1","PAZ14","num","2000","0","177"
"r_1","PAZ14","num","2000","1","94"
"r_1","PAZ14","num","2000","2","83"
"r_1","PAZ14","num","2001","0","170"
"r_1","PAZ14","num","2001","1","83"
"r_1","PAZ14","num","2001","2","87"
"r_1","PAZ14","num","2002","0","144"
"r_1","PAZ14","num","2002","1","60"
"r_1","PAZ14","num","2002","2","84"
"r_1","PAZ14","num","2003","0","149"
"r_1","PAZ14","num","2003","1","71"
"r_1","PAZ14","num","2003","2","78"
"r_1","PAZ14","num","2004","0","154"
"r_1","PAZ14","num","2004","1","86"
"r_1","PAZ14","num","2004","2","68"
"r_1","PAZ14","num","2005","0","179"
"r_1","PAZ14","num","2005","1","86"
"r_1","PAZ14","num","2005","2","93"
"r_1","PAZ14","num","2006","0","145"
"r_1","PAZ14","num","2006","1","76"
"r_1","PAZ14","num","2006","2","69"
"r_1","PAZ14","num","2007","0","134"
"r_1","PAZ14","num","2007","1","66"
"r_1","PAZ14","num","2007","2","68"
"r_1","PAZ14","num","2008","0","171"
"r_1","PAZ14","num","2008","1","88"
"r_1","PAZ14","num","2008","2","83"
"r_1","PAZ14","num","2009","0","121"
"r_1","PAZ14","num","2009","1","65"
"r_1","PAZ14","num","2009","2","56"
"r_1","PAZ14","num","2010","0","142"
"r_1","PAZ14","num","2010","1","63"
"r_1","PAZ14","num","2010","2","79"
"r_1","PAZ14","num","2011","0","123"
"r_1","PAZ14","num","2011","1","72"
"r_1","PAZ14","num","2011","2","51"
"r_1","PAZ14","num","2012","0","130"
"r_1","PAZ14","num","2012","1","61"
"r_1","PAZ14","num","2012","2","69"
"r_1","PAZ14","num","2013","0","129"
"r_1","PAZ14","num","2013","1","54"
"r_1","PAZ14","num","2013","2","75"
"r_1","PAZ14","num","2014","0","134"
"r_1","PAZ14","num","2014","1","69"
"r_1","PAZ14","num","2014","2","65"
"r_1","PAZ19","num","2000","0","1558"
"r_1","PAZ19","num","2000","1","846"
"r_1","PAZ19","num","2000","2","712"
"r_1","PAZ19","num","2001","0","1490"
"r_1","PAZ19","num","2001","1","817"
"r_1","PAZ19","num","2001","2","673"
"r_1","PAZ19","num","2002","0","1521"
"r_1","PAZ19","num","2002","1","785"
"r_1","PAZ19","num","2002","2","736"
"r_1","PAZ19","num","2003","0","1499"
"r_1","PAZ19","num","2003","1","808"
"r_1","PAZ19","num","2003","2","691"
"r_1","PAZ19","num","2004","0","1501"
"r_1","PAZ19","num","2004","1","795"
"r_1","PAZ19","num","2004","2","706"
"r_1","PAZ19","num","2005","0","1551"
"r_1","PAZ19","num","2005","1","826"
"r_1","PAZ19","num","2005","2","725"
"r_1","PAZ19","num","2006","0","1528"
