RevisionColumn,NUTS,GenderID,Units,periods,SILC_Age,ValueColumn
"r_2","BG325","2","perc_pop_fig","2010","0","64.8"
"r_2","BG325","2","perc_pop_fig","2011","0","36.3"
"r_2","BG325","2","perc_pop_fig","2012","0","37.6"
"r_2","BG325","2","perc_pop_fig","2013","0","40.9"
"r_2","BG325","2","perc_pop_fig","2014","0","37.8"
"r_2","BG33","0","perc_pop_fig","2008","0","45.1"
"r_2","BG33","0","perc_pop_fig","2009","0","41.4"
"r_2","BG33","0","perc_pop_fig","2010","0","48.1"
"r_2","BG33","0","perc_pop_fig","2011","0","45.8"
"r_2","BG33","0","perc_pop_fig","2012","0","46.7"
"r_2","BG33","0","perc_pop_fig","2013","0","49.8"
"r_2","BG33","0","perc_pop_fig","2014","0","39"
"r_2","BG33","1","perc_pop_fig","2008","0","43.8"
"r_2","BG33","1","perc_pop_fig","2009","0","38.7"
"r_2","BG33","1","perc_pop_fig","2010","0","45.2"
"r_2","BG33","1","perc_pop_fig","2011","0","43.8"
"r_2","BG33","1","perc_pop_fig","2012","0","45.6"
"r_2","BG33","1","perc_pop_fig","2013","0","48.4"
"r_2","BG33","1","perc_pop_fig","2014","0","38.4"
"r_2","BG33","2","perc_pop_fig","2008","0","46.3"
"r_2","BG33","2","perc_pop_fig","2009","0","44"
"r_2","BG33","2","perc_pop_fig","2010","0","50.8"
"r_2","BG33","2","perc_pop_fig","2011","0","47.6"
"r_2","BG33","2","perc_pop_fig","2012","0","47.6"
"r_2","BG33","2","perc_pop_fig","2013","0","51.1"
"r_2","BG33","2","perc_pop_fig","2014","0","39.5"
"r_2","BG331","0","perc_pop_fig","2008","0","32.8"
"r_2","BG331","0","perc_pop_fig","2009","0","36.7"
"r_2","BG331","0","perc_pop_fig","2010","0","48.9"
"r_2","BG331","0","perc_pop_fig","2011","0","46.4"
"r_2","BG331","0","perc_pop_fig","2012","0","47.9"
"r_2","BG331","0","perc_pop_fig","2013","0","57.1"
"r_2","BG331","0","perc_pop_fig","2014","0","50.7"
"r_2","BG331","1","perc_pop_fig","2008","0","30.7"
"r_2","BG331","1","perc_pop_fig","2009","0","32.6"
"r_2","BG331","1","perc_pop_fig","2010","0","44.7"
"r_2","BG331","1","perc_pop_fig","2011","0","43.1"
"r_2","BG331","1","perc_pop_fig","2012","0","45.9"
"r_2","BG331","1","perc_pop_fig","2013","0","55.2"
"r_2","BG331","1","perc_pop_fig","2014","0","50.7"
"r_2","BG331","2","perc_pop_fig","2008","0","34.7"
"r_2","BG331","2","perc_pop_fig","2009","0","40.2"
"r_2","BG331","2","perc_pop_fig","2010","0","52.6"
"r_2","BG331","2","perc_pop_fig","2011","0","49.6"
"r_2","BG331","2","perc_pop_fig","2012","0","49.7"
"r_2","BG331","2","perc_pop_fig","2013","0","58.9"
"r_2","BG331","2","perc_pop_fig","2014","0","50.7"
"r_2","BG332","0","perc_pop_fig","2008","0","31.5"
"r_2","BG332","0","perc_pop_fig","2009","0","39.7"
"r_2","BG332","0","perc_pop_fig","2010","0","34.1"
"r_2","BG332","0","perc_pop_fig","2011","0","34.4"
"r_2","BG332","0","perc_pop_fig","2012","0","32.6"
"r_2","BG332","0","perc_pop_fig","2013","0","30.7"
"r_2","BG332","0","perc_pop_fig","2014","0","20.9"
"r_2","BG332","1","perc_pop_fig","2008","0","32.5"
"r_2","BG332","1","perc_pop_fig","2009","0","37.9"
"r_2","BG332","1","perc_pop_fig","2010","0","32.4"
"r_2","BG332","1","perc_pop_fig","2011","0","36"
"r_2","BG332","1","perc_pop_fig","2012","0","36.2"
"r_2","BG332","1","perc_pop_fig","2013","0","31.6"
"r_2","BG332","1","perc_pop_fig","2014","0","20.8"
"r_2","BG332","2","perc_pop_fig","2008","0","30.5"
"r_2","BG332","2","perc_pop_fig","2009","0","41.4"
"r_2","BG332","2","perc_pop_fig","2010","0","35.6"
"r_2","BG332","2","perc_pop_fig","2011","0","33"
"r_2","BG332","2","perc_pop_fig","2012","0","29.6"
"r_2","BG332","2","perc_pop_fig","2013","0","30"
"r_2","BG332","2","perc_pop_fig","2014","0","20.9"
"r_2","BG334","0","perc_pop_fig","2008","0","38"
"r_2","BG334","0","perc_pop_fig","2009","0","46.6"
"r_2","BG334","0","perc_pop_fig","2010","0","67.5"
"r_2","BG334","0","perc_pop_fig","2011","0","57.4"
"r_2","BG334","0","perc_pop_fig","2012","0","60.1"
"r_2","BG334","0","perc_pop_fig","2013","0","47.7"
"r_2","BG334","0","perc_pop_fig","2014","0","29"
"r_2","BG334","1","perc_pop_fig","2008","0","37.7"
"r_2","BG334","1","perc_pop_fig","2009","0","41.2"
"r_2","BG334","1","perc_pop_fig","2010","0","65.3"
"r_2","BG334","1","perc_pop_fig","2011","0","57.6"
"r_2","BG334","1","perc_pop_fig","2012","0","56.5"
"r_2","BG334","1","perc_pop_fig","2013","0","44.9"
"r_2","BG334","1","perc_pop_fig","2014","0","26.8"
"r_2","BG334","2","perc_pop_fig","2008","0","38.4"
"r_2","BG334","2","perc_pop_fig","2009","0","51.6"
"r_2","BG334","2","perc_pop_fig","2010","0","69.5"
"r_2","BG334","2","perc_pop_fig","2011","0","57.2"
"r_2","BG334","2","perc_pop_fig","2012","0","63.5"
