RevisionColumn,LFS_EDUlevel,Units,periods,Age10_LFS,ValueColumn
"r_14","2_1","1000cp","2018Q4","0","1056.2"
"r_14","2_1","1000cp","2018Q4","15 - 64_gr","1028.6"
"r_14","2_2","1000cp","2018Q4","0","755.1"
"r_14","2_2","1000cp","2018Q4","15 - 64_gr","739.9"
"r_14","3","1000cp","2018Q4","0","287.9"
"r_14","3","1000cp","2018Q4","15 - 64_gr","275.2"
"r_14","4","1000cp","2018Q4","0","62.1"
"r_14","4","1000cp","2018Q4","15 - 64_gr","61.2"
"r_15","0","1000cp","2019Q1","0","3147.8"
"r_15","0","1000cp","2019Q1","15 - 64_gr","3062.4"
"r_15","1","1000cp","2019Q1","0","1015.1"
"r_15","1","1000cp","2019Q1","15 - 64_gr","980.2"
"r_15","2","1000cp","2019Q1","0","1778.7"
"r_15","2","1000cp","2019Q1","15 - 64_gr","1740.2"
"r_15","2_1","1000cp","2019Q1","0","1033.9"
"r_15","2_1","1000cp","2019Q1","15 - 64_gr","1007.4"
"r_15","2_2","1000cp","2019Q1","0","744.9"
"r_15","2_2","1000cp","2019Q1","15 - 64_gr","732.8"
"r_15","3","1000cp","2019Q1","0","296.5"
"r_15","3","1000cp","2019Q1","15 - 64_gr","285.6"
"r_15","4","1000cp","2019Q1","0","57.4"
"r_15","4","1000cp","2019Q1","15 - 64_gr","56.5"
"r_16","0","1000cp","2019Q2","0","3262.8"
"r_16","0","1000cp","2019Q2","15 - 64_gr","3165.1"
"r_16","1","1000cp","2019Q2","0","1026"
"r_16","1","1000cp","2019Q2","15 - 64_gr","991.8"
"r_16","2","1000cp","2019Q2","0","1829.3"
"r_16","2","1000cp","2019Q2","15 - 64_gr","1784.7"
"r_16","2_1","1000cp","2019Q2","0","1042.8"
"r_16","2_1","1000cp","2019Q2","15 - 64_gr","1013.5"
"r_16","2_2","1000cp","2019Q2","0","786.5"
"r_16","2_2","1000cp","2019Q2","15 - 64_gr","771.1"
"r_16","3","1000cp","2019Q2","0","348.5"
"r_16","3","1000cp","2019Q2","15 - 64_gr","332.4"
"r_16","4","1000cp","2019Q2","0","59.1"
"r_16","4","1000cp","2019Q2","15 - 64_gr","56.3"
"r_17","0","1000cp","2019Q3","0","3299.2"
"r_17","0","1000cp","2019Q3","15 - 64_gr","3194.1"
"r_17","1","1000cp","2019Q3","0","1004.2"
"r_17","1","1000cp","2019Q3","15 - 64_gr","971.8"
"r_17","2","1000cp","2019Q3","0","1875.7"
"r_17","2","1000cp","2019Q3","15 - 64_gr","1820.8"
"r_17","2_1","1000cp","2019Q3","0","1089.3"
"r_17","2_1","1000cp","2019Q3","15 - 64_gr","1054.1"
"r_17","2_2","1000cp","2019Q3","0","786.3"
"r_17","2_2","1000cp","2019Q3","15 - 64_gr","766.7"
"r_17","3","1000cp","2019Q3","0","350.3"
"r_17","3","1000cp","2019Q3","15 - 64_gr","334.4"
"r_17","4","1000cp","2019Q3","0","69"
"r_17","4","1000cp","2019Q3","15 - 64_gr","67.1"
"r_18","0","1000cp","2019Q4","0","3222.7"
"r_18","0","1000cp","2019Q4","15 - 64_gr","3123.5"
"r_18","1","1000cp","2019Q4","0","996.8"
"r_18","1","1000cp","2019Q4","15 - 64_gr","962"
"r_18","2","1000cp","2019Q4","0","1841.2"
"r_18","2","1000cp","2019Q4","15 - 64_gr","1791.6"
"r_18","2_1","1000cp","2019Q4","0","1087.4"
"r_18","2_1","1000cp","2019Q4","15 - 64_gr","1054.2"
"r_18","2_2","1000cp","2019Q4","0","753.8"
"r_18","2_2","1000cp","2019Q4","15 - 64_gr","737.4"
"r_18","3","1000cp","2019Q4","0","317.5"
"r_18","3","1000cp","2019Q4","15 - 64_gr","303.5"
"r_18","4","1000cp","2019Q4","0","67.3"
"r_18","4","1000cp","2019Q4","15 - 64_gr","66.3"
"r_19","0","1000cp","2020Q1","0","3107.2"
"r_19","0","1000cp","2020Q1","15 - 64_gr","3015.3"
"r_19","1","1000cp","2020Q1","0","987.8"
"r_19","1","1000cp","2020Q1","15 - 64_gr","952.9"
"r_19","2","1000cp","2020Q1","0","1764.3"
"r_19","2","1000cp","2020Q1","15 - 64_gr","1723.5"
"r_19","2_1","1000cp","2020Q1","0","1036.1"
"r_19","2_1","1000cp","2020Q1","15 - 64_gr","1007.2"
"r_19","2_2","1000cp","2020Q1","0","728.3"
"r_19","2_2","1000cp","2020Q1","15 - 64_gr","716.3"
"r_19","3","1000cp","2020Q1","0","289.7"
"r_19","3","1000cp","2020Q1","15 - 64_gr","274.2"
"r_19","4","1000cp","2020Q1","0","65.4"
"r_19","4","1000cp","2020Q1","15 - 64_gr","64.7"
"r_20","0","1000cp","2020Q2","0","3079.6"
"r_20","0","1000cp","2020Q2","15 - 64_gr","2979.5"
"r_20","1","1000cp","2020Q2","0","1048.3"
"r_20","1","1000cp","2020Q2","15 - 64_gr","1010.3"
"r_20","2","1000cp","2020Q2","0","1694.8"
"r_20","2","1000cp","2020Q2","15 - 64_gr","1650"
"r_20","2_1","1000cp","2020Q2","0","975"
"r_20","2_1","1000cp","2020Q2","15 - 64_gr","942.5"
"r_20","2_2","1000cp","2020Q2","0","719.8"
"r_20","2_2","1000cp","2020Q2","15 - 64_gr","707.5"
"r_20","3","1000cp","2020Q2","0","283.7"
"r_20","3","1000cp","2020Q2","15 - 64_gr","267.8"
"r_20","4","1000cp","2020Q2","0","52.8"
"r_20","4","1000cp","2020Q2","15 - 64_gr","51.4"
"r_21","0","1000cp","2020Q3","0","3173.2"
"r_21","0","1000cp","2020Q3","15 - 64_gr","3072.8"
"r_21","1","1000cp","2020Q3","0","1044.5"
"r_21","1","1000cp","2020Q3","15 - 64_gr","1009.1"
"r_21","2","1000cp","2020Q3","0","1758.4"
"r_21","2","1000cp","2020Q3","15 - 64_gr","1711.2"
"r_21","2_1","1000cp","2020Q3","0","1009.5"
"r_21","2_1","1000cp","2020Q3","15 - 64_gr","978.8"
"r_21","2_2","1000cp","2020Q3","0","748.9"
"r_21","2_2","1000cp","2020Q3","15 - 64_gr","732.4"
"r_21","3","1000cp","2020Q3","0","308.1"
"r_21","3","1000cp","2020Q3","15 - 64_gr","292.4"
"r_21","4","1000cp","2020Q3","0","62.2"
"r_21","4","1000cp","2020Q3","15 - 64_gr","60"
"r_22","0","1000cp","2020Q4","0","3126.9"
"r_22","0","1000cp","2020Q4","15 - 64_gr","3029.7"
"r_22","1","1000cp","2020Q4","0","1029.4"
"r_22","1","1000cp","2020Q4","15 - 64_gr","992.8"
"r_22","2","1000cp","2020Q4","0","1759.7"
"r_22","2","1000cp","2020Q4","15 - 64_gr","1713.3"
"r_22","2_1","1000cp","2020Q4","0","1033.9"
"r_22","2_1","1000cp","2020Q4","15 - 64_gr","1004.4"
"r_22","2_2","1000cp","2020Q4","0","725.8"
"r_22","2_2","1000cp","2020Q4","15 - 64_gr","708.9"
"r_22","3","1000cp","2020Q4","0","289.3"
"r_22","3","1000cp","2020Q4","15 - 64_gr","276.4"
"r_22","4","1000cp","2020Q4","0","48.5"
"r_22","4","1000cp","2020Q4","15 - 64_gr","47.3"
"r_31","0","1000cp","2023Q1","0","2928"
"r_31","0","1000cp","2023Q1","15 - 64_gr","2819.9"
"r_31","1","1000cp","2023Q1","0","997.3"
"r_31","1","1000cp","2023Q1","15 - 64_gr","961.9"
"r_31","2","1000cp","2023Q1","0","1668.2"
"r_31","2","1000cp","2023Q1","15 - 64_gr","1606.3"
"r_31","2_1","1000cp","2023Q1","0","943.9"
"r_31","2_1","1000cp","2023Q1","15 - 64_gr","903.8"
"r_31","2_2","1000cp","2023Q1","0","724.3"
"r_31","2_2","1000cp","2023Q1","15 - 64_gr","702.5"
"r_31","3","1000cp","2023Q1","0","236.1"
"r_31","3","1000cp","2023Q1","15 - 64_gr","226.5"
"r_31","4","1000cp","2023Q1","0","26.4"
"r_31","4","1000cp","2023Q1","15 - 64_gr","25.2"
"r_32","0","1000cp","2023Q2","0","2914.3"
"r_32","0","1000cp","2023Q2","15 - 64_gr","2806.6"
"r_32","1","1000cp","2023Q2","0","998"
"r_32","1","1000cp","2023Q2","15 - 64_gr","958.8"
"r_32","2","1000cp","2023Q2","0","1644.7"
"r_32","2","1000cp","2023Q2","15 - 64_gr","1584.8"
"r_32","2_1","1000cp","2023Q2","0","941.8"
"r_32","2_1","1000cp","2023Q2","15 - 64_gr","902.1"
"r_32","2_2","1000cp","2023Q2","0","702.9"
"r_32","2_2","1000cp","2023Q2","15 - 64_gr","682.7"
"r_32","3","1000cp","2023Q2","0","240.4"
"r_32","3","1000cp","2023Q2","15 - 64_gr","232.6"
"r_32","4","1000cp","2023Q2","0","31.3"
"r_32","4","1000cp","2023Q2","15 - 64_gr","30.4"
"r_33","0","1000cp","2023Q3","0","2964.7"
"r_33","0","1000cp","2023Q3","15 - 64_gr","2851.9"
"r_33","1","1000cp","2023Q3","0","1000.8"
"r_33","1","1000cp","2023Q3","15 - 64_gr","960.1"
"r_33","2","1000cp","2023Q3","0","1658.2"
"r_33","2","1000cp","2023Q3","15 - 64_gr","1596.9"
"r_33","2_1","1000cp","2023Q3","0","958"
"r_33","2_1","1000cp","2023Q3","15 - 64_gr","916.6"
"r_33","2_2","1000cp","2023Q3","0","700.2"
"r_33","2_2","1000cp","2023Q3","15 - 64_gr","680.2"
"r_33","3","1000cp","2023Q3","0","263.8"
"r_33","3","1000cp","2023Q3","15 - 64_gr","254.2"
"r_33","4","1000cp","2023Q3","0","41.9"
"r_33","4","1000cp","2023Q3","15 - 64_gr","40.8"
"r_34","0","1000cp","2022Q1","0","2868"
"r_34","0","1000cp","2022Q1","15 - 64_gr","2772.1"
"r_34","1","1000cp","2022Q1","0","979.2"
"r_34","1","1000cp","2022Q1","15 - 64_gr","940.7"
"r_34","2","1000cp","2022Q1","0","1613.3"
"r_34","2","1000cp","2022Q1","15 - 64_gr","1564"
"r_34","2_1","1000cp","2022Q1","0","909.7"
"r_34","2_1","1000cp","2022Q1","15 - 64_gr","875"
"r_34","2_2","1000cp","2022Q1","0","703.5"
"r_34","2_2","1000cp","2022Q1","15 - 64_gr","689"
"r_34","3","1000cp","2022Q1","0","249.4"
"r_34","3","1000cp","2022Q1","15 - 64_gr","241.8"
"r_34","4","1000cp","2022Q1","0","26.2"
"r_34","4","1000cp","2022Q1","15 - 64_gr","25.6"
"r_35","0","1000cp","2022Q2","0","2913.6"
"r_35","0","1000cp","2022Q2","15 - 64_gr","2818.1"
"r_35","1","1000cp","2022Q2","0","984.2"
"r_35","1","1000cp","2022Q2","15 - 64_gr","948.4"
"r_35","2","1000cp","2022Q2","0","1646.2"
"r_35","2","1000cp","2022Q2","15 - 64_gr","1596.1"
"r_35","2_1","1000cp","2022Q2","0","937.9"
"r_35","2_1","1000cp","2022Q2","15 - 64_gr","903.4"
"r_35","2_2","1000cp","2022Q2","0","708.3"
"r_35","2_2","1000cp","2022Q2","15 - 64_gr","692.6"
"r_35","3","1000cp","2022Q2","0","250.3"
"r_35","3","1000cp","2022Q2","15 - 64_gr","241.6"
"r_35","4","1000cp","2022Q2","0","32.8"
"r_35","4","1000cp","2022Q2","15 - 64_gr","32"
"r_36","0","1000cp","2022Q3","0","3000.2"
"r_36","0","1000cp","2022Q3","15 - 64_gr","2896.3"
"r_36","1","1000cp","2022Q3","0","986.9"
"r_36","1","1000cp","2022Q3","15 - 64_gr","950"
"r_36","2","1000cp","2022Q3","0","1679.9"
"r_36","2","1000cp","2022Q3","15 - 64_gr","1625.6"
"r_36","2_1","1000cp","2022Q3","0","961.4"
"r_36","2_1","1000cp","2022Q3","15 - 64_gr","926.2"
"r_36","2_2","1000cp","2022Q3","0","718.5"
"r_36","2_2","1000cp","2022Q3","15 - 64_gr","699.4"
"r_36","3","1000cp","2022Q3","0","287.2"
"r_36","3","1000cp","2022Q3","15 - 64_gr","275.3"
"r_36","4","1000cp","2022Q3","0","46.1"
"r_36","4","1000cp","2022Q3","15 - 64_gr","45.4"
"r_37","0","1000cp","2022Q4","0","2980.5"
"r_37","0","1000cp","2022Q4","15 - 64_gr","2876.4"
"r_37","1","1000cp","2022Q4","0","988.8"
"r_37","1","1000cp","2022Q4","15 - 64_gr","956.2"
"r_37","2","1000cp","2022Q4","0","1680.8"
"r_37","2","1000cp","2022Q4","15 - 64_gr","1621.2"
"r_37","2_1","1000cp","2022Q4","0","939.1"
"r_37","2_1","1000cp","2022Q4","15 - 64_gr","899.5"
"r_37","2_2","1000cp","2022Q4","0","741.7"
"r_37","2_2","1000cp","2022Q4","15 - 64_gr","721.7"
"r_37","3","1000cp","2022Q4","0","278.2"
"r_37","3","1000cp","2022Q4","15 - 64_gr","267.3"
"r_37","4","1000cp","2022Q4","0","32.7"
"r_37","4","1000cp","2022Q4","15 - 64_gr","31.7"
"r_38","0","1000cp","2023Q4","0","2920.6"
"r_38","0","1000cp","2023Q4","15 - 64_gr","2808.4"
"r_38","1","1000cp","2023Q4","0","998.8"
"r_38","1","1000cp","2023Q4","15 - 64_gr","959.7"
"r_38","2","1000cp","2023Q4","0","1634.5"
"r_38","2","1000cp","2023Q4","15 - 64_gr","1573.1"
"r_38","2_1","1000cp","2023Q4","0","933.3"
"r_38","2_1","1000cp","2023Q4","15 - 64_gr","892.4"
"r_38","2_2","1000cp","2023Q4","0","701.2"
"r_38","2_2","1000cp","2023Q4","15 - 64_gr","680.8"
"r_38","3","1000cp","2023Q4","0","251.1"
"r_38","3","1000cp","2023Q4","15 - 64_gr","240.7"
"r_38","4","1000cp","2023Q4","0","36.2"
"r_38","4","1000cp","2023Q4","15 - 64_gr","34.8"
"r_39","0","1000cp","2024Q1","0","2907.3"
"r_39","0","1000cp","2024Q1","15 - 64_gr","2799.8"
"r_39","1","1000cp","2024Q1","0","1024.5"
"r_39","1","1000cp","2024Q1","15 - 64_gr","983.9"
"r_39","2","1000cp","2024Q1","0","1630.9"
"r_39","2","1000cp","2024Q1","15 - 64_gr","1576.5"
"r_39","2_1","1000cp","2024Q1","0","917.1"
"r_39","2_1","1000cp","2024Q1","15 - 64_gr","883.4"
"r_39","2_2","1000cp","2024Q1","0","713.8"
"r_39","2_2","1000cp","2024Q1","15 - 64_gr","693"
"r_39","3","1000cp","2024Q1","0","219.2"
"r_39","3","1000cp","2024Q1","15 - 64_gr","208.9"
"r_39","4","1000cp","2024Q1","0","32.7"
"r_39","4","1000cp","2024Q1","15 - 64_gr","30.5"
"r_40","0","1000cp","2021Q1","0","2838.8"
"r_40","0","1000cp","2021Q1","15 - 64_gr","2748.2"
"r_40","1","1000cp","2021Q1","0","954.1"
"r_40","1","1000cp","2021Q1","15 - 64_gr","917.2"
"r_40","2","1000cp","2021Q1","0","1602"
"r_40","2","1000cp","2021Q1","15 - 64_gr","1559.4"
"r_40","2_1","1000cp","2021Q1","0","933.5"
"r_40","2_1","1000cp","2021Q1","15 - 64_gr","904.9"
"r_40","2_2","1000cp","2021Q1","0","668.5"
"r_40","2_2","1000cp","2021Q1","15 - 64_gr","654.5"
"r_40","3","1000cp","2021Q1","0","245.5"
"r_40","3","1000cp","2021Q1","15 - 64_gr","235"
"r_40","4","1000cp","2021Q1","0","37.3"
"r_40","4","1000cp","2021Q1","15 - 64_gr","36.6"
"r_41","0","1000cp","2021Q2","0","2866.3"
"r_41","0","1000cp","2021Q2","15 - 64_gr","2776"
"r_41","1","1000cp","2021Q2","0","968.4"
"r_41","1","1000cp","2021Q2","15 - 64_gr","935.3"
"r_41","2","1000cp","2021Q2","0","1603.6"
"r_41","2","1000cp","2021Q2","15 - 64_gr","1561.4"
"r_41","2_1","1000cp","2021Q2","0","917.1"
"r_41","2_1","1000cp","2021Q2","15 - 64_gr","886.7"
"r_41","2_2","1000cp","2021Q2","0","686.5"
"r_41","2_2","1000cp","2021Q2","15 - 64_gr","674.7"
"r_41","3","1000cp","2021Q2","0","252.8"
"r_41","3","1000cp","2021Q2","15 - 64_gr","238.7"
"r_41","4","1000cp","2021Q2","0","41.5"
"r_41","4","1000cp","2021Q2","15 - 64_gr","40.7"
"r_42","0","1000cp","2021Q3","0","2927.8"
"r_42","0","1000cp","2021Q3","15 - 64_gr","2833.6"
"r_42","1","1000cp","2021Q3","0","999.8"
"r_42","1","1000cp","2021Q3","15 - 64_gr","963.3"
"r_42","2","1000cp","2021Q3","0","1615.8"
"r_42","2","1000cp","2021Q3","15 - 64_gr","1571.8"
"r_42","2_1","1000cp","2021Q3","0","921.8"
"r_42","2_1","1000cp","2021Q3","15 - 64_gr","892.4"
"r_42","2_2","1000cp","2021Q3","0","694"
"r_42","2_2","1000cp","2021Q3","15 - 64_gr","679.4"
"r_42","3","1000cp","2021Q3","0","265.4"
"r_42","3","1000cp","2021Q3","15 - 64_gr","252.3"
"r_42","4","1000cp","2021Q3","0","46.9"
"r_42","4","1000cp","2021Q3","15 - 64_gr","46.2"
"r_43","0","1000cp","2021Q4","0","2875.8"
"r_43","0","1000cp","2021Q4","15 - 64_gr","2783.7"
"r_43","1","1000cp","2021Q4","0","991.2"
"r_43","1","1000cp","2021Q4","15 - 64_gr","953.5"
"r_43","2","1000cp","2021Q4","0","1584.2"
"r_43","2","1000cp","2021Q4","15 - 64_gr","1539.5"
"r_43","2_1","1000cp","2021Q4","0","894.4"
"r_43","2_1","1000cp","2021Q4","15 - 64_gr","863"
"r_43","2_2","1000cp","2021Q4","0","689.8"
"r_43","2_2","1000cp","2021Q4","15 - 64_gr","676.4"
"r_43","3","1000cp","2021Q4","0","264.3"
"r_43","3","1000cp","2021Q4","15 - 64_gr","254.9"
"r_43","4","1000cp","2021Q4","0","36"
"r_43","4","1000cp","2021Q4","15 - 64_gr","35.9"
"r_44","0","1000cp","2024Q2","0","2930.3"
"r_44","0","1000cp","2024Q2","15 - 64_gr","2824.6"
"r_44","1","1000cp","2024Q2","0","1019"
"r_44","1","1000cp","2024Q2","15 - 64_gr","977.1"
"r_44","2","1000cp","2024Q2","0","1642.3"
"r_44","2","1000cp","2024Q2","15 - 64_gr","1589.2"
"r_44","2_1","1000cp","2024Q2","0","913.1"
"r_44","2_1","1000cp","2024Q2","15 - 64_gr","878.3"
"r_44","2_2","1000cp","2024Q2","0","729.2"
"r_44","2_2","1000cp","2024Q2","15 - 64_gr","711"
"r_44","3","1000cp","2024Q2","0","228.8"
"r_44","3","1000cp","2024Q2","15 - 64_gr","220.6"
"r_44","4","1000cp","2024Q2","0","40.2"
"r_44","4","1000cp","2024Q2","15 - 64_gr","37.7"
"r_45","0","1000cp","2024Q3","0","2964.8"
"r_45","0","1000cp","2024Q3","15 - 64_gr","2849.8"
"r_45","1","1000cp","2024Q3","0","1146.9"
"r_45","1","1000cp","2024Q3","15 - 64_gr","1102.9"
"r_45","2","1000cp","2024Q3","0","1571.7"
"r_45","2","1000cp","2024Q3","15 - 64_gr","1513.2"
"r_45","2_1","1000cp","2024Q3","0","906"
"r_45","2_1","1000cp","2024Q3","15 - 64_gr","865.1"
"r_45","2_2","1000cp","2024Q3","0","665.7"
"r_45","2_2","1000cp","2024Q3","15 - 64_gr","648.1"
"r_45","3","1000cp","2024Q3","0","206.3"
"r_45","3","1000cp","2024Q3","15 - 64_gr","195.8"
"r_45","4","1000cp","2024Q3","0","39.8"
"r_45","4","1000cp","2024Q3","15 - 64_gr","38"
"r_46","0","1000cp","2024Q4","0","2929.1"
"r_46","0","1000cp","2024Q4","15 - 64_gr","2808.9"
"r_46","1","1000cp","2024Q4","0","1218.1"
"r_46","1","1000cp","2024Q4","15 - 64_gr","1168.7"
"r_46","2","1000cp","2024Q4","0","1509.5"
"r_46","2","1000cp","2024Q4","15 - 64_gr","1449.6"
"r_46","2_1","1000cp","2024Q4","0","871.7"
"r_46","2_1","1000cp","2024Q4","15 - 64_gr","831.9"
"r_46","2_2","1000cp","2024Q4","0","637.8"
"r_46","2_2","1000cp","2024Q4","15 - 64_gr","617.6"
"r_46","3","1000cp","2024Q4","0","170.7"
"r_46","3","1000cp","2024Q4","15 - 64_gr","160.8"
"r_46","4","1000cp","2024Q4","0","30.8"
"r_46","4","1000cp","2024Q4","15 - 64_gr","29.8"
"r_47","0","1000cp","2025Q1","0","2910.9"
"r_47","0","1000cp","2025Q1","15 - 64_gr","2799.8"
"r_47","1","1000cp","2025Q1","0","1162"
"r_47","1","1000cp","2025Q1","15 - 64_gr","1116.9"
"r_47","2","1000cp","2025Q1","0","1525.1"
"r_47","2","1000cp","2025Q1","15 - 64_gr","1471.3"
"r_47","2_1","1000cp","2025Q1","0","855.4"
"r_47","2_1","1000cp","2025Q1","15 - 64_gr","820.3"
"r_47","2_2","1000cp","2025Q1","0","669.7"
"r_47","2_2","1000cp","2025Q1","15 - 64_gr","651"
"r_47","3","1000cp","2025Q1","0","189"
"r_47","3","1000cp","2025Q1","15 - 64_gr","178.8"
"r_47","4","1000cp","2025Q1","0","34.7"
"r_47","4","1000cp","2025Q1","15 - 64_gr","32.8"
"r_48","0","1000cp","2025Q2","0","2934.1"
"r_48","0","1000cp","2025Q2","15 - 64_gr","2817.1"
"r_48","1","1000cp","2025Q2","0","1103.4"
"r_48","1","1000cp","2025Q2","15 - 64_gr","1060.3"
"r_48","2","1000cp","2025Q2","0","1576.6"
"r_48","2","1000cp","2025Q2","15 - 64_gr","1516.4"
"r_48","2_1","1000cp","2025Q2","0","898.6"
"r_48","2_1","1000cp","2025Q2","15 - 64_gr","859.6"
"r_48","2_2","1000cp","2025Q2","0","678.1"
"r_48","2_2","1000cp","2025Q2","15 - 64_gr","656.7"
"r_48","3","1000cp","2025Q2","0","213.5"
"r_48","3","1000cp","2025Q2","15 - 64_gr","202.7"
"r_48","4","1000cp","2025Q2","0","40.6"
"r_48","4","1000cp","2025Q2","15 - 64_gr","37.8"
"r_49","0","1000cp","2025Q3","0","2956"
"r_49","0","1000cp","2025Q3","15 - 64_gr","2825.6"
"r_49","1","1000cp","2025Q3","0","1185.2"
"r_49","1","1000cp","2025Q3","15 - 64_gr","1132.5"
"r_49","2","1000cp","2025Q3","0","1532.5"
"r_49","2","1000cp","2025Q3","15 - 64_gr","1466.6"
"r_49","2_1","1000cp","2025Q3","0","881.9"
"r_49","2_1","1000cp","2025Q3","15 - 64_gr","839.4"
"r_49","2_2","1000cp","2025Q3","0","650.5"
"r_49","2_2","1000cp","2025Q3","15 - 64_gr","627.2"
"r_49","3","1000cp","2025Q3","0","200.4"
"r_49","3","1000cp","2025Q3","15 - 64_gr","190.6"
"r_49","4","1000cp","2025Q3","0","37.9"
"r_49","4","1000cp","2025Q3","15 - 64_gr","35.9"
