RevisionColumn,PlaceResidence,GenderID,Units,periods,ValueColumn
"r_2","1","1","1000cp","2015Q3","38.4"
"r_2","1","1","1000cp","2015Q4","38.4"
"r_2","1","2","1000cp","2003Q1","136.2"
"r_2","1","2","1000cp","2003Q2","119.4"
"r_2","1","2","1000cp","2003Q3","120"
"r_2","1","2","1000cp","2003Q4","123.7"
"r_2","1","2","1000cp","2004Q1","127.2"
"r_2","1","2","1000cp","2004Q2","103.9"
"r_2","1","2","1000cp","2004Q3","109.1"
"r_2","1","2","1000cp","2004Q4","105.3"
"r_2","1","2","1000cp","2005Q1","97.3"
"r_2","1","2","1000cp","2005Q2","84.3"
"r_2","1","2","1000cp","2005Q3","95.2"
"r_2","1","2","1000cp","2005Q4","98"
"r_2","1","2","1000cp","2006Q1","78.5"
"r_2","1","2","1000cp","2006Q2","72.7"
"r_2","1","2","1000cp","2006Q3","75.5"
"r_2","1","2","1000cp","2006Q4","65.7"
"r_2","1","2","1000cp","2007Q1","61"
"r_2","1","2","1000cp","2007Q2","57.6"
"r_2","1","2","1000cp","2007Q3","50.4"
"r_2","1","2","1000cp","2007Q4","49.2"
"r_2","1","2","1000cp","2008Q1","41.5"
"r_2","1","2","1000cp","2008Q2","41.1"
"r_2","1","2","1000cp","2008Q3","40.9"
"r_2","1","2","1000cp","2008Q4","42.2"
"r_2","1","2","1000cp","2009Q1","45.7"
"r_2","1","2","1000cp","2009Q2","46.4"
"r_2","1","2","1000cp","2009Q3","54.8"
"r_2","1","2","1000cp","2009Q4","65.4"
"r_2","1","2","1000cp","2010Q1","63.4"
"r_2","1","2","1000cp","2010Q2","59.5"
"r_2","1","2","1000cp","2010Q3","60.4"
"r_2","1","2","1000cp","2010Q4","55.9"
"r_2","1","2","1000cp","2011Q1","68.5"
"r_2","1","2","1000cp","2011Q2","63.2"
"r_2","1","2","1000cp","2011Q3","56.6"
"r_2","1","2","1000cp","2011Q4","55.5"
"r_2","1","2","1000cp","2012Q1","62.8"
"r_2","1","2","1000cp","2012Q2","61.8"
"r_2","1","2","1000cp","2012Q3","55.3"
"r_2","1","2","1000cp","2012Q4","50.9"
"r_2","1","2","1000cp","2013Q1","59.3"
"r_2","1","2","1000cp","2013Q2","51.6"
"r_2","1","2","1000cp","2013Q3","47.1"
"r_2","1","2","1000cp","2013Q4","44.3"
"r_2","1","2","1000cp","2014Q1","48.1"
"r_2","1","2","1000cp","2014Q2","46.3"
"r_2","1","2","1000cp","2014Q3","43.9"
"r_2","1","2","1000cp","2014Q4","44.4"
"r_2","1","2","1000cp","2015Q1","46.3"
"r_2","1","2","1000cp","2015Q2","37.7"
