RevisionColumn,NUTS,GenderID,SILC_Activity,Units,periods,ValueColumn
"r_11","BG34","0","1","perc_pop_fig","2023","11"
"r_11","BG41","0","1","perc_pop_fig","2023","14.9"
"r_11","BG42","0","1","perc_pop_fig","2023","9.8"
"r_11","BG31","0","3","perc_pop_fig","2023","57.8"
"r_11","BG32","0","3","perc_pop_fig","2023","46.6"
"r_11","BG33","0","3","perc_pop_fig","2023","50.1"
"r_11","BG34","0","3","perc_pop_fig","2023","60.6"
"r_11","BG41","0","3","perc_pop_fig","2023","46.9"
"r_11","BG42","0","3","perc_pop_fig","2023","54.8"
"r_11","BG31","0","4","perc_pop_fig","2023","8.5"
"r_11","BG32","0","4","perc_pop_fig","2023","10.4"
"r_11","BG33","0","4","perc_pop_fig","2023","18.8"
"r_11","BG34","0","4","perc_pop_fig","2023","18.8"
"r_11","BG41","0","4","perc_pop_fig","2023","37.9"
"r_11","BG42","0","4","perc_pop_fig","2023","12.3"
"r_11","BG31","0","5","perc_pop_fig","2023","31"
"r_11","BG32","0","5","perc_pop_fig","2023","26.9"
"r_11","BG33","0","5","perc_pop_fig","2023","29.7"
"r_11","BG34","0","5","perc_pop_fig","2023","38.7"
"r_11","BG41","0","5","perc_pop_fig","2023","26.1"
"r_11","BG42","0","5","perc_pop_fig","2023","34.8"
"r_12","BG","0","1","perc_pop_fig","2024","11.8"
"r_12","BG","1","1","perc_pop_fig","2024","13"
"r_12","BG","2","1","perc_pop_fig","2024","10.4"
"r_12","BG","0","2","perc_pop_fig","2024","32.1"
"r_12","BG","1","2","perc_pop_fig","2024","31.5"
"r_12","BG","2","2","perc_pop_fig","2024","32.6"
"r_12","BG","0","3","perc_pop_fig","2024","58.7"
"r_12","BG","1","3","perc_pop_fig","2024","64.5"
"r_12","BG","2","3","perc_pop_fig","2024","51.8"
"r_12","BG","0","4","perc_pop_fig","2024","26.4"
"r_12","BG","1","4","perc_pop_fig","2024","21.6"
"r_12","BG","2","4","perc_pop_fig","2024","29.3"
"r_12","BG","0","5","perc_pop_fig","2024","32"
"r_12","BG","1","5","perc_pop_fig","2024","29.9"
"r_12","BG","2","5","perc_pop_fig","2024","33.3"
"r_12","BG31","0","1","perc_pop_fig","2024","6.3"
"r_12","BG32","0","1","perc_pop_fig","2024","8.1"
"r_12","BG33","0","1","perc_pop_fig","2024","12.3"
"r_12","BG34","0","1","perc_pop_fig","2024","11.8"
"r_12","BG41","0","1","perc_pop_fig","2024","15"
"r_12","BG42","0","1","perc_pop_fig","2024","8.6"
"r_12","BG31","0","3","perc_pop_fig","2024","55.8"
"r_12","BG32","0","3","perc_pop_fig","2024","51.2"
"r_12","BG33","0","3","perc_pop_fig","2024","51.4"
"r_12","BG34","0","3","perc_pop_fig","2024","61.4"
"r_12","BG41","0","3","perc_pop_fig","2024","48.3"
"r_12","BG42","0","3","perc_pop_fig","2024","52.9"
"r_12","BG31","0","4","perc_pop_fig","2024","13.3"
"r_12","BG32","0","4","perc_pop_fig","2024","14.7"
"r_12","BG33","0","4","perc_pop_fig","2024","28.3"
"r_12","BG34","0","4","perc_pop_fig","2024","21.1"
"r_12","BG41","0","4","perc_pop_fig","2024","39.8"
"r_12","BG42","0","4","perc_pop_fig","2024","12.6"
"r_12","BG31","0","5","perc_pop_fig","2024","32.5"
"r_12","BG32","0","5","perc_pop_fig","2024","28.1"
"r_12","BG33","0","5","perc_pop_fig","2024","31.9"
"r_12","BG34","0","5","perc_pop_fig","2024","32.2"
"r_12","BG41","0","5","perc_pop_fig","2024","26.7"
"r_12","BG42","0","5","perc_pop_fig","2024","30.7"
