RevisionColumn,periods,NUTS,Units,Ages_COD,GenderID,COD_ICD10ch,ValueColumn
"r_1","2016","BG31","num","17","0","10","34"
"r_1","2016","BG31","num","17","1","10","21"
"r_1","2016","BG31","num","17","2","10","13"
"r_1","2016","BG31","num","18","0","10","68"
"r_1","2016","BG31","num","18","1","10","45"
"r_1","2016","BG31","num","18","2","10","23"
"r_1","2016","BG31","num","19","0","10","54"
"r_1","2016","BG31","num","19","1","10","25"
"r_1","2016","BG31","num","19","2","10","29"
"r_1","2016","BG31","num","20","0","10","26"
"r_1","2016","BG31","num","20","1","10","13"
"r_1","2016","BG31","num","20","2","10","13"
"r_1","2016","BG31","num","21","0","10","2"
"r_1","2016","BG31","num","21","1","10","-"
"r_1","2016","BG31","num","21","2","10","2"
"r_1","2016","BG31","num","22","0","10","1"
"r_1","2016","BG31","num","22","1","10","-"
"r_1","2016","BG31","num","22","2","10","1"
"r_1","2016","BG31","num","0","0","11","510"
"r_1","2016","BG31","num","0","1","11","320"
"r_1","2016","BG31","num","0","2","11","190"
"r_1","2016","BG31","num","1","0","11","-"
"r_1","2016","BG31","num","1","1","11","-"
"r_1","2016","BG31","num","1","2","11","-"
"r_1","2016","BG31","num","2","0","11","-"
"r_1","2016","BG31","num","2","1","11","-"
"r_1","2016","BG31","num","2","2","11","-"
"r_1","2016","BG31","num","3","0","11","-"
"r_1","2016","BG31","num","3","1","11","-"
"r_1","2016","BG31","num","3","2","11","-"
"r_1","2016","BG31","num","4","0","11","-"
"r_1","2016","BG31","num","4","1","11","-"
"r_1","2016","BG31","num","4","2","11","-"
"r_1","2016","BG31","num","5","0","11","-"
"r_1","2016","BG31","num","5","1","11","-"
"r_1","2016","BG31","num","5","2","11","-"
"r_1","2016","BG31","num","6","0","11","2"
"r_1","2016","BG31","num","6","1","11","1"
"r_1","2016","BG31","num","6","2","11","1"
"r_1","2016","BG31","num","7","0","11","1"
"r_1","2016","BG31","num","7","1","11","-"
"r_1","2016","BG31","num","7","2","11","1"
"r_1","2016","BG31","num","8","0","11","3"
"r_1","2016","BG31","num","8","1","11","3"
"r_1","2016","BG31","num","8","2","11","-"
"r_1","2016","BG31","num","9","0","11","7"
"r_1","2016","BG31","num","9","1","11","5"
"r_1","2016","BG31","num","9","2","11","2"
"r_1","2016","BG31","num","10","0","11","25"
"r_1","2016","BG31","num","10","1","11","23"
"r_1","2016","BG31","num","10","2","11","2"
"r_1","2016","BG31","num","11","0","11","25"
"r_1","2016","BG31","num","11","1","11","19"
"r_1","2016","BG31","num","11","2","11","6"
"r_1","2016","BG31","num","12","0","11","32"
"r_1","2016","BG31","num","12","1","11","26"
"r_1","2016","BG31","num","12","2","11","6"
"r_1","2016","BG31","num","13","0","11","51"
"r_1","2016","BG31","num","13","1","11","41"
"r_1","2016","BG31","num","13","2","11","10"
"r_1","2016","BG31","num","14","0","11","62"
"r_1","2016","BG31","num","14","1","11","42"
"r_1","2016","BG31","num","14","2","11","20"
"r_1","2016","BG31","num","15","0","11","56"
"r_1","2016","BG31","num","15","1","11","43"
"r_1","2016","BG31","num","15","2","11","13"
"r_1","2016","BG31","num","16","0","11","65"
"r_1","2016","BG31","num","16","1","11","42"
"r_1","2016","BG31","num","16","2","11","23"
"r_1","2016","BG31","num","17","0","11","56"
"r_1","2016","BG31","num","17","1","11","29"
"r_1","2016","BG31","num","17","2","11","27"
"r_1","2016","BG31","num","18","0","11","71"
"r_1","2016","BG31","num","18","1","11","30"
"r_1","2016","BG31","num","18","2","11","41"
"r_1","2016","BG31","num","19","0","11","40"
"r_1","2016","BG31","num","19","1","11","13"
"r_1","2016","BG31","num","19","2","11","27"
"r_1","2016","BG31","num","20","0","11","14"
"r_1","2016","BG31","num","20","1","11","3"
"r_1","2016","BG31","num","20","2","11","11"
"r_1","2016","BG31","num","21","0","11","-"
"r_1","2016","BG31","num","21","1","11","-"
"r_1","2016","BG31","num","21","2","11","-"
"r_1","2016","BG31","num","22","0","11","-"
"r_1","2016","BG31","num","22","1","11","-"
"r_1","2016","BG31","num","22","2","11","-"
"r_1","2016","BG31","num","0","0","12","6"
"r_1","2016","BG31","num","0","1","12","2"
"r_1","2016","BG31","num","0","2","12","4"
"r_1","2016","BG31","num","1","0","12","-"
"r_1","2016","BG31","num","1","1","12","-"
"r_1","2016","BG31","num","1","2","12","-"
"r_1","2016","BG31","num","2","0","12","-"
"r_1","2016","BG31","num","2","1","12","-"
"r_1","2016","BG31","num","2","2","12","-"
"r_1","2016","BG31","num","3","0","12","-"
"r_1","2016","BG31","num","3","1","12","-"
"r_1","2016","BG31","num","3","2","12","-"
"r_1","2016","BG31","num","4","0","12","-"
"r_1","2016","BG31","num","4","1","12","-"
"r_1","2016","BG31","num","4","2","12","-"
"r_1","2016","BG31","num","5","0","12","-"
"r_1","2016","BG31","num","5","1","12","-"
"r_1","2016","BG31","num","5","2","12","-"
"r_1","2016","BG31","num","6","0","12","-"
"r_1","2016","BG31","num","6","1","12","-"
"r_1","2016","BG31","num","6","2","12","-"
"r_1","2016","BG31","num","7","0","12","-"
"r_1","2016","BG31","num","7","1","12","-"
"r_1","2016","BG31","num","7","2","12","-"
"r_1","2016","BG31","num","8","0","12","1"
"r_1","2016","BG31","num","8","1","12","-"
"r_1","2016","BG31","num","8","2","12","1"
"r_1","2016","BG31","num","9","0","12","-"
"r_1","2016","BG31","num","9","1","12","-"
"r_1","2016","BG31","num","9","2","12","-"
"r_1","2016","BG31","num","10","0","12","-"
"r_1","2016","BG31","num","10","1","12","-"
"r_1","2016","BG31","num","10","2","12","-"
"r_1","2016","BG31","num","11","0","12","-"
"r_1","2016","BG31","num","11","1","12","-"
"r_1","2016","BG31","num","11","2","12","-"
"r_1","2016","BG31","num","12","0","12","-"
"r_1","2016","BG31","num","12","1","12","-"
"r_1","2016","BG31","num","12","2","12","-"
"r_1","2016","BG31","num","13","0","12","2"
"r_1","2016","BG31","num","13","1","12","1"
"r_1","2016","BG31","num","13","2","12","1"
"r_1","2016","BG31","num","14","0","12","1"
"r_1","2016","BG31","num","14","1","12","-"
"r_1","2016","BG31","num","14","2","12","1"
"r_1","2016","BG31","num","15","0","12","-"
"r_1","2016","BG31","num","15","1","12","-"
"r_1","2016","BG31","num","15","2","12","-"
"r_1","2016","BG31","num","16","0","12","1"
"r_1","2016","BG31","num","16","1","12","-"
"r_1","2016","BG31","num","16","2","12","1"
"r_1","2016","BG31","num","17","0","12","1"
"r_1","2016","BG31","num","17","1","12","1"
"r_1","2016","BG31","num","17","2","12","-"
"r_1","2016","BG31","num","18","0","12","-"
"r_1","2016","BG31","num","18","1","12","-"
"r_1","2016","BG31","num","18","2","12","-"
"r_1","2016","BG31","num","19","0","12","-"
"r_1","2016","BG31","num","19","1","12","-"
"r_1","2016","BG31","num","19","2","12","-"
"r_1","2016","BG31","num","20","0","12","-"
"r_1","2016","BG31","num","20","1","12","-"
"r_1","2016","BG31","num","20","2","12","-"
"r_1","2016","BG31","num","21","0","12","-"
"r_1","2016","BG31","num","21","1","12","-"
"r_1","2016","BG31","num","21","2","12","-"
"r_1","2016","BG31","num","22","0","12","-"
"r_1","2016","BG31","num","22","1","12","-"
"r_1","2016","BG31","num","22","2","12","-"
"r_1","2016","BG31","num","0","0","13","3"
"r_1","2016","BG31","num","0","1","13","-"
"r_1","2016","BG31","num","0","2","13","3"
"r_1","2016","BG31","num","1","0","13","-"
"r_1","2016","BG31","num","1","1","13","-"
"r_1","2016","BG31","num","1","2","13","-"
"r_1","2016","BG31","num","2","0","13","-"
"r_1","2016","BG31","num","2","1","13","-"
"r_1","2016","BG31","num","2","2","13","-"
"r_1","2016","BG31","num","3","0","13","-"
"r_1","2016","BG31","num","3","1","13","-"
"r_1","2016","BG31","num","3","2","13","-"
"r_1","2016","BG31","num","4","0","13","-"
"r_1","2016","BG31","num","4","1","13","-"
"r_1","2016","BG31","num","4","2","13","-"
"r_1","2016","BG31","num","5","0","13","-"
"r_1","2016","BG31","num","5","1","13","-"
"r_1","2016","BG31","num","5","2","13","-"
"r_1","2016","BG31","num","6","0","13","-"
"r_1","2016","BG31","num","6","1","13","-"
"r_1","2016","BG31","num","6","2","13","-"
"r_1","2016","BG31","num","7","0","13","-"
"r_1","2016","BG31","num","7","1","13","-"
"r_1","2016","BG31","num","7","2","13","-"
"r_1","2016","BG31","num","8","0","13","-"
"r_1","2016","BG31","num","8","1","13","-"
"r_1","2016","BG31","num","8","2","13","-"
"r_1","2016","BG31","num","9","0","13","-"
"r_1","2016","BG31","num","9","1","13","-"
"r_1","2016","BG31","num","9","2","13","-"
"r_1","2016","BG31","num","10","0","13","-"
"r_1","2016","BG31","num","10","1","13","-"
"r_1","2016","BG31","num","10","2","13","-"
"r_1","2016","BG31","num","11","0","13","-"
"r_1","2016","BG31","num","11","1","13","-"
"r_1","2016","BG31","num","11","2","13","-"
"r_1","2016","BG31","num","12","0","13","-"
"r_1","2016","BG31","num","12","1","13","-"
"r_1","2016","BG31","num","12","2","13","-"
"r_1","2016","BG31","num","13","0","13","1"
"r_1","2016","BG31","num","13","1","13","-"
"r_1","2016","BG31","num","13","2","13","1"
"r_1","2016","BG31","num","14","0","13","-"
"r_1","2016","BG31","num","14","1","13","-"
"r_1","2016","BG31","num","14","2","13","-"
"r_1","2016","BG31","num","15","0","13","-"
"r_1","2016","BG31","num","15","1","13","-"
"r_1","2016","BG31","num","15","2","13","-"
"r_1","2016","BG31","num","16","0","13","-"
"r_1","2016","BG31","num","16","1","13","-"
"r_1","2016","BG31","num","16","2","13","-"
"r_1","2016","BG31","num","17","0","13","1"
"r_1","2016","BG31","num","17","1","13","-"
"r_1","2016","BG31","num","17","2","13","1"
"r_1","2016","BG31","num","18","0","13","-"
"r_1","2016","BG31","num","18","1","13","-"
"r_1","2016","BG31","num","18","2","13","-"
"r_1","2016","BG31","num","19","0","13","1"
"r_1","2016","BG31","num","19","1","13","-"
"r_1","2016","BG31","num","19","2","13","1"
"r_1","2016","BG31","num","20","0","13","-"
"r_1","2016","BG31","num","20","1","13","-"
"r_1","2016","BG31","num","20","2","13","-"
"r_1","2016","BG31","num","21","0","13","-"
"r_1","2016","BG31","num","21","1","13","-"
"r_1","2016","BG31","num","21","2","13","-"
"r_1","2016","BG31","num","22","0","13","-"
"r_1","2016","BG31","num","22","1","13","-"
"r_1","2016","BG31","num","22","2","13","-"
"r_1","2016","BG31","num","0","0","14","224"
"r_1","2016","BG31","num","0","1","14","119"
"r_1","2016","BG31","num","0","2","14","105"
"r_1","2016","BG31","num","1","0","14","-"
"r_1","2016","BG31","num","1","1","14","-"
"r_1","2016","BG31","num","1","2","14","-"
"r_1","2016","BG31","num","2","0","14","-"
"r_1","2016","BG31","num","2","1","14","-"
"r_1","2016","BG31","num","2","2","14","-"
"r_1","2016","BG31","num","3","0","14","-"
"r_1","2016","BG31","num","3","1","14","-"
"r_1","2016","BG31","num","3","2","14","-"
"r_1","2016","BG31","num","4","0","14","-"
"r_1","2016","BG31","num","4","1","14","-"
"r_1","2016","BG31","num","4","2","14","-"
"r_1","2016","BG31","num","5","0","14","-"
"r_1","2016","BG31","num","5","1","14","-"
"r_1","2016","BG31","num","5","2","14","-"
"r_1","2016","BG31","num","6","0","14","-"
"r_1","2016","BG31","num","6","1","14","-"
"r_1","2016","BG31","num","6","2","14","-"
"r_1","2016","BG31","num","7","0","14","-"
"r_1","2016","BG31","num","7","1","14","-"
"r_1","2016","BG31","num","7","2","14","-"
"r_1","2016","BG31","num","8","0","14","1"
"r_1","2016","BG31","num","8","1","14","1"
"r_1","2016","BG31","num","8","2","14","-"
"r_1","2016","BG31","num","9","0","14","2"
"r_1","2016","BG31","num","9","1","14","2"
"r_1","2016","BG31","num","9","2","14","-"
"r_1","2016","BG31","num","10","0","14","4"
"r_1","2016","BG31","num","10","1","14","2"
"r_1","2016","BG31","num","10","2","14","2"
"r_1","2016","BG31","num","11","0","14","11"
"r_1","2016","BG31","num","11","1","14","7"
"r_1","2016","BG31","num","11","2","14","4"
"r_1","2016","BG31","num","12","0","14","10"
"r_1","2016","BG31","num","12","1","14","7"
"r_1","2016","BG31","num","12","2","14","3"
"r_1","2016","BG31","num","13","0","14","18"
"r_1","2016","BG31","num","13","1","14","10"
"r_1","2016","BG31","num","13","2","14","8"
"r_1","2016","BG31","num","14","0","14","17"
"r_1","2016","BG31","num","14","1","14","9"
"r_1","2016","BG31","num","14","2","14","8"
"r_1","2016","BG31","num","15","0","14","23"
"r_1","2016","BG31","num","15","1","14","13"
"r_1","2016","BG31","num","15","2","14","10"
"r_1","2016","BG31","num","16","0","14","26"
"r_1","2016","BG31","num","16","1","14","16"
"r_1","2016","BG31","num","16","2","14","10"
"r_1","2016","BG31","num","17","0","14","42"
"r_1","2016","BG31","num","17","1","14","21"
"r_1","2016","BG31","num","17","2","14","21"
"r_1","2016","BG31","num","18","0","14","42"
"r_1","2016","BG31","num","18","1","14","20"
"r_1","2016","BG31","num","18","2","14","22"
"r_1","2016","BG31","num","19","0","14","23"
"r_1","2016","BG31","num","19","1","14","7"
"r_1","2016","BG31","num","19","2","14","16"
"r_1","2016","BG31","num","20","0","14","3"
"r_1","2016","BG31","num","20","1","14","3"
"r_1","2016","BG31","num","20","2","14","-"
"r_1","2016","BG31","num","21","0","14","2"
"r_1","2016","BG31","num","21","1","14","1"
"r_1","2016","BG31","num","21","2","14","1"
"r_1","2016","BG31","num","22","0","14","-"
"r_1","2016","BG31","num","22","1","14","-"
"r_1","2016","BG31","num","22","2","14","-"
"r_1","2016","BG31","num","0","0","15","-"
"r_1","2016","BG31","num","0","1","15","-"
"r_1","2016","BG31","num","0","2","15","-"
"r_1","2016","BG31","num","1","0","15","-"
"r_1","2016","BG31","num","1","1","15","-"
"r_1","2016","BG31","num","1","2","15","-"
"r_1","2016","BG31","num","2","0","15","-"
"r_1","2016","BG31","num","2","1","15","-"
"r_1","2016","BG31","num","2","2","15","-"
"r_1","2016","BG31","num","3","0","15","-"
"r_1","2016","BG31","num","3","1","15","-"
"r_1","2016","BG31","num","3","2","15","-"
"r_1","2016","BG31","num","4","0","15","-"
"r_1","2016","BG31","num","4","1","15","-"
"r_1","2016","BG31","num","4","2","15","-"
"r_1","2016","BG31","num","5","0","15","-"
"r_1","2016","BG31","num","5","1","15","-"
"r_1","2016","BG31","num","5","2","15","-"
"r_1","2016","BG31","num","6","0","15","-"
"r_1","2016","BG31","num","6","1","15","-"
"r_1","2016","BG31","num","6","2","15","-"
"r_1","2016","BG31","num","7","0","15","-"
"r_1","2016","BG31","num","7","1","15","-"
"r_1","2016","BG31","num","7","2","15","-"
"r_1","2016","BG31","num","8","0","15","-"
"r_1","2016","BG31","num","8","1","15","-"
"r_1","2016","BG31","num","8","2","15","-"
"r_1","2016","BG31","num","9","0","15","-"
"r_1","2016","BG31","num","9","1","15","-"
"r_1","2016","BG31","num","9","2","15","-"
"r_1","2016","BG31","num","10","0","15","-"
"r_1","2016","BG31","num","10","1","15","-"
"r_1","2016","BG31","num","10","2","15","-"
"r_1","2016","BG31","num","11","0","15","-"
"r_1","2016","BG31","num","11","1","15","-"
"r_1","2016","BG31","num","11","2","15","-"
"r_1","2016","BG31","num","12","0","15","-"
"r_1","2016","BG31","num","12","1","15","-"
"r_1","2016","BG31","num","12","2","15","-"
"r_1","2016","BG31","num","13","0","15","-"
"r_1","2016","BG31","num","13","1","15","-"
"r_1","2016","BG31","num","13","2","15","-"
"r_1","2016","BG31","num","14","0","15","-"
"r_1","2016","BG31","num","14","1","15","-"
"r_1","2016","BG31","num","14","2","15","-"
"r_1","2016","BG31","num","15","0","15","-"
"r_1","2016","BG31","num","15","1","15","-"
"r_1","2016","BG31","num","15","2","15","-"
"r_1","2016","BG31","num","16","0","15","-"
"r_1","2016","BG31","num","16","1","15","-"
"r_1","2016","BG31","num","16","2","15","-"
"r_1","2016","BG31","num","17","0","15","-"
"r_1","2016","BG31","num","17","1","15","-"
"r_1","2016","BG31","num","17","2","15","-"
"r_1","2016","BG31","num","18","0","15","-"
"r_1","2016","BG31","num","18","1","15","-"
"r_1","2016","BG31","num","18","2","15","-"
"r_1","2016","BG31","num","19","0","15","-"
"r_1","2016","BG31","num","19","1","15","-"
"r_1","2016","BG31","num","19","2","15","-"
"r_1","2016","BG31","num","20","0","15","-"
"r_1","2016","BG31","num","20","1","15","-"
"r_1","2016","BG31","num","20","2","15","-"
"r_1","2016","BG31","num","21","0","15","-"
"r_1","2016","BG31","num","21","1","15","-"
"r_1","2016","BG31","num","21","2","15","-"
"r_1","2016","BG31","num","22","0","15","-"
"r_1","2016","BG31","num","22","1","15","-"
"r_1","2016","BG31","num","22","2","15","-"
"r_1","2016","BG31","num","0","0","16","27"
"r_1","2016","BG31","num","0","1","16","18"
"r_1","2016","BG31","num","0","2","16","9"
"r_1","2016","BG31","num","1","0","16","27"
"r_1","2016","BG31","num","1","1","16","18"
"r_1","2016","BG31","num","1","2","16","9"
"r_1","2016","BG31","num","2","0","16","-"
"r_1","2016","BG31","num","2","1","16","-"
"r_1","2016","BG31","num","2","2","16","-"
"r_1","2016","BG31","num","3","0","16","-"
"r_1","2016","BG31","num","3","1","16","-"
"r_1","2016","BG31","num","3","2","16","-"
"r_1","2016","BG31","num","4","0","16","-"
"r_1","2016","BG31","num","4","1","16","-"
"r_1","2016","BG31","num","4","2","16","-"
"r_1","2016","BG31","num","5","0","16","-"
"r_1","2016","BG31","num","5","1","16","-"
"r_1","2016","BG31","num","5","2","16","-"
"r_1","2016","BG31","num","6","0","16","-"
"r_1","2016","BG31","num","6","1","16","-"
"r_1","2016","BG31","num","6","2","16","-"
"r_1","2016","BG31","num","7","0","16","-"
"r_1","2016","BG31","num","7","1","16","-"
"r_1","2016","BG31","num","7","2","16","-"
"r_1","2016","BG31","num","8","0","16","-"
"r_1","2016","BG31","num","8","1","16","-"
"r_1","2016","BG31","num","8","2","16","-"
"r_1","2016","BG31","num","9","0","16","-"
"r_1","2016","BG31","num","9","1","16","-"
"r_1","2016","BG31","num","9","2","16","-"
"r_1","2016","BG31","num","10","0","16","-"
"r_1","2016","BG31","num","10","1","16","-"
"r_1","2016","BG31","num","10","2","16","-"
"r_1","2016","BG31","num","11","0","16","-"
"r_1","2016","BG31","num","11","1","16","-"
"r_1","2016","BG31","num","11","2","16","-"
"r_1","2016","BG31","num","12","0","16","-"
"r_1","2016","BG31","num","12","1","16","-"
"r_1","2016","BG31","num","12","2","16","-"
"r_1","2016","BG31","num","13","0","16","-"
"r_1","2016","BG31","num","13","1","16","-"
"r_1","2016","BG31","num","13","2","16","-"
"r_1","2016","BG31","num","14","0","16","-"
"r_1","2016","BG31","num","14","1","16","-"
"r_1","2016","BG31","num","14","2","16","-"
"r_1","2016","BG31","num","15","0","16","-"
"r_1","2016","BG31","num","15","1","16","-"
"r_1","2016","BG31","num","15","2","16","-"
"r_1","2016","BG31","num","16","0","16","-"
"r_1","2016","BG31","num","16","1","16","-"
"r_1","2016","BG31","num","16","2","16","-"
"r_1","2016","BG31","num","17","0","16","-"
"r_1","2016","BG31","num","17","1","16","-"
"r_1","2016","BG31","num","17","2","16","-"
"r_1","2016","BG31","num","18","0","16","-"
"r_1","2016","BG31","num","18","1","16","-"
"r_1","2016","BG31","num","18","2","16","-"
"r_1","2016","BG31","num","19","0","16","-"
"r_1","2016","BG31","num","19","1","16","-"
"r_1","2016","BG31","num","19","2","16","-"
"r_1","2016","BG31","num","20","0","16","-"
"r_1","2016","BG31","num","20","1","16","-"
"r_1","2016","BG31","num","20","2","16","-"
"r_1","2016","BG31","num","21","0","16","-"
"r_1","2016","BG31","num","21","1","16","-"
"r_1","2016","BG31","num","21","2","16","-"
"r_1","2016","BG31","num","22","0","16","-"
"r_1","2016","BG31","num","22","1","16","-"
"r_1","2016","BG31","num","22","2","16","-"
"r_1","2016","BG31","num","0","0","17","18"
"r_1","2016","BG31","num","0","1","17","11"
"r_1","2016","BG31","num","0","2","17","7"
"r_1","2016","BG31","num","1","0","17","15"
"r_1","2016","BG31","num","1","1","17","9"
"r_1","2016","BG31","num","1","2","17","6"
"r_1","2016","BG31","num","2","0","17","1"
"r_1","2016","BG31","num","2","1","17","-"
"r_1","2016","BG31","num","2","2","17","1"
"r_1","2016","BG31","num","3","0","17","-"
"r_1","2016","BG31","num","3","1","17","-"
"r_1","2016","BG31","num","3","2","17","-"
"r_1","2016","BG31","num","4","0","17","-"
"r_1","2016","BG31","num","4","1","17","-"
"r_1","2016","BG31","num","4","2","17","-"
"r_1","2016","BG31","num","5","0","17","-"
"r_1","2016","BG31","num","5","1","17","-"
"r_1","2016","BG31","num","5","2","17","-"
"r_1","2016","BG31","num","6","0","17","-"
"r_1","2016","BG31","num","6","1","17","-"
"r_1","2016","BG31","num","6","2","17","-"
"r_1","2016","BG31","num","7","0","17","-"
"r_1","2016","BG31","num","7","1","17","-"
"r_1","2016","BG31","num","7","2","17","-"
"r_1","2016","BG31","num","8","0","17","-"
"r_1","2016","BG31","num","8","1","17","-"
"r_1","2016","BG31","num","8","2","17","-"
"r_1","2016","BG31","num","9","0","17","-"
"r_1","2016","BG31","num","9","1","17","-"
"r_1","2016","BG31","num","9","2","17","-"
"r_1","2016","BG31","num","10","0","17","-"
"r_1","2016","BG31","num","10","1","17","-"
"r_1","2016","BG31","num","10","2","17","-"
"r_1","2016","BG31","num","11","0","17","-"
"r_1","2016","BG31","num","11","1","17","-"
"r_1","2016","BG31","num","11","2","17","-"
"r_1","2016","BG31","num","12","0","17","1"
"r_1","2016","BG31","num","12","1","17","1"
"r_1","2016","BG31","num","12","2","17","-"
"r_1","2016","BG31","num","13","0","17","-"
"r_1","2016","BG31","num","13","1","17","-"
"r_1","2016","BG31","num","13","2","17","-"
"r_1","2016","BG31","num","14","0","17","-"
"r_1","2016","BG31","num","14","1","17","-"
"r_1","2016","BG31","num","14","2","17","-"
"r_1","2016","BG31","num","15","0","17","-"
"r_1","2016","BG31","num","15","1","17","-"
"r_1","2016","BG31","num","15","2","17","-"
"r_1","2016","BG31","num","16","0","17","1"
"r_1","2016","BG31","num","16","1","17","1"
"r_1","2016","BG31","num","16","2","17","-"
"r_1","2016","BG31","num","17","0","17","-"
"r_1","2016","BG31","num","17","1","17","-"
"r_1","2016","BG31","num","17","2","17","-"
"r_1","2016","BG31","num","18","0","17","-"
"r_1","2016","BG31","num","18","1","17","-"
"r_1","2016","BG31","num","18","2","17","-"
"r_1","2016","BG31","num","19","0","17","-"
"r_1","2016","BG31","num","19","1","17","-"
"r_1","2016","BG31","num","19","2","17","-"
"r_1","2016","BG31","num","20","0","17","-"
"r_1","2016","BG31","num","20","1","17","-"
"r_1","2016","BG31","num","20","2","17","-"
"r_1","2016","BG31","num","21","0","17","-"
"r_1","2016","BG31","num","21","1","17","-"
"r_1","2016","BG31","num","21","2","17","-"
"r_1","2016","BG31","num","22","0","17","-"
"r_1","2016","BG31","num","22","1","17","-"
"r_1","2016","BG31","num","22","2","17","-"
"r_1","2016","BG31","num","0","0","18","424"
"r_1","2016","BG31","num","0","1","18","208"
"r_1","2016","BG31","num","0","2","18","216"
"r_1","2016","BG31","num","1","0","18","2"
"r_1","2016","BG31","num","1","1","18","2"
"r_1","2016","BG31","num","1","2","18","-"
"r_1","2016","BG31","num","2","0","18","-"
"r_1","2016","BG31","num","2","1","18","-"
"r_1","2016","BG31","num","2","2","18","-"
"r_1","2016","BG31","num","3","0","18","2"
"r_1","2016","BG31","num","3","1","18","-"
"r_1","2016","BG31","num","3","2","18","2"
"r_1","2016","BG31","num","4","0","18","1"
"r_1","2016","BG31","num","4","1","18","1"
"r_1","2016","BG31","num","4","2","18","-"
"r_1","2016","BG31","num","5","0","18","2"
"r_1","2016","BG31","num","5","1","18","2"
"r_1","2016","BG31","num","5","2","18","-"
"r_1","2016","BG31","num","6","0","18","2"
"r_1","2016","BG31","num","6","1","18","2"
"r_1","2016","BG31","num","6","2","18","-"
"r_1","2016","BG31","num","7","0","18","6"
"r_1","2016","BG31","num","7","1","18","4"
"r_1","2016","BG31","num","7","2","18","2"
"r_1","2016","BG31","num","8","0","18","2"
"r_1","2016","BG31","num","8","1","18","1"
"r_1","2016","BG31","num","8","2","18","1"
"r_1","2016","BG31","num","9","0","18","9"
"r_1","2016","BG31","num","9","1","18","7"
"r_1","2016","BG31","num","9","2","18","2"
"r_1","2016","BG31","num","10","0","18","11"
"r_1","2016","BG31","num","10","1","18","9"
"r_1","2016","BG31","num","10","2","18","2"
"r_1","2016","BG31","num","11","0","18","20"
"r_1","2016","BG31","num","11","1","18","16"
"r_1","2016","BG31","num","11","2","18","4"
"r_1","2016","BG31","num","12","0","18","19"
"r_1","2016","BG31","num","12","1","18","13"
"r_1","2016","BG31","num","12","2","18","6"
"r_1","2016","BG31","num","13","0","18","28"
"r_1","2016","BG31","num","13","1","18","17"
"r_1","2016","BG31","num","13","2","18","11"
"r_1","2016","BG31","num","14","0","18","18"
"r_1","2016","BG31","num","14","1","18","10"
"r_1","2016","BG31","num","14","2","18","8"
"r_1","2016","BG31","num","15","0","18","24"
"r_1","2016","BG31","num","15","1","18","16"
"r_1","2016","BG31","num","15","2","18","8"
"r_1","2016","BG31","num","16","0","18","13"
"r_1","2016","BG31","num","16","1","18","6"
"r_1","2016","BG31","num","16","2","18","7"
"r_1","2016","BG31","num","17","0","18","25"
"r_1","2016","BG31","num","17","1","18","10"
"r_1","2016","BG31","num","17","2","18","15"
"r_1","2016","BG31","num","18","0","18","71"
"r_1","2016","BG31","num","18","1","18","36"
"r_1","2016","BG31","num","18","2","18","35"
"r_1","2016","BG31","num","19","0","18","75"
"r_1","2016","BG31","num","19","1","18","26"
"r_1","2016","BG31","num","19","2","18","49"
"r_1","2016","BG31","num","20","0","18","67"
"r_1","2016","BG31","num","20","1","18","19"
"r_1","2016","BG31","num","20","2","18","48"
"r_1","2016","BG31","num","21","0","18","20"
"r_1","2016","BG31","num","21","1","18","8"
"r_1","2016","BG31","num","21","2","18","12"
"r_1","2016","BG31","num","22","0","18","7"
"r_1","2016","BG31","num","22","1","18","3"
"r_1","2016","BG31","num","22","2","18","4"
"r_1","2016","BG31","num","0","0","20","424"
"r_1","2016","BG31","num","0","1","20","293"
"r_1","2016","BG31","num","0","2","20","131"
"r_1","2016","BG31","num","1","0","20","3"
"r_1","2016","BG31","num","1","1","20","3"
"r_1","2016","BG31","num","1","2","20","-"
"r_1","2016","BG31","num","2","0","20","3"
"r_1","2016","BG31","num","2","1","20","2"
"r_1","2016","BG31","num","2","2","20","1"
"r_1","2016","BG31","num","3","0","20","2"
"r_1","2016","BG31","num","3","1","20","2"
"r_1","2016","BG31","num","3","2","20","-"
"r_1","2016","BG31","num","4","0","20","4"
"r_1","2016","BG31","num","4","1","20","3"
"r_1","2016","BG31","num","4","2","20","1"
"r_1","2016","BG31","num","5","0","20","11"
"r_1","2016","BG31","num","5","1","20","6"
"r_1","2016","BG31","num","5","2","20","5"
"r_1","2016","BG31","num","6","0","20","17"
"r_1","2016","BG31","num","6","1","20","13"
"r_1","2016","BG31","num","6","2","20","4"
"r_1","2016","BG31","num","7","0","20","13"
"r_1","2016","BG31","num","7","1","20","11"
"r_1","2016","BG31","num","7","2","20","2"
"r_1","2016","BG31","num","8","0","20","23"
"r_1","2016","BG31","num","8","1","20","17"
"r_1","2016","BG31","num","8","2","20","6"
"r_1","2016","BG31","num","9","0","20","30"
"r_1","2016","BG31","num","9","1","20","26"
"r_1","2016","BG31","num","9","2","20","4"
"r_1","2016","BG31","num","10","0","20","22"
"r_1","2016","BG31","num","10","1","20","15"
"r_1","2016","BG31","num","10","2","20","7"
"r_1","2016","BG31","num","11","0","20","35"
"r_1","2016","BG31","num","11","1","20","29"
"r_1","2016","BG31","num","11","2","20","6"
