RevisionColumn,EKATTE,Units,periods,Residence,GenderID,ValueColumn
"r_1","BLG42","num","2012","2","2","7606"
"r_1","BLG42","num","2013","0","0","14970"
"r_1","BLG42","num","2013","0","1","7470"
"r_1","BLG42","num","2013","0","2","7500"
"r_1","BLG42","num","2013","1","0","-"
"r_1","BLG42","num","2013","1","1","-"
"r_1","BLG42","num","2013","1","2","-"
"r_1","BLG42","num","2013","2","0","14970"
"r_1","BLG42","num","2013","2","1","7470"
"r_1","BLG42","num","2013","2","2","7500"
"r_1","BLG42","num","2014","0","0","14829"
"r_1","BLG42","num","2014","0","1","7415"
"r_1","BLG42","num","2014","0","2","7414"
"r_1","BLG42","num","2014","1","0","-"
"r_1","BLG42","num","2014","1","1","-"
"r_1","BLG42","num","2014","1","2","-"
"r_1","BLG42","num","2014","2","0","14829"
"r_1","BLG42","num","2014","2","1","7415"
"r_1","BLG42","num","2014","2","2","7414"
"r_1","BLG44","num","2000","0","0","16353"
"r_1","BLG44","num","2000","0","1","8326"
"r_1","BLG44","num","2000","0","2","8027"
"r_1","BLG44","num","2000","1","0","7589"
"r_1","BLG44","num","2000","1","1","3842"
"r_1","BLG44","num","2000","1","2","3747"
"r_1","BLG44","num","2000","2","0","8764"
"r_1","BLG44","num","2000","2","1","4484"
"r_1","BLG44","num","2000","2","2","4280"
"r_1","BLG44","num","2001","0","0","15919"
"r_1","BLG44","num","2001","0","1","7988"
"r_1","BLG44","num","2001","0","2","7931"
"r_1","BLG44","num","2001","1","0","7127"
"r_1","BLG44","num","2001","1","1","3573"
"r_1","BLG44","num","2001","1","2","3554"
"r_1","BLG44","num","2001","2","0","8792"
"r_1","BLG44","num","2001","2","1","4415"
"r_1","BLG44","num","2001","2","2","4377"
"r_1","BLG44","num","2002","0","0","15606"
"r_1","BLG44","num","2002","0","1","7808"
"r_1","BLG44","num","2002","0","2","7798"
"r_1","BLG44","num","2002","1","0","6980"
"r_1","BLG44","num","2002","1","1","3494"
"r_1","BLG44","num","2002","1","2","3486"
"r_1","BLG44","num","2002","2","0","8626"
"r_1","BLG44","num","2002","2","1","4314"
"r_1","BLG44","num","2002","2","2","4312"
"r_1","BLG44","num","2003","0","0","15531"
"r_1","BLG44","num","2003","0","1","7744"
"r_1","BLG44","num","2003","0","2","7787"
"r_1","BLG44","num","2003","1","0","6986"
"r_1","BLG44","num","2003","1","1","3487"
"r_1","BLG44","num","2003","1","2","3499"
"r_1","BLG44","num","2003","2","0","8545"
"r_1","BLG44","num","2003","2","1","4257"
"r_1","BLG44","num","2003","2","2","4288"
"r_1","BLG44","num","2004","0","0","15346"
"r_1","BLG44","num","2004","0","1","7638"
"r_1","BLG44","num","2004","0","2","7708"
"r_1","BLG44","num","2004","1","0","6900"
"r_1","BLG44","num","2004","1","1","3431"
"r_1","BLG44","num","2004","1","2","3469"
"r_1","BLG44","num","2004","2","0","8446"
"r_1","BLG44","num","2004","2","1","4207"
"r_1","BLG44","num","2004","2","2","4239"
"r_1","BLG44","num","2005","0","0","15238"
"r_1","BLG44","num","2005","0","1","7571"
"r_1","BLG44","num","2005","0","2","7667"
"r_1","BLG44","num","2005","1","0","6868"
"r_1","BLG44","num","2005","1","1","3409"
"r_1","BLG44","num","2005","1","2","3459"
"r_1","BLG44","num","2005","2","0","8370"
"r_1","BLG44","num","2005","2","1","4162"
"r_1","BLG44","num","2005","2","2","4208"
"r_1","BLG44","num","2006","0","0","15097"
"r_1","BLG44","num","2006","0","1","7487"
"r_1","BLG44","num","2006","0","2","7610"
"r_1","BLG44","num","2006","1","0","6828"
"r_1","BLG44","num","2006","1","1","3380"
"r_1","BLG44","num","2006","1","2","3448"
"r_1","BLG44","num","2006","2","0","8269"
"r_1","BLG44","num","2006","2","1","4107"
"r_1","BLG44","num","2006","2","2","4162"
"r_1","BLG44","num","2007","0","0","15100"
"r_1","BLG44","num","2007","0","1","7487"
"r_1","BLG44","num","2007","0","2","7613"
"r_1","BLG44","num","2007","1","0","6878"
"r_1","BLG44","num","2007","1","1","3412"
"r_1","BLG44","num","2007","1","2","3466"
"r_1","BLG44","num","2007","2","0","8222"
"r_1","BLG44","num","2007","2","1","4075"
"r_1","BLG44","num","2007","2","2","4147"
"r_1","BLG44","num","2008","0","0","14964"
"r_1","BLG44","num","2008","0","1","7420"
"r_1","BLG44","num","2008","0","2","7544"
"r_1","BLG44","num","2008","1","0","6833"
"r_1","BLG44","num","2008","1","1","3394"
"r_1","BLG44","num","2008","1","2","3439"
"r_1","BLG44","num","2008","2","0","8131"
"r_1","BLG44","num","2008","2","1","4026"
"r_1","BLG44","num","2008","2","2","4105"
"r_1","BLG44","num","2009","0","0","14887"
"r_1","BLG44","num","2009","0","1","7377"
"r_1","BLG44","num","2009","0","2","7510"
"r_1","BLG44","num","2009","1","0","6817"
"r_1","BLG44","num","2009","1","1","3384"
"r_1","BLG44","num","2009","1","2","3433"
"r_1","BLG44","num","2009","2","0","8070"
"r_1","BLG44","num","2009","2","1","3993"
"r_1","BLG44","num","2009","2","2","4077"
"r_1","BLG44","num","2010","0","0","14712"
"r_1","BLG44","num","2010","0","1","7280"
"r_1","BLG44","num","2010","0","2","7432"
"r_1","BLG44","num","2010","1","0","6781"
"r_1","BLG44","num","2010","1","1","3353"
"r_1","BLG44","num","2010","1","2","3428"
"r_1","BLG44","num","2010","2","0","7931"
"r_1","BLG44","num","2010","2","1","3927"
"r_1","BLG44","num","2010","2","2","4004"
"r_1","BLG44","num","2011","0","0","14242"
"r_1","BLG44","num","2011","0","1","7154"
"r_1","BLG44","num","2011","0","2","7088"
"r_1","BLG44","num","2011","1","0","6696"
"r_1","BLG44","num","2011","1","1","3365"
"r_1","BLG44","num","2011","1","2","3331"
"r_1","BLG44","num","2011","2","0","7546"
"r_1","BLG44","num","2011","2","1","3789"
"r_1","BLG44","num","2011","2","2","3757"
"r_1","BLG44","num","2012","0","0","14120"
"r_1","BLG44","num","2012","0","1","7092"
"r_1","BLG44","num","2012","0","2","7028"
"r_1","BLG44","num","2012","1","0","6654"
"r_1","BLG44","num","2012","1","1","3347"
"r_1","BLG44","num","2012","1","2","3307"
"r_1","BLG44","num","2012","2","0","7466"
"r_1","BLG44","num","2012","2","1","3745"
"r_1","BLG44","num","2012","2","2","3721"
"r_1","BLG44","num","2013","0","0","13965"
"r_1","BLG44","num","2013","0","1","7007"
"r_1","BLG44","num","2013","0","2","6958"
"r_1","BLG44","num","2013","1","0","6590"
"r_1","BLG44","num","2013","1","1","3308"
"r_1","BLG44","num","2013","1","2","3282"
"r_1","BLG44","num","2013","2","0","7375"
"r_1","BLG44","num","2013","2","1","3699"
"r_1","BLG44","num","2013","2","2","3676"
"r_1","BLG44","num","2014","0","0","13909"
"r_1","BLG44","num","2014","0","1","6975"
"r_1","BLG44","num","2014","0","2","6934"
"r_1","BLG44","num","2014","1","0","6605"
"r_1","BLG44","num","2014","1","1","3316"
"r_1","BLG44","num","2014","1","2","3289"
"r_1","BLG44","num","2014","2","0","7304"
"r_1","BLG44","num","2014","2","1","3659"
"r_1","BLG44","num","2014","2","2","3645"
"r_1","BLG49","num","2000","0","0","7038"
"r_1","BLG49","num","2000","0","1","3464"
"r_1","BLG49","num","2000","0","2","3574"
"r_1","BLG49","num","2000","1","0","-"
"r_1","BLG49","num","2000","1","1","-"
"r_1","BLG49","num","2000","1","2","-"
"r_1","BLG49","num","2000","2","0","7038"
"r_1","BLG49","num","2000","2","1","3464"
"r_1","BLG49","num","2000","2","2","3574"
"r_1","BLG49","num","2001","0","0","6729"
"r_1","BLG49","num","2001","0","1","3307"
"r_1","BLG49","num","2001","0","2","3422"
"r_1","BLG49","num","2001","1","0","-"
"r_1","BLG49","num","2001","1","1","-"
"r_1","BLG49","num","2001","1","2","-"
"r_1","BLG49","num","2001","2","0","6729"
"r_1","BLG49","num","2001","2","1","3307"
"r_1","BLG49","num","2001","2","2","3422"
"r_1","BLG49","num","2002","0","0","6633"
"r_1","BLG49","num","2002","0","1","3260"
"r_1","BLG49","num","2002","0","2","3373"
"r_1","BLG49","num","2002","1","0","-"
"r_1","BLG49","num","2002","1","1","-"
"r_1","BLG49","num","2002","1","2","-"
"r_1","BLG49","num","2002","2","0","6633"
"r_1","BLG49","num","2002","2","1","3260"
"r_1","BLG49","num","2002","2","2","3373"
"r_1","BLG49","num","2003","0","0","6564"
"r_1","BLG49","num","2003","0","1","3210"
"r_1","BLG49","num","2003","0","2","3354"
"r_1","BLG49","num","2003","1","0","-"
"r_1","BLG49","num","2003","1","1","-"
"r_1","BLG49","num","2003","1","2","-"
"r_1","BLG49","num","2003","2","0","6564"
"r_1","BLG49","num","2003","2","1","3210"
"r_1","BLG49","num","2003","2","2","3354"
"r_1","BLG49","num","2004","0","0","6458"
"r_1","BLG49","num","2004","0","1","3149"
"r_1","BLG49","num","2004","0","2","3309"
"r_1","BLG49","num","2004","1","0","-"
"r_1","BLG49","num","2004","1","1","-"
"r_1","BLG49","num","2004","1","2","-"
"r_1","BLG49","num","2004","2","0","6458"
"r_1","BLG49","num","2004","2","1","3149"
"r_1","BLG49","num","2004","2","2","3309"
"r_1","BLG49","num","2005","0","0","6327"
"r_1","BLG49","num","2005","0","1","3081"
"r_1","BLG49","num","2005","0","2","3246"
"r_1","BLG49","num","2005","1","0","-"
"r_1","BLG49","num","2005","1","1","-"
"r_1","BLG49","num","2005","1","2","-"
"r_1","BLG49","num","2005","2","0","6327"
"r_1","BLG49","num","2005","2","1","3081"
"r_1","BLG49","num","2005","2","2","3246"
"r_1","BLG49","num","2006","0","0","6186"
"r_1","BLG49","num","2006","0","1","3023"
"r_1","BLG49","num","2006","0","2","3163"
"r_1","BLG49","num","2006","1","0","-"
"r_1","BLG49","num","2006","1","1","-"
"r_1","BLG49","num","2006","1","2","-"
"r_1","BLG49","num","2006","2","0","6186"
"r_1","BLG49","num","2006","2","1","3023"
"r_1","BLG49","num","2006","2","2","3163"
"r_1","BLG49","num","2007","0","0","6082"
"r_1","BLG49","num","2007","0","1","2984"
"r_1","BLG49","num","2007","0","2","3098"
"r_1","BLG49","num","2007","1","0","-"
"r_1","BLG49","num","2007","1","1","-"
"r_1","BLG49","num","2007","1","2","-"
"r_1","BLG49","num","2007","2","0","6082"
"r_1","BLG49","num","2007","2","1","2984"
"r_1","BLG49","num","2007","2","2","3098"
"r_1","BLG49","num","2008","0","0","5980"
"r_1","BLG49","num","2008","0","1","2914"
"r_1","BLG49","num","2008","0","2","3066"
"r_1","BLG49","num","2008","1","0","-"
"r_1","BLG49","num","2008","1","1","-"
"r_1","BLG49","num","2008","1","2","-"
"r_1","BLG49","num","2008","2","0","5980"
"r_1","BLG49","num","2008","2","1","2914"
"r_1","BLG49","num","2008","2","2","3066"
"r_1","BLG49","num","2009","0","0","5903"
"r_1","BLG49","num","2009","0","1","2886"
"r_1","BLG49","num","2009","0","2","3017"
"r_1","BLG49","num","2009","1","0","-"
"r_1","BLG49","num","2009","1","1","-"
"r_1","BLG49","num","2009","1","2","-"
"r_1","BLG49","num","2009","2","0","5903"
"r_1","BLG49","num","2009","2","1","2886"
"r_1","BLG49","num","2009","2","2","3017"
"r_1","BLG49","num","2010","0","0","5787"
"r_1","BLG49","num","2010","0","1","2821"
"r_1","BLG49","num","2010","0","2","2966"
"r_1","BLG49","num","2010","1","0","-"
"r_1","BLG49","num","2010","1","1","-"
"r_1","BLG49","num","2010","1","2","-"
"r_1","BLG49","num","2010","2","0","5787"
"r_1","BLG49","num","2010","2","1","2821"
"r_1","BLG49","num","2010","2","2","2966"
"r_1","BLG49","num","2011","0","0","5693"
"r_1","BLG49","num","2011","0","1","2765"
"r_1","BLG49","num","2011","0","2","2928"
"r_1","BLG49","num","2011","1","0","-"
"r_1","BLG49","num","2011","1","1","-"
"r_1","BLG49","num","2011","1","2","-"
"r_1","BLG49","num","2011","2","0","5693"
"r_1","BLG49","num","2011","2","1","2765"
"r_1","BLG49","num","2011","2","2","2928"
"r_1","BLG49","num","2012","0","0","5605"
"r_1","BLG49","num","2012","0","1","2733"
"r_1","BLG49","num","2012","0","2","2872"
"r_1","BLG49","num","2012","1","0","-"
"r_1","BLG49","num","2012","1","1","-"
"r_1","BLG49","num","2012","1","2","-"
"r_1","BLG49","num","2012","2","0","5605"
"r_1","BLG49","num","2012","2","1","2733"
"r_1","BLG49","num","2012","2","2","2872"
"r_1","BLG49","num","2013","0","0","5514"
"r_1","BLG49","num","2013","0","1","2694"
"r_1","BLG49","num","2013","0","2","2820"
"r_1","BLG49","num","2013","1","0","-"
"r_1","BLG49","num","2013","1","1","-"
"r_1","BLG49","num","2013","1","2","-"
"r_1","BLG49","num","2013","2","0","5514"
"r_1","BLG49","num","2013","2","1","2694"
"r_1","BLG49","num","2013","2","2","2820"
"r_1","BLG49","num","2014","0","0","5433"
"r_1","BLG49","num","2014","0","1","2668"
"r_1","BLG49","num","2014","0","2","2765"
"r_1","BLG49","num","2014","1","0","-"
"r_1","BLG49","num","2014","1","1","-"
"r_1","BLG49","num","2014","1","2","-"
"r_1","BLG49","num","2014","2","0","5433"
"r_1","BLG49","num","2014","2","1","2668"
"r_1","BLG49","num","2014","2","2","2765"
"r_1","BLG52","num","2000","0","0","11870"
"r_1","BLG52","num","2000","0","1","6044"
"r_1","BLG52","num","2000","0","2","5826"
"r_1","BLG52","num","2000","1","0","3030"
"r_1","BLG52","num","2000","1","1","1520"
"r_1","BLG52","num","2000","1","2","1510"
"r_1","BLG52","num","2000","2","0","8840"
"r_1","BLG52","num","2000","2","1","4524"
"r_1","BLG52","num","2000","2","2","4316"
"r_1","BLG52","num","2001","0","0","10830"
"r_1","BLG52","num","2001","0","1","5454"
"r_1","BLG52","num","2001","0","2","5376"
"r_1","BLG52","num","2001","1","0","2888"
"r_1","BLG52","num","2001","1","1","1445"
"r_1","BLG52","num","2001","1","2","1443"
"r_1","BLG52","num","2001","2","0","7942"
"r_1","BLG52","num","2001","2","1","4009"
"r_1","BLG52","num","2001","2","2","3933"
"r_1","BLG52","num","2002","0","0","10609"
"r_1","BLG52","num","2002","0","1","5334"
"r_1","BLG52","num","2002","0","2","5275"
"r_1","BLG52","num","2002","1","0","2828"
"r_1","BLG52","num","2002","1","1","1408"
"r_1","BLG52","num","2002","1","2","1420"
"r_1","BLG52","num","2002","2","0","7781"
"r_1","BLG52","num","2002","2","1","3926"
"r_1","BLG52","num","2002","2","2","3855"
"r_1","BLG52","num","2003","0","0","10551"
"r_1","BLG52","num","2003","0","1","5310"
"r_1","BLG52","num","2003","0","2","5241"
"r_1","BLG52","num","2003","1","0","2800"
"r_1","BLG52","num","2003","1","1","1390"
"r_1","BLG52","num","2003","1","2","1410"
"r_1","BLG52","num","2003","2","0","7751"
"r_1","BLG52","num","2003","2","1","3920"
"r_1","BLG52","num","2003","2","2","3831"
"r_1","BLG52","num","2004","0","0","10495"
"r_1","BLG52","num","2004","0","1","5281"
"r_1","BLG52","num","2004","0","2","5214"
"r_1","BLG52","num","2004","1","0","2758"
"r_1","BLG52","num","2004","1","1","1369"
"r_1","BLG52","num","2004","1","2","1389"
"r_1","BLG52","num","2004","2","0","7737"
"r_1","BLG52","num","2004","2","1","3912"
"r_1","BLG52","num","2004","2","2","3825"
"r_1","BLG52","num","2005","0","0","10415"
"r_1","BLG52","num","2005","0","1","5231"
"r_1","BLG52","num","2005","0","2","5184"
"r_1","BLG52","num","2005","1","0","2735"
"r_1","BLG52","num","2005","1","1","1351"
"r_1","BLG52","num","2005","1","2","1384"
"r_1","BLG52","num","2005","2","0","7680"
"r_1","BLG52","num","2005","2","1","3880"
"r_1","BLG52","num","2005","2","2","3800"
"r_1","BLG52","num","2006","0","0","10315"
"r_1","BLG52","num","2006","0","1","5174"
"r_1","BLG52","num","2006","0","2","5141"
"r_1","BLG52","num","2006","1","0","2723"
"r_1","BLG52","num","2006","1","1","1353"
"r_1","BLG52","num","2006","1","2","1370"
"r_1","BLG52","num","2006","2","0","7592"
"r_1","BLG52","num","2006","2","1","3821"
"r_1","BLG52","num","2006","2","2","3771"
"r_1","BLG52","num","2007","0","0","10270"
"r_1","BLG52","num","2007","0","1","5155"
"r_1","BLG52","num","2007","0","2","5115"
"r_1","BLG52","num","2007","1","0","2687"
"r_1","BLG52","num","2007","1","1","1338"
"r_1","BLG52","num","2007","1","2","1349"
"r_1","BLG52","num","2007","2","0","7583"
"r_1","BLG52","num","2007","2","1","3817"
"r_1","BLG52","num","2007","2","2","3766"
"r_1","BLG52","num","2008","0","0","10216"
"r_1","BLG52","num","2008","0","1","5123"
"r_1","BLG52","num","2008","0","2","5093"
"r_1","BLG52","num","2008","1","0","2685"
"r_1","BLG52","num","2008","1","1","1343"
"r_1","BLG52","num","2008","1","2","1342"
"r_1","BLG52","num","2008","2","0","7531"
"r_1","BLG52","num","2008","2","1","3780"
"r_1","BLG52","num","2008","2","2","3751"
"r_1","BLG52","num","2009","0","0","10119"
"r_1","BLG52","num","2009","0","1","5063"
"r_1","BLG52","num","2009","0","2","5056"
"r_1","BLG52","num","2009","1","0","2657"
"r_1","BLG52","num","2009","1","1","1319"
"r_1","BLG52","num","2009","1","2","1338"
"r_1","BLG52","num","2009","2","0","7462"
"r_1","BLG52","num","2009","2","1","3744"
"r_1","BLG52","num","2009","2","2","3718"
"r_1","BLG52","num","2010","0","0","9978"
"r_1","BLG52","num","2010","0","1","5002"
"r_1","BLG52","num","2010","0","2","4976"
"r_1","BLG52","num","2010","1","0","2610"
"r_1","BLG52","num","2010","1","1","1301"
"r_1","BLG52","num","2010","1","2","1309"
"r_1","BLG52","num","2010","2","0","7368"
"r_1","BLG52","num","2010","2","1","3701"
"r_1","BLG52","num","2010","2","2","3667"
"r_1","BLG52","num","2011","0","0","9990"
"r_1","BLG52","num","2011","0","1","5051"
"r_1","BLG52","num","2011","0","2","4939"
"r_1","BLG52","num","2011","1","0","2695"
"r_1","BLG52","num","2011","1","1","1385"
"r_1","BLG52","num","2011","1","2","1310"
"r_1","BLG52","num","2011","2","0","7295"
"r_1","BLG52","num","2011","2","1","3666"
"r_1","BLG52","num","2011","2","2","3629"
"r_1","BLG52","num","2012","0","0","9833"
"r_1","BLG52","num","2012","0","1","4988"
"r_1","BLG52","num","2012","0","2","4845"
"r_1","BLG52","num","2012","1","0","2647"
"r_1","BLG52","num","2012","1","1","1356"
"r_1","BLG52","num","2012","1","2","1291"
"r_1","BLG52","num","2012","2","0","7186"
"r_1","BLG52","num","2012","2","1","3632"
"r_1","BLG52","num","2012","2","2","3554"
"r_1","BLG52","num","2013","0","0","9740"
"r_1","BLG52","num","2013","0","1","4941"
"r_1","BLG52","num","2013","0","2","4799"
"r_1","BLG52","num","2013","1","0","2616"
"r_1","BLG52","num","2013","1","1","1330"
"r_1","BLG52","num","2013","1","2","1286"
"r_1","BLG52","num","2013","2","0","7124"
"r_1","BLG52","num","2013","2","1","3611"
"r_1","BLG52","num","2013","2","2","3513"
"r_1","BLG52","num","2014","0","0","9613"
"r_1","BLG52","num","2014","0","1","4891"
"r_1","BLG52","num","2014","0","2","4722"
"r_1","BLG52","num","2014","1","0","2595"
"r_1","BLG52","num","2014","1","1","1326"
"r_1","BLG52","num","2014","1","2","1269"
"r_1","BLG52","num","2014","2","0","7018"
"r_1","BLG52","num","2014","2","1","3565"
"r_1","BLG52","num","2014","2","2","3453"
"r_1","BLG53","num","2000","0","0","10914"
"r_1","BLG53","num","2000","0","1","5392"
"r_1","BLG53","num","2000","0","2","5522"
"r_1","BLG53","num","2000","1","0","6087"
"r_1","BLG53","num","2000","1","1","3008"
"r_1","BLG53","num","2000","1","2","3079"
"r_1","BLG53","num","2000","2","0","4827"
"r_1","BLG53","num","2000","2","1","2384"
"r_1","BLG53","num","2000","2","2","2443"
"r_1","BLG53","num","2001","0","0","11050"
"r_1","BLG53","num","2001","0","1","5424"
"r_1","BLG53","num","2001","0","2","5626"
"r_1","BLG53","num","2001","1","0","6139"
"r_1","BLG53","num","2001","1","1","3011"
"r_1","BLG53","num","2001","1","2","3128"
"r_1","BLG53","num","2001","2","0","4911"
"r_1","BLG53","num","2001","2","1","2413"
"r_1","BLG53","num","2001","2","2","2498"
"r_1","BLG53","num","2002","0","0","10909"
"r_1","BLG53","num","2002","0","1","5338"
"r_1","BLG53","num","2002","0","2","5571"
"r_1","BLG53","num","2002","1","0","6049"
"r_1","BLG53","num","2002","1","1","2952"
"r_1","BLG53","num","2002","1","2","3097"
"r_1","BLG53","num","2002","2","0","4860"
"r_1","BLG53","num","2002","2","1","2386"
"r_1","BLG53","num","2002","2","2","2474"
"r_1","BLG53","num","2003","0","0","10771"
"r_1","BLG53","num","2003","0","1","5264"
"r_1","BLG53","num","2003","0","2","5507"
"r_1","BLG53","num","2003","1","0","5966"
"r_1","BLG53","num","2003","1","1","2906"
"r_1","BLG53","num","2003","1","2","3060"
"r_1","BLG53","num","2003","2","0","4805"
"r_1","BLG53","num","2003","2","1","2358"
"r_1","BLG53","num","2003","2","2","2447"
"r_1","BLG53","num","2004","0","0","10696"
"r_1","BLG53","num","2004","0","1","5224"
"r_1","BLG53","num","2004","0","2","5472"
"r_1","BLG53","num","2004","1","0","5916"
"r_1","BLG53","num","2004","1","1","2880"
"r_1","BLG53","num","2004","1","2","3036"
"r_1","BLG53","num","2004","2","0","4780"
"r_1","BLG53","num","2004","2","1","2344"
"r_1","BLG53","num","2004","2","2","2436"
"r_1","BLG53","num","2005","0","0","10616"
"r_1","BLG53","num","2005","0","1","5172"
"r_1","BLG53","num","2005","0","2","5444"
"r_1","BLG53","num","2005","1","0","5852"
"r_1","BLG53","num","2005","1","1","2836"
"r_1","BLG53","num","2005","1","2","3016"
"r_1","BLG53","num","2005","2","0","4764"
"r_1","BLG53","num","2005","2","1","2336"
"r_1","BLG53","num","2005","2","2","2428"
"r_1","BLG53","num","2006","0","0","10441"
"r_1","BLG53","num","2006","0","1","5088"
"r_1","BLG53","num","2006","0","2","5353"
"r_1","BLG53","num","2006","1","0","5747"
"r_1","BLG53","num","2006","1","1","2789"
"r_1","BLG53","num","2006","1","2","2958"
"r_1","BLG53","num","2006","2","0","4694"
"r_1","BLG53","num","2006","2","1","2299"
"r_1","BLG53","num","2006","2","2","2395"
"r_1","BLG53","num","2007","0","0","10382"
"r_1","BLG53","num","2007","0","1","5038"
"r_1","BLG53","num","2007","0","2","5344"
"r_1","BLG53","num","2007","1","0","5702"
"r_1","BLG53","num","2007","1","1","2749"
"r_1","BLG53","num","2007","1","2","2953"
"r_1","BLG53","num","2007","2","0","4680"
"r_1","BLG53","num","2007","2","1","2289"
"r_1","BLG53","num","2007","2","2","2391"
"r_1","BLG53","num","2008","0","0","10354"
"r_1","BLG53","num","2008","0","1","5020"
"r_1","BLG53","num","2008","0","2","5334"
"r_1","BLG53","num","2008","1","0","5694"
"r_1","BLG53","num","2008","1","1","2741"
"r_1","BLG53","num","2008","1","2","2953"
"r_1","BLG53","num","2008","2","0","4660"
"r_1","BLG53","num","2008","2","1","2279"
"r_1","BLG53","num","2008","2","2","2381"
"r_1","BLG53","num","2009","0","0","10350"
"r_1","BLG53","num","2009","0","1","5021"
"r_1","BLG53","num","2009","0","2","5329"
"r_1","BLG53","num","2009","1","0","5686"
"r_1","BLG53","num","2009","1","1","2734"
"r_1","BLG53","num","2009","1","2","2952"
"r_1","BLG53","num","2009","2","0","4664"
"r_1","BLG53","num","2009","2","1","2287"
"r_1","BLG53","num","2009","2","2","2377"
"r_1","BLG53","num","2010","0","0","10307"
"r_1","BLG53","num","2010","0","1","5010"
"r_1","BLG53","num","2010","0","2","5297"
"r_1","BLG53","num","2010","1","0","5627"
"r_1","BLG53","num","2010","1","1","2712"
"r_1","BLG53","num","2010","1","2","2915"
"r_1","BLG53","num","2010","2","0","4680"
"r_1","BLG53","num","2010","2","1","2298"
"r_1","BLG53","num","2010","2","2","2382"
"r_1","BLG53","num","2011","0","0","10672"
"r_1","BLG53","num","2011","0","1","5256"
"r_1","BLG53","num","2011","0","2","5416"
"r_1","BLG53","num","2011","1","0","5737"
"r_1","BLG53","num","2011","1","1","2775"
"r_1","BLG53","num","2011","1","2","2962"
"r_1","BLG53","num","2011","2","0","4935"
"r_1","BLG53","num","2011","2","1","2481"
"r_1","BLG53","num","2011","2","2","2454"
"r_1","BLG53","num","2012","0","0","10581"
"r_1","BLG53","num","2012","0","1","5207"
"r_1","BLG53","num","2012","0","2","5374"
"r_1","BLG53","num","2012","1","0","5659"
"r_1","BLG53","num","2012","1","1","2733"
"r_1","BLG53","num","2012","1","2","2926"
"r_1","BLG53","num","2012","2","0","4922"
"r_1","BLG53","num","2012","2","1","2474"
"r_1","BLG53","num","2012","2","2","2448"
"r_1","BLG53","num","2013","0","0","10495"
"r_1","BLG53","num","2013","0","1","5159"
"r_1","BLG53","num","2013","0","2","5336"
"r_1","BLG53","num","2013","1","0","5590"
"r_1","BLG53","num","2013","1","1","2695"
"r_1","BLG53","num","2013","1","2","2895"
"r_1","BLG53","num","2013","2","0","4905"
"r_1","BLG53","num","2013","2","1","2464"
"r_1","BLG53","num","2013","2","2","2441"
"r_1","BLG53","num","2014","0","0","10386"
"r_1","BLG53","num","2014","0","1","5090"
"r_1","BLG53","num","2014","0","2","5296"
"r_1","BLG53","num","2014","1","0","5544"
"r_1","BLG53","num","2014","1","1","2659"
"r_1","BLG53","num","2014","1","2","2885"
"r_1","BLG53","num","2014","2","0","4842"
"r_1","BLG53","num","2014","2","1","2431"
"r_1","BLG53","num","2014","2","2","2411"
"r_1","BGS","num","2000","0","0","425366"
"r_1","BGS","num","2000","0","1","207943"
"r_1","BGS","num","2000","0","2","217423"
"r_1","BGS","num","2000","1","0","297280"
"r_1","BGS","num","2000","1","1","144535"
"r_1","BGS","num","2000","1","2","152745"
"r_1","BGS","num","2000","2","0","128086"
"r_1","BGS","num","2000","2","1","63408"
"r_1","BGS","num","2000","2","2","64678"
"r_1","BGS","num","2001","0","0","422458"
"r_1","BGS","num","2001","0","1","206619"
"r_1","BGS","num","2001","0","2","215839"
"r_1","BGS","num","2001","1","0","299016"
"r_1","BGS","num","2001","1","1","145586"
"r_1","BGS","num","2001","1","2","153430"
"r_1","BGS","num","2001","2","0","123442"
"r_1","BGS","num","2001","2","1","61033"
"r_1","BGS","num","2001","2","2","62409"
"r_1","BGS","num","2002","0","0","421049"
"r_1","BGS","num","2002","0","1","205595"
"r_1","BGS","num","2002","0","2","215454"
"r_1","BGS","num","2002","1","0","298113"
"r_1","BGS","num","2002","1","1","144785"
"r_1","BGS","num","2002","1","2","153328"
"r_1","BGS","num","2002","2","0","122936"
"r_1","BGS","num","2002","2","1","60810"
"r_1","BGS","num","2002","2","2","62126"
"r_1","BGS","num","2003","0","0","419925"
"r_1","BGS","num","2003","0","1","205020"
"r_1","BGS","num","2003","0","2","214905"
"r_1","BGS","num","2003","1","0","296236"
"r_1","BGS","num","2003","1","1","143765"
"r_1","BGS","num","2003","1","2","152471"
"r_1","BGS","num","2003","2","0","123689"
"r_1","BGS","num","2003","2","1","61255"
"r_1","BGS","num","2003","2","2","62434"
"r_1","BGS","num","2004","0","0","418925"
"r_1","BGS","num","2004","0","1","204382"
"r_1","BGS","num","2004","0","2","214543"
"r_1","BGS","num","2004","1","0","295095"
"r_1","BGS","num","2004","1","1","143002"
"r_1","BGS","num","2004","1","2","152093"
"r_1","BGS","num","2004","2","0","123830"
"r_1","BGS","num","2004","2","1","61380"
"r_1","BGS","num","2004","2","2","62450"
"r_1","BGS","num","2005","0","0","418750"
"r_1","BGS","num","2005","0","1","204051"
"r_1","BGS","num","2005","0","2","214699"
"r_1","BGS","num","2005","1","0","295860"
"r_1","BGS","num","2005","1","1","143133"
"r_1","BGS","num","2005","1","2","152727"
"r_1","BGS","num","2005","2","0","122890"
