RevisionColumn,periods,Units,EKATTE_Hlth,Mpersonnel,ValueColumn
"r_1","2008","num","PVN11","1","11"
"r_1","2008","num","PVN11","2","4"
"r_1","2008","num","PVN11","3","14"
"r_1","2009","num","PVN11","1","12"
"r_1","2009","num","PVN11","2","5"
"r_1","2009","num","PVN11","3","12"
"r_1","2010","num","PVN11","1","11"
"r_1","2010","num","PVN11","2","5"
"r_1","2010","num","PVN11","3","11"
"r_1","2011","num","PVN11","1","11"
"r_1","2011","num","PVN11","2","5"
"r_1","2011","num","PVN11","3","11"
"r_1","2012","num","PVN11","1","9"
"r_1","2012","num","PVN11","2","5"
"r_1","2012","num","PVN11","3","11"
"r_1","2013","num","PVN11","1","8"
"r_1","2013","num","PVN11","2","3"
"r_1","2013","num","PVN11","3","11"
"r_1","2014","num","PVN11","1","8"
"r_1","2014","num","PVN11","2","6"
"r_1","2014","num","PVN11","3","11"
"r_1","2015","num","PVN11","1","7"
"r_1","2015","num","PVN11","2","3"
"r_1","2015","num","PVN11","3","10"
"r_1","2016","num","PVN11","1","7"
"r_1","2016","num","PVN11","2","3"
"r_1","2016","num","PVN11","3","11"
"r_1","2017","num","PVN11","1","10"
"r_1","2017","num","PVN11","2","3"
"r_1","2017","num","PVN11","3","12"
"r_1","2003","num","PVN23","1","16"
"r_1","2003","num","PVN23","2","2"
"r_1","2003","num","PVN23","3","16"
"r_1","2004","num","PVN23","1","15"
"r_1","2004","num","PVN23","2","3"
"r_1","2004","num","PVN23","3","17"
"r_1","2005","num","PVN23","1","12"
"r_1","2005","num","PVN23","2","3"
"r_1","2005","num","PVN23","3","17"
"r_1","2006","num","PVN23","1","12"
"r_1","2006","num","PVN23","2","3"
"r_1","2006","num","PVN23","3","10"
"r_1","2007","num","PVN23","1","9"
"r_1","2007","num","PVN23","2","2"
"r_1","2007","num","PVN23","3","13"
"r_1","2008","num","PVN23","1","8"
"r_1","2008","num","PVN23","2","2"
"r_1","2008","num","PVN23","3","13"
"r_1","2009","num","PVN23","1","10"
"r_1","2009","num","PVN23","2","1"
"r_1","2009","num","PVN23","3","11"
"r_1","2010","num","PVN23","1","8"
"r_1","2010","num","PVN23","2","2"
"r_1","2010","num","PVN23","3","8"
"r_1","2011","num","PVN23","1","9"
"r_1","2011","num","PVN23","2","2"
"r_1","2011","num","PVN23","3","9"
"r_1","2012","num","PVN23","1","7"
"r_1","2012","num","PVN23","2","2"
"r_1","2012","num","PVN23","3","6"
"r_1","2013","num","PVN23","1","7"
"r_1","2013","num","PVN23","2","3"
"r_1","2013","num","PVN23","3","6"
"r_1","2014","num","PVN23","1","7"
"r_1","2014","num","PVN23","2","2"
"r_1","2014","num","PVN23","3","6"
"r_1","2015","num","PVN23","1","7"
"r_1","2015","num","PVN23","2","3"
"r_1","2015","num","PVN23","3","6"
"r_1","2016","num","PVN23","1","6"
"r_1","2016","num","PVN23","2","3"
"r_1","2016","num","PVN23","3","6"
"r_1","2017","num","PVN23","1","5"
"r_1","2017","num","PVN23","2","3"
"r_1","2017","num","PVN23","3","6"
"r_1","2003","num","PVN39","1","42"
"r_1","2003","num","PVN39","2","5"
"r_1","2003","num","PVN39","3","64"
"r_1","2004","num","PVN39","1","44"
"r_1","2004","num","PVN39","2","4"
"r_1","2004","num","PVN39","3","77"
"r_1","2005","num","PVN39","1","34"
"r_1","2005","num","PVN39","2","3"
"r_1","2005","num","PVN39","3","80"
"r_1","2006","num","PVN39","1","50"
"r_1","2006","num","PVN39","2","5"
"r_1","2006","num","PVN39","3","82"
"r_1","2007","num","PVN39","1","38"
"r_1","2007","num","PVN39","2","4"
"r_1","2007","num","PVN39","3","75"
"r_1","2008","num","PVN39","1","36"
"r_1","2008","num","PVN39","2","5"
"r_1","2008","num","PVN39","3","74"
"r_1","2009","num","PVN39","1","36"
"r_1","2009","num","PVN39","2","4"
"r_1","2009","num","PVN39","3","77"
"r_1","2010","num","PVN39","1","42"
"r_1","2010","num","PVN39","2","3"
"r_1","2010","num","PVN39","3","61"
"r_1","2011","num","PVN39","1","38"
"r_1","2011","num","PVN39","2","3"
"r_1","2011","num","PVN39","3","59"
"r_1","2012","num","PVN39","1","39"
"r_1","2012","num","PVN39","2","4"
"r_1","2012","num","PVN39","3","60"
"r_1","2013","num","PVN39","1","40"
"r_1","2013","num","PVN39","2","4"
"r_1","2013","num","PVN39","3","61"
"r_1","2014","num","PVN39","1","44"
"r_1","2014","num","PVN39","2","4"
"r_1","2014","num","PVN39","3","59"
"r_1","2015","num","PVN39","1","40"
"r_1","2015","num","PVN39","2","4"
"r_1","2015","num","PVN39","3","59"
"r_1","2016","num","PVN39","1","38"
"r_1","2016","num","PVN39","2","5"
"r_1","2016","num","PVN39","3","59"
"r_1","2017","num","PVN39","1","37"
"r_1","2017","num","PVN39","2","5"
"r_1","2017","num","PVN39","3","56"
"r_1","2003","num","PVN16","1","61"
"r_1","2003","num","PVN16","2","7"
"r_1","2003","num","PVN16","3","90"
"r_1","2004","num","PVN16","1","63"
"r_1","2004","num","PVN16","2","7"
"r_1","2004","num","PVN16","3","100"
"r_1","2005","num","PVN16","1","42"
"r_1","2005","num","PVN16","2","7"
"r_1","2005","num","PVN16","3","97"
"r_1","2006","num","PVN16","1","58"
"r_1","2006","num","PVN16","2","7"
"r_1","2006","num","PVN16","3","98"
"r_1","2007","num","PVN16","1","62"
"r_1","2007","num","PVN16","2","7"
"r_1","2007","num","PVN16","3","99"
"r_1","2008","num","PVN16","1","57"
"r_1","2008","num","PVN16","2","7"
"r_1","2008","num","PVN16","3","87"
"r_1","2009","num","PVN16","1","56"
"r_1","2009","num","PVN16","2","7"
"r_1","2009","num","PVN16","3","100"
"r_1","2010","num","PVN16","1","59"
"r_1","2010","num","PVN16","2","6"
"r_1","2010","num","PVN16","3","85"
"r_1","2011","num","PVN16","1","62"
"r_1","2011","num","PVN16","2","6"
"r_1","2011","num","PVN16","3","80"
"r_1","2012","num","PVN16","1","60"
"r_1","2012","num","PVN16","2","7"
"r_1","2012","num","PVN16","3","78"
"r_1","2013","num","PVN16","1","64"
"r_1","2013","num","PVN16","2","8"
"r_1","2013","num","PVN16","3","82"
"r_1","2014","num","PVN16","1","63"
"r_1","2014","num","PVN16","2","8"
"r_1","2014","num","PVN16","3","86"
"r_1","2015","num","PVN16","1","56"
"r_1","2015","num","PVN16","2","12"
"r_1","2015","num","PVN16","3","76"
"r_1","2016","num","PVN16","1","56"
"r_1","2016","num","PVN16","2","12"
"r_1","2016","num","PVN16","3","78"
"r_1","2017","num","PVN16","1","52"
"r_1","2017","num","PVN16","2","12"
"r_1","2017","num","PVN16","3","91"
"r_1","2003","num","PVN21","1","40"
"r_1","2003","num","PVN21","2","3"
"r_1","2003","num","PVN21","3","28"
"r_1","2004","num","PVN21","1","28"
"r_1","2004","num","PVN21","2","3"
"r_1","2004","num","PVN21","3","36"
"r_1","2005","num","PVN21","1","30"
"r_1","2005","num","PVN21","2","2"
"r_1","2005","num","PVN21","3","38"
"r_1","2006","num","PVN21","1","29"
"r_1","2006","num","PVN21","2","2"
"r_1","2006","num","PVN21","3","36"
"r_1","2007","num","PVN21","1","25"
"r_1","2007","num","PVN21","2","1"
"r_1","2007","num","PVN21","3","38"
"r_1","2008","num","PVN21","1","23"
"r_1","2008","num","PVN21","2","1"
"r_1","2008","num","PVN21","3","31"
"r_1","2009","num","PVN21","1","22"
"r_1","2009","num","PVN21","2","1"
"r_1","2009","num","PVN21","3","33"
"r_1","2010","num","PVN21","1","27"
"r_1","2010","num","PVN21","2","1"
"r_1","2010","num","PVN21","3","33"
"r_1","2011","num","PVN21","1","25"
"r_1","2011","num","PVN21","2","1"
"r_1","2011","num","PVN21","3","26"
"r_1","2012","num","PVN21","1","21"
"r_1","2012","num","PVN21","2","1"
"r_1","2012","num","PVN21","3","28"
"r_1","2013","num","PVN21","1","22"
"r_1","2013","num","PVN21","2","5"
"r_1","2013","num","PVN21","3","27"
"r_1","2014","num","PVN21","1","24"
"r_1","2014","num","PVN21","2","2"
"r_1","2014","num","PVN21","3","23"
"r_1","2015","num","PVN21","1","27"
"r_1","2015","num","PVN21","2","5"
"r_1","2015","num","PVN21","3","19"
"r_1","2016","num","PVN21","1","24"
"r_1","2016","num","PVN21","2","5"
"r_1","2016","num","PVN21","3","18"
"r_1","2017","num","PVN21","1","22"
"r_1","2017","num","PVN21","2","5"
"r_1","2017","num","PVN21","3","17"
"r_1","2003","num","PVN24","1","898"
"r_1","2003","num","PVN24","2","142"
"r_1","2003","num","PVN24","3","1595"
"r_1","2004","num","PVN24","1","912"
"r_1","2004","num","PVN24","2","141"
"r_1","2004","num","PVN24","3","1603"
"r_1","2005","num","PVN24","1","861"
"r_1","2005","num","PVN24","2","128"
"r_1","2005","num","PVN24","3","1631"
"r_1","2006","num","PVN24","1","911"
"r_1","2006","num","PVN24","2","141"
"r_1","2006","num","PVN24","3","1606"
"r_1","2007","num","PVN24","1","934"
"r_1","2007","num","PVN24","2","137"
"r_1","2007","num","PVN24","3","1658"
"r_1","2008","num","PVN24","1","979"
"r_1","2008","num","PVN24","2","133"
"r_1","2008","num","PVN24","3","1704"
"r_1","2009","num","PVN24","1","1029"
"r_1","2009","num","PVN24","2","140"
"r_1","2009","num","PVN24","3","1716"
"r_1","2010","num","PVN24","1","1029"
"r_1","2010","num","PVN24","2","128"
"r_1","2010","num","PVN24","3","1728"
"r_1","2011","num","PVN24","1","1048"
"r_1","2011","num","PVN24","2","127"
"r_1","2011","num","PVN24","3","1723"
"r_1","2012","num","PVN24","1","1033"
"r_1","2012","num","PVN24","2","116"
"r_1","2012","num","PVN24","3","1705"
"r_1","2013","num","PVN24","1","1065"
"r_1","2013","num","PVN24","2","129"
"r_1","2013","num","PVN24","3","1705"
"r_1","2014","num","PVN24","1","1066"
"r_1","2014","num","PVN24","2","121"
"r_1","2014","num","PVN24","3","1720"
"r_1","2015","num","PVN24","1","1101"
"r_1","2015","num","PVN24","2","125"
"r_1","2015","num","PVN24","3","1724"
"r_1","2016","num","PVN24","1","1132"
"r_1","2016","num","PVN24","2","136"
"r_1","2016","num","PVN24","3","1732"
"r_1","2017","num","PVN24","1","1195"
"r_1","2017","num","PVN24","2","136"
"r_1","2017","num","PVN24","3","1790"
"r_1","2003","num","PVN27","1","9"
"r_1","2003","num","PVN27","2","1"
"r_1","2003","num","PVN27","3","-"
"r_1","2004","num","PVN27","1","9"
"r_1","2004","num","PVN27","2","1"
"r_1","2004","num","PVN27","3","-"
"r_1","2005","num","PVN27","1","9"
"r_1","2005","num","PVN27","2","2"
"r_1","2005","num","PVN27","3","3"
"r_1","2006","num","PVN27","1","9"
"r_1","2006","num","PVN27","2","2"
"r_1","2006","num","PVN27","3","3"
"r_1","2007","num","PVN27","1","8"
"r_1","2007","num","PVN27","2","1"
"r_1","2007","num","PVN27","3","6"
"r_1","2008","num","PVN27","1","8"
"r_1","2008","num","PVN27","2","1"
"r_1","2008","num","PVN27","3","6"
"r_1","2009","num","PVN27","1","8"
"r_1","2009","num","PVN27","2","1"
"r_1","2009","num","PVN27","3","6"
"r_1","2010","num","PVN27","1","8"
"r_1","2010","num","PVN27","2","1"
"r_1","2010","num","PVN27","3","6"
"r_1","2011","num","PVN27","1","7"
"r_1","2011","num","PVN27","2","1"
"r_1","2011","num","PVN27","3","6"
"r_1","2012","num","PVN27","1","7"
"r_1","2012","num","PVN27","2","1"
"r_1","2012","num","PVN27","3","6"
"r_1","2013","num","PVN27","1","7"
"r_1","2013","num","PVN27","2","-"
"r_1","2013","num","PVN27","3","7"
"r_1","2014","num","PVN27","1","6"
"r_1","2014","num","PVN27","2","-"
"r_1","2014","num","PVN27","3","7"
"r_1","2015","num","PVN27","1","6"
"r_1","2015","num","PVN27","2","-"
"r_1","2015","num","PVN27","3","6"
"r_1","2016","num","PVN27","1","6"
"r_1","2016","num","PVN27","2","-"
"r_1","2016","num","PVN27","3","4"
"r_1","2017","num","PVN27","1","6"
"r_1","2017","num","PVN27","2","-"
"r_1","2017","num","PVN27","3","4"
"r_1","2003","num","PVN37","1","70"
"r_1","2003","num","PVN37","2","11"
"r_1","2003","num","PVN37","3","91"
"r_1","2004","num","PVN37","1","72"
"r_1","2004","num","PVN37","2","10"
"r_1","2004","num","PVN37","3","98"
"r_1","2005","num","PVN37","1","60"
"r_1","2005","num","PVN37","2","9"
"r_1","2005","num","PVN37","3","97"
"r_1","2006","num","PVN37","1","71"
"r_1","2006","num","PVN37","2","9"
"r_1","2006","num","PVN37","3","93"
"r_1","2007","num","PVN37","1","67"
"r_1","2007","num","PVN37","2","10"
"r_1","2007","num","PVN37","3","95"
"r_1","2008","num","PVN37","1","67"
"r_1","2008","num","PVN37","2","10"
"r_1","2008","num","PVN37","3","95"
"r_1","2009","num","PVN37","1","68"
"r_1","2009","num","PVN37","2","10"
"r_1","2009","num","PVN37","3","96"
"r_1","2010","num","PVN37","1","65"
"r_1","2010","num","PVN37","2","9"
"r_1","2010","num","PVN37","3","94"
"r_1","2011","num","PVN37","1","67"
"r_1","2011","num","PVN37","2","10"
"r_1","2011","num","PVN37","3","92"
"r_1","2012","num","PVN37","1","67"
"r_1","2012","num","PVN37","2","9"
"r_1","2012","num","PVN37","3","91"
"r_1","2013","num","PVN37","1","67"
"r_1","2013","num","PVN37","2","10"
"r_1","2013","num","PVN37","3","90"
"r_1","2014","num","PVN37","1","63"
"r_1","2014","num","PVN37","2","9"
"r_1","2014","num","PVN37","3","89"
"r_1","2015","num","PVN37","1","62"
"r_1","2015","num","PVN37","2","10"
"r_1","2015","num","PVN37","3","88"
"r_1","2016","num","PVN37","1","59"
"r_1","2016","num","PVN37","2","13"
"r_1","2016","num","PVN37","3","88"
"r_1","2017","num","PVN37","1","57"
"r_1","2017","num","PVN37","2","14"
"r_1","2017","num","PVN37","3","82"
"r_1","2003","num","BG32","1","2701"
"r_1","2003","num","BG32","2","619"
"r_1","2003","num","BG32","3","5138"
"r_1","2004","num","BG32","1","2658"
"r_1","2004","num","BG32","2","620"
"r_1","2004","num","BG32","3","5305"
"r_1","2005","num","BG32","1","2716"
"r_1","2005","num","BG32","2","580"
"r_1","2005","num","BG32","3","5409"
"r_1","2006","num","BG32","1","2665"
"r_1","2006","num","BG32","2","577"
"r_1","2006","num","BG32","3","5407"
"r_1","2007","num","BG32","1","2631"
"r_1","2007","num","BG32","2","592"
"r_1","2007","num","BG32","3","5432"
"r_1","2008","num","BG32","1","2649"
"r_1","2008","num","BG32","2","584"
"r_1","2008","num","BG32","3","5398"
"r_1","2009","num","BG32","1","2661"
"r_1","2009","num","BG32","2","614"
"r_1","2009","num","BG32","3","5386"
"r_1","2010","num","BG32","1","2687"
"r_1","2010","num","BG32","2","602"
"r_1","2010","num","BG32","3","5165"
"r_1","2011","num","BG32","1","2641"
"r_1","2011","num","BG32","2","605"
"r_1","2011","num","BG32","3","5065"
"r_1","2012","num","BG32","1","2685"
"r_1","2012","num","BG32","2","605"
"r_1","2012","num","BG32","3","4975"
"r_1","2013","num","BG32","1","2641"
"r_1","2013","num","BG32","2","652"
"r_1","2013","num","BG32","3","4940"
"r_1","2014","num","BG32","1","2596"
"r_1","2014","num","BG32","2","611"
"r_1","2014","num","BG32","3","4974"
"r_1","2015","num","BG32","1","2609"
"r_1","2015","num","BG32","2","655"
"r_1","2015","num","BG32","3","4904"
"r_1","2016","num","BG32","1","2624"
"r_1","2016","num","BG32","2","685"
"r_1","2016","num","BG32","3","4796"
"r_1","2017","num","BG32","1","2664"
"r_1","2017","num","BG32","2","707"
"r_1","2017","num","BG32","3","4699"
"r_1","2003","num","VTR","1","876"
"r_1","2003","num","VTR","2","205"
"r_1","2003","num","VTR","3","1600"
"r_1","2004","num","VTR","1","829"
"r_1","2004","num","VTR","2","196"
"r_1","2004","num","VTR","3","1598"
"r_1","2005","num","VTR","1","869"
"r_1","2005","num","VTR","2","184"
"r_1","2005","num","VTR","3","1604"
"r_1","2006","num","VTR","1","841"
"r_1","2006","num","VTR","2","181"
"r_1","2006","num","VTR","3","1593"
"r_1","2007","num","VTR","1","828"
"r_1","2007","num","VTR","2","194"
"r_1","2007","num","VTR","3","1615"
"r_1","2008","num","VTR","1","833"
"r_1","2008","num","VTR","2","187"
"r_1","2008","num","VTR","3","1591"
"r_1","2009","num","VTR","1","831"
"r_1","2009","num","VTR","2","209"
"r_1","2009","num","VTR","3","1595"
"r_1","2010","num","VTR","1","823"
"r_1","2010","num","VTR","2","199"
"r_1","2010","num","VTR","3","1540"
"r_1","2011","num","VTR","1","804"
"r_1","2011","num","VTR","2","187"
"r_1","2011","num","VTR","3","1481"
"r_1","2012","num","VTR","1","817"
"r_1","2012","num","VTR","2","193"
"r_1","2012","num","VTR","3","1411"
"r_1","2013","num","VTR","1","783"
"r_1","2013","num","VTR","2","198"
"r_1","2013","num","VTR","3","1374"
"r_1","2014","num","VTR","1","768"
"r_1","2014","num","VTR","2","201"
"r_1","2014","num","VTR","3","1373"
"r_1","2015","num","VTR","1","745"
"r_1","2015","num","VTR","2","202"
"r_1","2015","num","VTR","3","1373"
"r_1","2016","num","VTR","1","749"
"r_1","2016","num","VTR","2","210"
"r_1","2016","num","VTR","3","1339"
"r_1","2017","num","VTR","1","755"
"r_1","2017","num","VTR","2","214"
"r_1","2017","num","VTR","3","1296"
"r_1","2003","num","VTR04","1","467"
"r_1","2003","num","VTR04","2","112"
"r_1","2003","num","VTR04","3","909"
"r_1","2004","num","VTR04","1","451"
"r_1","2004","num","VTR04","2","105"
"r_1","2004","num","VTR04","3","918"
"r_1","2005","num","VTR04","1","453"
"r_1","2005","num","VTR04","2","103"
"r_1","2005","num","VTR04","3","908"
"r_1","2006","num","VTR04","1","455"
"r_1","2006","num","VTR04","2","100"
"r_1","2006","num","VTR04","3","929"
"r_1","2007","num","VTR04","1","457"
"r_1","2007","num","VTR04","2","105"
"r_1","2007","num","VTR04","3","943"
"r_1","2008","num","VTR04","1","471"
"r_1","2008","num","VTR04","2","101"
"r_1","2008","num","VTR04","3","950"
"r_1","2009","num","VTR04","1","470"
"r_1","2009","num","VTR04","2","121"
"r_1","2009","num","VTR04","3","988"
"r_1","2010","num","VTR04","1","455"
"r_1","2010","num","VTR04","2","111"
"r_1","2010","num","VTR04","3","971"
"r_1","2011","num","VTR04","1","453"
"r_1","2011","num","VTR04","2","97"
"r_1","2011","num","VTR04","3","959"
"r_1","2012","num","VTR04","1","462"
"r_1","2012","num","VTR04","2","97"
"r_1","2012","num","VTR04","3","920"
"r_1","2013","num","VTR04","1","449"
"r_1","2013","num","VTR04","2","101"
"r_1","2013","num","VTR04","3","911"
"r_1","2014","num","VTR04","1","437"
"r_1","2014","num","VTR04","2","101"
"r_1","2014","num","VTR04","3","921"
"r_1","2015","num","VTR04","1","424"
"r_1","2015","num","VTR04","2","100"
"r_1","2015","num","VTR04","3","934"
"r_1","2016","num","VTR04","1","431"
"r_1","2016","num","VTR04","2","106"
"r_1","2016","num","VTR04","3","910"
"r_1","2017","num","VTR04","1","437"
"r_1","2017","num","VTR04","2","110"
"r_1","2017","num","VTR04","3","875"
"r_1","2003","num","VTR06","1","136"
"r_1","2003","num","VTR06","2","37"
"r_1","2003","num","VTR06","3","257"
"r_1","2004","num","VTR06","1","133"
"r_1","2004","num","VTR06","2","35"
"r_1","2004","num","VTR06","3","253"
"r_1","2005","num","VTR06","1","153"
"r_1","2005","num","VTR06","2","30"
"r_1","2005","num","VTR06","3","260"
"r_1","2006","num","VTR06","1","143"
"r_1","2006","num","VTR06","2","30"
"r_1","2006","num","VTR06","3","255"
"r_1","2007","num","VTR06","1","141"
"r_1","2007","num","VTR06","2","33"
"r_1","2007","num","VTR06","3","262"
"r_1","2008","num","VTR06","1","139"
"r_1","2008","num","VTR06","2","33"
"r_1","2008","num","VTR06","3","252"
"r_1","2009","num","VTR06","1","140"
"r_1","2009","num","VTR06","2","34"
"r_1","2009","num","VTR06","3","237"
"r_1","2010","num","VTR06","1","149"
"r_1","2010","num","VTR06","2","34"
"r_1","2010","num","VTR06","3","242"
"r_1","2011","num","VTR06","1","146"
"r_1","2011","num","VTR06","2","35"
"r_1","2011","num","VTR06","3","239"
"r_1","2012","num","VTR06","1","147"
"r_1","2012","num","VTR06","2","35"
"r_1","2012","num","VTR06","3","240"
"r_1","2013","num","VTR06","1","141"
"r_1","2013","num","VTR06","2","38"
"r_1","2013","num","VTR06","3","220"
"r_1","2014","num","VTR06","1","142"
"r_1","2014","num","VTR06","2","36"
"r_1","2014","num","VTR06","3","222"
"r_1","2015","num","VTR06","1","137"
"r_1","2015","num","VTR06","2","37"
"r_1","2015","num","VTR06","3","218"
"r_1","2016","num","VTR06","1","136"
"r_1","2016","num","VTR06","2","38"
"r_1","2016","num","VTR06","3","203"
"r_1","2017","num","VTR06","1","129"
"r_1","2017","num","VTR06","2","38"
"r_1","2017","num","VTR06","3","197"
"r_1","2003","num","VTR13","1","30"
"r_1","2003","num","VTR13","2","4"
"r_1","2003","num","VTR13","3","51"
"r_1","2004","num","VTR13","1","28"
"r_1","2004","num","VTR13","2","4"
"r_1","2004","num","VTR13","3","51"
"r_1","2005","num","VTR13","1","25"
"r_1","2005","num","VTR13","2","4"
"r_1","2005","num","VTR13","3","50"
"r_1","2006","num","VTR13","1","24"
"r_1","2006","num","VTR13","2","4"
"r_1","2006","num","VTR13","3","50"
"r_1","2007","num","VTR13","1","22"
"r_1","2007","num","VTR13","2","4"
"r_1","2007","num","VTR13","3","52"
"r_1","2008","num","VTR13","1","22"
"r_1","2008","num","VTR13","2","3"
"r_1","2008","num","VTR13","3","52"
"r_1","2009","num","VTR13","1","25"
"r_1","2009","num","VTR13","2","4"
"r_1","2009","num","VTR13","3","45"
"r_1","2010","num","VTR13","1","25"
"r_1","2010","num","VTR13","2","4"
"r_1","2010","num","VTR13","3","39"
"r_1","2011","num","VTR13","1","20"
"r_1","2011","num","VTR13","2","4"
"r_1","2011","num","VTR13","3","30"
"r_1","2012","num","VTR13","1","11"
"r_1","2012","num","VTR13","2","5"
"r_1","2012","num","VTR13","3","19"
"r_1","2013","num","VTR13","1","10"
"r_1","2013","num","VTR13","2","5"
"r_1","2013","num","VTR13","3","18"
"r_1","2014","num","VTR13","1","9"
"r_1","2014","num","VTR13","2","5"
"r_1","2014","num","VTR13","3","17"
"r_1","2015","num","VTR13","1","7"
"r_1","2015","num","VTR13","2","5"
"r_1","2015","num","VTR13","3","17"
"r_1","2016","num","VTR13","1","7"
"r_1","2016","num","VTR13","2","5"
"r_1","2016","num","VTR13","3","16"
"r_1","2017","num","VTR13","1","7"
"r_1","2017","num","VTR13","2","5"
"r_1","2017","num","VTR13","3","17"
"r_1","2003","num","VTR14","1","4"
"r_1","2003","num","VTR14","2","2"
"r_1","2003","num","VTR14","3","2"
"r_1","2004","num","VTR14","1","3"
"r_1","2004","num","VTR14","2","2"
"r_1","2004","num","VTR14","3","2"
"r_1","2005","num","VTR14","1","3"
"r_1","2005","num","VTR14","2","2"
"r_1","2005","num","VTR14","3","2"
"r_1","2006","num","VTR14","1","3"
"r_1","2006","num","VTR14","2","2"
"r_1","2006","num","VTR14","3","2"
"r_1","2007","num","VTR14","1","3"
"r_1","2007","num","VTR14","2","2"
"r_1","2007","num","VTR14","3","2"
"r_1","2008","num","VTR14","1","3"
"r_1","2008","num","VTR14","2","2"
"r_1","2008","num","VTR14","3","2"
"r_1","2009","num","VTR14","1","3"
"r_1","2009","num","VTR14","2","2"
"r_1","2009","num","VTR14","3","2"
"r_1","2010","num","VTR14","1","3"
"r_1","2010","num","VTR14","2","2"
"r_1","2010","num","VTR14","3","2"
"r_1","2011","num","VTR14","1","3"
"r_1","2011","num","VTR14","2","2"
"r_1","2011","num","VTR14","3","3"
"r_1","2012","num","VTR14","1","2"
"r_1","2012","num","VTR14","2","2"
"r_1","2012","num","VTR14","3","3"
"r_1","2013","num","VTR14","1","2"
"r_1","2013","num","VTR14","2","2"
"r_1","2013","num","VTR14","3","3"
"r_1","2014","num","VTR14","1","2"
"r_1","2014","num","VTR14","2","2"
"r_1","2014","num","VTR14","3","3"
"r_1","2015","num","VTR14","1","2"
"r_1","2015","num","VTR14","2","2"
"r_1","2015","num","VTR14","3","1"
"r_1","2016","num","VTR14","1","2"
"r_1","2016","num","VTR14","2","2"
"r_1","2016","num","VTR14","3","3"
"r_1","2017","num","VTR14","1","2"
"r_1","2017","num","VTR14","2","2"
"r_1","2017","num","VTR14","3","3"
"r_1","2003","num","VTR20","1","15"
"r_1","2003","num","VTR20","2","6"
"r_1","2003","num","VTR20","3","33"
"r_1","2004","num","VTR20","1","13"
"r_1","2004","num","VTR20","2","6"
"r_1","2004","num","VTR20","3","33"
"r_1","2005","num","VTR20","1","14"
"r_1","2005","num","VTR20","2","6"
"r_1","2005","num","VTR20","3","32"
"r_1","2006","num","VTR20","1","13"
"r_1","2006","num","VTR20","2","6"
"r_1","2006","num","VTR20","3","30"
"r_1","2007","num","VTR20","1","10"
"r_1","2007","num","VTR20","2","8"
"r_1","2007","num","VTR20","3","29"
"r_1","2008","num","VTR20","1","7"
"r_1","2008","num","VTR20","2","8"
"r_1","2008","num","VTR20","3","30"
"r_1","2009","num","VTR20","1","7"
"r_1","2009","num","VTR20","2","9"
"r_1","2009","num","VTR20","3","24"
"r_1","2010","num","VTR20","1","7"
"r_1","2010","num","VTR20","2","9"
"r_1","2010","num","VTR20","3","22"
"r_1","2011","num","VTR20","1","6"
"r_1","2011","num","VTR20","2","9"
"r_1","2011","num","VTR20","3","21"
"r_1","2012","num","VTR20","1","7"
"r_1","2012","num","VTR20","2","10"
"r_1","2012","num","VTR20","3","18"
"r_1","2013","num","VTR20","1","6"
"r_1","2013","num","VTR20","2","10"
"r_1","2013","num","VTR20","3","17"
"r_1","2014","num","VTR20","1","4"
"r_1","2014","num","VTR20","2","11"
"r_1","2014","num","VTR20","3","15"
"r_1","2015","num","VTR20","1","4"
"r_1","2015","num","VTR20","2","12"
"r_1","2015","num","VTR20","3","15"
"r_1","2016","num","VTR20","1","4"
"r_1","2016","num","VTR20","2","12"
"r_1","2016","num","VTR20","3","15"
"r_1","2017","num","VTR20","1","8"
"r_1","2017","num","VTR20","2","12"
"r_1","2017","num","VTR20","3","15"
"r_1","2003","num","VTR22","1","68"
"r_1","2003","num","VTR22","2","15"
"r_1","2003","num","VTR22","3","122"
"r_1","2004","num","VTR22","1","65"
"r_1","2004","num","VTR22","2","15"
"r_1","2004","num","VTR22","3","118"
"r_1","2005","num","VTR22","1","68"
"r_1","2005","num","VTR22","2","13"
"r_1","2005","num","VTR22","3","124"
"r_1","2006","num","VTR22","1","65"
"r_1","2006","num","VTR22","2","13"
"r_1","2006","num","VTR22","3","122"
"r_1","2007","num","VTR22","1","61"
"r_1","2007","num","VTR22","2","14"
"r_1","2007","num","VTR22","3","119"
"r_1","2008","num","VTR22","1","57"
"r_1","2008","num","VTR22","2","13"
"r_1","2008","num","VTR22","3","116"
"r_1","2009","num","VTR22","1","62"
"r_1","2009","num","VTR22","2","13"
"r_1","2009","num","VTR22","3","118"
"r_1","2010","num","VTR22","1","70"
"r_1","2010","num","VTR22","2","14"
"r_1","2010","num","VTR22","3","110"
"r_1","2011","num","VTR22","1","63"
"r_1","2011","num","VTR22","2","14"
"r_1","2011","num","VTR22","3","97"
"r_1","2012","num","VTR22","1","72"
"r_1","2012","num","VTR22","2","14"
"r_1","2012","num","VTR22","3","92"
"r_1","2013","num","VTR22","1","69"
"r_1","2013","num","VTR22","2","14"
"r_1","2013","num","VTR22","3","90"
"r_1","2014","num","VTR22","1","70"
"r_1","2014","num","VTR22","2","14"
"r_1","2014","num","VTR22","3","85"
"r_1","2015","num","VTR22","1","65"
"r_1","2015","num","VTR22","2","14"
"r_1","2015","num","VTR22","3","85"
