RevisionColumn,periods,Units,EKATTE_Hlth,Mpersonnel,ValueColumn
"r_1","2007","num","SZR07","1","38"
"r_1","2007","num","SZR07","2","6"
"r_1","2007","num","SZR07","3","58"
"r_1","2008","num","SZR07","1","40"
"r_1","2008","num","SZR07","2","6"
"r_1","2008","num","SZR07","3","61"
"r_1","2009","num","SZR07","1","38"
"r_1","2009","num","SZR07","2","6"
"r_1","2009","num","SZR07","3","55"
"r_1","2010","num","SZR07","1","43"
"r_1","2010","num","SZR07","2","6"
"r_1","2010","num","SZR07","3","52"
"r_1","2011","num","SZR07","1","39"
"r_1","2011","num","SZR07","2","6"
"r_1","2011","num","SZR07","3","59"
"r_1","2012","num","SZR07","1","40"
"r_1","2012","num","SZR07","2","7"
"r_1","2012","num","SZR07","3","58"
"r_1","2013","num","SZR07","1","38"
"r_1","2013","num","SZR07","2","13"
"r_1","2013","num","SZR07","3","55"
"r_1","2014","num","SZR07","1","35"
"r_1","2014","num","SZR07","2","8"
"r_1","2014","num","SZR07","3","60"
"r_1","2015","num","SZR07","1","36"
"r_1","2015","num","SZR07","2","13"
"r_1","2015","num","SZR07","3","55"
"r_1","2016","num","SZR07","1","39"
"r_1","2016","num","SZR07","2","12"
"r_1","2016","num","SZR07","3","49"
"r_1","2017","num","SZR07","1","40"
"r_1","2017","num","SZR07","2","12"
"r_1","2017","num","SZR07","3","47"
"r_1","2003","num","SZR12","1","215"
"r_1","2003","num","SZR12","2","68"
"r_1","2003","num","SZR12","3","394"
"r_1","2004","num","SZR12","1","227"
"r_1","2004","num","SZR12","2","71"
"r_1","2004","num","SZR12","3","400"
"r_1","2005","num","SZR12","1","224"
"r_1","2005","num","SZR12","2","68"
"r_1","2005","num","SZR12","3","403"
"r_1","2006","num","SZR12","1","208"
"r_1","2006","num","SZR12","2","67"
"r_1","2006","num","SZR12","3","396"
"r_1","2007","num","SZR12","1","201"
"r_1","2007","num","SZR12","2","65"
"r_1","2007","num","SZR12","3","396"
"r_1","2008","num","SZR12","1","196"
"r_1","2008","num","SZR12","2","63"
"r_1","2008","num","SZR12","3","386"
"r_1","2009","num","SZR12","1","210"
"r_1","2009","num","SZR12","2","63"
"r_1","2009","num","SZR12","3","380"
"r_1","2010","num","SZR12","1","219"
"r_1","2010","num","SZR12","2","61"
"r_1","2010","num","SZR12","3","382"
"r_1","2011","num","SZR12","1","188"
"r_1","2011","num","SZR12","2","64"
"r_1","2011","num","SZR12","3","366"
"r_1","2012","num","SZR12","1","194"
"r_1","2012","num","SZR12","2","64"
"r_1","2012","num","SZR12","3","369"
"r_1","2013","num","SZR12","1","187"
"r_1","2013","num","SZR12","2","76"
"r_1","2013","num","SZR12","3","363"
"r_1","2014","num","SZR12","1","191"
"r_1","2014","num","SZR12","2","66"
"r_1","2014","num","SZR12","3","357"
"r_1","2015","num","SZR12","1","190"
"r_1","2015","num","SZR12","2","79"
"r_1","2015","num","SZR12","3","356"
"r_1","2016","num","SZR12","1","183"
"r_1","2016","num","SZR12","2","77"
"r_1","2016","num","SZR12","3","342"
"r_1","2017","num","SZR12","1","193"
"r_1","2017","num","SZR12","2","81"
"r_1","2017","num","SZR12","3","336"
"r_1","2003","num","SZR22","1","23"
"r_1","2003","num","SZR22","2","5"
"r_1","2003","num","SZR22","3","45"
"r_1","2004","num","SZR22","1","20"
"r_1","2004","num","SZR22","2","5"
"r_1","2004","num","SZR22","3","37"
"r_1","2005","num","SZR22","1","19"
"r_1","2005","num","SZR22","2","5"
"r_1","2005","num","SZR22","3","43"
"r_1","2006","num","SZR22","1","19"
"r_1","2006","num","SZR22","2","5"
"r_1","2006","num","SZR22","3","37"
"r_1","2007","num","SZR22","1","17"
"r_1","2007","num","SZR22","2","5"
"r_1","2007","num","SZR22","3","38"
"r_1","2008","num","SZR22","1","16"
"r_1","2008","num","SZR22","2","4"
"r_1","2008","num","SZR22","3","38"
"r_1","2009","num","SZR22","1","15"
"r_1","2009","num","SZR22","2","5"
"r_1","2009","num","SZR22","3","38"
"r_1","2010","num","SZR22","1","17"
"r_1","2010","num","SZR22","2","4"
"r_1","2010","num","SZR22","3","35"
"r_1","2011","num","SZR22","1","14"
"r_1","2011","num","SZR22","2","4"
"r_1","2011","num","SZR22","3","22"
"r_1","2012","num","SZR22","1","12"
"r_1","2012","num","SZR22","2","4"
"r_1","2012","num","SZR22","3","25"
"r_1","2013","num","SZR22","1","13"
"r_1","2013","num","SZR22","2","10"
"r_1","2013","num","SZR22","3","23"
"r_1","2014","num","SZR22","1","8"
"r_1","2014","num","SZR22","2","4"
"r_1","2014","num","SZR22","3","21"
"r_1","2015","num","SZR22","1","6"
"r_1","2015","num","SZR22","2","11"
"r_1","2015","num","SZR22","3","9"
"r_1","2016","num","SZR22","1","6"
"r_1","2016","num","SZR22","2","11"
"r_1","2016","num","SZR22","3","5"
"r_1","2017","num","SZR22","1","8"
"r_1","2017","num","SZR22","2","11"
"r_1","2017","num","SZR22","3","5"
"r_1","2003","num","SZR38","1","5"
"r_1","2003","num","SZR38","2","2"
"r_1","2003","num","SZR38","3","4"
"r_1","2004","num","SZR38","1","4"
"r_1","2004","num","SZR38","2","2"
"r_1","2004","num","SZR38","3","4"
"r_1","2005","num","SZR38","1","4"
"r_1","2005","num","SZR38","2","2"
"r_1","2005","num","SZR38","3","10"
"r_1","2006","num","SZR38","1","4"
"r_1","2006","num","SZR38","2","2"
"r_1","2006","num","SZR38","3","4"
"r_1","2007","num","SZR38","1","4"
"r_1","2007","num","SZR38","2","2"
"r_1","2007","num","SZR38","3","10"
"r_1","2008","num","SZR38","1","4"
"r_1","2008","num","SZR38","2","2"
"r_1","2008","num","SZR38","3","5"
"r_1","2009","num","SZR38","1","4"
"r_1","2009","num","SZR38","2","2"
"r_1","2009","num","SZR38","3","5"
"r_1","2010","num","SZR38","1","4"
"r_1","2010","num","SZR38","2","2"
"r_1","2010","num","SZR38","3","5"
"r_1","2011","num","SZR38","1","5"
"r_1","2011","num","SZR38","2","3"
"r_1","2011","num","SZR38","3","5"
"r_1","2012","num","SZR38","1","4"
"r_1","2012","num","SZR38","2","3"
"r_1","2012","num","SZR38","3","5"
"r_1","2013","num","SZR38","1","4"
"r_1","2013","num","SZR38","2","5"
"r_1","2013","num","SZR38","3","5"
"r_1","2014","num","SZR38","1","4"
"r_1","2014","num","SZR38","2","3"
"r_1","2014","num","SZR38","3","5"
"r_1","2015","num","SZR38","1","4"
"r_1","2015","num","SZR38","2","6"
"r_1","2015","num","SZR38","3","3"
"r_1","2016","num","SZR38","1","4"
"r_1","2016","num","SZR38","2","6"
"r_1","2016","num","SZR38","3","3"
"r_1","2017","num","SZR38","1","5"
"r_1","2017","num","SZR38","2","6"
"r_1","2017","num","SZR38","3","3"
"r_1","2003","num","SZR23","1","5"
"r_1","2003","num","SZR23","2","2"
"r_1","2003","num","SZR23","3","-"
"r_1","2004","num","SZR23","1","5"
"r_1","2004","num","SZR23","2","2"
"r_1","2004","num","SZR23","3","-"
"r_1","2005","num","SZR23","1","5"
"r_1","2005","num","SZR23","2","2"
"r_1","2005","num","SZR23","3","1"
"r_1","2006","num","SZR23","1","4"
"r_1","2006","num","SZR23","2","2"
"r_1","2006","num","SZR23","3","1"
"r_1","2007","num","SZR23","1","5"
"r_1","2007","num","SZR23","2","2"
"r_1","2007","num","SZR23","3","1"
"r_1","2008","num","SZR23","1","4"
"r_1","2008","num","SZR23","2","2"
"r_1","2008","num","SZR23","3","1"
"r_1","2009","num","SZR23","1","3"
"r_1","2009","num","SZR23","2","2"
"r_1","2009","num","SZR23","3","1"
"r_1","2010","num","SZR23","1","3"
"r_1","2010","num","SZR23","2","2"
"r_1","2010","num","SZR23","3","-"
"r_1","2011","num","SZR23","1","3"
"r_1","2011","num","SZR23","2","2"
"r_1","2011","num","SZR23","3","1"
"r_1","2012","num","SZR23","1","3"
"r_1","2012","num","SZR23","2","2"
"r_1","2012","num","SZR23","3","1"
"r_1","2013","num","SZR23","1","3"
"r_1","2013","num","SZR23","2","2"
"r_1","2013","num","SZR23","3","1"
"r_1","2014","num","SZR23","1","3"
"r_1","2014","num","SZR23","2","2"
"r_1","2014","num","SZR23","3","1"
"r_1","2015","num","SZR23","1","2"
"r_1","2015","num","SZR23","2","1"
"r_1","2015","num","SZR23","3","-"
"r_1","2016","num","SZR23","1","1"
"r_1","2016","num","SZR23","2","1"
"r_1","2016","num","SZR23","3","-"
"r_1","2017","num","SZR23","1","3"
"r_1","2017","num","SZR23","2","1"
"r_1","2017","num","SZR23","3","-"
"r_1","2003","num","SZR24","1","25"
"r_1","2003","num","SZR24","2","7"
"r_1","2003","num","SZR24","3","76"
"r_1","2004","num","SZR24","1","40"
"r_1","2004","num","SZR24","2","5"
"r_1","2004","num","SZR24","3","75"
"r_1","2005","num","SZR24","1","30"
"r_1","2005","num","SZR24","2","5"
"r_1","2005","num","SZR24","3","71"
"r_1","2006","num","SZR24","1","32"
"r_1","2006","num","SZR24","2","5"
"r_1","2006","num","SZR24","3","69"
"r_1","2007","num","SZR24","1","23"
"r_1","2007","num","SZR24","2","6"
"r_1","2007","num","SZR24","3","74"
"r_1","2008","num","SZR24","1","23"
"r_1","2008","num","SZR24","2","6"
"r_1","2008","num","SZR24","3","74"
"r_1","2009","num","SZR24","1","23"
"r_1","2009","num","SZR24","2","7"
"r_1","2009","num","SZR24","3","74"
"r_1","2010","num","SZR24","1","24"
"r_1","2010","num","SZR24","2","5"
"r_1","2010","num","SZR24","3","69"
"r_1","2011","num","SZR24","1","19"
"r_1","2011","num","SZR24","2","4"
"r_1","2011","num","SZR24","3","68"
"r_1","2012","num","SZR24","1","19"
"r_1","2012","num","SZR24","2","4"
"r_1","2012","num","SZR24","3","72"
"r_1","2013","num","SZR24","1","18"
"r_1","2013","num","SZR24","2","7"
"r_1","2013","num","SZR24","3","78"
"r_1","2014","num","SZR24","1","20"
"r_1","2014","num","SZR24","2","5"
"r_1","2014","num","SZR24","3","75"
"r_1","2015","num","SZR24","1","21"
"r_1","2015","num","SZR24","2","5"
"r_1","2015","num","SZR24","3","90"
"r_1","2016","num","SZR24","1","21"
"r_1","2016","num","SZR24","2","6"
"r_1","2016","num","SZR24","3","86"
"r_1","2017","num","SZR24","1","25"
"r_1","2017","num","SZR24","2","6"
"r_1","2017","num","SZR24","3","83"
"r_1","2003","num","SZR27","1","73"
"r_1","2003","num","SZR27","2","13"
"r_1","2003","num","SZR27","3","159"
"r_1","2004","num","SZR27","1","70"
"r_1","2004","num","SZR27","2","13"
"r_1","2004","num","SZR27","3","150"
"r_1","2005","num","SZR27","1","69"
"r_1","2005","num","SZR27","2","12"
"r_1","2005","num","SZR27","3","159"
"r_1","2006","num","SZR27","1","70"
"r_1","2006","num","SZR27","2","12"
"r_1","2006","num","SZR27","3","151"
"r_1","2007","num","SZR27","1","66"
"r_1","2007","num","SZR27","2","11"
"r_1","2007","num","SZR27","3","146"
"r_1","2008","num","SZR27","1","64"
"r_1","2008","num","SZR27","2","11"
"r_1","2008","num","SZR27","3","137"
"r_1","2009","num","SZR27","1","66"
"r_1","2009","num","SZR27","2","10"
"r_1","2009","num","SZR27","3","143"
"r_1","2010","num","SZR27","1","71"
"r_1","2010","num","SZR27","2","10"
"r_1","2010","num","SZR27","3","136"
"r_1","2011","num","SZR27","1","65"
"r_1","2011","num","SZR27","2","11"
"r_1","2011","num","SZR27","3","133"
"r_1","2012","num","SZR27","1","61"
"r_1","2012","num","SZR27","2","9"
"r_1","2012","num","SZR27","3","142"
"r_1","2013","num","SZR27","1","63"
"r_1","2013","num","SZR27","2","11"
"r_1","2013","num","SZR27","3","146"
"r_1","2014","num","SZR27","1","65"
"r_1","2014","num","SZR27","2","9"
"r_1","2014","num","SZR27","3","140"
"r_1","2015","num","SZR27","1","63"
"r_1","2015","num","SZR27","2","11"
"r_1","2015","num","SZR27","3","131"
"r_1","2016","num","SZR27","1","65"
"r_1","2016","num","SZR27","2","12"
"r_1","2016","num","SZR27","3","127"
"r_1","2017","num","SZR27","1","63"
"r_1","2017","num","SZR27","2","12"
"r_1","2017","num","SZR27","3","121"
"r_1","2003","num","SZR31","1","965"
"r_1","2003","num","SZR31","2","160"
"r_1","2003","num","SZR31","3","1549"
"r_1","2004","num","SZR31","1","981"
"r_1","2004","num","SZR31","2","162"
"r_1","2004","num","SZR31","3","1557"
"r_1","2005","num","SZR31","1","980"
"r_1","2005","num","SZR31","2","168"
"r_1","2005","num","SZR31","3","1605"
"r_1","2006","num","SZR31","1","967"
"r_1","2006","num","SZR31","2","163"
"r_1","2006","num","SZR31","3","1602"
"r_1","2007","num","SZR31","1","983"
"r_1","2007","num","SZR31","2","166"
"r_1","2007","num","SZR31","3","1641"
"r_1","2008","num","SZR31","1","967"
"r_1","2008","num","SZR31","2","158"
"r_1","2008","num","SZR31","3","1558"
"r_1","2009","num","SZR31","1","1008"
"r_1","2009","num","SZR31","2","173"
"r_1","2009","num","SZR31","3","1644"
"r_1","2010","num","SZR31","1","1083"
"r_1","2010","num","SZR31","2","165"
"r_1","2010","num","SZR31","3","1675"
"r_1","2011","num","SZR31","1","1027"
"r_1","2011","num","SZR31","2","168"
"r_1","2011","num","SZR31","3","1650"
"r_1","2012","num","SZR31","1","1002"
"r_1","2012","num","SZR31","2","174"
"r_1","2012","num","SZR31","3","1592"
"r_1","2013","num","SZR31","1","1013"
"r_1","2013","num","SZR31","2","181"
"r_1","2013","num","SZR31","3","1647"
"r_1","2014","num","SZR31","1","1020"
"r_1","2014","num","SZR31","2","175"
"r_1","2014","num","SZR31","3","1669"
"r_1","2015","num","SZR31","1","1041"
"r_1","2015","num","SZR31","2","180"
"r_1","2015","num","SZR31","3","1639"
"r_1","2016","num","SZR31","1","998"
"r_1","2016","num","SZR31","2","187"
"r_1","2016","num","SZR31","3","1556"
"r_1","2017","num","SZR31","1","991"
"r_1","2017","num","SZR31","2","189"
"r_1","2017","num","SZR31","3","1525"
"r_1","2003","num","SZR36","1","64"
"r_1","2003","num","SZR36","2","11"
"r_1","2003","num","SZR36","3","106"
"r_1","2004","num","SZR36","1","61"
"r_1","2004","num","SZR36","2","11"
"r_1","2004","num","SZR36","3","100"
"r_1","2005","num","SZR36","1","50"
"r_1","2005","num","SZR36","2","11"
"r_1","2005","num","SZR36","3","104"
"r_1","2006","num","SZR36","1","49"
"r_1","2006","num","SZR36","2","10"
"r_1","2006","num","SZR36","3","107"
"r_1","2007","num","SZR36","1","49"
"r_1","2007","num","SZR36","2","10"
"r_1","2007","num","SZR36","3","100"
"r_1","2008","num","SZR36","1","47"
"r_1","2008","num","SZR36","2","10"
"r_1","2008","num","SZR36","3","99"
"r_1","2009","num","SZR36","1","48"
"r_1","2009","num","SZR36","2","10"
"r_1","2009","num","SZR36","3","96"
"r_1","2010","num","SZR36","1","47"
"r_1","2010","num","SZR36","2","10"
"r_1","2010","num","SZR36","3","98"
"r_1","2011","num","SZR36","1","49"
"r_1","2011","num","SZR36","2","10"
"r_1","2011","num","SZR36","3","92"
"r_1","2012","num","SZR36","1","50"
"r_1","2012","num","SZR36","2","10"
"r_1","2012","num","SZR36","3","90"
"r_1","2013","num","SZR36","1","48"
"r_1","2013","num","SZR36","2","11"
"r_1","2013","num","SZR36","3","94"
"r_1","2014","num","SZR36","1","51"
"r_1","2014","num","SZR36","2","10"
"r_1","2014","num","SZR36","3","90"
"r_1","2015","num","SZR36","1","51"
"r_1","2015","num","SZR36","2","11"
"r_1","2015","num","SZR36","3","85"
"r_1","2016","num","SZR36","1","49"
"r_1","2016","num","SZR36","2","11"
"r_1","2016","num","SZR36","3","86"
"r_1","2017","num","SZR36","1","49"
"r_1","2017","num","SZR36","2","11"
"r_1","2017","num","SZR36","3","89"
"r_1","2003","num","JAM","1","374"
"r_1","2003","num","JAM","2","99"
"r_1","2003","num","JAM","3","666"
"r_1","2004","num","JAM","1","372"
"r_1","2004","num","JAM","2","100"
"r_1","2004","num","JAM","3","700"
"r_1","2005","num","JAM","1","364"
"r_1","2005","num","JAM","2","100"
"r_1","2005","num","JAM","3","710"
"r_1","2006","num","JAM","1","350"
"r_1","2006","num","JAM","2","103"
"r_1","2006","num","JAM","3","762"
"r_1","2007","num","JAM","1","349"
"r_1","2007","num","JAM","2","101"
"r_1","2007","num","JAM","3","783"
"r_1","2008","num","JAM","1","330"
"r_1","2008","num","JAM","2","95"
"r_1","2008","num","JAM","3","751"
"r_1","2009","num","JAM","1","371"
"r_1","2009","num","JAM","2","103"
"r_1","2009","num","JAM","3","776"
"r_1","2010","num","JAM","1","340"
"r_1","2010","num","JAM","2","94"
"r_1","2010","num","JAM","3","767"
"r_1","2011","num","JAM","1","371"
"r_1","2011","num","JAM","2","99"
"r_1","2011","num","JAM","3","768"
"r_1","2012","num","JAM","1","394"
"r_1","2012","num","JAM","2","97"
"r_1","2012","num","JAM","3","736"
"r_1","2013","num","JAM","1","368"
"r_1","2013","num","JAM","2","119"
"r_1","2013","num","JAM","3","752"
"r_1","2014","num","JAM","1","359"
"r_1","2014","num","JAM","2","98"
"r_1","2014","num","JAM","3","726"
"r_1","2015","num","JAM","1","346"
"r_1","2015","num","JAM","2","112"
"r_1","2015","num","JAM","3","712"
"r_1","2016","num","JAM","1","354"
"r_1","2016","num","JAM","2","112"
"r_1","2016","num","JAM","3","687"
"r_1","2017","num","JAM","1","359"
"r_1","2017","num","JAM","2","112"
"r_1","2017","num","JAM","3","667"
"r_1","2003","num","JAM03","1","2"
"r_1","2003","num","JAM03","2","1"
"r_1","2003","num","JAM03","3","-"
"r_1","2004","num","JAM03","1","2"
"r_1","2004","num","JAM03","2","1"
"r_1","2004","num","JAM03","3","1"
"r_1","2005","num","JAM03","1","2"
"r_1","2005","num","JAM03","2","1"
"r_1","2005","num","JAM03","3","1"
"r_1","2006","num","JAM03","1","2"
"r_1","2006","num","JAM03","2","-"
"r_1","2006","num","JAM03","3","1"
"r_1","2007","num","JAM03","1","2"
"r_1","2007","num","JAM03","2","-"
"r_1","2007","num","JAM03","3","2"
"r_1","2008","num","JAM03","1","1"
"r_1","2008","num","JAM03","2","-"
"r_1","2008","num","JAM03","3","2"
"r_1","2009","num","JAM03","1","2"
"r_1","2009","num","JAM03","2","-"
"r_1","2009","num","JAM03","3","1"
"r_1","2010","num","JAM03","1","2"
"r_1","2010","num","JAM03","2","-"
"r_1","2010","num","JAM03","3","1"
"r_1","2011","num","JAM03","1","2"
"r_1","2011","num","JAM03","2","-"
"r_1","2011","num","JAM03","3","1"
"r_1","2012","num","JAM03","1","2"
"r_1","2012","num","JAM03","2","-"
"r_1","2012","num","JAM03","3","1"
"r_1","2013","num","JAM03","1","2"
"r_1","2013","num","JAM03","2","2"
"r_1","2013","num","JAM03","3","1"
"r_1","2014","num","JAM03","1","2"
"r_1","2014","num","JAM03","2","1"
"r_1","2014","num","JAM03","3","1"
"r_1","2015","num","JAM03","1","2"
"r_1","2015","num","JAM03","2","2"
"r_1","2015","num","JAM03","3","1"
"r_1","2016","num","JAM03","1","2"
"r_1","2016","num","JAM03","2","2"
"r_1","2016","num","JAM03","3","1"
"r_1","2017","num","JAM03","1","3"
"r_1","2017","num","JAM03","2","2"
"r_1","2017","num","JAM03","3","1"
"r_1","2003","num","JAM07","1","36"
"r_1","2003","num","JAM07","2","9"
"r_1","2003","num","JAM07","3","79"
"r_1","2004","num","JAM07","1","36"
"r_1","2004","num","JAM07","2","9"
"r_1","2004","num","JAM07","3","77"
"r_1","2005","num","JAM07","1","37"
"r_1","2005","num","JAM07","2","9"
"r_1","2005","num","JAM07","3","77"
"r_1","2006","num","JAM07","1","35"
"r_1","2006","num","JAM07","2","9"
"r_1","2006","num","JAM07","3","82"
"r_1","2007","num","JAM07","1","35"
"r_1","2007","num","JAM07","2","9"
"r_1","2007","num","JAM07","3","83"
"r_1","2008","num","JAM07","1","35"
"r_1","2008","num","JAM07","2","9"
"r_1","2008","num","JAM07","3","77"
"r_1","2009","num","JAM07","1","41"
"r_1","2009","num","JAM07","2","9"
"r_1","2009","num","JAM07","3","76"
"r_1","2010","num","JAM07","1","39"
"r_1","2010","num","JAM07","2","8"
"r_1","2010","num","JAM07","3","65"
"r_1","2011","num","JAM07","1","40"
"r_1","2011","num","JAM07","2","9"
"r_1","2011","num","JAM07","3","62"
"r_1","2012","num","JAM07","1","45"
"r_1","2012","num","JAM07","2","9"
"r_1","2012","num","JAM07","3","59"
"r_1","2013","num","JAM07","1","34"
"r_1","2013","num","JAM07","2","10"
"r_1","2013","num","JAM07","3","55"
"r_1","2014","num","JAM07","1","33"
"r_1","2014","num","JAM07","2","8"
"r_1","2014","num","JAM07","3","40"
"r_1","2015","num","JAM07","1","33"
"r_1","2015","num","JAM07","2","10"
"r_1","2015","num","JAM07","3","52"
"r_1","2016","num","JAM07","1","34"
"r_1","2016","num","JAM07","2","9"
"r_1","2016","num","JAM07","3","52"
"r_1","2017","num","JAM07","1","35"
"r_1","2017","num","JAM07","2","9"
"r_1","2017","num","JAM07","3","49"
"r_1","2003","num","JAM22","1","9"
"r_1","2003","num","JAM22","2","4"
"r_1","2003","num","JAM22","3","6"
"r_1","2004","num","JAM22","1","10"
"r_1","2004","num","JAM22","2","4"
"r_1","2004","num","JAM22","3","11"
"r_1","2005","num","JAM22","1","8"
"r_1","2005","num","JAM22","2","4"
"r_1","2005","num","JAM22","3","11"
"r_1","2006","num","JAM22","1","6"
"r_1","2006","num","JAM22","2","4"
"r_1","2006","num","JAM22","3","11"
"r_1","2007","num","JAM22","1","6"
"r_1","2007","num","JAM22","2","4"
"r_1","2007","num","JAM22","3","11"
"r_1","2008","num","JAM22","1","6"
"r_1","2008","num","JAM22","2","4"
"r_1","2008","num","JAM22","3","10"
"r_1","2009","num","JAM22","1","5"
"r_1","2009","num","JAM22","2","2"
"r_1","2009","num","JAM22","3","9"
"r_1","2010","num","JAM22","1","5"
"r_1","2010","num","JAM22","2","2"
"r_1","2010","num","JAM22","3","14"
"r_1","2011","num","JAM22","1","6"
"r_1","2011","num","JAM22","2","2"
"r_1","2011","num","JAM22","3","14"
"r_1","2012","num","JAM22","1","6"
"r_1","2012","num","JAM22","2","2"
"r_1","2012","num","JAM22","3","14"
"r_1","2013","num","JAM22","1","5"
"r_1","2013","num","JAM22","2","8"
"r_1","2013","num","JAM22","3","14"
"r_1","2014","num","JAM22","1","5"
"r_1","2014","num","JAM22","2","3"
"r_1","2014","num","JAM22","3","13"
"r_1","2015","num","JAM22","1","5"
"r_1","2015","num","JAM22","2","7"
"r_1","2015","num","JAM22","3","12"
"r_1","2016","num","JAM22","1","5"
"r_1","2016","num","JAM22","2","7"
"r_1","2016","num","JAM22","3","12"
"r_1","2017","num","JAM22","1","10"
"r_1","2017","num","JAM22","2","5"
"r_1","2017","num","JAM22","3","11"
"r_1","2003","num","JAM25","1","12"
"r_1","2003","num","JAM25","2","8"
"r_1","2003","num","JAM25","3","2"
"r_1","2004","num","JAM25","1","11"
"r_1","2004","num","JAM25","2","8"
"r_1","2004","num","JAM25","3","-"
"r_1","2005","num","JAM25","1","10"
"r_1","2005","num","JAM25","2","8"
"r_1","2005","num","JAM25","3","-"
"r_1","2006","num","JAM25","1","10"
"r_1","2006","num","JAM25","2","8"
"r_1","2006","num","JAM25","3","-"
"r_1","2007","num","JAM25","1","9"
"r_1","2007","num","JAM25","2","8"
"r_1","2007","num","JAM25","3","15"
"r_1","2008","num","JAM25","1","9"
"r_1","2008","num","JAM25","2","7"
"r_1","2008","num","JAM25","3","15"
"r_1","2009","num","JAM25","1","9"
"r_1","2009","num","JAM25","2","4"
"r_1","2009","num","JAM25","3","18"
"r_1","2010","num","JAM25","1","9"
"r_1","2010","num","JAM25","2","4"
"r_1","2010","num","JAM25","3","14"
"r_1","2011","num","JAM25","1","9"
"r_1","2011","num","JAM25","2","5"
"r_1","2011","num","JAM25","3","14"
"r_1","2012","num","JAM25","1","11"
"r_1","2012","num","JAM25","2","5"
"r_1","2012","num","JAM25","3","14"
"r_1","2013","num","JAM25","1","9"
"r_1","2013","num","JAM25","2","10"
"r_1","2013","num","JAM25","3","27"
"r_1","2014","num","JAM25","1","9"
"r_1","2014","num","JAM25","2","4"
"r_1","2014","num","JAM25","3","27"
"r_1","2015","num","JAM25","1","9"
"r_1","2015","num","JAM25","2","8"
"r_1","2015","num","JAM25","3","21"
"r_1","2016","num","JAM25","1","8"
"r_1","2016","num","JAM25","2","7"
"r_1","2016","num","JAM25","3","19"
"r_1","2017","num","JAM25","1","13"
"r_1","2017","num","JAM25","2","10"
"r_1","2017","num","JAM25","3","19"
"r_1","2003","num","JAM26","1","315"
"r_1","2003","num","JAM26","2","77"
"r_1","2003","num","JAM26","3","579"
"r_1","2004","num","JAM26","1","313"
"r_1","2004","num","JAM26","2","78"
"r_1","2004","num","JAM26","3","611"
"r_1","2005","num","JAM26","1","307"
"r_1","2005","num","JAM26","2","78"
"r_1","2005","num","JAM26","3","621"
"r_1","2006","num","JAM26","1","297"
"r_1","2006","num","JAM26","2","82"
"r_1","2006","num","JAM26","3","668"
"r_1","2007","num","JAM26","1","297"
"r_1","2007","num","JAM26","2","80"
"r_1","2007","num","JAM26","3","672"
"r_1","2008","num","JAM26","1","279"
"r_1","2008","num","JAM26","2","75"
"r_1","2008","num","JAM26","3","647"
"r_1","2009","num","JAM26","1","314"
"r_1","2009","num","JAM26","2","88"
"r_1","2009","num","JAM26","3","672"
"r_1","2010","num","JAM26","1","285"
"r_1","2010","num","JAM26","2","80"
"r_1","2010","num","JAM26","3","673"
"r_1","2011","num","JAM26","1","314"
"r_1","2011","num","JAM26","2","83"
"r_1","2011","num","JAM26","3","677"
"r_1","2012","num","JAM26","1","330"
"r_1","2012","num","JAM26","2","81"
"r_1","2012","num","JAM26","3","648"
"r_1","2013","num","JAM26","1","318"
"r_1","2013","num","JAM26","2","89"
"r_1","2013","num","JAM26","3","655"
"r_1","2014","num","JAM26","1","310"
"r_1","2014","num","JAM26","2","82"
"r_1","2014","num","JAM26","3","645"
"r_1","2015","num","JAM26","1","297"
"r_1","2015","num","JAM26","2","85"
"r_1","2015","num","JAM26","3","626"
"r_1","2016","num","JAM26","1","305"
"r_1","2016","num","JAM26","2","87"
"r_1","2016","num","JAM26","3","603"
"r_1","2017","num","JAM26","1","298"
"r_1","2017","num","JAM26","2","86"
"r_1","2017","num","JAM26","3","587"
"r_1","2003","num","BG4","1","13764"
"r_1","2003","num","BG4","2","3676"
"r_1","2003","num","BG4","3","21964"
"r_1","2004","num","BG4","1","13667"
"r_1","2004","num","BG4","2","3730"
"r_1","2004","num","BG4","3","22195"
"r_1","2005","num","BG4","1","13845"
"r_1","2005","num","BG4","2","3713"
"r_1","2005","num","BG4","3","22460"
"r_1","2006","num","BG4","1","13638"
"r_1","2006","num","BG4","2","3708"
"r_1","2006","num","BG4","3","22362"
"r_1","2007","num","BG4","1","13489"
"r_1","2007","num","BG4","2","3628"
"r_1","2007","num","BG4","3","22571"
"r_1","2008","num","BG4","1","13621"
"r_1","2008","num","BG4","2","3632"
"r_1","2008","num","BG4","3","23512"
"r_1","2009","num","BG4","1","13538"
"r_1","2009","num","BG4","2","3725"
"r_1","2009","num","BG4","3","22681"
"r_1","2010","num","BG4","1","13552"
"r_1","2010","num","BG4","2","3687"
"r_1","2010","num","BG4","3","22388"
"r_1","2011","num","BG4","1","13826"
"r_1","2011","num","BG4","2","3886"
"r_1","2011","num","BG4","3","22494"
"r_1","2012","num","BG4","1","13964"
"r_1","2012","num","BG4","2","3934"
"r_1","2012","num","BG4","3","23187"
"r_1","2013","num","BG4","1","14243"
"r_1","2013","num","BG4","2","4259"
"r_1","2013","num","BG4","3","23810"
"r_1","2014","num","BG4","1","14332"
"r_1","2014","num","BG4","2","4168"
"r_1","2014","num","BG4","3","23524"
