RevisionColumn,EKATTE,Units,periods,Gender_Child,ValueColumn
"r_1","MON14","num","2005","1","2"
"r_1","MON14","num","2005","2","4"
"r_1","MON14","num","2006","0","9"
"r_1","MON14","num","2006","1","4"
"r_1","MON14","num","2006","2","5"
"r_1","MON14","num","2007","0","13"
"r_1","MON14","num","2007","1","4"
"r_1","MON14","num","2007","2","9"
"r_1","MON14","num","2008","0","8"
"r_1","MON14","num","2008","1","1"
"r_1","MON14","num","2008","2","7"
"r_1","MON14","num","2009","0","8"
"r_1","MON14","num","2009","1","3"
"r_1","MON14","num","2009","2","5"
"r_1","MON14","num","2010","0","9"
"r_1","MON14","num","2010","1","5"
"r_1","MON14","num","2010","2","4"
"r_1","MON14","num","2011","0","9"
"r_1","MON14","num","2011","1","5"
"r_1","MON14","num","2011","2","4"
"r_1","MON14","num","2012","0","11"
"r_1","MON14","num","2012","1","8"
"r_1","MON14","num","2012","2","3"
"r_1","MON14","num","2013","0","8"
"r_1","MON14","num","2013","1","5"
"r_1","MON14","num","2013","2","3"
"r_1","MON14","num","2014","0","18"
"r_1","MON14","num","2014","1","8"
"r_1","MON14","num","2014","2","10"
"r_1","MON24","num","2000","0","317"
"r_1","MON24","num","2000","1","147"
"r_1","MON24","num","2000","2","170"
"r_1","MON24","num","2001","0","292"
"r_1","MON24","num","2001","1","151"
"r_1","MON24","num","2001","2","141"
"r_1","MON24","num","2002","0","293"
"r_1","MON24","num","2002","1","149"
"r_1","MON24","num","2002","2","144"
"r_1","MON24","num","2003","0","257"
"r_1","MON24","num","2003","1","124"
"r_1","MON24","num","2003","2","133"
"r_1","MON24","num","2004","0","244"
"r_1","MON24","num","2004","1","127"
"r_1","MON24","num","2004","2","117"
"r_1","MON24","num","2005","0","246"
"r_1","MON24","num","2005","1","135"
"r_1","MON24","num","2005","2","111"
"r_1","MON24","num","2006","0","277"
"r_1","MON24","num","2006","1","150"
"r_1","MON24","num","2006","2","127"
"r_1","MON24","num","2007","0","270"
"r_1","MON24","num","2007","1","123"
"r_1","MON24","num","2007","2","147"
"r_1","MON24","num","2008","0","271"
"r_1","MON24","num","2008","1","143"
"r_1","MON24","num","2008","2","128"
"r_1","MON24","num","2009","0","251"
"r_1","MON24","num","2009","1","118"
"r_1","MON24","num","2009","2","133"
"r_1","MON24","num","2010","0","253"
"r_1","MON24","num","2010","1","114"
"r_1","MON24","num","2010","2","139"
"r_1","MON24","num","2011","0","236"
"r_1","MON24","num","2011","1","123"
"r_1","MON24","num","2011","2","113"
"r_1","MON24","num","2012","0","228"
"r_1","MON24","num","2012","1","125"
"r_1","MON24","num","2012","2","103"
"r_1","MON24","num","2013","0","242"
"r_1","MON24","num","2013","1","126"
"r_1","MON24","num","2013","2","116"
"r_1","MON24","num","2014","0","229"
"r_1","MON24","num","2014","1","121"
"r_1","MON24","num","2014","2","108"
"r_1","MON26","num","2000","0","34"
"r_1","MON26","num","2000","1","18"
"r_1","MON26","num","2000","2","16"
"r_1","MON26","num","2001","0","37"
"r_1","MON26","num","2001","1","19"
"r_1","MON26","num","2001","2","18"
"r_1","MON26","num","2002","0","38"
"r_1","MON26","num","2002","1","21"
"r_1","MON26","num","2002","2","17"
"r_1","MON26","num","2003","0","37"
"r_1","MON26","num","2003","1","16"
"r_1","MON26","num","2003","2","21"
"r_1","MON26","num","2004","0","27"
"r_1","MON26","num","2004","1","16"
"r_1","MON26","num","2004","2","11"
"r_1","MON26","num","2005","0","41"
"r_1","MON26","num","2005","1","24"
"r_1","MON26","num","2005","2","17"
"r_1","MON26","num","2006","0","29"
"r_1","MON26","num","2006","1","14"
"r_1","MON26","num","2006","2","15"
"r_1","MON26","num","2007","0","36"
"r_1","MON26","num","2007","1","14"
"r_1","MON26","num","2007","2","22"
"r_1","MON26","num","2008","0","34"
"r_1","MON26","num","2008","1","18"
"r_1","MON26","num","2008","2","16"
"r_1","MON26","num","2009","0","35"
"r_1","MON26","num","2009","1","20"
"r_1","MON26","num","2009","2","15"
"r_1","MON26","num","2010","0","38"
"r_1","MON26","num","2010","1","23"
"r_1","MON26","num","2010","2","15"
"r_1","MON26","num","2011","0","29"
"r_1","MON26","num","2011","1","17"
"r_1","MON26","num","2011","2","12"
"r_1","MON26","num","2012","0","36"
"r_1","MON26","num","2012","1","13"
"r_1","MON26","num","2012","2","23"
"r_1","MON26","num","2013","0","30"
"r_1","MON26","num","2013","1","18"
"r_1","MON26","num","2013","2","12"
"r_1","MON26","num","2014","0","36"
"r_1","MON26","num","2014","1","25"
"r_1","MON26","num","2014","2","11"
"r_1","MON29","num","2000","0","519"
"r_1","MON29","num","2000","1","279"
"r_1","MON29","num","2000","2","240"
"r_1","MON29","num","2001","0","502"
"r_1","MON29","num","2001","1","253"
"r_1","MON29","num","2001","2","249"
"r_1","MON29","num","2002","0","488"
"r_1","MON29","num","2002","1","237"
"r_1","MON29","num","2002","2","251"
"r_1","MON29","num","2003","0","500"
"r_1","MON29","num","2003","1","238"
"r_1","MON29","num","2003","2","262"
"r_1","MON29","num","2004","0","448"
"r_1","MON29","num","2004","1","205"
"r_1","MON29","num","2004","2","243"
"r_1","MON29","num","2005","0","500"
"r_1","MON29","num","2005","1","272"
"r_1","MON29","num","2005","2","228"
"r_1","MON29","num","2006","0","455"
"r_1","MON29","num","2006","1","253"
"r_1","MON29","num","2006","2","202"
"r_1","MON29","num","2007","0","506"
"r_1","MON29","num","2007","1","265"
"r_1","MON29","num","2007","2","241"
"r_1","MON29","num","2008","0","528"
"r_1","MON29","num","2008","1","285"
"r_1","MON29","num","2008","2","243"
"r_1","MON29","num","2009","0","557"
"r_1","MON29","num","2009","1","261"
"r_1","MON29","num","2009","2","296"
"r_1","MON29","num","2010","0","476"
"r_1","MON29","num","2010","1","235"
"r_1","MON29","num","2010","2","241"
"r_1","MON29","num","2011","0","482"
"r_1","MON29","num","2011","1","265"
"r_1","MON29","num","2011","2","217"
"r_1","MON29","num","2012","0","436"
"r_1","MON29","num","2012","1","228"
"r_1","MON29","num","2012","2","208"
"r_1","MON29","num","2013","0","405"
"r_1","MON29","num","2013","1","214"
"r_1","MON29","num","2013","2","191"
"r_1","MON29","num","2014","0","424"
"r_1","MON29","num","2014","1","219"
"r_1","MON29","num","2014","2","205"
"r_1","MON36","num","2000","0","31"
"r_1","MON36","num","2000","1","16"
"r_1","MON36","num","2000","2","15"
"r_1","MON36","num","2001","0","14"
"r_1","MON36","num","2001","1","6"
"r_1","MON36","num","2001","2","8"
"r_1","MON36","num","2002","0","26"
"r_1","MON36","num","2002","1","15"
"r_1","MON36","num","2002","2","11"
"r_1","MON36","num","2003","0","13"
"r_1","MON36","num","2003","1","8"
"r_1","MON36","num","2003","2","5"
"r_1","MON36","num","2004","0","19"
"r_1","MON36","num","2004","1","7"
"r_1","MON36","num","2004","2","12"
"r_1","MON36","num","2005","0","12"
"r_1","MON36","num","2005","1","6"
"r_1","MON36","num","2005","2","6"
"r_1","MON36","num","2006","0","12"
"r_1","MON36","num","2006","1","6"
"r_1","MON36","num","2006","2","6"
"r_1","MON36","num","2007","0","18"
"r_1","MON36","num","2007","1","11"
"r_1","MON36","num","2007","2","7"
"r_1","MON36","num","2008","0","12"
"r_1","MON36","num","2008","1","7"
"r_1","MON36","num","2008","2","5"
"r_1","MON36","num","2009","0","18"
"r_1","MON36","num","2009","1","9"
"r_1","MON36","num","2009","2","9"
"r_1","MON36","num","2010","0","16"
"r_1","MON36","num","2010","1","9"
"r_1","MON36","num","2010","2","7"
"r_1","MON36","num","2011","0","15"
"r_1","MON36","num","2011","1","9"
"r_1","MON36","num","2011","2","6"
"r_1","MON36","num","2012","0","17"
"r_1","MON36","num","2012","1","9"
"r_1","MON36","num","2012","2","8"
"r_1","MON36","num","2013","0","14"
"r_1","MON36","num","2013","1","3"
"r_1","MON36","num","2013","2","11"
"r_1","MON36","num","2014","0","12"
"r_1","MON36","num","2014","1","6"
"r_1","MON36","num","2014","2","6"
"r_1","MON38","num","2000","0","58"
"r_1","MON38","num","2000","1","41"
"r_1","MON38","num","2000","2","17"
"r_1","MON38","num","2001","0","45"
"r_1","MON38","num","2001","1","13"
"r_1","MON38","num","2001","2","32"
"r_1","MON38","num","2002","0","41"
"r_1","MON38","num","2002","1","23"
"r_1","MON38","num","2002","2","18"
"r_1","MON38","num","2003","0","40"
"r_1","MON38","num","2003","1","19"
"r_1","MON38","num","2003","2","21"
"r_1","MON38","num","2004","0","43"
"r_1","MON38","num","2004","1","22"
"r_1","MON38","num","2004","2","21"
"r_1","MON38","num","2005","0","36"
"r_1","MON38","num","2005","1","16"
"r_1","MON38","num","2005","2","20"
"r_1","MON38","num","2006","0","40"
"r_1","MON38","num","2006","1","20"
"r_1","MON38","num","2006","2","20"
"r_1","MON38","num","2007","0","35"
"r_1","MON38","num","2007","1","19"
"r_1","MON38","num","2007","2","16"
"r_1","MON38","num","2008","0","31"
"r_1","MON38","num","2008","1","17"
"r_1","MON38","num","2008","2","14"
"r_1","MON38","num","2009","0","52"
"r_1","MON38","num","2009","1","29"
"r_1","MON38","num","2009","2","23"
"r_1","MON38","num","2010","0","42"
"r_1","MON38","num","2010","1","29"
"r_1","MON38","num","2010","2","13"
"r_1","MON38","num","2011","0","39"
"r_1","MON38","num","2011","1","18"
"r_1","MON38","num","2011","2","21"
"r_1","MON38","num","2012","0","39"
"r_1","MON38","num","2012","1","23"
"r_1","MON38","num","2012","2","16"
"r_1","MON38","num","2013","0","40"
"r_1","MON38","num","2013","1","21"
"r_1","MON38","num","2013","2","19"
"r_1","MON38","num","2014","0","40"
"r_1","MON38","num","2014","1","21"
"r_1","MON38","num","2014","2","19"
"r_1","PAZ","num","2000","0","3061"
"r_1","PAZ","num","2000","1","1572"
"r_1","PAZ","num","2000","2","1489"
"r_1","PAZ","num","2001","0","2819"
"r_1","PAZ","num","2001","1","1437"
"r_1","PAZ","num","2001","2","1382"
"r_1","PAZ","num","2002","0","2850"
"r_1","PAZ","num","2002","1","1520"
"r_1","PAZ","num","2002","2","1330"
"r_1","PAZ","num","2003","0","2667"
"r_1","PAZ","num","2003","1","1347"
"r_1","PAZ","num","2003","2","1320"
"r_1","PAZ","num","2004","0","2881"
"r_1","PAZ","num","2004","1","1509"
"r_1","PAZ","num","2004","2","1372"
"r_1","PAZ","num","2005","0","2916"
"r_1","PAZ","num","2005","1","1459"
"r_1","PAZ","num","2005","2","1457"
"r_1","PAZ","num","2006","0","2937"
"r_1","PAZ","num","2006","1","1524"
"r_1","PAZ","num","2006","2","1413"
"r_1","PAZ","num","2007","0","2915"
"r_1","PAZ","num","2007","1","1532"
"r_1","PAZ","num","2007","2","1383"
"r_1","PAZ","num","2008","0","3006"
"r_1","PAZ","num","2008","1","1546"
"r_1","PAZ","num","2008","2","1460"
"r_1","PAZ","num","2009","0","3129"
"r_1","PAZ","num","2009","1","1621"
"r_1","PAZ","num","2009","2","1508"
"r_1","PAZ","num","2010","0","2913"
"r_1","PAZ","num","2010","1","1494"
"r_1","PAZ","num","2010","2","1419"
"r_1","PAZ","num","2011","0","2749"
"r_1","PAZ","num","2011","1","1418"
"r_1","PAZ","num","2011","2","1331"
"r_1","PAZ","num","2012","0","2663"
"r_1","PAZ","num","2012","1","1367"
"r_1","PAZ","num","2012","2","1296"
"r_1","PAZ","num","2013","0","2617"
"r_1","PAZ","num","2013","1","1346"
"r_1","PAZ","num","2013","2","1271"
"r_1","PAZ","num","2014","0","2592"
"r_1","PAZ","num","2014","1","1270"
"r_1","PAZ","num","2014","2","1322"
"r_1","PAZ03","num","2000","0","66"
"r_1","PAZ03","num","2000","1","31"
"r_1","PAZ03","num","2000","2","35"
"r_1","PAZ03","num","2001","0","70"
"r_1","PAZ03","num","2001","1","39"
"r_1","PAZ03","num","2001","2","31"
"r_1","PAZ03","num","2002","0","55"
"r_1","PAZ03","num","2002","1","29"
"r_1","PAZ03","num","2002","2","26"
"r_1","PAZ03","num","2003","0","34"
"r_1","PAZ03","num","2003","1","17"
"r_1","PAZ03","num","2003","2","17"
"r_1","PAZ03","num","2004","0","36"
"r_1","PAZ03","num","2004","1","17"
"r_1","PAZ03","num","2004","2","19"
"r_1","PAZ03","num","2005","0","42"
"r_1","PAZ03","num","2005","1","31"
"r_1","PAZ03","num","2005","2","11"
"r_1","PAZ03","num","2006","0","51"
"r_1","PAZ03","num","2006","1","25"
"r_1","PAZ03","num","2006","2","26"
"r_1","PAZ03","num","2007","0","58"
"r_1","PAZ03","num","2007","1","29"
"r_1","PAZ03","num","2007","2","29"
"r_1","PAZ03","num","2008","0","47"
"r_1","PAZ03","num","2008","1","27"
"r_1","PAZ03","num","2008","2","20"
"r_1","PAZ03","num","2009","0","41"
"r_1","PAZ03","num","2009","1","24"
"r_1","PAZ03","num","2009","2","17"
"r_1","PAZ03","num","2010","0","41"
"r_1","PAZ03","num","2010","1","18"
"r_1","PAZ03","num","2010","2","23"
"r_1","PAZ03","num","2011","0","38"
"r_1","PAZ03","num","2011","1","16"
"r_1","PAZ03","num","2011","2","22"
"r_1","PAZ03","num","2012","0","39"
"r_1","PAZ03","num","2012","1","17"
"r_1","PAZ03","num","2012","2","22"
"r_1","PAZ03","num","2013","0","38"
"r_1","PAZ03","num","2013","1","19"
"r_1","PAZ03","num","2013","2","19"
"r_1","PAZ03","num","2014","0","38"
"r_1","PAZ03","num","2014","1","18"
"r_1","PAZ03","num","2014","2","20"
"r_1","PAZ04","num","2000","0","71"
"r_1","PAZ04","num","2000","1","39"
"r_1","PAZ04","num","2000","2","32"
"r_1","PAZ04","num","2001","0","71"
"r_1","PAZ04","num","2001","1","37"
"r_1","PAZ04","num","2001","2","34"
"r_1","PAZ04","num","2002","0","62"
"r_1","PAZ04","num","2002","1","33"
"r_1","PAZ04","num","2002","2","29"
"r_1","PAZ04","num","2003","0","58"
"r_1","PAZ04","num","2003","1","26"
"r_1","PAZ04","num","2003","2","32"
"r_1","PAZ04","num","2004","0","69"
"r_1","PAZ04","num","2004","1","32"
"r_1","PAZ04","num","2004","2","37"
"r_1","PAZ04","num","2005","0","71"
"r_1","PAZ04","num","2005","1","36"
"r_1","PAZ04","num","2005","2","35"
"r_1","PAZ04","num","2006","0","47"
"r_1","PAZ04","num","2006","1","25"
"r_1","PAZ04","num","2006","2","22"
"r_1","PAZ04","num","2007","0","73"
"r_1","PAZ04","num","2007","1","36"
"r_1","PAZ04","num","2007","2","37"
"r_1","PAZ04","num","2008","0","54"
"r_1","PAZ04","num","2008","1","28"
"r_1","PAZ04","num","2008","2","26"
"r_1","PAZ04","num","2009","0","61"
"r_1","PAZ04","num","2009","1","29"
"r_1","PAZ04","num","2009","2","32"
"r_1","PAZ04","num","2010","0","46"
"r_1","PAZ04","num","2010","1","24"
"r_1","PAZ04","num","2010","2","22"
"r_1","PAZ04","num","2011","0","48"
"r_1","PAZ04","num","2011","1","24"
"r_1","PAZ04","num","2011","2","24"
"r_1","PAZ04","num","2012","0","53"
"r_1","PAZ04","num","2012","1","29"
"r_1","PAZ04","num","2012","2","24"
"r_1","PAZ04","num","2013","0","57"
"r_1","PAZ04","num","2013","1","28"
"r_1","PAZ04","num","2013","2","29"
"r_1","PAZ04","num","2014","0","52"
"r_1","PAZ04","num","2014","1","25"
"r_1","PAZ04","num","2014","2","27"
"r_1","PAZ06","num","2000","0","89"
"r_1","PAZ06","num","2000","1","50"
"r_1","PAZ06","num","2000","2","39"
"r_1","PAZ06","num","2001","0","61"
"r_1","PAZ06","num","2001","1","38"
"r_1","PAZ06","num","2001","2","23"
"r_1","PAZ06","num","2002","0","84"
"r_1","PAZ06","num","2002","1","45"
"r_1","PAZ06","num","2002","2","39"
"r_1","PAZ06","num","2003","0","78"
"r_1","PAZ06","num","2003","1","38"
"r_1","PAZ06","num","2003","2","40"
"r_1","PAZ06","num","2004","0","87"
"r_1","PAZ06","num","2004","1","49"
"r_1","PAZ06","num","2004","2","38"
"r_1","PAZ06","num","2005","0","105"
"r_1","PAZ06","num","2005","1","46"
"r_1","PAZ06","num","2005","2","59"
"r_1","PAZ06","num","2006","0","82"
"r_1","PAZ06","num","2006","1","35"
"r_1","PAZ06","num","2006","2","47"
"r_1","PAZ06","num","2007","0","74"
"r_1","PAZ06","num","2007","1","32"
"r_1","PAZ06","num","2007","2","42"
"r_1","PAZ06","num","2008","0","91"
"r_1","PAZ06","num","2008","1","42"
"r_1","PAZ06","num","2008","2","49"
"r_1","PAZ06","num","2009","0","115"
"r_1","PAZ06","num","2009","1","69"
"r_1","PAZ06","num","2009","2","46"
"r_1","PAZ06","num","2010","0","84"
"r_1","PAZ06","num","2010","1","45"
"r_1","PAZ06","num","2010","2","39"
"r_1","PAZ06","num","2011","0","81"
"r_1","PAZ06","num","2011","1","44"
"r_1","PAZ06","num","2011","2","37"
"r_1","PAZ06","num","2012","0","90"
"r_1","PAZ06","num","2012","1","48"
"r_1","PAZ06","num","2012","2","42"
"r_1","PAZ06","num","2013","0","65"
"r_1","PAZ06","num","2013","1","29"
"r_1","PAZ06","num","2013","2","36"
"r_1","PAZ06","num","2014","0","69"
"r_1","PAZ06","num","2014","1","36"
"r_1","PAZ06","num","2014","2","33"
"r_1","PAZ08","num","2000","0","502"
"r_1","PAZ08","num","2000","1","240"
"r_1","PAZ08","num","2000","2","262"
"r_1","PAZ08","num","2001","0","454"
"r_1","PAZ08","num","2001","1","223"
"r_1","PAZ08","num","2001","2","231"
"r_1","PAZ08","num","2002","0","426"
"r_1","PAZ08","num","2002","1","250"
"r_1","PAZ08","num","2002","2","176"
"r_1","PAZ08","num","2003","0","440"
"r_1","PAZ08","num","2003","1","226"
"r_1","PAZ08","num","2003","2","214"
"r_1","PAZ08","num","2004","0","456"
"r_1","PAZ08","num","2004","1","246"
"r_1","PAZ08","num","2004","2","210"
"r_1","PAZ08","num","2005","0","455"
"r_1","PAZ08","num","2005","1","227"
"r_1","PAZ08","num","2005","2","228"
"r_1","PAZ08","num","2006","0","493"
"r_1","PAZ08","num","2006","1","251"
"r_1","PAZ08","num","2006","2","242"
"r_1","PAZ08","num","2007","0","487"
"r_1","PAZ08","num","2007","1","254"
"r_1","PAZ08","num","2007","2","233"
"r_1","PAZ08","num","2008","0","506"
"r_1","PAZ08","num","2008","1","254"
"r_1","PAZ08","num","2008","2","252"
"r_1","PAZ08","num","2009","0","514"
"r_1","PAZ08","num","2009","1","261"
"r_1","PAZ08","num","2009","2","253"
"r_1","PAZ08","num","2010","0","474"
"r_1","PAZ08","num","2010","1","240"
"r_1","PAZ08","num","2010","2","234"
"r_1","PAZ08","num","2011","0","462"
"r_1","PAZ08","num","2011","1","229"
"r_1","PAZ08","num","2011","2","233"
"r_1","PAZ08","num","2012","0","451"
"r_1","PAZ08","num","2012","1","231"
"r_1","PAZ08","num","2012","2","220"
"r_1","PAZ08","num","2013","0","415"
"r_1","PAZ08","num","2013","1","224"
"r_1","PAZ08","num","2013","2","191"
"r_1","PAZ08","num","2014","0","409"
"r_1","PAZ08","num","2014","1","204"
"r_1","PAZ08","num","2014","2","205"
"r_1","PAZ14","num","2000","0","63"
"r_1","PAZ14","num","2000","1","36"
"r_1","PAZ14","num","2000","2","27"
"r_1","PAZ14","num","2001","0","58"
"r_1","PAZ14","num","2001","1","32"
"r_1","PAZ14","num","2001","2","26"
"r_1","PAZ14","num","2002","0","52"
"r_1","PAZ14","num","2002","1","31"
"r_1","PAZ14","num","2002","2","21"
"r_1","PAZ14","num","2003","0","51"
"r_1","PAZ14","num","2003","1","28"
"r_1","PAZ14","num","2003","2","23"
"r_1","PAZ14","num","2004","0","56"
"r_1","PAZ14","num","2004","1","31"
"r_1","PAZ14","num","2004","2","25"
"r_1","PAZ14","num","2005","0","58"
"r_1","PAZ14","num","2005","1","35"
"r_1","PAZ14","num","2005","2","23"
"r_1","PAZ14","num","2006","0","49"
"r_1","PAZ14","num","2006","1","23"
"r_1","PAZ14","num","2006","2","26"
"r_1","PAZ14","num","2007","0","58"
"r_1","PAZ14","num","2007","1","33"
"r_1","PAZ14","num","2007","2","25"
"r_1","PAZ14","num","2008","0","42"
"r_1","PAZ14","num","2008","1","20"
"r_1","PAZ14","num","2008","2","22"
"r_1","PAZ14","num","2009","0","59"
"r_1","PAZ14","num","2009","1","35"
"r_1","PAZ14","num","2009","2","24"
"r_1","PAZ14","num","2010","0","49"
"r_1","PAZ14","num","2010","1","27"
"r_1","PAZ14","num","2010","2","22"
"r_1","PAZ14","num","2011","0","52"
"r_1","PAZ14","num","2011","1","28"
"r_1","PAZ14","num","2011","2","24"
"r_1","PAZ14","num","2012","0","50"
"r_1","PAZ14","num","2012","1","25"
"r_1","PAZ14","num","2012","2","25"
"r_1","PAZ14","num","2013","0","45"
"r_1","PAZ14","num","2013","1","17"
"r_1","PAZ14","num","2013","2","28"
"r_1","PAZ14","num","2014","0","55"
"r_1","PAZ14","num","2014","1","23"
"r_1","PAZ14","num","2014","2","32"
"r_1","PAZ19","num","2000","0","1229"
"r_1","PAZ19","num","2000","1","631"
"r_1","PAZ19","num","2000","2","598"
"r_1","PAZ19","num","2001","0","1198"
"r_1","PAZ19","num","2001","1","630"
"r_1","PAZ19","num","2001","2","568"
"r_1","PAZ19","num","2002","0","1189"
"r_1","PAZ19","num","2002","1","617"
"r_1","PAZ19","num","2002","2","572"
"r_1","PAZ19","num","2003","0","1093"
"r_1","PAZ19","num","2003","1","545"
"r_1","PAZ19","num","2003","2","548"
"r_1","PAZ19","num","2004","0","1189"
"r_1","PAZ19","num","2004","1","618"
"r_1","PAZ19","num","2004","2","571"
"r_1","PAZ19","num","2005","0","1162"
"r_1","PAZ19","num","2005","1","576"
"r_1","PAZ19","num","2005","2","586"
"r_1","PAZ19","num","2006","0","1195"
"r_1","PAZ19","num","2006","1","615"
"r_1","PAZ19","num","2006","2","580"
"r_1","PAZ19","num","2007","0","1143"
"r_1","PAZ19","num","2007","1","616"
"r_1","PAZ19","num","2007","2","527"
"r_1","PAZ19","num","2008","0","1244"
"r_1","PAZ19","num","2008","1","648"
"r_1","PAZ19","num","2008","2","596"
"r_1","PAZ19","num","2009","0","1268"
"r_1","PAZ19","num","2009","1","664"
"r_1","PAZ19","num","2009","2","604"
"r_1","PAZ19","num","2010","0","1237"
"r_1","PAZ19","num","2010","1","628"
"r_1","PAZ19","num","2010","2","609"
"r_1","PAZ19","num","2011","0","1125"
"r_1","PAZ19","num","2011","1","594"
"r_1","PAZ19","num","2011","2","531"
"r_1","PAZ19","num","2012","0","1088"
"r_1","PAZ19","num","2012","1","547"
"r_1","PAZ19","num","2012","2","541"
"r_1","PAZ19","num","2013","0","1132"
"r_1","PAZ19","num","2013","1","589"
"r_1","PAZ19","num","2013","2","543"
"r_1","PAZ19","num","2014","0","1070"
"r_1","PAZ19","num","2014","1","526"
"r_1","PAZ19","num","2014","2","544"
"r_1","PAZ20","num","2000","0","255"
"r_1","PAZ20","num","2000","1","132"
"r_1","PAZ20","num","2000","2","123"
"r_1","PAZ20","num","2001","0","211"
"r_1","PAZ20","num","2001","1","107"
"r_1","PAZ20","num","2001","2","104"
"r_1","PAZ20","num","2002","0","213"
"r_1","PAZ20","num","2002","1","113"
"r_1","PAZ20","num","2002","2","100"
"r_1","PAZ20","num","2003","0","181"
"r_1","PAZ20","num","2003","1","99"
"r_1","PAZ20","num","2003","2","82"
"r_1","PAZ20","num","2004","0","206"
"r_1","PAZ20","num","2004","1","94"
"r_1","PAZ20","num","2004","2","112"
"r_1","PAZ20","num","2005","0","211"
"r_1","PAZ20","num","2005","1","113"
"r_1","PAZ20","num","2005","2","98"
"r_1","PAZ20","num","2006","0","220"
"r_1","PAZ20","num","2006","1","125"
"r_1","PAZ20","num","2006","2","95"
"r_1","PAZ20","num","2007","0","220"
"r_1","PAZ20","num","2007","1","116"
"r_1","PAZ20","num","2007","2","104"
"r_1","PAZ20","num","2008","0","199"
"r_1","PAZ20","num","2008","1","96"
"r_1","PAZ20","num","2008","2","103"
"r_1","PAZ20","num","2009","0","196"
"r_1","PAZ20","num","2009","1","97"
"r_1","PAZ20","num","2009","2","99"
"r_1","PAZ20","num","2010","0","207"
"r_1","PAZ20","num","2010","1","105"
"r_1","PAZ20","num","2010","2","102"
"r_1","PAZ20","num","2011","0","204"
"r_1","PAZ20","num","2011","1","102"
"r_1","PAZ20","num","2011","2","102"
"r_1","PAZ20","num","2012","0","180"
"r_1","PAZ20","num","2012","1","92"
"r_1","PAZ20","num","2012","2","88"
"r_1","PAZ20","num","2013","0","165"
"r_1","PAZ20","num","2013","1","81"
"r_1","PAZ20","num","2013","2","84"
"r_1","PAZ20","num","2014","0","198"
"r_1","PAZ20","num","2014","1","90"
"r_1","PAZ20","num","2014","2","108"
"r_1","PAZ21","num","2000","0","287"
"r_1","PAZ21","num","2000","1","159"
"r_1","PAZ21","num","2000","2","128"
"r_1","PAZ21","num","2001","0","224"
"r_1","PAZ21","num","2001","1","111"
"r_1","PAZ21","num","2001","2","113"
"r_1","PAZ21","num","2002","0","248"
"r_1","PAZ21","num","2002","1","135"
"r_1","PAZ21","num","2002","2","113"
"r_1","PAZ21","num","2003","0","224"
"r_1","PAZ21","num","2003","1","118"
"r_1","PAZ21","num","2003","2","106"
"r_1","PAZ21","num","2004","0","266"
"r_1","PAZ21","num","2004","1","149"
"r_1","PAZ21","num","2004","2","117"
"r_1","PAZ21","num","2005","0","281"
"r_1","PAZ21","num","2005","1","139"
"r_1","PAZ21","num","2005","2","142"
"r_1","PAZ21","num","2006","0","263"
"r_1","PAZ21","num","2006","1","140"
"r_1","PAZ21","num","2006","2","123"
"r_1","PAZ21","num","2007","0","267"
"r_1","PAZ21","num","2007","1","135"
"r_1","PAZ21","num","2007","2","132"
"r_1","PAZ21","num","2008","0","285"
"r_1","PAZ21","num","2008","1","146"
"r_1","PAZ21","num","2008","2","139"
"r_1","PAZ21","num","2009","0","319"
"r_1","PAZ21","num","2009","1","161"
"r_1","PAZ21","num","2009","2","158"
"r_1","PAZ21","num","2010","0","259"
"r_1","PAZ21","num","2010","1","138"
"r_1","PAZ21","num","2010","2","121"
"r_1","PAZ21","num","2011","0","257"
"r_1","PAZ21","num","2011","1","143"
"r_1","PAZ21","num","2011","2","114"
"r_1","PAZ21","num","2012","0","219"
"r_1","PAZ21","num","2012","1","123"
"r_1","PAZ21","num","2012","2","96"
"r_1","PAZ21","num","2013","0","222"
"r_1","PAZ21","num","2013","1","117"
"r_1","PAZ21","num","2013","2","105"
"r_1","PAZ21","num","2014","0","233"
"r_1","PAZ21","num","2014","1","123"
"r_1","PAZ21","num","2014","2","110"
"r_1","PAZ24","num","2000","0","199"
"r_1","PAZ24","num","2000","1","94"
"r_1","PAZ24","num","2000","2","105"
"r_1","PAZ24","num","2001","0","188"
"r_1","PAZ24","num","2001","1","86"
"r_1","PAZ24","num","2001","2","102"
"r_1","PAZ24","num","2002","0","203"
"r_1","PAZ24","num","2002","1","114"
"r_1","PAZ24","num","2002","2","89"
"r_1","PAZ24","num","2003","0","192"
"r_1","PAZ24","num","2003","1","94"
"r_1","PAZ24","num","2003","2","98"
"r_1","PAZ24","num","2004","0","193"
"r_1","PAZ24","num","2004","1","101"
"r_1","PAZ24","num","2004","2","92"
"r_1","PAZ24","num","2005","0","200"
"r_1","PAZ24","num","2005","1","103"
"r_1","PAZ24","num","2005","2","97"
"r_1","PAZ24","num","2006","0","209"
"r_1","PAZ24","num","2006","1","113"
"r_1","PAZ24","num","2006","2","96"
"r_1","PAZ24","num","2007","0","203"
"r_1","PAZ24","num","2007","1","108"
"r_1","PAZ24","num","2007","2","95"
"r_1","PAZ24","num","2008","0","191"
"r_1","PAZ24","num","2008","1","100"
"r_1","PAZ24","num","2008","2","91"
"r_1","PAZ24","num","2009","0","188"
"r_1","PAZ24","num","2009","1","88"
