RevisionColumn,Age10_LFS,NUTS,GenderID,periods,Units,ValueColumn
"r_2","0","BG42","0","2004Q4","1000cp","703.1"
"r_2","0","BG42","1","2004Q4","1000cp","302.4"
"r_2","0","BG42","2","2004Q4","1000cp","400.8"
"r_2","15 - 64_gr","BG","0","2004Q4","1000cp","2046.7"
"r_2","15 - 64_gr","BG","1","2004Q4","1000cp","879.9"
"r_2","15 - 64_gr","BG","2","2004Q4","1000cp","1166.8"
"r_2","15 - 64_gr","BG31","0","2004Q4","1000cp","276.4"
"r_2","15 - 64_gr","BG31","1","2004Q4","1000cp","127.2"
"r_2","15 - 64_gr","BG31","2","2004Q4","1000cp","149.1"
"r_2","15 - 64_gr","BG32","0","2004Q4","1000cp","262"
"r_2","15 - 64_gr","BG32","1","2004Q4","1000cp","112.9"
"r_2","15 - 64_gr","BG32","2","2004Q4","1000cp","149.1"
"r_2","15 - 64_gr","BG33","0","2004Q4","1000cp","261.1"
"r_2","15 - 64_gr","BG33","1","2004Q4","1000cp","107.3"
"r_2","15 - 64_gr","BG33","2","2004Q4","1000cp","153.8"
"r_2","15 - 64_gr","BG34","0","2004Q4","1000cp","303.3"
"r_2","15 - 64_gr","BG34","1","2004Q4","1000cp","122.4"
"r_2","15 - 64_gr","BG34","2","2004Q4","1000cp","180.9"
"r_2","15 - 64_gr","BG41","0","2004Q4","1000cp","504.3"
"r_2","15 - 64_gr","BG41","1","2004Q4","1000cp","220.8"
"r_2","15 - 64_gr","BG41","2","2004Q4","1000cp","283.5"
"r_2","15 - 64_gr","BG42","0","2004Q4","1000cp","439.5"
"r_2","15 - 64_gr","BG42","1","2004Q4","1000cp","189.2"
"r_2","15 - 64_gr","BG42","2","2004Q4","1000cp","250.3"
"r_2","0","BG","0","2005Q1","1000cp","3474.3"
"r_2","0","BG","1","2005Q1","1000cp","1491.3"
"r_2","0","BG","2","2005Q1","1000cp","1982.9"
"r_2","0","BG31","0","2005Q1","1000cp","502.1"
"r_2","0","BG31","1","2005Q1","1000cp","227.2"
"r_2","0","BG31","2","2005Q1","1000cp","274.9"
"r_2","0","BG32","0","2005Q1","1000cp","451.9"
"r_2","0","BG32","1","2005Q1","1000cp","194.6"
"r_2","0","BG32","2","2005Q1","1000cp","257.3"
"r_2","0","BG33","0","2005Q1","1000cp","418"
"r_2","0","BG33","1","2005Q1","1000cp","176.4"
"r_2","0","BG33","2","2005Q1","1000cp","241.5"
"r_2","0","BG34","0","2005Q1","1000cp","516.8"
"r_2","0","BG34","1","2005Q1","1000cp","216.4"
"r_2","0","BG34","2","2005Q1","1000cp","300.4"
"r_2","0","BG41","0","2005Q1","1000cp","865.3"
"r_2","0","BG41","1","2005Q1","1000cp","367.3"
"r_2","0","BG41","2","2005Q1","1000cp","498"
"r_2","0","BG42","0","2005Q1","1000cp","720.1"
"r_2","0","BG42","1","2005Q1","1000cp","309.5"
"r_2","0","BG42","2","2005Q1","1000cp","410.7"
"r_2","15 - 64_gr","BG","0","2005Q1","1000cp","2119.3"
"r_2","15 - 64_gr","BG","1","2005Q1","1000cp","924.6"
"r_2","15 - 64_gr","BG","2","2005Q1","1000cp","1194.7"
"r_2","15 - 64_gr","BG31","0","2005Q1","1000cp","295.1"
"r_2","15 - 64_gr","BG31","1","2005Q1","1000cp","136.9"
"r_2","15 - 64_gr","BG31","2","2005Q1","1000cp","158.2"
"r_2","15 - 64_gr","BG32","0","2005Q1","1000cp","275.2"
"r_2","15 - 64_gr","BG32","1","2005Q1","1000cp","121.3"
"r_2","15 - 64_gr","BG32","2","2005Q1","1000cp","153.9"
"r_2","15 - 64_gr","BG33","0","2005Q1","1000cp","260.7"
"r_2","15 - 64_gr","BG33","1","2005Q1","1000cp","110.9"
"r_2","15 - 64_gr","BG33","2","2005Q1","1000cp","149.8"
"r_2","15 - 64_gr","BG34","0","2005Q1","1000cp","319.9"
"r_2","15 - 64_gr","BG34","1","2005Q1","1000cp","134.8"
"r_2","15 - 64_gr","BG34","2","2005Q1","1000cp","185.1"
"r_2","15 - 64_gr","BG41","0","2005Q1","1000cp","518.9"
"r_2","15 - 64_gr","BG41","1","2005Q1","1000cp","225"
"r_2","15 - 64_gr","BG41","2","2005Q1","1000cp","294"
"r_2","15 - 64_gr","BG42","0","2005Q1","1000cp","449.5"
"r_2","15 - 64_gr","BG42","1","2005Q1","1000cp","195.8"
"r_2","15 - 64_gr","BG42","2","2005Q1","1000cp","253.7"
"r_2","0","BG","0","2005Q2","1000cp","3333"
"r_2","0","BG","1","2005Q2","1000cp","1415.8"
"r_2","0","BG","2","2005Q2","1000cp","1917.2"
"r_2","0","BG31","0","2005Q2","1000cp","478.2"
"r_2","0","BG31","1","2005Q2","1000cp","214.1"
"r_2","0","BG31","2","2005Q2","1000cp","264.1"
"r_2","0","BG32","0","2005Q2","1000cp","437.7"
"r_2","0","BG32","1","2005Q2","1000cp","188.1"
"r_2","0","BG32","2","2005Q2","1000cp","249.6"
"r_2","0","BG33","0","2005Q2","1000cp","407.3"
"r_2","0","BG33","1","2005Q2","1000cp","168.8"
"r_2","0","BG33","2","2005Q2","1000cp","238.6"
"r_2","0","BG34","0","2005Q2","1000cp","501.6"
"r_2","0","BG34","1","2005Q2","1000cp","210.5"
"r_2","0","BG34","2","2005Q2","1000cp","291"
"r_2","0","BG41","0","2005Q2","1000cp","841"
"r_2","0","BG41","1","2005Q2","1000cp","347.6"
"r_2","0","BG41","2","2005Q2","1000cp","493.3"
"r_2","0","BG42","0","2005Q2","1000cp","667.2"
"r_2","0","BG42","1","2005Q2","1000cp","286.6"
"r_2","0","BG42","2","2005Q2","1000cp","380.6"
"r_2","15 - 64_gr","BG","0","2005Q2","1000cp","1981.5"
"r_2","15 - 64_gr","BG","1","2005Q2","1000cp","859.7"
"r_2","15 - 64_gr","BG","2","2005Q2","1000cp","1121.8"
"r_2","15 - 64_gr","BG31","0","2005Q2","1000cp","275.7"
