RevisionColumn,GenderID,SILC_Age,SILC_Median,Units,periods,ValueColumn
"r_12","1","3","5","BGN_fig","2023","14360"
"r_12","1","3","6","euro","2023","5881"
"r_12","1","3","6","BGN_fig","2023","11502"
"r_12","2","3","5","euro","2023","6270"
"r_12","2","3","5","BGN_fig","2023","12264"
"r_12","2","3","6","euro","2023","4910"
"r_12","2","3","6","BGN_fig","2023","9603"
"r_13","0","0","5","euro","2024","9959"
"r_13","0","0","5","BGN_fig","2024","19478"
"r_13","0","0","6","euro","2024","7811"
"r_13","0","0","6","BGN_fig","2024","15276"
"r_13","1","0","5","euro","2024","10340"
"r_13","1","0","5","BGN_fig","2024","20223"
"r_13","1","0","6","euro","2024","8199"
"r_13","1","0","6","BGN_fig","2024","16035"
"r_13","2","0","5","euro","2024","9606"
"r_13","2","0","5","BGN_fig","2024","18788"
"r_13","2","0","6","euro","2024","7435"
"r_13","2","0","6","BGN_fig","2024","14541"
"r_13","0","1","5","euro","2024","8993"
"r_13","0","1","5","BGN_fig","2024","17588"
"r_13","0","1","6","euro","2024","7224"
"r_13","0","1","6","BGN_fig","2024","14129"
"r_13","1","1","5","euro","2024","9321"
"r_13","1","1","5","BGN_fig","2024","18230"
"r_13","1","1","6","euro","2024","7364"
"r_13","1","1","6","BGN_fig","2024","14403"
"r_13","2","1","5","euro","2024","8640"
"r_13","2","1","5","BGN_fig","2024","16899"
"r_13","2","1","6","euro","2024","6970"
"r_13","2","1","6","BGN_fig","2024","13632"
"r_13","0","2","5","euro","2024","11015"
"r_13","0","2","5","BGN_fig","2024","21543"
"r_13","0","2","6","euro","2024","8658"
"r_13","0","2","6","BGN_fig","2024","16933"
"r_13","1","2","5","euro","2024","11117"
"r_13","1","2","5","BGN_fig","2024","21743"
"r_13","1","2","6","euro","2024","8702"
"r_13","1","2","6","BGN_fig","2024","17020"
"r_13","2","2","5","euro","2024","10910"
"r_13","2","2","5","BGN_fig","2024","21339"
"r_13","2","2","6","euro","2024","8629"
"r_13","2","2","6","BGN_fig","2024","16876"
"r_13","0","3","5","euro","2024","8048"
"r_13","0","3","5","BGN_fig","2024","15741"
"r_13","0","3","6","euro","2024","6321"
"r_13","0","3","6","BGN_fig","2024","12362"
"r_13","1","3","5","euro","2024","8853"
"r_13","1","3","5","BGN_fig","2024","17314"
"r_13","1","3","6","euro","2024","7165"
"r_13","1","3","6","BGN_fig","2024","14014"
"r_13","2","3","5","euro","2024","7525"
"r_13","2","3","5","BGN_fig","2024","14717"
"r_13","2","3","6","euro","2024","5876"
"r_13","2","3","6","BGN_fig","2024","11493"
