RevisionColumn,GenderID,Units,periods,ValueColumn
"r_2","2","1000cp","2006Q2","1448.3"
"r_2","2","1000cp","2006Q3","1471.1"
"r_2","2","1000cp","2006Q4","1446.8"
"r_2","2","1000cp","2007Q1","1444.1"
"r_2","2","1000cp","2007Q2","1507.4"
"r_2","2","1000cp","2007Q3","1520.6"
"r_2","2","1000cp","2007Q4","1511.2"
"r_2","2","1000cp","2008Q1","1515.4"
"r_2","2","1000cp","2008Q2","1549.4"
"r_2","2","1000cp","2008Q3","1556.3"
"r_2","2","1000cp","2008Q4","1534.2"
"r_2","2","1000cp","2009Q1","1500.7"
"r_2","2","1000cp","2009Q2","1516.4"
"r_2","2","1000cp","2009Q3","1508.3"
"r_2","2","1000cp","2009Q4","1456.6"
"r_2","2","1000cp","2010Q1","1391.9"
"r_2","2","1000cp","2010Q2","1420.2"
"r_2","2","1000cp","2010Q3","1439.3"
"r_2","2","1000cp","2010Q4","1418.9"
"r_2","2","1000cp","2011Q1","1350.5"
"r_2","2","1000cp","2011Q2","1371.8"
"r_2","2","1000cp","2011Q3","1408.7"
"r_2","2","1000cp","2011Q4","1398.6"
"r_2","2","1000cp","2012Q1","1343.3"
"r_2","2","1000cp","2012Q2","1362.9"
"r_2","2","1000cp","2012Q3","1409.3"
"r_2","2","1000cp","2012Q4","1369.1"
"r_2","2","1000cp","2013Q1","1336.3"
"r_2","2","1000cp","2013Q2","1378.9"
"r_2","2","1000cp","2013Q3","1400.5"
"r_2","2","1000cp","2013Q4","1354.8"
"r_2","2","1000cp","2014Q1","1338.4"
"r_2","2","1000cp","2014Q2","1380"
"r_2","2","1000cp","2014Q3","1411.7"
"r_2","2","1000cp","2014Q4","1388.3"
"r_2","2","1000cp","2015Q1","1363"
"r_2","2","1000cp","2015Q2","1391.3"
"r_2","2","1000cp","2015Q3","1430"
"r_2","2","1000cp","2015Q4","1405.7"
"r_3","0","1000cp","2016Q1","2905.4"
"r_3","1","1000cp","2016Q1","1544.2"
"r_3","2","1000cp","2016Q1","1361.2"
"r_4","0","1000cp","2016Q2","2959"
"r_4","1","1000cp","2016Q2","1563.7"
"r_4","2","1000cp","2016Q2","1395.4"
"r_5","0","1000cp","2016Q3","2975.2"
"r_5","1","1000cp","2016Q3","1576"
"r_5","2","1000cp","2016Q3","1399.1"
"r_6","0","1000cp","2016Q4","2932.2"
"r_6","1","1000cp","2016Q4","1566"
"r_6","2","1000cp","2016Q4","1366.2"
"r_6","0","1000cp","2017Q1","2954.5"
"r_6","1","1000cp","2017Q1","1576"
"r_6","2","1000cp","2017Q1","1378.4"
"r_8","0","1000cp","2017Q2","3076.2"
"r_8","1","1000cp","2017Q2","1627.8"
"r_8","2","1000cp","2017Q2","1448.4"
"r_9","0","1000cp","2017Q3","3124.3"
"r_9","1","1000cp","2017Q3","1660.5"
"r_9","2","1000cp","2017Q3","1463.8"
"r_10","0","1000cp","2017Q4","3078.6"
"r_10","1","1000cp","2017Q4","1650.6"
"r_10","2","1000cp","2017Q4","1428"
"r_11","0","1000cp","2018Q1","3011.6"
"r_11","1","1000cp","2018Q1","1603.7"
"r_11","2","1000cp","2018Q1","1407.9"
"r_12","0","1000cp","2018Q2","3064.4"
"r_12","1","1000cp","2018Q2","1623.1"
"r_12","2","1000cp","2018Q2","1441.3"
"r_13","0","1000cp","2018Q3","3096.4"
"r_13","1","1000cp","2018Q3","1650.3"
"r_13","2","1000cp","2018Q3","1446.1"
"r_14","0","1000cp","2018Q4","3046.2"
"r_14","1","1000cp","2018Q4","1635.5"
"r_14","2","1000cp","2018Q4","1410.7"
"r_15","0","1000cp","2019Q1","3051"
"r_15","1","1000cp","2019Q1","1621.5"
"r_15","2","1000cp","2019Q1","1429.5"
"r_16","0","1000cp","2019Q2","3154.1"
"r_16","1","1000cp","2019Q2","1667.5"
"r_16","2","1000cp","2019Q2","1486.5"
"r_17","0","1000cp","2019Q3","3173.1"
"r_17","1","1000cp","2019Q3","1697.3"
"r_17","2","1000cp","2019Q3","1475.8"
"r_18","0","1000cp","2019Q4","3106.9"
"r_18","1","1000cp","2019Q4","1672.9"
"r_18","2","1000cp","2019Q4","1434"
"r_19","0","1000cp","2020Q1","3006.4"
"r_19","1","1000cp","2020Q1","1608.5"
"r_19","2","1000cp","2020Q1","1398"
"r_20","0","1000cp","2020Q2","2970.3"
"r_20","1","1000cp","2020Q2","1578.3"
"r_20","2","1000cp","2020Q2","1392"
"r_21","0","1000cp","2020Q3","3061.6"
"r_21","1","1000cp","2020Q3","1634.7"
"r_21","2","1000cp","2020Q3","1426.9"
"r_22","0","1000cp","2020Q4","3020.6"
"r_22","1","1000cp","2020Q4","1630.3"
"r_22","2","1000cp","2020Q4","1390.2"
"r_31","0","1000cp","2023Q1","2811.2"
"r_31","1","1000cp","2023Q1","1481.7"
"r_31","2","1000cp","2023Q1","1329.5"
"r_32","0","1000cp","2023Q2","2801.5"
"r_32","1","1000cp","2023Q2","1480.6"
"r_32","2","1000cp","2023Q2","1320.8"
"r_33","0","1000cp","2023Q3","2839.6"
"r_33","1","1000cp","2023Q3","1495"
"r_33","2","1000cp","2023Q3","1344.5"
"r_35","0","1000cp","2022Q2","2809.6"
"r_35","1","1000cp","2022Q2","1483.4"
"r_35","2","1000cp","2022Q2","1326.2"
"r_36","0","1000cp","2022Q3","2883.2"
"r_36","1","1000cp","2022Q3","1526.7"
"r_36","2","1000cp","2022Q3","1356.5"
"r_37","0","1000cp","2022Q4","2864"
"r_37","1","1000cp","2022Q4","1515.8"
"r_37","2","1000cp","2022Q4","1348.2"
"r_34","0","1000cp","2022Q1","2766.6"
"r_34","1","1000cp","2022Q1","1464.2"
"r_34","2","1000cp","2022Q1","1302.4"
"r_38","0","1000cp","2023Q4","2798.7"
"r_38","1","1000cp","2023Q4","1485.8"
"r_38","2","1000cp","2023Q4","1312.8"
"r_39","0","1000cp","2024Q1","2791.4"
"r_39","1","1000cp","2024Q1","1479.3"
"r_39","2","1000cp","2024Q1","1312.1"
"r_40","0","1000cp","2021Q1","2740.1"
"r_40","1","1000cp","2021Q1","1463.4"
"r_40","2","1000cp","2021Q1","1276.7"
"r_41","0","1000cp","2021Q2","2766.6"
"r_41","1","1000cp","2021Q2","1471.9"
"r_41","2","1000cp","2021Q2","1294.7"
"r_42","0","1000cp","2021Q3","2821.8"
"r_42","1","1000cp","2021Q3","1494.2"
"r_42","2","1000cp","2021Q3","1327.6"
"r_43","0","1000cp","2021Q4","2778"
"r_43","1","1000cp","2021Q4","1475.7"
"r_43","2","1000cp","2021Q4","1302.3"
"r_44","0","1000cp","2024Q2","2814.5"
"r_44","1","1000cp","2024Q2","1487.1"
"r_44","2","1000cp","2024Q2","1327.4"
"r_45","0","1000cp","2024Q3","2838.6"
"r_45","1","1000cp","2024Q3","1500.4"
"r_45","2","1000cp","2024Q3","1338.3"
"r_46","0","1000cp","2024Q4","2803.4"
"r_46","1","1000cp","2024Q4","1473.2"
"r_46","2","1000cp","2024Q4","1330.2"
"r_47","0","1000cp","2025Q1","2794"
"r_47","1","1000cp","2025Q1","1482.6"
"r_47","2","1000cp","2025Q1","1311.5"
"r_48","0","1000cp","2025Q2","2808.4"
"r_48","1","1000cp","2025Q2","1487.1"
"r_48","2","1000cp","2025Q2","1321.3"
"r_49","0","1000cp","2025Q3","2815.1"
"r_49","1","1000cp","2025Q3","1487.7"
"r_49","2","1000cp","2025Q3","1327.4"
