RevisionColumn,Indicators,periods,PRODPROM,Units,ValueColumn
"r_16","3.1.1.2.2","2010","32.50.30","p/st",".."
"r_16","3.1.1.2.3","2010","32.50.30","p/st","3582"
"r_16","3.1.1.2.1","2010","32.50.41","p/st",".."
"r_16","3.1.1.2.2","2010","32.50.41","p/st",".."
"r_16","3.1.1.2.3","2010","32.50.41","p/st",".."
"r_16","3.1.1.2.1","2010","32.50.43","p/st","-"
"r_16","3.1.1.2.2","2010","32.50.43","p/st","-"
"r_16","3.1.1.2.3","2010","32.50.43","p/st","-"
"r_16","3.1.1.2.1","2010","32.50.44","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","32.50.44","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","32.50.44","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","32.50.50","kg_fig","-"
"r_16","3.1.1.2.2","2010","32.50.50","kg_fig","-"
"r_16","3.1.1.2.3","2010","32.50.50","kg_fig","-"
"r_16","3.1.1.2.1","2010","32.91.11","p/st","1051405"
"r_16","3.1.1.2.2","2010","32.91.11","p/st","1052621"
"r_16","3.1.1.2.3","2010","32.91.11","p/st","2183"
"r_16","3.1.1.2.1","2010","32.91.12","p/st",".."
"r_16","3.1.1.2.2","2010","32.91.12","p/st",".."
"r_16","3.1.1.2.3","2010","32.91.12","p/st",".."
"r_16","3.1.1.2.1","2010","32.91.19","p/st","3192185"
"r_16","3.1.1.2.2","2010","32.91.19","p/st","3267202"
"r_16","3.1.1.2.3","2010","32.91.19","p/st","2217"
"r_16","3.1.1.2.1","2010","32.99.12","p/st",".."
"r_16","3.1.1.2.2","2010","32.99.12","p/st",".."
"r_16","3.1.1.2.3","2010","32.99.12","p/st",".."
"r_16","3.1.1.2.1","2010","32.99.13","p/st","-"
"r_16","3.1.1.2.2","2010","32.99.13","p/st","-"
"r_16","3.1.1.2.3","2010","32.99.13","p/st","-"
"r_16","3.1.1.2.1","2010","32.99.16","p/st",".."
"r_16","3.1.1.2.2","2010","32.99.16","p/st",".."
"r_16","3.1.1.2.3","2010","32.99.16","p/st",".."
"r_16","3.1.1.2.1","2010","32.99.21","p/st","63407"
"r_16","3.1.1.2.2","2010","32.99.21","p/st","63197"
"r_16","3.1.1.2.3","2010","32.99.21","p/st","6885"
"r_16","3.1.1.2.1","2010","32.99.22","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","32.99.22","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","32.99.22","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","32.99.23","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","32.99.23","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","32.99.23","1000BGN_fig","3844"
"r_16","3.1.1.2.1","2010","32.99.30","kg_fig","-"
"r_16","3.1.1.2.2","2010","32.99.30","kg_fig","-"
"r_16","3.1.1.2.3","2010","32.99.30","kg_fig","-"
"r_16","3.1.1.2.1","2010","32.99.43","p/st","-"
"r_16","3.1.1.2.2","2010","32.99.43","p/st","-"
"r_16","3.1.1.2.3","2010","32.99.43","p/st","-"
"r_16","3.1.1.2.1","2010","32.99.51","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","32.99.51","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","32.99.51","1000BGN_fig","2200"
"r_16","3.1.1.2.1","2010","32.99.52","kg_fig",".."
"r_16","3.1.1.2.2","2010","32.99.52","kg_fig",".."
"r_16","3.1.1.2.3","2010","32.99.52","kg_fig",".."
"r_16","3.1.1.2.1","2010","32.99.53","kg_fig",".."
"r_16","3.1.1.2.2","2010","32.99.53","kg_fig",".."
"r_16","3.1.1.2.3","2010","32.99.53","kg_fig",".."
"r_16","3.1.1.2.1","2010","32.99.54","kg_fig","1281635"
"r_16","3.1.1.2.2","2010","32.99.54","kg_fig","1243328"
"r_16","3.1.1.2.3","2010","32.99.54","kg_fig","5008"
"r_16","3.1.1.2.1","2010","32.99.55","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","32.99.55","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","32.99.55","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.11.12","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.11.12","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.11.12","1000BGN_fig","2744"
"r_16","3.1.1.2.1","2010","33.11.13","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.11.13","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.11.13","1000BGN_fig","21595"
"r_16","3.1.1.2.1","2010","33.11.19","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.11.19","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.11.19","1000BGN_fig","2901"
"r_16","3.1.1.2.1","2010","33.12.11","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.11","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.11","1000BGN_fig","71999"
"r_16","3.1.1.2.1","2010","33.12.12","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.12","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.12","1000BGN_fig","18675"
"r_16","3.1.1.2.1","2010","33.12.14","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.14","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.14","1000BGN_fig","1323"
"r_16","3.1.1.2.1","2010","33.12.15","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.15","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.15","1000BGN_fig","9588"
"r_16","3.1.1.2.1","2010","33.12.18","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.18","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.18","1000BGN_fig","10609"
"r_16","3.1.1.2.1","2010","33.12.19","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.19","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.19","1000BGN_fig","6934"
"r_16","3.1.1.2.1","2010","33.12.21","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.21","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.21","1000BGN_fig","1695"
"r_16","3.1.1.2.1","2010","33.12.22","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.22","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.22","1000BGN_fig","3987"
"r_16","3.1.1.2.1","2010","33.12.23","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.23","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.23","1000BGN_fig","17845"
"r_16","3.1.1.2.1","2010","33.12.24","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.24","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.24","1000BGN_fig","10443"
"r_16","3.1.1.2.1","2010","33.12.25","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.25","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.25","1000BGN_fig","9546"
"r_16","3.1.1.2.1","2010","33.12.26","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.26","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.26","1000BGN_fig","1445"
"r_16","3.1.1.2.1","2010","33.12.27","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.27","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.27","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.12.28","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.28","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.28","1000BGN_fig","93"
"r_16","3.1.1.2.1","2010","33.12.29","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.12.29","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.12.29","1000BGN_fig","110119"
"r_16","3.1.1.2.1","2010","33.13.11","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.13.11","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.13.11","1000BGN_fig","461"
"r_16","3.1.1.2.1","2010","33.13.12","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.13.12","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.13.12","1000BGN_fig","2496"
"r_16","3.1.1.2.1","2010","33.13.13","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.13.13","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.13.13","1000BGN_fig","-"
"r_16","3.1.1.2.1","2010","33.13.19","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.13.19","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.13.19","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.14.11","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.14.11","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.14.11","1000BGN_fig","9588"
"r_16","3.1.1.2.1","2010","33.14.19","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.14.19","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.14.19","1000BGN_fig","11801"
"r_16","3.1.1.2.1","2010","33.15.10","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.15.10","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.15.10","1000BGN_fig","115475"
"r_16","3.1.1.2.1","2010","33.16.10","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.16.10","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.16.10","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.17.11","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.17.11","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.17.11","1000BGN_fig","33625"
"r_16","3.1.1.2.1","2010","33.19.10","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.19.10","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.19.10","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.20.11","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.11","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.11","1000BGN_fig","1746"
"r_16","3.1.1.2.1","2010","33.20.21","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.21","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.21","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.20.29","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.29","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.29","1000BGN_fig","36265"
"r_16","3.1.1.2.1","2010","33.20.31","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.31","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.31","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.20.32","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.32","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.32","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.20.33","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.33","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.33","1000BGN_fig",".."
"r_16","3.1.1.2.1","2010","33.20.34","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.34","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.34","1000BGN_fig","-"
"r_16","3.1.1.2.1","2010","33.20.35","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.35","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.35","1000BGN_fig","1554"
"r_16","3.1.1.2.1","2010","33.20.36","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.36","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.36","1000BGN_fig","-"
"r_16","3.1.1.2.1","2010","33.20.37","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.37","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.37","1000BGN_fig","-"
"r_16","3.1.1.2.1","2010","33.20.38","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.38","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.38","1000BGN_fig","-"
"r_16","3.1.1.2.1","2010","33.20.39","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.39","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.39","1000BGN_fig","2922"
"r_16","3.1.1.2.1","2010","33.20.41","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.41","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.41","1000BGN_fig","-"
"r_16","3.1.1.2.1","2010","33.20.42","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.42","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.42","1000BGN_fig","41385"
"r_16","3.1.1.2.1","2010","33.20.50","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.50","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.50","1000BGN_fig","7712"
"r_16","3.1.1.2.1","2010","33.20.60","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.60","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.60","1000BGN_fig","24499"
"r_16","3.1.1.2.1","2010","33.20.70","1000BGN_fig","x"
"r_16","3.1.1.2.2","2010","33.20.70","1000BGN_fig","x"
"r_16","3.1.1.2.3","2010","33.20.70","1000BGN_fig",".."
"r_16","3.1.1.2.1","2011","07.10.10","kg_fig","-"
"r_16","3.1.1.2.2","2011","07.10.10","kg_fig","-"
"r_16","3.1.1.2.3","2011","07.10.10","kg_fig","-"
"r_16","3.1.1.2.1","2011","07.29.11","kg_fig","28213906072"
"r_16","3.1.1.2.2","2011","07.29.11","kg_fig","491016314"
"r_16","3.1.1.2.3","2011","07.29.11","kg_fig","1170134"
"r_16","3.1.1.2.1","2011","07.29.12","kg_fig","-"
"r_16","3.1.1.2.2","2011","07.29.12","kg_fig","-"
"r_16","3.1.1.2.3","2011","07.29.12","kg_fig","-"
"r_16","3.1.1.2.1","2011","07.29.13","kg_fig","-"
"r_16","3.1.1.2.2","2011","07.29.13","kg_fig","-"
"r_16","3.1.1.2.3","2011","07.29.13","kg_fig","-"
"r_16","3.1.1.2.1","2011","07.29.14","kg_fig",".."
"r_16","3.1.1.2.2","2011","07.29.14","kg_fig",".."
"r_16","3.1.1.2.3","2011","07.29.14","kg_fig",".."
"r_16","3.1.1.2.1","2011","07.29.15","kg_fig","675039309"
"r_16","3.1.1.2.2","2011","07.29.15","kg_fig","194486399"
"r_16","3.1.1.2.3","2011","07.29.15","kg_fig","82831"
"r_16","3.1.1.2.1","2011","07.29.19","kg_fig",".."
"r_16","3.1.1.2.2","2011","07.29.19","kg_fig",".."
"r_16","3.1.1.2.3","2011","07.29.19","kg_fig",".."
"r_16","3.1.1.2.1","2011","08.11.11","kg_fig","63219548"
"r_16","3.1.1.2.2","2011","08.11.11","kg_fig","61578674"
"r_16","3.1.1.2.3","2011","08.11.11","kg_fig","7135"
"r_16","3.1.1.2.1","2011","08.11.12","kg_fig","1408869730"
"r_16","3.1.1.2.2","2011","08.11.12","kg_fig","716763522"
"r_16","3.1.1.2.3","2011","08.11.12","kg_fig","3827"
"r_16","3.1.1.2.1","2011","08.11.20","kg_fig","5459876031"
"r_16","3.1.1.2.2","2011","08.11.20","kg_fig","3794684279"
"r_16","3.1.1.2.3","2011","08.11.20","kg_fig","28040"
"r_16","3.1.1.2.1","2011","08.11.30","kg_fig",".."
"r_16","3.1.1.2.2","2011","08.11.30","kg_fig",".."
"r_16","3.1.1.2.3","2011","08.11.30","kg_fig","1350"
"r_16","3.1.1.2.1","2011","08.11.40","kg_fig","-"
"r_16","3.1.1.2.2","2011","08.11.40","kg_fig","-"
"r_16","3.1.1.2.3","2011","08.11.40","kg_fig","-"
"r_16","3.1.1.2.1","2011","08.12.11","kg_fig","6374555166"
"r_16","3.1.1.2.2","2011","08.12.11","kg_fig","5907001318"
"r_16","3.1.1.2.3","2011","08.12.11","kg_fig","74085"
"r_16","3.1.1.2.1","2011","08.12.12","kg_fig","26795553283"
"r_16","3.1.1.2.2","2011","08.12.12","kg_fig","22939442432"
"r_16","3.1.1.2.3","2011","08.12.12","kg_fig","143290"
"r_16","3.1.1.2.1","2011","08.12.13","kg_fig","-"
"r_16","3.1.1.2.2","2011","08.12.13","kg_fig","-"
"r_16","3.1.1.2.3","2011","08.12.13","kg_fig","-"
"r_16","3.1.1.2.1","2011","08.12.21","kg_fig",".."
"r_16","3.1.1.2.2","2011","08.12.21","kg_fig",".."
"r_16","3.1.1.2.3","2011","08.12.21","kg_fig",".."
"r_16","3.1.1.2.1","2011","08.12.22","kg_fig","458783280"
"r_16","3.1.1.2.2","2011","08.12.22","kg_fig","355846408"
"r_16","3.1.1.2.3","2011","08.12.22","kg_fig","8921"
"r_16","3.1.1.2.1","2011","08.91.11","kg_fig","-"
"r_16","3.1.1.2.2","2011","08.91.11","kg_fig","-"
"r_16","3.1.1.2.3","2011","08.91.11","kg_fig","-"
"r_16","3.1.1.2.1","2011","08.91.12","kg_fig","-"
"r_16","3.1.1.2.2","2011","08.91.12","kg_fig","-"
"r_16","3.1.1.2.3","2011","08.91.12","kg_fig","-"
"r_16","3.1.1.2.1","2011","08.91.19","kg_fig",".."
"r_16","3.1.1.2.2","2011","08.91.19","kg_fig",".."
"r_16","3.1.1.2.3","2011","08.91.19","kg_fig",".."
"r_16","3.1.1.2.1","2011","08.93.10","kg_fig",".."
"r_16","3.1.1.2.2","2011","08.93.10","kg_fig",".."
"r_16","3.1.1.2.3","2011","08.93.10","kg_fig",".."
"r_16","3.1.1.2.1","2011","08.99.10","kg_fig","-"
"r_16","3.1.1.2.2","2011","08.99.10","kg_fig","-"
"r_16","3.1.1.2.3","2011","08.99.10","kg_fig","-"
"r_16","3.1.1.2.1","2011","08.99.21","c/k","-"
"r_16","3.1.1.2.2","2011","08.99.21","c/k","-"
"r_16","3.1.1.2.3","2011","08.99.21","c/k","-"
"r_16","3.1.1.2.1","2011","08.99.22","kg_fig","-"
"r_16","3.1.1.2.2","2011","08.99.22","kg_fig","-"
"r_16","3.1.1.2.3","2011","08.99.22","kg_fig","-"
"r_16","3.1.1.2.1","2011","08.99.29","kg_fig","193705374"
"r_16","3.1.1.2.2","2011","08.99.29","kg_fig","179556969"
"r_16","3.1.1.2.3","2011","08.99.29","kg_fig","5226"
"r_16","3.1.1.2.1","2011","10.11.11","kg_fig","6397160"
"r_16","3.1.1.2.2","2011","10.11.11","kg_fig","6143471"
"r_16","3.1.1.2.3","2011","10.11.11","kg_fig","33699"
"r_16","3.1.1.2.1","2011","10.11.12","kg_fig","106619328"
"r_16","3.1.1.2.2","2011","10.11.12","kg_fig","90408073"
"r_16","3.1.1.2.3","2011","10.11.12","kg_fig","381569"
"r_16","3.1.1.2.1","2011","10.11.13","kg_fig","3893557"
"r_16","3.1.1.2.2","2011","10.11.13","kg_fig","2561618"
"r_16","3.1.1.2.3","2011","10.11.13","kg_fig","26277"
"r_16","3.1.1.2.1","2011","10.11.14","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.11.14","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.11.14","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.11.15","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.11.15","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.11.15","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.11.20","kg_fig","3828211"
"r_16","3.1.1.2.2","2011","10.11.20","kg_fig","3466393"
"r_16","3.1.1.2.3","2011","10.11.20","kg_fig","8000"
"r_16","3.1.1.2.1","2011","10.11.31","kg_fig","148624"
"r_16","3.1.1.2.2","2011","10.11.31","kg_fig","142999"
"r_16","3.1.1.2.3","2011","10.11.31","kg_fig","722"
"r_16","3.1.1.2.1","2011","10.11.32","kg_fig","5443359"
"r_16","3.1.1.2.2","2011","10.11.32","kg_fig","5542774"
"r_16","3.1.1.2.3","2011","10.11.32","kg_fig","27977"
"r_16","3.1.1.2.1","2011","10.11.33","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.11.33","kg_fig","307454"
"r_16","3.1.1.2.3","2011","10.11.33","kg_fig","2391"
"r_16","3.1.1.2.1","2011","10.11.34","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.11.34","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.11.34","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.11.35","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.11.35","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.11.35","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.11.39","kg_fig","1234352"
"r_16","3.1.1.2.2","2011","10.11.39","kg_fig","1151240"
"r_16","3.1.1.2.3","2011","10.11.39","kg_fig","2366"
"r_16","3.1.1.2.1","2011","10.11.41","kg_fig","-"
"r_16","3.1.1.2.2","2011","10.11.41","kg_fig","-"
"r_16","3.1.1.2.3","2011","10.11.41","kg_fig","-"
"r_16","3.1.1.2.1","2011","10.11.42","p/st","2545"
"r_16","3.1.1.2.2","2011","10.11.42","p/st","2580"
"r_16","3.1.1.2.3","2011","10.11.42","p/st","85"
"r_16","3.1.1.2.1","2011","10.11.43","kg_fig","791370"
"r_16","3.1.1.2.2","2011","10.11.43","kg_fig","408800"
"r_16","3.1.1.2.3","2011","10.11.43","kg_fig","1237"
"r_16","3.1.1.2.1","2011","10.11.44","p/st","372596"
"r_16","3.1.1.2.2","2011","10.11.44","p/st","351492"
"r_16","3.1.1.2.3","2011","10.11.44","p/st","2280"
"r_16","3.1.1.2.1","2011","10.11.45","p/st",".."
"r_16","3.1.1.2.2","2011","10.11.45","p/st",".."
"r_16","3.1.1.2.3","2011","10.11.45","p/st",".."
"r_16","3.1.1.2.1","2011","10.11.50","kg_fig","1548821"
"r_16","3.1.1.2.2","2011","10.11.50","kg_fig","1533143"
"r_16","3.1.1.2.3","2011","10.11.50","kg_fig","2480"
"r_16","3.1.1.2.1","2011","10.11.60","kg_fig","5753401"
"r_16","3.1.1.2.2","2011","10.11.60","kg_fig","5375608"
"r_16","3.1.1.2.3","2011","10.11.60","kg_fig","2404"
"r_16","3.1.1.2.1","2011","10.12.10","kg_fig","85888879"
"r_16","3.1.1.2.2","2011","10.12.10","kg_fig","62888616"
"r_16","3.1.1.2.3","2011","10.12.10","kg_fig","269798"
"r_16","3.1.1.2.1","2011","10.12.20","kg_fig","69568195"
"r_16","3.1.1.2.2","2011","10.12.20","kg_fig","55286363"
"r_16","3.1.1.2.3","2011","10.12.20","kg_fig","184770"
"r_16","3.1.1.2.1","2011","10.12.30","kg_fig","1322677"
"r_16","3.1.1.2.2","2011","10.12.30","kg_fig","849116"
"r_16","3.1.1.2.3","2011","10.12.30","kg_fig","1120"
"r_16","3.1.1.2.1","2011","10.12.40","kg_fig","8734097"
"r_16","3.1.1.2.2","2011","10.12.40","kg_fig","7721122"
"r_16","3.1.1.2.3","2011","10.12.40","kg_fig","10091"
"r_16","3.1.1.2.1","2011","10.12.50","kg_fig","-"
"r_16","3.1.1.2.2","2011","10.12.50","kg_fig","-"
"r_16","3.1.1.2.3","2011","10.12.50","kg_fig","-"
"r_16","3.1.1.2.1","2011","10.13.11","kg_fig","13807142"
"r_16","3.1.1.2.2","2011","10.13.11","kg_fig","11962927"
"r_16","3.1.1.2.3","2011","10.13.11","kg_fig","74759"
"r_16","3.1.1.2.1","2011","10.13.12","kg_fig","335375"
"r_16","3.1.1.2.2","2011","10.13.12","kg_fig","333212"
"r_16","3.1.1.2.3","2011","10.13.12","kg_fig","4946"
"r_16","3.1.1.2.1","2011","10.13.13","kg_fig","4045642"
"r_16","3.1.1.2.2","2011","10.13.13","kg_fig","4104491"
"r_16","3.1.1.2.3","2011","10.13.13","kg_fig","16080"
"r_16","3.1.1.2.1","2011","10.13.14","kg_fig","107013056"
"r_16","3.1.1.2.2","2011","10.13.14","kg_fig","106779268"
"r_16","3.1.1.2.3","2011","10.13.14","kg_fig","483904"
"r_16","3.1.1.2.1","2011","10.13.15","kg_fig","13420443"
"r_16","3.1.1.2.2","2011","10.13.15","kg_fig","13514945"
"r_16","3.1.1.2.3","2011","10.13.15","kg_fig","58781"
"r_16","3.1.1.2.1","2011","10.13.16","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.13.16","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.13.16","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.13.91","1000BGN_fig","x"
"r_16","3.1.1.2.2","2011","10.13.91","1000BGN_fig","x"
"r_16","3.1.1.2.3","2011","10.13.91","1000BGN_fig","-"
"r_16","3.1.1.2.1","2011","10.20.11","kg_fig","70427"
"r_16","3.1.1.2.2","2011","10.20.11","kg_fig","69162"
"r_16","3.1.1.2.3","2011","10.20.11","kg_fig","525"
"r_16","3.1.1.2.1","2011","10.20.12","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.20.12","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.20.12","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.20.13","kg_fig","4529411"
"r_16","3.1.1.2.2","2011","10.20.13","kg_fig","4336331"
"r_16","3.1.1.2.3","2011","10.20.13","kg_fig","11632"
"r_16","3.1.1.2.1","2011","10.20.14","kg_fig","194820"
"r_16","3.1.1.2.2","2011","10.20.14","kg_fig","214909"
"r_16","3.1.1.2.3","2011","10.20.14","kg_fig","1039"
"r_16","3.1.1.2.1","2011","10.20.15","kg_fig","-"
"r_16","3.1.1.2.2","2011","10.20.15","kg_fig","-"
"r_16","3.1.1.2.3","2011","10.20.15","kg_fig","-"
"r_16","3.1.1.2.1","2011","10.20.16","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.20.16","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.20.16","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.20.21","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.20.21","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.20.21","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.20.22","kg_fig","-"
"r_16","3.1.1.2.2","2011","10.20.22","kg_fig","-"
"r_16","3.1.1.2.3","2011","10.20.22","kg_fig","-"
"r_16","3.1.1.2.1","2011","10.20.23","kg_fig","248473"
"r_16","3.1.1.2.2","2011","10.20.23","kg_fig","239317"
"r_16","3.1.1.2.3","2011","10.20.23","kg_fig","1117"
"r_16","3.1.1.2.1","2011","10.20.24","kg_fig","244205"
"r_16","3.1.1.2.2","2011","10.20.24","kg_fig","230738"
"r_16","3.1.1.2.3","2011","10.20.24","kg_fig","2335"
"r_16","3.1.1.2.1","2011","10.20.25","kg_fig","4050291"
"r_16","3.1.1.2.2","2011","10.20.25","kg_fig","3816199"
"r_16","3.1.1.2.3","2011","10.20.25","kg_fig","20695"
"r_16","3.1.1.2.1","2011","10.20.26","kg_fig","129216"
"r_16","3.1.1.2.2","2011","10.20.26","kg_fig","128808"
"r_16","3.1.1.2.3","2011","10.20.26","kg_fig","714"
"r_16","3.1.1.2.1","2011","10.20.31","kg_fig",".."
"r_16","3.1.1.2.2","2011","10.20.31","kg_fig",".."
"r_16","3.1.1.2.3","2011","10.20.31","kg_fig",".."
"r_16","3.1.1.2.1","2011","10.20.32","kg_fig","434867"
