RevisionColumn,Units,periods,Indicators,ValueColumn
"r_2","1000BGN","2011","3.1.2.1.1.2.1.0.4","151282"
"r_2","1000BGN","2012","3.1.2.1.1.2.1.0.4","190428"
"r_2","1000BGN","2013","3.1.2.1.1.2.1.0.4","166171"
"r_2","1000BGN","2014","3.1.2.1.1.2.1.0.4","179677"
"r_2","1000BGN","2015","3.1.2.1.1.2.1.0.4","201703"
"r_2","1000BGN","2016","3.1.2.1.1.2.1.0.4","189140"
"r_2","1000BGN","2017","3.1.2.1.1.2.1.0.4","186310"
"r_2","1000BGN","2018","3.1.2.1.1.2.1.0.4","222608"
"r_2","1000BGN","2019","3.1.2.1.1.2.1.0.4","230029"
"r_2","1000BGN","2020","3.1.2.1.1.2.1.0.4","214668"
"r_2","1000BGN","2005","3.1.2.1.1.2.2","6484"
"r_2","1000BGN","2006","3.1.2.1.1.2.2","12925"
"r_2","1000BGN","2007","3.1.2.1.1.2.2","7991"
"r_2","1000BGN","2008","3.1.2.1.1.2.2","11625"
"r_2","1000BGN","2009","3.1.2.1.1.2.2","8020"
"r_2","1000BGN","2010","3.1.2.1.1.2.2","10409"
"r_2","1000BGN","2011","3.1.2.1.1.2.2","8689"
"r_2","1000BGN","2012","3.1.2.1.1.2.2","11524"
"r_2","1000BGN","2013","3.1.2.1.1.2.2","11848"
"r_2","1000BGN","2014","3.1.2.1.1.2.2","13605"
"r_2","1000BGN","2015","3.1.2.1.1.2.2","12125"
"r_2","1000BGN","2016","3.1.2.1.1.2.2","8732"
"r_2","1000BGN","2017","3.1.2.1.1.2.2","9842"
"r_2","1000BGN","2018","3.1.2.1.1.2.2","6734"
"r_2","1000BGN","2019","3.1.2.1.1.2.2","11872"
"r_2","1000BGN","2020","3.1.2.1.1.2.2","7880"
"r_2","1000BGN","2005","3.1.2.1.1.2.3","320"
"r_2","1000BGN","2006","3.1.2.1.1.2.3","909"
"r_2","1000BGN","2007","3.1.2.1.1.2.3","505"
"r_2","1000BGN","2008","3.1.2.1.1.2.3","1275"
"r_2","1000BGN","2009","3.1.2.1.1.2.3","1008"
"r_2","1000BGN","2010","3.1.2.1.1.2.3","783"
"r_2","1000BGN","2011","3.1.2.1.1.2.3","1013"
"r_2","1000BGN","2012","3.1.2.1.1.2.3","729"
"r_2","1000BGN","2013","3.1.2.1.1.2.3","629"
"r_2","1000BGN","2014","3.1.2.1.1.2.3","796"
"r_2","1000BGN","2015","3.1.2.1.1.2.3","2667"
"r_2","1000BGN","2016","3.1.2.1.1.2.3","#"
"r_2","1000BGN","2017","3.1.2.1.1.2.3","#"
"r_2","1000BGN","2018","3.1.2.1.1.2.3","#"
"r_2","1000BGN","2019","3.1.2.1.1.2.3","#"
"r_2","1000BGN","2020","3.1.2.1.1.2.3","#"
"r_2","1000BGN","2005","3.1.2.1.1.2.4","11092"
"r_2","1000BGN","2006","3.1.2.1.1.2.4","14390"
"r_2","1000BGN","2007","3.1.2.1.1.2.4","27308"
"r_2","1000BGN","2008","3.1.2.1.1.2.4","42028"
"r_2","1000BGN","2009","3.1.2.1.1.2.4","21897"
"r_2","1000BGN","2010","3.1.2.1.1.2.4","23755"
"r_2","1000BGN","2011","3.1.2.1.1.2.4","15517"
"r_2","1000BGN","2012","3.1.2.1.1.2.4","20263"
"r_2","1000BGN","2013","3.1.2.1.1.2.4","20286"
"r_2","1000BGN","2014","3.1.2.1.1.2.4","17887"
"r_2","1000BGN","2015","3.1.2.1.1.2.4","17586"
"r_2","1000BGN","2016","3.1.2.1.1.2.4","19673"
"r_2","1000BGN","2017","3.1.2.1.1.2.4","19011"
"r_2","1000BGN","2018","3.1.2.1.1.2.4","24132"
"r_2","1000BGN","2019","3.1.2.1.1.2.4","29605"
"r_2","1000BGN","2020","3.1.2.1.1.2.4","17915"
"r_2","1000BGN","2005","3.1.2.1.1.2.5","11505"
"r_2","1000BGN","2006","3.1.2.1.1.2.5","13726"
"r_2","1000BGN","2007","3.1.2.1.1.2.5","26773"
"r_2","1000BGN","2008","3.1.2.1.1.2.5","22373"
"r_2","1000BGN","2009","3.1.2.1.1.2.5","28488"
"r_2","1000BGN","2010","3.1.2.1.1.2.5","29084"
"r_2","1000BGN","2011","3.1.2.1.1.2.5","32228"
"r_2","1000BGN","2012","3.1.2.1.1.2.5","36330"
"r_2","1000BGN","2013","3.1.2.1.1.2.5","32953"
"r_2","1000BGN","2014","3.1.2.1.1.2.5","44617"
"r_2","1000BGN","2015","3.1.2.1.1.2.5","38670"
"r_2","1000BGN","2016","3.1.2.1.1.2.5","38073"
"r_2","1000BGN","2017","3.1.2.1.1.2.5","50180"
"r_2","1000BGN","2018","3.1.2.1.1.2.5","50926"
"r_2","1000BGN","2019","3.1.2.1.1.2.5","49046"
"r_2","1000BGN","2020","3.1.2.1.1.2.5","50501"
"r_2","1000BGN","2005","3.1.2.1.1.2","258227"
"r_2","1000BGN","2006","3.1.2.1.1.2","317685"
"r_2","1000BGN","2007","3.1.2.1.1.2","364054"
"r_2","1000BGN","2008","3.1.2.1.1.2","408141"
"r_2","1000BGN","2009","3.1.2.1.1.2","408827"
"r_2","1000BGN","2010","3.1.2.1.1.2","419497"
"r_2","1000BGN","2011","3.1.2.1.1.2","463663"
"r_2","1000BGN","2012","3.1.2.1.1.2","537009"
"r_2","1000BGN","2013","3.1.2.1.1.2","557653"
"r_2","1000BGN","2014","3.1.2.1.1.2","598372"
"r_2","1000BGN","2015","3.1.2.1.1.2","617291"
"r_2","1000BGN","2016","3.1.2.1.1.2","594801"
"r_2","1000BGN","2017","3.1.2.1.1.2","619114"
"r_2","1000BGN","2018","3.1.2.1.1.2","681741"
"r_2","1000BGN","2019","3.1.2.1.1.2","1239929"
"r_2","1000BGN","2020","3.1.2.1.1.2","718971"
"r_3","1000BGN","2021","3.1.2.1.1.1.1","697422"
"r_3","1000BGN","2021","3.1.2.1.1.1.1.1","348006"
"r_3","1000BGN","2021","3.1.2.1.1.1.1.2","349416"
"r_3","1000BGN","2021","3.1.2.1.1.1.2","5984"
"r_3","1000BGN","2021","3.1.2.1.1.1.3","#"
"r_3","1000BGN","2021","3.1.2.1.1.1.4","9578"
"r_3","1000BGN","2021","3.1.2.1.1.1.5","109939"
"r_3","1000BGN","2021","3.1.2.1.1.1","822923"
"r_3","1000BGN","2021","3.1.2.1.1.2.1","735529"
"r_3","1000BGN","2021","3.1.2.1.1.2.1.0","735529"
"r_3","1000BGN","2021","3.1.2.1.1.2.1.0.1","265887"
"r_3","1000BGN","2021","3.1.2.1.1.2.1.0.2","122097"
"r_3","1000BGN","2021","3.1.2.1.1.2.1.0.3","97221"
"r_3","1000BGN","2021","3.1.2.1.1.2.1.0.4","250324"
"r_3","1000BGN","2021","3.1.2.1.1.2.2","15058"
"r_3","1000BGN","2021","3.1.2.1.1.2.3","#"
"r_3","1000BGN","2021","3.1.2.1.1.2.4","23995"
"r_3","1000BGN","2021","3.1.2.1.1.2.5","48341"
"r_3","1000BGN","2021","3.1.2.1.1.2","822923"
"r_4","1000BGN","2022","3.1.2.1.1.1.1","908359"
"r_4","1000BGN","2022","3.1.2.1.1.1.1.1","482956"
"r_4","1000BGN","2022","3.1.2.1.1.1.1.2","425403"
"r_4","1000BGN","2022","3.1.2.1.1.1.2","12604"
"r_4","1000BGN","2022","3.1.2.1.1.1.3","#"
"r_4","1000BGN","2022","3.1.2.1.1.1.4","15235"
"r_4","1000BGN","2022","3.1.2.1.1.1.5","106874"
"r_4","1000BGN","2022","3.1.2.1.1.1","1043072"
"r_4","1000BGN","2022","3.1.2.1.1.2.1","921113"
"r_4","1000BGN","2022","3.1.2.1.1.2.1.0","921113"
"r_4","1000BGN","2022","3.1.2.1.1.2.1.0.1","324017"
"r_4","1000BGN","2022","3.1.2.1.1.2.1.0.2","175518"
"r_4","1000BGN","2022","3.1.2.1.1.2.1.0.3","116543"
"r_4","1000BGN","2022","3.1.2.1.1.2.1.0.4","305035"
"r_4","1000BGN","2022","3.1.2.1.1.2.2","11452"
"r_4","1000BGN","2022","3.1.2.1.1.2.3","#"
"r_4","1000BGN","2022","3.1.2.1.1.2.4","25708"
"r_4","1000BGN","2022","3.1.2.1.1.2.5","84799"
"r_4","1000BGN","2022","3.1.2.1.1.2","1043072"
"r_5","1000BGN","2023","3.1.2.1.1.1.1","970753"
"r_5","1000BGN","2023","3.1.2.1.1.1.1.1","498652"
"r_5","1000BGN","2023","3.1.2.1.1.1.1.2","472101"
"r_5","1000BGN","2023","3.1.2.1.1.1.2","5348"
"r_5","1000BGN","2023","3.1.2.1.1.1.3","#"
"r_5","1000BGN","2023","3.1.2.1.1.1.4","15507"
"r_5","1000BGN","2023","3.1.2.1.1.1.5","123699"
"r_5","1000BGN","2023","3.1.2.1.1.1","1115307"
"r_5","1000BGN","2023","3.1.2.1.1.2.1","997017"
"r_5","1000BGN","2023","3.1.2.1.1.2.1.0","997017"
"r_5","1000BGN","2023","3.1.2.1.1.2.1.0.1","371444"
"r_5","1000BGN","2023","3.1.2.1.1.2.1.0.2","157815"
"r_5","1000BGN","2023","3.1.2.1.1.2.1.0.3","122897"
"r_5","1000BGN","2023","3.1.2.1.1.2.1.0.4","344861"
"r_5","1000BGN","2023","3.1.2.1.1.2.2","15959"
"r_5","1000BGN","2023","3.1.2.1.1.2.3","#"
"r_5","1000BGN","2023","3.1.2.1.1.2.4","33467"
"r_5","1000BGN","2023","3.1.2.1.1.2.5","68864"
"r_5","1000BGN","2023","3.1.2.1.1.2","1115307"
"r_6","1000BGN","2024","3.1.2.1.1.1.1","1072157"
"r_6","1000BGN","2024","3.1.2.1.1.1.1.1","560060"
"r_6","1000BGN","2024","3.1.2.1.1.1.1.2","512097"
"r_6","1000BGN","2024","3.1.2.1.1.1.2","6196"
"r_6","1000BGN","2024","3.1.2.1.1.1.3","#"
"r_6","1000BGN","2024","3.1.2.1.1.1.4","12500"
"r_6","1000BGN","2024","3.1.2.1.1.1.5","193044"
"r_6","1000BGN","2024","3.1.2.1.1.1","1283897"
"r_6","1000BGN","2024","3.1.2.1.1.2.1","1161721"
"r_6","1000BGN","2024","3.1.2.1.1.2.1.0","1161721"
"r_6","1000BGN","2024","3.1.2.1.1.2.1.0.1","423800"
"r_6","1000BGN","2024","3.1.2.1.1.2.1.0.2","218849"
"r_6","1000BGN","2024","3.1.2.1.1.2.1.0.3","138319"
"r_6","1000BGN","2024","3.1.2.1.1.2.1.0.4","380753"
"r_6","1000BGN","2024","3.1.2.1.1.2.2","15348"
"r_6","1000BGN","2024","3.1.2.1.1.2.3","#"
"r_6","1000BGN","2024","3.1.2.1.1.2.4","41039"
"r_6","1000BGN","2024","3.1.2.1.1.2.5","65789"
"r_6","1000BGN","2024","3.1.2.1.1.2","1283897"
