RevisionColumn,periods,Indicators,Units,Countries_TOUR,ValueColumn
"r_14","2010XI","3.5.1.2.1","num","RoW","3128"
"r_14","2010XI","3.5.1.2.2","num","RoW","2278"
"r_14","2010XI","3.5.1.2.3","num","RoW","15931"
"r_14","2010XII","3.5.1.2","num","total","374311"
"r_14","2010XII","3.5.1.2.1","num","total","120287"
"r_14","2010XII","3.5.1.2.2","num","total","60252"
"r_14","2010XII","3.5.1.2.3","num","total","193772"
"r_14","2010XII","3.5.1.2","num","EU","218671"
"r_14","2010XII","3.5.1.2.1","num","EU","80473"
"r_14","2010XII","3.5.1.2.2","num","EU","49658"
"r_14","2010XII","3.5.1.2.3","num","EU","88540"
"r_14","2010XII","3.5.1.2","num","AT","5546"
"r_14","2010XII","3.5.1.2.1","num","AT","1997"
"r_14","2010XII","3.5.1.2.2","num","AT","2207"
"r_14","2010XII","3.5.1.2.3","num","AT","1342"
"r_14","2010XII","3.5.1.2","num","BE","1316"
"r_14","2010XII","3.5.1.2.1","num","BE","326"
"r_14","2010XII","3.5.1.2.2","num","BE","505"
"r_14","2010XII","3.5.1.2.3","num","BE","485"
"r_14","2010XII","3.5.1.2","num","GB","7996"
"r_14","2010XII","3.5.1.2.1","num","GB","4905"
"r_14","2010XII","3.5.1.2.2","num","GB","2209"
"r_14","2010XII","3.5.1.2.3","num","GB","882"
"r_14","2010XII","3.5.1.2","num","DE","10032"
"r_14","2010XII","3.5.1.2.1","num","DE","3683"
"r_14","2010XII","3.5.1.2.2","num","DE","4157"
"r_14","2010XII","3.5.1.2.3","num","DE","2192"
"r_14","2010XII","3.5.1.2","num","GR","69231"
"r_14","2010XII","3.5.1.2.1","num","GR","27395"
"r_14","2010XII","3.5.1.2.2","num","GR","13175"
"r_14","2010XII","3.5.1.2.3","num","GR","28661"
"r_14","2010XII","3.5.1.2","num","DK","682"
"r_14","2010XII","3.5.1.2.1","num","DK","238"
"r_14","2010XII","3.5.1.2.2","num","DK","307"
"r_14","2010XII","3.5.1.2.3","num","DK","137"
"r_14","2010XII","3.5.1.2","num","IE","825"
"r_14","2010XII","3.5.1.2.1","num","IE","290"
"r_14","2010XII","3.5.1.2.2","num","IE","381"
"r_14","2010XII","3.5.1.2.3","num","IE","154"
"r_14","2010XII","3.5.1.2","num","ES","2655"
"r_14","2010XII","3.5.1.2.1","num","ES","841"
"r_14","2010XII","3.5.1.2.2","num","ES","1073"
"r_14","2010XII","3.5.1.2.3","num","ES","741"
"r_14","2010XII","3.5.1.2","num","IT","5063"
"r_14","2010XII","3.5.1.2.1","num","IT","1424"
"r_14","2010XII","3.5.1.2.2","num","IT","1676"
"r_14","2010XII","3.5.1.2.3","num","IT","1963"
"r_14","2010XII","3.5.1.2","num","CY","1405"
"r_14","2010XII","3.5.1.2.1","num","CY","260"
"r_14","2010XII","3.5.1.2.2","num","CY","151"
"r_14","2010XII","3.5.1.2.3","num","CY","994"
"r_14","2010XII","3.5.1.2","num","MT","484"
"r_14","2010XII","3.5.1.2.1","num","MT","145"
"r_14","2010XII","3.5.1.2.2","num","MT","191"
"r_14","2010XII","3.5.1.2.3","num","MT","148"
"r_14","2010XII","3.5.1.2","num","NL","2487"
"r_14","2010XII","3.5.1.2.1","num","NL","615"
"r_14","2010XII","3.5.1.2.2","num","NL","776"
"r_14","2010XII","3.5.1.2.3","num","NL","1096"
"r_14","2010XII","3.5.1.2","num","PL","4109"
"r_14","2010XII","3.5.1.2.1","num","PL","1463"
"r_14","2010XII","3.5.1.2.2","num","PL","1035"
"r_14","2010XII","3.5.1.2.3","num","PL","1611"
"r_14","2010XII","3.5.1.2","num","PT","282"
"r_14","2010XII","3.5.1.2.1","num","PT","161"
"r_14","2010XII","3.5.1.2.2","num","PT","91"
"r_14","2010XII","3.5.1.2.3","num","PT","30"
"r_14","2010XII","3.5.1.2","num","RO","93876"
"r_14","2010XII","3.5.1.2.1","num","RO","32692"
"r_14","2010XII","3.5.1.2.2","num","RO","16386"
"r_14","2010XII","3.5.1.2.3","num","RO","44798"
"r_14","2010XII","3.5.1.2","num","SK","1870"
"r_14","2010XII","3.5.1.2.1","num","SK","686"
"r_14","2010XII","3.5.1.2.2","num","SK","522"
"r_14","2010XII","3.5.1.2.3","num","SK","662"
"r_14","2010XII","3.5.1.2","num","SI","620"
"r_14","2010XII","3.5.1.2.1","num","SI","134"
"r_14","2010XII","3.5.1.2.2","num","SI","408"
"r_14","2010XII","3.5.1.2.3","num","SI","78"
"r_14","2010XII","3.5.1.2","num","HU","2267"
"r_14","2010XII","3.5.1.2.1","num","HU","466"
"r_14","2010XII","3.5.1.2.2","num","HU","959"
"r_14","2010XII","3.5.1.2.3","num","HU","842"
"r_14","2010XII","3.5.1.2","num","FI","325"
"r_14","2010XII","3.5.1.2.1","num","FI","214"
"r_14","2010XII","3.5.1.2.2","num","FI","73"
"r_14","2010XII","3.5.1.2.3","num","FI","38"
"r_14","2010XII","3.5.1.2","num","FR","3182"
"r_14","2010XII","3.5.1.2.1","num","FR","1326"
"r_14","2010XII","3.5.1.2.2","num","FR","1221"
"r_14","2010XII","3.5.1.2.3","num","FR","635"
"r_14","2010XII","3.5.1.2","num","HR","."
"r_14","2010XII","3.5.1.2.1","num","HR","."
"r_14","2010XII","3.5.1.2.2","num","HR","."
"r_14","2010XII","3.5.1.2.3","num","HR","."
"r_14","2010XII","3.5.1.2","num","CZ","2551"
"r_14","2010XII","3.5.1.2.1","num","CZ","588"
"r_14","2010XII","3.5.1.2.2","num","CZ","1446"
"r_14","2010XII","3.5.1.2.3","num","CZ","517"
"r_14","2010XII","3.5.1.2","num","SE","841"
"r_14","2010XII","3.5.1.2.1","num","SE","297"
"r_14","2010XII","3.5.1.2.2","num","SE","432"
"r_14","2010XII","3.5.1.2.3","num","SE","112"
"r_14","2010XII","3.5.1.2","num","OTH_EU","1026"
"r_14","2010XII","3.5.1.2.1","num","OTH_EU","327"
"r_14","2010XII","3.5.1.2.2","num","OTH_EU","277"
"r_14","2010XII","3.5.1.2.3","num","OTH_EU","422"
"r_14","2010XII","3.5.1.2","num","OTH_EUR","128290"
"r_14","2010XII","3.5.1.2.1","num","OTH_EUR","31465"
"r_14","2010XII","3.5.1.2.2","num","OTH_EUR","7597"
"r_14","2010XII","3.5.1.2.3","num","OTH_EUR","89228"
"r_14","2010XII","3.5.1.2","num","NO","320"
"r_14","2010XII","3.5.1.2.1","num","NO","165"
"r_14","2010XII","3.5.1.2.2","num","NO","109"
"r_14","2010XII","3.5.1.2.3","num","NO","46"
"r_14","2010XII","3.5.1.2","num","MK","31473"
"r_14","2010XII","3.5.1.2.1","num","MK","10815"
"r_14","2010XII","3.5.1.2.2","num","MK","718"
"r_14","2010XII","3.5.1.2.3","num","MK","19940"
"r_14","2010XII","3.5.1.2","num","RU","9518"
"r_14","2010XII","3.5.1.2.1","num","RU","5452"
"r_14","2010XII","3.5.1.2.2","num","RU","1066"
"r_14","2010XII","3.5.1.2.3","num","RU","3000"
"r_14","2010XII","3.5.1.2","num","RS","22347"
"r_14","2010XII","3.5.1.2.1","num","RS","11283"
"r_14","2010XII","3.5.1.2.2","num","RS","692"
"r_14","2010XII","3.5.1.2.3","num","RS","10372"
"r_14","2010XII","3.5.1.2","num","TR","54958"
"r_14","2010XII","3.5.1.2.1","num","TR","1730"
"r_14","2010XII","3.5.1.2.2","num","TR","4095"
"r_14","2010XII","3.5.1.2.3","num","TR","49133"
"r_14","2010XII","3.5.1.2","num","UA","8718"
"r_14","2010XII","3.5.1.2.1","num","UA","1531"
"r_14","2010XII","3.5.1.2.2","num","UA","573"
"r_14","2010XII","3.5.1.2.3","num","UA","6614"
"r_14","2010XII","3.5.1.2","num","CH","956"
"r_14","2010XII","3.5.1.2.1","num","CH","489"
"r_14","2010XII","3.5.1.2.2","num","CH","344"
"r_14","2010XII","3.5.1.2.3","num","CH","123"
"r_14","2010XII","3.5.1.2","num","OTH","6666"
"r_14","2010XII","3.5.1.2.1","num","OTH","4361"
"r_14","2010XII","3.5.1.2.2","num","OTH","1487"
"r_14","2010XII","3.5.1.2.3","num","OTH","818"
"r_14","2010XII","3.5.1.2","num","IL","2981"
"r_14","2010XII","3.5.1.2.1","num","IL","1965"
"r_14","2010XII","3.5.1.2.2","num","IL","768"
"r_14","2010XII","3.5.1.2.3","num","IL","248"
"r_14","2010XII","3.5.1.2","num","CA","588"
"r_14","2010XII","3.5.1.2.1","num","CA","423"
"r_14","2010XII","3.5.1.2.2","num","CA","72"
"r_14","2010XII","3.5.1.2.3","num","CA","93"
"r_14","2010XII","3.5.1.2","num","US","2739"
"r_14","2010XII","3.5.1.2.1","num","US","1759"
"r_14","2010XII","3.5.1.2.2","num","US","523"
"r_14","2010XII","3.5.1.2.3","num","US","457"
"r_14","2010XII","3.5.1.2","num","JP","358"
"r_14","2010XII","3.5.1.2.1","num","JP","214"
"r_14","2010XII","3.5.1.2.2","num","JP","124"
"r_14","2010XII","3.5.1.2.3","num","JP","20"
"r_14","2010XII","3.5.1.2","num","RoW","20684"
"r_14","2010XII","3.5.1.2.1","num","RoW","3988"
"r_14","2010XII","3.5.1.2.2","num","RoW","1510"
"r_14","2010XII","3.5.1.2.3","num","RoW","15186"
"r_14","2011","3.5.1.2","num","total","8712821"
"r_14","2011","3.5.1.2.1","num","total","4484248"
"r_14","2011","3.5.1.2.2","num","total","971735"
"r_14","2011","3.5.1.2.3","num","total","3256838"
"r_14","2011","3.5.1.2","num","EU","5540949"
"r_14","2011","3.5.1.2.1","num","EU","2993128"
"r_14","2011","3.5.1.2.2","num","EU","802005"
"r_14","2011","3.5.1.2.3","num","EU","1745816"
"r_14","2011","3.5.1.2","num","AT","186438"
"r_14","2011","3.5.1.2.1","num","AT","74081"
"r_14","2011","3.5.1.2.2","num","AT","43590"
"r_14","2011","3.5.1.2.3","num","AT","68767"
"r_14","2011","3.5.1.2","num","BE","91947"
"r_14","2011","3.5.1.2.1","num","BE","47957"
"r_14","2011","3.5.1.2.2","num","BE","16135"
"r_14","2011","3.5.1.2.3","num","BE","27855"
"r_14","2011","3.5.1.2","num","GB","306939"
"r_14","2011","3.5.1.2.1","num","GB","221866"
"r_14","2011","3.5.1.2.2","num","GB","41928"
"r_14","2011","3.5.1.2.3","num","GB","43145"
"r_14","2011","3.5.1.2","num","DE","836845"
"r_14","2011","3.5.1.2.1","num","DE","571696"
"r_14","2011","3.5.1.2.2","num","DE","91592"
"r_14","2011","3.5.1.2.3","num","DE","173557"
"r_14","2011","3.5.1.2","num","GR","1120640"
"r_14","2011","3.5.1.2.1","num","GR","554051"
"r_14","2011","3.5.1.2.2","num","GR","218486"
"r_14","2011","3.5.1.2.3","num","GR","348103"
"r_14","2011","3.5.1.2","num","DK","81860"
"r_14","2011","3.5.1.2.1","num","DK","63538"
"r_14","2011","3.5.1.2.2","num","DK","8887"
"r_14","2011","3.5.1.2.3","num","DK","9435"
"r_14","2011","3.5.1.2","num","IE","29941"
"r_14","2011","3.5.1.2.1","num","IE","19319"
"r_14","2011","3.5.1.2.2","num","IE","3762"
"r_14","2011","3.5.1.2.3","num","IE","6860"
"r_14","2011","3.5.1.2","num","ES","60026"
"r_14","2011","3.5.1.2.1","num","ES","32550"
"r_14","2011","3.5.1.2.2","num","ES","13718"
"r_14","2011","3.5.1.2.3","num","ES","13758"
"r_14","2011","3.5.1.2","num","IT","130259"
"r_14","2011","3.5.1.2.1","num","IT","50760"
"r_14","2011","3.5.1.2.2","num","IT","39664"
"r_14","2011","3.5.1.2.3","num","IT","39835"
"r_14","2011","3.5.1.2","num","CY","21157"
"r_14","2011","3.5.1.2.1","num","CY","9204"
"r_14","2011","3.5.1.2.2","num","CY","5320"
"r_14","2011","3.5.1.2.3","num","CY","6633"
"r_14","2011","3.5.1.2","num","MT","4178"
"r_14","2011","3.5.1.2.1","num","MT","2464"
"r_14","2011","3.5.1.2.2","num","MT","873"
"r_14","2011","3.5.1.2.3","num","MT","841"
"r_14","2011","3.5.1.2","num","NL","149449"
"r_14","2011","3.5.1.2.1","num","NL","77054"
"r_14","2011","3.5.1.2.2","num","NL","13688"
"r_14","2011","3.5.1.2.3","num","NL","58707"
"r_14","2011","3.5.1.2","num","PL","289742"
"r_14","2011","3.5.1.2.1","num","PL","208076"
"r_14","2011","3.5.1.2.2","num","PL","22260"
"r_14","2011","3.5.1.2.3","num","PL","59406"
"r_14","2011","3.5.1.2","num","PT","9099"
"r_14","2011","3.5.1.2.1","num","PT","5977"
"r_14","2011","3.5.1.2.2","num","PT","2537"
"r_14","2011","3.5.1.2.3","num","PT","585"
"r_14","2011","3.5.1.2","num","RO","1499415"
"r_14","2011","3.5.1.2.1","num","RO","597546"
"r_14","2011","3.5.1.2.2","num","RO","182559"
"r_14","2011","3.5.1.2.3","num","RO","719310"
"r_14","2011","3.5.1.2","num","SK","94355"
"r_14","2011","3.5.1.2.1","num","SK","47215"
"r_14","2011","3.5.1.2.2","num","SK","8734"
"r_14","2011","3.5.1.2.3","num","SK","38406"
"r_14","2011","3.5.1.2","num","SI","22140"
"r_14","2011","3.5.1.2.1","num","SI","12163"
"r_14","2011","3.5.1.2.2","num","SI","6223"
"r_14","2011","3.5.1.2.3","num","SI","3754"
"r_14","2011","3.5.1.2","num","HU","123735"
"r_14","2011","3.5.1.2.1","num","HU","73079"
"r_14","2011","3.5.1.2.2","num","HU","21656"
"r_14","2011","3.5.1.2.3","num","HU","29000"
"r_14","2011","3.5.1.2","num","FI","43570"
"r_14","2011","3.5.1.2.1","num","FI","33049"
"r_14","2011","3.5.1.2.2","num","FI","2663"
"r_14","2011","3.5.1.2.3","num","FI","7858"
"r_14","2011","3.5.1.2","num","FR","182407"
"r_14","2011","3.5.1.2.1","num","FR","106454"
"r_14","2011","3.5.1.2.2","num","FR","29366"
"r_14","2011","3.5.1.2.3","num","FR","46587"
"r_14","2011","3.5.1.2","num","HR","."
"r_14","2011","3.5.1.2.1","num","HR","."
"r_14","2011","3.5.1.2.2","num","HR","."
"r_14","2011","3.5.1.2.3","num","HR","."
"r_14","2011","3.5.1.2","num","CZ","176135"
"r_14","2011","3.5.1.2.1","num","CZ","129500"
"r_14","2011","3.5.1.2.2","num","CZ","17112"
"r_14","2011","3.5.1.2.3","num","CZ","29523"
"r_14","2011","3.5.1.2","num","SE","49492"
"r_14","2011","3.5.1.2.1","num","SE","35399"
"r_14","2011","3.5.1.2.2","num","SE","6321"
"r_14","2011","3.5.1.2.3","num","SE","7772"
"r_14","2011","3.5.1.2","num","OTH_EU","31180"
"r_14","2011","3.5.1.2.1","num","OTH_EU","20130"
"r_14","2011","3.5.1.2.2","num","OTH_EU","4931"
"r_14","2011","3.5.1.2.3","num","OTH_EU","6119"
"r_14","2011","3.5.1.2","num","OTH_EUR","2474735"
"r_14","2011","3.5.1.2.1","num","OTH_EUR","1098828"
"r_14","2011","3.5.1.2.2","num","OTH_EUR","130059"
"r_14","2011","3.5.1.2.3","num","OTH_EUR","1245848"
"r_14","2011","3.5.1.2","num","NO","48707"
"r_14","2011","3.5.1.2.1","num","NO","44592"
"r_14","2011","3.5.1.2.2","num","NO","1469"
"r_14","2011","3.5.1.2.3","num","NO","2646"
"r_14","2011","3.5.1.2","num","MK","439679"
"r_14","2011","3.5.1.2.1","num","MK","316100"
"r_14","2011","3.5.1.2.2","num","MK","11381"
"r_14","2011","3.5.1.2.3","num","MK","112198"
"r_14","2011","3.5.1.2","num","RU","469772"
"r_14","2011","3.5.1.2.1","num","RU","350969"
"r_14","2011","3.5.1.2.2","num","RU","50039"
"r_14","2011","3.5.1.2.3","num","RU","68764"
"r_14","2011","3.5.1.2","num","RS","365644"
"r_14","2011","3.5.1.2.1","num","RS","213898"
"r_14","2011","3.5.1.2.2","num","RS","5592"
"r_14","2011","3.5.1.2.3","num","RS","146154"
"r_14","2011","3.5.1.2","num","TR","860654"
"r_14","2011","3.5.1.2.1","num","TR","21570"
"r_14","2011","3.5.1.2.2","num","TR","46765"
"r_14","2011","3.5.1.2.3","num","TR","792319"
"r_14","2011","3.5.1.2","num","UA","251803"
"r_14","2011","3.5.1.2.1","num","UA","129083"
"r_14","2011","3.5.1.2.2","num","UA","11721"
"r_14","2011","3.5.1.2.3","num","UA","110999"
"r_14","2011","3.5.1.2","num","CH","38476"
"r_14","2011","3.5.1.2.1","num","CH","22616"
"r_14","2011","3.5.1.2.2","num","CH","3092"
"r_14","2011","3.5.1.2.3","num","CH","12768"
"r_14","2011","3.5.1.2","num","OTH","229519"
"r_14","2011","3.5.1.2.1","num","OTH","206066"
"r_14","2011","3.5.1.2.2","num","OTH","11202"
"r_14","2011","3.5.1.2.3","num","OTH","12251"
"r_14","2011","3.5.1.2","num","IL","138951"
"r_14","2011","3.5.1.2.1","num","IL","134016"
"r_14","2011","3.5.1.2.2","num","IL","3148"
"r_14","2011","3.5.1.2.3","num","IL","1787"
"r_14","2011","3.5.1.2","num","CA","14849"
"r_14","2011","3.5.1.2.1","num","CA","12045"
"r_14","2011","3.5.1.2.2","num","CA","731"
"r_14","2011","3.5.1.2.3","num","CA","2073"
"r_14","2011","3.5.1.2","num","US","65483"
"r_14","2011","3.5.1.2.1","num","US","51492"
"r_14","2011","3.5.1.2.2","num","US","6130"
"r_14","2011","3.5.1.2.3","num","US","7861"
"r_14","2011","3.5.1.2","num","JP","10236"
"r_14","2011","3.5.1.2.1","num","JP","8513"
"r_14","2011","3.5.1.2.2","num","JP","1193"
"r_14","2011","3.5.1.2.3","num","JP","530"
"r_14","2011","3.5.1.2","num","RoW","467618"
"r_14","2011","3.5.1.2.1","num","RoW","186226"
"r_14","2011","3.5.1.2.2","num","RoW","28469"
"r_14","2011","3.5.1.2.3","num","RoW","252923"
"r_14","2011I","3.5.1.2","num","total","324262"
"r_14","2011I","3.5.1.2.1","num","total","156576"
"r_14","2011I","3.5.1.2.2","num","total","52434"
"r_14","2011I","3.5.1.2.3","num","total","115252"
"r_14","2011I","3.5.1.2","num","EU","156360"
"r_14","2011I","3.5.1.2.1","num","EU","82870"
"r_14","2011I","3.5.1.2.2","num","EU","43746"
"r_14","2011I","3.5.1.2.3","num","EU","29744"
"r_14","2011I","3.5.1.2","num","AT","5658"
"r_14","2011I","3.5.1.2.1","num","AT","1433"
"r_14","2011I","3.5.1.2.2","num","AT","3449"
"r_14","2011I","3.5.1.2.3","num","AT","776"
"r_14","2011I","3.5.1.2","num","BE","2721"
"r_14","2011I","3.5.1.2.1","num","BE","828"
"r_14","2011I","3.5.1.2.2","num","BE","620"
"r_14","2011I","3.5.1.2.3","num","BE","1273"
"r_14","2011I","3.5.1.2","num","GB","14923"
"r_14","2011I","3.5.1.2.1","num","GB","8567"
"r_14","2011I","3.5.1.2.2","num","GB","3842"
"r_14","2011I","3.5.1.2.3","num","GB","2514"
"r_14","2011I","3.5.1.2","num","DE","11323"
"r_14","2011I","3.5.1.2.1","num","DE","3866"
"r_14","2011I","3.5.1.2.2","num","DE","4438"
"r_14","2011I","3.5.1.2.3","num","DE","3019"
"r_14","2011I","3.5.1.2","num","GR","77502"
"r_14","2011I","3.5.1.2.1","num","GR","46533"
"r_14","2011I","3.5.1.2.2","num","GR","21064"
"r_14","2011I","3.5.1.2.3","num","GR","9905"
"r_14","2011I","3.5.1.2","num","DK","641"
"r_14","2011I","3.5.1.2.1","num","DK","177"
"r_14","2011I","3.5.1.2.2","num","DK","443"
"r_14","2011I","3.5.1.2.3","num","DK","21"
"r_14","2011I","3.5.1.2","num","IE","1257"
"r_14","2011I","3.5.1.2.1","num","IE","1101"
"r_14","2011I","3.5.1.2.2","num","IE","92"
"r_14","2011I","3.5.1.2.3","num","IE","64"
"r_14","2011I","3.5.1.2","num","ES","1471"
"r_14","2011I","3.5.1.2.1","num","ES","354"
"r_14","2011I","3.5.1.2.2","num","ES","709"
"r_14","2011I","3.5.1.2.3","num","ES","408"
"r_14","2011I","3.5.1.2","num","IT","6049"
"r_14","2011I","3.5.1.2.1","num","IT","2337"
"r_14","2011I","3.5.1.2.2","num","IT","2070"
"r_14","2011I","3.5.1.2.3","num","IT","1642"
"r_14","2011I","3.5.1.2","num","CY","886"
"r_14","2011I","3.5.1.2.1","num","CY","-"
"r_14","2011I","3.5.1.2.2","num","CY","239"
"r_14","2011I","3.5.1.2.3","num","CY","647"
"r_14","2011I","3.5.1.2","num","MT","-"
"r_14","2011I","3.5.1.2.1","num","MT","-"
"r_14","2011I","3.5.1.2.2","num","MT","-"
"r_14","2011I","3.5.1.2.3","num","MT","-"
"r_14","2011I","3.5.1.2","num","NL","262"
"r_14","2011I","3.5.1.2.1","num","NL","150"
"r_14","2011I","3.5.1.2.2","num","NL","106"
"r_14","2011I","3.5.1.2.3","num","NL","6"
"r_14","2011I","3.5.1.2","num","PL","3457"
"r_14","2011I","3.5.1.2.1","num","PL","1602"
"r_14","2011I","3.5.1.2.2","num","PL","674"
"r_14","2011I","3.5.1.2.3","num","PL","1181"
"r_14","2011I","3.5.1.2","num","PT","170"
"r_14","2011I","3.5.1.2.1","num","PT","92"
"r_14","2011I","3.5.1.2.2","num","PT","-"
"r_14","2011I","3.5.1.2.3","num","PT","78"
"r_14","2011I","3.5.1.2","num","RO","19101"
"r_14","2011I","3.5.1.2.1","num","RO","10175"
"r_14","2011I","3.5.1.2.2","num","RO","3221"
"r_14","2011I","3.5.1.2.3","num","RO","5705"
"r_14","2011I","3.5.1.2","num","SK","731"
"r_14","2011I","3.5.1.2.1","num","SK","328"
"r_14","2011I","3.5.1.2.2","num","SK","198"
"r_14","2011I","3.5.1.2.3","num","SK","205"
"r_14","2011I","3.5.1.2","num","SI","671"
"r_14","2011I","3.5.1.2.1","num","SI","231"
"r_14","2011I","3.5.1.2.2","num","SI","91"
"r_14","2011I","3.5.1.2.3","num","SI","349"
"r_14","2011I","3.5.1.2","num","HU","1627"
"r_14","2011I","3.5.1.2.1","num","HU","527"
"r_14","2011I","3.5.1.2.2","num","HU","856"
"r_14","2011I","3.5.1.2.3","num","HU","244"
"r_14","2011I","3.5.1.2","num","FI","618"
"r_14","2011I","3.5.1.2.1","num","FI","234"
"r_14","2011I","3.5.1.2.2","num","FI","156"
"r_14","2011I","3.5.1.2.3","num","FI","228"
"r_14","2011I","3.5.1.2","num","FR","4775"
"r_14","2011I","3.5.1.2.1","num","FR","2857"
"r_14","2011I","3.5.1.2.2","num","FR","947"
"r_14","2011I","3.5.1.2.3","num","FR","971"
"r_14","2011I","3.5.1.2","num","HR","."
"r_14","2011I","3.5.1.2.1","num","HR","."
"r_14","2011I","3.5.1.2.2","num","HR","."
"r_14","2011I","3.5.1.2.3","num","HR","."
"r_14","2011I","3.5.1.2","num","CZ","1335"
"r_14","2011I","3.5.1.2.1","num","CZ","845"
"r_14","2011I","3.5.1.2.2","num","CZ","276"
"r_14","2011I","3.5.1.2.3","num","CZ","214"
"r_14","2011I","3.5.1.2","num","SE","856"
"r_14","2011I","3.5.1.2.1","num","SE","409"
"r_14","2011I","3.5.1.2.2","num","SE","210"
"r_14","2011I","3.5.1.2.3","num","SE","237"
"r_14","2011I","3.5.1.2","num","OTH_EU","326"
"r_14","2011I","3.5.1.2.1","num","OTH_EU","224"
"r_14","2011I","3.5.1.2.2","num","OTH_EU","45"
"r_14","2011I","3.5.1.2.3","num","OTH_EU","57"
"r_14","2011I","3.5.1.2","num","OTH_EUR","140647"
"r_14","2011I","3.5.1.2.1","num","OTH_EUR","63055"
"r_14","2011I","3.5.1.2.2","num","OTH_EUR","6448"
"r_14","2011I","3.5.1.2.3","num","OTH_EUR","71144"
"r_14","2011I","3.5.1.2","num","NO","235"
"r_14","2011I","3.5.1.2.1","num","NO","43"
"r_14","2011I","3.5.1.2.2","num","NO","156"
"r_14","2011I","3.5.1.2.3","num","NO","36"
"r_14","2011I","3.5.1.2","num","MK","40000"
"r_14","2011I","3.5.1.2.1","num","MK","30358"
"r_14","2011I","3.5.1.2.2","num","MK","222"
"r_14","2011I","3.5.1.2.3","num","MK","9420"
"r_14","2011I","3.5.1.2","num","RU","14439"
"r_14","2011I","3.5.1.2.1","num","RU","9274"
"r_14","2011I","3.5.1.2.2","num","RU","1933"
"r_14","2011I","3.5.1.2.3","num","RU","3232"
"r_14","2011I","3.5.1.2","num","RS","23960"
"r_14","2011I","3.5.1.2.1","num","RS","16713"
"r_14","2011I","3.5.1.2.2","num","RS","167"
"r_14","2011I","3.5.1.2.3","num","RS","7080"
"r_14","2011I","3.5.1.2","num","TR","52299"
"r_14","2011I","3.5.1.2.1","num","TR","2619"
"r_14","2011I","3.5.1.2.2","num","TR","3465"
"r_14","2011I","3.5.1.2.3","num","TR","46215"
"r_14","2011I","3.5.1.2","num","UA","9351"
"r_14","2011I","3.5.1.2.1","num","UA","3782"
"r_14","2011I","3.5.1.2.2","num","UA","430"
"r_14","2011I","3.5.1.2.3","num","UA","5139"
"r_14","2011I","3.5.1.2","num","CH","363"
"r_14","2011I","3.5.1.2.1","num","CH","266"
"r_14","2011I","3.5.1.2.2","num","CH","75"
"r_14","2011I","3.5.1.2.3","num","CH","22"
"r_14","2011I","3.5.1.2","num","OTH","5463"
"r_14","2011I","3.5.1.2.1","num","OTH","4076"
"r_14","2011I","3.5.1.2.2","num","OTH","827"
"r_14","2011I","3.5.1.2.3","num","OTH","560"
"r_14","2011I","3.5.1.2","num","IL","2589"
"r_14","2011I","3.5.1.2.1","num","IL","2170"
"r_14","2011I","3.5.1.2.2","num","IL","274"
"r_14","2011I","3.5.1.2.3","num","IL","145"
"r_14","2011I","3.5.1.2","num","CA","406"
"r_14","2011I","3.5.1.2.1","num","CA","307"
"r_14","2011I","3.5.1.2.2","num","CA","38"
"r_14","2011I","3.5.1.2.3","num","CA","61"
"r_14","2011I","3.5.1.2","num","US","2124"
"r_14","2011I","3.5.1.2.1","num","US","1366"
"r_14","2011I","3.5.1.2.2","num","US","426"
"r_14","2011I","3.5.1.2.3","num","US","332"
"r_14","2011I","3.5.1.2","num","JP","344"
"r_14","2011I","3.5.1.2.1","num","JP","233"
"r_14","2011I","3.5.1.2.2","num","JP","89"
"r_14","2011I","3.5.1.2.3","num","JP","22"
"r_14","2011I","3.5.1.2","num","RoW","21792"
"r_14","2011I","3.5.1.2.1","num","RoW","6575"
"r_14","2011I","3.5.1.2.2","num","RoW","1413"
"r_14","2011I","3.5.1.2.3","num","RoW","13804"
"r_14","2011II","3.5.1.2","num","total","291308"
"r_14","2011II","3.5.1.2.1","num","total","135778"
"r_14","2011II","3.5.1.2.2","num","total","43430"
"r_14","2011II","3.5.1.2.3","num","total","112100"
"r_14","2011II","3.5.1.2","num","EU","153291"
"r_14","2011II","3.5.1.2.1","num","EU","85626"
"r_14","2011II","3.5.1.2.2","num","EU","35207"
"r_14","2011II","3.5.1.2.3","num","EU","32458"
"r_14","2011II","3.5.1.2","num","AT","4156"
"r_14","2011II","3.5.1.2.1","num","AT","1253"
"r_14","2011II","3.5.1.2.2","num","AT","1702"
"r_14","2011II","3.5.1.2.3","num","AT","1201"
"r_14","2011II","3.5.1.2","num","BE","2340"
"r_14","2011II","3.5.1.2.1","num","BE","1824"
"r_14","2011II","3.5.1.2.2","num","BE","235"
"r_14","2011II","3.5.1.2.3","num","BE","281"
"r_14","2011II","3.5.1.2","num","GB","16590"
"r_14","2011II","3.5.1.2.1","num","GB","11889"
"r_14","2011II","3.5.1.2.2","num","GB","1433"
"r_14","2011II","3.5.1.2.3","num","GB","3268"
"r_14","2011II","3.5.1.2","num","DE","8286"
"r_14","2011II","3.5.1.2.1","num","DE","3372"
"r_14","2011II","3.5.1.2.2","num","DE","2734"
"r_14","2011II","3.5.1.2.3","num","DE","2180"
"r_14","2011II","3.5.1.2","num","GR","47033"
"r_14","2011II","3.5.1.2.1","num","GR","29664"
