RevisionColumn,SILC_HHType,SILC_Median,Units,periods,ValueColumn
"r_10","17","6","euro","2021","5230"
"r_10","17","6","BGN_fig","2021","10228"
"r_10","10","5","euro","2021","8095"
"r_10","10","5","BGN_fig","2021","15832"
"r_10","10","6","euro","2021","6555"
"r_10","10","6","BGN_fig","2021","12820"
"r_10","3","5","euro","2021","6820"
"r_10","3","5","BGN_fig","2021","13338"
"r_10","3","6","euro","2021","5141"
"r_10","3","6","BGN_fig","2021","10055"
"r_10","11","5","euro","2021","6647"
"r_10","11","5","BGN_fig","2021","13000"
"r_10","11","6","euro","2021","5161"
"r_10","11","6","BGN_fig","2021","10094"
"r_11","1","5","euro","2022","5474"
"r_11","1","5","BGN_fig","2022","10705"
"r_11","1","6","euro","2022","3366"
"r_11","1","6","BGN_fig","2022","6584"
"r_11","12","5","euro","2022","5240"
"r_11","12","5","BGN_fig","2022","10248"
"r_11","12","6","euro","2022","3835"
"r_11","12","6","BGN_fig","2022","7500"
"r_11","20","5","euro","2022","7120"
"r_11","20","5","BGN_fig","2022","13926"
"r_11","20","6","euro","2022","5642"
"r_11","20","6","BGN_fig","2022","11035"
"r_11","8","5","euro","2022","8507"
"r_11","8","5","BGN_fig","2022","16638"
"r_11","8","6","euro","2022","6948"
"r_11","8","6","BGN_fig","2022","13589"
"r_11","13","5","euro","2022","8505"
"r_11","13","5","BGN_fig","2022","16634"
"r_11","13","6","euro","2022","6526"
"r_11","13","6","BGN_fig","2022","12764"
"r_11","14","5","euro","2022","7602"
"r_11","14","5","BGN_fig","2022","14869"
"r_11","14","6","euro","2022","5505"
"r_11","14","6","BGN_fig","2022","10766"
"r_11","15","5","euro","2022","3994"
"r_11","15","5","BGN_fig","2022","7812"
"r_11","15","6","euro","2022","3536"
"r_11","15","6","BGN_fig","2022","6916"
"r_11","18","5","euro","2022","7630"
"r_11","18","5","BGN_fig","2022","14922"
"r_11","18","6","euro","2022","6200"
"r_11","18","6","BGN_fig","2022","12127"
"r_11","17","5","euro","2022","6897"
"r_11","17","5","BGN_fig","2022","13490"
"r_11","17","6","euro","2022","5490"
"r_11","17","6","BGN_fig","2022","10738"
"r_11","10","5","euro","2022","8397"
"r_11","10","5","BGN_fig","2022","16422"
"r_11","10","6","euro","2022","7038"
"r_11","10","6","BGN_fig","2022","13765"
"r_11","3","5","euro","2022","6914"
"r_11","3","5","BGN_fig","2022","13522"
"r_11","3","6","euro","2022","5393"
"r_11","3","6","BGN_fig","2022","10547"
"r_11","11","5","euro","2022","6785"
"r_11","11","5","BGN_fig","2022","13270"
"r_11","11","6","euro","2022","5352"
"r_11","11","6","BGN_fig","2022","10467"
"r_12","1","5","euro","2023","7063"
"r_12","1","5","BGN_fig","2023","13814"
"r_12","1","6","euro","2023","4782"
"r_12","1","6","BGN_fig","2023","9354"
"r_12","12","5","euro","2023","6239"
"r_12","12","5","BGN_fig","2023","12203"
"r_12","12","6","euro","2023","4500"
"r_12","12","6","BGN_fig","2023","8801"
"r_12","20","5","euro","2023","8646"
"r_12","20","5","BGN_fig","2023","16910"
"r_12","20","6","euro","2023","6939"
"r_12","20","6","BGN_fig","2023","13571"
"r_12","8","5","euro","2023","9968"
"r_12","8","5","BGN_fig","2023","19494"
"r_12","8","6","euro","2023","8126"
"r_12","8","6","BGN_fig","2023","15894"
"r_12","13","5","euro","2023","9914"
"r_12","13","5","BGN_fig","2023","19389"
"r_12","13","6","euro","2023","7734"
"r_12","13","6","BGN_fig","2023","15127"
"r_12","14","5","euro","2023","8024"
"r_12","14","5","BGN_fig","2023","15693"
"r_12","14","6","euro","2023","6380"
"r_12","14","6","BGN_fig","2023","12478"
"r_12","15","5","euro","2023","4758"
"r_12","15","5","BGN_fig","2023","9306"
"r_12","15","6","euro","2023","3684"
"r_12","15","6","BGN_fig","2023","7206"
"r_12","18","5","euro","2023","9206"
"r_12","18","5","BGN_fig","2023","18005"
"r_12","18","6","euro","2023","7547"
"r_12","18","6","BGN_fig","2023","14760"
"r_12","17","5","euro","2023","8065"
"r_12","17","5","BGN_fig","2023","15773"
"r_12","17","6","euro","2023","6670"
"r_12","17","6","BGN_fig","2023","13046"
"r_12","10","5","euro","2023","10185"
"r_12","10","5","BGN_fig","2023","19921"
"r_12","10","6","euro","2023","8879"
"r_12","10","6","BGN_fig","2023","17365"
"r_12","3","5","euro","2023","8451"
"r_12","3","5","BGN_fig","2023","16529"
"r_12","3","6","euro","2023","6528"
"r_12","3","6","BGN_fig","2023","12768"
"r_12","11","5","euro","2023","7935"
"r_12","11","5","BGN_fig","2023","15518"
"r_12","11","6","euro","2023","6521"
"r_12","11","6","BGN_fig","2023","12754"
"r_13","1","5","euro","2024","8652"
"r_13","1","5","BGN_fig","2024","16922"
"r_13","1","6","euro","2024","5762"
"r_13","1","6","BGN_fig","2024","11269"
"r_13","12","5","euro","2024","7000"
"r_13","12","5","BGN_fig","2024","13690"
"r_13","12","6","euro","2024","5398"
"r_13","12","6","BGN_fig","2024","10558"
"r_13","20","5","euro","2024","10654"
"r_13","20","5","BGN_fig","2024","20837"
"r_13","20","6","euro","2024","8343"
"r_13","20","6","BGN_fig","2024","16317"
"r_13","8","5","euro","2024","12780"
"r_13","8","5","BGN_fig","2024","24996"
"r_13","8","6","euro","2024","9959"
"r_13","8","6","BGN_fig","2024","19477"
"r_13","13","5","euro","2024","11949"
"r_13","13","5","BGN_fig","2024","23370"
"r_13","13","6","euro","2024","9079"
"r_13","13","6","BGN_fig","2024","17757"
"r_13","14","5","euro","2024","9978"
"r_13","14","5","BGN_fig","2024","19515"
"r_13","14","6","euro","2024","8116"
"r_13","14","6","BGN_fig","2024","15873"
"r_13","15","5","euro","2024","6449"
"r_13","15","5","BGN_fig","2024","12614"
"r_13","15","6","euro","2024","5240"
"r_13","15","6","BGN_fig","2024","10249"
"r_13","18","5","euro","2024","11206"
"r_13","18","5","BGN_fig","2024","21917"
"r_13","18","6","euro","2024","8991"
"r_13","18","6","BGN_fig","2024","17585"
"r_13","17","5","euro","2024","9853"
"r_13","17","5","BGN_fig","2024","19270"
"r_13","17","6","euro","2024","7990"
"r_13","17","6","BGN_fig","2024","15626"
"r_13","10","5","euro","2024","12235"
"r_13","10","5","BGN_fig","2024","23929"
"r_13","10","6","euro","2024","9997"
"r_13","10","6","BGN_fig","2024","19553"
"r_13","3","5","euro","2024","10305"
"r_13","3","5","BGN_fig","2024","20155"
"r_13","3","6","euro","2024","7845"
"r_13","3","6","BGN_fig","2024","15343"
"r_13","11","5","euro","2024","9615"
"r_13","11","5","BGN_fig","2024","18805"
"r_13","11","6","euro","2024","7775"
"r_13","11","6","BGN_fig","2024","15206"
