RevisionColumn,LFS_ProfStatus,Units,periods,GenderID,ValueColumn
"r_17","1","1000cp","2012Q2","1","74.9"
"r_17","1","1000cp","2012Q2","2","27.5"
"r_17","1","1000cp","2012Q3","0","105"
"r_17","1","1000cp","2012Q3","1","73.1"
"r_17","1","1000cp","2012Q3","2","31.9"
"r_17","1","1000cp","2012Q4","0","107.5"
"r_17","1","1000cp","2012Q4","1","74.7"
"r_17","1","1000cp","2012Q4","2","32.8"
"r_17","1","1000cp","2013Q1","0","107.3"
"r_17","1","1000cp","2013Q1","1","79.2"
"r_17","1","1000cp","2013Q1","2","28.1"
"r_17","1","1000cp","2013Q2","0","111.8"
"r_17","1","1000cp","2013Q2","1","78.8"
"r_17","1","1000cp","2013Q2","2","33"
"r_17","1","1000cp","2013Q3","0","115.9"
"r_17","1","1000cp","2013Q3","1","83.3"
"r_17","1","1000cp","2013Q3","2","32.5"
"r_17","1","1000cp","2013Q4","0","125.3"
"r_17","1","1000cp","2013Q4","1","93"
"r_17","1","1000cp","2013Q4","2","32.3"
"r_17","1","1000cp","2014Q1","0","114.2"
"r_17","1","1000cp","2014Q1","1","86.1"
"r_17","1","1000cp","2014Q1","2","28.1"
"r_17","1","1000cp","2014Q2","0","106"
"r_17","1","1000cp","2014Q2","1","77.3"
"r_17","1","1000cp","2014Q2","2","28.8"
"r_17","1","1000cp","2014Q3","0","113.8"
"r_17","1","1000cp","2014Q3","1","80.5"
"r_17","1","1000cp","2014Q3","2","33.3"
"r_17","1","1000cp","2014Q4","0","120.1"
"r_17","1","1000cp","2014Q4","1","86.2"
"r_17","1","1000cp","2014Q4","2","33.9"
"r_17","1","1000cp","2015Q1","0","110.7"
"r_17","1","1000cp","2015Q1","1","82.2"
"r_17","1","1000cp","2015Q1","2","28.5"
"r_17","1","1000cp","2015Q2","0","104.5"
"r_17","1","1000cp","2015Q2","1","78.7"
"r_17","1","1000cp","2015Q2","2","25.8"
"r_17","1","1000cp","2015Q3","0","108.5"
"r_17","1","1000cp","2015Q3","1","81.6"
"r_17","1","1000cp","2015Q3","2","26.8"
"r_17","1","1000cp","2015Q4","0","109.6"
"r_17","1","1000cp","2015Q4","1","79.2"
"r_17","1","1000cp","2015Q4","2","30.5"
"r_17","2","1000cp","2003Q1","0","233.8"
"r_17","2","1000cp","2003Q1","1","154.3"
"r_17","2","1000cp","2003Q1","2","79.4"
"r_17","2","1000cp","2003Q2","0","294.7"
"r_17","2","1000cp","2003Q2","1","190.5"
"r_17","2","1000cp","2003Q2","2","104.3"
"r_17","2","1000cp","2003Q3","0","304.8"
"r_17","2","1000cp","2003Q3","1","200.5"
"r_17","2","1000cp","2003Q3","2","104.2"
"r_17","2","1000cp","2003Q4","0","252.3"
"r_17","2","1000cp","2003Q4","1","166.8"
"r_17","2","1000cp","2003Q4","2","85.5"
"r_17","2","1000cp","2004Q1","0","234.9"
"r_17","2","1000cp","2004Q1","1","156.7"
"r_17","2","1000cp","2004Q1","2","78.2"
"r_17","2","1000cp","2004Q2","0","292.8"
"r_17","2","1000cp","2004Q2","1","190.3"
"r_17","2","1000cp","2004Q2","2","102.5"
"r_17","2","1000cp","2004Q3","0","302.8"
"r_17","2","1000cp","2004Q3","1","193.6"
"r_17","2","1000cp","2004Q3","2","109.3"
"r_17","2","1000cp","2004Q4","0","252.8"
"r_17","2","1000cp","2004Q4","1","172.1"
"r_17","2","1000cp","2004Q4","2","80.7"
"r_17","2","1000cp","2005Q1","0","223.4"
"r_17","2","1000cp","2005Q1","1","153.5"
"r_17","2","1000cp","2005Q1","2","70"
"r_17","2","1000cp","2005Q2","0","264.7"
"r_17","2","1000cp","2005Q2","1","164.7"
"r_17","2","1000cp","2005Q2","2","99.9"
"r_17","2","1000cp","2005Q3","0","288.8"
"r_17","2","1000cp","2005Q3","1","182.9"
"r_17","2","1000cp","2005Q3","2","106"
"r_17","2","1000cp","2005Q4","0","254.5"
"r_17","2","1000cp","2005Q4","1","167.2"
"r_17","2","1000cp","2005Q4","2","87.3"
"r_17","2","1000cp","2006Q1","0","227"
"r_17","2","1000cp","2006Q1","1","150.9"
"r_17","2","1000cp","2006Q1","2","76.1"
"r_17","2","1000cp","2006Q2","0","255.9"
"r_17","2","1000cp","2006Q2","1","165.6"
"r_17","2","1000cp","2006Q2","2","90.3"
"r_17","2","1000cp","2006Q3","0","267.3"
"r_17","2","1000cp","2006Q3","1","169.1"
"r_17","2","1000cp","2006Q3","2","98.2"
"r_17","2","1000cp","2006Q4","0","234.1"
"r_17","2","1000cp","2006Q4","1","148.4"
"r_17","2","1000cp","2006Q4","2","85.8"
"r_17","2","1000cp","2007Q1","0","218.8"
"r_17","2","1000cp","2007Q1","1","143.8"
"r_17","2","1000cp","2007Q1","2","75"
"r_17","2","1000cp","2007Q2","0","241.7"
"r_17","2","1000cp","2007Q2","1","160.3"
"r_17","2","1000cp","2007Q2","2","81.4"
"r_17","2","1000cp","2007Q3","0","242.4"
"r_17","2","1000cp","2007Q3","1","155.9"
"r_17","2","1000cp","2007Q3","2","86.6"
"r_17","2","1000cp","2007Q4","0","233.1"
"r_17","2","1000cp","2007Q4","1","147.2"
"r_17","2","1000cp","2007Q4","2","85.9"
"r_17","2","1000cp","2008Q1","0","251.5"
"r_17","2","1000cp","2008Q1","1","162.5"
"r_17","2","1000cp","2008Q1","2","89.1"
"r_17","2","1000cp","2008Q2","0","274"
"r_17","2","1000cp","2008Q2","1","173.8"
"r_17","2","1000cp","2008Q2","2","100.2"
"r_17","2","1000cp","2008Q3","0","265.7"
"r_17","2","1000cp","2008Q3","1","167.2"
"r_17","2","1000cp","2008Q3","2","98.5"
"r_17","2","1000cp","2008Q4","0","248.4"
"r_17","2","1000cp","2008Q4","1","157.7"
"r_17","2","1000cp","2008Q4","2","90.7"
"r_17","2","1000cp","2009Q1","0","246.5"
"r_17","2","1000cp","2009Q1","1","160.6"
"r_17","2","1000cp","2009Q1","2","85.9"
"r_17","2","1000cp","2009Q2","0","271.1"
"r_17","2","1000cp","2009Q2","1","171.9"
"r_17","2","1000cp","2009Q2","2","99.2"
"r_17","2","1000cp","2009Q3","0","266"
"r_17","2","1000cp","2009Q3","1","164.4"
"r_17","2","1000cp","2009Q3","2","101.6"
"r_17","2","1000cp","2009Q4","0","253.8"
"r_17","2","1000cp","2009Q4","1","162.3"
"r_17","2","1000cp","2009Q4","2","91.5"
"r_17","2","1000cp","2010Q1","0","232.1"
"r_17","2","1000cp","2010Q1","1","147.8"
"r_17","2","1000cp","2010Q1","2","84.3"
"r_17","2","1000cp","2010Q2","0","246.7"
"r_17","2","1000cp","2010Q2","1","154.4"
"r_17","2","1000cp","2010Q2","2","92.3"
"r_17","2","1000cp","2010Q3","0","250.4"
"r_17","2","1000cp","2010Q3","1","153.8"
"r_17","2","1000cp","2010Q3","2","96.6"
"r_17","2","1000cp","2010Q4","0","235.8"
"r_17","2","1000cp","2010Q4","1","142"
"r_17","2","1000cp","2010Q4","2","93.8"
"r_17","2","1000cp","2011Q1","0","215.2"
"r_17","2","1000cp","2011Q1","1","135.1"
"r_17","2","1000cp","2011Q1","2","80.1"
"r_17","2","1000cp","2011Q2","0","222.6"
"r_17","2","1000cp","2011Q2","1","143.8"
"r_17","2","1000cp","2011Q2","2","78.8"
"r_17","2","1000cp","2011Q3","0","235.3"
"r_17","2","1000cp","2011Q3","1","148.6"
"r_17","2","1000cp","2011Q3","2","86.7"
"r_17","2","1000cp","2011Q4","0","212"
"r_17","2","1000cp","2011Q4","1","131.3"
"r_17","2","1000cp","2011Q4","2","80.7"
"r_17","2","1000cp","2012Q1","0","188.1"
"r_17","2","1000cp","2012Q1","1","122.3"
"r_17","2","1000cp","2012Q1","2","65.7"
"r_17","2","1000cp","2012Q2","0","212.7"
"r_17","2","1000cp","2012Q2","1","136.8"
"r_17","2","1000cp","2012Q2","2","75.9"
"r_17","2","1000cp","2012Q3","0","224.8"
"r_17","2","1000cp","2012Q3","1","144.1"
"r_17","2","1000cp","2012Q3","2","80.7"
"r_17","2","1000cp","2012Q4","0","218"
"r_17","2","1000cp","2012Q4","1","136.6"
"r_17","2","1000cp","2012Q4","2","81.4"
"r_17","2","1000cp","2013Q1","0","195.8"
"r_17","2","1000cp","2013Q1","1","128.1"
"r_17","2","1000cp","2013Q1","2","67.8"
"r_17","2","1000cp","2013Q2","0","219.7"
"r_17","2","1000cp","2013Q2","1","141.2"
"r_17","2","1000cp","2013Q2","2","78.5"
"r_17","2","1000cp","2013Q3","0","241.2"
"r_17","2","1000cp","2013Q3","1","148.4"
"r_17","2","1000cp","2013Q3","2","92.8"
"r_17","2","1000cp","2013Q4","0","229.8"
"r_17","2","1000cp","2013Q4","1","142.8"
"r_17","2","1000cp","2013Q4","2","87.1"
"r_17","2","1000cp","2014Q1","0","222.9"
"r_17","2","1000cp","2014Q1","1","141.5"
"r_17","2","1000cp","2014Q1","2","81.4"
"r_17","2","1000cp","2014Q2","0","240.9"
"r_17","2","1000cp","2014Q2","1","156.4"
"r_17","2","1000cp","2014Q2","2","84.5"
"r_17","2","1000cp","2014Q3","0","254.2"
"r_17","2","1000cp","2014Q3","1","161.5"
"r_17","2","1000cp","2014Q3","2","92.7"
"r_17","2","1000cp","2014Q4","0","234.3"
"r_17","2","1000cp","2014Q4","1","150.1"
"r_17","2","1000cp","2014Q4","2","84.2"
"r_17","2","1000cp","2015Q1","0","227.8"
"r_17","2","1000cp","2015Q1","1","146.5"
"r_17","2","1000cp","2015Q1","2","81.3"
"r_17","2","1000cp","2015Q2","0","240.9"
"r_17","2","1000cp","2015Q2","1","156.7"
"r_17","2","1000cp","2015Q2","2","84.2"
"r_17","2","1000cp","2015Q3","0","252.5"
"r_17","2","1000cp","2015Q3","1","159.8"
"r_17","2","1000cp","2015Q3","2","92.7"
"r_17","2","1000cp","2015Q4","0","226"
"r_17","2","1000cp","2015Q4","1","144.8"
"r_17","2","1000cp","2015Q4","2","81.2"
"r_17","3","1000cp","2003Q1","0","2326.2"
"r_17","3","1000cp","2003Q1","1","1179.5"
"r_17","3","1000cp","2003Q1","2","1146.6"
"r_17","3","1000cp","2003Q2","0","2409.5"
"r_17","3","1000cp","2003Q2","1","1229.8"
"r_17","3","1000cp","2003Q2","2","1179.7"
"r_17","3","1000cp","2003Q3","0","2453.1"
"r_17","3","1000cp","2003Q3","1","1253.7"
"r_17","3","1000cp","2003Q3","2","1199.4"
"r_17","3","1000cp","2003Q4","0","2413"
"r_17","3","1000cp","2003Q4","1","1230.5"
"r_17","3","1000cp","2003Q4","2","1182.6"
"r_17","3","1000cp","2004Q1","0","2394.3"
"r_17","3","1000cp","2004Q1","1","1228"
"r_17","3","1000cp","2004Q1","2","1166.3"
"r_17","3","1000cp","2004Q2","0","2490.5"
"r_17","3","1000cp","2004Q2","1","1274.5"
"r_17","3","1000cp","2004Q2","2","1216.1"
"r_17","3","1000cp","2004Q3","0","2530.5"
"r_17","3","1000cp","2004Q3","1","1289.5"
"r_17","3","1000cp","2004Q3","2","1241"
"r_17","3","1000cp","2004Q4","0","2496.7"
"r_17","3","1000cp","2004Q4","1","1271.6"
"r_17","3","1000cp","2004Q4","2","1225.1"
"r_17","3","1000cp","2005Q1","0","2467.5"
"r_17","3","1000cp","2005Q1","1","1268.4"
"r_17","3","1000cp","2005Q1","2","1199.1"
"r_17","3","1000cp","2005Q2","0","2575"
"r_17","3","1000cp","2005Q2","1","1334.9"
"r_17","3","1000cp","2005Q2","2","1240.1"
"r_17","3","1000cp","2005Q3","0","2630"
"r_17","3","1000cp","2005Q3","1","1363.9"
"r_17","3","1000cp","2005Q3","2","1266.1"
"r_17","3","1000cp","2005Q4","0","2554.2"
"r_17","3","1000cp","2005Q4","1","1324.8"
"r_17","3","1000cp","2005Q4","2","1229.4"
"r_17","3","1000cp","2006Q1","0","2568.2"
"r_17","3","1000cp","2006Q1","1","1323.2"
"r_17","3","1000cp","2006Q1","2","1244.9"
"r_17","3","1000cp","2006Q2","0","2720.4"
"r_17","3","1000cp","2006Q2","1","1398.9"
"r_17","3","1000cp","2006Q2","2","1321.4"
"r_17","3","1000cp","2006Q3","0","2760.1"
"r_17","3","1000cp","2006Q3","1","1413.1"
"r_17","3","1000cp","2006Q3","2","1347.1"
"r_17","3","1000cp","2006Q4","0","2757.3"
"r_17","3","1000cp","2006Q4","1","1427.9"
"r_17","3","1000cp","2006Q4","2","1329.3"
"r_17","3","1000cp","2007Q1","0","2762.3"
"r_17","3","1000cp","2007Q1","1","1426.5"
"r_17","3","1000cp","2007Q1","2","1335.8"
"r_17","3","1000cp","2007Q2","0","2852.9"
"r_17","3","1000cp","2007Q2","1","1465.3"
"r_17","3","1000cp","2007Q2","2","1387.6"
"r_17","3","1000cp","2007Q3","0","2891.2"
"r_17","3","1000cp","2007Q3","1","1489.6"
"r_17","3","1000cp","2007Q3","2","1401.6"
"r_17","3","1000cp","2007Q4","0","2889.3"
"r_17","3","1000cp","2007Q4","1","1501.6"
"r_17","3","1000cp","2007Q4","2","1387.7"
"r_17","3","1000cp","2008Q1","0","2879.6"
"r_17","3","1000cp","2008Q1","1","1491.9"
"r_17","3","1000cp","2008Q1","2","1387.8"
"r_17","3","1000cp","2008Q2","0","2945.3"
"r_17","3","1000cp","2008Q2","1","1526.4"
"r_17","3","1000cp","2008Q2","2","1418.9"
"r_17","3","1000cp","2008Q3","0","2986.7"
"r_17","3","1000cp","2008Q3","1","1553.6"
"r_17","3","1000cp","2008Q3","2","1433.1"
"r_17","3","1000cp","2008Q4","0","2963.6"
"r_17","3","1000cp","2008Q4","1","1547.7"
"r_17","3","1000cp","2008Q4","2","1415.8"
"r_17","3","1000cp","2009Q1","0","2882.6"
"r_17","3","1000cp","2009Q1","1","1493.3"
"r_17","3","1000cp","2009Q1","2","1389.4"
"r_17","3","1000cp","2009Q2","0","2881.3"
"r_17","3","1000cp","2009Q2","1","1487.2"
"r_17","3","1000cp","2009Q2","2","1394"
"r_17","3","1000cp","2009Q3","0","2851.9"
"r_17","3","1000cp","2009Q3","1","1480.8"
"r_17","3","1000cp","2009Q3","2","1371.1"
"r_17","3","1000cp","2009Q4","0","2774.5"
"r_17","3","1000cp","2009Q4","1","1441.4"
"r_17","3","1000cp","2009Q4","2","1333.1"
"r_17","3","1000cp","2010Q1","0","2668.4"
"r_17","3","1000cp","2010Q1","1","1391.2"
"r_17","3","1000cp","2010Q1","2","1277.1"
"r_17","3","1000cp","2010Q2","0","2701.7"
"r_17","3","1000cp","2010Q2","1","1409.9"
"r_17","3","1000cp","2010Q2","2","1291.9"
"r_17","3","1000cp","2010Q3","0","2723.1"
"r_17","3","1000cp","2010Q3","1","1419.3"
"r_17","3","1000cp","2010Q3","2","1303.8"
"r_17","3","1000cp","2010Q4","0","2661.7"
"r_17","3","1000cp","2010Q4","1","1372.3"
"r_17","3","1000cp","2010Q4","2","1289.4"
"r_17","3","1000cp","2011Q1","0","2546.2"
"r_17","3","1000cp","2011Q1","1","1312"
"r_17","3","1000cp","2011Q1","2","1234.2"
"r_17","3","1000cp","2011Q2","0","2584"
"r_17","3","1000cp","2011Q2","1","1327.6"
"r_17","3","1000cp","2011Q2","2","1256.4"
"r_17","3","1000cp","2011Q3","0","2660.9"
"r_17","3","1000cp","2011Q3","1","1372.3"
"r_17","3","1000cp","2011Q3","2","1288.6"
"r_17","3","1000cp","2011Q4","0","2633.4"
"r_17","3","1000cp","2011Q4","1","1346"
"r_17","3","1000cp","2011Q4","2","1287.3"
"r_17","3","1000cp","2012Q1","0","2537.4"
"r_17","3","1000cp","2012Q1","1","1288.5"
"r_17","3","1000cp","2012Q1","2","1249"
"r_17","3","1000cp","2012Q2","0","2576.8"
"r_17","3","1000cp","2012Q2","1","1309.3"
"r_17","3","1000cp","2012Q2","2","1267.5"
"r_17","3","1000cp","2012Q3","0","2660.7"
"r_17","3","1000cp","2012Q3","1","1358.6"
"r_17","3","1000cp","2012Q3","2","1302.1"
"r_17","3","1000cp","2012Q4","0","2601.3"
"r_17","3","1000cp","2012Q4","1","1341.3"
"r_17","3","1000cp","2012Q4","2","1260"
"r_17","3","1000cp","2013Q1","0","2532.9"
"r_17","3","1000cp","2013Q1","1","1285.5"
"r_17","3","1000cp","2013Q1","2","1247.4"
"r_17","3","1000cp","2013Q2","0","2589.8"
"r_17","3","1000cp","2013Q2","1","1314.2"
"r_17","3","1000cp","2013Q2","2","1275.6"
"r_17","3","1000cp","2013Q3","0","2634.4"
"r_17","3","1000cp","2013Q3","1","1353.5"
"r_17","3","1000cp","2013Q3","2","1280.9"
"r_17","3","1000cp","2013Q4","0","2557.6"
"r_17","3","1000cp","2013Q4","1","1312.6"
"r_17","3","1000cp","2013Q4","2","1245"
"r_17","3","1000cp","2014Q1","0","2540.9"
"r_17","3","1000cp","2014Q1","1","1301.2"
"r_17","3","1000cp","2014Q1","2","1239.7"
"r_17","3","1000cp","2014Q2","0","2613.3"
"r_17","3","1000cp","2014Q2","1","1338.3"
"r_17","3","1000cp","2014Q2","2","1275"
"r_17","3","1000cp","2014Q3","0","2669.4"
"r_17","3","1000cp","2014Q3","1","1373.8"
"r_17","3","1000cp","2014Q3","2","1295.6"
"r_17","3","1000cp","2014Q4","0","2612.9"
"r_17","3","1000cp","2014Q4","1","1330.3"
"r_17","3","1000cp","2014Q4","2","1282.7"
"r_17","3","1000cp","2015Q1","0","2594.2"
"r_17","3","1000cp","2015Q1","1","1328.3"
"r_17","3","1000cp","2015Q1","2","1265.9"
"r_17","3","1000cp","2015Q2","0","2646.7"
"r_17","3","1000cp","2015Q2","1","1353.1"
"r_17","3","1000cp","2015Q2","2","1293.7"
"r_17","3","1000cp","2015Q3","0","2722.7"
"r_17","3","1000cp","2015Q3","1","1396.9"
"r_17","3","1000cp","2015Q3","2","1325.7"
"r_17","3","1000cp","2015Q4","0","2705.2"
"r_17","3","1000cp","2015Q4","1","1395.6"
"r_17","3","1000cp","2015Q4","2","1309.6"
"r_17","3_1","1000cp","2003Q1","0","1331.7"
"r_17","3_1","1000cp","2003Q1","1","698.9"
"r_17","3_1","1000cp","2003Q1","2","632.8"
"r_17","3_1","1000cp","2003Q2","0","1422.4"
"r_17","3_1","1000cp","2003Q2","1","752"
"r_17","3_1","1000cp","2003Q2","2","670.4"
"r_17","3_1","1000cp","2003Q3","0","1477.8"
"r_17","3_1","1000cp","2003Q3","1","780.9"
"r_17","3_1","1000cp","2003Q3","2","696.9"
"r_17","3_1","1000cp","2003Q4","0","1448.4"
"r_17","3_1","1000cp","2003Q4","1","765.5"
"r_17","3_1","1000cp","2003Q4","2","682.8"
"r_17","3_1","1000cp","2004Q1","0","1507.4"
"r_17","3_1","1000cp","2004Q1","1","800.8"
"r_17","3_1","1000cp","2004Q1","2","706.6"
"r_17","3_1","1000cp","2004Q2","0","1573.8"
"r_17","3_1","1000cp","2004Q2","1","834.7"
"r_17","3_1","1000cp","2004Q2","2","739.1"
"r_17","3_1","1000cp","2004Q3","0","1609.1"
"r_17","3_1","1000cp","2004Q3","1","852.1"
"r_17","3_1","1000cp","2004Q3","2","757"
"r_17","3_1","1000cp","2004Q4","0","1586.4"
"r_17","3_1","1000cp","2004Q4","1","851.1"
"r_17","3_1","1000cp","2004Q4","2","735.3"
"r_17","3_1","1000cp","2005Q1","0","1610.1"
"r_17","3_1","1000cp","2005Q1","1","871.2"
"r_17","3_1","1000cp","2005Q1","2","739"
"r_17","3_1","1000cp","2005Q2","0","1708.6"
"r_17","3_1","1000cp","2005Q2","1","929.7"
"r_17","3_1","1000cp","2005Q2","2","778.9"
"r_17","3_1","1000cp","2005Q3","0","1747.2"
"r_17","3_1","1000cp","2005Q3","1","946.5"
"r_17","3_1","1000cp","2005Q3","2","800.7"
"r_17","3_1","1000cp","2005Q4","0","1702"
"r_17","3_1","1000cp","2005Q4","1","933.7"
"r_17","3_1","1000cp","2005Q4","2","768.3"
"r_17","3_1","1000cp","2006Q1","0","1721.3"
"r_17","3_1","1000cp","2006Q1","1","949.1"
"r_17","3_1","1000cp","2006Q1","2","772.2"
"r_17","3_1","1000cp","2006Q2","0","1852.4"
"r_17","3_1","1000cp","2006Q2","1","1018"
"r_17","3_1","1000cp","2006Q2","2","834.4"
"r_17","3_1","1000cp","2006Q3","0","1893.2"
"r_17","3_1","1000cp","2006Q3","1","1024.4"
"r_17","3_1","1000cp","2006Q3","2","868.8"
"r_17","3_1","1000cp","2006Q4","0","1899.9"
"r_17","3_1","1000cp","2006Q4","1","1045.5"
"r_17","3_1","1000cp","2006Q4","2","854.4"
"r_17","3_1","1000cp","2007Q1","0","1921.7"
"r_17","3_1","1000cp","2007Q1","1","1063.1"
"r_17","3_1","1000cp","2007Q1","2","858.6"
"r_17","3_1","1000cp","2007Q2","0","2022.6"
"r_17","3_1","1000cp","2007Q2","1","1107.8"
"r_17","3_1","1000cp","2007Q2","2","914.8"
"r_17","3_1","1000cp","2007Q3","0","2054.5"
"r_17","3_1","1000cp","2007Q3","1","1121.1"
"r_17","3_1","1000cp","2007Q3","2","933.3"
"r_17","3_1","1000cp","2007Q4","0","2041.6"
"r_17","3_1","1000cp","2007Q4","1","1121.5"
"r_17","3_1","1000cp","2007Q4","2","920.1"
"r_17","3_1","1000cp","2008Q1","0","2071.6"
"r_17","3_1","1000cp","2008Q1","1","1141.7"
"r_17","3_1","1000cp","2008Q1","2","929.9"
"r_17","3_1","1000cp","2008Q2","0","2158.3"
"r_17","3_1","1000cp","2008Q2","1","1185.5"
"r_17","3_1","1000cp","2008Q2","2","972.8"
"r_17","3_1","1000cp","2008Q3","0","2212.7"
"r_17","3_1","1000cp","2008Q3","1","1219.1"
"r_17","3_1","1000cp","2008Q3","2","993.6"
"r_17","3_1","1000cp","2008Q4","0","2181.8"
"r_17","3_1","1000cp","2008Q4","1","1212.5"
"r_17","3_1","1000cp","2008Q4","2","969.4"
"r_17","3_1","1000cp","2009Q1","0","2099.9"
"r_17","3_1","1000cp","2009Q1","1","1164.4"
"r_17","3_1","1000cp","2009Q1","2","935.6"
"r_17","3_1","1000cp","2009Q2","0","2094.5"
"r_17","3_1","1000cp","2009Q2","1","1148.8"
"r_17","3_1","1000cp","2009Q2","2","945.7"
"r_17","3_1","1000cp","2009Q3","0","2099.3"
"r_17","3_1","1000cp","2009Q3","1","1148"
"r_17","3_1","1000cp","2009Q3","2","951.3"
"r_17","3_1","1000cp","2009Q4","0","2020"
"r_17","3_1","1000cp","2009Q4","1","1128.5"
"r_17","3_1","1000cp","2009Q4","2","891.4"
"r_17","3_1","1000cp","2010Q1","0","1933.7"
"r_17","3_1","1000cp","2010Q1","1","1088.6"
"r_17","3_1","1000cp","2010Q1","2","845.1"
"r_17","3_1","1000cp","2010Q2","0","1977"
"r_17","3_1","1000cp","2010Q2","1","1096.9"
"r_17","3_1","1000cp","2010Q2","2","880.1"
"r_17","3_1","1000cp","2010Q3","0","2011.5"
"r_17","3_1","1000cp","2010Q3","1","1111.2"
"r_17","3_1","1000cp","2010Q3","2","900.3"
"r_17","3_1","1000cp","2010Q4","0","1926.7"
"r_17","3_1","1000cp","2010Q4","1","1060.5"
"r_17","3_1","1000cp","2010Q4","2","866.1"
"r_17","3_1","1000cp","2011Q1","0","1820.8"
"r_17","3_1","1000cp","2011Q1","1","999.3"
"r_17","3_1","1000cp","2011Q1","2","821.5"
"r_17","3_1","1000cp","2011Q2","0","1877.6"
"r_17","3_1","1000cp","2011Q2","1","1025.6"
"r_17","3_1","1000cp","2011Q2","2","852"
"r_17","3_1","1000cp","2011Q3","0","1959.9"
"r_17","3_1","1000cp","2011Q3","1","1074.3"
"r_17","3_1","1000cp","2011Q3","2","885.6"
"r_17","3_1","1000cp","2011Q4","0","1916.4"
"r_17","3_1","1000cp","2011Q4","1","1045.3"
"r_17","3_1","1000cp","2011Q4","2","871.1"
"r_17","3_1","1000cp","2012Q1","0","1816.2"
"r_17","3_1","1000cp","2012Q1","1","982.4"
"r_17","3_1","1000cp","2012Q1","2","833.8"
"r_17","3_1","1000cp","2012Q2","0","1860"
"r_17","3_1","1000cp","2012Q2","1","1002.3"
"r_17","3_1","1000cp","2012Q2","2","857.7"
"r_17","3_1","1000cp","2012Q3","0","1934.7"
"r_17","3_1","1000cp","2012Q3","1","1047.7"
"r_17","3_1","1000cp","2012Q3","2","887.1"
"r_17","3_1","1000cp","2012Q4","0","1879.1"
"r_17","3_1","1000cp","2012Q4","1","1033.7"
"r_17","3_1","1000cp","2012Q4","2","845.4"
"r_17","3_1","1000cp","2013Q1","0","1803.4"
"r_17","3_1","1000cp","2013Q1","1","981.9"
"r_17","3_1","1000cp","2013Q1","2","821.5"
"r_17","3_1","1000cp","2013Q2","0","1873"
"r_17","3_1","1000cp","2013Q2","1","1016.8"
"r_17","3_1","1000cp","2013Q2","2","856.2"
"r_17","3_1","1000cp","2013Q3","0","1928.6"
"r_17","3_1","1000cp","2013Q3","1","1056"
"r_17","3_1","1000cp","2013Q3","2","872.6"
"r_17","3_1","1000cp","2013Q4","0","1832.4"
"r_17","3_1","1000cp","2013Q4","1","1011.1"
"r_17","3_1","1000cp","2013Q4","2","821.3"
"r_17","3_1","1000cp","2014Q1","0","1816.5"
"r_17","3_1","1000cp","2014Q1","1","1000"
"r_17","3_1","1000cp","2014Q1","2","816.5"
"r_17","3_1","1000cp","2014Q2","0","1897.9"
"r_17","3_1","1000cp","2014Q2","1","1043.1"
"r_17","3_1","1000cp","2014Q2","2","854.9"
"r_17","3_1","1000cp","2014Q3","0","1979.5"
"r_17","3_1","1000cp","2014Q3","1","1091.1"
"r_17","3_1","1000cp","2014Q3","2","888.4"
"r_17","3_1","1000cp","2014Q4","0","1920.6"
"r_17","3_1","1000cp","2014Q4","1","1051"
"r_17","3_1","1000cp","2014Q4","2","869.5"
"r_17","3_1","1000cp","2015Q1","0","1883.8"
"r_17","3_1","1000cp","2015Q1","1","1034.4"
"r_17","3_1","1000cp","2015Q1","2","849.4"
"r_17","3_1","1000cp","2015Q2","0","1945.4"
"r_17","3_1","1000cp","2015Q2","1","1068.1"
"r_17","3_1","1000cp","2015Q2","2","877.3"
"r_17","3_1","1000cp","2015Q3","0","2031.5"
"r_17","3_1","1000cp","2015Q3","1","1115.6"
"r_17","3_1","1000cp","2015Q3","2","915.9"
"r_17","3_1","1000cp","2015Q4","0","2012.1"
"r_17","3_1","1000cp","2015Q4","1","1114.4"
"r_17","3_1","1000cp","2015Q4","2","897.6"
"r_17","3_2","1000cp","2003Q1","0","994.5"
"r_17","3_2","1000cp","2003Q1","1","480.6"
"r_17","3_2","1000cp","2003Q1","2","513.9"
"r_17","3_2","1000cp","2003Q2","0","987.1"
"r_17","3_2","1000cp","2003Q2","1","477.8"
"r_17","3_2","1000cp","2003Q2","2","509.3"
"r_17","3_2","1000cp","2003Q3","0","975.3"
"r_17","3_2","1000cp","2003Q3","1","472.7"
"r_17","3_2","1000cp","2003Q3","2","502.6"
"r_17","3_2","1000cp","2003Q4","0","964.7"
"r_17","3_2","1000cp","2003Q4","1","464.9"
"r_17","3_2","1000cp","2003Q4","2","499.7"
"r_17","3_2","1000cp","2004Q1","0","886.9"
"r_17","3_2","1000cp","2004Q1","1","427.2"
"r_17","3_2","1000cp","2004Q1","2","459.7"
"r_17","3_2","1000cp","2004Q2","0","916.8"
"r_17","3_2","1000cp","2004Q2","1","439.8"
"r_17","3_2","1000cp","2004Q2","2","477"
"r_17","3_2","1000cp","2004Q3","0","921.4"
"r_17","3_2","1000cp","2004Q3","1","437.4"
"r_17","3_2","1000cp","2004Q3","2","484"
"r_17","3_2","1000cp","2004Q4","0","910.2"
"r_17","3_2","1000cp","2004Q4","1","420.5"
"r_17","3_2","1000cp","2004Q4","2","489.7"
"r_17","3_2","1000cp","2005Q1","0","857.3"
