RevisionColumn,HBS_POTR,Residence,periods,ValueColumn
"r_1","13","1","2004","1.4"
"r_1","13","2","2004","1.1"
"r_1","13","0","2005","1.3"
"r_1","13","1","2005","1.3"
"r_1","13","2","2005","1.2"
"r_1","13","0","2006","1.4"
"r_1","13","1","2006","1.5"
"r_1","13","2","2006","1.4"
"r_1","13","0","2007","1.7"
"r_1","13","1","2007","1.9"
"r_1","13","2","2007","1.4"
"r_1","13","0","2008","1.7"
"r_1","13","1","2008","1.8"
"r_1","13","2","2008","1.2"
"r_1","13","0","2009","1.8"
"r_1","13","1","2009","2"
"r_1","13","2","2009","1.3"
"r_1","13","0","2010","1.8"
"r_1","13","1","2010","2"
"r_1","13","2","2010","1.4"
"r_1","13","0","2011","1.7"
"r_1","13","1","2011","1.8"
"r_1","13","2","2011","1.4"
"r_1","13","0","2012","2.1"
"r_1","13","1","2012","2.2"
"r_1","13","2","2012","1.6"
"r_1","13","0","2013","2.2"
"r_1","13","1","2013","2.4"
"r_1","13","2","2013","1.4"
"r_1","13","0","2014","2.3"
"r_1","13","1","2014","2.5"
"r_1","13","2","2014","1.5"
"r_1","14","0","2004","134"
"r_1","14","1","2004","121"
"r_1","14","2","2004","164"
"r_1","14","0","2005","136"
"r_1","14","1","2005","122"
"r_1","14","2","2005","166"
"r_1","14","0","2006","133"
"r_1","14","1","2006","122"
"r_1","14","2","2006","158"
"r_1","14","0","2007","128"
"r_1","14","1","2007","120"
"r_1","14","2","2007","148"
"r_1","14","0","2008","127"
"r_1","14","1","2008","120"
"r_1","14","2","2008","144"
"r_1","14","0","2009","131"
"r_1","14","1","2009","124"
"r_1","14","2","2009","147"
"r_1","14","0","2010","137"
"r_1","14","1","2010","131"
"r_1","14","2","2010","152"
"r_1","14","0","2011","137"
"r_1","14","1","2011","133"
"r_1","14","2","2011","149"
"r_1","14","0","2012","136"
"r_1","14","1","2012","133"
"r_1","14","2","2012","146"
"r_1","14","0","2013","143"
"r_1","14","1","2013","140"
"r_1","14","2","2013","153"
"r_1","14","0","2014","140"
"r_1","14","1","2014","137"
"r_1","14","2","2014","152"
"r_1","15","0","2004","12.6"
"r_1","15","1","2004","12.1"
"r_1","15","2","2004","13.8"
"r_1","15","0","2005","12.8"
"r_1","15","1","2005","12.2"
"r_1","15","2","2005","14.1"
"r_1","15","0","2006","13.1"
"r_1","15","1","2006","12.4"
"r_1","15","2","2006","14.6"
"r_1","15","0","2007","12.9"
"r_1","15","1","2007","12.3"
"r_1","15","2","2007","14.2"
"r_1","15","0","2008","12.7"
"r_1","15","1","2008","12.2"
"r_1","15","2","2008","13.9"
"r_1","15","0","2009","13.2"
"r_1","15","1","2009","12.7"
"r_1","15","2","2009","14.5"
"r_1","15","0","2010","14.1"
"r_1","15","1","2010","13.7"
"r_1","15","2","2010","15.1"
"r_1","15","0","2011","14.3"
"r_1","15","1","2011","13.9"
"r_1","15","2","2011","15.3"
"r_1","15","0","2012","13.6"
"r_1","15","1","2012","13.3"
"r_1","15","2","2012","14.4"
"r_1","15","0","2013","13.8"
"r_1","15","1","2013","13.6"
"r_1","15","2","2013","14.3"
"r_1","15","0","2014","12.8"
"r_1","15","1","2014","12.5"
"r_1","15","2","2014","13.9"
"r_1","16","0","2004","1.9"
"r_1","16","1","2004","2"
"r_1","16","2","2004","1.8"
"r_1","16","0","2005","2"
"r_1","16","1","2005","2"
"r_1","16","2","2005","1.9"
"r_1","16","0","2006","2"
"r_1","16","1","2006","2"
"r_1","16","2","2006","1.9"
"r_1","16","0","2007","1.9"
"r_1","16","1","2007","2"
"r_1","16","2","2007","1.9"
"r_1","16","0","2008","2"
"r_1","16","1","2008","2"
"r_1","16","2","2008","2"
"r_1","16","0","2009","1.8"
"r_1","16","1","2009","1.7"
"r_1","16","2","2009","1.8"
"r_1","16","0","2010","1.9"
"r_1","16","1","2010","1.9"
"r_1","16","2","2010","2"
"r_1","16","0","2011","1.9"
"r_1","16","1","2011","1.8"
"r_1","16","2","2011","2"
"r_1","16","0","2012","1.8"
"r_1","16","1","2012","1.8"
"r_1","16","2","2012","2"
"r_1","16","0","2013","1.8"
"r_1","16","1","2013","1.8"
"r_1","16","2","2013","2.1"
"r_1","16","0","2014","1.5"
"r_1","16","1","2014","1.4"
"r_1","16","2","2014","1.7"
"r_1","17","0","2004","0.5"
"r_1","17","1","2004","0.5"
"r_1","17","2","2004","0.4"
"r_1","17","0","2005","0.5"
"r_1","17","1","2005","0.5"
"r_1","17","2","2005","0.4"
"r_1","17","0","2006","0.5"
"r_1","17","1","2006","0.5"
"r_1","17","2","2006","0.5"
"r_1","17","0","2007","0.5"
"r_1","17","1","2007","0.5"
"r_1","17","2","2007","0.5"
"r_1","17","0","2008","0.5"
"r_1","17","1","2008","0.5"
"r_1","17","2","2008","0.5"
"r_1","17","0","2009","0.6"
"r_1","17","1","2009","0.6"
"r_1","17","2","2009","0.6"
"r_1","17","0","2010","0.7"
"r_1","17","1","2010","0.7"
"r_1","17","2","2010","0.6"
"r_1","17","0","2011","0.7"
"r_1","17","1","2011","0.8"
"r_1","17","2","2011","0.6"
"r_1","17","0","2012","0.8"
"r_1","17","1","2012","0.9"
"r_1","17","2","2012","0.6"
"r_1","17","0","2013","0.9"
"r_1","17","1","2013","0.9"
"r_1","17","2","2013","0.6"
"r_1","17","0","2014","0.9"
"r_1","17","1","2014","1"
"r_1","17","2","2014","0.7"
"r_1","18","0","2004","0.5"
"r_1","18","1","2004","0.3"
"r_1","18","2","2004","0.9"
"r_1","18","0","2005","0.3"
"r_1","18","1","2005","0.2"
"r_1","18","2","2005","0.6"
"r_1","18","0","2006","0.2"
"r_1","18","1","2006","0.2"
"r_1","18","2","2006","0.4"
"r_1","18","0","2007","0.2"
"r_1","18","1","2007","0.1"
"r_1","18","2","2007","0.4"
"r_1","18","0","2008","0.2"
"r_1","18","1","2008","0.1"
"r_1","18","2","2008","0.3"
"r_1","18","0","2009","0.1"
"r_1","18","1","2009","0.1"
"r_1","18","2","2009","0.2"
"r_1","18","0","2010","0.1"
"r_1","18","1","2010","0"
"r_1","18","2","2010","0.1"
"r_1","18","0","2011","0.1"
"r_1","18","1","2011","0"
"r_1","18","2","2011","0.1"
"r_1","18","0","2012","0.1"
"r_1","18","1","2012","0"
"r_1","18","2","2012","0.1"
"r_1","18","0","2013","0"
"r_1","18","1","2013","0"
"r_1","18","2","2013","0.1"
"r_1","18","0","2014","0.1"
"r_1","18","1","2014","0"
"r_1","18","2","2014","0.1"
"r_1","19","0","2004","36.8"
"r_1","19","1","2004","36.3"
"r_1","19","2","2004","38"
"r_1","19","0","2005","36.2"
"r_1","19","1","2005","36.1"
"r_1","19","2","2005","36.2"
"r_1","19","0","2006","37.8"
"r_1","19","1","2006","37.8"
"r_1","19","2","2006","37.9"
"r_1","19","0","2007","38.8"
"r_1","19","1","2007","40.6"
"r_1","19","2","2007","34.6"
"r_1","19","0","2008","39.9"
"r_1","19","1","2008","41.7"
"r_1","19","2","2008","35.8"
"r_1","19","0","2009","44.3"
"r_1","19","1","2009","45.7"
"r_1","19","2","2009","40.9"
"r_1","19","0","2010","43.5"
"r_1","19","1","2010","44.9"
"r_1","19","2","2010","39.9"
"r_1","19","0","2011","47.2"
"r_1","19","1","2011","49"
"r_1","19","2","2011","42.2"
"r_1","19","0","2012","46"
"r_1","19","1","2012","48.3"
"r_1","19","2","2012","39.2"
"r_1","19","0","2013","50.3"
"r_1","19","1","2013","52.8"
"r_1","19","2","2013","42.6"
"r_1","19","0","2014","50.5"
"r_1","19","1","2014","53.5"
"r_1","19","2","2014","40.8"
"r_1","191","0","2004","8"
"r_1","191","1","2004","8.2"
"r_1","191","2","2004","7.8"
"r_1","191","0","2005","8.7"
"r_1","191","1","2005","9.1"
"r_1","191","2","2005","7.8"
"r_1","191","0","2006","8.8"
"r_1","191","1","2006","8.8"
"r_1","191","2","2006","8.4"
"r_1","191","0","2007","9.2"
"r_1","191","1","2007","9.7"
"r_1","191","2","2007","8.1"
"r_1","191","0","2008","8.7"
"r_1","191","1","2008","9.1"
"r_1","191","2","2008","7.9"
"r_1","191","0","2009","11.2"
"r_1","191","1","2009","11.6"
"r_1","191","2","2009","10.4"
"r_1","191","0","2010","12.4"
"r_1","191","1","2010","12.5"
"r_1","191","2","2010","12.1"
"r_1","191","0","2011","10.5"
"r_1","191","1","2011","10.9"
"r_1","191","2","2011","9.6"
"r_1","191","0","2012","11.1"
"r_1","191","1","2012","11.6"
"r_1","191","2","2012","9.6"
"r_1","191","0","2013","12"
"r_1","191","1","2013","12.5"
"r_1","191","2","2013","10.2"
"r_1","191","0","2014","12.6"
"r_1","191","1","2014","13.2"
"r_1","191","2","2014","10.6"
"r_1","192","0","2004","0.5"
"r_1","192","1","2004","0.4"
"r_1","192","2","2004","0.8"
"r_1","192","0","2005","0.9"
"r_1","192","1","2005","0.7"
"r_1","192","2","2005","1.4"
"r_1","192","0","2006","0.4"
"r_1","192","1","2006","0.4"
"r_1","192","2","2006","0.6"
"r_1","192","0","2007","0.7"
"r_1","192","1","2007","0.6"
"r_1","192","2","2007","0.8"
"r_1","192","0","2008","0.7"
"r_1","192","1","2008","0.6"
"r_1","192","2","2008","0.9"
"r_1","192","0","2009","0.6"
"r_1","192","1","2009","0.5"
"r_1","192","2","2009","0.6"
"r_1","192","0","2010","0.6"
"r_1","192","1","2010","0.5"
"r_1","192","2","2010","0.8"
"r_1","192","0","2011","0.6"
"r_1","192","1","2011","0.5"
"r_1","192","2","2011","0.8"
"r_1","192","0","2012","0.7"
"r_1","192","1","2012","0.7"
"r_1","192","2","2012","0.8"
"r_1","192","0","2013","0.7"
"r_1","192","1","2013","0.6"
"r_1","192","2","2013","0.9"
"r_1","192","0","2014","0.7"
"r_1","192","1","2014","0.7"
"r_1","192","2","2014","0.7"
"r_1","193","0","2004","2.9"
"r_1","193","1","2004","2.6"
"r_1","193","2","2004","3.6"
"r_1","193","0","2005","1.6"
"r_1","193","1","2005","1.4"
"r_1","193","2","2005","1.8"
"r_1","193","0","2006","2.2"
"r_1","193","1","2006","2"
"r_1","193","2","2006","2.7"
"r_1","193","0","2007","3"
"r_1","193","1","2007","2.8"
"r_1","193","2","2007","3.5"
"r_1","193","0","2008","3.1"
"r_1","193","1","2008","2.9"
"r_1","193","2","2008","3.4"
"r_1","193","0","2009","3.2"
"r_1","193","1","2009","3"
"r_1","193","2","2009","3.6"
"r_1","193","0","2010","2"
"r_1","193","1","2010","2"
"r_1","193","2","2010","2.1"
"r_1","193","0","2011","2.2"
"r_1","193","1","2011","2.1"
"r_1","193","2","2011","2.4"
"r_1","193","0","2012","2.3"
"r_1","193","1","2012","2.3"
"r_1","193","2","2012","2.4"
"r_1","193","0","2013","3.2"
"r_1","193","1","2013","3.1"
"r_1","193","2","2013","3.6"
"r_1","193","0","2014","1.8"
"r_1","193","1","2014","1.9"
"r_1","193","2","2014","1.6"
"r_1","194","0","2004","6.6"
"r_1","194","1","2004","7.6"
"r_1","194","2","2004","4.2"
"r_1","194","0","2005","7.5"
"r_1","194","1","2005","8.7"
"r_1","194","2","2005","5.1"
"r_1","194","0","2006","7.4"
"r_1","194","1","2006","8.6"
"r_1","194","2","2006","4.9"
"r_1","194","0","2007","8.3"
"r_1","194","1","2007","9.5"
"r_1","194","2","2007","5.7"
"r_1","194","0","2008","8.1"
"r_1","194","1","2008","9.1"
"r_1","194","2","2008","5.7"
"r_1","194","0","2009","9.1"
"r_1","194","1","2009","10.1"
"r_1","194","2","2009","6.6"
"r_1","194","0","2010","10.8"
"r_1","194","1","2010","12"
"r_1","194","2","2010","7.7"
"r_1","194","0","2011","11.6"
"r_1","194","1","2011","13"
"r_1","194","2","2011","7.8"
"r_1","194","0","2012","11.2"
"r_1","194","1","2012","12.3"
"r_1","194","2","2012","7.7"
"r_1","194","0","2013","13"
"r_1","194","1","2013","14.6"
"r_1","194","2","2013","8.2"
"r_1","194","0","2014","14.7"
"r_1","194","1","2014","16.3"
"r_1","194","2","2014","9.5"
"r_1","195","0","2004","10.1"
"r_1","195","1","2004","9.9"
"r_1","195","2","2004","10.5"
"r_1","195","0","2005","9.5"
"r_1","195","1","2005","9.4"
"r_1","195","2","2005","9.6"
"r_1","195","0","2006","10.6"
"r_1","195","1","2006","10.6"
"r_1","195","2","2006","10.7"
"r_1","195","0","2007","11.5"
"r_1","195","1","2007","12.2"
"r_1","195","2","2007","9.9"
"r_1","195","0","2008","12.6"
"r_1","195","1","2008","13.3"
"r_1","195","2","2008","10.8"
"r_1","195","0","2009","12.9"
"r_1","195","1","2009","13.2"
"r_1","195","2","2009","12"
"r_1","195","0","2010","10.4"
"r_1","195","1","2010","11"
"r_1","195","2","2010","8.8"
"r_1","195","0","2011","14.7"
"r_1","195","1","2011","15.1"
"r_1","195","2","2011","13.6"
"r_1","195","0","2012","13.4"
"r_1","195","1","2012","14.1"
"r_1","195","2","2012","11.3"
"r_1","195","0","2013","12.8"
"r_1","195","1","2013","13.1"
"r_1","195","2","2013","11.6"
"r_1","195","0","2014","12.3"
"r_1","195","1","2014","13.1"
"r_1","195","2","2014","9.9"
"r_1","196","0","2004","3.1"
"r_1","196","1","2004","2.1"
"r_1","196","2","2004","5.4"
"r_1","196","0","2005","3.4"
"r_1","196","1","2005","2.2"
"r_1","196","2","2005","6"
"r_1","196","0","2006","2.7"
"r_1","196","1","2006","1.7"
"r_1","196","2","2006","4.9"
"r_1","196","0","2007","1.7"
"r_1","196","1","2007","1.2"
"r_1","196","2","2007","2.8"
"r_1","196","0","2008","1.6"
"r_1","196","1","2008","1.2"
"r_1","196","2","2008","2.4"
"r_1","196","0","2009","2.1"
"r_1","196","1","2009","1.6"
"r_1","196","2","2009","3.1"
"r_1","196","0","2010","2.2"
"r_1","196","1","2010","1.7"
"r_1","196","2","2010","3.8"
"r_1","196","0","2011","2.2"
"r_1","196","1","2011","1.7"
"r_1","196","2","2011","3.7"
"r_1","196","0","2012","2.1"
"r_1","196","1","2012","1.7"
"r_1","196","2","2012","3.3"
"r_1","196","0","2013","2.4"
"r_1","196","1","2013","2"
"r_1","196","2","2013","3.4"
"r_1","196","0","2014","2.5"
"r_1","196","1","2014","2"
"r_1","196","2","2014","3.9"
"r_1","197","0","2004","5.6"
"r_1","197","1","2004","5.5"
"r_1","197","2","2004","5.7"
"r_1","197","0","2005","4.6"
"r_1","197","1","2005","4.6"
"r_1","197","2","2005","4.5"
"r_1","197","0","2006","5.7"
"r_1","197","1","2006","5.7"
"r_1","197","2","2006","5.7"
"r_1","197","0","2007","4.4"
"r_1","197","1","2007","4.6"
"r_1","197","2","2007","3.8"
"r_1","197","0","2008","5.2"
"r_1","197","1","2008","5.4"
"r_1","197","2","2008","4.7"
"r_1","197","0","2009","5.3"
"r_1","197","1","2009","5.7"
"r_1","197","2","2009","4.6"
"r_1","197","0","2010","5.1"
"r_1","197","1","2010","5.3"
"r_1","197","2","2010","4.5"
"r_1","197","0","2011","5.4"
"r_1","197","1","2011","5.7"
"r_1","197","2","2011","4.3"
"r_1","197","0","2012","5.2"
"r_1","197","1","2012","5.6"
"r_1","197","2","2012","4"
"r_1","197","0","2013","6.3"
"r_1","197","1","2013","6.8"
"r_1","197","2","2013","4.7"
"r_1","197","0","2014","5.9"
"r_1","197","1","2014","6.3"
"r_1","197","2","2014","4.6"
"r_1","20","0","2004","1"
"r_1","20","1","2004","1"
"r_1","20","2","2004","1.1"
"r_1","20","0","2005","0.9"
"r_1","20","1","2005","0.9"
"r_1","20","2","2005","1"
"r_1","20","0","2006","1"
"r_1","20","1","2006","0.9"
"r_1","20","2","2006","1"
"r_1","20","0","2007","0.9"
"r_1","20","1","2007","0.9"
"r_1","20","2","2007","0.8"
"r_1","20","0","2008","0.8"
"r_1","20","1","2008","0.9"
"r_1","20","2","2008","0.8"
"r_1","20","0","2009","0.9"
"r_1","20","1","2009","1"
"r_1","20","2","2009","0.9"
"r_1","20","0","2010","0.8"
"r_1","20","1","2010","0.9"
"r_1","20","2","2010","0.8"
"r_1","20","0","2011","0.8"
"r_1","20","1","2011","0.9"
"r_1","20","2","2011","0.8"
"r_1","20","0","2012","0.9"
"r_1","20","1","2012","0.9"
"r_1","20","2","2012","0.8"
"r_1","20","0","2013","0.9"
"r_1","20","1","2013","1"
"r_1","20","2","2013","0.7"
"r_1","20","0","2014","1.1"
"r_1","20","1","2014","1.2"
"r_1","20","2","2014","0.9"
"r_1","21","0","2004","18.6"
"r_1","21","1","2004","15.7"
"r_1","21","2","2004","25.3"
"r_1","21","0","2005","17.7"
"r_1","21","1","2005","14.8"
"r_1","21","2","2005","24.1"
"r_1","21","0","2006","16.3"
"r_1","21","1","2006","13.3"
"r_1","21","2","2006","23.2"
"r_1","21","0","2007","14"
"r_1","21","1","2007","11.4"
"r_1","21","2","2007","19.9"
"r_1","21","0","2008","11.5"
"r_1","21","1","2008","9.1"
"r_1","21","2","2008","17"
"r_1","21","0","2009","12"
"r_1","21","1","2009","9.5"
"r_1","21","2","2009","18.1"
"r_1","21","0","2010","15.4"
"r_1","21","1","2010","13.9"
"r_1","21","2","2010","19.4"
"r_1","21","0","2011","12.4"
"r_1","21","1","2011","10.1"
"r_1","21","2","2011","18.7"
"r_1","21","0","2012","11.6"
"r_1","21","1","2012","9.2"
"r_1","21","2","2012","18.5"
"r_1","21","0","2013","10.7"
"r_1","21","1","2013","8.6"
"r_1","21","2","2013","17.1"
"r_1","21","0","2014","10.1"
"r_1","21","1","2014","8"
"r_1","21","2","2014","16.8"
"r_1","22","0","2004","1.4"
"r_1","22","1","2004","1.3"
"r_1","22","2","2004","1.7"
"r_1","22","0","2005","1.2"
"r_1","22","1","2005","1.1"
"r_1","22","2","2005","1.5"
"r_1","22","0","2006","1.1"
"r_1","22","1","2006","1"
"r_1","22","2","2006","1.3"
"r_1","22","0","2007","0.9"
"r_1","22","1","2007","0.8"
"r_1","22","2","2007","1.1"
"r_1","22","0","2008","0.8"
"r_1","22","1","2008","0.7"
"r_1","22","2","2008","0.9"
"r_1","22","0","2009","0.8"
"r_1","22","1","2009","0.7"
"r_1","22","2","2009","1"
"r_1","22","0","2010","0.8"
"r_1","22","1","2010","0.7"
"r_1","22","2","2010","1"
"r_1","22","0","2011","0.8"
"r_1","22","1","2011","0.7"
"r_1","22","2","2011","1.1"
"r_1","22","0","2012","0.8"
"r_1","22","1","2012","0.8"
"r_1","22","2","2012","1"
"r_1","22","0","2013","0.9"
"r_1","22","1","2013","0.8"
"r_1","22","2","2013","1.2"
"r_1","22","0","2014","0.9"
"r_1","22","1","2014","0.8"
"r_1","22","2","2014","1.3"
"r_1","23","0","2004","1.8"
"r_1","23","1","2004","2"
"r_1","23","2","2004","1.3"
"r_1","23","0","2005","2"
"r_1","23","1","2005","2.3"
"r_1","23","2","2005","1.4"
"r_1","23","0","2006","2.3"
"r_1","23","1","2006","2.7"
"r_1","23","2","2006","1.3"
"r_1","23","0","2007","3"
"r_1","23","1","2007","3.6"
"r_1","23","2","2007","1.6"
"r_1","23","0","2008","3.7"
"r_1","23","1","2008","4.5"
"r_1","23","2","2008","1.6"
"r_1","23","0","2009","3.7"
"r_1","23","1","2009","4.5"
"r_1","23","2","2009","1.8"
"r_1","23","0","2010","3.4"
"r_1","23","1","2010","4"
"r_1","23","2","2010","1.8"
"r_1","23","0","2011","3.7"
"r_1","23","1","2011","4.2"
"r_1","23","2","2011","2.1"
"r_1","23","0","2012","4.2"
"r_1","23","1","2012","4.9"
"r_1","23","2","2012","2.3"
"r_1","23","0","2013","4.8"
"r_1","23","1","2013","5.7"
"r_1","23","2","2013","2"
"r_1","23","0","2014","4.9"
"r_1","23","1","2014","5.6"
"r_1","23","2","2014","2.6"
"r_1","24","0","2004","60.7"
"r_1","24","1","2004","58.7"
"r_1","24","2","2004","65.3"
"r_1","24","0","2005","59.9"
"r_1","24","1","2005","58.3"
"r_1","24","2","2005","63.3"
"r_1","24","0","2006","64.8"
"r_1","24","1","2006","63.2"
"r_1","24","2","2006","68.6"
"r_1","24","0","2007","63.3"
"r_1","24","1","2007","64"
"r_1","24","2","2007","61.8"
"r_1","24","0","2008","65.2"
"r_1","24","1","2008","65.6"
"r_1","24","2","2008","64.3"
"r_1","24","0","2009","68.4"
"r_1","24","1","2009","68.5"
"r_1","24","2","2009","68.2"
"r_1","24","0","2010","69.1"
"r_1","24","1","2010","69.9"
"r_1","24","2","2010","66.9"
"r_1","24","0","2011","71"
"r_1","24","1","2011","71.4"
"r_1","24","2","2011","69.9"
"r_1","24","0","2012","70.4"
"r_1","24","1","2012","71.1"
"r_1","24","2","2012","68.3"
"r_1","24","0","2013","73.1"
"r_1","24","1","2013","74.2"
"r_1","24","2","2013","69.9"
"r_1","24","0","2014","70.9"
"r_1","24","1","2014","71.5"
"r_1","24","2","2014","68.8"
"r_1","241","0","2004","17.1"
"r_1","241","1","2004","16.3"
"r_1","241","2","2004","18.6"
"r_1","241","0","2005","15.8"
"r_1","241","1","2005","15.4"
"r_1","241","2","2005","16.6"
"r_1","241","0","2006","18.9"
"r_1","241","1","2006","18.4"
"r_1","241","2","2006","20.1"
"r_1","241","0","2007","19"
"r_1","241","1","2007","19.2"
"r_1","241","2","2007","18.5"
"r_1","241","0","2008","20.2"
"r_1","241","1","2008","20.5"
"r_1","241","2","2008","19.5"
"r_1","241","0","2009","21.2"
"r_1","241","1","2009","21.1"
"r_1","241","2","2009","21.4"
"r_1","241","0","2010","20.2"
"r_1","241","1","2010","20.5"
"r_1","241","2","2010","19.4"
"r_1","241","0","2011","20.8"
"r_1","241","1","2011","20.7"
"r_1","241","2","2011","20.9"
"r_1","241","0","2012","20.2"
"r_1","241","1","2012","20.4"
"r_1","241","2","2012","19.7"
"r_1","241","0","2013","21.3"
"r_1","241","1","2013","21.7"
"r_1","241","2","2013","19.9"
"r_1","241","0","2014","20"
"r_1","241","1","2014","20"
"r_1","241","2","2014","19.8"
"r_1","242","0","2004","7.4"
"r_1","242","1","2004","7.6"
"r_1","242","2","2004","7.2"
"r_1","242","0","2005","8.5"
"r_1","242","1","2005","8.7"
"r_1","242","2","2005","8.6"
"r_1","242","0","2006","8.8"
"r_1","242","1","2006","8.9"
"r_1","242","2","2006","8.8"
"r_1","242","0","2007","9.5"
"r_1","242","1","2007","10"
"r_1","242","2","2007","8.4"
"r_1","242","0","2008","10.2"
"r_1","242","1","2008","10.6"
"r_1","242","2","2008","9.2"
"r_1","242","0","2009","10"
"r_1","242","1","2009","10.4"
"r_1","242","2","2009","8.9"
"r_1","242","0","2010","10.4"
"r_1","242","1","2010","10.6"
"r_1","242","2","2010","9.9"
"r_1","242","0","2011","10.2"
"r_1","242","1","2011","10.4"
"r_1","242","2","2011","9.4"
"r_1","242","0","2012","10.5"
"r_1","242","1","2012","10.8"
"r_1","242","2","2012","9.6"
"r_1","242","0","2013","10.9"
"r_1","242","1","2013","11.3"
"r_1","242","2","2013","9.5"
"r_1","242","0","2014","11"
"r_1","242","1","2014","11.2"
"r_1","242","2","2014","10.5"
"r_1","243","0","2004","7.4"
"r_1","243","1","2004","7.8"
"r_1","243","2","2004","6.5"
"r_1","243","0","2005","6.4"
"r_1","243","1","2005","6.6"
"r_1","243","2","2005","5.7"
"r_1","243","0","2006","7"
"r_1","243","1","2006","7.1"
"r_1","243","2","2006","6.9"
"r_1","243","0","2007","6.5"
"r_1","243","1","2007","6.8"
"r_1","243","2","2007","5.7"
"r_1","243","0","2008","7.1"
"r_1","243","1","2008","7.2"
"r_1","243","2","2008","6.9"
"r_1","243","0","2009","6.8"
"r_1","243","1","2009","6.9"
"r_1","243","2","2009","6.5"
"r_1","243","0","2010","7.6"
"r_1","243","1","2010","8"
"r_1","243","2","2010","6.5"
"r_1","243","0","2011","7.5"
"r_1","243","1","2011","7.8"
"r_1","243","2","2011","6.7"
"r_1","243","0","2012","6.6"
"r_1","243","1","2012","6.9"
"r_1","243","2","2012","5.9"
"r_1","243","0","2013","7.4"
"r_1","243","1","2013","7.7"
"r_1","243","2","2013","6.4"
"r_1","243","0","2014","7.2"
"r_1","243","1","2014","7.5"
"r_1","243","2","2014","6.2"
"r_1","244","0","2004","7.9"
"r_1","244","1","2004","7.3"
"r_1","244","2","2004","9.1"
"r_1","244","0","2005","7.1"
"r_1","244","1","2005","6.8"
"r_1","244","2","2005","7.9"
"r_1","244","0","2006","8.5"
"r_1","244","1","2006","8.3"
"r_1","244","2","2006","9"
"r_1","244","0","2007","8"
"r_1","244","1","2007","7.8"
"r_1","244","2","2007","8.5"
"r_1","244","0","2008","7.7"
"r_1","244","1","2008","7.6"
"r_1","244","2","2008","7.8"
"r_1","244","0","2009","8.9"
"r_1","244","1","2009","8.8"
"r_1","244","2","2009","9.1"
"r_1","244","0","2010","8.2"
"r_1","244","1","2010","8.1"
"r_1","244","2","2010","8.5"
"r_1","244","0","2011","8.5"
"r_1","244","1","2011","8.5"
"r_1","244","2","2011","8.6"
"r_1","244","0","2012","8.5"
"r_1","244","1","2012","8.5"
"r_1","244","2","2012","8.6"
"r_1","244","0","2013","7.7"
"r_1","244","1","2013","7.5"
"r_1","244","2","2013","8.4"
"r_1","244","0","2014","7.4"
"r_1","244","1","2014","7.4"
"r_1","244","2","2014","7.5"
"r_1","245","0","2004","10.6"
"r_1","245","1","2004","9.5"
"r_1","245","2","2004","13.2"
"r_1","245","0","2005","11.3"
"r_1","245","1","2005","10.1"
"r_1","245","2","2005","13.7"
"r_1","245","0","2006","10.9"
"r_1","245","1","2006","9.9"
"r_1","245","2","2006","13.2"
"r_1","245","0","2007","10.1"
"r_1","245","1","2007","9.5"
"r_1","245","2","2007","11.6"
"r_1","245","0","2008","10"
"r_1","245","1","2008","9.3"
"r_1","245","2","2008","11.7"
"r_1","245","0","2009","10.4"
"r_1","245","1","2009","9.7"
"r_1","245","2","2009","12.1"
"r_1","245","0","2010","11.3"
"r_1","245","1","2010","10.8"
"r_1","245","2","2010","12.4"
"r_1","245","0","2011","11.4"
"r_1","245","1","2011","10.9"
"r_1","245","2","2011","12.6"
"r_1","245","0","2012","11.7"
"r_1","245","1","2012","11.2"
"r_1","245","2","2012","13.1"
"r_1","245","0","2013","11.6"
"r_1","245","1","2013","11"
"r_1","245","2","2013","13.4"
"r_1","245","0","2014","10.9"
"r_1","245","1","2014","10.3"
"r_1","245","2","2014","12.6"
"r_1","246","0","2004","9"
"r_1","246","1","2004","8.9"
"r_1","246","2","2004","9.3"
"r_1","246","0","2005","9.4"
"r_1","246","1","2005","9.4"
"r_1","246","2","2005","9.2"
"r_1","246","0","2006","9.1"
"r_1","246","1","2006","9.1"
"r_1","246","2","2006","8.9"
"r_1","246","0","2007","8.5"
"r_1","246","1","2007","9"
"r_1","246","2","2007","7.3"
"r_1","246","0","2008","8.3"
"r_1","246","1","2008","8.7"
"r_1","246","2","2008","7.4"
"r_1","246","0","2009","9.2"
"r_1","246","1","2009","9.7"
"r_1","246","2","2009","8.1"
"r_1","246","0","2010","9.4"
"r_1","246","1","2010","9.9"
"r_1","246","2","2010","8"
"r_1","246","0","2011","10.5"
"r_1","246","1","2011","10.9"
"r_1","246","2","2011","9.4"
"r_1","246","0","2012","10.7"
"r_1","246","1","2012","11.2"
"r_1","246","2","2012","9.2"
"r_1","246","0","2013","12.1"
"r_1","246","1","2013","12.7"
"r_1","246","2","2013","10"
"r_1","246","0","2014","12"
"r_1","246","1","2014","12.7"
"r_1","246","2","2014","9.8"
"r_1","25","0","2004","4.2"
"r_1","25","1","2004","3.9"
"r_1","25","2","2004","5.1"
"r_1","25","0","2005","4.1"
"r_1","25","1","2005","3.7"
"r_1","25","2","2005","5"
"r_1","25","0","2006","4"
"r_1","25","1","2006","3.6"
"r_1","25","2","2006","4.9"
"r_1","25","0","2007","3.9"
"r_1","25","1","2007","3.5"
