RevisionColumn,HBS_POTR,Residence,periods,ValueColumn
"r_1","25","2","2007","4.9"
"r_1","25","0","2008","3.9"
"r_1","25","1","2008","3.5"
"r_1","25","2","2008","4.9"
"r_1","25","0","2009","3.9"
"r_1","25","1","2009","3.5"
"r_1","25","2","2009","4.9"
"r_1","25","0","2010","4.9"
"r_1","25","1","2010","4.7"
"r_1","25","2","2010","5.5"
"r_1","25","0","2011","4.9"
"r_1","25","1","2011","4.6"
"r_1","25","2","2011","5.6"
"r_1","25","0","2012","4.5"
"r_1","25","1","2012","4.3"
"r_1","25","2","2012","5.2"
"r_1","25","0","2013","4.4"
"r_1","25","1","2013","4.1"
"r_1","25","2","2013","5.1"
"r_1","25","0","2014","4.2"
"r_1","25","1","2014","3.9"
"r_1","25","2","2014","4.9"
"r_1","26","0","2004","1.8"
"r_1","26","1","2004","1.7"
"r_1","26","2","2004","2.1"
"r_1","26","0","2005","1.8"
"r_1","26","1","2005","1.7"
"r_1","26","2","2005","2.1"
"r_1","26","0","2006","1.8"
"r_1","26","1","2006","1.7"
"r_1","26","2","2006","2.1"
"r_1","26","0","2007","1.9"
"r_1","26","1","2007","1.7"
"r_1","26","2","2007","2.3"
"r_1","26","0","2008","1.9"
"r_1","26","1","2008","1.7"
"r_1","26","2","2008","2.5"
"r_1","26","0","2009","1.9"
"r_1","26","1","2009","1.7"
"r_1","26","2","2009","2.5"
"r_1","26","0","2010","2.6"
"r_1","26","1","2010","2.5"
"r_1","26","2","2010","3"
"r_1","26","0","2011","2.7"
"r_1","26","1","2011","2.5"
"r_1","26","2","2011","3.1"
"r_1","26","0","2012","2.7"
"r_1","26","1","2012","2.6"
"r_1","26","2","2012","3"
"r_1","26","0","2013","2.9"
"r_1","26","1","2013","2.8"
"r_1","26","2","2013","3.1"
"r_1","26","0","2014","2.8"
"r_1","26","1","2014","2.7"
"r_1","26","2","2014","3"
"r_1","27","0","2004","16.3"
"r_1","27","1","2004","14.8"
"r_1","27","2","2004","19.8"
"r_1","27","0","2005","15.3"
"r_1","27","1","2005","14"
"r_1","27","2","2005","18.2"
"r_1","27","0","2006","14.5"
"r_1","27","1","2006","12.8"
"r_1","27","2","2006","18.3"
"r_1","27","0","2007","13.4"
"r_1","27","1","2007","12.2"
"r_1","27","2","2007","16.4"
"r_1","27","0","2008","11.5"
"r_1","27","1","2008","10.2"
"r_1","27","2","2008","14.3"
"r_1","27","0","2009","11.8"
"r_1","27","1","2009","10.4"
"r_1","27","2","2009","15.1"
"r_1","27","0","2010","12.9"
"r_1","27","1","2010","11.4"
"r_1","27","2","2010","17"
"r_1","27","0","2011","13.8"
"r_1","27","1","2011","12.2"
"r_1","27","2","2011","18"
"r_1","27","0","2012","13.5"
"r_1","27","1","2012","12.1"
"r_1","27","2","2012","17.6"
"r_1","27","0","2013","12.9"
"r_1","27","1","2013","11.8"
"r_1","27","2","2013","16.3"
"r_1","27","0","2014","12.4"
"r_1","27","1","2014","11.4"
"r_1","27","2","2014","15.5"
"r_1","28","0","2004","2.1"
"r_1","28","1","2004","1.7"
"r_1","28","2","2004","3"
"r_1","28","0","2005","1.7"
"r_1","28","1","2005","1.3"
"r_1","28","2","2005","2.7"
"r_1","28","0","2006","1.5"
"r_1","28","1","2006","1.2"
"r_1","28","2","2006","2.3"
"r_1","28","0","2007","1.6"
"r_1","28","1","2007","1.3"
"r_1","28","2","2007","2.2"
"r_1","28","0","2008","1.1"
"r_1","28","1","2008","0.9"
"r_1","28","2","2008","1.7"
"r_1","28","0","2009","1.2"
"r_1","28","1","2009","1"
"r_1","28","2","2009","1.9"
"r_1","28","0","2010","1.2"
"r_1","28","1","2010","0.8"
"r_1","28","2","2010","2.3"
"r_1","28","0","2011","1"
"r_1","28","1","2011","0.7"
"r_1","28","2","2011","1.9"
"r_1","28","0","2012","1"
"r_1","28","1","2012","0.7"
"r_1","28","2","2012","1.8"
"r_1","28","0","2013","1"
"r_1","28","1","2013","0.7"
"r_1","28","2","2013","1.8"
"r_1","28","0","2014","1"
"r_1","28","1","2014","0.7"
"r_1","28","2","2014","2"
"r_1","29","0","2004","12.8"
"r_1","29","1","2004","10.7"
"r_1","29","2","2004","17.5"
"r_1","29","0","2005","11.5"
"r_1","29","1","2005","9.7"
"r_1","29","2","2005","15.5"
"r_1","29","0","2006","10.6"
"r_1","29","1","2006","8.6"
"r_1","29","2","2006","15"
"r_1","29","0","2007","9.7"
"r_1","29","1","2007","8.3"
"r_1","29","2","2007","13"
"r_1","29","0","2008","8.6"
"r_1","29","1","2008","7.4"
"r_1","29","2","2008","11.3"
"r_1","29","0","2009","9.5"
"r_1","29","1","2009","8"
"r_1","29","2","2009","13"
"r_1","29","0","2010","8.9"
"r_1","29","1","2010","7.5"
"r_1","29","2","2010","12.7"
"r_1","29","0","2011","8.5"
"r_1","29","1","2011","7.1"
"r_1","29","2","2011","12.3"
"r_1","29","0","2012","9"
"r_1","29","1","2012","7.4"
"r_1","29","2","2012","13.6"
"r_1","29","0","2013","7.8"
"r_1","29","1","2013","6.6"
"r_1","29","2","2013","11.4"
"r_1","29","0","2014","6.9"
"r_1","29","1","2014","5.7"
"r_1","29","2","2014","10.7"
"r_1","30","0","2004","0.4"
"r_1","30","1","2004","0.5"
"r_1","30","2","2004","0.2"
"r_1","30","0","2005","0.5"
"r_1","30","1","2005","0.6"
"r_1","30","2","2005","0.3"
"r_1","30","0","2006","0.5"
"r_1","30","1","2006","0.6"
"r_1","30","2","2006","0.3"
"r_1","30","0","2007","0.5"
"r_1","30","1","2007","0.6"
"r_1","30","2","2007","0.3"
"r_1","30","0","2008","0.5"
"r_1","30","1","2008","0.6"
"r_1","30","2","2008","0.2"
"r_1","30","0","2009","0.6"
"r_1","30","1","2009","0.7"
"r_1","30","2","2009","0.3"
"r_1","30","0","2010","0.6"
"r_1","30","1","2010","0.7"
"r_1","30","2","2010","0.4"
"r_1","30","0","2011","0.7"
"r_1","30","1","2011","0.9"
"r_1","30","2","2011","0.4"
"r_1","30","0","2012","0.9"
"r_1","30","1","2012","1"
"r_1","30","2","2012","0.5"
"r_1","30","0","2013","1.1"
"r_1","30","1","2013","1.3"
"r_1","30","2","2013","0.4"
"r_1","30","0","2014","1.1"
"r_1","30","1","2014","1.3"
"r_1","30","2","2014","0.7"
"r_1","31","0","2004","28.8"
"r_1","31","1","2004","27.9"
"r_1","31","2","2004","31"
"r_1","31","0","2005","29.5"
"r_1","31","1","2005","28.6"
"r_1","31","2","2005","31.4"
"r_1","31","0","2006","29.2"
"r_1","31","1","2006","27.9"
"r_1","31","2","2006","32.3"
"r_1","31","0","2007","27.4"
"r_1","31","1","2007","26.4"
"r_1","31","2","2007","29.7"
"r_1","31","0","2008","27.2"
"r_1","31","1","2008","26.4"
"r_1","31","2","2008","28.9"
"r_1","31","0","2009","27.9"
"r_1","31","1","2009","27.2"
"r_1","31","2","2009","29.7"
"r_1","31","0","2010","31.2"
"r_1","31","1","2010","30.4"
"r_1","31","2","2010","33.2"
"r_1","31","0","2011","30.8"
"r_1","31","1","2011","30.4"
"r_1","31","2","2011","32.1"
"r_1","31","0","2012","31.2"
"r_1","31","1","2012","31.1"
"r_1","31","2","2012","31.3"
"r_1","31","0","2013","30.8"
"r_1","31","1","2013","31"
"r_1","31","2","2013","30.1"
"r_1","31","0","2014","28.5"
"r_1","31","1","2014","28.4"
"r_1","31","2","2014","29"
"r_1","32","0","2004","8.9"
"r_1","32","1","2004","8.3"
"r_1","32","2","2004","10.4"
"r_1","32","0","2005","8.7"
"r_1","32","1","2005","7.9"
"r_1","32","2","2005","10.2"
"r_1","32","0","2006","8.4"
"r_1","32","1","2006","7.7"
"r_1","32","2","2006","10"
"r_1","32","0","2007","8"
"r_1","32","1","2007","7.4"
"r_1","32","2","2007","9.3"
"r_1","32","0","2008","8"
"r_1","32","1","2008","7.5"
"r_1","32","2","2008","9.1"
"r_1","32","0","2009","8.1"
"r_1","32","1","2009","7.6"
"r_1","32","2","2009","9.2"
"r_1","32","0","2010","8.5"
"r_1","32","1","2010","8.1"
"r_1","32","2","2010","9.5"
"r_1","32","0","2011","8.1"
"r_1","32","1","2011","7.7"
"r_1","32","2","2011","9.2"
"r_1","32","0","2012","7.6"
"r_1","32","1","2012","7.3"
"r_1","32","2","2012","8.6"
"r_1","32","0","2013","7.7"
"r_1","32","1","2013","7.4"
"r_1","32","2","2013","8.6"
"r_1","32","0","2014","7.5"
"r_1","32","1","2014","7.2"
"r_1","32","2","2014","8.4"
"r_1","33","0","2004","1.3"
"r_1","33","1","2004","1.2"
"r_1","33","2","2004","1.5"
"r_1","33","0","2005","1.4"
"r_1","33","1","2005","1.4"
"r_1","33","2","2005","1.5"
"r_1","33","0","2006","1.4"
"r_1","33","1","2006","1.4"
"r_1","33","2","2006","1.6"
"r_1","33","0","2007","1.4"
"r_1","33","1","2007","1.4"
"r_1","33","2","2007","1.5"
"r_1","33","0","2008","1.4"
"r_1","33","1","2008","1.3"
"r_1","33","2","2008","1.5"
"r_1","33","0","2009","1.4"
"r_1","33","1","2009","1.4"
"r_1","33","2","2009","1.5"
"r_1","33","0","2010","1.4"
"r_1","33","1","2010","1.4"
"r_1","33","2","2010","1.5"
"r_1","33","0","2011","1.4"
"r_1","33","1","2011","1.4"
"r_1","33","2","2011","1.6"
"r_1","33","0","2012","1.5"
"r_1","33","1","2012","1.5"
"r_1","33","2","2012","1.4"
"r_1","33","0","2013","1.6"
"r_1","33","1","2013","1.6"
"r_1","33","2","2013","1.6"
"r_1","33","0","2014","1.9"
"r_1","33","1","2014","1.9"
"r_1","33","2","2014","1.8"
"r_1","34","0","2004","0.7"
"r_1","34","1","2004","0.8"
"r_1","34","2","2004","0.6"
"r_1","34","0","2005","0.8"
"r_1","34","1","2005","0.8"
"r_1","34","2","2005","0.6"
"r_1","34","0","2006","0.8"
"r_1","34","1","2006","0.9"
"r_1","34","2","2006","0.7"
"r_1","34","0","2007","1"
"r_1","34","1","2007","1.1"
"r_1","34","2","2007","0.7"
"r_1","34","0","2008","1"
"r_1","34","1","2008","1.2"
"r_1","34","2","2008","0.7"
"r_1","34","0","2009","1.1"
"r_1","34","1","2009","1.2"
"r_1","34","2","2009","0.8"
"r_1","34","0","2010","1.1"
"r_1","34","1","2010","1.2"
"r_1","34","2","2010","0.8"
"r_1","34","0","2011","1.1"
"r_1","34","1","2011","1.3"
"r_1","34","2","2011","0.8"
"r_1","34","0","2012","1.2"
"r_1","34","1","2012","1.3"
"r_1","34","2","2012","0.9"
"r_1","34","0","2013","1.4"
"r_1","34","1","2013","1.5"
"r_1","34","2","2013","0.9"
"r_1","34","0","2014","1.5"
"r_1","34","1","2014","1.6"
"r_1","34","2","2014","1"
"r_1","35","0","2004","2.1"
"r_1","35","1","2004","2"
"r_1","35","2","2004","2.3"
"r_1","35","0","2005","2.1"
"r_1","35","1","2005","1.9"
"r_1","35","2","2005","2.3"
"r_1","35","0","2006","2.1"
"r_1","35","1","2006","2"
"r_1","35","2","2006","2.3"
"r_1","35","0","2007","2"
"r_1","35","1","2007","1.9"
"r_1","35","2","2007","2.3"
"r_1","35","0","2008","2"
"r_1","35","1","2008","1.9"
"r_1","35","2","2008","2.2"
"r_1","35","0","2009","2"
"r_1","35","1","2009","1.9"
"r_1","35","2","2009","2.2"
"r_1","35","0","2010","2"
"r_1","35","1","2010","1.9"
"r_1","35","2","2010","2.3"
"r_1","35","0","2011","2"
"r_1","35","1","2011","1.9"
"r_1","35","2","2011","2.3"
"r_1","35","0","2012","1.9"
"r_1","35","1","2012","1.8"
"r_1","35","2","2012","2.1"
"r_1","35","0","2013","1.9"
"r_1","35","1","2013","1.8"
"r_1","35","2","2013","2.1"
"r_1","35","0","2014","1.8"
"r_1","35","1","2014","1.8"
"r_1","35","2","2014","2.1"
"r_1","36","0","2004","1.4"
"r_1","36","1","2004","1.3"
"r_1","36","2","2004","1.6"
"r_1","36","0","2005","1.4"
"r_1","36","1","2005","1.3"
"r_1","36","2","2005","1.6"
"r_1","36","0","2006","1.4"
"r_1","36","1","2006","1.3"
"r_1","36","2","2006","1.7"
"r_1","36","0","2007","1.4"
"r_1","36","1","2007","1.3"
"r_1","36","2","2007","1.6"
"r_1","36","0","2008","1.4"
"r_1","36","1","2008","1.3"
"r_1","36","2","2008","1.6"
"r_1","36","0","2009","1.4"
"r_1","36","1","2009","1.3"
"r_1","36","2","2009","1.6"
"r_1","36","0","2010","1.6"
"r_1","36","1","2010","1.5"
"r_1","36","2","2010","1.8"
"r_1","36","0","2011","1.7"
"r_1","36","1","2011","1.6"
"r_1","36","2","2011","1.9"
"r_1","36","0","2012","1.7"
"r_1","36","1","2012","1.6"
"r_1","36","2","2012","1.8"
"r_1","36","0","2013","1.7"
"r_1","36","1","2013","1.6"
"r_1","36","2","2013","1.8"
"r_1","36","0","2014","1.6"
"r_1","36","1","2014","1.6"
"r_1","36","2","2014","1.8"
"r_1","37","0","2004","36"
"r_1","37","1","2004","35.8"
"r_1","37","2","2004","36.4"
"r_1","37","0","2005","43"
"r_1","37","1","2005","43.2"
"r_1","37","2","2005","42.4"
"r_1","37","0","2006","49.1"
"r_1","37","1","2006","48.9"
"r_1","37","2","2006","49.7"
"r_1","37","0","2007","56.7"
"r_1","37","1","2007","58.1"
"r_1","37","2","2007","53.6"
"r_1","37","0","2008","55.2"
"r_1","37","1","2008","56.9"
"r_1","37","2","2008","51.3"
"r_1","37","0","2009","52.2"
"r_1","37","1","2009","52.8"
"r_1","37","2","2009","50.8"
"r_1","37","0","2010","50.9"
"r_1","37","1","2010","51.1"
"r_1","37","2","2010","50.6"
"r_1","37","0","2011","49.5"
"r_1","37","1","2011","49.8"
"r_1","37","2","2011","48.7"
"r_1","37","0","2012","56.9"
"r_1","37","1","2012","58.7"
"r_1","37","2","2012","51.5"
"r_1","37","0","2013","60.8"
"r_1","37","1","2013","63"
"r_1","37","2","2013","54.1"
"r_1","37","0","2014","61.1"
"r_1","37","1","2014","63.3"
"r_1","37","2","2014","54.1"
"r_1","38","0","2004","22.6"
"r_1","38","1","2004","19.4"
"r_1","38","2","2004","30"
"r_1","38","0","2005","22.4"
"r_1","38","1","2005","20"
"r_1","38","2","2005","27.7"
"r_1","38","0","2006","23.1"
"r_1","38","1","2006","21.7"
"r_1","38","2","2006","26.4"
"r_1","38","0","2007","24.8"
"r_1","38","1","2007","24.4"
"r_1","38","2","2007","25.7"
"r_1","38","0","2008","24.9"
"r_1","38","1","2008","25.2"
"r_1","38","2","2008","24.1"
"r_1","38","0","2009","25.5"
"r_1","38","1","2009","25"
"r_1","38","2","2009","26.6"
"r_1","38","0","2010","23.6"
"r_1","38","1","2010","23"
"r_1","38","2","2010","25.4"
"r_1","38","0","2011","23.2"
"r_1","38","1","2011","22.5"
"r_1","38","2","2011","25.1"
"r_1","38","0","2012","26.3"
"r_1","38","1","2012","25.9"
"r_1","38","2","2012","27.4"
"r_1","38","0","2013","27.1"
"r_1","38","1","2013","27.2"
"r_1","38","2","2013","26.5"
"r_1","38","0","2014","28.4"
"r_1","38","1","2014","28.6"
"r_1","38","2","2014","27.8"
"r_1","381","0","2004","11.4"
"r_1","381","1","2004","11.1"
"r_1","381","2","2004","12"
"r_1","381","0","2005","12"
"r_1","381","1","2005","12"
"r_1","381","2","2005","12.1"
"r_1","381","0","2006","14.4"
"r_1","381","1","2006","14.6"
"r_1","381","2","2006","14.2"
"r_1","381","0","2007","15.9"
"r_1","381","1","2007","16.7"
"r_1","381","2","2007","13.9"
"r_1","381","0","2008","16.1"
"r_1","381","1","2008","17.6"
"r_1","381","2","2008","12.8"
"r_1","381","0","2009","16.1"
"r_1","381","1","2009","17.2"
"r_1","381","2","2009","13.6"
"r_1","381","0","2010","15.8"
"r_1","381","1","2010","16.5"
"r_1","381","2","2010","14"
"r_1","381","0","2011","15.6"
"r_1","381","1","2011","16"
"r_1","381","2","2011","14.5"
"r_1","381","0","2012","18.1"
"r_1","381","1","2012","18.9"
"r_1","381","2","2012","15.8"
"r_1","381","0","2013","18.9"
"r_1","381","1","2013","20.1"
"r_1","381","2","2013","15.3"
"r_1","381","0","2014","19.9"
"r_1","381","1","2014","20.9"
"r_1","381","2","2014","16.5"
"r_1","382","0","2004","8.3"
"r_1","382","1","2004","5.7"
"r_1","382","2","2004","14.3"
"r_1","382","0","2005","7.5"
"r_1","382","1","2005","5.4"
"r_1","382","2","2005","12.1"
"r_1","382","0","2006","6"
"r_1","382","1","2006","4.7"
"r_1","382","2","2006","8.9"
"r_1","382","0","2007","6.3"
"r_1","382","1","2007","5.1"
"r_1","382","2","2007","8.9"
"r_1","382","0","2008","6.2"
"r_1","382","1","2008","5.1"
"r_1","382","2","2008","8.6"
"r_1","382","0","2009","6.7"
"r_1","382","1","2009","5.4"
"r_1","382","2","2009","9.8"
"r_1","382","0","2010","5.5"
"r_1","382","1","2010","4.3"
"r_1","382","2","2010","8.4"
"r_1","382","0","2011","5.2"
"r_1","382","1","2011","4.1"
"r_1","382","2","2011","7.9"
"r_1","382","0","2012","5.5"
"r_1","382","1","2012","4.5"
"r_1","382","2","2012","8.6"
"r_1","382","0","2013","5.5"
"r_1","382","1","2013","4.7"
"r_1","382","2","2013","8"
"r_1","382","0","2014","5.5"
"r_1","382","1","2014","4.7"
"r_1","382","2","2014","7.9"
"r_1","383","0","2004","2.6"
"r_1","383","1","2004","2.2"
"r_1","383","2","2004","3.5"
"r_1","383","0","2005","2.5"
"r_1","383","1","2005","2.1"
"r_1","383","2","2005","3.3"
"r_1","383","0","2006","2.3"
"r_1","383","1","2006","1.9"
"r_1","383","2","2006","3.1"
"r_1","383","0","2007","2.1"
"r_1","383","1","2007","2"
"r_1","383","2","2007","2.7"
"r_1","383","0","2008","2.1"
"r_1","383","1","2008","1.8"
"r_1","383","2","2008","2.5"
"r_1","383","0","2009","2.2"
"r_1","383","1","2009","1.9"
"r_1","383","2","2009","2.9"
"r_1","383","0","2010","2"
"r_1","383","1","2010","1.7"
"r_1","383","2","2010","2.7"
"r_1","383","0","2011","1.9"
"r_1","383","1","2011","1.7"
"r_1","383","2","2011","2.5"
"r_1","383","0","2012","2.1"
"r_1","383","1","2012","1.8"
"r_1","383","2","2012","2.8"
"r_1","383","0","2013","2.1"
"r_1","383","1","2013","1.8"
"r_1","383","2","2013","3.1"
"r_1","383","0","2014","2.4"
"r_1","383","1","2014","2.1"
"r_1","383","2","2014","3.2"
"r_1","384","0","2004","0.3"
"r_1","384","1","2004","0.4"
"r_1","384","2","2004","0.2"
"r_1","384","0","2005","0.4"
"r_1","384","1","2005","0.5"
"r_1","384","2","2005","0.2"
"r_1","384","0","2006","0.4"
"r_1","384","1","2006","0.5"
"r_1","384","2","2006","0.2"
"r_1","384","0","2007","0.5"
"r_1","384","1","2007","0.6"
"r_1","384","2","2007","0.2"
"r_1","384","0","2008","0.5"
"r_1","384","1","2008","0.7"
"r_1","384","2","2008","0.2"
"r_1","384","0","2009","0.5"
"r_1","384","1","2009","0.6"
"r_1","384","2","2009","0.2"
"r_1","384","0","2010","0.4"
"r_1","384","1","2010","0.4"
"r_1","384","2","2010","0.2"
"r_1","384","0","2011","0.5"
"r_1","384","1","2011","0.6"
"r_1","384","2","2011","0.2"
"r_1","384","0","2012","0.5"
"r_1","384","1","2012","0.6"
"r_1","384","2","2012","0.2"
"r_1","384","0","2013","0.5"
"r_1","384","1","2013","0.7"
"r_1","384","2","2013","0.1"
"r_1","384","0","2014","0.6"
"r_1","384","1","2014","0.8"
"r_1","384","2","2014","0.2"
"r_1","39","0","2004","931"
"r_1","39","1","2004","914"
"r_1","39","2","2004","970"
"r_1","39","0","2005","926"
"r_1","39","1","2005","969"
"r_1","39","2","2005","831"
"r_1","39","0","2006","726"
"r_1","39","1","2006","754"
"r_1","39","2","2006","663"
"r_1","39","0","2007","854"
"r_1","39","1","2007","843"
"r_1","39","2","2007","880"
"r_1","39","0","2008","860"
"r_1","39","1","2008","918"
"r_1","39","2","2008","725"
"r_1","39","0","2009","778"
"r_1","39","1","2009","798"
"r_1","39","2","2009","732"
"r_1","39","0","2010","591"
"r_1","39","1","2010","594"
"r_1","39","2","2010","581"
"r_1","39","0","2011","547"
"r_1","39","1","2011","570"
"r_1","39","2","2011","485"
"r_1","39","0","2012","601"
"r_1","39","1","2012","618"
"r_1","39","2","2012","550"
"r_1","39","0","2013","596"
"r_1","39","1","2013","630"
"r_1","39","2","2013","490"
"r_1","39","0","2014","603"
"r_1","39","1","2014","645"
"r_1","39","2","2014","467"
"r_2","01","0","2015","89.5"
"r_2","01","1","2015","78.3"
"r_2","01","2","2015","125.2"
"r_2","02","0","2015","8.7"
"r_2","02","1","2015","8"
"r_2","02","2","2015","11.1"
"r_2","03","0","2015","6"
"r_2","03","1","2015","5.7"
"r_2","03","2","2015","6.9"
"r_2","04","0","2015","0.6"
"r_2","04","1","2015","0.7"
"r_2","04","2","2015","0.3"
"r_2","05","0","2015","6"
"r_2","05","1","2015","6.1"
"r_2","05","2","2015","5.8"
"r_2","06","0","2015","32.6"
"r_2","06","1","2015","32.7"
"r_2","06","2","2015","32.4"
"r_2","061","0","2015","9.3"
"r_2","061","1","2015","9.9"
"r_2","061","2","2015","7.1"
"r_2","062","0","2015","0.9"
"r_2","062","1","2015","0.7"
"r_2","062","2","2015","1.6"
"r_2","063","0","2015","0.8"
"r_2","063","1","2015","0.8"
"r_2","063","2","2015","1.1"
"r_2","064","0","2015","0.1"
"r_2","064","1","2015","0.1"
"r_2","064","2","2015","0.3"
"r_2","065","0","2015","7.2"
"r_2","065","1","2015","7.1"
"r_2","065","2","2015","7.7"
"r_2","066","0","2015","11.2"
"r_2","066","1","2015","11.2"
"r_2","066","2","2015","11.1"
"r_2","067","0","2015","0.3"
"r_2","067","1","2015","0.2"
"r_2","067","2","2015","0.4"
"r_2","068","0","2015","2.8"
"r_2","068","1","2015","2.7"
"r_2","068","2","2015","3.1"
"r_2","07","0","2015","13.7"
"r_2","07","1","2015","13.4"
"r_2","07","2","2015","14.8"
"r_2","071","0","2015","3.9"
"r_2","071","1","2015","4.3"
"r_2","071","2","2015","2.5"
"r_2","072","0","2015","7.3"
"r_2","072","1","2015","6.8"
"r_2","072","2","2015","9"
"r_2","073","0","2015","0.1"
"r_2","073","1","2015","0.1"
"r_2","073","2","2015","0.2"
"r_2","074","0","2015","0.7"
"r_2","074","1","2015","0.5"
"r_2","074","2","2015","1.4"
"r_2","075","0","2015","1.7"
"r_2","075","1","2015","1.6"
"r_2","075","2","2015","1.7"
"r_2","08","0","2015","5.2"
"r_2","08","1","2015","5.4"
"r_2","08","2","2015","4.9"
"r_2","09","0","2015","18.5"
"r_2","09","1","2015","17.9"
"r_2","09","2","2015","20.6"
"r_2","10","0","2015","25.8"
"r_2","10","1","2015","25.3"
"r_2","10","2","2015","27.4"
"r_2","11","0","2015","11.7"
"r_2","11","1","2015","11.7"
"r_2","11","2","2015","11.8"
"r_2","12","0","2015","3.9"
"r_2","12","1","2015","4.2"
"r_2","12","2","2015","3"
"r_2","13","0","2015","2.4"
"r_2","13","1","2015","2.7"
"r_2","13","2","2015","1.6"
"r_2","14","0","2015","135"
"r_2","14","1","2015","131"
"r_2","14","2","2015","149"
"r_2","15","0","2015","12.3"
"r_2","15","1","2015","11.8"
"r_2","15","2","2015","13.8"
"r_2","16","0","2015","1.3"
"r_2","16","1","2015","1.2"
"r_2","16","2","2015","1.5"
"r_2","17","0","2015","1"
"r_2","17","1","2015","1"
"r_2","17","2","2015","0.8"
"r_2","18","0","2015","0"
"r_2","18","1","2015","0"
"r_2","18","2","2015","0.1"
"r_2","19","0","2015","47.6"
"r_2","19","1","2015","50.3"
"r_2","19","2","2015","38.8"
"r_2","191","0","2015","12.4"
"r_2","191","1","2015","13"
"r_2","191","2","2015","10.5"
"r_2","192","0","2015","0.9"
"r_2","192","1","2015","0.9"
"r_2","192","2","2015","1"
"r_2","193","0","2015","2.2"
"r_2","193","1","2015","2.3"
"r_2","193","2","2015","2.1"
"r_2","194","0","2015","13.7"
"r_2","194","1","2015","15.3"
"r_2","194","2","2015","8.7"
"r_2","195","0","2015","10"
"r_2","195","1","2015","10.4"
"r_2","195","2","2015","8.5"
"r_2","196","0","2015","2.2"
"r_2","196","1","2015","1.9"
"r_2","196","2","2015","3.2"
"r_2","197","0","2015","6.2"
"r_2","197","1","2015","6.6"
"r_2","197","2","2015","4.7"
"r_2","20","0","2015","1.1"
"r_2","20","1","2015","1.1"
"r_2","20","2","2015","0.8"
"r_2","21","0","2015","8.7"
"r_2","21","1","2015","6.9"
"r_2","21","2","2015","14.1"
"r_2","22","0","2015","0.8"
"r_2","22","1","2015","0.7"
"r_2","22","2","2015","1"
"r_2","23","0","2015","5.1"
"r_2","23","1","2015","5.9"
"r_2","23","2","2015","2.6"
"r_2","24","0","2015","68.4"
"r_2","24","1","2015","69.4"
"r_2","24","2","2015","65.4"
"r_2","241","0","2015","19.6"
"r_2","241","1","2015","19.6"
"r_2","241","2","2015","19.7"
"r_2","242","0","2015","10.7"
"r_2","242","1","2015","10.9"
"r_2","242","2","2015","10.1"
"r_2","243","0","2015","6.8"
"r_2","243","1","2015","7.1"
"r_2","243","2","2015","6"
"r_2","244","0","2015","7.2"
"r_2","244","1","2015","7.2"
"r_2","244","2","2015","7.3"
"r_2","245","0","2015","10.2"
"r_2","245","1","2015","9.9"
"r_2","245","2","2015","11.3"
"r_2","246","0","2015","11.4"
"r_2","246","1","2015","12.3"
"r_2","246","2","2015","8.7"
"r_2","25","0","2015","4.1"
"r_2","25","1","2015","3.9"
"r_2","25","2","2015","5"
"r_2","26","0","2015","2.6"
"r_2","26","1","2015","2.5"
"r_2","26","2","2015","3"
"r_2","27","0","2015","11.2"
"r_2","27","1","2015","10.4"
"r_2","27","2","2015","13.6"
"r_2","28","0","2015","0.8"
"r_2","28","1","2015","0.6"
"r_2","28","2","2015","1.5"
"r_2","29","0","2015","6.3"
"r_2","29","1","2015","5.4"
"r_2","29","2","2015","9.2"
"r_2","30","0","2015","1.2"
"r_2","30","1","2015","1.3"
"r_2","30","2","2015","0.6"
"r_2","31","0","2015","28.1"
"r_2","31","1","2015","27.8"
"r_2","31","2","2015","29.2"
"r_2","32","0","2015","7"
"r_2","32","1","2015","6.7"
"r_2","32","2","2015","8.1"
"r_2","33","0","2015","1.8"
"r_2","33","1","2015","1.8"
"r_2","33","2","2015","1.8"
"r_2","34","0","2015","1.4"
"r_2","34","1","2015","1.6"
"r_2","34","2","2015","0.9"
"r_2","35","0","2015","1.8"
"r_2","35","1","2015","1.7"
"r_2","35","2","2015","2.1"
"r_2","36","0","2015","1.6"
"r_2","36","1","2015","1.5"
"r_2","36","2","2015","1.7"
"r_2","37","0","2015","59.5"
"r_2","37","1","2015","62.5"
"r_2","37","2","2015","49.9"
"r_2","38","0","2015","29.2"
"r_2","38","1","2015","30.6"
"r_2","38","2","2015","24.9"
"r_2","381","0","2015","21.7"
"r_2","381","1","2015","23.1"
"r_2","381","2","2015","17.4"
"r_2","382","0","2015","4.6"
"r_2","382","1","2015","4.6"
"r_2","382","2","2015","4.8"
"r_2","383","0","2015","2.2"
"r_2","383","1","2015","2.1"
"r_2","383","2","2015","2.5"
"r_2","384","0","2015","0.7"
"r_2","384","1","2015","0.8"
"r_2","384","2","2015","0.2"
"r_2","39","0","2015","647"
"r_2","39","1","2015","705"
"r_2","39","2","2015","462"
"r_3","01","0","2016","88"
"r_3","01","1","2016","78"
"r_3","01","2","2016","116.5"
"r_3","02","0","2016","8.9"
"r_3","02","1","2016","8.2"
"r_3","02","2","2016","11"
"r_3","03","0","2016","6.1"
"r_3","03","1","2016","5.7"
"r_3","03","2","2016","6.9"
"r_3","04","0","2016","0.5"
"r_3","04","1","2016","0.6"
