RevisionColumn,periods,Units,NUTS,Muz_Measure,ValueColumn
"r_5","2018","num","BG313","1","3"
"r_5","2018","num","BG313","2","22976"
"r_5","2018","num","BG313","3","143098"
"r_5","2018","num","BG315","1","5"
"r_5","2018","num","BG315","2","114048"
"r_5","2018","num","BG315","3","131270"
"r_5","2018","num","BG312","1","4"
"r_5","2018","num","BG312","2","18088"
"r_5","2018","num","BG312","3","134171"
"r_5","2018","num","BG314","1","4"
"r_5","2018","num","BG314","2","192885"
"r_5","2018","num","BG314","3","405112"
"r_5","2018","num","BG32","1","31"
"r_5","2018","num","BG32","2","1067477"
"r_5","2018","num","BG32","3","1246121"
"r_5","2018","num","BG321","1","9"
"r_5","2018","num","BG321","2","507819"
"r_5","2018","num","BG321","3","308042"
"r_5","2018","num","BG322","1","10"
"r_5","2018","num","BG322","2","388492.99999999994"
"r_5","2018","num","BG322","3","620039.0000000001"
"r_5","2018","num","BG324","1","3"
"r_5","2018","num","BG324","2","58804"
"r_5","2018","num","BG324","3","126192.99999999999"
"r_5","2018","num","BG323","1","4"
"r_5","2018","num","BG323","2","86061"
"r_5","2018","num","BG323","3","144579"
"r_5","2018","num","BG325","1","5"
"r_5","2018","num","BG325","2","26300"
"r_5","2018","num","BG325","3","47268"
"r_5","2018","num","BG33","1","20"
"r_5","2018","num","BG33","2","688945"
"r_5","2018","num","BG33","3","702853"
"r_5","2018","num","BG331","1","6"
"r_5","2018","num","BG331","2","287335"
"r_5","2018","num","BG331","3","171734"
"r_5","2018","num","BG332","1","6"
"r_5","2018","num","BG332","2","198537"
"r_5","2018","num","BG332","3","242908.99999999997"
"r_5","2018","num","BG334","1","4"
"r_5","2018","num","BG334","2","18054"
"r_5","2018","num","BG334","3","82541"
"r_5","2018","num","BG333","1","4"
"r_5","2018","num","BG333","2","185019"
"r_5","2018","num","BG333","3","205668.99999999997"
"r_5","2018","num","BG34","1","32"
"r_5","2018","num","BG34","2","655897"
"r_5","2018","num","BG34","3","667002"
"r_5","2018","num","BG341","1","12"
"r_5","2018","num","BG341","2","252811.00000000003"
"r_5","2018","num","BG341","3","100047"
"r_5","2018","num","BG342","1","5"
"r_5","2018","num","BG342","2","93135"
"r_5","2018","num","BG342","3","164368"
"r_5","2018","num","BG344","1","10"
"r_5","2018","num","BG344","2","274950.99999999994"
"r_5","2018","num","BG344","3","291639.00000000006"
"r_5","2018","num","BG343","1","5"
"r_5","2018","num","BG343","2","35000"
"r_5","2018","num","BG343","3","110948"
"r_5","2018","num","BG4","1","73"
"r_5","2018","num","BG4","2","2140136"
"r_5","2018","num","BG4","3","3900836.999999999"
"r_5","2018","num","BG41","1","39"
"r_5","2018","num","BG41","2","1548873.0000000002"
"r_5","2018","num","BG41","3","3030781.999999999"
"r_5","2018","num","BG413","1","6"
"r_5","2018","num","BG413","2","129500.99999999999"
"r_5","2018","num","BG413","3","142648.99999999997"
"r_5","2018","num","BG415","1","4"
"r_5","2018","num","BG415","2","117580.99999999999"
"r_5","2018","num","BG415","3","149678"
"r_5","2018","num","BG414","1","4"
"r_5","2018","num","BG414","2","38539"
"r_5","2018","num","BG414","3","57086"
"r_5","2018","num","BG412","1","6"
"r_5","2018","num","BG412","2","271190"
"r_5","2018","num","BG412","3","83973"
"r_5","2018","num","BG411","1","19"
"r_5","2018","num","BG411","2","992062.0000000002"
"r_5","2018","num","BG411","3","2597395.999999999"
"r_5","2018","num","BG42","1","34"
"r_5","2018","num","BG42","2","591263"
"r_5","2018","num","BG42","3","870055"
"r_5","2018","num","BG425","1","2"
"r_5","2018","num","BG425","2","15776"
"r_5","2018","num","BG425","3","42724"
"r_5","2018","num","BG423","1","9"
"r_5","2018","num","BG423","2","210781"
"r_5","2018","num","BG423","3","193988"
"r_5","2018","num","BG421","1","14"
"r_5","2018","num","BG421","2","299440"
"r_5","2018","num","BG421","3","302786"
"r_5","2018","num","BG424","1","2"
"r_5","2018","num","BG424","2","13753"
"r_5","2018","num","BG424","3","140188"
"r_5","2018","num","BG422","1","7"
"r_5","2018","num","BG422","2","51513"
"r_5","2018","num","BG422","3","190369"
"r_7","2020","num","BG","1","182"
"r_7","2020","num","BG","2","2236031"
"r_7","2020","num","BG","3","7549769"
"r_7","2020","num","BG3","1","106"
"r_7","2020","num","BG3","2","1353728"
"r_7","2020","num","BG3","3","3540923"
"r_7","2020","num","BG31","1","18"
"r_7","2020","num","BG31","2","260018"
"r_7","2020","num","BG31","3","892545"
"r_7","2020","num","BG311","1","2"
"r_7","2020","num","BG311","2","93453"
"r_7","2020","num","BG311","3","89394"
"r_7","2020","num","BG313","1","3"
"r_7","2020","num","BG313","2","7178"
"r_7","2020","num","BG313","3","144705"
"r_7","2020","num","BG315","1","5"
"r_7","2020","num","BG315","2","69909"
"r_7","2020","num","BG315","3","114525"
"r_7","2020","num","BG312","1","4"
"r_7","2020","num","BG312","2","8443"
"r_7","2020","num","BG312","3","137697"
"r_7","2020","num","BG314","1","4"
"r_7","2020","num","BG314","2","81035"
"r_7","2020","num","BG314","3","406224"
"r_7","2020","num","BG32","1","31"
"r_7","2020","num","BG32","2","483787"
"r_7","2020","num","BG32","3","1257733"
"r_7","2020","num","BG321","1","9"
"r_7","2020","num","BG321","2","196806"
"r_7","2020","num","BG321","3","310376"
"r_7","2020","num","BG322","1","10"
"r_7","2020","num","BG322","2","191187"
"r_7","2020","num","BG322","3","624796"
"r_7","2020","num","BG324","1","3"
"r_7","2020","num","BG324","2","19095"
"r_7","2020","num","BG324","3","123684"
"r_7","2020","num","BG323","1","4"
"r_7","2020","num","BG323","2","59283"
"r_7","2020","num","BG323","3","147484"
"r_7","2020","num","BG325","1","5"
"r_7","2020","num","BG325","2","17416"
"r_7","2020","num","BG325","3","51393"
"r_7","2020","num","BG33","1","21"
"r_7","2020","num","BG33","2","334144"
"r_7","2020","num","BG33","3","707782"
"r_7","2020","num","BG331","1","8"
"r_7","2020","num","BG331","2","84674"
"r_7","2020","num","BG331","3","182701"
"r_7","2020","num","BG332","1","6"
"r_7","2020","num","BG332","2","136866"
"r_7","2020","num","BG332","3","249041"
"r_7","2020","num","BG334","1","4"
"r_7","2020","num","BG334","2","5371"
"r_7","2020","num","BG334","3","83437"
"r_7","2020","num","BG333","1","3"
"r_7","2020","num","BG333","2","107233"
"r_7","2020","num","BG333","3","192603"
"r_7","2020","num","BG34","1","36"
"r_7","2020","num","BG34","2","275779"
"r_7","2020","num","BG34","3","682863"
"r_7","2020","num","BG341","1","12"
"r_7","2020","num","BG341","2","81116"
"r_7","2020","num","BG341","3","103589"
"r_7","2020","num","BG342","1","6"
"r_7","2020","num","BG342","2","51287"
"r_7","2020","num","BG342","3","165377"
"r_7","2020","num","BG344","1","13"
"r_7","2020","num","BG344","2","126656"
"r_7","2020","num","BG344","3","302324"
"r_7","2020","num","BG343","1","5"
"r_7","2020","num","BG343","2","16720"
"r_7","2020","num","BG343","3","111573"
"r_7","2020","num","BG4","1","76"
"r_7","2020","num","BG4","2","882303"
"r_7","2020","num","BG4","3","4008846"
"r_7","2020","num","BG41","1","40"
"r_7","2020","num","BG41","2","559599"
"r_7","2020","num","BG41","3","3120476"
"r_7","2020","num","BG413","1","6"
"r_7","2020","num","BG413","2","61178"
"r_7","2020","num","BG413","3","144967"
"r_7","2020","num","BG415","1","4"
"r_7","2020","num","BG415","2","36405"
"r_7","2020","num","BG415","3","149832"
"r_7","2020","num","BG414","1","4"
"r_7","2020","num","BG414","2","18724"
"r_7","2020","num","BG414","3","59236"
"r_7","2020","num","BG412","1","8"
"r_7","2020","num","BG412","2","170133"
"r_7","2020","num","BG412","3","86915"
"r_7","2020","num","BG411","1","18"
"r_7","2020","num","BG411","2","273159"
"r_7","2020","num","BG411","3","2679526"
"r_7","2020","num","BG42","1","36"
"r_7","2020","num","BG42","2","322704"
"r_7","2020","num","BG42","3","888370"
"r_7","2020","num","BG425","1","2"
"r_7","2020","num","BG425","2","6190"
"r_7","2020","num","BG425","3","42988"
"r_7","2020","num","BG423","1","10"
"r_7","2020","num","BG423","2","91042"
"r_7","2020","num","BG423","3","203240"
"r_7","2020","num","BG421","1","14"
"r_7","2020","num","BG421","2","199167"
"r_7","2020","num","BG421","3","305474"
"r_7","2020","num","BG424","1","3"
"r_7","2020","num","BG424","2","9812"
"r_7","2020","num","BG424","3","144545"
"r_7","2020","num","BG422","1","7"
"r_7","2020","num","BG422","2","16493"
"r_7","2020","num","BG422","3","192123"
"r_6","2019","num","BG","1","179"
"r_6","2019","num","BG","2","5354794"
"r_6","2019","num","BG","3","7528966"
"r_6","2019","num","BG3","1","104"
"r_6","2019","num","BG3","2","3169408"
"r_6","2019","num","BG3","3","3552555"
"r_6","2019","num","BG31","1","18"
"r_6","2019","num","BG31","2","579559"
"r_6","2019","num","BG31","3","906616"
"r_6","2019","num","BG311","1","2"
"r_6","2019","num","BG311","2","210864"
"r_6","2019","num","BG311","3","89378"
"r_6","2019","num","BG313","1","3"
"r_6","2019","num","BG313","2","20948"
"r_6","2019","num","BG313","3","143871"
"r_6","2019","num","BG315","1","5"
"r_6","2019","num","BG315","2","126320"
"r_6","2019","num","BG315","3","132985"
"r_6","2019","num","BG312","1","4"
"r_6","2019","num","BG312","2","19647"
"r_6","2019","num","BG312","3","134759"
"r_6","2019","num","BG314","1","4"
"r_6","2019","num","BG314","2","201780"
"r_6","2019","num","BG314","3","405623"
"r_6","2019","num","BG32","1","31"
"r_6","2019","num","BG32","2","1169429"
"r_6","2019","num","BG32","3","1253163"
"r_6","2019","num","BG321","1","9"
"r_6","2019","num","BG321","2","545491"
"r_6","2019","num","BG321","3","309237"
"r_6","2019","num","BG322","1","10"
"r_6","2019","num","BG322","2","406393"
"r_6","2019","num","BG322","3","622195"
"r_6","2019","num","BG324","1","3"
"r_6","2019","num","BG324","2","62370"
"r_6","2019","num","BG324","3","128719"
"r_6","2019","num","BG323","1","4"
"r_6","2019","num","BG323","2","121816"
"r_6","2019","num","BG323","3","145533"
"r_6","2019","num","BG325","1","5"
"r_6","2019","num","BG325","2","33359"
"r_6","2019","num","BG325","3","47479"
"r_6","2019","num","BG33","1","20"
"r_6","2019","num","BG33","2","715604"
"r_6","2019","num","BG33","3","714250"
"r_6","2019","num","BG331","1","7"
"r_6","2019","num","BG331","2","303868"
"r_6","2019","num","BG331","3","180536"
"r_6","2019","num","BG332","1","6"
"r_6","2019","num","BG332","2","192241"
"r_6","2019","num","BG332","3","244464"
"r_6","2019","num","BG334","1","4"
"r_6","2019","num","BG334","2","19361"
"r_6","2019","num","BG334","3","83463"
"r_6","2019","num","BG333","1","3"
"r_6","2019","num","BG333","2","200134"
"r_6","2019","num","BG333","3","205787"
"r_6","2019","num","BG34","1","35"
"r_6","2019","num","BG34","2","704816"
"r_6","2019","num","BG34","3","678526"
"r_6","2019","num","BG341","1","12"
"r_6","2019","num","BG341","2","244708"
"r_6","2019","num","BG341","3","101296"
"r_6","2019","num","BG342","1","5"
"r_6","2019","num","BG342","2","89252"
"r_6","2019","num","BG342","3","164849"
"r_6","2019","num","BG344","1","13"
"r_6","2019","num","BG344","2","332311"
"r_6","2019","num","BG344","3","301096"
"r_6","2019","num","BG343","1","5"
"r_6","2019","num","BG343","2","38545"
"r_6","2019","num","BG343","3","111285"
"r_6","2019","num","BG4","1","75"
"r_6","2019","num","BG4","2","2185386"
"r_6","2019","num","BG4","3","3976411"
"r_6","2019","num","BG41","1","40"
"r_6","2019","num","BG41","2","1495143"
"r_6","2019","num","BG41","3","3098199"
"r_6","2019","num","BG413","1","6"
"r_6","2019","num","BG413","2","138231"
"r_6","2019","num","BG413","3","143350"
"r_6","2019","num","BG415","1","4"
"r_6","2019","num","BG415","2","127858"
"r_6","2019","num","BG415","3","150174"
"r_6","2019","num","BG414","1","4"
"r_6","2019","num","BG414","2","37919"
"r_6","2019","num","BG414","3","58304"
"r_6","2019","num","BG412","1","8"
"r_6","2019","num","BG412","2","324179"
"r_6","2019","num","BG412","3","84826"
"r_6","2019","num","BG411","1","18"
"r_6","2019","num","BG411","2","866956"
"r_6","2019","num","BG411","3","2661545"
"r_6","2019","num","BG42","1","35"
"r_6","2019","num","BG42","2","690243"
"r_6","2019","num","BG42","3","878212"
"r_6","2019","num","BG425","1","2"
"r_6","2019","num","BG425","2","15882"
"r_6","2019","num","BG425","3","42787"
"r_6","2019","num","BG423","1","9"
"r_6","2019","num","BG423","2","218514"
"r_6","2019","num","BG423","3","195315"
"r_6","2019","num","BG421","1","14"
"r_6","2019","num","BG421","2","383400"
"r_6","2019","num","BG421","3","304176"
"r_6","2019","num","BG424","1","3"
"r_6","2019","num","BG424","2","15911"
"r_6","2019","num","BG424","3","144478"
"r_6","2019","num","BG422","1","7"
"r_6","2019","num","BG422","2","56536"
"r_6","2019","num","BG422","3","191456"
"r_8","2021","num","BG","1","184"
"r_8","2021","num","BG","2","2915125"
"r_8","2021","num","BG","3","7624159"
"r_8","2021","num","BG3","1","107"
"r_8","2021","num","BG3","2","1744194"
"r_8","2021","num","BG3","3","3601809"
"r_8","2021","num","BG31","1","18"
"r_8","2021","num","BG31","2","256324"
"r_8","2021","num","BG31","3","903467"
"r_8","2021","num","BG311","1","2"
"r_8","2021","num","BG311","2","42943"
"r_8","2021","num","BG311","3","89462"
"r_8","2021","num","BG313","1","3"
"r_8","2021","num","BG313","2","14227"
"r_8","2021","num","BG313","3","145990"
"r_8","2021","num","BG315","1","5"
"r_8","2021","num","BG315","2","88430"
"r_8","2021","num","BG315","3","124133"
"r_8","2021","num","BG312","1","4"
"r_8","2021","num","BG312","2","9697"
"r_8","2021","num","BG312","3","138050"
"r_8","2021","num","BG314","1","4"
"r_8","2021","num","BG314","2","101027"
"r_8","2021","num","BG314","3","405832"
"r_8","2021","num","BG32","1","31"
"r_8","2021","num","BG32","2","647444"
"r_8","2021","num","BG32","3","1288799"
"r_8","2021","num","BG321","1","9"
"r_8","2021","num","BG321","2","265324"
"r_8","2021","num","BG321","3","311423"
"r_8","2021","num","BG322","1","10"
"r_8","2021","num","BG322","2","243699"
"r_8","2021","num","BG322","3","628590"
"r_8","2021","num","BG324","1","3"
"r_8","2021","num","BG324","2","37805"
"r_8","2021","num","BG324","3","124207"
"r_8","2021","num","BG323","1","4"
"r_8","2021","num","BG323","2","80229"
"r_8","2021","num","BG323","3","171657"
"r_8","2021","num","BG325","1","5"
"r_8","2021","num","BG325","2","20387"
"r_8","2021","num","BG325","3","52922"
"r_8","2021","num","BG33","1","22"
"r_8","2021","num","BG33","2","452874"
"r_8","2021","num","BG33","3","726405"
"r_8","2021","num","BG331","1","8"
"r_8","2021","num","BG331","2","134831"
"r_8","2021","num","BG331","3","183127"
"r_8","2021","num","BG332","1","6"
"r_8","2021","num","BG332","2","174780"
"r_8","2021","num","BG332","3","250014"
"r_8","2021","num","BG334","1","4"
"r_8","2021","num","BG334","2","8906"
"r_8","2021","num","BG334","3","85415"
"r_8","2021","num","BG333","1","4"
"r_8","2021","num","BG333","2","134357"
"r_8","2021","num","BG333","3","207849"
"r_8","2021","num","BG34","1","36"
"r_8","2021","num","BG34","2","387552"
"r_8","2021","num","BG34","3","683138"
"r_8","2021","num","BG341","1","12"
"r_8","2021","num","BG341","2","130992"
"r_8","2021","num","BG341","3","101316"
"r_8","2021","num","BG342","1","6"
"r_8","2021","num","BG342","2","64794"
"r_8","2021","num","BG342","3","165509"
"r_8","2021","num","BG344","1","13"
"r_8","2021","num","BG344","2","175192"
"r_8","2021","num","BG344","3","304120"
"r_8","2021","num","BG343","1","5"
"r_8","2021","num","BG343","2","16574"
"r_8","2021","num","BG343","3","112193"
"r_8","2021","num","BG4","1","77"
"r_8","2021","num","BG4","2","1170931"
"r_8","2021","num","BG4","3","4022350"
"r_8","2021","num","BG41","1","41"
"r_8","2021","num","BG41","2","787616"
"r_8","2021","num","BG41","3","3134649"
"r_8","2021","num","BG413","1","6"
"r_8","2021","num","BG413","2","95416"
"r_8","2021","num","BG413","3","141873"
"r_8","2021","num","BG415","1","5"
"r_8","2021","num","BG415","2","59114"
"r_8","2021","num","BG415","3","150592"
"r_8","2021","num","BG414","1","4"
"r_8","2021","num","BG414","2","31008"
"r_8","2021","num","BG414","3","61125"
"r_8","2021","num","BG412","1","8"
"r_8","2021","num","BG412","2","223116"
"r_8","2021","num","BG412","3","88862"
"r_8","2021","num","BG411","1","18"
"r_8","2021","num","BG411","2","378962"
"r_8","2021","num","BG411","3","2692197"
"r_8","2021","num","BG42","1","36"
"r_8","2021","num","BG42","2","383315"
"r_8","2021","num","BG42","3","887701"
"r_8","2021","num","BG425","1","2"
"r_8","2021","num","BG425","2","7924"
"r_8","2021","num","BG425","3","35108"
"r_8","2021","num","BG423","1","10"
"r_8","2021","num","BG423","2","101142"
"r_8","2021","num","BG423","3","206230"
"r_8","2021","num","BG421","1","14"
"r_8","2021","num","BG421","2","232669"
"r_8","2021","num","BG421","3","307995"
"r_8","2021","num","BG424","1","3"
"r_8","2021","num","BG424","2","17500"
"r_8","2021","num","BG424","3","144768"
"r_8","2021","num","BG422","1","7"
"r_8","2021","num","BG422","2","24080"
"r_8","2021","num","BG422","3","193600"
"r_9","2022","num","BG","1","186"
"r_9","2022","num","BG","2","4001306"
"r_9","2022","num","BG","3","7804667"
"r_9","2022","num","BG3","1","109"
"r_9","2022","num","BG3","2","2238218"
"r_9","2022","num","BG3","3","3621486"
"r_9","2022","num","BG31","1","18"
"r_9","2022","num","BG31","2","318233"
"r_9","2022","num","BG31","3","908485"
"r_9","2022","num","BG311","1","2"
"r_9","2022","num","BG311","2","39689"
"r_9","2022","num","BG311","3","91841"
"r_9","2022","num","BG313","1","3"
"r_9","2022","num","BG313","2","21516"
"r_9","2022","num","BG313","3","146530"
"r_9","2022","num","BG315","1","5"
"r_9","2022","num","BG315","2","106242"
"r_9","2022","num","BG315","3","124428"
"r_9","2022","num","BG312","1","4"
"r_9","2022","num","BG312","2","14999"
"r_9","2022","num","BG312","3","139054"
"r_9","2022","num","BG314","1","4"
"r_9","2022","num","BG314","2","135787"
"r_9","2022","num","BG314","3","406632"
"r_9","2022","num","BG32","1","31"
"r_9","2022","num","BG32","2","887194"
"r_9","2022","num","BG32","3","1295642"
"r_9","2022","num","BG321","1","9"
"r_9","2022","num","BG321","2","371829"
"r_9","2022","num","BG321","3","312614"
"r_9","2022","num","BG322","1","10"
"r_9","2022","num","BG322","2","322890"
"r_9","2022","num","BG322","3","630629"
"r_9","2022","num","BG324","1","3"
"r_9","2022","num","BG324","2","42188"
"r_9","2022","num","BG324","3","124876"
"r_9","2022","num","BG323","1","4"
"r_9","2022","num","BG323","2","117981"
"r_9","2022","num","BG323","3","173135"
"r_9","2022","num","BG325","1","5"
"r_9","2022","num","BG325","2","32306"
"r_9","2022","num","BG325","3","54388"
"r_9","2022","num","BG33","1","22"
"r_9","2022","num","BG33","2","479143"
"r_9","2022","num","BG33","3","729741"
"r_9","2022","num","BG331","1","8"
"r_9","2022","num","BG331","2","168000"
"r_9","2022","num","BG331","3","184070"
"r_9","2022","num","BG332","1","6"
"r_9","2022","num","BG332","2","146392"
"r_9","2022","num","BG332","3","251530"
"r_9","2022","num","BG334","1","4"
"r_9","2022","num","BG334","2","19832"
"r_9","2022","num","BG334","3","86219"
"r_9","2022","num","BG333","1","4"
"r_9","2022","num","BG333","2","144919"
"r_9","2022","num","BG333","3","207922"
"r_9","2022","num","BG34","1","38"
"r_9","2022","num","BG34","2","553648"
"r_9","2022","num","BG34","3","687618"
"r_9","2022","num","BG341","1","13"
"r_9","2022","num","BG341","2","225987"
"r_9","2022","num","BG341","3","101953"
"r_9","2022","num","BG342","1","7"
"r_9","2022","num","BG342","2","94198"
"r_9","2022","num","BG342","3","167267"
"r_9","2022","num","BG344","1","13"
"r_9","2022","num","BG344","2","220074"
"r_9","2022","num","BG344","3","305672"
"r_9","2022","num","BG343","1","5"
"r_9","2022","num","BG343","2","13389"
"r_9","2022","num","BG343","3","112726"
"r_9","2022","num","BG4","1","77"
"r_9","2022","num","BG4","2","1763088"
"r_9","2022","num","BG4","3","4183181"
"r_9","2022","num","BG41","1","41"
"r_9","2022","num","BG41","2","1128755"
"r_9","2022","num","BG41","3","3276662"
"r_9","2022","num","BG413","1","6"
"r_9","2022","num","BG413","2","131387"
"r_9","2022","num","BG413","3","145190"
"r_9","2022","num","BG415","1","5"
"r_9","2022","num","BG415","2","76590"
"r_9","2022","num","BG415","3","151134"
"r_9","2022","num","BG414","1","4"
"r_9","2022","num","BG414","2","44840"
"r_9","2022","num","BG414","3","63331"
"r_9","2022","num","BG412","1","8"
"r_9","2022","num","BG412","2","250441"
"r_9","2022","num","BG412","3","89657"
"r_9","2022","num","BG411","1","18"
"r_9","2022","num","BG411","2","625497"
"r_9","2022","num","BG411","3","2827350"
"r_9","2022","num","BG42","1","36"
"r_9","2022","num","BG42","2","634333"
"r_9","2022","num","BG42","3","906519"
"r_9","2022","num","BG425","1","2"
"r_9","2022","num","BG425","2","11588"
"r_9","2022","num","BG425","3","43099"
"r_9","2022","num","BG423","1","10"
"r_9","2022","num","BG423","2","159991"
"r_9","2022","num","BG423","3","211066"
"r_9","2022","num","BG421","1","14"
"r_9","2022","num","BG421","2","405910"
"r_9","2022","num","BG421","3","310637"
"r_9","2022","num","BG424","1","3"
"r_9","2022","num","BG424","2","25103"
"r_9","2022","num","BG424","3","144844"
"r_9","2022","num","BG422","1","7"
"r_9","2022","num","BG422","2","31741"
"r_9","2022","num","BG422","3","196873"
"r_10","2023","num","BG","1","189"
"r_10","2023","num","BG","2","4964948"
"r_10","2023","num","BG","3","7847733"
"r_10","2023","num","BG3","1","109"
"r_10","2023","num","BG3","2","2655656"
"r_10","2023","num","BG3","3","3647683"
"r_10","2023","num","BG31","1","18"
"r_10","2023","num","BG31","2","382196"
"r_10","2023","num","BG31","3","911393"
"r_10","2023","num","BG311","1","2"
"r_10","2023","num","BG311","2","46610"
"r_10","2023","num","BG311","3","92514"
"r_10","2023","num","BG313","1","3"
"r_10","2023","num","BG313","2","20455"
"r_10","2023","num","BG313","3","148589"
"r_10","2023","num","BG315","1","5"
"r_10","2023","num","BG315","2","126911"
"r_10","2023","num","BG315","3","123922"
"r_10","2023","num","BG312","1","4"
"r_10","2023","num","BG312","2","10990"
"r_10","2023","num","BG312","3","140054"
"r_10","2023","num","BG314","1","4"
"r_10","2023","num","BG314","2","177230"
"r_10","2023","num","BG314","3","406314"
"r_10","2023","num","BG32","1","32"
"r_10","2023","num","BG32","2","1033993"
"r_10","2023","num","BG32","3","1308718"
"r_10","2023","num","BG321","1","10"
"r_10","2023","num","BG321","2","466674"
"r_10","2023","num","BG321","3","314146"
"r_10","2023","num","BG322","1","10"
"r_10","2023","num","BG322","2","338140"
"r_10","2023","num","BG322","3","639458"
"r_10","2023","num","BG324","1","3"
"r_10","2023","num","BG324","2","53358"
"r_10","2023","num","BG324","3","125876"
"r_10","2023","num","BG323","1","4"
"r_10","2023","num","BG323","2","138339"
"r_10","2023","num","BG323","3","174781"
"r_10","2023","num","BG325","1","5"
"r_10","2023","num","BG325","2","37482"
"r_10","2023","num","BG325","3","54457"
"r_10","2023","num","BG33","1","21"
"r_10","2023","num","BG33","2","554585"
"r_10","2023","num","BG33","3","737587"
"r_10","2023","num","BG331","1","7"
"r_10","2023","num","BG331","2","205304"
"r_10","2023","num","BG331","3","188284"
"r_10","2023","num","BG332","1","6"
"r_10","2023","num","BG332","2","157179"
"r_10","2023","num","BG332","3","252390"
"r_10","2023","num","BG334","1","4"
"r_10","2023","num","BG334","2","21671"
"r_10","2023","num","BG334","3","88396"
"r_10","2023","num","BG333","1","4"
"r_10","2023","num","BG333","2","170431"
"r_10","2023","num","BG333","3","208517"
"r_10","2023","num","BG34","1","38"
"r_10","2023","num","BG34","2","684882"
"r_10","2023","num","BG34","3","689985"
"r_10","2023","num","BG341","1","13"
"r_10","2023","num","BG341","2","292777"
"r_10","2023","num","BG341","3","102286"
"r_10","2023","num","BG342","1","7"
"r_10","2023","num","BG342","2","77955"
"r_10","2023","num","BG342","3","167928"
"r_10","2023","num","BG344","1","13"
"r_10","2023","num","BG344","2","293903"
"r_10","2023","num","BG344","3","306670"
"r_10","2023","num","BG343","1","5"
"r_10","2023","num","BG343","2","20247"
"r_10","2023","num","BG343","3","113101"
"r_10","2023","num","BG4","1","80"
"r_10","2023","num","BG4","2","2309292"
"r_10","2023","num","BG4","3","4200050"
"r_10","2023","num","BG41","1","43"
"r_10","2023","num","BG41","2","1563021"
"r_10","2023","num","BG41","3","3286724"
"r_10","2023","num","BG413","1","6"
"r_10","2023","num","BG413","2","187277"
"r_10","2023","num","BG413","3","147002"
"r_10","2023","num","BG415","1","6"
"r_10","2023","num","BG415","2","114921"
"r_10","2023","num","BG415","3","134961"
"r_10","2023","num","BG414","1","4"
"r_10","2023","num","BG414","2","145207"
"r_10","2023","num","BG414","3","64228"
"r_10","2023","num","BG412","1","6"
"r_10","2023","num","BG412","2","232036"
"r_10","2023","num","BG412","3","92751"
"r_10","2023","num","BG411","1","21"
"r_10","2023","num","BG411","2","883580"
"r_10","2023","num","BG411","3","2847782"
"r_10","2023","num","BG42","1","37"
"r_10","2023","num","BG42","2","746271"
"r_10","2023","num","BG42","3","913326"
"r_10","2023","num","BG425","1","2"
"r_10","2023","num","BG425","2","12298"
"r_10","2023","num","BG425","3","43139"
"r_10","2023","num","BG423","1","10"
"r_10","2023","num","BG423","2","173497"
"r_10","2023","num","BG423","3","213918"
"r_10","2023","num","BG421","1","14"
"r_10","2023","num","BG421","2","480413"
"r_10","2023","num","BG421","3","313611"
"r_10","2023","num","BG424","1","4"
"r_10","2023","num","BG424","2","43606"
"r_10","2023","num","BG424","3","145121"
"r_10","2023","num","BG422","1","7"
"r_10","2023","num","BG422","2","36457"
"r_10","2023","num","BG422","3","197537"
"r_11","2024","num","BG","1","178"
"r_11","2024","num","BG","2","5070401"
"r_11","2024","num","BG","3","7733003"
"r_11","2024","num","BG3","1","102"
"r_11","2024","num","BG3","2","2743321"
"r_11","2024","num","BG3","3","3651211"
"r_11","2024","num","BG31","1","18"
"r_11","2024","num","BG31","2","438162"
"r_11","2024","num","BG31","3","915106"
"r_11","2024","num","BG311","1","2"
"r_11","2024","num","BG311","2","65346"
"r_11","2024","num","BG311","3","93452"
"r_11","2024","num","BG313","1","3"
"r_11","2024","num","BG313","2","27504"
"r_11","2024","num","BG313","3","149128"
"r_11","2024","num","BG315","1","5"
"r_11","2024","num","BG315","2","144948"
"r_11","2024","num","BG315","3","124413"
"r_11","2024","num","BG312","1","4"
"r_11","2024","num","BG312","2","18125"
"r_11","2024","num","BG312","3","141310"
"r_11","2024","num","BG314","1","4"
"r_11","2024","num","BG314","2","182239"
"r_11","2024","num","BG314","3","406803"
"r_11","2024","num","BG32","1","30"
"r_11","2024","num","BG32","2","1066711"
"r_11","2024","num","BG32","3","1306704"
"r_11","2024","num","BG321","1","10"
"r_11","2024","num","BG321","2","478234"
"r_11","2024","num","BG321","3","314804"
"r_11","2024","num","BG322","1","9"
"r_11","2024","num","BG322","2","352003"
"r_11","2024","num","BG322","3","637412"
"r_11","2024","num","BG324","1","3"
"r_11","2024","num","BG324","2","48152"
"r_11","2024","num","BG324","3","125883"
"r_11","2024","num","BG323","1","3"
"r_11","2024","num","BG323","2","140017"
"r_11","2024","num","BG323","3","173345"
"r_11","2024","num","BG325","1","5"
"r_11","2024","num","BG325","2","48305"
"r_11","2024","num","BG325","3","55260"
"r_11","2024","num","BG33","1","18"
"r_11","2024","num","BG33","2","558989"
"r_11","2024","num","BG33","3","733579"
"r_11","2024","num","BG331","1","5"
"r_11","2024","num","BG331","2","178999"
"r_11","2024","num","BG331","3","183321"
"r_11","2024","num","BG332","1","6"
"r_11","2024","num","BG332","2","157749"
