RevisionColumn,periods,Units,NUTS,Muz_Measure,ValueColumn
"r_11","2024","num","BG332","3","252781"
"r_11","2024","num","BG334","1","4"
"r_11","2024","num","BG334","2","25767"
"r_11","2024","num","BG334","3","89624"
"r_11","2024","num","BG333","1","3"
"r_11","2024","num","BG333","2","196474"
"r_11","2024","num","BG333","3","207853"
"r_11","2024","num","BG34","1","36"
"r_11","2024","num","BG34","2","679459"
"r_11","2024","num","BG34","3","695822"
"r_11","2024","num","BG341","1","12"
"r_11","2024","num","BG341","2","269977"
"r_11","2024","num","BG341","3","102771"
"r_11","2024","num","BG342","1","6"
"r_11","2024","num","BG342","2","83885"
"r_11","2024","num","BG342","3","169907"
"r_11","2024","num","BG344","1","13"
"r_11","2024","num","BG344","2","307187"
"r_11","2024","num","BG344","3","308911"
"r_11","2024","num","BG343","1","5"
"r_11","2024","num","BG343","2","18410"
"r_11","2024","num","BG343","3","114233"
"r_11","2024","num","BG4","1","76"
"r_11","2024","num","BG4","2","2327080"
"r_11","2024","num","BG4","3","4081792"
"r_11","2024","num","BG41","1","40"
"r_11","2024","num","BG41","2","1523868"
"r_11","2024","num","BG41","3","3168344"
"r_11","2024","num","BG413","1","6"
"r_11","2024","num","BG413","2","211645"
"r_11","2024","num","BG413","3","148087"
"r_11","2024","num","BG415","1","5"
"r_11","2024","num","BG415","2","137919"
"r_11","2024","num","BG415","3","151651"
"r_11","2024","num","BG414","1","4"
"r_11","2024","num","BG414","2","44771"
"r_11","2024","num","BG414","3","64656"
"r_11","2024","num","BG412","1","6"
"r_11","2024","num","BG412","2","227447"
"r_11","2024","num","BG412","3","94591"
"r_11","2024","num","BG411","1","19"
"r_11","2024","num","BG411","2","902086"
"r_11","2024","num","BG411","3","2709359"
"r_11","2024","num","BG42","1","36"
"r_11","2024","num","BG42","2","803212"
"r_11","2024","num","BG42","3","913448"
"r_11","2024","num","BG425","1","2"
"r_11","2024","num","BG425","2","13784"
"r_11","2024","num","BG425","3","43214"
"r_11","2024","num","BG423","1","10"
"r_11","2024","num","BG423","2","176840"
"r_11","2024","num","BG423","3","216868"
"r_11","2024","num","BG421","1","14"
"r_11","2024","num","BG421","2","525874"
"r_11","2024","num","BG421","3","313921"
"r_11","2024","num","BG424","1","3"
"r_11","2024","num","BG424","2","36993"
"r_11","2024","num","BG424","3","141127"
"r_11","2024","num","BG422","1","7"
"r_11","2024","num","BG422","2","49721"
"r_11","2024","num","BG422","3","198318"
